Quarter,Time,Down,ToGo,Location,BUF,HOU,Detail,EPB,EPA
2,0:14,3,9,HOU 22,10,0,Josh Allen pass incomplete deep right intended for Duke Williams (defended by Gareon Conley),2.940,1.990
2,0:09,4,9,HOU 22,13,0,Stephen Hauschka 40 yard field goal good,1.990,3.000
2,0:04,,,BUF 35,13,0,"Stephen Hauschka kicks off 55 yards, returned by DeAndre Carter for 13 yards (tackle by Julian Stanford)",0.000,1.270
Quarter,Time,Down,ToGo,Location,BUF,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 35,13,0,"Stephen Hauschka kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,HOU 25,13,0,Deshaun Watson pass incomplete short right intended for DeAndre Carter (defended by Siran Neal),0.610,0.060
3,14:56,2,10,HOU 25,13,0,Deshaun Watson left end for 1 yard (tackle by Star Lotulelei),0.060,-0.490
3,14:23,3,9,HOU 26,13,0,Deshaun Watson sacked by Tremaine Edmunds for -7 yards,-0.490,-2.140
3,13:36,4,16,HOU 19,13,0,"Bryan Anger punts 53 yards, returned by Andre Roberts for 8 yards (tackle by A.J. Moore and Cullen Gillaspia)",-2.140,-1.330
3,13:24,1,10,BUF 36,13,0,Josh Allen left end for 19 yards (tackle by Justin Reid),1.330,2.590
3,12:54,1,10,HOU 45,13,0,Josh Allen pass incomplete short left intended for Tyler Kroft,2.590,2.040
3,12:49,2,10,HOU 45,13,0,Devin Singletary right guard for 7 yards (tackle by Benardrick McKinney and Brennan Scarlett),2.040,2.280
3,12:14,3,3,HOU 38,13,0,Devin Singletary up the middle for -2 yards (tackle by Zach Cunningham),2.280,0.590
3,11:27,4,5,HOU 40,13,0,"Corey Bojorquez punts 40 yards, touchback.",0.590,-0.280
3,11:20,1,10,HOU 20,13,0,Duke Johnson up the middle for 9 yards (tackle by Kevin Johnson and Jordan Poyer),0.280,0.950
3,10:50,2,1,HOU 29,13,0,Carlos Hyde left guard for 3 yards (tackle by Matt Milano),0.950,1.070
3,10:12,1,10,HOU 32,13,0,Deshaun Watson pass incomplete deep left intended for Kenny Stills,1.070,0.530
3,10:06,2,10,HOU 32,13,0,"Deshaun Watson pass complete short left to DeAndre Hopkins for 5 yards (tackle by Tre'Davious White and Micah Hyde). DeAndre Hopkins fumbles (forced by Tre'Davious White), recovered by Tremaine Edmunds at HOU-38. Penalty on Nick Martin: Unnecessary Roughness (Offsetting) . Penalty on Benardrick McKinney: Unnecessary Roughness (Offsetting)",0.530,-3.050
3,9:59,1,10,HOU 38,13,0,Devin Singletary left end for 1 yard (tackle by Mike Adams),3.050,2.640
3,9:32,2,9,HOU 37,13,0,Josh Allen pass complete short right to Lee Smith for 8 yards (tackle by Zach Cunningham),2.640,3.010
3,8:55,3,1,HOU 29,13,0,Josh Allen up the middle for 1 yard (tackle by D.J. Reader),3.010,3.710
3,8:12,1,10,HOU 28,13,0,Frank Gore left tackle for 14 yards (tackle by Justin Reid and Benardrick McKinney),3.710,4.650
3,7:33,1,10,HOU 14,13,0,Josh Allen pass incomplete short right intended for Tyler Kroft,4.650,4.000
3,7:28,2,10,HOU 14,13,0,Devin Singletary left guard for 2 yards (tackle by Benardrick McKinney and Brandon Dunn),4.000,3.430
3,6:46,3,8,HOU 12,13,0,Josh Allen sacked by J.J. Watt for -8 yards,3.430,2.120
3,6:08,4,16,HOU 20,16,0,Stephen Hauschka 38 yard field goal good,2.120,3.000
3,6:02,,,BUF 35,16,0,"Stephen Hauschka kicks off 65 yards, touchback.",0.000,0.610
3,6:02,1,10,HOU 25,16,0,Duke Johnson left guard for 10 yards (tackle by Tre'Davious White),0.610,1.270
3,5:24,1,10,HOU 35,16,0,Deshaun Watson pass complete short left to DeAndre Carter for 5 yards (tackle by Micah Hyde),1.270,1.400
3,5:07,2,5,HOU 40,16,0,Deshaun Watson pass complete short left to DeAndre Hopkins for 14 yards (tackle by Tre'Davious White),1.400,2.520
3,4:29,1,10,BUF 46,16,0,Carlos Hyde left guard for 8 yards (tackle by Kevin Johnson),2.520,3.060
3,3:58,2,2,BUF 38,16,0,Carlos Hyde up the middle for 6 yards (tackle by Tremaine Edmunds and Jordan Poyer),3.060,3.450
3,3:23,1,10,BUF 32,16,0,Carlos Hyde left guard for 1 yard (tackle by Shaq Lawson and Trent Murphy),3.450,3.040
3,2:50,2,9,BUF 31,16,0,Deshaun Watson left end for 1 yard (tackle by Matt Milano),3.040,2.480
3,2:09,3,8,BUF 30,16,0,Deshaun Watson pass complete short right to DeAndre Hopkins for 10 yards (tackle by Tre'Davious White),2.480,4.240
3,1:41,1,10,BUF 20,16,6,"Deshaun Watson right end for 20 yards, touchdown",4.240,7.000
3,1:33,,,BUF 2,16,8,"Two Point Attempt: Deshaun Watson rushes, conversion succeeds.",1.000,1.000
3,1:33,,,HOU 35,16,8,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
3,1:33,1,10,BUF 25,16,8,Josh Allen pass complete deep middle to Duke Williams for 20 yards (tackle by Justin Reid),0.610,1.930
3,0:58,1,10,BUF 45,16,8,Josh Allen pass complete short middle to Isaiah McKenzie for 5 yards (tackle by Bradley Roby),1.930,2.060
3,0:24,2,5,BUF 50,16,8,"Josh Allen pass complete short right to Duke Williams for 11 yards (tackle by Gareon Conley). Penalty on Tyler Kroft: Offensive Holding, 10 yards (no play)",2.060,0.710
Quarter,Time,Down,ToGo,Location,BUF,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,15,BUF 40,16,8,Josh Allen pass complete short right to Duke Williams for 7 yards (tackle by Gareon Conley),0.710,0.960
4,14:18,3,8,BUF 47,16,8,"Josh Allen sacked by Whitney Mercilus for no gain. Josh Allen fumbles (forced by Whitney Mercilus), recovered by Jacob Martin at BUF-47 (tackle by Quinton Spain)",0.960,-2.260
4,14:11,1,10,HOU 50,16,8,Carlos Hyde left guard for 2 yards (tackle by Jerry Hughes and Trent Murphy),2.260,1.980
4,13:38,2,8,BUF 48,16,8,Deshaun Watson pass complete deep left to Kenny Stills for 20 yards (tackle by Kevin Johnson),1.980,3.710
4,13:09,1,10,BUF 28,16,8,Carlos Hyde left end for 5 yards (tackle by Kevin Johnson and Matt Milano),3.710,3.840
4,12:26,2,5,BUF 23,16,8,Deshaun Watson pass complete short right to Darren Fells for 2 yards (tackle by Kevin Johnson),3.840,3.400
4,11:43,3,3,BUF 21,16,8,Deshaun Watson sacked by Jerry Hughes for -2 yards,3.400,1.980
4,11:00,4,5,BUF 23,16,11,Ka'imi Fairbairn 41 yard field goal good,1.980,3.000
4,10:55,,,HOU 35,16,11,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
4,10:55,1,10,BUF 25,16,11,Devin Singletary right guard for 4 yards (tackle by Justin Reid and Zach Cunningham),0.610,0.600
4,10:13,2,6,BUF 29,16,11,Josh Allen pass complete short left to Devin Singletary for 2 yards (tackle by Zach Cunningham),0.600,0.170
4,9:40,3,4,BUF 31,16,11,Josh Allen pass incomplete short middle intended for Duke Williams,0.170,-1.310
4,9:36,4,4,BUF 31,16,11,"Corey Bojorquez punts 43 yards, fair catch by DeAndre Carter at HOU-26",-1.310,-0.670
4,9:29,1,10,HOU 26,16,11,Deshaun Watson left end for 5 yards (tackle by Matt Milano),0.670,0.810
4,8:56,2,5,HOU 31,16,11,Deshaun Watson pass complete deep left to DeAndre Hopkins for 41 yards (tackle by Tre'Davious White),0.810,3.710
4,7:54,1,10,BUF 28,16,11,"Deshaun Watson up the middle for 1 yard (tackle by Lorenzo Alexander). Penalty on Siran Neal: Defensive Holding, 5 yards",3.710,4.110
4,7:24,1,10,BUF 22,16,11,Deshaun Watson up the middle for 5 yards (tackle by Tremaine Edmunds),4.110,4.290
4,6:40,2,5,BUF 17,16,11,Carlos Hyde right tackle for 2 yards (tackle by Tremaine Edmunds),4.290,3.930
4,5:57,3,3,BUF 15,16,11,Deshaun Watson pass complete short left to Darren Fells for 14 yards (tackle by Jordan Poyer and Matt Milano),3.930,6.970
4,5:10,1,1,BUF 1,16,11,"Deshaun Watson aborted snap, recovered by Carlos Hyde at BUF-7 (tackle by Matt Milano)",6.970,5.150
4,4:42,2,5,BUF 5,16,17,"Deshaun Watson pass complete short right to Carlos Hyde for 5 yards, touchdown",5.150,7.000
4,4:37,,,BUF 2,16,19,"Two Point Attempt: Deshaun Watson pass complete to DeAndre Hopkins, conversion succeeds",1.000,1.000
4,4:37,,,HOU 35,16,19,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
4,4:37,1,10,BUF 25,16,19,Josh Allen pass complete short left to Devin Singletary for 38 yards (tackle by Mike Adams),0.610,3.120
4,4:26,1,10,HOU 37,16,19,Devin Singletary up the middle for 6 yards (tackle by Justin Reid),3.120,3.380
4,3:45,2,4,HOU 31,16,19,Devin Singletary right end for 3 yards (tackle by Benardrick McKinney and Zach Cunningham),3.380,3.070
4,3:05,3,1,HOU 28,16,19,Josh Allen right end for 3 yards (tackle by D.J. Reader),3.070,3.910
4,2:22,1,10,HOU 25,16,19,Josh Allen pass incomplete deep right,3.910,3.360
4,2:15,2,10,HOU 25,16,19,Frank Gore left guard for -3 yards (tackle by Mike Adams and J.J. Watt),3.360,2.280
4,2:00,3,13,HOU 28,16,19,"Josh Allen pass incomplete short middle. Penalty on Jon Feliciano: Illegal Touch Pass (Declined) . Penalty on Josh Allen: Intentional Grounding, 14 yards",2.280,0.460
4,1:41,4,27,HOU 42,16,19,Josh Allen sacked by Jacob Martin for -19 yards,0.460,-2.980
4,1:35,1,10,BUF 39,16,19,Deshaun Watson right guard for 5 yards (tackle by Tremaine Edmunds),2.980,3.120
4,1:31,,,,,,Timeout #1 by Buffalo Bills,,
4,1:31,2,5,BUF 34,16,19,Carlos Hyde up the middle for 3 yards (tackle by Shaq Lawson),3.120,2.810
4,1:27,,,,,,Timeout #2 by Buffalo Bills,,
4,1:27,3,2,BUF 31,16,19,Carlos Hyde up the middle for 1 yard (tackle by Trent Murphy),2.810,1.520
4,1:21,,,,,,Timeout #3 by Buffalo Bills,,
4,1:21,4,1,BUF 30,16,19,Deshaun Watson up the middle for no gain (tackle by Star Lotulelei),1.520,-0.940
4,1:16,1,10,BUF 30,16,19,"Josh Allen right end for 18 yards (tackle by Mike Adams and Charles Omenihu). Josh Allen fumbles, ball out of bounds at 50 (forced by Mike Adams)",0.940,2.060
4,1:04,1,10,BUF 47,16,19,Josh Allen pass incomplete deep right intended for Duke Williams (defended by Gareon Conley),2.060,1.520
4,0:58,2,10,BUF 47,16,19,Josh Allen pass incomplete deep right intended for John Brown,1.520,0.830
4,0:50,3,10,BUF 47,16,19,Josh Allen pass complete short right to John Brown for 14 yards,0.830,2.980
4,0:44,,,,,,Timeout #1 by Houston Texans,,
4,0:44,1,10,HOU 39,16,19,Josh Allen pass incomplete short left intended for John Brown,2.980,2.440
4,0:39,2,10,HOU 39,16,19,Josh Allen pass incomplete deep left intended for Isaiah McKenzie (defended by Bradley Roby),2.440,1.750
4,0:34,3,10,HOU 39,16,19,Josh Allen pass complete short middle to Cole Beasley for 10 yards (tackle by Vernon Hargreaves),1.750,3.640
4,0:21,1,10,HOU 29,16,19,Corey Bojorquez spiked the ball,3.640,3.100
4,0:20,,,,,,Timeout #2 by Houston Texans,,
4,0:20,2,10,HOU 29,16,19,Josh Allen pass incomplete deep right intended for Duke Williams,3.100,2.410
4,0:15,3,10,HOU 29,16,19,Josh Allen pass incomplete deep right intended for Duke Williams,2.410,1.500
4,0:10,,,,,,Timeout #3 by Houston Texans,,
4,0:10,4,10,HOU 29,19,19,Stephen Hauschka 47 yard field goal good,1.500,3.000
4,0:05,,,BUF 35,19,19,"Stephen Hauschka kicks off 36 yards, returned by Cullen Gillaspia for 2 yards",0.000,1.000
4,0:04,1,10,HOU 31,19,19,Deshaun Watson kneels for -1 yards,1.000,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,BUF,HOU,Detail,EPB,EPA
,,,,,,,"Texans won the coin toss, Texans to receive the overtime kickoff.",,
OT,15:00,,,BUF 35,19,19,"Stephen Hauschka kicks off 65 yards, touchback.",0.000,0.610
OT,15:00,1,10,HOU 25,19,19,"Penalty on Laremy Tunsil: False Start, 5 yards (no play)",0.610,0.280
OT,15:00,1,15,HOU 20,19,19,Deshaun Watson pass complete short middle to DeAndre Hopkins for 10 yards (tackle by Matt Milano),0.280,0.740
OT,14:24,2,5,HOU 30,19,19,Carlos Hyde up the middle for 2 yards (tackle by Siran Neal and Ed Oliver),0.740,0.300
OT,13:41,3,3,HOU 32,19,19,Deshaun Watson pass incomplete short left intended for Darren Fells,0.300,-1.240
OT,13:33,4,3,HOU 32,19,19,"Bryan Anger punts 38 yards, fair catch by Andre Roberts at BUF-30",-1.240,-0.940
OT,13:26,1,10,BUF 30,19,19,Josh Allen left end for -2 yards (tackle by Justin Reid and D.J. Reader),0.940,0.120
OT,12:45,2,12,BUF 28,19,19,Josh Allen pass incomplete deep right intended for Patrick DiMarco,0.120,-0.560
OT,12:36,3,12,BUF 28,19,19,Josh Allen pass complete short right to Dawson Knox for 14 yards (tackle by Gareon Conley),-0.560,1.730
OT,11:58,1,10,BUF 42,19,19,Josh Allen pass complete short left to John Brown for 1 yard (tackle by Bradley Roby),1.730,1.320
OT,11:24,,,,,,Timeout #1 by Buffalo Bills,,
OT,11:24,2,9,BUF 43,19,19,Josh Allen pass incomplete short right,1.320,0.630
OT,11:21,3,9,BUF 43,19,19,Josh Allen pass complete short right to Devin Singletary for 14 yards (tackle by Benardrick McKinney),0.630,2.720
OT,10:31,1,10,HOU 43,19,19,Josh Allen right end for 1 yard (tackle by Zach Cunningham),2.720,2.310
OT,9:48,2,9,HOU 42,19,19,Josh Allen pass incomplete short left intended for Cole Beasley,2.310,1.620
OT,9:44,3,9,HOU 42,19,19,"Josh Allen right end for 4 yards (tackle by Zach Cunningham). Penalty on Cody Ford: Illegal Blindside Block, 15 yards (no play)",1.620,-0.360
OT,9:17,3,24,BUF 43,19,19,Josh Allen pass incomplete short right intended for Duke Williams,-0.360,-0.520
OT,9:14,4,24,BUF 43,19,19,Corey Bojorquez punts 40 yards downed by Reid Ferguson,-0.520,0.060
OT,9:02,1,10,HOU 17,19,19,Deshaun Watson pass complete short right to DeAndre Hopkins for 10 yards (tackle by Micah Hyde and Jordan Poyer),-0.060,0.740
OT,8:21,1,10,HOU 27,19,19,Carlos Hyde up the middle for 1 yard (tackle by Tremaine Edmunds and Matt Milano),0.740,0.330
OT,7:43,2,9,HOU 28,19,19,Deshaun Watson sacked by Siran Neal for -9 yards,0.330,-1.650
OT,6:56,3,18,HOU 19,19,19,Deshaun Watson pass complete short middle to Duke Johnson for 18 yards (tackle by Siran Neal and Tremaine Edmunds),-1.650,1.400
OT,6:01,1,10,HOU 37,19,19,Deshaun Watson left end for 5 yards (tackle by Micah Hyde),1.400,1.530
OT,5:19,2,5,HOU 42,19,19,Deshaun Watson pass complete short right to Kenny Stills for 10 yards,1.530,2.390
OT,5:01,1,10,BUF 48,19,19,Carlos Hyde right tackle for 4 yards (tackle by Ed Oliver and Kevin Johnson),2.390,2.390
OT,4:16,2,6,BUF 44,19,19,Deshaun Watson pass complete short right to Taiwan Jones for 34 yards (tackle by Kevin Johnson),2.390,4.910
OT,3:23,,,,,,Timeout #1 by Houston Texans,,
OT,3:23,,,,,,Timeout #2 by Buffalo Bills,,
OT,3:23,1,10,BUF 10,19,22,Ka'imi Fairbairn 28 yard field goal good,4.910,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
