Quarter,Time,Down,ToGo,Location,KAN,TEN,Detail,EPB,EPA
1,4:47,3,11,KAN 8,7,0,Alex Smith pass complete short left to Jamaal Charles for 11 yards (tackle by Alterraun Verner),-1.540,0.150
1,4:00,1,10,KAN 19,7,0,Knile Davis left guard for 2 yards (tackle by Akeem Ayers),0.150,-0.060
1,3:16,2,8,KAN 21,7,0,Alex Smith pass complete short right to Junior Hemingway for 6 yards (tackle by Bernard Pollard),-0.060,-0.030
1,2:34,3,2,KAN 27,7,0,Alex Smith pass incomplete short left intended for Dexter McCluster,-0.030,-1.570
1,2:30,4,2,KAN 27,7,0,"Dustin Colquitt punts 46 yards, returned by Darius Reynaud for 4 yards (tackle by Marcus Cooper)",-1.570,-1.000
1,2:19,1,10,TEN 31,7,0,Ryan Fitzpatrick pass incomplete deep right intended for Nate Washington,1.000,0.460
1,2:13,2,10,TEN 31,7,0,Ryan Fitzpatrick pass incomplete short right intended for Kenny Britt (defended by Marcus Cooper),0.460,-0.230
1,2:07,3,10,TEN 31,7,0,"Penalty on Michael Roos: False Start, 5 yards (no play)",-0.230,-0.890
1,2:07,3,15,TEN 26,7,0,Ryan Fitzpatrick pass incomplete deep left intended for Kendall Wright (defended by Brandon Flowers),-0.890,-1.630
1,2:02,4,15,TEN 26,7,0,"Brett Kern punts 42 yards, returned by Dexter McCluster for 4 yards (tackle by Jackie Battle)",-1.630,-1.330
1,1:51,1,10,KAN 36,7,0,Alex Smith pass complete deep right to Donnie Avery for 44 yards (tackle by Jason McCourty),1.330,4.240
1,1:04,1,10,TEN 20,7,0,Jamaal Charles right end for no gain (tackle by Bernard Pollard),4.240,3.690
1,0:24,2,10,TEN 20,7,0,Alex Smith pass incomplete deep right intended for Donnie Avery,3.690,3.690
1,0:19,2,10,TEN 20,7,0,Timeout #2 by Kansas City Chiefs,3.690,3.010
1,0:19,3,10,TEN 20,7,0,Alex Smith pass complete short left to Sean McGrath for 9 yards (tackle by Bernard Pollard),3.010,2.850
Quarter,Time,Down,ToGo,Location,KAN,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,1,TEN 11,10,0,Ryan Succop 29 yard field goal good,2.850,3.000
2,15:00,,,KAN 35,10,0,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
2,14:55,1,10,TEN 20,10,0,Chris Johnson left end for 4 yards (tackle by Sean Smith),0.280,0.270
2,14:19,2,6,TEN 24,10,0,Ryan Fitzpatrick pass incomplete short left intended for Nate Washington (defended by Sean Smith),0.270,-0.430
2,14:11,3,6,TEN 24,10,0,Ryan Fitzpatrick pass complete short right to Kendall Wright for 4 yards (tackle by Eric Berry),-0.430,-1.500
2,13:30,4,2,TEN 28,10,0,"Brett Kern punts 51 yards, returned by Dexter McCluster for 10 yards (tackle by Colin McCarthy)",-1.500,-1.000
2,13:17,1,10,KAN 31,10,0,Alex Smith pass complete short right to Donnie Avery for 6 yards (tackle by Jason McCourty),1.000,1.270
2,12:39,2,4,KAN 37,10,0,Alex Smith left end for 6 yards (tackle by Coty Sensabaugh),1.270,1.800
2,11:55,1,10,KAN 43,10,0,"Jamaal Charles right tackle for 5 yards (tackle by Michael Griffin). Jamaal Charles fumbles (forced by Michael Griffin), recovered by Coty Sensabaugh at KAN-48 (tackle by Dexter McCluster)",1.800,-2.390
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,11:43,1,10,KAN 48,10,0,Ryan Fitzpatrick pass incomplete short middle intended for Chris Johnson,2.390,1.850
2,11:36,2,10,KAN 48,10,0,Chris Johnson up the middle for 2 yards (tackle by Dontari Poe),1.850,1.420
2,10:58,3,8,KAN 46,10,0,Ryan Fitzpatrick pass incomplete deep right intended for Delanie Walker (defended by Eric Berry),1.420,0.200
2,10:53,4,8,KAN 46,10,0,"Brett Kern punts 32 yards, fair catch by Dexter McCluster",0.200,0.280
2,10:45,1,10,KAN 14,10,0,Jamaal Charles up the middle for 6 yards (tackle by Moise Fokou and Bernard Pollard),-0.280,0.150
2,10:26,2,4,KAN 20,10,0,Alex Smith sacked by Antonio Johnson for -8 yards,0.150,-1.650
2,9:49,3,12,KAN 12,10,0,Alex Smith pass incomplete deep left intended for Dexter McCluster (defended by Alterraun Verner),-1.650,-2.490
2,9:41,4,12,KAN 12,10,0,"Dustin Colquitt punts 54 yards, returned by Darius Reynaud for 1 yard (tackle by Anthony Sherman)",-2.490,-1.270
2,9:30,1,10,TEN 35,10,0,Jackie Battle right guard for no gain (tackle by Tyson Jackson and Brandon Flowers),1.270,0.720
2,8:48,2,10,TEN 35,10,0,Ryan Fitzpatrick pass complete short right to Kendall Wright for 8 yards (tackle by Brandon Flowers),0.720,1.090
2,8:15,3,2,TEN 43,10,0,Ryan Fitzpatrick pass complete short right to Damian Williams for 4 yards (tackle by Brandon Flowers),1.090,2.060
2,7:35,1,10,TEN 47,10,0,Ryan Fitzpatrick pass incomplete deep right intended for Kenny Britt,2.060,1.520
2,7:29,2,10,TEN 47,10,0,Jackie Battle left tackle for 37 yards (tackle by Kendrick Lewis),1.520,4.510
2,6:53,1,10,KAN 16,10,0,Ryan Fitzpatrick pass complete short middle to Delanie Walker for 15 yards (tackle by Eric Berry and Brandon Flowers),4.510,6.970
2,6:07,1,1,KAN 1,10,0,Jackie Battle up the middle for no gain (tackle by Anthony Toribio and Akeem Jordan),6.970,5.910
2,5:36,2,1,KAN 1,10,0,Ryan Fitzpatrick pass complete short middle to Ryan Fitzpatrick for no gain,5.910,5.170
2,4:48,3,1,KAN 1,10,0,Ryan Fitzpatrick sacked by Justin Houston for 0 yards,5.170,5.170
2,4:20,3,1,KAN 1,10,0,Timeout #1 by Tennessee Titans,5.170,3.550
2,4:20,4,1,KAN 1,10,0,Jackie Battle up the middle for no gain (tackle by Dontari Poe and Anthony Toribio),3.550,0.380
2,4:09,1,10,KAN 1,10,0,Alex Smith pass complete deep left to Donnie Avery for 41 yards (tackle by Alterraun Verner),-0.380,1.730
2,3:38,1,10,KAN 42,10,0,Alex Smith pass complete deep left to Sean McGrath for 25 yards (tackle by George Wilson),1.730,3.380
2,2:51,1,10,TEN 33,10,0,Alex Smith pass complete short left to Jamaal Charles for 8 yards (tackle by Alterraun Verner and Karl Klug),3.380,3.920
2,2:22,2,2,TEN 25,10,0,Jamaal Charles up the middle for 6 yards (tackle by Colin McCarthy),3.920,4.310
2,2:00,1,10,TEN 19,10,0,Alex Smith pass complete short middle to Jamaal Charles for 9 yards (tackle by Moise Fokou),4.310,5.360
2,1:23,2,1,TEN 10,10,0,Alex Smith pass complete short right to Anthony Sherman for 5 yards (tackle by Akeem Ayers and Jason McCourty),5.360,6.060
2,0:39,1,5,TEN 5,10,0,Alex Smith pass complete short middle to Dwayne Bowe for no gain,6.060,6.060
2,0:20,1,5,TEN 5,10,0,Timeout #3 by Kansas City Chiefs,6.060,5.150
2,0:20,2,5,TEN 5,10,0,Alex Smith pass incomplete short right intended for A.J. Jenkins,5.150,4.260
2,0:18,3,5,TEN 5,10,0,Alex Smith pass incomplete short right intended for Dwayne Bowe,4.260,3.010
2,0:14,4,5,TEN 5,13,0,Ryan Succop 24 yard field goal good,3.010,3.000
2,0:14,,,KAN 35,13,0,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
2,0:09,1,10,TEN 20,13,0,Ryan Fitzpatrick kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,KAN,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,13,0,"Ryan Succop kicks off no gain, returned by Darius Reynaud for 26 yards (tackle by Husain Abdullah)",0.000,0.040
3,14:51,1,10,TEN 18,13,0,Chris Johnson left tackle for 4 yards (tackle by Justin Houston),0.040,0.140
3,14:21,2,6,TEN 22,13,0,Ryan Fitzpatrick up the middle for 26 yards (tackle by Sean Smith),0.140,2.130
3,13:42,1,10,TEN 48,13,0,Chris Johnson up the middle for -4 yards (tackle by Justin Houston),2.130,1.040
3,13:02,2,14,TEN 44,13,0,Ryan Fitzpatrick pass complete short right to Delanie Walker for 7 yards (tackle by Quintin Demps),1.040,1.290
3,12:24,3,7,KAN 49,13,6,"Ryan Fitzpatrick pass complete short right to Chris Johnson for 49 yards, touchdown",1.290,7.000
3,12:24,,,KAN 2,13,7,Rob Bironas kicks extra point good,0.000,0.000
3,12:24,,,TEN 35,13,7,"Rob Bironas kicks off 65 yards, touchback",0.000,-0.280
3,12:09,1,10,KAN 20,13,7,Alex Smith pass complete short left to Jamaal Charles for no gain,0.280,-0.270
3,11:27,2,10,KAN 20,13,7,Alex Smith pass incomplete deep left intended for Jamaal Charles,-0.270,-0.960
3,11:21,3,10,KAN 20,13,7,Alex Smith pass incomplete deep left intended for Dexter McCluster,-0.960,-2.030
3,11:15,4,10,KAN 20,13,7,"Dustin Colquitt punts 53 yards, returned by Darius Reynaud for 13 yards (tackle by James-Michael Johnson)",-2.030,-1.600
3,11:02,1,10,TEN 40,13,7,Ryan Fitzpatrick left end for 9 yards (tackle by Derrick Johnson),1.600,2.270
3,10:24,2,1,TEN 49,13,7,Chris Johnson left guard for 2 yards (tackle by Dontari Poe),2.270,2.320
3,9:42,1,10,KAN 49,13,7,Ryan Fitzpatrick pass complete short left to Kendall Wright for 15 yards (tackle by Brandon Flowers),2.320,3.310
3,9:00,1,10,KAN 34,13,7,Chris Johnson left guard for -2 yards (tackle by Derrick Johnson),3.310,2.500
3,8:25,2,12,KAN 36,13,7,Ryan Fitzpatrick pass complete short left to Kendall Wright for 24 yards (tackle by Derrick Johnson and Quintin Demps),2.500,4.780
3,7:39,1,10,KAN 12,13,7,"Ryan Fitzpatrick pass incomplete short right intended for Nate Washington. Penalty on Marcus Cooper: Defensive Holding, 5 yards (no play)",4.780,5.600
3,7:34,1,7,KAN 7,13,7,Ryan Fitzpatrick pass incomplete short left intended for Kenny Britt,5.600,4.760
3,7:29,2,7,KAN 7,13,7,Ryan Fitzpatrick pass incomplete short left intended for Justin Hunter,4.760,3.810
3,7:23,3,7,KAN 7,13,7,Ryan Fitzpatrick up the middle for 3 yards (tackle by Husain Abdullah),3.810,3.030
3,6:41,4,4,KAN 4,13,10,Rob Bironas 22 yard field goal good,3.030,3.000
3,6:41,,,TEN 35,13,10,"Rob Bironas kicks off 65 yards, touchback",0.000,-0.280
3,6:37,1,10,KAN 20,13,10,Jamaal Charles right guard for 9 yards (tackle by Ropati Pitoitua),0.280,0.950
3,6:07,2,1,KAN 29,13,10,Alex Smith pass complete short right to Dwayne Bowe for 11 yards (tackle by Bernard Pollard),0.950,1.600
3,5:27,1,10,KAN 40,13,10,Jamaal Charles left guard for no gain (tackle by Lavar Edwards),1.600,1.050
3,4:53,2,10,KAN 40,13,10,Alex Smith pass incomplete short right intended for Jamaal Charles is intercepted by Bernard Pollard at KAN-46 and returned for 4 yards (tackle by Jamaal Charles),1.050,-2.790
3,4:46,1,10,KAN 42,13,10,Ryan Fitzpatrick pass complete short left to Chris Johnson for 2 yards (tackle by Brandon Flowers),2.790,2.510
3,4:08,2,8,KAN 40,13,10,Ryan Fitzpatrick pass complete short right to Nate Washington for 8 yards (tackle by Marcus Cooper and Eric Berry),2.510,3.450
3,3:30,1,10,KAN 32,13,10,"Ryan Fitzpatrick pass incomplete deep right intended for Delanie Walker. Penalty on Quintin Demps: Defensive Holding, 5 yards (no play)",3.450,3.780
3,3:23,1,10,KAN 27,13,10,Ryan Fitzpatrick pass complete short right to Chris Johnson for 1 yard (tackle by Eric Berry),3.780,3.370
3,2:46,2,9,KAN 26,13,10,Chris Johnson up the middle for 1 yard (tackle by Allen Bailey),3.370,2.810
3,2:05,3,8,KAN 25,13,10,"Ryan Fitzpatrick pass incomplete short right intended for Delanie Walker. Penalty on Eric Berry: Defensive Pass Interference, 8 yards (no play)",2.810,4.440
3,2:01,1,10,KAN 17,13,10,Ryan Fitzpatrick pass incomplete deep left intended for Kenny Britt,4.440,3.850
3,1:56,2,10,KAN 17,13,10,Ryan Fitzpatrick pass complete short right to Delanie Walker for 14 yards (tackle by Kendrick Lewis),3.850,6.510
3,1:56,1,3,KAN 3,13,10,Jackie Battle up the middle for 1 yard (tackle by Akeem Jordan),6.510,5.720
3,0:30,2,2,KAN 2,13,10,Ryan Fitzpatrick sacked by Dontari Poe for -7 yards,5.720,3.360
Quarter,Time,Down,ToGo,Location,KAN,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,9,KAN 9,13,16,"Ryan Fitzpatrick up the middle for 9 yards, touchdown",3.360,7.000
4,15:00,,,KAN 2,13,17,Rob Bironas kicks extra point good,0.000,0.000
4,15:00,,,TEN 35,13,17,"Rob Bironas kicks off 60 yards, returned by Quintin Demps for 36 yards (tackle by Rob Bironas)",0.000,-1.660
4,14:44,1,10,KAN 41,13,17,Jamaal Charles left end for 1 yard (tackle by Lavar Edwards),1.660,1.260
4,14:08,2,9,KAN 42,13,17,Jamaal Charles left end for 10 yards (tackle by George Wilson),1.260,2.390
4,13:31,1,10,TEN 48,13,17,Alex Smith pass incomplete short left intended for Kevin Brock (defended by Bernard Pollard),2.390,1.850
4,13:26,2,10,TEN 48,13,17,Jamaal Charles left end for 4 yards (tackle by Tommie Campbell),1.850,1.690
4,12:41,3,6,TEN 44,13,17,Alex Smith pass incomplete short middle intended for Knile Davis (defended by George Wilson),1.690,0.330
4,12:35,4,6,TEN 44,13,17,"Dustin Colquitt punts 9 yards, out of bounds",0.330,-1.270
4,12:29,1,10,TEN 35,13,17,Ryan Fitzpatrick pass complete short left to Kenny Britt for 9 yards (tackle by Eric Berry),1.270,1.940
4,11:49,2,1,TEN 44,13,17,Ryan Fitzpatrick pass incomplete short left intended for Damian Williams,1.940,1.220
4,11:45,3,1,TEN 44,13,17,Ryan Fitzpatrick pass incomplete short right intended for Kenny Britt,1.220,-0.460
4,11:38,4,1,TEN 44,13,17,"Brett Kern punts 42 yards, returned by Dexter McCluster for 20 yards (tackle by Jackie Battle)",-0.460,-1.200
4,11:28,1,10,KAN 34,13,17,Alex Smith pass incomplete short left intended for Sean McGrath,1.200,0.660
4,11:21,2,10,KAN 34,13,17,Alex Smith pass complete deep left to Dwayne Bowe for 17 yards,0.660,2.320
4,10:48,1,10,TEN 49,13,17,Jamaal Charles up the middle for 2 yards (tackle by Jurrell Casey),2.320,2.050
4,10:17,2,8,TEN 47,13,17,Alex Smith pass complete short right to Sean McGrath for 3 yards (tackle by Jason McCourty),2.050,1.750
4,9:32,3,5,TEN 44,13,17,"Alex Smith right end for 2 yards (tackle by Moise Fokou). Penalty on Moise Fokou: Unnecessary Roughness, 15 yards",1.750,3.780
4,9:08,1,10,TEN 27,13,17,Alex Smith pass complete short left to Jamaal Charles for 9 yards (tackle by Tommie Campbell),3.780,4.530
4,8:34,2,1,TEN 18,13,17,Jamaal Charles left end for 2 yards (tackle by George Wilson and Michael Griffin),4.530,4.510
4,7:54,1,10,TEN 16,13,17,Alex Smith pass complete short right to Anthony Sherman for 8 yards (tackle by George Wilson and Zach Brown),4.510,5.350
4,7:12,2,2,TEN 8,13,17,Alex Smith pass complete short left to Dwayne Bowe for 7 yards (tackle by Michael Griffin),5.350,6.970
4,6:31,1,1,TEN 1,13,17,Alex Smith pass incomplete short right intended for Dwayne Bowe. Penalty on George Wilson: Defensive Pass Interference (no play),6.970,6.970
4,6:27,1,1,TEN 1,19,17,"Jamaal Charles left tackle for 1 yard, touchdown",6.970,7.000
4,6:27,,,TEN 2,20,17,Ryan Succop kicks extra point good,0.000,0.000
4,6:27,,,KAN 35,20,17,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
4,6:23,1,10,TEN 20,20,17,Ryan Fitzpatrick pass incomplete short right intended for Nate Washington is intercepted by Marcus Cooper at TEN-33,0.280,-3.380
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,6:14,1,10,TEN 33,20,17,Jamaal Charles left guard for 16 yards (tackle by Michael Griffin),3.380,4.440
4,5:33,1,10,TEN 17,20,17,Jamaal Charles right guard for 7 yards (tackle by Alterraun Verner),4.440,5.100
4,4:52,2,3,TEN 10,20,17,Jamaal Charles right guard for no gain (tackle by Moise Fokou and Jurrell Casey),5.100,4.340
4,4:21,3,3,TEN 10,20,17,"Penalty on Sean McGrath: False Start, 5 yards (no play)",4.340,3.340
4,4:18,3,8,TEN 15,20,17,Alex Smith pass incomplete short right intended for Jamaal Charles (defended by Lavar Edwards),3.340,2.440
4,4:15,4,8,TEN 15,23,17,Ryan Succop 33 yard field goal good,2.440,3.000
4,4:15,,,KAN 35,23,17,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
4,4:10,1,10,TEN 20,23,17,Ryan Fitzpatrick pass incomplete deep right intended for Nate Washington (defended by Marcus Cooper),0.280,-0.270
4,4:04,2,10,TEN 20,23,17,Ryan Fitzpatrick pass complete short left to Delanie Walker for 7 yards (tackle by Quintin Demps),-0.270,-0.030
4,3:28,3,3,TEN 27,23,17,Ryan Fitzpatrick pass complete short left to Kendall Wright for 12 yards (tackle by Brandon Flowers),-0.030,1.530
4,2:50,1,10,TEN 39,23,17,Ryan Fitzpatrick pass incomplete intended for Kendall Wright is intercepted by Quintin Demps at KAN-32 and returned for 35 yards (tackle by David Stewart),1.530,-3.380
4,2:39,1,10,TEN 33,23,17,Jamaal Charles up the middle for 2 yards (tackle by Ropati Pitoitua),3.380,3.380
4,2:33,1,10,TEN 33,23,17,Timeout #1 by Tennessee Titans,3.380,3.110
4,2:32,2,8,TEN 31,23,17,Alex Smith sacked by Ropati Pitoitua for -4 yards,3.110,3.110
4,2:25,2,8,TEN 31,23,17,Timeout #2 by Tennessee Titans,3.110,1.880
4,2:25,3,12,TEN 35,23,17,Jamaal Charles left end for 5 yards (tackle by Michael Griffin and Lavar Edwards),1.880,1.880
4,2:17,3,12,TEN 35,23,17,Timeout #3 by Tennessee Titans,1.880,1.410
4,2:17,4,7,TEN 30,26,17,Ryan Succop 48 yard field goal good,1.410,3.000
4,2:17,,,KAN 35,26,17,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
4,2:12,1,10,TEN 20,26,17,Ryan Fitzpatrick pass complete short middle to Kendall Wright for 11 yards (tackle by Brandon Flowers),0.280,1.000
4,2:00,1,10,TEN 31,26,17,Ryan Fitzpatrick pass complete short middle to Chris Johnson for 11 yards (tackle by Derrick Johnson),1.000,1.730
4,1:37,1,10,TEN 42,26,17,Ryan Fitzpatrick pass complete short left to Nate Washington for 9 yards (tackle by Sean Smith),1.730,2.400
4,1:32,2,1,KAN 49,26,17,Ryan Fitzpatrick pass incomplete deep middle intended for Justin Hunter,2.400,1.690
4,1:20,3,1,KAN 49,26,17,Ryan Fitzpatrick pass incomplete short left intended for Justin Hunter (defended by Sean Smith),1.690,0.000
4,1:15,4,1,KAN 49,26,17,Ryan Fitzpatrick pass complete short right to Nate Washington for 13 yards (tackle by Kendrick Lewis),0.000,3.180
4,0:54,1,10,KAN 36,26,17,Ryan Fitzpatrick pass incomplete deep right intended for Nate Washington,3.180,2.640
4,0:48,2,10,KAN 36,26,17,Ryan Fitzpatrick left end for 4 yards (tackle by Derrick Johnson),2.640,2.480
4,0:41,3,6,KAN 32,26,17,"Ryan Fitzpatrick sacked by Tamba Hali for -6 yards. Ryan Fitzpatrick fumbles (forced by Tamba Hali), recovered by Michael Roos at KAN-38",2.480,0.720
4,0:14,4,12,KAN 38,26,17,Ryan Fitzpatrick pass complete short middle to Jackie Battle for 24 yards (tackle by Marcus Cooper),0.720,4.650
4,0:02,1,10,KAN 14,26,17,Rob Bironas 32 yard field goal no good,4.650,0.340
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
