Quarter,Time,Down,ToGo,Location,DAL,PHI,Detail,EPB,EPA
2,11:30,1,10,DAL 25,7,3,Tashard Choice left end for 9 yards (tackle by Antonio Dixon),0.610,1.280
2,11:02,2,1,DAL 34,7,3,Tashard Choice left tackle for 2 yards (tackle by Akeem Jordan),1.280,1.330
2,10:21,1,10,DAL 36,7,3,Tony Romo pass complete short right to Jason Witten for 10 yards (tackle by Will Witherspoon),1.330,1.990
2,9:54,1,10,DAL 46,7,3,Marion Barber middle for -1 yards (tackle by Trent Cole),1.990,1.320
2,9:14,2,11,DAL 45,7,3,Tony Romo pass complete short left to Marion Barber for 3 yards (tackle by Akeem Jordan),1.320,1.030
2,8:27,3,8,DAL 48,7,3,Tony Romo sacked by Jason Babin for -7 yards,1.030,-0.650
2,8:09,4,15,DAL 41,7,3,"Mat McBriar punts 56 yards. Penalty on John Phillips: Ineligible Downfield Kic, 5 yards (no play)",-0.650,-0.980
2,7:58,4,20,DAL 36,7,3,"Mat McBriar punts 57 yards, returned by DeSean Jackson for 9 yards (tackle by Tashard Choice)",-0.980,0.140
2,7:46,1,10,PHI 16,7,3,Leonard Weaver middle for 7 yards (tackle by Keith Brooking),-0.140,0.420
2,7:14,2,3,PHI 23,7,3,Leonard Weaver middle for 1 yard (tackle by DeMarcus Ware),0.420,-0.320
2,6:33,3,2,PHI 24,7,3,"Donovan McNabb pass incomplete short middle intended for Jason Avant. Penalty on Alan Ball: Defensive Pass Interfere, 5 yards (no play)",-0.320,0.870
2,6:29,1,10,PHI 29,7,3,Michael Vick middle for 2 yards (tackle by DeMarcus Ware),0.870,0.600
2,5:51,2,8,PHI 31,7,3,Donovan McNabb pass incomplete short left intended for LeSean McCoy,0.600,-0.100
2,5:46,3,8,PHI 31,7,3,Donovan McNabb pass complete short right to Brent Celek for 8 yards (tackle by Terence Newman),-0.100,1.530
2,5:13,1,10,PHI 39,7,3,LeSean McCoy middle for 14 yards (tackle by Bradie James),1.530,2.460
2,4:36,1,10,DAL 47,7,3,Leonard Weaver middle for 5 yards (tackle by Keith Brooking),2.460,2.590
2,3:55,2,5,DAL 42,7,3,LeSean McCoy left tackle for 5 yards (tackle by Igor Olshansky),2.590,3.120
2,3:18,1,10,DAL 37,7,3,Donovan McNabb pass complete short middle to LeSean McCoy for 2 yards (tackle by Keith Brooking),3.120,2.840
2,2:37,2,8,DAL 35,7,3,Leonard Weaver right tackle for 4 yards (tackle by Jason Hatcher),2.840,2.680
2,2:00,3,4,DAL 31,7,3,LeSean McCoy middle for 1 yard (tackle by Stephen Bowen),2.680,1.480
2,1:42,,,,7,3,Timeout #1 by Dallas Cowboys,0.000,1.480
2,1:42,4,3,DAL 30,7,6,David Akers 48 yard field goal good,1.480,3.000
2,,,,PHI 30,7,6,"David Akers kicks off 68 yards, returned by Felix Jones for 17 yards (tackle by Joe Mays)",0.000,0.150
2,1:32,1,10,DAL 19,7,6,Tony Romo pass incomplete short right intended for Patrick Crayton,0.150,-0.390
2,1:26,2,10,DAL 19,7,6,Tony Romo pass complete deep right to Patrick Crayton for 64 yards (tackle by Tracy White),-0.390,4.440
2,0:40,1,10,PHI 17,7,6,Tony Romo sacked by Sean Jones for -4 yards,4.440,3.350
2,0:33,,,,7,6,Timeout #2 by Dallas Cowboys,0.000,3.350
2,0:33,2,14,PHI 21,7,6,Tony Romo pass incomplete deep right intended for Miles Austin (defended by Joselio Hanson),3.350,2.680
2,0:27,3,14,PHI 21,7,6,Tony Romo pass complete short right to Kevin Ogletree for 17 yards (tackle by Sean Jones),2.680,6.280
2,0:20,,,,7,6,Timeout #3 by Dallas Cowboys,0.000,6.280
2,0:20,1,4,PHI 4,7,6,Tony Romo pass incomplete short right intended for Roy Williams (defended by Quintin Mikell),6.280,5.340
2,0:17,2,4,PHI 4,7,6,Tony Romo pass incomplete short right intended for Roy Williams (defended by Asante Samuel),5.340,4.490
2,0:13,3,4,PHI 4,7,6,Tony Romo pass incomplete short right intended for Marion Barber,4.490,3.030
2,0:07,,,,7,6,Timeout #1 by Philadelphia Eagles,0.000,3.030
2,0:07,4,4,PHI 4,10,6,Nick Folk 22 yard field goal good,3.030,3.000
2,,,,DAL 30,10,6,"David Buehler kicks off 37 yards, returned by Alex Smith for 4 yards (tackle by Pat Watkins)",0.000,0.940
Quarter,Time,Down,ToGo,Location,DAL,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 30,10,6,"David Buehler kicks off 66 yards, returned by Ellis Hobbs for 96 yards. Penalty on Moise Fokou: Offensive Holding, 10 yards",0.000,0.480
3,14:48,1,10,PHI 23,10,6,Donovan McNabb pass incomplete short right intended for Brent Celek (defended by Keith Brooking),0.480,-0.070
3,14:45,2,10,PHI 23,10,6,Donovan McNabb pass complete short left to Alex Smith for 11 yards (tackle by Anthony Spencer),-0.070,1.200
3,14:06,1,10,PHI 34,10,6,Donovan McNabb pass complete short left to LeSean McCoy for 6 yards (tackle by Bobby Carpenter),1.200,1.470
3,13:30,2,4,PHI 40,10,6,Donovan McNabb pass complete short right to LeSean McCoy for 45 yards (tackle by Gerald Sensabaugh),1.470,4.580
3,12:39,1,10,DAL 15,10,6,Leonard Weaver middle for 4 yards (tackle by Marcus Spears),4.580,4.640
3,11:56,2,6,DAL 11,10,12,"Donovan McNabb pass complete short right to Brent Celek for 11 yards, touchdown. Penalty on Jason Avant: Unsportsmanlike Conduct, 15 yards",4.640,7.000
,,,,,,,"DAL challenged the illegal forward pass ruling, and the play was upheld.",,
3,,,,DAL 2,10,13,David Akers kicks extra point good,0.000,0.000
3,,,,PHI 15,10,13,"David Akers kicks off 74 yards, muffed catch by Felix Jones, recovered by Felix Jones at DAL-7, and returned for 28 yards",0.000,1.270
3,11:40,1,10,DAL 35,10,13,Marion Barber left tackle for 8 yards (tackle by Akeem Jordan),1.270,1.800
3,11:06,2,2,DAL 43,10,13,Marion Barber right tackle for 1 yard (tackle by Brodrick Bunkley),1.800,1.220
3,10:27,3,1,DAL 44,10,13,Marion Barber right tackle for 3 yards (tackle by Akeem Jordan),1.220,2.060
3,9:51,1,10,DAL 47,10,13,"Tony Romo pass complete short right to Marion Barber for 5 yards (tackle by Asante Samuel). Penalty on Asante Samuel: Taunting, 15 yards",2.060,3.380
3,9:18,1,10,PHI 33,10,13,"Tony Romo pass incomplete deep left intended for Jason Witten is intercepted by Sheldon Brown at PHI-11 and returned for 13 yards. Penalty on Moise Fokou: Low Block, 12 yards",3.380,0.350
3,8:54,1,10,PHI 12,10,13,LeSean McCoy right tackle for 1 yard (tackle by Jay Ratliff),-0.350,-0.700
3,8:20,2,9,PHI 13,10,13,Donovan McNabb pass complete deep right to DeSean Jackson for 20 yards (tackle by Terence Newman),-0.700,1.140
3,7:50,1,10,PHI 33,10,13,Donovan McNabb pass incomplete short right intended for DeSean Jackson,1.140,0.590
3,7:44,2,10,PHI 33,10,13,"LeSean McCoy left tackle for 5 yards (tackle by Orlando Scandrick). Penalty on DAL: Defensive 12 On-field, 5 yards (no play)",0.590,1.270
3,7:24,2,5,PHI 38,10,13,LeSean McCoy right tackle for 3 yards (tackle by Jay Ratliff),1.270,0.960
3,6:39,,,,10,13,Timeout #1 by Philadelphia Eagles,0.000,0.960
3,6:39,3,2,PHI 41,10,13,Donovan McNabb pass complete short left to LeSean McCoy for 1 yard (tackle by Bradie James),0.960,-0.590
,,,,,,,"PHI challenged the first down ruling, and the play was upheld.",,
3,6:39,4,1,PHI 42,10,13,"Penalty on Jason Peters: False Start, 5 yards (no play)",-0.590,-0.910
3,6:09,4,6,PHI 37,10,13,"Saverio Rocca punts 44 yards, fair catch by Patrick Crayton",-0.910,-0.150
3,6:03,1,10,DAL 19,10,13,Felix Jones right end for 4 yards (tackle by Asante Samuel),0.150,0.210
3,5:39,2,6,DAL 23,10,13,Tony Romo pass complete short right to Jason Witten for 6 yards (tackle by Quintin Mikell),0.210,0.870
3,4:54,1,10,DAL 29,10,13,Marion Barber middle for 6 yards (tackle by Mike Patterson),0.870,1.140
3,4:15,2,4,DAL 35,10,13,Tony Romo pass complete short right to Roy Williams for 11 yards,1.140,1.990
3,3:52,1,10,DAL 46,10,13,Tony Romo pass complete short left to Jason Witten for 3 yards (tackle by Sean Jones),1.990,1.860
3,3:12,2,7,DAL 49,10,13,Tony Romo pass incomplete short right intended for Patrick Crayton,1.860,1.160
3,3:06,3,7,DAL 49,10,13,"Tony Romo pass complete short right to Jason Witten for 7 yards (tackle by Joselio Hanson). Penalty on Jason Witten: Offensive Pass Interfere, 10 yards (no play)",1.160,-0.160
3,2:37,3,17,DAL 39,10,13,Tony Romo sacked by Trent Cole for -7 yards,-0.160,-1.240
3,2:18,4,24,DAL 32,10,13,"Mat McBriar punts 45 yards, fair catch by DeSean Jackson",-1.240,-0.480
3,2:10,1,10,PHI 23,10,13,"Donovan McNabb pass incomplete deep left intended for Jeremy Maclin is intercepted by Mike Jenkins at DAL-45. Penalty on Jeremy Maclin: Face Mask (15 Yards), 15 yards",0.480,-2.790
3,2:00,1,10,PHI 42,10,13,Tony Romo pass complete short left to Roy Williams for 22 yards,2.790,4.240
3,1:42,1,10,PHI 20,10,13,Felix Jones left tackle for 2 yards (tackle by Mike Patterson),4.240,3.960
3,1:01,2,8,PHI 18,10,13,"Penalty on Marc Colombo: False Start, 5 yards (no play)",3.960,3.290
3,0:37,2,13,PHI 23,10,13,Tony Romo pass complete short right to Roy Williams for 8 yards (tackle by Juqua Parker),3.290,3.700
Quarter,Time,Down,ToGo,Location,DAL,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,PHI 15,10,13,Tony Romo pass incomplete short right intended for Roy Williams (defended by Sheldon Brown),3.700,2.490
4,14:56,4,5,PHI 15,13,13,Nick Folk 33 yard field goal good,2.490,3.000
4,,,,DAL 30,13,13,"David Buehler kicks off 57 yards, returned by Ellis Hobbs for 12 yards (tackle by David Buehler)",0.000,0.610
4,14:46,1,10,PHI 25,13,13,Leonard Weaver right tackle for 3 yards (tackle by Gerald Sensabaugh),0.610,0.470
4,14:08,2,7,PHI 28,13,13,"Donovan McNabb pass incomplete short right intended for Leonard Weaver. Penalty on Mike Jenkins: Illegal Contact, 5 yards (no play)",0.470,1.140
4,14:03,1,10,PHI 33,13,13,Donovan McNabb pass incomplete short middle intended for DeSean Jackson,1.140,0.590
4,13:57,2,10,PHI 33,13,13,LeSean McCoy right end for 3 yards (tackle by Bobby Carpenter and Jay Ratliff),0.590,0.300
4,13:18,,,,13,13,Timeout #2 by Dallas Cowboys,0.000,0.300
4,13:18,3,7,PHI 36,13,13,"Penalty on Winston Justice: False Start, 5 yards (no play)",0.300,-0.360
4,13:18,3,12,PHI 31,13,13,Donovan McNabb pass complete short right to Jeremy Maclin for 15 yards (tackle by Terence Newman),-0.360,1.990
4,12:43,1,10,PHI 46,13,13,Donovan McNabb pass complete short left to DeSean Jackson for 9 yards (tackle by Mike Jenkins),1.990,2.670
4,12:05,2,1,DAL 45,13,13,LeSean McCoy right end for no gain (tackle by Anthony Spencer),2.670,1.950
4,11:26,3,1,DAL 45,13,13,LeSean McCoy left tackle for no gain (tackle by Bradie James),1.950,0.270
4,11:01,4,1,DAL 45,13,13,Donovan McNabb middle for no gain (tackle by Marcus Spears),0.270,-1.930
,,,,,,,"PHI challenged the first down ruling, and the play was upheld.",,
4,10:49,1,10,DAL 45,13,13,Marion Barber right tackle for 10 yards (tackle by Akeem Jordan),1.930,2.590
4,10:14,1,10,PHI 45,13,13,"Marion Barber middle for 8 yards (tackle by Quintin Mikell). Penalty on Andre Gurode: Offensive Holding, 10 yards (no play)",2.590,1.930
4,9:42,1,20,DAL 45,13,13,Marion Barber right tackle for -4 yards (tackle by Will Witherspoon),1.930,0.150
4,8:59,2,24,DAL 41,13,13,Tony Romo pass complete short left to Patrick Crayton for 10 yards (tackle by Joselio Hanson),0.150,0.830
4,8:13,3,14,PHI 49,19,13,"Tony Romo pass complete deep left to Miles Austin for 49 yards, touchdown",0.830,7.000
4,,,,PHI 2,20,13,Nick Folk kicks extra point good,0.000,0.000
4,,,,DAL 30,20,13,"David Buehler kicks off 62 yards, returned by Jeremy Maclin for 28 yards (tackle by David Buehler)",0.000,1.330
4,7:57,1,10,PHI 36,20,13,"Donovan McNabb sacked by Jason Hatcher for -1 yards. Penalty on Keith Brooking: Defensive Holding, 5 yards (no play)",1.330,1.660
4,7:42,1,10,PHI 41,20,13,Donovan McNabb pass complete short right to LeSean McCoy for 7 yards (tackle by Terence Newman),1.660,2.070
4,7:05,2,3,PHI 48,20,13,LeSean McCoy middle for 2 yards (tackle by Bradie James),2.070,1.620
4,6:40,3,1,,20,13,Leonard Weaver middle for 3 yards (tackle by Jay Ratliff),1.620,2.460
4,5:59,1,10,DAL 47,20,13,Donovan McNabb pass complete short left to Jeremy Maclin for 14 yards (tackle by Bradie James),2.460,3.380
4,5:29,1,10,DAL 33,20,13,Donovan McNabb pass incomplete short right intended for Brent Celek,3.380,2.840
4,5:24,2,10,DAL 33,20,13,Donovan McNabb pass incomplete short right intended for LeSean McCoy,2.840,2.150
4,5:19,3,10,DAL 33,20,13,Donovan McNabb sacked by Victor Butler for -1 yards,2.150,1.060
4,4:33,4,11,DAL 34,20,16,David Akers 52 yard field goal good,1.060,3.000
4,,,,PHI 30,20,16,"David Akers kicks off 69 yards, returned by Felix Jones for 22 yards (tackle by Jeremiah Trotter)",0.000,0.480
4,4:20,1,10,DAL 23,20,16,Marion Barber left tackle for 16 yards (tackle by Sheldon Brown),0.480,1.530
4,3:33,1,10,DAL 39,20,16,Marion Barber left tackle for 6 yards (tackle by Mike Patterson),1.530,1.800
4,2:47,2,4,DAL 45,20,16,Marion Barber left end for 1 yard (tackle by Tracy White),1.800,1.220
4,2:02,3,3,DAL 46,20,16,Tony Romo pass complete short left to Jason Witten for 5 yards (tackle by Quintin Mikell),1.220,2.320
4,1:58,1,10,PHI 49,20,16,Tony Romo kneels for -1 yards,2.320,1.650
4,1:16,2,11,,20,16,Tony Romo kneels for -1 yards,1.650,0.830
4,0:33,3,12,DAL 49,20,16,Tony Romo kneels for -1 yards,0.830,-0.190
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
