Quarter,Time,Down,ToGo,Location,NYJ,KAN,Detail,EPB,EPA
1,9:51,1,10,NYJ 36,0,7,Sam Darnold pass complete short middle to Denzel Mims for 15 yards (tackle by Daniel Sorensen),1.330,2.320
1,9:07,1,10,KAN 49,0,7,Frank Gore right guard for 6 yards (tackle by Juan Thornhill and Frank Clark),2.320,2.590
1,8:23,2,4,KAN 43,0,7,Sam Darnold pass incomplete short left intended for Jeff Smith,2.590,1.880
1,8:19,3,4,KAN 43,0,7,Sam Darnold pass complete short right to Braxton Berrios for 5 yards (tackle by Tyrann Mathieu),1.880,3.050
1,7:37,1,10,KAN 38,0,7,Frank Gore right end for 4 yards (tackle by Mike Pennel and Tanoh Kpassagnon),3.050,3.050
1,6:58,2,6,KAN 34,0,7,Frank Gore left end for 3 yards (tackle by Damien Wilson and Bashaud Breeland),3.050,2.740
1,6:11,3,3,KAN 31,0,7,"Sam Darnold pass incomplete short middle intended for Jeff Smith (defended by Tyrann Mathieu). Penalty on Tyrann Mathieu: Defensive Pass Interference, 11 yards (no play)",2.740,4.240
1,6:05,1,10,KAN 20,0,7,Sam Darnold pass complete short left to Braxton Berrios for -2 yards (tackle by Frank Clark),4.240,3.420
1,5:22,2,12,KAN 22,0,7,Sam Darnold pass incomplete short right intended for Jeff Smith,3.420,2.740
1,5:18,3,12,KAN 22,0,7,Sam Darnold pass complete short left to Braxton Berrios for 1 yard (tackle by Bashaud Breeland),2.740,2.060
1,4:43,4,11,KAN 21,3,7,Sergio Castillo 39 yard field goal good,2.060,3.000
1,4:39,,,NYJ 35,3,7,"Braden Mann kicks off 64 yards, returned by Byron Pringle for 26 yards (tackle by Vyncint Smith)",0.000,0.740
1,4:33,1,10,KAN 27,3,7,Patrick Mahomes pass complete short left to Deon Yelder for 5 yards (tackle by Quinnen Williams),0.740,0.870
1,3:59,2,5,KAN 32,3,7,Patrick Mahomes pass complete short left to Travis Kelce for 13 yards (tackle by Marcus Maye),0.870,1.930
1,3:27,1,10,KAN 45,3,7,Clyde Edwards-Helaire right guard for 4 yards (tackle by John Franklin-Myers and Folorunso Fatukasi),1.930,1.920
1,2:50,2,6,KAN 49,3,7,Patrick Mahomes pass incomplete deep left intended for Tyreek Hill,1.920,1.220
1,2:44,3,6,KAN 49,3,7,Patrick Mahomes pass complete short left to Byron Pringle for 2 yards (tackle by Blessuan Austin),1.220,0.000
1,2:09,4,4,NYJ 49,3,7,Tommy Townsend pass complete short left to Byron Pringle for 13 yards (tackle by Pierre Desir),0.000,3.180
1,1:24,1,10,NYJ 36,3,13,"Patrick Mahomes pass complete deep right to Tyreek Hill for 36 yards, touchdown",3.180,7.000
1,1:17,,,NYJ 15,3,14,Harrison Butker kicks extra point good,0.000,0.000
1,1:17,,,KAN 35,3,14,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
1,1:17,1,10,NYJ 25,3,14,Frank Gore left end for no gain (tackle by Derrick Nnadi),0.610,0.060
1,0:36,2,10,NYJ 25,3,14,Sam Darnold pass complete deep right to Denzel Mims for 27 yards,0.060,2.390
1,0:03,1,10,KAN 48,3,14,Sam Darnold pass complete short left to Vyncint Smith for 13 yards (tackle by Damien Wilson),2.390,3.250
Quarter,Time,Down,ToGo,Location,NYJ,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,KAN 35,3,14,"Penalty on Connor McGovern: False Start, 5 yards (no play)",3.250,2.920
2,15:00,1,15,KAN 40,3,14,La'Mical Perine right end for 3 yards (tackle by Tanoh Kpassagnon),2.920,2.430
2,14:20,2,12,KAN 37,3,14,Sam Darnold pass complete short left to Braxton Berrios for 5 yards (tackle by Frank Clark),2.430,2.410
2,13:50,3,7,KAN 32,3,14,Sam Darnold sacked by Tershawn Wharton for -5 yards,2.410,0.790
2,13:08,4,12,KAN 37,6,14,Sergio Castillo 55 yard field goal good,0.790,3.000
2,13:02,,,NYJ 35,6,14,"Braden Mann kicks off 65 yards, touchback.",0.000,0.610
2,13:02,1,10,KAN 25,6,14,Le'Veon Bell right end for 1 yard (tackle by Henry Anderson),0.610,0.200
2,12:28,2,9,KAN 26,6,14,Patrick Mahomes pass incomplete short left intended for Travis Kelce,0.200,-0.490
2,12:22,3,9,KAN 26,6,14,"Penalty on John Franklin-Myers: Neutral Zone Infraction, 5 yards (no play)",-0.490,0.170
2,12:22,3,4,KAN 31,6,14,Patrick Mahomes pass complete short right to Darrel Williams for 7 yards (tackle by Avery Williamson),0.170,1.470
2,11:52,1,10,KAN 38,6,14,Le'Veon Bell left guard for 4 yards (tackle by Neville Hewitt),1.470,1.460
2,11:12,2,6,KAN 42,6,14,Patrick Mahomes pass complete short left to Le'Veon Bell for 4 yards (tackle by Bryce Huff),1.460,1.290
2,10:39,3,2,KAN 46,6,14,Le'Veon Bell up the middle for -3 yards (tackle by John Franklin-Myers),1.290,-0.520
2,10:05,4,5,KAN 43,6,14,"Tommy Townsend punts 38 yards, fair catch by Braxton Berrios at NYJ-19",-0.520,-0.150
2,9:57,1,10,NYJ 19,6,14,Sam Darnold pass complete short left to Jeff Smith for 15 yards (tackle by Damien Wilson),0.150,1.200
2,9:21,1,10,NYJ 34,6,14,La'Mical Perine right guard for 9 yards (tackle by Damien Wilson),1.200,1.870
2,8:44,2,1,NYJ 43,6,14,La'Mical Perine right guard for 3 yards (tackle by Damien Wilson),1.870,1.990
2,8:02,1,10,NYJ 46,6,14,Sam Darnold right end for 5 yards (tackle by Daniel Sorensen),1.990,2.130
2,7:31,2,5,KAN 49,6,14,La'Mical Perine right end for 2 yards (tackle by Chris Jones),2.130,1.690
2,6:49,,,,,,Timeout #1 by New York Jets,,
2,6:49,3,3,KAN 47,6,14,La'Mical Perine right guard for 2 yards (tackle by Juan Thornhill),1.690,0.270
2,6:26,4,1,KAN 45,6,14,La'Mical Perine left guard for 2 yards (tackle by Daniel Sorensen and Bashaud Breeland),0.270,2.720
2,5:41,1,10,KAN 43,6,14,Sam Darnold pass complete short right to Braxton Berrios for 8 yards (tackle by Daniel Sorensen),2.720,3.260
2,5:08,2,2,KAN 35,6,14,Frank Gore up the middle for 3 yards (tackle by Daniel Sorensen),3.260,3.450
2,4:26,1,10,KAN 32,6,14,Frank Gore right end for 1 yard (tackle by Tershawn Wharton and Frank Clark),3.450,3.040
2,3:41,2,9,KAN 31,6,14,Sam Darnold pass incomplete short left intended for Jeff Smith,3.040,2.340
2,3:37,3,9,KAN 31,6,14,Sam Darnold pass complete short left to La'Mical Perine for 1 yard (tackle by Daniel Sorensen),2.340,1.410
2,3:00,4,8,KAN 30,9,14,Sergio Castillo 48 yard field goal good,1.410,3.000
2,2:55,,,NYJ 35,9,14,"Braden Mann kicks off 70 yards, returned by Byron Pringle for 29 yards (tackle by Arthur Maulet)",0.000,0.540
2,2:48,1,10,KAN 24,9,14,"Patrick Mahomes pass complete deep middle to Travis Kelce for 15 yards (tackle by Marcus Maye). Penalty on Folorunso Fatukasi: Roughing the Passer, 15 yards",0.540,2.520
2,2:24,1,10,NYJ 46,9,14,Patrick Mahomes pass complete short right to Travis Kelce for 23 yards (tackle by Avery Williamson and Brian Poole),2.520,4.040
2,2:00,1,10,NYJ 23,9,14,Patrick Mahomes pass incomplete short left intended for Mecole Hardman,4.040,3.500
2,1:56,2,10,NYJ 23,9,14,Patrick Mahomes pass complete short left to Clyde Edwards-Helaire for -3 yards (tackle by Quinnen Williams),3.500,2.410
2,1:49,,,,,,Timeout #2 by New York Jets,,
2,1:49,3,13,NYJ 26,9,14,Patrick Mahomes pass complete short left to Travis Kelce for 18 yards (tackle by Ashtyn Davis and Avery Williamson),2.410,5.370
2,1:09,1,8,NYJ 8,9,14,Patrick Mahomes pass complete short left to Clyde Edwards-Helaire for 5 yards (tackle by Avery Williamson),5.370,5.530
2,1:02,2,3,NYJ 3,9,20,"Patrick Mahomes pass complete short right to Travis Kelce for 3 yards, touchdown. Penalty on Travis Kelce: Unsportsmanlike Conduct, 15 yards",5.530,7.000
2,0:58,,,NYJ 15,9,21,Harrison Butker kicks extra point good,0.000,0.000
2,0:58,,,KAN 20,9,21,"Harrison Butker kicks off 25 yards, out of bounds",0.000,2.260
2,0:58,1,10,NYJ 50,9,21,Sam Darnold pass incomplete short right intended for Chris Herndon,2.260,1.710
2,0:53,2,10,NYJ 50,9,21,Sam Darnold left end for 6 yards (tackle by Tyrann Mathieu),1.710,1.820
2,0:25,3,4,KAN 44,9,21,Sam Darnold pass incomplete deep left intended for Jeff Smith,1.820,0.330
2,0:19,,,,,,Timeout #3 by New York Jets,,
2,0:19,4,4,KAN 44,9,21,Sam Darnold pass complete short right to Braxton Berrios for 15 yards (tackle by Charvarius Ward),0.330,3.640
2,0:03,1,10,KAN 29,9,21,Sam Darnold spiked the ball,3.640,3.100
2,0:02,2,10,KAN 29,9,21,"Sergio Castillo 47 yard field goal no good blocked by Armani Watts, recovered by Mecole Hardman (tackle by Greg Van Roten)",3.100,1.330
Quarter,Time,Down,ToGo,Location,NYJ,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,9,21,"Harrison Butker kicks off 65 yards, returned by Ty Johnson for 17 yards (tackle by Tedric Thompson)",0.000,-0.060
3,14:56,1,10,NYJ 17,9,21,Sam Darnold pass incomplete deep left intended for Denzel Mims (defended by Bashaud Breeland),-0.060,-0.580
3,14:51,2,10,NYJ 17,9,21,Frank Gore right guard for 4 yards (tackle by Charvarius Ward),-0.580,-0.750
3,14:06,3,6,NYJ 21,9,21,Sam Darnold pass incomplete short right intended for Braxton Berrios (defended by Charvarius Ward),-0.750,-1.960
3,14:02,4,6,NYJ 21,9,21,"Braden Mann punts 48 yards, fair catch by Mecole Hardman at KC-31. Penalty on Demarcus Robinson: Defensive Offside (Declined)",-1.960,-1.000
3,13:55,1,10,KAN 31,9,21,Clyde Edwards-Helaire up the middle for 4 yards (tackle by Brian Poole and Avery Williamson),1.000,1.000
3,13:21,2,6,KAN 35,9,21,Patrick Mahomes pass incomplete short right intended for Tyreek Hill (defended by Brian Poole),1.000,0.300
3,13:15,3,6,KAN 35,9,21,"Penalty on Clyde Edwards-Helaire: False Start, 5 yards (no play)",0.300,-0.360
3,13:15,3,11,KAN 30,9,21,Patrick Mahomes pass incomplete deep right intended for Travis Kelce,-0.360,-1.370
3,13:10,4,11,KAN 30,9,21,"Tommy Townsend punts 44 yards, fair catch by Braxton Berrios at NYJ-26",-1.370,-0.670
3,13:02,1,10,NYJ 26,9,21,Frank Gore left end for 2 yards (tackle by Michael Danna and Mike Pennel),0.670,0.400
3,12:28,2,8,NYJ 28,9,21,Sam Darnold right end for 5 yards (tackle by Tyrann Mathieu),0.400,0.370
3,11:49,3,3,NYJ 33,9,21,Sam Darnold pass incomplete short left intended for Braxton Berrios,0.370,-1.180
3,11:41,4,3,NYJ 33,9,21,"Braden Mann punts 37 yards, fair catch by Mecole Hardman at KC-30",-1.180,-0.940
3,11:33,1,10,KAN 30,9,21,Patrick Mahomes pass incomplete deep middle intended for Byron Pringle,0.940,0.390
3,11:27,2,10,KAN 30,9,21,Patrick Mahomes pass complete short left to Travis Kelce for -4 yards (tackle by Blessuan Austin),0.390,-0.820
3,10:48,3,14,KAN 26,9,21,Patrick Mahomes pass complete short right to Mecole Hardman for 14 yards (tackle by Pierre Desir),-0.820,1.600
3,10:11,1,10,KAN 40,9,21,"Patrick Mahomes pass complete short right to Le'Veon Bell for 9 yards (tackle by Pierre Desir). Le'Veon Bell fumbles, ball out of bounds at KC-49 (forced by Pierre Desir)",1.600,2.270
3,9:37,2,1,KAN 49,9,21,Le'Veon Bell up the middle for 3 yards (tackle by Henry Anderson and Folorunso Fatukasi),2.270,2.390
3,8:57,1,10,NYJ 48,9,21,Patrick Mahomes pass complete short right to Travis Kelce for 25 yards (tackle by Neville Hewitt),2.390,4.040
3,8:15,1,10,NYJ 23,9,21,Patrick Mahomes pass incomplete short left intended for Travis Kelce,4.040,3.500
3,8:07,2,10,NYJ 23,9,21,Patrick Mahomes pass incomplete deep left intended for Nick Keizer. Penalty on Nick Allegretti: Ineligible Downfield Pass (Declined),3.500,2.810
3,8:02,3,10,NYJ 23,9,21,"Penalty on Byron Pringle: False Start, 5 yards (no play)",2.810,2.150
3,8:02,3,15,NYJ 28,9,21,Patrick Mahomes pass complete short left to Mecole Hardman for 14 yards (tackle by Blessuan Austin),2.150,2.660
3,7:20,4,1,NYJ 14,9,21,Le'Veon Bell up the middle for no gain (tackle by Henry Anderson),2.660,0.280
3,7:12,1,10,NYJ 14,9,21,Sam Darnold pass complete short right to La'Mical Perine for 5 yards (tackle by Damien Wilson),-0.280,-0.040
3,6:41,2,5,NYJ 19,9,21,Sam Darnold pass complete short middle to Braxton Berrios for -6 yards (tackle by Tyrann Mathieu),-0.040,-1.530
3,6:03,3,11,NYJ 13,9,21,Sam Darnold pass complete short right to Jeff Smith for 10 yards (tackle by Rashad Fenton),-1.530,-1.830
3,5:44,4,1,NYJ 23,9,21,"Braden Mann punts 60 yards, returned by Mecole Hardman for no gain",-1.830,0.060
3,5:36,1,10,KAN 17,9,21,Patrick Mahomes pass complete short left to Demarcus Robinson for 16 yards (tackle by Avery Williamson),-0.060,1.140
3,4:59,1,10,KAN 33,9,21,Patrick Mahomes pass complete short left to Tyreek Hill for 8 yards (tackle by Blessuan Austin),1.140,1.670
3,4:28,2,2,KAN 41,9,21,Patrick Mahomes pass complete short right to Demarcus Robinson for 6 yards (tackle by Brian Poole),1.670,2.060
3,3:47,1,10,KAN 47,9,21,Patrick Mahomes pass complete short right to Clyde Edwards-Helaire for 8 yards (tackle by Pierre Desir),2.060,2.600
3,3:06,2,2,NYJ 45,9,21,Patrick Mahomes pass complete short right to Mecole Hardman for 19 yards (tackle by Marcus Maye and Neville Hewitt),2.600,3.840
3,2:23,1,10,NYJ 26,9,27,"Patrick Mahomes pass complete deep left to Demarcus Robinson for 26 yards, touchdown. Penalty on Blessuan Austin: Illegal Contact (Declined)",3.840,7.000
3,2:15,,,NYJ 15,9,28,Harrison Butker kicks extra point good,0.000,0.000
3,2:15,,,KAN 35,9,28,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,2:15,1,10,NYJ 25,9,28,Frank Gore up the middle for no gain (tackle by Tyrann Mathieu),0.610,0.060
3,1:39,,,,,,Timeout #1 by New York Jets,,
3,1:39,2,10,NYJ 25,9,28,Sam Darnold pass complete short left to Ty Johnson for 6 yards (tackle by Bashaud Breeland),0.060,0.170
3,1:01,3,4,NYJ 31,9,28,Sam Darnold pass complete short middle to Braxton Berrios for 8 yards (tackle by Ben Niemann),0.170,1.530
3,0:23,1,10,NYJ 39,9,28,"Sam Darnold pass complete short middle to Chris Herndon for 3 yards (tackle by Daniel Sorensen). Chris Herndon fumbles (forced by Daniel Sorensen), recovered by Bashaud Breeland at NYJ-42",1.530,-2.790
3,0:15,1,10,NYJ 42,9,28,Clyde Edwards-Helaire up the middle for 4 yards (tackle by Henry Anderson and Jabari Zuniga),2.790,2.780
Quarter,Time,Down,ToGo,Location,NYJ,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,NYJ 38,9,28,Clyde Edwards-Helaire right tackle for 3 yards (tackle by Tarell Basham and John Franklin-Myers),2.780,2.480
4,14:25,3,3,NYJ 35,9,28,Patrick Mahomes pass incomplete short middle intended for Travis Kelce (defended by Pierre Desir),2.480,0.990
4,14:20,4,3,NYJ 35,9,28,"Penalty on Eric Fisher: False Start, 5 yards (no play)",0.990,0.590
4,14:20,4,8,NYJ 40,9,28,"Tommy Townsend punts 40 yards, touchback.",0.590,-0.280
4,14:12,1,10,NYJ 20,9,28,Sam Darnold pass incomplete short left intended for Braxton Berrios,0.280,-0.270
4,14:06,2,10,NYJ 20,9,28,Sam Darnold pass incomplete deep right intended for Jeff Smith. Penalty on Alex Lewis: Illegal Use of Hands (Declined),-0.270,-0.960
4,13:59,3,10,NYJ 20,9,28,Sam Darnold up the middle for 5 yards (tackle by Tanoh Kpassagnon and Tershawn Wharton),-0.960,-1.700
4,13:23,4,5,NYJ 25,9,28,"Braden Mann punts 44 yards, returned by Mecole Hardman for 14 yards (tackle by Ryan Griffin). Penalty on Dorian O'Daniel: Offensive Holding, 10 yards",-1.700,-1.270
4,13:08,1,10,KAN 35,9,28,Clyde Edwards-Helaire right guard for 3 yards (tackle by Nathan Shepherd and Avery Williamson),1.270,1.130
4,12:32,2,7,KAN 38,9,28,Patrick Mahomes pass incomplete deep left intended for Mecole Hardman,1.130,0.430
4,12:27,3,7,KAN 38,9,28,Patrick Mahomes pass complete short left to Travis Kelce for 16 yards (tackle by Pierre Desir),0.430,2.520
4,11:46,1,10,NYJ 46,9,28,Patrick Mahomes pass complete short left to Nick Keizer for 5 yards (tackle by Ashtyn Davis),2.520,2.650
4,11:09,2,5,NYJ 41,9,28,Patrick Mahomes pass incomplete short left intended for Demarcus Robinson,2.650,1.950
4,11:04,3,5,NYJ 41,9,34,"Patrick Mahomes pass complete deep left to Tyreek Hill for 41 yards, touchdown",1.950,7.000
4,10:58,,,NYJ 15,9,35,Harrison Butker kicks extra point good,0.000,0.000
4,10:58,,,KAN 35,9,35,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,10:58,1,10,NYJ 25,9,35,La'Mical Perine left end for 6 yards (tackle by Taco Charlton and Ben Niemann),0.610,0.870
4,10:21,2,4,NYJ 31,9,35,La'Mical Perine left end for no gain (tackle by Daniel Sorensen),0.870,0.170
4,9:38,3,4,NYJ 31,9,35,Sam Darnold pass incomplete short right,0.170,-1.310
4,9:29,4,4,NYJ 31,9,35,Braden Mann punts 38 yards out of bounds,-1.310,-1.000
4,9:22,1,10,KAN 31,9,35,Darrel Williams up the middle for 8 yards (tackle by Neville Hewitt and Pierre Desir),1.000,1.540
4,8:39,2,2,KAN 39,9,35,"Chad Henne aborted snap, recovered by Darrel Williams at KC-35 (tackle by Quinnen Williams)",1.540,0.300
4,7:54,3,6,KAN 35,9,35,Chad Henne pass complete short left to Mecole Hardman for 10 yards (tackle by Neville Hewitt),0.300,1.930
4,7:15,1,10,KAN 45,9,35,Darwin Thompson right end for 1 yard (tackle by Neville Hewitt and Folorunso Fatukasi),1.930,1.520
4,6:33,2,9,KAN 46,9,35,Chad Henne pass complete short left to Byron Pringle for 7 yards (tackle by Blessuan Austin),1.520,1.750
4,5:50,3,2,NYJ 47,9,35,Darwin Thompson up the middle for 2 yards (tackle by Folorunso Fatukasi),1.750,2.590
4,5:06,1,10,NYJ 45,9,35,Darrel Williams right guard for no gain (tackle by Folorunso Fatukasi),2.590,2.040
4,4:27,2,10,NYJ 45,9,35,Darrel Williams up the middle for 11 yards (tackle by Ashtyn Davis),2.040,3.310
4,3:43,1,10,NYJ 34,9,35,Darwin Thompson right end for -2 yards (tackle by Pierre Desir),3.310,2.500
4,3:01,2,12,NYJ 36,9,35,Chad Henne pass complete short left to Mecole Hardman for no gain (tackle by Blessuan Austin),2.500,1.820
4,2:36,3,12,NYJ 36,9,35,Darwin Thompson right end for 2 yards (tackle by Tarell Basham and Henry Anderson),1.820,1.060
4,2:00,4,10,NYJ 34,9,35,Chad Henne pass incomplete short right intended for Darwin Thompson,1.060,-1.270
4,1:56,1,10,NYJ 35,9,35,Ty Johnson left end for 8 yards (tackle by Armani Watts),1.270,1.800
4,1:17,2,2,NYJ 43,9,35,Ty Johnson right guard for 5 yards (tackle by Tershawn Wharton),1.800,2.130
4,0:37,1,10,NYJ 48,9,35,Ty Johnson right end for 2 yards (tackle by Willie Gay),2.130,1.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
