Quarter,Time,Down,ToGo,Location,LAR,DET,Detail,EPB,EPA
1,1:49,1,10,LAR 40,3,0,Matthew Stafford pass complete short right to Bruce Ellington for 10 yards (tackle by Mark Barron),2.920,3.580
1,1:10,1,10,LAR 30,3,0,Matthew Stafford sacked by Dante Fowler for -3 yards,3.580,2.630
1,0:27,2,13,LAR 33,3,0,Matthew Stafford pass complete short middle to Luke Willson for 8 yards (tackle by John Johnson),2.630,3.010
Quarter,Time,Down,ToGo,Location,LAR,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,5,LAR 25,3,0,Matthew Stafford pass complete short right to Bruce Ellington for 10 yards (tackle by Nickell Robey-Coleman),3.010,4.580
2,14:23,1,10,LAR 15,3,0,Zach Zenner left end for 7 yards (tackle by Lamarcus Joyner),4.580,5.220
2,13:45,2,3,LAR 8,3,0,LeGarrette Blount up the middle for 1 yard (tackle by Ndamukong Suh),5.220,4.680
2,13:06,3,2,LAR 7,3,0,Matthew Stafford pass complete short middle to Bruce Ellington for -3 yards (tackle by Dante Fowler),4.680,2.810
2,12:26,4,5,LAR 10,3,3,Matt Prater 28 yard field goal good,2.810,3.000
2,12:24,,,DET 35,3,3,"Sam Martin kicks off 67 yards, returned by Pharoh Cooper for no gain (tackle by Jalen Reeves-Maybin)",0.000,0.670
2,12:18,1,10,LAR 26,3,3,Malcolm Brown left tackle for 7 yards (tackle by Quandre Diggs and Glover Quin),0.670,1.070
2,11:30,2,3,LAR 33,3,3,Malcolm Brown right tackle for 1 yard (tackle by Christian Jones and Damon Harrison),1.070,0.500
2,10:44,3,2,LAR 34,3,3,Todd Gurley left tackle for 3 yards (tackle by Damon Harrison),0.500,1.400
2,10:16,1,10,LAR 37,3,3,Jared Goff pass deep right intended for Brandin Cooks is intercepted by Quandre Diggs at DET-21 and returned for 4 yards,1.400,-0.610
2,10:07,1,10,DET 25,3,3,LeGarrette Blount left tackle for no gain (tackle by Samson Ebukam),0.610,0.060
2,9:28,2,10,DET 25,3,3,Matthew Stafford up the middle for 2 yards (tackle by Ndamukong Suh),0.060,-0.360
2,8:50,3,8,DET 27,3,3,Matthew Stafford pass incomplete short middle intended for Levine Toilolo,-0.360,-1.570
2,8:45,4,8,DET 27,3,3,"Sam Martin punts 44 yards, fair catch by Jojo Natson at LA-29",-1.570,-0.870
2,8:37,1,10,LAR 29,3,3,Todd Gurley right tackle for 9 yards (tackle by Darius Slay),0.870,1.540
2,8:13,2,1,LAR 38,3,3,Todd Gurley right end for 3 yards (tackle by Jarrad Davis and Christian Jones),1.540,1.660
2,7:48,1,10,LAR 41,3,3,"Jared Goff pass incomplete deep right intended for Josh Reynolds. Penalty on Nevin Lawson: Defensive Holding, 5 yards (no play)",1.660,1.990
2,7:41,1,10,LAR 46,3,3,Jared Goff pass complete short left to Tyler Higbee for 3 yards (tackle by Jarrad Davis),1.990,1.860
2,7:00,2,7,LAR 49,3,3,Robert Woods left tackle for 9 yards (tackle by Quandre Diggs),1.860,2.790
2,6:38,1,10,DET 42,3,3,Jared Goff pass incomplete deep left intended for Robert Woods (defended by Quandre Diggs),2.790,2.240
2,6:29,2,10,DET 42,3,3,"Jared Goff pass complete short left to Todd Gurley for 7 yards (tackle by A'Shawn Robinson). Penalty on Austin Blythe: Offensive Holding, 10 yards (no play)",2.240,0.890
2,6:01,2,20,LAR 48,3,3,"Jared Goff pass incomplete short right intended for Gerald Everett (defended by Nevin Lawson). Penalty on Da'Shawn Hand: Illegal Use of Hands, 5 yards (no play)",0.890,2.460
2,5:53,1,10,DET 47,3,3,Todd Gurley up the middle for 5 yards (tackle by Christian Jones),2.460,2.590
2,5:12,2,5,DET 42,3,3,Todd Gurley right tackle for 3 yards (tackle by Da'Shawn Hand),2.590,2.280
2,4:31,3,2,DET 39,3,3,Jared Goff pass complete short right to Gerald Everett for 7 yards (tackle by Quandre Diggs),2.280,3.450
2,3:52,1,10,DET 32,3,3,Todd Gurley right tackle for 21 yards (tackle by Christian Jones),3.450,4.840
2,3:11,1,10,DET 11,3,3,Todd Gurley right tackle for 3 yards (tackle by Nevin Lawson),4.840,4.700
2,2:36,2,7,DET 8,3,3,Jared Goff pass incomplete short left intended for Todd Gurley,4.700,3.760
2,2:33,,,,,,Timeout #1 by Detroit Lions,,
2,2:33,3,7,DET 8,9,3,"Jared Goff pass complete short right to Robert Woods for 8 yards, touchdown",3.760,7.000
2,2:28,,,DET 15,10,3,Greg Zuerlein kicks extra point good,0.000,0.000
2,2:28,,,LAR 35,10,3,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
2,2:28,1,10,DET 25,10,3,Theo Riddick left end for 6 yards (tackle by Ndamukong Suh),0.610,0.870
2,2:00,2,4,DET 31,10,3,Theo Riddick right tackle for -3 yards (tackle by Aaron Donald),0.870,-0.230
2,1:55,,,,,,Timeout #2 by Los Angeles Rams,,
2,1:55,3,7,DET 28,10,3,Matthew Stafford sacked by Cory Littleton for -10 yards,-0.230,-2.240
2,1:50,,,,,,Timeout #3 by Los Angeles Rams,,
2,1:46,4,17,DET 18,10,3,"Sam Martin punts 58 yards, returned by Jojo Natson for 8 yards (tackle by Miles Killebrew)",-2.240,-1.070
2,1:33,1,10,LAR 32,10,3,Jared Goff pass complete deep right to Brandin Cooks for 26 yards (tackle by Mike Ford),1.070,2.790
2,1:28,1,10,DET 42,10,3,Jared Goff pass complete short left to Brandin Cooks for 13 yards (tackle by Quandre Diggs),2.790,3.640
2,1:02,1,10,DET 29,10,3,Jared Goff pass incomplete deep right intended for Gerald Everett,3.640,3.100
2,0:58,2,10,DET 29,10,3,Jared Goff pass incomplete short middle intended for Robert Woods,3.100,2.410
2,0:52,3,10,DET 29,10,3,Jared Goff pass incomplete short middle,2.410,1.500
2,0:48,4,10,DET 29,13,3,Greg Zuerlein 47 yard field goal good,1.500,3.000
2,0:43,,,LAR 35,13,3,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
2,0:43,1,10,DET 25,13,3,Matthew Stafford pass complete short left to Kenny Golladay for 11 yards (tackle by Marcus Peters),0.610,1.330
2,0:38,1,10,DET 36,13,3,Matthew Stafford pass incomplete short right intended for Bruce Ellington,1.330,0.790
2,0:38,2,10,DET 36,13,3,"Penalty on Graham Glasgow: False Start, 5 yards (no play)",0.790,0.120
2,0:33,2,15,DET 31,13,3,Matthew Stafford pass complete short middle to Theo Riddick for 8 yards (tackle by Cory Littleton and Marqui Christian),0.120,0.500
2,0:26,,,,,,Timeout #2 by Detroit Lions,,
2,0:26,3,7,DET 39,13,3,Matthew Stafford pass incomplete short middle intended for Bruce Ellington. Penalty on Ricky Wagner: Offensive Holding (Declined),0.500,-0.780
2,0:20,4,7,DET 39,13,3,Sam Martin punts 53 yards downed by Tracy Walker,-0.780,0.380
2,0:10,1,10,LAR 8,13,3,Jared Goff kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,LAR,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAR 35,13,3,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,DET 25,13,3,LeGarrette Blount left tackle for 3 yards (tackle by John Johnson),0.610,0.470
3,14:24,2,7,DET 28,13,3,Matthew Stafford pass incomplete short right intended for Kenny Golladay (defended by Troy Hill),0.470,-0.230
3,14:19,3,7,DET 28,13,3,Matthew Stafford pass incomplete short middle intended for Bruce Ellington,-0.230,-1.500
3,14:15,4,7,DET 28,13,3,"Sam Martin punts 54 yards, returned by Jojo Natson for 8 yards (tackle by Tracy Walker)",-1.500,-0.670
3,14:03,1,10,LAR 26,13,3,Jared Goff pass complete short left to Robert Woods for 23 yards (tackle by Darius Slay),0.670,2.190
3,13:35,1,10,LAR 49,13,3,"Jared Goff sacked by Damon Harrison for -2 yards. Jared Goff fumbles (forced by Damon Harrison), recovered by Damon Harrison at LA-47 (tackle by John Sullivan)",2.190,-2.460
3,13:21,1,10,LAR 47,13,3,Matthew Stafford pass complete short right to Kenny Golladay for 15 yards (tackle by John Johnson),2.460,3.450
3,12:54,1,10,LAR 32,13,3,"LeGarrette Blount up the middle for no gain (tackle by Michael Brockers). Penalty on Graham Glasgow: Offensive Holding, 10 yards (no play)",3.450,2.790
3,12:29,1,20,LAR 42,13,3,Matthew Stafford pass complete deep middle to Levine Toilolo for 22 yards (tackle by John Johnson),2.790,4.240
3,11:44,1,10,LAR 20,13,3,Theo Riddick right tackle for 3 yards (tackle by Lamarcus Joyner),4.240,4.120
3,11:08,2,7,LAR 17,13,3,LeGarrette Blount right tackle for 2 yards (tackle by Dante Fowler),4.120,3.700
3,10:28,3,5,LAR 15,13,3,Matthew Stafford pass complete short right to Theo Riddick for 6 yards (tackle by Sam Shields),3.700,5.140
3,9:56,1,9,LAR 9,13,3,"Zach Zenner left end for no gain (tackle by Ndamukong Suh). Penalty on Ndamukong Suh: Horse Collar Tackle, 5 yards (no play)",5.140,6.280
3,9:32,1,4,LAR 4,13,3,LeGarrette Blount left end for -5 yards (tackle by Dante Fowler),6.280,4.380
3,8:52,2,9,LAR 9,13,3,Matthew Stafford pass incomplete short left intended for Theo Riddick,4.380,3.360
3,8:47,3,9,LAR 9,13,3,"Matthew Stafford pass complete short left to T.J. Jones for 9 yards. Penalty on T.J. Jones: Offensive Pass Interference, 10 yards (no play)",3.360,2.490
3,8:41,3,19,LAR 19,13,3,Theo Riddick up the middle for 8 yards (tackle by Marqui Christian),2.490,2.700
3,8:01,4,11,LAR 11,13,6,Matt Prater 29 yard field goal good,2.700,3.000
3,7:56,,,DET 35,13,6,"Sam Martin kicks onside 8 yards,. Penalty on Tracy Walker: Illegal Touch Kick, 5 yards",0.000,-3.050
3,7:55,1,10,DET 38,13,6,Todd Gurley left tackle for 3 yards (tackle by A'Shawn Robinson and Damon Harrison),3.050,2.910
3,7:15,2,7,DET 35,13,6,Jared Goff pass complete short left to Todd Gurley for 5 yards (tackle by Christian Jones),2.910,2.870
3,6:36,3,2,DET 30,13,6,Todd Gurley up the middle for no gain (tackle by A'Shawn Robinson),2.870,1.500
3,5:51,4,2,DET 30,16,6,Greg Zuerlein 48 yard field goal good,1.500,3.000
3,5:46,,,LAR 35,16,6,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
3,5:46,1,10,DET 25,16,6,LeGarrette Blount up the middle for 5 yards (tackle by Samson Ebukam),0.610,0.740
3,5:09,2,5,DET 30,16,6,LeGarrette Blount left tackle for 8 yards (tackle by Mark Barron),0.740,1.470
3,4:33,1,10,DET 38,16,6,Matthew Stafford pass complete deep middle to Levine Toilolo for 39 yards (tackle by Marcus Peters),1.470,4.040
3,3:51,1,10,LAR 23,16,6,Bruce Ellington pass incomplete short left,4.040,3.500
3,3:45,2,10,LAR 23,16,6,Matthew Stafford pass complete short middle to Theo Riddick for 12 yards (tackle by Cory Littleton and John Johnson),3.500,4.840
3,3:08,1,10,LAR 11,16,12,"Matthew Stafford pass complete short left to Taylor Decker for 11 yards, touchdown",4.840,7.000
3,3:02,,,LAR 15,16,13,Matt Prater kicks extra point good,0.000,0.000
3,3:02,,,DET 35,16,13,"Sam Martin kicks off 68 yards, returned by Pharoh Cooper for no gain (tackle by Miles Killebrew)",0.000,0.340
3,2:56,1,10,LAR 21,16,13,Todd Gurley left end for no gain (tackle by Nevin Lawson),0.340,-0.200
3,2:14,2,10,LAR 21,16,13,Jared Goff pass complete short right to Tyler Higbee for 16 yards (tackle by Quandre Diggs),-0.200,1.400
3,1:32,1,10,LAR 37,16,13,Todd Gurley left tackle for 2 yards (tackle by Damon Harrison and Eli Harold),1.400,1.130
3,0:47,2,8,LAR 39,16,13,Jared Goff pass complete short right to Todd Gurley for 9 yards (tackle by Jarrad Davis),1.130,2.130
3,0:08,1,10,LAR 48,16,13,Jared Goff pass incomplete deep left intended for Josh Reynolds,2.130,1.580
3,0:03,2,10,LAR 48,16,13,Todd Gurley left tackle for 3 yards (tackle by Da'Shawn Hand),1.580,1.290
Quarter,Time,Down,ToGo,Location,LAR,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,7,DET 49,16,13,Jared Goff pass complete short right to Robert Woods for 9 yards (tackle by Tracy Walker),1.290,2.920
4,14:13,1,10,DET 40,16,13,"Penalty on LAR: Delay of Game, 5 yards (no play)",2.920,2.590
4,13:52,1,15,DET 45,16,13,Jared Goff pass incomplete short left intended for Tyler Higbee,2.590,1.700
4,13:47,2,15,DET 45,16,13,Jared Goff pass complete short middle to Todd Gurley for 10 yards (tackle by Jarrad Davis and DeShawn Shead). Penalty on Rob Havenstein: Offensive Holding (Offsetting) (no play),1.700,1.700
4,13:35,2,15,DET 45,16,13,Jared Goff pass incomplete short right intended for Pharoh Cooper,1.700,1.030
4,13:32,3,15,DET 45,16,13,Jared Goff sacked by Eli Harold for -10 yards,1.030,-0.390
4,12:51,4,25,LAR 45,16,13,"Johnny Hekker punts 55 yards, touchback.",-0.390,-0.280
4,12:44,1,10,DET 20,16,13,LeGarrette Blount up the middle for 24 yards (tackle by John Johnson),0.280,1.860
4,12:08,1,10,DET 44,16,13,LeGarrette Blount up the middle for 3 yards (tackle by Mark Barron),1.860,1.720
4,11:34,2,7,DET 47,16,13,Matthew Stafford sacked by Aaron Donald for -6 yards,1.720,0.230
4,10:58,3,13,DET 41,16,13,Matthew Stafford pass complete short right to Bruce Ellington for 5 yards (tackle by John Johnson),0.230,-0.320
4,10:22,4,8,DET 46,16,13,Sam Martin punts 38 yards downed by Eli Harold,-0.320,0.140
4,10:12,1,10,LAR 16,16,13,Jared Goff pass incomplete short left intended for Todd Gurley (defended by Romeo Okwara),-0.140,-0.660
4,10:06,2,10,LAR 16,16,13,Jared Goff pass incomplete short right intended for Tyler Higbee (defended by Eli Harold),-0.660,-1.320
4,10:02,3,10,LAR 16,16,13,Jared Goff pass incomplete short left intended for Josh Reynolds,-1.320,-2.390
4,9:57,4,10,LAR 16,16,13,"Johnny Hekker punts 53 yards, fair catch by Bruce Ellington at DET-31",-2.390,-1.000
4,9:48,1,10,DET 31,16,13,LeGarrette Blount up the middle for 4 yards (tackle by Michael Brockers),1.000,1.000
4,9:09,2,6,DET 35,16,13,LeGarrette Blount left tackle for 7 yards (tackle by John Johnson),1.000,1.730
4,8:26,1,10,DET 42,16,13,"Matthew Stafford sacked by Aaron Donald for -18 yards. Matthew Stafford fumbles (forced by Aaron Donald), recovered by Samson Ebukam at DET-24 (tackle by Levine Toilolo)",1.730,-3.970
4,8:13,1,10,DET 24,16,13,Jared Goff pass complete short left to Robert Woods for 8 yards (tackle by Mike Ford),3.970,4.650
4,7:36,2,2,DET 16,16,13,Todd Gurley left tackle for 3 yards (tackle by Damon Harrison),4.650,4.710
4,6:58,1,10,DET 13,22,13,"Todd Gurley right end for 13 yards, touchdown",4.710,7.000
4,6:53,,,DET 15,23,13,Greg Zuerlein kicks extra point good,0.000,0.000
4,6:53,,,LAR 35,23,13,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
4,6:53,1,10,DET 25,23,13,Theo Riddick left end for 1 yard (tackle by Ndamukong Suh and Aaron Donald),0.610,0.200
4,6:15,2,9,DET 26,23,13,Matthew Stafford pass complete short left to Bruce Ellington for 1 yard (tackle by Nickell Robey-Coleman),0.200,-0.360
4,5:31,3,8,DET 27,23,13,"Matthew Stafford pass incomplete deep right intended for Kenny Golladay (defended by Lamarcus Joyner). Penalty on Lamarcus Joyner: Defensive Pass Interference, 48 yards (no play)",-0.360,3.910
4,5:21,1,10,LAR 25,23,13,Theo Riddick up the middle for 7 yards (tackle by Dante Fowler),3.910,4.370
4,4:46,2,3,LAR 18,23,13,Matthew Stafford pass complete short right to Bruce Ellington for 3 yards (tackle by John Johnson and Nickell Robey-Coleman),4.370,4.580
4,4:22,1,10,LAR 15,23,13,LeGarrette Blount up the middle for -1 yards (tackle by Aaron Donald),4.580,3.810
4,3:47,2,11,LAR 16,23,13,Matthew Stafford sacked by Aaron Donald for no gain. Penalty on Taylor Decker: Offensive Holding (Offsetting) . Penalty on Ricky Wagner: Offensive Holding (Offsetting) (no play),3.810,3.810
4,3:40,2,11,LAR 16,23,13,Theo Riddick right tackle for -1 yards (tackle by Cory Littleton),3.810,2.980
4,3:07,,,,,,Timeout #1 by Los Angeles Rams,,
4,3:07,3,12,LAR 17,23,13,Matthew Stafford pass incomplete deep middle intended for Kenny Golladay,2.980,2.310
4,2:57,4,12,LAR 17,23,16,Matt Prater 35 yard field goal good,2.310,3.000
4,2:54,,,DET 35,23,16,"Sam Martin kicks onside 12 yards, returned by Blake Countess for no gain (tackle by Bruce Ellington)",0.000,-2.590
4,2:53,1,10,DET 45,23,16,Robert Woods left tackle for 2 yards (tackle by A'Shawn Robinson),2.590,2.310
4,2:49,,,,,,Timeout #1 by Detroit Lions,,
4,2:49,2,8,DET 43,23,16,Todd Gurley up the middle for 5 yards (tackle by Nevin Lawson and Jalen Reeves-Maybin),2.310,2.280
4,2:45,,,,,,Timeout #2 by Detroit Lions,,
4,2:44,3,3,DET 38,23,16,Todd Gurley left end for 36 yards (tackle by Nevin Lawson),2.280,6.740
4,2:32,,,,,,Timeout #3 by Detroit Lions,,
4,2:32,1,2,DET 2,23,16,Todd Gurley up the middle for no gain (tackle by Glover Quin),6.740,5.720
4,2:00,2,2,DET 2,29,16,"Todd Gurley right tackle for 2 yards, touchdown",5.720,7.000
4,1:54,,,DET 15,30,16,Greg Zuerlein kicks extra point good,0.000,0.000
4,1:54,,,LAR 35,30,16,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
4,1:51,1,10,DET 25,30,16,Matthew Stafford pass incomplete short right intended for Luke Willson (defended by Cory Littleton),0.610,0.060
4,1:47,2,10,DET 25,30,16,Matthew Stafford pass incomplete deep right intended for Kenny Golladay,0.060,-0.620
4,1:41,3,10,DET 25,30,16,"Matthew Stafford pass incomplete short left intended for Luke Willson. Penalty on Ndamukong Suh: Roughing the Passer, 15 yards (no play)",-0.620,1.600
4,1:34,1,10,DET 40,30,16,"Matthew Stafford pass incomplete short middle intended for Luke Willson. Penalty on Cory Littleton: Defensive Pass Interference, 12 yards (no play)",1.600,2.390
4,1:30,1,10,LAR 48,30,16,"Matthew Stafford pass complete short left to Levine Toilolo for 6 yards (tackle by Nickell Robey-Coleman). Penalty on Kenny Wiggins: Offensive Holding, 10 yards (no play)",2.390,1.730
4,1:22,1,20,DET 42,30,16,Matthew Stafford pass complete deep right to T.J. Jones for 25 yards (tackle by John Johnson),1.730,3.380
4,0:49,1,10,LAR 33,30,16,Matthew Stafford pass complete deep middle to Levine Toilolo for 19 yards (tackle by Lamarcus Joyner),3.380,4.650
4,0:27,1,10,LAR 14,30,16,Matthew Stafford pass incomplete short left intended for Kenny Golladay,4.650,4.000
4,0:23,2,10,LAR 14,30,16,Matthew Stafford pass incomplete short middle intended for Levine Toilolo,4.000,3.110
4,0:17,3,10,LAR 14,30,16,Matthew Stafford pass short right intended for Kenny Golladay is intercepted by Troy Hill at LA-0 and returned for no gain,3.110,-0.280
4,0:12,1,10,LAR 20,30,16,Jared Goff kneels for -1 yards,0.280,-0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
