Quarter,Time,Down,ToGo,Location,PIT,GNB,Detail,EPB,EPA
3,8:18,2,9,PIT 41,17,21,Ben Roethlisberger pass complete short right to Mike Wallace for 8 yards (tackle by A.J. Hawk and Desmond Bishop),1.190,1.550
3,7:34,,,,17,21,Timeout #1 by Pittsburgh Steelers,0.000,1.550
3,7:33,3,1,PIT 49,17,21,Mewelde Moore right end for 7 yards (tackle by Patrick Lee),1.550,2.650
3,6:50,1,10,GNB 44,17,21,Ben Roethlisberger pass incomplete deep left intended for Mike Wallace,2.650,2.110
3,6:42,2,10,GNB 44,17,21,Ben Roethlisberger pass complete short middle to Hines Ward for 15 yards (tackle by Tramon Williams),2.110,3.640
3,5:54,1,10,GNB 29,17,21,Ben Roethlisberger pass incomplete intended for Hines Ward (defended by Clay Matthews),3.640,3.100
3,5:49,2,10,GNB 29,17,21,Ben Roethlisberger pass complete short right to Heath Miller for -3 yards (tackle by Desmond Bishop),3.100,2.020
3,5:00,3,13,GNB 32,17,21,Ben Roethlisberger sacked by Frank Zombo for -2 yards,2.020,1.060
3,4:35,4,15,GNB 34,17,21,Shaun Suisham 52 yard field goal no good,1.060,-1.800
3,4:29,1,10,GNB 43,17,21,Aaron Rodgers pass complete deep right to Jordy Nelson for 17 yards (tackle by Bryant McFadden),1.800,2.920
3,3:48,1,10,PIT 40,17,21,James Starks right end for -3 yards (tackle by Lawrence Timmons),2.920,1.970
3,3:04,2,13,PIT 43,17,21,Aaron Rodgers pass complete short left to Andrew Quarless for 5 yards (tackle by Lawrence Timmons),1.970,1.950
3,2:34,,,,17,21,Timeout #2 by Pittsburgh Steelers,0.000,1.950
3,2:34,3,8,PIT 38,17,21,Aaron Rodgers pass incomplete short middle intended for Brett Swain,1.950,0.720
3,2:30,4,8,PIT 38,17,21,"Tim Masthay punts 25 yards, fair catch by Antwaan Randle El",0.720,0.320
3,2:23,1,10,PIT 13,17,21,Rashard Mendenhall right tackle for 4 yards (tackle by A.J. Hawk and Jarrett Bush),-0.320,-0.300
3,1:46,2,6,PIT 17,17,21,Ben Roethlisberger pass complete short right to Mike Wallace for 4 yards (tackle by Desmond Bishop and Tramon Williams),-0.300,-0.470
3,1:06,3,2,PIT 21,17,21,Ben Roethlisberger pass incomplete short left intended for Mike Wallace,-0.470,-1.960
3,1:01,4,2,PIT 21,17,21,"Jeremy Kapinos punts 54 yards. Penalty on Tramon Williams: Unnecessary Roughness, 12 yards",-1.960,0.320
3,0:47,1,10,GNB 13,17,21,Aaron Rodgers pass incomplete short middle intended for Andrew Quarless,-0.320,-0.770
3,0:43,2,10,GNB 13,17,21,Aaron Rodgers pass incomplete short left intended for James Starks,-0.770,-1.420
3,0:37,3,10,GNB 13,17,21,Aaron Rodgers pass incomplete deep left intended for Brett Swain (defended by William Gay),-1.420,-2.490
,,,,,,,"GNB challenged the incomplete pass ruling, and the play was upheld.",,
3,0:31,4,10,GNB 13,17,21,"Tim Masthay punts 57 yards, returned by Antonio Brown for 12 yards (tackle by Rob Francois). Penalty on Diyral Briggs: Ineligible Downfield Kic, 5 yards (no play)",-2.490,-2.490
3,0:19,4,15,GNB 8,17,21,"Tim Masthay punts 32 yards, returned by Antonio Brown for -1 yards (tackle by Brett Swain)",-2.490,-2.850
3,0:11,1,10,GNB 41,17,21,Rashard Mendenhall right end for 8 yards (tackle by Desmond Bishop),2.850,3.390
Quarter,Time,Down,ToGo,Location,PIT,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,GNB 33,17,21,"Rashard Mendenhall middle for -5 yards (tackle by Clay Matthews). Rashard Mendenhall fumbles (forced by Clay Matthews), recovered by Desmond Bishop at GNB-38 and returned for 7 yards (tackle by Doug Legursky)",3.390,-1.930
4,14:50,1,10,GNB 45,17,21,Aaron Rodgers pass incomplete short left intended for Jordy Nelson,1.930,1.380
4,14:45,2,10,GNB 45,17,21,Aaron Rodgers pass complete short right to Jordy Nelson for 3 yards (tackle by Troy Polamalu),1.380,1.090
4,14:01,3,7,GNB 48,17,21,Aaron Rodgers pass complete short right to James Jones for 12 yards,1.090,2.920
4,13:21,1,10,PIT 40,17,21,Aaron Rodgers pass incomplete short middle intended for Brandon Jackson,2.920,2.370
4,13:16,2,10,PIT 40,17,21,Aaron Rodgers pass incomplete short middle intended for Jordy Nelson,2.370,1.680
4,13:11,3,10,PIT 40,17,21,Aaron Rodgers pass complete short middle to Jordy Nelson for 38 yards (tackle by Troy Polamalu),1.680,6.740
4,12:40,1,2,PIT 2,17,21,Aaron Rodgers sacked by LaMarr Woodley for -6 yards,6.740,4.570
4,12:03,2,8,PIT 8,17,27,"Aaron Rodgers pass complete short right to Greg Jennings for 8 yards, touchdown",4.570,7.000
4,12:03,,,PIT 2,17,28,Mason Crosby kicks extra point good,0.000,0.000
4,11:57,,,GNB 30,17,28,"Mason Crosby kicks off 54 yards, returned by Antonio Brown for 18 yards (tackle by Matt Wilhelm)",0.000,1.200
4,11:51,1,10,PIT 34,17,28,Ben Roethlisberger pass complete short middle to Matt Spaeth for 9 yards (tackle by A.J. Hawk),1.200,1.870
4,11:12,2,1,PIT 43,17,28,Ben Roethlisberger pass complete short middle to Mike Wallace for 11 yards (tackle by Frank Zombo),1.870,2.520
4,10:27,1,10,GNB 46,17,28,Ben Roethlisberger pass incomplete short left intended for Antonio Brown,2.520,1.980
4,10:23,2,10,GNB 46,17,28,Ben Roethlisberger pass complete short right to Mike Wallace for 14 yards (tackle by Charlie Peprah),1.980,3.450
4,9:42,1,10,GNB 32,17,28,"Ben Roethlisberger pass complete short right to Heath Miller for 2 yards (tackle by Desmond Bishop). Penalty on Ramon Foster: Offensive Holding, 10 yards (no play)",3.450,2.790
4,9:13,1,20,GNB 42,17,28,Ben Roethlisberger pass complete short left to Mike Wallace for 2 yards (tackle by Desmond Bishop),2.790,1.820
4,8:27,2,18,GNB 40,17,28,Ben Roethlisberger pass complete short middle to Hines Ward for 15 yards (tackle by Charlie Peprah),1.820,3.140
4,7:40,3,3,GNB 25,23,28,"Ben Roethlisberger pass complete deep left to Mike Wallace for 25 yards, touchdown",3.140,7.000
4,7:40,,,,25,28,"Two Point Attempt: Antwaan Randle El left end, conversion succeeds",1.000,1.000
4,7:34,,,PIT 30,25,28,"Shaun Suisham kicks off 61 yards, returned by Patrick Lee for 16 yards (tackle by Keyaron Fox)",0.000,0.610
4,7:29,1,10,GNB 25,25,28,Aaron Rodgers sacked by Evander Hood for -4 yards,0.610,-0.480
4,6:57,2,14,GNB 21,25,28,Aaron Rodgers pass complete short middle to Jordy Nelson for 9 yards (tackle by Ryan Clark),-0.480,0.040
4,6:57,3,5,GNB 30,25,28,"Penalty on Daryn Colledge: False Start, 5 yards (no play)",0.040,-0.620
4,5:59,3,10,GNB 25,25,28,Aaron Rodgers pass complete deep middle to Greg Jennings for 31 yards (tackle by Troy Polamalu),-0.620,2.650
4,5:20,1,10,PIT 44,25,28,James Starks right end for 14 yards (tackle by Ryan Clark),2.650,3.580
4,4:34,1,10,PIT 30,25,28,James Starks left tackle for 1 yard (tackle by Casey Hampton),3.580,3.170
4,3:53,2,9,PIT 29,25,28,Aaron Rodgers pass complete deep right to James Jones for 21 yards (tackle by William Gay),3.170,5.370
4,3:47,1,8,PIT 8,25,28,Aaron Rodgers pass complete short right to Tom Crabtree for 1 yard (tackle by LaMarr Woodley),5.370,4.760
4,3:01,2,7,PIT 7,25,28,Aaron Rodgers pass complete short right to James Jones for 2 yards (tackle by Ike Taylor),4.760,4.260
4,2:15,3,5,PIT 5,25,28,Aaron Rodgers pass incomplete short right intended for Jordy Nelson,4.260,3.010
4,2:10,4,5,PIT 5,25,31,Mason Crosby 23 yard field goal good,3.010,3.000
4,2:07,,,GNB 30,25,31,"Mason Crosby kicks off 56 yards, returned by Isaac Redman for 12 yards (tackle by Atari Bigby). Penalty on Keyaron Fox: Unnecessary Roughness, 13 yards",0.000,-0.320
4,1:59,1,10,PIT 13,25,31,Ben Roethlisberger pass complete short middle to Heath Miller for 15 yards (tackle by Jarrett Bush),-0.320,0.810
4,1:36,1,10,PIT 28,25,31,Ben Roethlisberger pass complete to Hines Ward for 5 yards (tackle by Charlie Peprah),0.810,0.940
4,1:08,2,5,PIT 33,25,31,Ben Roethlisberger pass incomplete,0.940,0.230
4,1:02,3,5,PIT 33,25,31,Ben Roethlisberger pass incomplete deep left intended for Mike Wallace,0.230,-1.180
4,0:56,4,5,PIT 33,25,31,Ben Roethlisberger pass incomplete short left intended for Mike Wallace,-1.180,-3.380
4,0:49,1,10,PIT 33,25,31,Aaron Rodgers kneels for -1 yards,3.380,2.700
4,0:13,2,11,PIT 34,25,31,Aaron Rodgers kneels for -1 yards,2.700,1.880
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
