Quarter,Time,Down,ToGo,Location,IND,CLE,Detail,EPB,EPA
3,0:51,2,5,CLE 32,16,21,Andrew Luck pass complete short right to T.Y. Hilton for 15 yards (tackle by Buster Skrine),3.250,4.440
3,0:16,1,10,CLE 17,16,21,Andrew Luck pass incomplete deep left intended for T.Y. Hilton,4.440,3.850
3,0:11,2,10,CLE 17,16,21,Dan Herron right guard for 2 yards (tackle by Craig Robertson),3.850,3.340
Quarter,Time,Down,ToGo,Location,IND,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,8,CLE 15,16,21,Andrew Luck pass incomplete short middle intended for T.Y. Hilton (defended by Buster Skrine),3.340,2.440
4,14:55,4,8,CLE 15,19,21,Adam Vinatieri 33 yard field goal good,2.440,3.000
4,14:55,,,IND 35,19,21,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
4,14:50,1,10,CLE 20,19,21,Isaiah Crowell right guard for 3 yards (tackle by Bjoern Werner),0.280,0.140
4,14:15,2,7,CLE 23,19,21,Brian Hoyer pass complete short right to Jordan Cameron for 8 yards (tackle by Jerrell Freeman),0.140,1.000
4,13:50,1,10,CLE 31,19,21,Isaiah Crowell right guard for 3 yards (tackle by Darius Butler),1.000,0.870
4,13:17,2,7,CLE 34,19,21,Brian Hoyer pass complete short right to Jim Dray for 3 yards (tackle by Bjoern Werner),0.870,0.560
4,12:41,3,4,CLE 37,19,21,Brian Hoyer pass incomplete short right intended for Jordan Cameron,0.560,-0.910
4,12:38,4,4,CLE 37,19,21,"Spencer Lanning punts 52 yards, returned by Josh Cribbs for -1 yards (tackle by Marlon Moore). Josh Cribbs fumbles (forced by Marlon Moore), recovered by Josh Gordy at IND-8 (tackle by Marlon Moore)",-0.910,0.380
4,12:27,1,10,IND 8,19,21,Andrew Luck pass complete short left to T.Y. Hilton for 13 yards (tackle by Justin Gilbert),-0.380,0.340
4,11:55,1,10,IND 21,19,21,Andrew Luck pass complete short right to T.Y. Hilton for 7 yards (tackle by Justin Gilbert),0.340,0.750
4,11:27,2,3,IND 28,19,21,Dan Herron left guard for 9 yards (tackle by Craig Robertson),0.750,1.400
4,10:55,1,10,IND 37,19,21,Andrew Luck pass complete short right to Reggie Wayne for 5 yards (tackle by Justin Gilbert and Craig Robertson),1.400,1.530
4,10:21,2,5,IND 42,19,21,Andrew Luck pass incomplete short right intended for T.Y. Hilton is intercepted by Jim Leonhard at CLE-43 and returned for 34 yards,1.530,-4.040
4,10:08,1,10,IND 23,19,21,Terrance West right end for -1 yards (tackle by D'Qwell Jackson),4.040,3.360
4,9:27,2,11,IND 24,19,21,Brian Hoyer pass complete short left to Andrew Hawkins for 3 yards (tackle by Darius Butler),3.360,3.070
4,8:43,3,8,IND 21,19,21,Brian Hoyer pass incomplete short right intended for Andrew Hawkins (defended by Darius Butler),3.070,2.060
4,8:39,4,8,IND 21,19,24,Billy Cundiff 39 yard field goal good,2.060,3.000
4,8:39,,,CLE 35,19,24,"Billy Cundiff kicks off 69 yards, returned by Josh Cribbs for 28 yards (tackle by Johnson Bademosi)",0.000,-0.540
4,8:29,1,10,IND 24,19,24,Andrew Luck pass complete short middle to T.Y. Hilton for 33 yards (tackle by Joe Haden),0.540,2.720
4,7:42,1,10,CLE 43,19,24,Andrew Luck pass incomplete deep middle intended for Reggie Wayne,2.720,2.180
4,7:36,2,10,CLE 43,19,24,Andrew Luck pass incomplete short left intended for Coby Fleener,2.180,1.490
4,7:31,3,10,CLE 43,19,24,Andrew Luck sacked by Jim Leonhard for -11 yards,1.490,-0.320
4,6:51,4,21,IND 46,19,24,"Pat McAfee punts 41 yards, fair catch by Jim Leonhard",-0.320,0.320
4,6:43,1,10,CLE 13,19,24,Isaiah Crowell right guard for 2 yards (tackle by Josh Chapman),-0.320,-0.570
4,6:06,2,8,CLE 15,19,24,Brian Hoyer pass complete deep left to Andrew Hawkins for 20 yards (tackle by Darius Butler),-0.570,1.270
4,5:21,1,10,CLE 35,19,24,Isaiah Crowell left tackle for 1 yard (tackle by Arthur Jones),1.270,0.860
4,4:38,2,9,CLE 36,19,24,Terrance West left guard for 2 yards (tackle by Cory Redding),0.860,0.430
4,4:00,3,7,CLE 38,19,24,Brian Hoyer pass incomplete short middle intended for Josh Gordon,0.430,-0.850
,,,,,,,"IND challenged the pass completion ruling, and the original play was overturned.",,
4,3:56,4,7,CLE 38,19,24,Spencer Lanning punts 52 yards,-0.850,0.380
4,3:46,1,10,IND 10,19,24,Andrew Luck sacked by Barkevious Mingo for -4 yards,-0.380,-1.070
4,3:15,2,14,IND 6,19,24,Andrew Luck pass complete short left to Coby Fleener for 7 yards (tackle by Buster Skrine),-1.070,-1.070
4,2:45,3,7,IND 13,19,24,Andrew Luck pass complete deep middle to Donte Moncrief for 27 yards (tackle by Justin Gilbert),-1.070,1.600
4,2:12,1,10,IND 40,19,24,"Andrew Luck pass incomplete deep middle intended for Dwayne Allen. Penalty on Buster Skrine: Defensive Pass Interference, 35 yards (no play)",1.600,3.910
4,2:06,1,10,CLE 25,19,24,Andrew Luck pass incomplete deep left intended for T.Y. Hilton (defended by Buster Skrine),3.910,3.360
4,1:59,2,10,CLE 25,19,24,Andrew Luck pass incomplete short left intended for Coby Fleener,3.360,2.680
4,1:55,3,10,CLE 25,19,24,Andrew Luck pass complete short middle to Coby Fleener for 13 yards (tackle by Donte Whitner),2.680,4.780
4,1:25,1,10,CLE 12,19,24,Andrew Luck pass incomplete short right intended for Hakeem Nicks,4.780,4.100
4,1:19,2,10,CLE 12,19,24,Andrew Luck up the middle for 9 yards (tackle by Barkevious Mingo and Jim Leonhard),4.100,4.100
4,1:08,2,10,CLE 12,19,24,Timeout #1 by Indianapolis Colts,4.100,5.060
4,1:08,3,1,CLE 3,19,24,Dan Herron left guard for no gain (tackle by Craig Robertson and Jim Leonhard),5.060,5.060
,,,,,,,"Replay Assistant challenged the first down ruling, and the play was upheld.",,
4,0:44,3,1,CLE 3,19,24,Timeout #2 by Indianapolis Colts,5.060,3.060
4,0:44,4,1,CLE 3,19,24,Dan Herron left guard for 2 yards (tackle by Craig Robertson),3.060,3.060
4,0:36,4,1,CLE 3,19,24,Timeout #1 by Cleveland Browns,3.060,6.970
4,0:36,1,1,CLE 1,25,24,"Andrew Luck pass complete short left to T.Y. Hilton for 1 yard, touchdown",6.970,7.000
4,0:36,,,,25,24,"Two Point Attempt: Andrew Luck pass incomplete, conversion fails",0.000,-1.000
4,0:36,,,IND 35,25,24,"Pat McAfee kicks off 66 yards, returned by Travis Benjamin for 14 yards (tackle by Zurlon Tipton)",0.000,0.320
4,0:28,1,10,CLE 13,25,24,Brian Hoyer pass incomplete deep left intended for Josh Gordon,-0.320,-0.320
4,0:28,1,10,CLE 13,25,24,Timeout #2 by Cleveland Browns,-0.320,-0.770
4,0:19,2,10,CLE 13,25,24,"Brian Hoyer pass incomplete short middle intended for Andrew Hawkins. Penalty on Cory Redding: Roughing the Passer, 15 yards (no play)",-0.770,0.810
4,0:19,1,10,CLE 28,25,24,Brian Hoyer pass incomplete deep left intended for Travis Benjamin is intercepted by Josh Gordy at IND-33,0.810,-1.140
4,0:02,1,10,IND 33,25,24,Andrew Luck kneels for no gain,1.140,0.590
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
