Quarter,Time,Down,ToGo,Location,TEN,STL,Detail,EPB,EPA
2,6:38,3,1,TEN 39,10,10,Steve McNair up the middle for 4 yards (tackle by Anthony Hargrove),0.890,1.800
2,5:59,1,10,TEN 43,10,10,Steve McNair pass incomplete intended for Drew Bennett,1.800,1.250
2,5:54,2,10,TEN 43,10,10,Steve McNair pass complete to Drew Bennett for 8 yards (tackle by Dexter Coakley),1.250,1.620
2,5:12,3,2,STL 49,10,10,Steve McNair pass complete to Brandon Jones for 12 yards (tackle by Travis Fisher),1.620,3.120
2,4:29,1,10,STL 37,10,10,Steve McNair pass incomplete intended for Tyrone Calico is intercepted by Michael Hawthorne at STL-15 and returned for 24 yards,3.120,-1.530
2,4:18,1,10,STL 39,10,10,Marc Bulger pass complete to Torry Holt for 27 yards (tackle by Andre Woolfolk),1.530,3.310
2,3:50,1,10,TEN 34,10,10,Marc Bulger pass complete to Steven Jackson for 6 yards (tackle by Andre Woolfolk),3.310,3.580
2,3:08,2,4,TEN 28,10,10,Marc Bulger pass incomplete intended for Torry Holt,3.580,2.870
2,3:05,3,4,TEN 28,10,10,"Marc Bulger pass complete to Shaun McDonald for 6 yards (tackle by Reynaldo Hill). Penalty on Shaun McDonald: Illegal Motion (Offsetting), Penalty on Reynaldo Hill: Illegal Use of Hands (Offsetting) (no play)",2.870,2.870
2,3:00,3,4,TEN 28,10,10,Marc Bulger pass complete to Torry Holt for 15 yards (tackle by Lamont Thompson),2.870,4.710
2,2:15,1,10,TEN 13,10,16,"Marc Bulger pass complete to Marshall Faulk for 13 yards, touchdown",4.710,7.000
2,,,,TEN 2,10,17,Jeff Wilkins kicks extra point good,0.000,0.000
2,,,,STL 30,10,17,"Jeff Wilkins kicks off 69 yards, returned by Adam Jones for 27 yards (tackle by Chris Johnson). Penalty on Ken Amato: Offensive Holding, 10 yards",0.000,0.040
2,2:01,1,10,TEN 18,10,17,Steve McNair sacked by Brandon Green for -8 yards,0.040,-1.360
2,1:56,2,18,TEN 10,10,17,Chris Brown right tackle for 20 yards (tackle by Michael Hawthorne),-1.360,0.940
2,1:24,1,10,TEN 30,10,17,Steve McNair pass complete to Erron Kinney for 7 yards (tackle by Adam Archuleta),0.940,1.340
2,0:59,2,3,TEN 37,10,17,Steve McNair pass incomplete intended for Tyrone Calico,1.340,0.630
2,0:55,3,3,TEN 37,10,17,Steve McNair pass incomplete intended for Ben Troupe (defended by Leonard Little),0.630,-0.910
2,0:51,4,3,TEN 37,10,17,Craig Hentrich punts 51 yards,-0.910,0.350
2,0:39,1,10,STL 12,10,17,Marshall Faulk left tackle for -1 yards (tackle by Kyle Vanden Bosch),-0.350,-0.850
Quarter,Time,Down,ToGo,Location,TEN,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 30,10,17,"Jeff Wilkins kicks off 67 yards, returned by Adam Jones for 26 yards (tackle by Corey Ivy)",0.000,0.870
3,14:55,1,10,TEN 29,10,17,Steve McNair pass complete to Erron Kinney for 18 yards (tackle by Michael Hawthorne),0.870,2.060
3,14:15,1,10,TEN 47,10,17,Chris Brown up the middle for no gain (tackle by Jimmy Kennedy),2.060,1.520
3,13:46,2,10,TEN 47,10,17,Steve McNair pass complete to Erron Kinney for 8 yards (tackle by Chris Claiborne),1.520,1.880
3,13:08,3,2,STL 45,10,17,Steve McNair pass incomplete intended for Drew Bennett (defended by Pisa Tinoisamoa),1.880,0.270
3,13:04,4,2,STL 45,10,17,"Penalty on Brad Kassell: False Start, 5 yards (no play)",0.270,-0.060
3,13:04,4,7,STL 50,10,17,"Craig Hentrich punts 39 yards, fair catch by Shaun McDonald",-0.060,0.370
3,12:57,1,10,STL 11,10,17,Marshall Faulk up the middle for 12 yards,-0.370,0.480
3,12:13,1,10,STL 23,10,17,Marshall Faulk right tackle for 7 yards (tackle by Andre Woolfolk),0.480,0.880
3,11:39,2,3,STL 30,10,17,Marshall Faulk up the middle for 14 yards (tackle by Michael Waddell),0.880,1.860
3,11:04,1,10,STL 44,10,17,Marc Bulger pass complete to Dane Looker for 13 yards (tackle by Michael Waddell),1.860,2.720
3,10:18,1,10,TEN 43,10,17,Marc Bulger pass complete to Marshall Faulk for 11 yards (tackle by Keith Bulluck),2.720,3.450
3,9:38,1,10,TEN 32,10,23,"Marc Bulger pass complete to Torry Holt for 32 yards, touchdown",3.450,7.000
3,,,,TEN 2,10,24,Jeff Wilkins kicks extra point good,0.000,0.000
3,,,,STL 30,10,24,"Jeff Wilkins kicks off 74 yards, touchback",0.000,0.280
3,9:30,1,10,TEN 20,10,24,Steve McNair pass complete to Ben Troupe for 6 yards (tackle by Chris Claiborne),0.280,0.540
3,8:49,2,4,TEN 26,10,24,"Steve McNair pass incomplete intended for Ben Troupe. Penalty on Dexter Coakley: Defensive Holding, 5 yards (no play)",0.540,1.000
3,8:44,1,10,TEN 31,10,24,Steve McNair pass complete to Erron Kinney for 9 yards (tackle by Dexter Coakley and Damione Lewis),1.000,1.680
3,8:02,2,1,TEN 40,10,24,Chris Brown right tackle for no gain (tackle by Jimmy Kennedy),1.680,0.960
3,7:39,3,1,TEN 40,10,24,"Penalty on Zach Piller: False Start, 5 yards (no play)",0.960,0.300
3,7:22,3,6,TEN 35,10,24,Steve McNair pass incomplete intended for Brandon Jones,0.300,-1.040
3,7:14,4,6,TEN 35,10,24,"Craig Hentrich punts 42 yards, fair catch by Shaun McDonald",-1.040,-0.480
3,7:07,1,10,STL 23,10,24,Marc Bulger pass incomplete intended for Torry Holt (defended by Adam Jones),0.480,-0.070
3,7:00,2,10,STL 23,10,24,"Penalty on Blaine Saipaia: False Start, 5 yards (no play)",-0.070,-0.840
3,7:00,2,15,STL 18,10,24,"Marshall Faulk up the middle for 13 yards (tackle by Lamont Thompson). Marshall Faulk fumbles (forced by Lamont Thompson), recovered by Keith Bulluck at STL-33",-0.840,-3.380
3,6:52,1,10,STL 33,10,24,Steve McNair pass complete to Drew Bennett for 8 yards (tackle by DeJuan Groce),3.380,3.920
3,6:16,2,2,STL 25,10,24,Chris Brown left tackle for 7 yards (tackle by Leonard Little and Michael Hawthorne),3.920,4.370
3,5:33,1,10,STL 18,10,24,Chris Brown right end for -2 yards (tackle by Chris Claiborne and Michael Hawthorne),4.370,3.560
3,4:45,2,12,STL 20,10,24,Steve McNair pass complete to Travis Henry for 16 yards (tackle by Chris Claiborne),3.560,6.280
3,4:11,1,4,STL 4,10,24,Travis Henry left tackle for no gain (tackle by Dexter Coakley),6.280,5.340
3,3:28,2,4,STL 4,16,24,"Steve McNair pass complete to Brandon Jones for 4 yards, touchdown",5.340,7.000
3,,,,STL 2,17,24,Rob Bironas kicks extra point good,0.000,0.000
3,,,,TEN 30,17,24,"Rob Bironas kicks off 73 yards, returned by Chris Johnson for 25 yards. Penalty on Arlen Harris: Personal Foul, 11 yards",0.000,-0.370
3,3:12,1,10,STL 11,17,24,Marc Bulger pass complete to Torry Holt for 21 yards (tackle by Tony Beckham),-0.370,1.070
3,2:47,1,10,STL 32,23,24,"Marc Bulger sacked by Kyle Vanden Bosch for -9 yards. Marc Bulger fumbles (forced by Kyle Vanden Bosch), recovered by Antwan Odom at STL-25 and returned for 25 yards, touchdown",1.070,-7.000
3,,,,STL 2,24,24,Rob Bironas kicks extra point good,0.000,0.000
3,,,,TEN 30,24,24,"Rob Bironas kicks off 64 yards, returned by Chris Johnson for 20 yards (tackle by Rocky Boiman)",0.000,0.670
3,2:31,1,10,STL 26,24,24,Marc Bulger pass complete to Kevin Curtis for 11 yards (tackle by Adam Jones),0.670,1.400
3,2:05,1,10,STL 37,24,24,"Marc Bulger pass incomplete intended for Torry Holt. Penalty on Adam Jones: Defensive Holding, 5 yards (no play)",1.400,1.730
3,1:58,1,10,STL 42,24,24,Marc Bulger pass complete to Torry Holt for 11 yards (tackle by Adam Jones),1.730,2.460
3,1:30,1,10,TEN 47,24,24,"Penalty on Adam Timmerman: False Start, 5 yards (no play)",2.460,2.130
3,1:15,1,15,STL 48,24,24,Marc Bulger pass complete to Torry Holt for 27 yards (tackle by Peter Sirmon),2.130,3.910
3,0:37,1,10,TEN 25,24,24,Marc Bulger pass incomplete intended for Brandon Manumaleuna,3.910,3.360
3,0:31,2,10,TEN 25,24,24,Marc Bulger pass complete to Torry Holt for 15 yards (tackle by Lamont Thompson),3.360,4.910
Quarter,Time,Down,ToGo,Location,TEN,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TEN 10,24,30,"Marc Bulger pass complete to Kevin Curtis for 10 yards, touchdown. Penalty on Kyle Vanden Bosch: Roughing the Passer, 15 yards",4.910,7.000
4,,,,TEN 2,24,31,Jeff Wilkins kicks extra point good,0.000,0.000
4,,,,STL 45,24,31,"Jeff Wilkins kicks off 63 yards, touchback",0.000,0.280
4,14:54,1,10,TEN 20,24,31,Chris Brown up the middle for 4 yards (tackle by Adam Archuleta),0.280,0.270
4,14:14,2,6,TEN 24,24,31,Steve McNair pass complete to Chris Brown for -4 yards (tackle by Pisa Tinoisamoa). Penalty on Zach Piller: Offensive Holding (Declined),0.270,-0.960
4,13:47,3,10,TEN 20,24,31,"Penalty on Tyoka Jackson: Neutral Zone Infraction, 5 yards (no play)",-0.960,-0.300
4,13:18,,,,24,31,Timeout #1 by Tennessee Titans,0.000,-0.300
4,13:18,3,5,TEN 25,24,31,Steve McNair pass incomplete intended for Travis Henry (defended by Mike Furrey),-0.300,-1.700
4,13:11,4,5,TEN 25,24,31,"Craig Hentrich punts 41 yards, returned by Shaun McDonald for -6 yards (tackle by Rich Gardner). Penalty on Cody Spencer: Ineligible Downfield Kic, 5 yards (no play)",-1.700,-2.030
4,13:01,4,10,TEN 20,24,31,"Craig Hentrich punts 41 yards, returned by Shaun McDonald for 1 yard (tackle by Rocky Boiman)",-2.030,-1.600
4,12:51,1,10,STL 40,24,31,Steven Jackson right tackle for 5 yards (tackle by Jared Clauss),1.600,1.730
4,12:13,2,5,STL 45,24,31,Marc Bulger pass complete to Kevin Curtis for 21 yards (tackle by Adam Jones),1.730,3.310
4,11:30,1,10,TEN 34,24,31,Steven Jackson left guard for 10 yards (tackle by Lamont Thompson and Kyle Vanden Bosch),3.310,3.970
4,10:41,1,10,TEN 24,24,31,"Marc Bulger for no gain. Marc Bulger fumbles, recovered by Peter Sirmon at TEN-30 and returned for 41 yards (tackle by Steven Jackson)",3.970,-3.640
,,,,,,,"STL challenged the ruling, and the play was upheld.",,
4,10:26,1,10,STL 29,24,31,"Chris Brown up the middle for -3 yards (tackle by Anthony Hargrove). Penalty on Jimmy Kennedy: Defensive Offside, 5 yards (no play)",3.640,4.370
4,10:06,1,5,STL 24,24,31,Steve McNair pass complete to Brandon Jones for 4 yards (tackle by Adam Archuleta),4.370,4.320
4,9:23,2,1,STL 20,24,31,Chris Brown up the middle for no gain (tackle by Ryan Pickett),4.320,3.600
4,8:39,3,1,STL 20,24,31,Chris Brown left tackle for 5 yards (tackle by Chris Claiborne),3.600,4.580
4,7:54,1,10,STL 15,24,31,Chris Brown left guard for no gain (tackle by Adam Archuleta),4.580,3.950
4,7:11,2,10,STL 15,24,31,"Steve McNair pass incomplete intended for Drew Bennett. Penalty on Benji Olson: Offensive Holding, 10 yards (no play)",3.950,2.670
4,7:02,2,20,STL 25,24,31,Steve McNair pass complete to Erron Kinney for 9 yards (tackle by Pisa Tinoisamoa),2.670,3.040
4,6:22,3,11,STL 16,24,31,Steve McNair sacked by Leonard Little for -5 yards,3.040,2.060
4,6:08,4,16,STL 21,27,31,Rob Bironas 39 yard field goal good,2.060,3.000
4,,,,TEN 30,27,31,"Rob Bironas kicks off 74 yards, touchback",0.000,0.280
4,6:02,1,10,STL 20,27,31,Steven Jackson left tackle for 6 yards (tackle by Randy Starks),0.280,0.540
4,5:25,2,4,STL 26,27,31,Marc Bulger pass complete to Kevin Curtis for 12 yards (tackle by Andre Woolfolk),0.540,1.470
4,4:43,1,10,STL 38,27,31,Steven Jackson left tackle for -1 yards (tackle by Antwan Odom),1.470,0.790
4,4:43,2,11,STL 37,27,31,Marc Bulger pass complete to Dane Looker for 12 yards (tackle by Michael Waddell),0.790,2.190
4,3:54,1,10,STL 49,27,31,Steven Jackson left end for -4 yards,2.190,1.110
4,3:12,,,,27,31,Timeout #2 by St. Louis Rams,0.000,1.110
4,3:12,2,14,STL 45,27,31,Marc Bulger pass complete to Marshall Faulk for 7 yards (tackle by Keith Bulluck),1.110,1.360
4,3:00,,,,27,31,Timeout #2 by Tennessee Titans,0.000,1.360
4,3:00,3,7,TEN 48,27,31,"Marc Bulger up the middle for 4 yards (tackle by Keith Bulluck). Marc Bulger fumbles (forced by Keith Bulluck), recovered by Alex Barron at TEN-46",1.360,0.200
4,2:29,,,,27,31,Timeout #3 by Tennessee Titans,0.000,0.200
4,2:29,4,5,TEN 46,27,31,"Reggie Hodges punts 46 yards, touchback. Penalty on Madison Hedgecock: Offensive Holding (Declined)",0.200,-0.280
4,2:19,1,10,TEN 20,27,31,Steve McNair pass complete to Chris Brown for 9 yards (tackle by Jerome Carter),0.280,0.950
4,2:12,2,1,TEN 29,27,31,"Penalty on Michael Roos: False Start, 5 yards (no play)",0.950,0.270
4,2:12,2,6,TEN 24,27,31,Steve McNair pass complete to Drew Bennett for 11 yards (tackle by Travis Fisher),0.270,1.270
4,2:00,1,10,TEN 35,27,31,Steve McNair pass incomplete intended for Brandon Jones,1.270,0.720
4,1:55,2,10,TEN 35,27,31,Steve McNair pass complete to Drew Bennett for 12 yards (tackle by DeJuan Groce),0.720,2.060
4,1:32,1,10,TEN 47,27,31,Steve McNair pass complete to Brandon Jones for 8 yards (tackle by Chris Johnson),2.060,2.600
4,1:11,2,2,STL 45,27,31,Steve McNair pass complete to Drew Bennett for 14 yards (tackle by Travis Fisher),2.600,3.510
4,0:48,1,10,STL 31,27,31,Steve McNair spiked the ball,3.510,2.970
4,0:47,2,10,STL 31,27,31,Steve McNair pass complete to Erron Kinney for 8 yards (tackle by Adam Archuleta),2.970,3.340
4,0:41,3,2,STL 23,27,31,"Penalty on Tyrone Calico: False Start, 5 yards (no play)",3.340,2.680
4,0:41,3,7,STL 28,27,31,Steve McNair pass incomplete intended for Brandon Jones,2.680,1.590
4,0:36,4,7,STL 28,27,31,Steve McNair pass incomplete intended for Drew Bennett,1.590,-0.810
4,0:29,1,10,STL 28,27,31,Marc Bulger kneels for -1 yards (tackle by Randy Starks),0.810,0.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
