Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA
2,12:37,3,15,MIN 44,3,3,"Rex Grossman pass incomplete intended for Bernard Berrian. Penalty on Desmond Clark: Unnecessary Roughness, 15 yards",1.090,-0.650
2,12:34,4,30,CHI 41,3,3,"Brad Maynard punts 49 yards, out of bounds",-0.650,0.380
2,12:26,1,10,MIN 10,3,3,Brad Johnson pass complete short left to Travis Taylor for 13 yards (tackle by Nathan Vasher and Hunter Hillenmeyer),-0.380,0.480
2,11:45,1,10,MIN 23,3,3,Chester Taylor left guard for 2 yards (tackle by Lance Briggs and Adewale Ogunleye),0.480,0.200
2,11:07,2,8,MIN 25,3,3,Chester Taylor middle for -1 yards (tackle by Hunter Hillenmeyer),0.200,-0.630
2,10:27,3,9,MIN 24,3,3,Brad Johnson pass complete short right to Travis Taylor for 4 yards (tackle by Ricky Manning and Tommie Harris),-0.630,-1.500
2,9:46,4,5,MIN 28,3,3,"Chris Kluwe punts 46 yards, returned by Devin Hester for 6 yards (tackle by Jason Glenn). Penalty on Charles Tillman: Unnecessary Roughness, 15 yards",-1.500,0.060
2,9:34,1,10,CHI 17,3,3,Rex Grossman pass incomplete short middle intended for Muhsin Muhammad (defended by Darren Sharper),-0.060,-0.580
2,9:29,2,10,CHI 17,3,3,Thomas Jones left guard for 4 yards (tackle by Pat Williams),-0.580,-0.750
2,8:54,3,6,CHI 21,3,3,Rex Grossman pass incomplete short right intended for Bernard Berrian,-0.750,-1.960
2,8:50,4,6,CHI 21,3,3,"Brad Maynard punts 52 yards, returned by Mewelde Moore for 8 yards (tackle by Cameron Worrell)",-1.960,-1.270
2,8:39,1,10,MIN 35,3,3,Chester Taylor middle for 4 yards (tackle by Mike Brown),1.270,1.260
2,8:02,2,6,MIN 39,3,3,Chester Taylor middle for -4 yards (tackle by Alex Brown),1.260,0.040
2,7:22,3,10,MIN 35,3,3,"Brad Johnson sacked by Alex Brown for -2 yards. Bethel Johnson fumbles, recovered by Bethel Johnson at MIN-30. Penalty on Alex Brown: Defensive Offside, 5 yards (no play)",0.040,0.700
2,7:02,3,5,MIN 40,3,3,Brad Johnson pass complete short left to Tony Richardson for 7 yards (tackle by Lance Briggs),0.700,2.060
2,6:19,1,10,MIN 47,3,3,Brad Johnson pass complete short left to Billy McMullen for 1 yard (tackle by Nathan Vasher),2.060,1.650
2,5:27,2,9,MIN 48,3,3,"Brad Johnson pass complete to Travis Taylor for 20 yards (tackle by Mike Brown). Travis Taylor fumbles (forced by Mike Brown), recovered by Mark Anderson at CHI-29 (tackle by Travis Taylor)",1.650,-0.870
2,5:17,1,10,CHI 29,3,3,Rex Grossman pass incomplete short left intended for Desmond Clark (defended by Ben Leber),0.870,0.330
2,5:11,2,10,CHI 29,3,3,"Penalty on Olin Kreutz: False Start, 5 yards (no play)",0.330,-0.350
2,5:11,2,15,CHI 24,3,3,Rex Grossman pass complete short left to Bernard Berrian for 12 yards,-0.350,0.560
2,4:44,3,3,CHI 36,3,3,Rex Grossman pass incomplete deep middle intended for Bernard Berrian is intercepted by Dwight Smith at MIN-38 and returned for 30 yards,0.560,-3.450
2,4:32,1,10,CHI 32,3,3,Brad Johnson pass complete short right to Chester Taylor for 5 yards (tackle by Adewale Ogunleye),3.450,3.580
2,3:52,2,5,CHI 27,3,3,Chester Taylor middle for 4 yards (tackle by Alex Brown),3.580,3.400
2,3:13,3,1,CHI 23,3,3,"Chester Taylor right guard for 1 yard. Penalty on Artis Hicks: Offensive Holding, 10 yards (no play)",3.400,2.080
2,2:49,3,11,CHI 33,3,3,"Mewelde Moore right tackle for 10 yards (tackle by Alex Brown). Penalty on Alex Brown: Unnecessary Roughness, 12 yards",2.080,4.840
2,2:23,1,10,CHI 11,3,3,Chester Taylor left end for no gain (tackle by Mark Anderson and Adewale Ogunleye),4.840,4.140
2,2:00,2,10,CHI 11,3,3,Brad Johnson pass complete short right to Jim Kleinsasser for 3 yards (tackle by Mike Brown),4.140,3.760
2,1:18,3,7,CHI 8,3,3,Brad Johnson pass incomplete intended for Travis Taylor,3.760,2.960
2,1:12,4,7,CHI 8,3,6,Ryan Longwell 26 yard field goal good,2.960,3.000
2,1:08,,,MIN 30,3,6,"Ryan Longwell kicks off 65 yards, returned by Devin Hester for 13 yards (tackle by Artose Pinner)",0.000,0.040
2,1:04,1,10,CHI 18,3,6,Rex Grossman pass complete deep middle to Bernard Berrian for 21 yards (tackle by Antoine Winfield),0.040,1.530
2,0:40,1,10,CHI 39,3,6,Rex Grossman pass incomplete short right intended for Desmond Clark,1.530,0.990
2,0:37,2,10,CHI 39,3,6,"Rex Grossman pass incomplete intended for Rashied Davis. Penalty on Fred Smoot: Defensive Pass Interfere, 17 yards (no play)",0.990,2.650
2,0:29,1,10,MIN 44,3,6,Rex Grossman pass complete short right to Muhsin Muhammad for 2 yards (tackle by Napoleon Harris),2.650,2.380
2,0:29,,,,3,6,Timeout #3 by Chicago Bears,0.000,2.380
2,0:22,2,8,MIN 42,3,6,Rex Grossman pass incomplete short right intended for Muhsin Muhammad,2.380,1.690
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
2,0:17,3,8,MIN 42,3,6,"Penalty on Bernard Berrian: False Start, 5 yards (no play)",1.690,1.030
2,0:17,3,13,MIN 47,3,6,Rex Grossman pass complete deep right to Muhsin Muhammad for 24 yards (tackle by Antoine Winfield),1.030,0.870
Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 30,3,6,"Ryan Longwell kicks off 70 yards, returned by Rashied Davis for 28 yards (tackle by Ronyell Whitaker)",0.000,0.810
3,14:54,1,10,CHI 28,3,6,Thomas Jones left end for -1 yards (tackle by Ben Leber),0.810,0.130
3,14:34,2,11,CHI 27,3,6,Rex Grossman pass complete deep right to Muhsin Muhammad for 22 yards (tackle by Antoine Winfield). Penalty on Heath Farwell: Defensive Holding (Declined),0.130,2.190
3,14:09,1,10,CHI 49,3,6,Rex Grossman pass complete short right to Thomas Jones for 8 yards (tackle by Darren Sharper),2.190,2.730
3,13:38,2,2,MIN 43,3,6,"Rex Grossman pass complete short left to Muhsin Muhammad for 2 yards (tackle by Fred Smoot). Penalty on Dwight Smith: Unnecessary Roughness, 15 yards",2.730,3.840
3,13:09,1,10,MIN 26,3,6,Rex Grossman pass complete short left to Desmond Clark for 17 yards (tackle by Fred Smoot),3.840,5.140
3,12:29,1,9,MIN 9,3,6,Thomas Jones left guard for no gain (tackle by Pat Williams),5.140,4.380
3,11:53,2,9,MIN 9,3,6,Rex Grossman pass incomplete intended for Jason McKie (defended by Dwight Smith),4.380,3.360
,,,,,,,"CHI challenged the ruling, and the play was upheld.",,
3,11:34,3,9,MIN 9,3,6,Rex Grossman pass complete short right to Rashied Davis for 3 yards (tackle by Antoine Winfield),3.360,2.990
3,10:55,4,6,MIN 6,6,6,Robbie Gould 24 yard field goal good,2.990,3.000
3,10:53,,,CHI 30,6,6,"Robbie Gould kicks off 68 yards, returned by Artose Pinner for 18 yards (tackle by Ricky Manning). Penalty on Adrian Peterson: Offside on Free Kick (Offsetting), Penalty on Will Hunter: Illegal Block Above the (Offsetting) (no play)",0.000,0.000
3,10:53,,,CHI 30,6,6,"Robbie Gould kicks off 69 yards, returned by Artose Pinner for 18 yards (tackle by Todd Johnson)",0.000,0.150
3,10:42,1,10,MIN 19,6,6,Chester Taylor right guard for 7 yards (tackle by Ian Scott and Mike Brown),0.150,0.610
3,10:04,2,3,MIN 26,6,6,"Brad Johnson pass complete deep left to Troy Williamson for 36 yards. Penalty on Troy Williamson: Offensive Pass Interfere, 10 yards (no play)",0.610,-0.870
3,9:35,2,13,MIN 16,6,6,Brad Johnson pass complete short right to Chester Taylor for 5 yards (tackle by Adewale Ogunleye),-0.870,-0.810
3,8:48,3,8,MIN 21,6,6,Brad Johnson pass incomplete short right intended for Mewelde Moore,-0.810,-1.960
3,8:43,4,8,MIN 21,6,6,"Chris Kluwe punts 41 yards, returned by Devin Hester for 1 yard (tackle by E.J. Henderson)",-1.960,-1.530
3,8:32,1,10,CHI 39,6,6,Thomas Jones left guard for 8 yards (tackle by Antoine Winfield),1.530,2.070
3,7:59,2,2,CHI 47,6,6,"Penalty on Olin Kreutz: False Start, 5 yards (no play)",2.070,1.390
3,7:41,2,7,CHI 42,6,6,Thomas Jones middle for 5 yards (tackle by Pat Williams),1.390,1.360
3,6:59,3,2,CHI 47,6,6,Rex Grossman pass complete short right to Bernard Berrian for 5 yards (tackle by Antoine Winfield),1.360,2.390
3,6:24,1,10,MIN 48,6,6,Thomas Jones left guard for 17 yards (tackle by Greg Blue and Heath Farwell),2.390,3.510
3,5:44,1,10,MIN 31,6,6,"Penalty on Kevin Williams: Neutral Zone Infraction, 5 yards (no play)",3.510,4.240
3,5:34,1,5,MIN 26,6,6,Thomas Jones middle for 6 yards (tackle by Napoleon Harris and Ben Leber),4.240,4.240
3,4:58,1,10,MIN 20,6,6,"Penalty on Pat Williams: Encroachment, 5 yards (no play)",4.240,5.190
3,4:41,1,5,MIN 15,6,6,Thomas Jones middle for 3 yards (tackle by Fred Smoot),5.190,5.040
3,4:10,2,2,MIN 12,6,6,Thomas Jones left guard for -1 yards (tackle by Kenechi Udeze),5.040,4.100
3,3:27,3,3,MIN 13,6,6,Rex Grossman pass incomplete short right intended for Rashied Davis,4.100,2.670
3,3:22,4,3,MIN 13,9,6,Robbie Gould 31 yard field goal good,2.670,3.000
3,3:18,,,CHI 30,9,6,"Robbie Gould kicks off 67 yards, returned by Artose Pinner for 16 yards (tackle by Leon Joe)",0.000,0.150
3,3:13,1,10,MIN 19,9,6,Brad Johnson pass complete short middle to Jermaine Wiggins for 9 yards (tackle by Hunter Hillenmeyer and Brian Urlacher),0.150,0.880
3,2:31,2,1,MIN 28,9,6,Brad Johnson pass complete short left to Troy Williamson for 10 yards (tackle by Nathan Vasher),0.880,1.470
3,1:48,1,10,MIN 38,9,6,Chester Taylor right guard for 7 yards (tackle by Brian Urlacher),1.470,1.870
3,1:09,2,3,MIN 45,9,6,Chester Taylor left guard for 1 yard (tackle by Alfonso Boone and Adewale Ogunleye),1.870,1.290
3,0:26,3,2,MIN 46,9,6,Brad Johnson sacked by Tommie Harris for -5 yards,1.290,-0.650
3,0:02,4,7,MIN 41,9,6,"Chris Kluwe punts 52 yards, returned by Devin Hester for 5 yards (tackle by Cullen Loeffler)",-0.650,0.350
Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CHI 12,9,12,"Rex Grossman pass incomplete short right intended for Thomas Jones is intercepted by Antoine Winfield at CHI-7 and returned for 7 yards, touchdown. Penalty on Ruben Brown: Offensive Holding (Declined)",-0.350,-7.000
4,,,,CHI 2,9,13,Ryan Longwell kicks extra point good,0.000,0.000
4,14:53,,,MIN 30,9,13,"Ryan Longwell kicks off 73 yards, returned by Rashied Davis for 29 yards (tackle by Greg Blue)",0.000,0.670
4,14:47,,,,9,13,Timeout #1 by Minnesota Vikings,0.000,0.670
4,14:47,1,10,CHI 26,9,13,Rex Grossman pass incomplete intended for Thomas Jones,0.670,0.130
4,14:42,2,10,CHI 26,9,13,Rex Grossman pass incomplete intended for Muhsin Muhammad,0.130,-0.560
4,14:38,3,10,CHI 26,9,13,Rex Grossman pass complete deep left to Bernard Berrian for 14 yards (tackle by Dwight Smith),-0.560,1.600
4,14:04,1,10,CHI 40,9,13,Thomas Jones middle for 1 yard (tackle by Dwight Smith),1.600,1.190
4,13:29,2,9,CHI 41,9,13,Rex Grossman pass complete deep right to Muhsin Muhammad for 16 yards (tackle by Antoine Winfield),1.190,2.720
4,12:47,1,10,MIN 43,9,13,Rex Grossman pass complete short right to Muhsin Muhammad for 15 yards (tackle by Fred Smoot),2.720,3.710
4,12:02,1,10,MIN 28,9,13,Thomas Jones for 1 yard,3.710,3.300
4,11:27,2,9,MIN 27,9,13,Rex Grossman sacked by Darrion Scott for -4 yards,3.300,2.080
4,10:48,3,13,MIN 31,9,13,Rex Grossman pass incomplete deep right intended for Muhsin Muhammad,2.080,1.320
4,10:42,4,13,MIN 31,12,13,Robbie Gould 49 yard field goal good,1.320,3.000
4,10:37,,,CHI 30,12,13,"Robbie Gould kicks off 62 yards, returned by Artose Pinner for 18 yards (tackle by Cameron Worrell)",0.000,0.670
4,10:33,1,10,MIN 26,12,13,Brad Johnson pass incomplete intended for Troy Williamson,0.670,0.130
4,10:30,2,10,MIN 26,12,13,Brad Johnson pass incomplete intended for Troy Williamson,0.130,-0.560
4,10:24,3,10,MIN 26,12,13,Brad Johnson pass complete short left to Billy McMullen for 20 yards (tackle by Ricky Manning),-0.560,1.990
4,9:50,1,10,MIN 46,12,13,Chester Taylor middle for 24 yards (tackle by Danieal Manning),1.990,3.580
4,9:05,1,10,CHI 30,12,13,Chester Taylor right guard for 2 yards (tackle by Hunter Hillenmeyer),3.580,3.300
4,8:20,2,8,CHI 28,12,13,Brad Johnson pass complete short right to Travis Taylor for 5 yards (tackle by Charles Tillman),3.300,3.270
4,7:36,3,3,CHI 23,12,13,Brad Johnson pass incomplete intended for Jim Kleinsasser,3.270,2.030
4,7:31,4,3,CHI 23,12,16,Ryan Longwell 41 yard field goal good,2.030,3.000
4,7:27,,,MIN 30,12,16,"Ryan Longwell kicks off 73 yards, returned by Rashied Davis for 24 yards (tackle by Cedric Griffin)",0.000,0.340
4,7:22,1,10,CHI 21,12,16,Rex Grossman pass complete short right to Bernard Berrian for 9 yards (tackle by Antoine Winfield),0.340,1.020
4,6:49,2,1,CHI 30,12,16,Thomas Jones middle for -1 yards (tackle by Napoleon Harris and E.J. Henderson),1.020,0.170
4,6:12,3,2,CHI 29,12,16,Rex Grossman pass incomplete short left intended for Bernard Berrian,0.170,-1.440
4,6:08,4,2,CHI 29,12,16,"Brad Maynard punts 51 yards, returned by Mewelde Moore for 8 yards (tackle by Todd Johnson)",-1.440,-0.810
4,5:58,1,10,MIN 28,12,16,Chester Taylor left guard for 3 yards (tackle by Adewale Ogunleye),0.810,0.670
4,5:14,2,7,MIN 31,12,16,Chester Taylor right end for 2 yards (tackle by Lance Briggs),0.670,0.230
4,4:29,3,5,MIN 33,12,16,Mewelde Moore middle for 8 yards (tackle by Danieal Manning),0.230,1.660
4,3:41,1,10,MIN 41,12,16,Chester Taylor left tackle for 2 yards (tackle by Ian Scott and Brian Urlacher),1.660,1.390
4,3:35,,,,12,16,Timeout #2 by Chicago Bears,0.000,1.390
4,3:35,2,8,MIN 43,12,16,Brad Johnson pass incomplete short left intended for Troy Williamson,1.390,0.700
4,3:31,3,8,MIN 43,12,16,"Bethel Johnson for no gain. Bethel Johnson fumbles, recovered by Adewale Ogunleye at MIN-37",0.700,-3.120
4,3:25,1,10,MIN 37,12,16,Rex Grossman pass incomplete intended for Bernard Berrian,3.120,2.570
4,3:18,2,10,MIN 37,12,16,Thomas Jones middle for 2 yards (tackle by Pat Williams),2.570,2.150
4,2:34,3,8,MIN 35,12,16,Rex Grossman pass complete to Muhsin Muhammad for 11 yards (tackle by Fred Smoot),2.150,3.970
4,2:05,1,10,MIN 24,12,16,Rex Grossman pass complete short left to Thomas Jones for no gain,3.970,3.430
4,1:58,2,10,MIN 24,18,16,"Rex Grossman pass complete deep middle to Rashied Davis for 24 yards, touchdown",3.430,7.000
4,1:58,,,MIN 2,19,16,Robbie Gould kicks extra point good,0.000,0.000
4,1:53,,,CHI 30,19,16,"Robbie Gould kicks off 63 yards, returned by Troy Williamson for 31 yards (tackle by Adrian Peterson)",0.000,1.470
4,1:45,1,10,MIN 38,19,16,Brad Johnson pass complete short right to Mewelde Moore for 3 yards (tackle by Charles Tillman and Brian Urlacher),1.470,1.330
4,1:22,2,7,MIN 41,19,16,Brad Johnson pass incomplete short left intended for Troy Williamson,1.330,0.630
4,1:18,3,7,MIN 41,19,16,Mewelde Moore right guard for 5 yards (tackle by Adewale Ogunleye and Lance Briggs),0.630,-0.320
4,1:10,,,,19,16,Timeout #2 by Minnesota Vikings,0.000,-0.320
4,1:10,4,2,MIN 46,19,16,Brad Johnson pass incomplete intended for Troy Williamson,-0.320,-2.520
4,1:05,1,10,MIN 46,19,16,Rex Grossman kneels for -1 yards,2.520,1.840
4,1:01,,,,19,16,Timeout #3 by Minnesota Vikings,0.000,1.840
4,1:01,2,11,MIN 47,19,16,Rex Grossman kneels for -1 yards,1.840,1.030
4,0:31,3,12,MIN 48,19,16,Rex Grossman kneels for -1 yards,1.030,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
