Quarter,Time,Down,ToGo,Location,NYG,TAM,Detail,EPB,EPA
2,11:25,,,TAM 4,17,6,Josh Brown kicks extra point good,0.000,0.000
2,11:25,,,NYG 35,17,6,"Josh Brown kicks off 69 yards, returned by Bobby Rainey for 46 yards (tackle by Josh Brown). Penalty on Orie Lemon: Offensive Holding, 10 yards",0.000,0.380
2,11:11,1,10,TAM 10,17,6,Jameis Winston pass complete short left to Mike Evans for 9 yards (tackle by Dominique Rodgers-Cromartie),-0.380,0.240
2,10:42,2,1,TAM 19,17,6,Charles Sims right guard for no gain (tackle by Kerry Wynn and Jasper Brinkley),0.240,0.240
2,9:56,2,1,TAM 19,17,6,Timeout #1 by Tampa Bay Buccaneers,0.240,-0.370
2,9:56,3,1,TAM 19,17,6,Charles Sims right guard for 1 yard (tackle by Devon Kennard and Mark Herzlich),-0.370,0.280
2,9:17,1,10,TAM 20,17,6,Jameis Winston pass complete short left to Mike Evans for 4 yards (tackle by Cullen Jenkins),0.280,0.270
2,8:38,2,6,TAM 24,17,6,Jameis Winston pass complete deep left to Adam Humphries for 16 yards (tackle by Landon Collins),0.270,1.600
2,8:18,1,10,TAM 40,17,6,"Charles Sims right tackle for 1 yard (tackle by Devon Kennard and Jay Bromley). Penalty on Brandon Meriweather: Unnecessary Roughness, 15 yards",1.600,2.650
2,8:05,1,10,NYG 44,17,6,Jameis Winston pass complete short right to Adam Humphries for 11 yards (tackle by Craig Dahl),2.650,3.380
2,7:34,1,10,NYG 33,17,6,Jameis Winston pass incomplete short middle intended for Mike Evans,3.380,2.840
2,7:29,2,10,NYG 33,17,6,Charles Sims right tackle for 8 yards (tackle by Craig Dahl),2.840,3.200
2,7:10,3,2,NYG 25,17,6,Jameis Winston pass incomplete short right intended for Mike Evans,3.200,1.930
2,7:03,4,2,NYG 25,17,6,Connor Barth 43 yard field goal no good,1.930,-1.140
2,6:58,1,10,NYG 33,17,6,Rashad Jennings right guard for 6 yards (tackle by Alterraun Verner and William Gholston),1.140,1.400
2,6:21,2,4,NYG 39,17,6,Rashad Jennings right guard for 5 yards (tackle by Kwon Alexander and William Gholston),1.400,1.860
2,5:44,1,10,NYG 44,17,6,Eli Manning pass complete short left to Rueben Randle for 13 yards (tackle by Alterraun Verner and Jude Adjei-Barimah),1.860,2.720
2,5:11,1,10,TAM 43,17,6,Rashad Jennings left guard for 2 yards (tackle by Lavonte David and George Johnson),2.720,2.450
2,4:38,2,8,TAM 41,17,6,Eli Manning pass complete short left to Rashad Jennings for -1 yards (tackle by Jude Adjei-Barimah),2.450,2.450
2,3:51,2,8,TAM 41,17,6,Timeout #1 by New York Giants,2.450,1.620
2,3:51,3,9,TAM 42,17,6,Eli Manning pass complete short middle to Shane Vereen for 7 yards (tackle by Kwon Alexander and Lavonte David),1.620,1.620
2,3:05,3,9,TAM 42,17,6,Timeout #2 by Tampa Bay Buccaneers,1.620,0.990
2,3:05,4,2,TAM 35,17,6,Eli Manning pass incomplete short middle intended for Odell Beckham (defended by Henry Melton),0.990,-1.270
2,3:02,1,10,TAM 35,17,6,Jameis Winston pass complete short left to Mike Evans for 25 yards,1.270,2.920
2,2:40,1,10,NYG 40,17,6,"Penalty on Jason Pierre-Paul: Neutral Zone Infraction, 5 yards (no play)",2.920,3.650
2,2:24,1,5,NYG 35,17,6,Jameis Winston pass complete short middle to Adam Humphries for 5 yards (tackle by Jonathan Casillas),3.650,3.580
2,2:00,1,10,NYG 30,17,6,Jameis Winston right end for 12 yards (tackle by Damontre Moore),3.580,4.370
2,1:36,1,10,NYG 18,17,6,"Jameis Winston pass incomplete short right intended for Mike Evans. Penalty on Damontre Moore: Roughing the Passer, 9 yards (no play)",4.370,5.140
2,1:31,1,9,NYG 9,17,6,Jameis Winston pass complete short right to Donteea Dye for 4 yards (tackle by Jonathan Casillas),5.140,5.150
2,1:04,2,5,NYG 5,17,6,Jameis Winston pass incomplete short right intended for Donteea Dye (defended by Jayron Hosley),5.150,4.260
2,0:59,3,5,NYG 5,17,6,Jameis Winston middle for 2 yards (tackle by Brandon Meriweather),4.260,4.260
2,0:10,3,5,NYG 5,17,6,Timeout #3 by Tampa Bay Buccaneers,4.260,3.040
2,0:10,4,3,NYG 3,17,9,Connor Barth 21 yard field goal good,3.040,3.000
2,0:10,,,TAM 35,17,9,"Connor Barth kicks off 65 yards, touchback",0.000,-0.280
2,0:06,1,10,NYG 20,17,9,Eli Manning kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,NYG,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,17,9,"Josh Brown kicks off 69 yards, returned by Bobby Rainey for 26 yards (tackle by Craig Dahl)",0.000,-0.410
3,14:54,1,10,TAM 22,17,9,Doug Martin right guard for 5 yards (tackle by Jasper Brinkley),0.410,0.540
3,14:20,2,5,TAM 27,17,9,Jameis Winston pass complete short left to Doug Martin for 2 yards (tackle by Jason Pierre-Paul),0.540,0.100
3,13:40,3,3,TAM 29,17,9,Jameis Winston pass complete short middle to Mike Evans for 9 yards (tackle by Dominique Rodgers-Cromartie),0.100,1.470
3,13:14,1,10,TAM 38,17,9,Charles Sims left tackle for 7 yards (tackle by Jasper Brinkley),1.470,1.870
3,12:44,2,3,TAM 45,17,9,"Charles Sims right end for -1 yards (tackle by Jasper Brinkley). Charles Sims fumbles (forced by Jasper Brinkley), recovered by Trevin Wade at TAM-24 (tackle by Adam Humphries). Penalty on Cameron Brate: Offensive Holding (Declined)",1.870,-3.970
3,12:32,1,10,TAM 24,17,9,Eli Manning pass incomplete short middle intended for Odell Beckham,3.970,3.430
3,12:28,2,10,TAM 24,17,9,Rashad Jennings right tackle for 7 yards (tackle by Bruce Carter and Keith Tandy),3.430,3.750
3,11:58,3,3,TAM 17,17,9,Eli Manning pass incomplete short right intended for Odell Beckham (defended by Sterling Moore),3.750,2.410
3,11:53,4,3,TAM 17,20,9,Josh Brown 35 yard field goal good,2.410,3.000
3,11:53,,,NYG 35,20,9,"Josh Brown kicks off 70 yards, returned by Bobby Rainey for 22 yards (tackle by Geremy Davis)",0.000,0.060
3,11:43,1,10,TAM 17,20,9,Doug Martin right tackle for 5 yards (tackle by Jonathan Casillas and Landon Collins),-0.060,0.210
3,11:08,2,5,TAM 22,20,9,"Jameis Winston pass complete short left to Jorvorskie Lane for 4 yards (tackle by Devon Kennard and Jasper Brinkley). Penalty on Logan Mankins: Offensive Holding, 10 yards (no play)",0.210,-1.150
3,10:40,2,15,TAM 12,20,9,Jameis Winston pass complete short right to Doug Martin for 10 yards (tackle by Landon Collins and Devon Kennard),-1.150,-0.620
3,10:11,3,5,TAM 22,20,9,Jameis Winston pass complete short left to Adam Humphries for 16 yards (tackle by Trumaine McBride),-0.620,1.470
3,9:44,1,10,TAM 38,20,9,Jameis Winston pass incomplete short right intended for Mike Evans,1.470,0.920
3,9:36,2,10,TAM 38,20,9,Doug Martin right guard for 3 yards (tackle by Robert Ayers and Brandon Meriweather),0.920,0.630
3,8:55,3,7,TAM 41,20,9,Jameis Winston pass complete deep right to Cameron Brate for 17 yards,0.630,2.790
3,8:43,1,10,NYG 42,20,9,Doug Martin middle for 4 yards (tackle by Jay Bromley),2.790,2.780
3,8:07,2,6,NYG 38,20,9,Jameis Winston pass complete short right to Mike Evans for 4 yards (tackle by Dominique Rodgers-Cromartie),2.780,2.610
3,7:27,3,2,NYG 34,20,9,Jameis Winston pass incomplete short right intended for Doug Martin,2.610,1.100
3,7:20,4,2,NYG 34,20,12,Connor Barth 53 yard field goal good,1.100,3.000
3,7:20,,,TAM 35,20,12,"Connor Barth kicks off 71 yards, returned by Dwayne Harris for 26 yards (tackle by Bruce Carter)",0.000,-0.280
3,7:10,1,10,NYG 20,20,12,Rashad Jennings left end for -3 yards (tackle by Kwon Alexander),0.280,-0.790
3,6:35,2,13,NYG 17,20,12,Eli Manning pass complete short right to Odell Beckham for 10 yards (tackle by Kwon Alexander),-0.790,-0.030
3,5:48,3,3,NYG 27,20,12,Eli Manning pass complete short right to Will Tye for 15 yards (tackle by Chris Conte),-0.030,1.730
3,5:25,1,10,NYG 42,20,12,Eli Manning pass incomplete short right intended for Odell Beckham (defended by Sterling Moore),1.730,1.190
3,5:20,2,10,NYG 42,20,12,Rashad Jennings left tackle for 3 yards (tackle by Chris Conte and Kwon Alexander),1.190,0.890
3,4:46,3,7,NYG 45,20,12,Eli Manning pass complete short middle to Odell Beckham for 8 yards (tackle by Alterraun Verner and Lavonte David),0.890,2.460
3,4:12,1,10,TAM 47,20,12,Shane Vereen left tackle for 1 yard (tackle by William Gholston),2.460,2.050
3,3:35,2,9,TAM 46,20,12,Eli Manning pass incomplete short left intended for Dwayne Harris,2.050,1.350
3,3:29,3,9,TAM 46,20,12,Eli Manning pass complete short left to Odell Beckham for 12 yards (tackle by Alterraun Verner),1.350,1.350
3,2:57,3,9,TAM 46,20,12,Timeout #1 by Tampa Bay Buccaneers,1.350,3.310
3,2:57,1,10,TAM 34,20,12,Eli Manning pass incomplete short right intended for Will Tye,3.310,2.770
3,2:53,2,10,TAM 34,20,12,Rashad Jennings left tackle for 1 yard (tackle by Keith Tandy),2.770,2.210
3,2:10,3,9,TAM 33,20,12,Eli Manning pass incomplete short middle intended for Odell Beckham is intercepted by Alterraun Verner at TAM-27 and returned for 16 yards,2.210,-1.800
3,2:02,1,10,TAM 43,20,12,Jameis Winston pass complete short right to Jorvorskie Lane for 5 yards (tackle by Jonathan Casillas),1.800,1.930
3,1:32,2,5,TAM 48,20,12,Doug Martin left tackle for 5 yards (tackle by Jasper Brinkley),1.930,2.460
3,0:52,1,10,NYG 47,20,12,Jameis Winston pass incomplete deep left intended for Mike Evans,2.460,2.460
3,0:45,1,10,NYG 47,20,12,Timeout #1 by New York Giants,2.460,1.910
3,0:45,2,10,NYG 47,20,12,Jameis Winston pass incomplete short middle intended for Mike Evans (defended by Landon Collins),1.910,1.220
3,0:38,3,10,NYG 47,20,12,Jameis Winston pass incomplete short right intended for Mike Evans,1.220,0.130
3,0:31,4,10,NYG 47,20,12,"Jake Schum punts 36 yards, fair catch by Dwayne Harris",0.130,0.370
3,0:24,1,10,NYG 11,20,12,Orleans Darkwa middle for 4 yards (tackle by Danny Lansanah and William Gholston),-0.370,-0.430
Quarter,Time,Down,ToGo,Location,NYG,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,NYG 15,20,12,"Penalty on Gerald McCoy: Neutral Zone Infraction, 5 yards (no play)",-0.430,0.360
4,15:00,2,1,NYG 20,20,12,Orleans Darkwa right guard for 1 yard (tackle by William Gholston),0.360,0.340
4,14:12,1,10,NYG 21,20,12,Orleans Darkwa right guard for 1 yard (tackle by William Gholston),0.340,-0.070
4,13:31,2,9,NYG 22,20,12,Eli Manning pass complete short left to Will Tye for 4 yards (tackle by Lavonte David),-0.070,-0.230
4,12:51,3,5,NYG 26,20,12,Eli Manning pass complete short right to Odell Beckham for 3 yards (tackle by Sterling Moore),-0.230,-1.440
4,12:02,4,2,NYG 29,20,12,"Penalty on Brad Wing: Delay of Game, 5 yards (no play)",-1.440,-1.770
4,11:51,4,7,NYG 24,20,12,"Brad Wing punts 64 yards, muffed catch by Bobby Rainey, recovered by Bobby Rainey and returned for 1 yard (tackle by Craig Dahl)",-1.770,0.320
4,11:36,1,10,TAM 13,20,12,Charles Sims left guard for 59 yards (tackle by Trevin Wade),-0.320,3.710
4,10:57,1,10,NYG 28,20,12,Jameis Winston pass complete deep middle to Mike Evans for 18 yards (tackle by Landon Collins),3.710,4.910
4,10:17,1,10,NYG 10,20,12,Doug Martin left tackle for no gain (tackle by Jay Bromley),4.910,4.190
4,9:40,2,10,NYG 10,20,12,Jameis Winston pass incomplete short right intended for Donteea Dye,4.190,3.130
4,9:35,3,10,NYG 10,20,18,"Jameis Winston right end for 10 yards, touchdown",3.130,7.000
4,9:35,3,,NYG 10,20,18,"Two Point Attempt: Jameis Winston pass incomplete intended for Russell Shepard, conversion fails",3.130,-1.000
4,9:35,,,TAM 35,20,18,"Connor Barth kicks off 69 yards, returned by Dwayne Harris for 28 yards (tackle by Orie Lemon)",0.000,-0.540
4,9:18,1,10,NYG 24,20,18,"Eli Manning pass complete short right to Odell Beckham for 24 yards (tackle by Sterling Moore). Odell Beckham fumbles (forced by Sterling Moore), ball out of bounds at NYG-48",0.540,2.130
4,9:03,1,10,NYG 48,20,18,Andre Williams middle for 11 yards (tackle by Chris Conte),2.130,2.850
4,8:30,1,10,TAM 41,20,18,Eli Manning pass complete short right to Jerome Cunningham for 4 yards (tackle by Keith Tandy),2.850,2.850
4,8:05,2,6,TAM 37,20,18,Andre Williams right guard for 3 yards (tackle by George Johnson and Kwon Alexander),2.850,2.540
4,7:30,3,3,TAM 34,20,18,Eli Manning pass incomplete deep left intended for Odell Beckham,2.540,1.090
4,7:24,4,3,TAM 34,23,18,Josh Brown 53 yard field goal good,1.090,3.000
4,7:24,,,NYG 35,23,18,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
4,7:18,1,10,TAM 20,23,18,Jameis Winston pass incomplete deep middle intended for Donteea Dye,0.280,-0.270
4,7:11,2,10,TAM 20,23,18,Bobby Rainey right guard for 3 yards (tackle by Devon Kennard),-0.270,-0.560
4,6:34,3,7,TAM 23,23,18,Jameis Winston pass complete short middle to Mike Evans for 18 yards (tackle by Trevin Wade). Penalty on Trevin Wade: Defensive Holding (Declined),-0.560,1.660
4,6:23,1,10,TAM 41,23,18,Jameis Winston pass complete short right to Adam Humphries for 7 yards (tackle by Devon Kennard),1.660,2.070
4,6:00,2,3,TAM 48,23,18,Charles Sims middle for 3 yards (tackle by Landon Collins and Devon Kennard),2.070,2.320
4,5:25,1,10,NYG 49,23,18,Jameis Winston pass incomplete deep right intended for Charles Sims,2.320,2.320
4,5:19,1,10,NYG 49,23,18,Timeout #2 by Tampa Bay Buccaneers,2.320,1.780
4,5:19,2,10,NYG 49,23,18,Jameis Winston pass incomplete short right intended for Mike Evans,1.780,1.090
4,5:12,3,10,NYG 49,23,18,Jameis Winston pass incomplete short right intended for Mike Evans,1.090,0.000
4,5:07,4,10,NYG 49,23,18,"Jake Schum punts 49 yards, touchback",0.000,-0.280
4,4:57,1,10,NYG 20,23,18,Rashad Jennings middle for 4 yards (tackle by Akeem Spence),0.280,0.270
4,4:20,2,6,NYG 24,23,18,Eli Manning pass incomplete deep right intended for Dwayne Harris,0.270,-0.430
4,4:14,3,6,NYG 24,23,18,Eli Manning pass complete short left to Odell Beckham for 9 yards (tackle by Sterling Moore),-0.430,1.140
4,3:29,1,10,NYG 33,23,18,"Shane Vereen right guard for 3 yards (tackle by Lavonte David). Penalty on Akeem Spence: Unnecessary Roughness, 15 yards",1.140,2.320
4,3:21,1,10,TAM 49,23,18,Rashad Jennings left guard for 9 yards (tackle by Keith Tandy),2.320,2.320
4,3:21,1,10,TAM 49,23,18,Timeout #3 by Tampa Bay Buccaneers,2.320,3.000
4,3:10,2,1,TAM 40,23,18,Rashad Jennings left guard for 7 yards (tackle by Keith Tandy),3.000,3.380
4,2:26,1,10,TAM 33,23,18,Rashad Jennings left guard for no gain (tackle by Lavonte David),3.380,2.840
4,2:00,2,10,TAM 33,23,18,Rashad Jennings right guard for 8 yards (tackle by Kwon Alexander and Chris Conte),2.840,2.840
4,1:11,2,10,TAM 33,23,18,Timeout #2 by New York Giants,2.840,3.200
4,1:11,3,2,TAM 25,23,18,Rashad Jennings middle for -1 yards (tackle by Danny Lansanah),3.200,3.200
4,0:28,3,2,TAM 25,23,18,Timeout #3 by New York Giants,3.200,1.840
4,0:28,4,3,TAM 26,26,18,Josh Brown 44 yard field goal good,1.840,3.000
4,0:28,,,NYG 35,26,18,"Josh Brown kicks off 68 yards, returned by Bobby Rainey for 15 yards (tackle by Tramain Jacobs). Penalty on Bruce Carter: Illegal Block Above the Waist, 6 yards",0.000,0.380
4,0:18,1,10,TAM 6,26,18,Jameis Winston pass incomplete short left intended for Mike Evans,-0.380,-0.780
4,0:13,2,10,TAM 6,32,18,"Jameis Winston pass complete short right to Charles Sims for 4 yards, lateral to Mike Evans for -5 yards. Mike Evans fumbles, recovered by Trevin Wade at TAM-5 and returned for 5 yards, touchdown",-0.780,-7.000
4,0:00,2,,TAM 6,32,18,"Two Point Attempt: Josh Brown kneels, conversion fails",0.000,-1.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
