Quarter,Time,Down,ToGo,Location,MIA,PIT,Detail,EPB,EPA
1,8:13,1,10,MIA 46,0,0,Ben Roethlisberger pass complete short middle to Heath Miller for 22 yards (tackle by Chris Clemons),2.520,3.970
1,7:34,1,10,MIA 24,0,0,Le'Veon Bell right guard for 6 yards (tackle by Chris Clemons),3.970,4.290
1,7:01,2,4,MIA 18,0,0,Le'Veon Bell left guard for -2 yards (tackle by Reshad Jones and Koa Misi),4.290,3.270
1,6:24,3,6,MIA 20,0,0,Ben Roethlisberger pass complete short right to Le'Veon Bell for 9 yards (tackle by Reshad Jones),3.270,4.840
1,5:41,1,10,MIA 11,0,0,Le'Veon Bell up the middle for no gain (tackle by Jimmy Wilson),4.840,4.140
1,5:13,2,10,MIA 11,0,0,Le'Veon Bell right tackle for 6 yards (tackle by Dimitri Patterson and Chris Clemons),4.140,4.440
1,4:25,3,4,MIA 5,0,6,"Ben Roethlisberger pass complete short left to Emmanuel Sanders for 5 yards, touchdown",4.440,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
1,4:25,,,MIA 2,0,7,Shaun Suisham kicks extra point good,0.000,0.000
1,4:25,,,PIT 35,0,7,"Shaun Suisham kicks off 59 yards, returned by Marcus Thigpen for 18 yards (tackle by Robert Golden)",0.000,-0.540
1,4:15,1,10,MIA 24,0,7,Ryan Tannehill pass incomplete deep right intended for Mike Wallace (defended by Cortez Allen),0.540,0.000
1,4:07,2,10,MIA 24,0,7,Lamar Miller left guard for 7 yards (tackle by Jason Worilds),0.000,0.230
1,3:25,3,3,MIA 31,0,7,Ryan Tannehill left end for 8 yards (tackle by William Gay),0.230,1.530
1,2:52,1,10,MIA 39,0,7,Ryan Tannehill left tackle for 48 yards (tackle by Ike Taylor),1.530,4.710
1,2:15,1,10,PIT 13,0,7,Ryan Tannehill pass incomplete short right intended for Charles Clay,4.710,4.050
1,2:10,2,10,PIT 13,0,7,Lamar Miller left guard for 1 yard (tackle by Jason Worilds and Cameron Heyward),4.050,3.280
1,1:32,3,9,PIT 12,0,7,Ryan Tannehill pass complete short left to Lamar Miller for no gain,3.280,2.630
1,0:45,4,9,PIT 12,3,7,Caleb Sturgis 30 yard field goal good,2.630,3.000
1,0:45,,,MIA 35,3,7,"Caleb Sturgis kicks off 56 yards, returned by Emmanuel Sanders for 26 yards (tackle by Dion Jordan)",0.000,-1.270
1,0:32,1,10,PIT 35,3,7,Le'Veon Bell up the middle for 4 yards (tackle by Randy Starks),1.270,1.260
Quarter,Time,Down,ToGo,Location,MIA,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,PIT 39,3,7,Ben Roethlisberger pass incomplete deep right intended for Heath Miller (defended by Chris Clemons),1.260,0.560
2,14:53,3,6,PIT 39,3,7,Ben Roethlisberger pass incomplete short right intended for Antonio Brown,0.560,-0.780
2,14:50,4,6,PIT 39,3,7,"Penalty on Mat McBriar: Delay of Game, 5 yards (no play)",-0.780,-1.110
2,14:50,4,11,PIT 34,3,7,"Mat McBriar punts 41 yards, fair catch by Marcus Thigpen",-1.110,-0.610
2,14:43,1,10,MIA 25,3,7,Daniel Thomas right guard for 3 yards (tackle by Cameron Heyward and Steve McLendon),0.610,0.470
2,14:03,2,7,MIA 28,3,7,Ryan Tannehill pass complete short middle to Dion Sims for 7 yards (tackle by Lawrence Timmons and Vince Williams),0.470,1.270
2,13:18,1,10,MIA 35,3,7,"Ryan Tannehill for no gain. Ryan Tannehill fumbles, recovered by Ryan Tannehill at MIA-28",1.270,-0.220
2,12:38,2,17,MIA 28,3,7,Ryan Tannehill pass incomplete short right intended for Rishard Matthews,-0.220,-0.890
2,12:32,3,17,MIA 28,3,7,Ryan Tannehill pass incomplete short left intended for Brian Hartline,-0.890,-1.500
2,12:28,4,17,MIA 28,3,7,"Brandon Fields punts 47 yards, returned by Antonio Brown for 1 yard (tackle by Don Jones)",-1.500,-0.670
2,12:18,1,10,PIT 26,3,7,Felix Jones right guard for 2 yards (tackle by Derrick Shelby and Paul Soliai),0.670,0.400
2,11:40,2,8,PIT 28,3,7,Felix Jones up the middle for 5 yards (tackle by Jimmy Wilson),0.400,0.370
2,10:54,3,3,PIT 33,3,7,"Ben Roethlisberger sacked by Cameron Wake for -2 yards. Ben Roethlisberger fumbles (forced by Cameron Wake), recovered by Randy Starks at PIT-31 (tackle by Cody Wallace)",0.370,-3.510
2,10:44,1,10,PIT 31,3,7,Ryan Tannehill pass complete short right to Mike Wallace for 12 yards (tackle by Cortez Allen),3.510,4.310
2,10:04,1,10,PIT 19,3,7,Daniel Thomas right tackle for 3 yards (tackle by Cameron Heyward),4.310,4.180
2,9:30,2,7,PIT 16,3,7,Ryan Tannehill pass complete short right to Mike Wallace for 7 yards (tackle by Cortez Allen),4.180,5.140
2,8:56,1,9,PIT 9,3,7,Daniel Thomas right guard for 3 yards (tackle by Jason Worilds and LaMarr Woodley),5.140,4.950
2,8:20,2,6,PIT 6,9,7,"Ryan Tannehill pass complete short right to Charles Clay for 6 yards, touchdown",4.950,7.000
2,8:20,,,PIT 2,10,7,Caleb Sturgis kicks extra point good,0.000,0.000
2,8:20,,,MIA 35,10,7,"Caleb Sturgis kicks off 65 yards, touchback",0.000,-0.280
2,8:15,1,10,PIT 20,10,7,Ben Roethlisberger pass complete short left to Antonio Brown for 5 yards (tackle by Brent Grimes),0.280,0.410
2,7:38,2,5,PIT 25,10,7,Ben Roethlisberger pass incomplete short right intended for Jerricho Cotchery,0.410,-0.300
2,7:34,3,5,PIT 25,10,7,"Penalty on Randy Starks: Neutral Zone Infraction, 4 yards (no play)",-0.300,0.230
2,7:28,3,1,PIT 29,10,7,Jonathan Dwyer up the middle for 2 yards (tackle by Jared Odrick and Chris Clemons),0.230,1.000
2,6:54,1,10,PIT 31,10,7,"Le'Veon Bell right guard for 4 yards (tackle by Cameron Wake and Reshad Jones). Penalty on Marcus Gilbert: Offensive Holding, 10 yards (no play)",1.000,0.340
2,6:25,1,20,PIT 21,10,7,Ben Roethlisberger pass complete short left to Jerricho Cotchery for 13 yards (tackle by Chris Clemons),0.340,0.870
2,5:41,2,7,PIT 34,10,7,Le'Veon Bell right tackle for 4 yards (tackle by Cameron Wake),0.870,0.700
2,4:59,3,3,PIT 38,10,7,Ben Roethlisberger pass incomplete deep right intended for Antonio Brown,0.700,-0.850
2,4:53,4,3,PIT 38,10,7,"Mat McBriar punts 54 yards, returned by Marcus Thigpen for 16 yards (tackle by Terence Garvin)",-0.850,-0.540
2,4:42,1,10,MIA 24,10,7,Lamar Miller right guard for 1 yard (tackle by Cameron Heyward and Jarvis Jones),0.540,0.130
2,4:07,2,9,MIA 25,10,7,"Lamar Miller left guard for 2 yards (tackle by Will Allen and Cameron Heyward). Penalty on Mike Pouncey: Offensive Holding, 10 yards (no play)",0.130,-1.350
2,3:39,2,19,MIA 15,10,7,"Ryan Tannehill right end for 20 yards (tackle by Jarvis Jones). Penalty on Lamar Miller: Offensive Holding, 7 yards (no play)",-1.350,-1.950
2,3:17,2,26,MIA 8,10,7,Ryan Tannehill pass complete short right to Lamar Miller for 13 yards (tackle by Will Allen),-1.950,-1.090
2,2:36,3,13,MIA 21,10,7,Ryan Tannehill pass incomplete short right intended for Lamar Miller (defended by Cameron Heyward),-1.090,-1.960
2,2:31,4,13,MIA 21,10,7,"Brandon Fields punts 43 yards, returned by Antonio Brown for 4 yards (tackle by Austin Spitler)",-1.960,-1.600
2,2:21,1,10,PIT 40,10,7,Jonathan Dwyer right guard for no gain (tackle by Jared Odrick),1.600,1.050
2,2:00,2,10,PIT 40,10,7,Ben Roethlisberger pass complete short left to Heath Miller for 3 yards (tackle by Dannell Ellerbe),1.050,0.760
2,1:37,3,7,PIT 43,10,7,Ben Roethlisberger pass complete short middle to Jerricho Cotchery for 4 yards (tackle by Jimmy Wilson),0.760,-0.260
2,0:48,4,3,PIT 47,10,7,"Penalty on Ben Roethlisberger: Delay of Game, 5 yards (no play)",-0.260,-0.590
2,0:47,4,8,PIT 42,10,7,"Mat McBriar punts 1 yard, returned by Jason Trusnik for 1 yard (tackle by Chris Carter)",-0.590,-2.790
2,0:39,1,10,PIT 42,10,7,Ryan Tannehill pass incomplete short right intended for Lamar Miller,2.790,2.240
2,0:32,2,10,PIT 42,10,7,Ryan Tannehill pass complete short right to Charles Clay for 3 yards (tackle by Will Allen),2.240,2.240
2,0:27,2,10,PIT 42,10,7,Timeout #1 by Miami Dolphins,2.240,1.950
2,0:27,3,7,PIT 39,10,7,Ryan Tannehill pass complete short left to Rishard Matthews for 5 yards (tackle by William Gay),1.950,1.950
2,0:22,3,7,PIT 39,10,7,Timeout #2 by Miami Dolphins,1.950,1.100
2,0:21,4,2,PIT 34,10,7,"Caleb Sturgis 52 yard field goal no good, returned by Troy Polamalu for 38 yards",1.100,1.660
Quarter,Time,Down,ToGo,Location,MIA,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,10,7,"Shaun Suisham kicks off no gain, touchback",0.000,0.280
3,15:00,1,10,MIA 20,10,7,Lamar Miller left guard for 7 yards (tackle by Evander Hood and Vince Williams),0.280,0.680
3,14:24,2,3,MIA 27,10,7,Lamar Miller right end for 2 yards (tackle by Ryan Clark),0.680,0.230
3,13:46,3,1,MIA 29,10,7,Ryan Tannehill pass complete short left to Charles Clay for 20 yards (tackle by Ike Taylor and Ryan Clark),0.230,2.190
3,13:06,1,10,MIA 49,10,7,Ryan Tannehill pass complete short left to Brian Hartline for 15 yards (tackle by Ike Taylor and Ryan Clark),2.190,3.180
3,12:42,1,10,PIT 36,10,7,Ryan Tannehill pass complete deep left to Brian Hartline for 18 yards (tackle by William Gay),3.180,4.370
3,12:07,1,10,PIT 18,10,7,Daniel Thomas left tackle for 6 yards (tackle by Cameron Heyward),4.370,4.810
3,11:21,2,4,PIT 12,10,7,Ryan Tannehill pass incomplete short right intended for Mike Wallace,4.810,4.030
3,11:14,3,4,PIT 12,10,7,"Ryan Tannehill pass complete short left to Daniel Thomas for 4 yards (tackle by Ryan Clark and Lawrence Timmons). Penalty on Ryan Clark: Personal Foul, 4 yards",4.030,6.280
3,10:53,1,4,PIT 4,16,7,"Daniel Thomas up the middle for 4 yards, touchdown",6.280,7.000
3,10:53,,,PIT 2,17,7,Caleb Sturgis kicks extra point good,0.000,0.000
3,10:53,,,MIA 35,17,7,"Caleb Sturgis kicks off 65 yards, returned by Emmanuel Sanders for 17 yards (tackle by Mike Gillislee)",0.000,0.060
3,10:45,1,10,PIT 17,17,7,Ben Roethlisberger pass complete short left to Will Johnson for 9 yards,-0.060,0.750
3,10:02,2,1,PIT 26,17,7,Ben Roethlisberger pass incomplete deep middle intended for Markus Wheaton,0.750,-0.120
3,9:54,3,1,PIT 26,17,7,Ben Roethlisberger pass complete deep left to Heath Miller for 31 yards (tackle by Chris Clemons and Brent Grimes),-0.120,2.720
3,9:08,1,10,MIA 43,17,13,"Ben Roethlisberger pass complete short middle to Antonio Brown for 43 yards, touchdown",2.720,7.000
3,9:08,,,MIA 2,17,14,Shaun Suisham kicks extra point good,0.000,0.000
3,9:08,,,PIT 35,17,14,"Shaun Suisham kicks off 60 yards, returned by Marcus Thigpen for 15 yards (tackle by Markus Wheaton). Penalty on Jelani Jenkins: Offensive Holding, 10 yards",0.000,0.380
3,8:52,1,10,MIA 10,17,14,Daniel Thomas up the middle for -2 yards (tackle by Jason Worilds),-0.380,-0.930
3,8:17,2,12,MIA 8,17,20,"Ryan Tannehill pass incomplete short middle intended for Brian Hartline is intercepted by Troy Polamalu at MIA-19 and returned for 19 yards, touchdown",-0.930,-7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
3,8:05,,,MIA 2,17,21,Shaun Suisham kicks extra point good,0.000,0.000
3,8:05,,,PIT 35,17,21,"Shaun Suisham kicks off 61 yards, returned by Marcus Thigpen for 25 yards (tackle by Shaun Suisham). Marcus Thigpen fumbles, ball out of bounds at MIA-29",0.000,-0.870
3,8:05,1,10,MIA 29,17,21,Daniel Thomas right guard for 6 yards (tackle by Jason Worilds and Jarvis Jones),0.870,1.140
3,7:23,2,4,MIA 35,17,21,Ryan Tannehill pass incomplete short right intended for Charles Clay,1.140,0.430
3,7:19,3,4,MIA 35,17,21,Ryan Tannehill pass complete deep right to Charles Clay for 40 yards (tackle by Cortez Allen),0.430,3.910
3,7:08,1,10,PIT 25,17,21,Daniel Thomas left tackle for 13 yards (tackle by Cameron Heyward),3.910,4.780
3,6:21,1,10,PIT 12,17,21,Ryan Tannehill pass complete short left to Charles Clay for 6 yards (tackle by Cameron Heyward and Ryan Clark),4.780,5.210
3,5:37,2,4,PIT 6,17,21,Daniel Thomas up the middle for 2 yards (tackle by Jason Worilds and Will Allen),5.210,4.840
3,5:01,3,2,PIT 4,23,21,"Ryan Tannehill pass complete short right to Brian Hartline for 4 yards, touchdown",4.840,7.000
,,,,,,,"MIA challenged the pass completion ruling, and the original play was overturned.",,
3,5:01,,,PIT 2,24,21,Caleb Sturgis kicks extra point good,0.000,0.000
3,5:01,,,MIA 35,24,21,"Caleb Sturgis kicks off 58 yards, returned by Emmanuel Sanders for 15 yards (tackle by Jonathan Freeny)",0.000,-0.410
3,4:46,1,10,PIT 22,24,21,Ben Roethlisberger pass incomplete short middle intended for Jerricho Cotchery,0.410,-0.130
3,4:42,2,10,PIT 22,24,21,Le'Veon Bell right guard for 6 yards (tackle by Randy Starks),-0.130,-0.030
3,3:58,3,4,PIT 28,24,21,Ben Roethlisberger pass complete short middle to Jerricho Cotchery for 10 yards (tackle by Dannell Ellerbe),-0.030,1.470
3,3:25,1,10,PIT 38,24,21,"Ben Roethlisberger pass complete short right to Antonio Brown for 5 yards (tackle by Cameron Wake and Dannell Ellerbe). Penalty on David DeCastro: Offensive Holding, 10 yards (no play)",1.470,0.810
3,2:58,1,20,PIT 28,24,21,Ben Roethlisberger pass complete short right to Le'Veon Bell for 10 yards (tackle by Philip Wheeler and Chris Clemons),0.810,0.920
3,2:18,2,10,PIT 38,24,21,Ben Roethlisberger pass incomplete short right intended for Antonio Brown (defended by Brent Grimes),0.920,0.230
3,2:14,3,10,PIT 38,24,21,Ben Roethlisberger pass complete short right to Antonio Brown for 13 yards (tackle by Brent Grimes),0.230,2.320
3,1:42,1,10,MIA 49,24,21,Ben Roethlisberger pass complete short left to Emmanuel Sanders for 21 yards (tackle by Chris Clemons),2.320,3.710
3,1:06,1,10,MIA 28,24,21,Le'Veon Bell right guard for 9 yards (tackle by Chris Clemons and Philip Wheeler),3.710,4.420
3,0:38,2,1,MIA 19,24,21,Le'Veon Bell up the middle for 3 yards (tackle by Reshad Jones and Philip Wheeler),4.420,4.510
3,0:02,1,10,MIA 16,24,21,Ben Roethlisberger pass incomplete short middle intended for Antonio Brown (defended by Paul Soliai),4.510,3.900
Quarter,Time,Down,ToGo,Location,MIA,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,MIA 16,24,27,"Ben Roethlisberger pass complete short middle to Jerricho Cotchery for 16 yards, touchdown",3.900,7.000
4,15:00,,,MIA 2,24,28,Shaun Suisham kicks extra point good,0.000,0.000
4,15:00,,,PIT 35,24,28,"Shaun Suisham kicks off 64 yards, returned by Marcus Thigpen for 24 yards (tackle by Robert Golden)",0.000,-0.610
4,14:56,1,10,MIA 25,24,28,Daniel Thomas left guard for 2 yards (tackle by William Gay),0.610,0.330
4,14:39,2,8,MIA 27,24,28,Ryan Tannehill pass incomplete intended for Mike Wallace (defended by Cortez Allen),0.330,-0.360
4,13:56,3,8,MIA 27,24,28,Ryan Tannehill pass complete short right to Charles Clay for 10 yards (tackle by Cameron Heyward),-0.360,1.400
4,13:29,1,10,MIA 37,24,28,Daniel Thomas up the middle for 7 yards (tackle by LaMarr Woodley and Will Allen),1.400,1.800
4,12:46,2,3,MIA 44,24,28,Ryan Tannehill pass incomplete deep left intended for Brian Hartline (defended by Troy Polamalu),1.800,1.800
4,12:38,2,3,MIA 44,24,28,Timeout #1 by Pittsburgh Steelers,1.800,1.090
4,12:38,3,3,MIA 44,24,28,Ryan Tannehill sacked by Jason Worilds for -6 yards,1.090,-0.850
4,12:04,4,9,MIA 38,24,28,"Brandon Fields punts 44 yards, returned by Antonio Brown for -1 yards (tackle by Marlon Moore)",-0.850,0.060
4,11:55,1,10,PIT 17,24,28,Ben Roethlisberger pass incomplete short right intended for Le'Veon Bell,-0.060,-0.580
4,11:50,2,10,PIT 17,24,28,Ben Roethlisberger pass incomplete short right intended for Le'Veon Bell (defended by Reshad Jones),-0.580,-1.250
4,11:44,3,10,PIT 17,24,28,Ben Roethlisberger pass complete short left to Emmanuel Sanders for 12 yards (tackle by Nolan Carroll). Penalty on Dannell Ellerbe: Defensive Holding (Declined),-1.250,0.870
4,11:14,1,10,PIT 29,24,28,Ben Roethlisberger pass complete short left to Le'Veon Bell for 4 yards (tackle by Reshad Jones),0.870,0.870
4,10:21,2,6,PIT 33,24,28,Le'Veon Bell up the middle for 2 yards (tackle by Randy Starks),0.870,0.430
4,9:46,3,4,PIT 35,24,28,Ben Roethlisberger pass incomplete short right intended for Emmanuel Sanders,0.430,-1.040
4,9:42,4,4,PIT 35,24,28,"Mat McBriar punts 44 yards, fair catch by Marcus Thigpen",-1.040,-0.340
4,9:35,1,10,MIA 21,24,28,Ryan Tannehill pass incomplete short right intended for Charles Clay,0.340,-0.200
4,9:29,2,10,MIA 21,24,28,Daniel Thomas up the middle for 3 yards (tackle by Lawrence Timmons and LaMarr Woodley),-0.200,-0.490
4,8:48,3,7,MIA 24,24,28,Ryan Tannehill pass complete short right to Brian Hartline for 5 yards (tackle by William Gay),-0.490,-1.440
4,8:10,4,2,MIA 29,24,28,"Penalty on Don Jones: False Start, 5 yards (no play)",-1.440,-1.770
4,8:00,4,7,MIA 24,24,28,Brandon Fields punts 46 yards,-1.770,-1.400
4,7:51,1,10,PIT 37,24,28,Ben Roethlisberger pass complete deep left to Jerricho Cotchery for 19 yards (tackle by Chris Clemons),1.400,2.650
4,7:06,1,10,MIA 44,24,28,Le'Veon Bell left guard for 1 yard (tackle by Cameron Wake and Chris Clemons),2.650,2.250
4,6:21,2,9,MIA 43,24,28,"Penalty on Cody Wallace: False Start, 5 yards (no play)",2.250,1.570
4,6:00,2,14,MIA 48,24,28,"Ben Roethlisberger pass complete short left to Jerricho Cotchery for 12 yards (tackle by Dion Jordan). Penalty on Ramon Foster: Ineligible Downfield Pass, 5 yards (no play)",1.570,0.900
4,5:29,2,19,PIT 47,24,28,Ben Roethlisberger pass complete short right to Antonio Brown for 5 yards (tackle by Dion Jordan),0.900,0.890
4,4:45,3,14,MIA 48,24,28,Ben Roethlisberger pass incomplete deep left intended for Jerricho Cotchery (defended by Nolan Carroll),0.890,0.070
4,4:39,4,14,MIA 48,24,28,"Mat McBriar punts 48 yards, touchback",0.070,-0.280
4,4:31,1,10,MIA 20,24,28,Ryan Tannehill pass complete short left to Brian Hartline for 9 yards (tackle by William Gay),0.280,0.950
4,3:59,2,1,MIA 29,24,28,Daniel Thomas left tackle for 55 yards (tackle by William Gay),0.950,4.510
4,3:06,1,10,PIT 16,24,28,Ryan Tannehill pass complete short right to Marcus Thigpen for 4 yards (tackle by Evander Hood),4.510,4.570
4,3:02,2,6,PIT 12,30,28,"Ryan Tannehill pass complete short right to Charles Clay for 12 yards, touchdown",4.570,7.000
4,3:02,,,PIT 2,31,28,Caleb Sturgis kicks extra point good,0.000,0.000
4,3:02,,,MIA 35,31,28,"Caleb Sturgis kicks off 71 yards, returned by Emmanuel Sanders for 26 yards (tackle by Jimmy Wilson). Penalty on Stevenson Sylvester: Offensive Holding, 10 yards",0.000,0.380
4,2:49,1,10,PIT 10,31,28,Ben Roethlisberger pass incomplete short right intended for Le'Veon Bell,-0.380,-0.780
4,2:45,2,10,PIT 10,31,28,Ben Roethlisberger pass incomplete deep left intended for Jerricho Cotchery,-0.780,-1.420
4,2:38,3,10,PIT 10,31,28,Ben Roethlisberger pass incomplete short middle intended for Emmanuel Sanders,-1.420,-1.420
4,2:33,3,10,PIT 10,31,28,Timeout #2 by Pittsburgh Steelers,-1.420,-1.420
4,2:33,3,10,PIT 10,31,28,Timeout #1 by Miami Dolphins,-1.420,-2.490
4,2:33,4,10,PIT 10,31,28,"Ben Roethlisberger right tackle for 8 yards (tackle by Olivier Vernon and Lamar Miller). Penalty on Cody Wallace: Personal Foul, 9 yards",-2.490,-5.140
4,2:23,1,9,PIT 9,31,28,Daniel Thomas right guard for no gain (tackle by Evander Hood and Vince Williams),5.140,4.380
4,1:59,2,9,PIT 9,31,28,Daniel Thomas left end for 2 yards (tackle by Lawrence Timmons),4.380,4.380
4,1:56,2,9,PIT 9,31,28,Timeout #3 by Pittsburgh Steelers,4.380,3.810
4,1:56,3,7,PIT 7,31,28,Daniel Thomas left tackle for -2 yards (tackle by Lawrence Timmons),3.810,3.810
4,1:12,3,7,PIT 7,31,28,Timeout #2 by Miami Dolphins,3.810,2.830
4,1:12,4,9,PIT 9,34,28,Caleb Sturgis 27 yard field goal good,2.830,3.000
4,1:12,,,MIA 35,34,28,"Caleb Sturgis kicks off 64 yards, returned by Emmanuel Sanders for 19 yards (tackle by Jason Trusnik)",0.000,-0.280
4,1:03,1,10,PIT 20,34,28,Ben Roethlisberger pass incomplete short left intended for Le'Veon Bell,0.280,-0.270
4,0:57,2,10,PIT 20,34,28,Ben Roethlisberger sacked by Olivier Vernon for -6 yards,-0.270,-2.030
4,0:27,3,16,PIT 14,34,28,"Ben Roethlisberger pass complete short left to Le'Veon Bell for -3 yards, lateral to Emmanuel Sanders for 12 yards (tackle by Philip Wheeler)",-2.030,-1.630
4,0:03,4,4,PIT 26,34,28,"Ben Roethlisberger pass complete deep right to Emmanuel Sanders for 7 yards, lateral to Antonio Brown for 55 yards",-1.630,1.140
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
