Quarter,Time,Down,ToGo,Location,NOR,STL,Detail,EPB,EPA
1,9:32,2,10,NOR 38,7,0,Antowain Smith up the middle for 7 yards (tackle by Anthony Hargrove),0.920,1.160
1,8:46,3,3,NOR 45,7,0,"Aaron Brooks sacked by Jimmy Kennedy for -6 yards. Penalty on Damione Lewis: Disqualification, 15 yards",1.160,2.520
1,8:24,1,10,STL 46,7,0,Antowain Smith right guard for 1 yard (tackle by Ryan Pickett),2.520,2.110
1,7:48,2,9,STL 45,7,0,Aaron Brooks pass incomplete intended for Donte' Stallworth (defended by Travis Fisher),2.110,1.420
1,7:38,3,9,STL 45,7,0,Aaron Brooks pass complete to Aaron Stecker for 17 yards (tackle by Jerome Carter),1.420,3.710
1,7:06,1,10,STL 28,7,0,Aaron Brooks sacked by Adam Archuleta for -6 yards,3.710,2.360
1,6:30,2,16,STL 34,7,0,Antowain Smith up the middle for 1 yard (tackle by Brian Howard),2.360,1.820
1,5:54,3,15,STL 33,7,0,"Aaron Brooks pass incomplete intended for Devery Henderson (defended by Travis Fisher). Penalty on DeJuan Groce: Defensive Holding, 5 yards (no play)",1.820,3.710
1,5:47,1,10,STL 28,7,0,Aaron Brooks pass complete to Az-Zahir Hakim for 11 yards (tackle by Travis Fisher),3.710,4.440
1,5:05,1,10,STL 17,13,0,"Aaron Brooks pass complete to Az-Zahir Hakim for 17 yards, touchdown",4.440,7.000
1,,,,STL 2,14,0,John Carney kicks extra point good,0.000,0.000
1,,,,NOR 30,14,0,"Mitch Berger kicks off 69 yards, returned by Chris Johnson for 19 yards (tackle by Alfred Fincher)",0.000,0.280
1,4:54,1,10,STL 20,14,0,Steven Jackson up the middle for -3 yards (tackle by Colby Bockwoldt),0.280,-0.790
1,4:16,2,13,STL 17,14,0,Jamie Martin pass incomplete intended for Shaun McDonald,-0.790,-1.510
1,4:13,3,13,STL 17,14,0,Jamie Martin pass complete to Dane Looker for 9 yards (tackle by Jason Craft),-1.510,-1.630
1,3:37,4,4,STL 26,14,0,"Bryan Barker punts 50 yards, returned by Az-Zahir Hakim for 15 yards (tackle by Anthony Hargrove)",-1.630,-1.530
1,3:21,1,10,NOR 39,14,0,Antowain Smith right tackle for -3 yards (tackle by Pisa Tinoisamoa),1.530,0.580
1,2:44,2,13,NOR 36,14,0,Antowain Smith left tackle for 5 yards (tackle by Ryan Pickett),0.580,0.560
1,2:08,3,8,NOR 41,14,0,Aaron Brooks pass complete to Donte' Stallworth for 18 yards (tackle by Adam Archuleta),0.560,2.850
1,1:30,1,10,STL 41,14,0,Aaron Brooks pass complete to Aaron Stecker for 8 yards (tackle by Mike Furrey),2.850,3.390
1,1:01,2,2,STL 33,14,0,Aaron Brooks pass incomplete intended for Az-Zahir Hakim,3.390,2.680
1,0:56,,,,14,0,Timeout #1 by New Orleans Saints,0.000,2.680
1,0:56,3,2,STL 33,14,0,Mike Karney up the middle for 3 yards (tackle by Adam Archuleta),2.680,3.580
1,0:15,1,10,STL 30,14,0,Aaron Stecker right end for no gain (tackle by Chris Johnson),3.580,3.030
Quarter,Time,Down,ToGo,Location,NOR,STL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,STL 30,14,0,Aaron Stecker right guard for no gain (tackle by Chris Claiborne),3.030,2.340
2,14:24,3,10,STL 30,14,0,Aaron Stecker right guard for 3 yards (tackle by Jimmy Kennedy and Anthony Hargrove),2.340,1.670
2,13:44,4,7,STL 27,14,0,"John Carney 45 yard field goal no good, blocked by Tyoka Jackson, recovered by Ernie Conwell",1.670,-0.810
2,13:34,1,10,STL 28,14,0,Jamie Martin pass incomplete intended for Steven Jackson,0.810,0.260
2,13:30,2,10,STL 28,14,0,Jamie Martin pass complete to Marshall Faulk for no gain,0.260,-0.430
2,13:03,3,10,STL 28,14,0,Jamie Martin pass complete to Dane Looker for 6 yards (tackle by Fakhir Brown),-0.430,-1.110
2,12:21,4,4,STL 34,14,0,"Bryan Barker punts 46 yards, returned by Az-Zahir Hakim for 7 yards (tackle by Trev Faulk). Penalty on Siddeeq Shabazz: Illegal Block Above the , 10 yards",-1.110,0.060
2,12:09,1,10,NOR 17,14,0,Aaron Brooks pass complete to Antowain Smith for 8 yards (tackle by DeJuan Groce),-0.060,0.620
2,11:43,2,2,NOR 25,14,0,Antowain Smith right guard for 12 yards (tackle by Adam Archuleta),0.620,1.400
2,10:55,1,10,NOR 37,14,0,Aaron Brooks pass incomplete intended for Devery Henderson,1.400,0.860
2,10:50,2,10,NOR 37,14,0,"Aaron Brooks pass incomplete intended for Zachary Hilton is intercepted by Corey Ivy at STL-43 and returned for 12 yards. Penalty on Brian Howard: Defensive Offside, 5 yards (no play)",0.860,1.530
2,10:40,2,5,NOR 42,14,0,Antowain Smith up the middle for 2 yards (tackle by Dexter Coakley),1.530,1.090
2,10:01,3,3,NOR 44,14,0,Aaron Brooks pass complete to Devery Henderson for 11 yards (tackle by DeJuan Groce),1.090,2.590
2,9:19,1,10,STL 45,14,0,Aaron Brooks sacked by Dexter Coakley for -4 yards,2.590,1.500
2,8:45,2,14,STL 49,14,0,Aaron Brooks pass incomplete intended for Devery Henderson (defended by Jimmy Kennedy),1.500,0.830
2,8:38,3,14,STL 49,14,0,Aaron Brooks pass incomplete intended for Donte' Stallworth (defended by Ronald Bartell),0.830,0.000
2,8:30,4,14,STL 49,14,0,"Mitch Berger punts 35 yards, fair catch by Terry Fair",0.000,0.280
2,8:23,1,10,STL 14,14,0,Steven Jackson right end for 3 yards (tackle by Mike McKenzie),-0.280,-0.370
2,7:47,2,7,STL 17,14,0,Steven Jackson up the middle for 3 yards (tackle by Charles Grant),-0.370,-0.680
2,7:09,3,4,STL 20,14,0,Jamie Martin pass complete to Dane Looker for 7 yards (tackle by Mike McKenzie),-0.680,0.740
2,6:28,1,10,STL 27,14,0,Steven Jackson right end for -2 yards (tackle by Charles Grant),0.740,-0.070
2,5:51,2,12,STL 25,14,0,Jamie Martin pass complete to Kevin Curtis for 17 yards (tackle by Fakhir Brown),-0.070,1.730
2,5:13,1,10,STL 42,14,0,Jamie Martin pass incomplete intended for Shaun McDonald,1.730,1.190
2,5:07,2,10,STL 42,14,0,Jamie Martin pass complete to Kevin Curtis for 10 yards (tackle by Mike McKenzie),1.190,2.390
2,4:39,1,10,NOR 48,14,0,"Jamie Martin pass incomplete intended for Kevin Curtis. Penalty on Steve Gleason: Defensive Pass Interfere, 42 yards (no play)",2.390,5.830
2,4:31,,,,14,0,Timeout #2 by St. Louis Rams,0.000,5.830
2,4:31,1,6,NOR 6,14,6,"Steven Jackson up the middle for 6 yards, touchdown",5.830,7.000
2,,,,NOR 2,14,7,Jeff Wilkins kicks extra point good,0.000,0.000
2,,,,STL 30,14,7,"Jeff Wilkins kicks off 72 yards, returned by Az-Zahir Hakim for 29 yards (tackle by Trev Faulk)",0.000,0.740
2,4:19,1,10,NOR 27,14,7,Aaron Brooks pass complete to Az-Zahir Hakim for 4 yards (tackle by DeJuan Groce),0.740,0.740
2,3:39,2,6,NOR 31,14,7,Aaron Brooks pass complete to Antowain Smith for 6 yards (tackle by Corey Ivy),0.740,1.400
2,3:04,1,10,NOR 37,14,7,Aaron Brooks up the middle for 11 yards (tackle by Chris Claiborne),1.400,2.130
2,2:17,1,10,NOR 48,14,7,Antowain Smith up the middle for 2 yards (tackle by Dexter Coakley and Chris Claiborne),2.130,1.850
2,2:00,2,8,STL 50,14,7,"Aaron Brooks sacked by Anthony Hargrove for -9 yards. Penalty on Wayne Gandy: Illegal Use of Hands (Offsetting), Penalty on Adam Archuleta: Illegal Contact (Offsetting) (no play)",1.850,1.850
2,1:53,2,8,STL 50,14,7,"Antowain Smith right guard for 4 yards. Penalty on Ernie Conwell: Offensive Holding, 10 yards (no play)",1.850,0.500
2,1:46,2,18,NOR 40,14,7,Aaron Brooks pass incomplete intended for Antowain Smith,0.500,-0.160
2,1:42,3,18,NOR 40,14,7,Antowain Smith up the middle for 2 yards (tackle by Anthony Hargrove and Jimmy Kennedy),-0.160,-0.590
2,1:38,,,,14,7,Timeout #3 by St. Louis Rams,0.000,-0.590
2,1:38,4,16,NOR 42,14,7,"Mitch Berger punts 48 yards, fair catch by Terry Fair",-0.590,0.380
2,1:31,1,10,STL 10,14,7,Jamie Martin for 2 yards (tackle by Fakhir Brown),-0.380,-0.630
2,1:23,2,8,STL 12,14,7,Marshall Faulk up the middle for 7 yards (tackle by Will Smith),-0.630,-0.370
2,1:00,3,1,STL 19,14,7,Jamie Martin pass complete to Marshall Faulk for 11 yards (tackle by Fred Thomas),-0.370,0.940
2,0:36,1,10,STL 30,14,7,Jamie Martin pass complete to Marshall Faulk for 9 yards (tackle by Darren Howard),0.940,1.610
2,0:15,2,1,STL 39,14,7,Jamie Martin pass incomplete intended for Dominique Thompson,1.610,0.890
2,0:13,3,1,STL 39,14,7,Jamie Martin pass complete to Dane Looker for 21 yards (tackle by Steve Gleason),0.890,2.920
Quarter,Time,Down,ToGo,Location,NOR,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 30,14,7,"Mitch Berger kicks off 67 yards, returned by Terry Fair for 13 yards (tackle by Josh Bullocks)",0.000,-0.140
3,14:54,1,10,STL 16,14,7,Jamie Martin pass incomplete intended for Shaun McDonald,-0.140,-0.660
3,14:46,2,10,STL 16,14,7,Jamie Martin pass complete to Shaun McDonald for 11 yards (tackle by Mike McKenzie),-0.660,0.740
3,14:12,1,10,STL 27,14,7,Steven Jackson left end for 1 yard (tackle by Brian Young and Willie Whitehead),0.740,0.330
3,13:35,2,9,STL 28,14,7,Steven Jackson right tackle for 1 yard (tackle by Sedrick Hodge),0.330,-0.230
3,12:52,3,8,STL 29,14,7,Jamie Martin pass complete to Steven Jackson for 11 yards (tackle by Courtney Watson),-0.230,1.600
3,12:13,1,10,STL 40,14,7,Jamie Martin sacked by Willie Whitehead and Charles Grant for -9 yards,1.600,-0.160
3,11:39,2,19,STL 31,14,7,"Jamie Martin pass complete to Madison Hedgecock for 5 yards (tackle by Mike McKenzie). Penalty on Alex Barron: Offensive Holding, 10 yards (no play)",-0.160,-1.510
3,11:15,2,29,STL 21,14,7,Jamie Martin pass complete to Dominique Thompson for 13 yards (tackle by Mike McKenzie),-1.510,-0.430
3,10:44,3,16,STL 34,14,7,"Jamie Martin pass complete to Brandon Manumaleuna for 6 yards (tackle by Jason Craft). Brandon Manumaleuna fumbles (forced by Jason Craft), recovered by Will Smith at STL-42 (tackle by Claude Terrell). Penalty on Alex Barron: Offensive Holding (Declined)",-0.430,-2.650
3,10:33,1,10,STL 44,14,7,Aaron Stecker up the middle for 3 yards (tackle by Dexter Coakley),2.650,2.520
3,9:52,2,7,STL 41,14,7,Aaron Brooks sacked by Adam Archuleta for -1 yards,2.520,1.690
3,9:21,3,8,STL 42,14,7,"Penalty on Jamar Nesbit: False Start, 5 yards (no play)",1.690,1.030
3,9:06,3,13,STL 47,14,7,Aaron Brooks pass incomplete intended for Aaron Stecker (defended by DeJuan Groce),1.030,0.130
3,8:54,4,13,STL 47,14,7,"Mitch Berger punts 30 yards, fair catch by Terry Fair",0.130,0.060
3,8:47,1,10,STL 17,14,7,Jamie Martin pass incomplete intended for Shaun McDonald,-0.060,-0.580
3,8:43,2,10,STL 17,14,7,Jamie Martin pass incomplete intended for Cam Cleeland (defended by Josh Bullocks),-0.580,-1.250
,,,,,,,"NOR challenged the ruling, and the play was upheld.",,
3,8:37,3,10,STL 17,14,7,Jamie Martin pass complete to Marshall Faulk for 6 yards (tackle by Courtney Watson),-1.250,-1.830
3,8:00,4,4,STL 23,14,7,"Bryan Barker punts 41 yards, returned by Az-Zahir Hakim for 2 yards (tackle by Ronald Bartell)",-1.830,-1.470
3,7:51,1,10,NOR 38,14,7,Aaron Brooks pass complete to Devery Henderson for 10 yards (tackle by Ronald Bartell),1.470,2.130
3,7:09,1,10,NOR 48,14,7,Aaron Brooks pass incomplete intended for Donte' Stallworth (defended by DeJuan Groce),2.130,1.580
3,7:03,2,10,NOR 48,14,7,Aaron Stecker right end for 1 yard (tackle by Ryan Pickett and Dexter Coakley),1.580,1.020
3,6:21,3,9,NOR 49,14,7,"Aaron Brooks pass incomplete intended for Donte' Stallworth. Penalty on Corey Ivy: Defensive Holding, 5 yards (no play)",1.020,2.520
3,6:14,1,10,STL 46,14,7,Aaron Stecker up the middle for 9 yards (tackle by Corey Ivy and Pisa Tinoisamoa),2.520,3.190
3,5:40,2,1,STL 37,14,7,Aaron Brooks pass complete to Az-Zahir Hakim for 7 yards (tackle by DeJuan Groce),3.190,3.580
3,5:12,1,10,STL 30,14,7,Aaron Stecker up the middle for 2 yards (tackle by Dexter Coakley),3.580,3.300
3,4:32,2,8,STL 28,14,7,Aaron Brooks pass complete to Aaron Stecker for 7 yards (tackle by Pisa Tinoisamoa),3.300,3.530
3,3:52,3,1,STL 21,14,7,Antowain Smith left guard for no gain (tackle by DeJuan Groce),3.530,2.210
3,3:30,4,1,STL 21,14,7,Todd Bouman up the middle for no gain (tackle by Anthony Hargrove). Penalty on NOR: Illegal Shift (Declined),2.210,-0.340
3,3:16,1,10,STL 21,14,7,Steven Jackson left tackle for 7 yards (tackle by Fred Thomas and Charles Grant),0.340,0.750
3,2:37,2,3,STL 28,14,7,Steven Jackson up the middle for no gain (tackle by Johnathan Sullivan),0.750,0.040
3,2:01,3,3,STL 28,14,7,Jamie Martin pass incomplete intended for Shaun McDonald,0.040,-1.500
3,1:55,4,3,STL 28,14,7,"Bryan Barker punts 38 yards, returned by Az-Zahir Hakim for 9 yards (tackle by Chris Massey)",-1.500,-1.800
3,1:44,1,10,NOR 43,14,7,Antowain Smith up the middle for 11 yards (tackle by Jimmy Kennedy and Adam Archuleta),1.800,2.520
3,1:03,1,10,STL 46,14,7,"Aaron Brooks pass incomplete intended for Ernie Conwell. Penalty on Ryan Pickett: Defensive Offside, 5 yards (no play)",2.520,3.250
3,0:52,1,5,STL 41,14,7,Antowain Smith left end for 7 yards (tackle by Mike Furrey),3.250,3.310
3,0:09,1,10,STL 34,14,7,Aaron Brooks pass incomplete intended for Donte' Stallworth,3.310,2.770
3,0:03,2,10,STL 34,14,7,Aaron Brooks pass complete to Az-Zahir Hakim for 27 yards (tackle by Corey Ivy),2.770,5.600
Quarter,Time,Down,ToGo,Location,NOR,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,7,STL 7,14,7,Aaron Stecker right guard for 4 yards (tackle by Mike Furrey),5.600,5.530
4,14:21,2,3,STL 3,14,7,Aaron Brooks pass incomplete intended for Devery Henderson,5.530,4.720
4,14:17,3,3,STL 3,14,7,Aaron Stecker up the middle for -1 yards (tackle by Anthony Hargrove),4.720,3.030
4,13:36,4,4,STL 4,17,7,John Carney 22 yard field goal good,3.030,3.000
4,,,,NOR 30,17,7,"Mitch Berger kicks off 63 yards, returned by Terry Fair for 35 yards (tackle by Fakhir Brown)",0.000,1.730
4,13:22,1,10,STL 42,17,7,Jamie Martin pass incomplete intended for Kevin Curtis,1.730,1.190
4,13:17,2,10,STL 42,17,7,Jamie Martin pass complete to Shaun McDonald for 9 yards (tackle by Mike McKenzie),1.190,1.690
4,12:52,3,1,NOR 49,17,7,Steven Jackson left tackle for 1 yard (tackle by Charles Grant and Colby Bockwoldt),1.690,2.390
4,12:24,1,10,NOR 48,17,7,Jamie Martin pass complete to Kevin Curtis for 42 yards (tackle by Josh Bullocks),2.390,5.830
4,11:36,1,6,NOR 6,17,7,Jamie Martin pass complete to Marshall Faulk for 2 yards (tackle by Colby Bockwoldt),5.830,5.340
4,10:58,2,4,NOR 4,17,7,Steven Jackson right end for 1 yard (tackle by Courtney Watson and Colby Bockwoldt),5.340,4.720
4,10:18,3,3,NOR 3,17,7,Marshall Faulk up the middle for 2 yards (tackle by Josh Bullocks and Brian Young),4.720,3.550
4,9:40,4,1,NOR 1,17,13,"Steven Jackson left tackle for 1 yard, touchdown",3.550,7.000
4,,,,NOR 2,17,14,Jeff Wilkins kicks extra point good,0.000,0.000
4,,,,STL 30,17,14,"Jeff Wilkins kicks off 69 yards, returned by Az-Zahir Hakim for 17 yards (tackle by Jerome Carter). Penalty on Arlen Harris: Low Block, 15 yards",0.000,1.070
4,9:28,1,10,NOR 32,17,14,Antowain Smith left guard for 7 yards (tackle by Ryan Pickett),1.070,1.470
4,8:49,2,3,NOR 39,17,14,"Donte' Stallworth left end for -1 yards (tackle by Tyoka Jackson). Donte' Stallworth fumbles (forced by Tyoka Jackson), recovered by Adam Archuleta at NOR-42 (tackle by Jamar Nesbit)",1.470,-2.790
4,8:40,1,10,NOR 42,17,14,Steven Jackson right tackle for 4 yards (tackle by Mike McKenzie),2.790,2.780
4,8:02,2,6,NOR 38,17,14,Jamie Martin pass complete to Steven Jackson for 8 yards (tackle by Steve Gleason),2.780,3.580
4,7:30,1,10,NOR 30,17,14,Steven Jackson up the middle for 6 yards (tackle by Brian Young),3.580,3.840
4,6:52,2,4,NOR 24,17,14,Steven Jackson right tackle for 19 yards (tackle by Josh Bullocks and Colby Bockwoldt),3.840,6.060
4,6:06,1,5,NOR 5,17,20,"Kevin Curtis right end for 5 yards, touchdown",6.060,7.000
4,,,,NOR 2,17,21,Jeff Wilkins kicks extra point good,0.000,0.000
4,,,,STL 30,17,21,"Jeff Wilkins kicks off 61 yards, returned by Az-Zahir Hakim for 16 yards (tackle by Corey Ivy)",0.000,0.610
4,5:53,1,10,NOR 25,17,21,Aaron Brooks pass complete to Mike Karney for 10 yards (tackle by Jimmy Kennedy),0.610,1.270
4,5:15,1,10,NOR 35,17,21,Aaron Brooks pass complete to Donte' Stallworth for 10 yards (tackle by Pisa Tinoisamoa and Corey Ivy),1.270,1.930
4,4:32,1,10,NOR 45,17,21,Antowain Smith left guard for 2 yards (tackle by Dexter Coakley),1.930,1.650
4,4:01,2,8,NOR 47,17,21,Aaron Brooks pass incomplete intended for Donte' Stallworth (defended by Anthony Hargrove),1.650,0.960
4,3:57,3,8,NOR 47,17,21,"Aaron Brooks pass incomplete intended for Aaron Stecker. Penalty on Ernie Conwell: Offensive Holding (Offsetting), Penalty on Ronald Bartell: Defensive Holding (Offsetting) (no play)",0.960,0.960
4,3:48,3,8,NOR 47,17,21,Aaron Brooks pass incomplete intended for Az-Zahir Hakim (defended by Corey Ivy),0.960,-0.260
4,3:43,4,8,NOR 47,17,21,"Mitch Berger punts 49 yards. Penalty on Josh Bullocks: Ineligible Downfield Kic, 5 yards (no play)",-0.260,-0.590
4,3:32,4,13,NOR 42,17,21,"Mitch Berger punts 37 yards, fair catch by Terry Fair. Penalty on Josh Bullocks: Ineligible Downfield Kic, 5 yards",-0.590,-0.670
4,3:25,1,10,STL 26,17,21,Steven Jackson left tackle for 1 yard (tackle by Josh Bullocks),0.670,0.270
4,3:19,,,,17,21,Timeout #2 by New Orleans Saints,0.000,0.270
4,3:19,2,9,STL 27,17,21,Steven Jackson up the middle for 2 yards (tackle by Will Smith and Willie Whitehead),0.270,-0.160
4,3:14,,,,17,21,Timeout #3 by New Orleans Saints,0.000,-0.160
4,3:14,3,7,STL 29,17,21,Jamie Martin pass incomplete intended for Marshall Faulk,-0.160,-1.440
4,3:09,4,7,STL 29,17,21,"Bryan Barker punts 47 yards, returned by Az-Zahir Hakim for 17 yards (tackle by Arlen Harris). Penalty on Terrence Melton: Offensive Holding, 10 yards",-1.440,-0.670
4,2:56,1,10,NOR 26,17,21,Aaron Brooks pass complete to Donte' Stallworth for 14 yards (tackle by DeJuan Groce),0.670,1.600
4,2:30,1,10,NOR 40,17,21,Aaron Brooks pass incomplete intended for Donte' Stallworth,1.600,1.050
4,2:23,2,10,NOR 40,17,21,Aaron Brooks pass incomplete intended for Devery Henderson (defended by Ronald Bartell),1.050,0.370
4,2:18,3,10,NOR 40,17,21,"Penalty on Aaron Brooks: Delay of Game, 5 yards (no play)",0.370,-0.300
4,2:18,3,15,NOR 35,17,21,"Aaron Brooks left end for 2 yards (tackle by Anthony Hargrove). Penalty on DeJuan Groce: Defensive Holding, 5 yards",-0.300,1.730
4,2:10,1,10,NOR 42,17,27,"Aaron Brooks pass incomplete intended for Ernie Conwell is intercepted by Mike Furrey at STL-33 and returned for 67 yards, touchdown",1.730,-7.000
4,,,,NOR 2,17,28,Jeff Wilkins kicks extra point good,0.000,0.000
4,,,,STL 30,17,28,"Jeff Wilkins kicks off 67 yards, returned by Az-Zahir Hakim for 19 yards (tackle by Drew Wahlroos)",0.000,0.410
4,1:50,1,10,NOR 22,17,28,Aaron Brooks pass incomplete intended for Aaron Stecker,0.410,-0.130
4,1:45,2,10,NOR 22,17,28,"Aaron Brooks pass incomplete intended for Zachary Hilton. Penalty on Aaron Brooks: Intentional Grounding, 10 yards",-0.130,-2.590
4,1:39,3,20,NOR 12,17,28,Aaron Brooks pass incomplete intended for Aaron Stecker (defended by Pisa Tinoisamoa),-2.590,-2.490
4,1:34,4,20,NOR 12,17,28,Aaron Brooks pass incomplete intended for Aaron Stecker (defended by Anthony Hargrove),-2.490,-4.840
4,1:29,1,10,NOR 11,17,28,Jamie Martin kneels for -1 yards (tackle by Brian Young),4.840,3.980
4,0:48,2,11,NOR 12,17,28,Jamie Martin kneels for -2 yards (tackle by Brian Young),3.980,3.030
4,0:22,3,13,NOR 14,17,28,Jamie Martin kneels for -1 yards (tackle by Brian Young),3.030,2.440
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
