Quarter,Time,Down,ToGo,Location,ARI,NOR,Detail,EPB,EPA
1,,,,NOR 30,7,21,"Thomas Morstead kicks off 68 yards, returned by LaRod Stephens-Howling for 25 yards (tackle by Courtney Roby)",0.000,0.740
1,2:24,1,10,ARI 27,7,21,Kurt Warner sacked by Sedrick Ellis for -8 yards,0.740,-0.940
1,1:50,2,18,ARI 19,7,21,Beanie Wells left end for 1 yard (tackle by Tracy Porter). Penalty on Ben Patrick: Offensive Holding (Declined),-0.940,-1.420
1,1:23,3,17,ARI 20,7,21,Kurt Warner pass complete short left to Tim Hightower for 13 yards (tackle by Scott Shanle),-1.420,-1.180
1,0:36,4,4,ARI 33,7,21,"Ben Graham punts 51 yards, returned by Reggie Bush for 15 yards (tackle by Reggie Walker)",-1.180,-1.000
1,0:24,1,10,NOR 31,7,21,Drew Brees pass incomplete short right intended for Marques Colston,1.000,0.460
1,0:18,2,10,NOR 31,7,21,Drew Brees pass complete short right to Pierre Thomas for 3 yards (tackle by Chike Okeafor and Bertrand Berry),0.460,0.170
Quarter,Time,Down,ToGo,Location,ARI,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,7,NOR 34,7,21,Drew Brees pass incomplete deep middle intended for Lance Moore (defended by Greg Toler),0.170,-1.110
2,14:54,4,7,NOR 34,7,21,"Thomas Morstead punts 66 yards, touchback",-1.110,-0.280
2,14:47,1,10,ARI 20,7,21,LaRod Stephens-Howling left guard for 2 yards (tackle by Bobby McCray),0.280,0.000
2,14:10,2,8,ARI 22,7,21,Kurt Warner pass complete deep middle to Steve Breaston for 17 yards (tackle by Jabari Greer),0.000,1.530
2,13:29,1,10,ARI 39,7,21,Tim Hightower left guard for 3 yards (tackle by Scott Fujita),1.530,1.390
2,12:46,2,7,ARI 42,7,21,"Kurt Warner pass incomplete deep right intended for Steve Breaston is intercepted by Darren Sharper at NOR-28. Penalty on Scott Shanle: Roughing the Passer, 14 yards (no play)",1.390,2.650
2,12:38,1,10,NOR 44,7,21,Kurt Warner pass complete short left to Anthony Becht for 8 yards (tackle by Scott Shanle),2.650,3.190
2,11:52,2,2,NOR 36,7,21,Kurt Warner pass complete short middle to Tim Hightower for 9 yards (tackle by Usama Young),3.190,3.780
2,11:14,1,10,NOR 27,7,21,Kurt Warner pass complete short right to Steve Breaston for 8 yards (tackle by Roman Harper),3.780,4.350
2,10:33,2,2,NOR 19,7,21,Kurt Warner pass incomplete deep right intended for Larry Fitzgerald (defended by Jabari Greer),4.350,3.640
2,10:27,3,2,NOR 19,7,21,Kurt Warner pass complete short left to Early Doucet for 15 yards (tackle by Randall Gay),3.640,6.280
2,9:45,1,4,NOR 4,13,21,"Beanie Wells right tackle for 4 yards, touchdown",6.280,7.000
2,,,,NOR 2,14,21,"Neil Rackers kicks extra point good. Penalty on Malcolm Jenkins: Defensive Offside, 5 yards",0.000,0.000
2,,,,ARI 35,14,21,"Neil Rackers kicks off 60 yards, returned by Courtney Roby for 12 yards (tackle by Jason Wright)",0.000,-0.060
2,9:35,1,10,NOR 17,14,21,Mike Bell right tackle for 5 yards (tackle by Calais Campbell),-0.060,0.210
2,9:11,2,5,NOR 22,14,21,Drew Brees pass incomplete deep right intended for Robert Meachem,0.210,-0.620
2,9:03,3,5,NOR 22,14,21,Reggie Bush right tackle for 6 yards (tackle by Hamza Abdullah),-0.620,0.810
2,8:19,1,10,NOR 28,14,21,Pierre Thomas right end for 2 yards (tackle by Karlos Dansby and Greg Toler),0.810,0.530
2,7:40,2,8,NOR 30,14,21,Drew Brees pass complete deep middle to Marques Colston for 26 yards (tackle by Michael Adams),0.530,2.650
2,6:57,1,10,ARI 44,14,27,"Drew Brees pass complete deep left to Devery Henderson for 44 yards, touchdown",2.650,7.000
2,,,,ARI 2,14,28,Garrett Hartley kicks extra point good,0.000,0.000
2,,,,NOR 30,14,28,"Thomas Morstead kicks off 76 yards, touchback. Penalty on Jonathan Casillas: Offside on Free Kick, 5 yards (no play)",0.000,0.000
2,,,,NOR 25,14,28,"Thomas Morstead kicks off 75 yards, returned by LaRod Stephens-Howling for 28 yards (tackle by Courtney Roby)",0.000,0.810
2,6:42,1,10,ARI 28,14,28,Tim Hightower left guard for 4 yards (tackle by Jonathan Vilma),0.810,0.800
2,5:58,2,6,ARI 32,14,28,Kurt Warner pass incomplete is intercepted by Will Smith at ARI-32 and returned for 5 yards,0.800,-3.780
2,5:48,1,10,ARI 27,14,28,Drew Brees pass incomplete deep left intended for Marques Colston (defended by Bryant McFadden),3.780,3.230
2,5:42,2,10,ARI 27,14,28,Drew Brees pass complete short middle to Reggie Bush for 7 yards (tackle by Bryant McFadden),3.230,3.470
2,5:02,3,3,ARI 20,14,28,Drew Brees pass complete short middle to Reggie Bush for 5 yards (tackle by Ralph Brown),3.470,4.580
2,4:15,1,10,ARI 15,14,28,Pierre Thomas left tackle for 5 yards (tackle by Monty Beisel),4.580,4.840
2,3:34,2,5,ARI 10,14,28,Robert Meachem left end for 4 yards (tackle by Greg Toler),4.840,4.900
2,3:03,3,1,ARI 6,14,28,"Pierre Thomas left guard for 2 yards (tackle by Clark Haggans and Karlos Dansby). Penalty on Darnell Dockett: Unnecessary Roughness, 2 yards",4.900,6.740
2,3:03,1,2,ARI 2,14,28,"Penalty on Jon Stinchcomb: False Start, 5 yards (no play)",6.740,5.600
2,2:04,1,7,ARI 7,14,28,"Mike Bell left guard for 7 yards. Penalty on Carl Nicks: Offensive Holding, 10 yards (no play)",5.600,4.260
2,2:00,1,17,ARI 17,14,28,Drew Brees pass complete short left to Marques Colston for 15 yards (tackle by Bryant McFadden),4.260,5.720
2,1:15,2,2,ARI 2,14,34,"Drew Brees pass complete short left to Marques Colston for 2 yards, touchdown",5.720,7.000
2,,,,ARI 2,14,35,Garrett Hartley kicks extra point good,0.000,0.000
2,,,,NOR 30,14,35,"Thomas Morstead kicks off 78 yards, touchback",0.000,0.280
2,1:10,1,10,ARI 20,14,35,Matt Leinart pass complete short middle to Early Doucet for 6 yards (tackle by Scott Shanle),0.280,0.540
2,0:40,2,4,ARI 26,14,35,Matt Leinart pass complete short left to Early Doucet for 6 yards (tackle by Tracy Porter),0.540,1.070
2,0:32,,,,14,35,Timeout #2 by Arizona Cardinals,0.000,1.070
2,0:32,1,10,ARI 32,14,35,Matt Leinart pass complete short right to Larry Fitzgerald for 16 yards (tackle by Randall Gay),1.070,2.130
2,0:14,1,10,ARI 48,14,35,Matt Leinart spiked the ball,2.130,1.580
2,0:14,2,10,ARI 48,14,35,Matt Leinart pass complete short middle to Larry Fitzgerald for 13 yards (tackle by Usama Young),1.580,2.980
2,0:08,1,10,NOR 39,14,35,Matt Leinart pass complete short left to Jerheme Urban for 6 yards (tackle by Darren Sharper),2.980,3.250
2,0:02,,,,14,35,Timeout #2 by New Orleans Saints,0.000,3.250
2,0:02,2,4,NOR 33,14,35,Neil Rackers 50 yard field goal no good,3.250,1.600
Quarter,Time,Down,ToGo,Location,ARI,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,14,35,Neil Rackers kicks off 54 yards,0.000,1.600
3,15:00,1,10,NOR 40,14,35,Drew Brees pass complete short middle to Devery Henderson for 15 yards (tackle by Karlos Dansby),1.600,2.590
3,14:22,1,10,ARI 45,14,35,Pierre Thomas right guard for 3 yards (tackle by Adrian Wilson),2.590,2.450
3,13:45,2,7,ARI 42,14,35,Drew Brees pass complete short right to Reggie Bush for 4 yards (tackle by Karlos Dansby),2.450,2.280
3,13:06,3,3,ARI 38,14,35,Drew Brees pass incomplete short right intended for Reggie Bush (defended by Adrian Wilson),2.280,0.720
3,13:06,4,3,ARI 38,14,35,Penalty on Drew Brees: Delay of Game (Declined),0.720,0.720
3,13:01,4,3,ARI 38,14,35,Thomas Morstead punts 26 yards,0.720,0.350
3,12:51,1,10,ARI 12,14,35,Kurt Warner pass complete short right to Early Doucet for 12 yards (tackle by Randall Gay and Darren Sharper),-0.350,0.540
3,12:12,1,10,ARI 24,14,35,LaRod Stephens-Howling left guard for 2 yards (tackle by Bobby McCray and Scott Shanle),0.540,0.270
3,11:33,2,8,ARI 26,14,35,Tim Hightower left guard for 3 yards (tackle by Will Smith),0.270,-0.030
3,10:53,3,5,ARI 29,14,35,Kurt Warner pass incomplete short right intended for Steve Breaston,-0.030,-1.440
3,10:47,4,5,ARI 29,14,35,"Ben Graham punts 46 yards, returned by Reggie Bush for 11 yards (tackle by Kenny Iwebema)",-1.440,-1.330
3,10:36,1,10,NOR 36,14,35,Reggie Bush left guard for 14 yards (tackle by Bryant McFadden),1.330,2.260
3,10:00,1,10,,14,35,"Drew Brees pass complete short left to Marques Colston for 11 yards (tackle by Greg Toler). Penalty on Calais Campbell: Roughing the Passer, 15 yards",2.260,3.970
3,9:26,1,10,ARI 24,14,35,Drew Brees pass incomplete deep middle intended for Marques Colston,3.970,3.430
3,9:20,2,10,ARI 24,14,35,Drew Brees pass complete short right to Lance Moore for -1 yards (tackle by Adrian Wilson),3.430,2.610
3,8:36,3,11,ARI 25,14,35,Drew Brees pass incomplete deep left intended for Devery Henderson,2.610,1.800
3,8:30,4,11,ARI 25,14,38,Garrett Hartley 43 yard field goal good,1.800,3.000
3,,,,NOR 30,14,38,"Thomas Morstead kicks off 77 yards, touchback",0.000,0.280
3,8:26,1,10,ARI 20,14,38,Kurt Warner pass incomplete short middle intended for Tim Hightower (defended by Scott Shanle),0.280,-0.270
3,8:21,2,10,ARI 20,14,38,Kurt Warner pass complete short middle to Larry Fitzgerald for 14 yards (tackle by Tracy Porter),-0.270,1.200
3,7:52,1,10,ARI 34,14,38,Kurt Warner pass incomplete short left intended for Early Doucet (defended by Tracy Porter),1.200,0.660
3,7:48,2,10,ARI 34,14,38,Kurt Warner pass incomplete deep left intended for Larry Fitzgerald (defended by Darren Sharper),0.660,-0.030
3,7:43,3,10,ARI 34,14,38,Kurt Warner pass complete short middle to Larry Fitzgerald for 4 yards (tackle by Jabari Greer),-0.030,-0.850
3,7:01,4,6,ARI 38,14,44,"Ben Graham punts 45 yards, returned by Reggie Bush for 83 yards, touchdown",-0.850,-7.000
3,,,,ARI 2,14,45,Garrett Hartley kicks extra point good,0.000,0.000
3,,,,NOR 30,14,45,"Thomas Morstead kicks off 75 yards, touchback",0.000,0.280
3,6:42,1,10,ARI 20,14,45,Kurt Warner pass complete short left to Tim Hightower for 5 yards (tackle by Scott Shanle),0.280,0.410
3,6:11,2,5,ARI 25,14,45,Kurt Warner pass complete short middle to Larry Fitzgerald for 16 yards (tackle by Tracy Porter),0.410,1.660
3,5:39,1,10,ARI 41,14,45,Kurt Warner pass complete short left to Early Doucet for 8 yards (tackle by Scott Shanle),1.660,2.200
3,5:09,2,2,ARI 49,14,45,Kurt Warner pass complete short right to Larry Fitzgerald for 14 yards (tackle by Scott Shanle),2.200,3.120
3,4:48,1,10,NOR 37,14,45,Kurt Warner pass complete deep right to Steve Breaston for 20 yards (tackle by Roman Harper),3.120,4.440
3,4:02,1,10,NOR 17,14,45,Kurt Warner pass complete short middle to Steve Breaston for 7 yards (tackle by Randall Gay),4.440,5.100
3,3:28,2,3,NOR 10,14,45,Kurt Warner pass incomplete short left intended for Early Doucet (defended by Will Smith),5.100,4.340
3,3:23,3,3,NOR 10,14,45,"Tim Hightower right end for 1 yard. Tim Hightower fumbles, recovered by Tim Hightower at NOR-10",4.340,2.950
3,2:51,4,2,NOR 9,14,45,Kurt Warner pass incomplete short middle intended for Steve Breaston,2.950,0.380
3,2:46,1,10,NOR 10,14,45,Mike Bell right guard for 3 yards (tackle by Gabe Watson),-0.380,-0.560
3,2:06,2,7,NOR 13,14,45,Drew Brees pass complete short left to Pierre Thomas for 7 yards (tackle by Greg Toler),-0.560,0.280
3,1:27,1,10,NOR 20,14,45,Pierre Thomas left tackle for 5 yards (tackle by Monty Beisel),0.280,0.410
3,0:42,2,5,NOR 25,14,45,Drew Brees pass complete short right to Devery Henderson for 5 yards (tackle by Greg Toler),0.410,0.940
Quarter,Time,Down,ToGo,Location,ARI,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NOR 30,14,45,Lynell Hamilton right guard for 3 yards (tackle by Chike Okeafor),0.940,0.800
4,14:23,2,7,NOR 33,14,45,Drew Brees pass incomplete short middle intended for Lynell Hamilton (defended by Bryan Robinson),0.800,0.100
4,14:15,,,,14,45,Timeout #1 by New Orleans Saints,0.000,0.100
4,14:15,3,7,NOR 33,14,45,Drew Brees pass complete short left to Reggie Bush for 8 yards (tackle by Bryant McFadden),0.100,1.660
4,13:28,1,10,NOR 41,14,45,Pierre Thomas right guard for 3 yards (tackle by Adrian Wilson),1.660,1.530
4,12:44,2,7,NOR 44,14,45,Pierre Thomas right guard for 6 yards (tackle by Bryant McFadden),1.530,1.620
4,11:58,3,1,,14,45,Lynell Hamilton right guard for 5 yards (tackle by Adrian Wilson),1.620,2.590
4,11:15,1,10,ARI 45,14,45,Lynell Hamilton right guard for 11 yards (tackle by Adrian Wilson),2.590,3.310
4,10:30,1,10,ARI 34,14,45,Mike Bell left guard for no gain (tackle by Calais Campbell),3.310,2.770
4,9:45,2,10,ARI 34,14,45,Mike Bell right guard for 3 yards (tackle by Alan Branch),2.770,2.480
4,8:59,,,,14,45,Timeout #2 by New Orleans Saints,0.000,2.480
4,8:59,3,7,ARI 31,14,45,Drew Brees pass complete short left to Pierre Thomas for 6 yards (tackle by Karlos Dansby),2.480,1.950
4,8:33,4,1,ARI 25,14,45,David Thomas left end for no gain (tackle by Greg Toler),1.950,-0.610
4,8:22,1,10,ARI 25,14,45,Tim Hightower right tackle for 6 yards (tackle by DeMario Pressley and Marvin Mitchell),0.610,0.870
4,7:51,2,4,ARI 31,14,45,Matt Leinart pass incomplete short middle intended for Early Doucet,0.870,0.170
4,7:46,3,4,ARI 31,14,45,Matt Leinart pass incomplete deep middle intended for Steve Breaston (defended by Pierson Prioleau),0.170,-1.310
4,7:40,4,4,ARI 31,14,45,"Ben Graham punts 42 yards, fair catch by Reggie Bush",-1.310,-0.740
4,7:31,1,10,NOR 27,14,45,Mike Bell left guard for -1 yards (tackle by Karlos Dansby),0.740,0.060
4,6:48,2,11,NOR 26,14,45,Mike Bell right guard for 1 yard (tackle by Karlos Dansby and Clark Haggans),0.060,-0.490
4,6:00,3,10,NOR 27,14,45,Lynell Hamilton right end for 3 yards (tackle by Clark Haggans and Monty Beisel),-0.490,-1.370
4,5:11,,,,14,45,Timeout #3 by New Orleans Saints,0.000,-1.370
4,5:11,4,7,NOR 30,14,45,"Thomas Morstead punts 50 yards, fair catch by Steve Breaston",-1.370,-0.280
4,5:04,1,10,ARI 20,14,45,Beanie Wells left end for 3 yards (tackle by Jeff Charleston),0.280,0.140
4,4:33,2,7,ARI 23,14,45,Matt Leinart pass complete short left to Early Doucet for 7 yards (tackle by Marvin Mitchell),0.140,0.940
4,3:59,1,10,ARI 30,14,45,Beanie Wells right tackle for 2 yards (tackle by Troy Evans),0.940,0.660
4,3:29,2,8,ARI 32,14,45,Matt Leinart pass complete short left to Early Doucet for 7 yards (tackle by Tracy Porter),0.660,0.890
4,2:50,3,1,ARI 39,14,45,Beanie Wells right guard for -3 yards (tackle by Anthony Hargrove),0.890,-0.980
4,2:16,4,4,ARI 36,14,45,Ben Graham punts 35 yards,-0.980,-0.870
4,2:08,1,10,NOR 29,14,45,Drew Brees kneels for -1 yards,0.870,0.190
4,2:00,2,11,NOR 28,14,45,Drew Brees kneels for -1 yards,0.190,-0.630
4,1:07,3,12,NOR 27,14,45,Drew Brees kneels for -1 yards,-0.630,-1.630
4,0:20,4,13,NOR 26,14,45,"Penalty on NOR: Delay of Game, 5 yards (no play)",-1.630,-1.960
4,0:20,4,18,NOR 21,14,45,Thomas Morstead punts 29 yards,-1.960,-2.260
4,0:14,1,10,,14,45,Jason Wright right guard for 3 yards (tackle by Jeff Charleston and Jonathan Casillas),2.260,2.120
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
