Quarter,Time,Down,ToGo,Location,DET,DAL,Detail,EPB,EPA
2,9:05,1,10,DAL 32,14,0,DeMarco Murray up the middle for 1 yard (tackle by Jason Jones and C.J. Mosley),1.070,0.660
2,8:22,2,9,DAL 33,14,0,Tony Romo pass complete short left to Dwayne Harris for 5 yards (tackle by Glover Quin),0.660,0.630
2,7:38,3,4,DAL 38,14,0,Tony Romo pass complete short right to Jason Witten for 12 yards (tackle by Tahir Whitehead),0.630,2.260
2,6:57,1,10,DET 50,14,0,DeMarco Murray up the middle for 3 yards (tackle by James Ihedigbo),2.260,2.120
2,6:12,2,7,DET 47,14,0,Tony Romo sacked by Tahir Whitehead for -8 yards,2.120,0.370
2,5:28,3,15,DAL 45,14,0,Tony Romo pass incomplete deep right intended for Gavin Escobar,0.370,-0.390
2,5:23,4,15,DAL 45,14,0,"Chris Jones punts 40 yards, muffed catch by Jeremy Ross, recovered by Jeremy Ross and returned for no gain",-0.390,0.280
2,5:11,1,10,DET 14,14,0,Reggie Bush right guard for no gain (tackle by Tyrone Crawford),-0.280,-0.750
2,4:48,2,10,DET 14,14,0,"Penalty on Cornelius Lucas: False Start, 5 yards (no play)",-0.750,-1.150
2,4:19,2,15,DET 9,14,0,"Penalty on Matthew Stafford: Delay of Game, 4 yards (no play)",-1.150,-1.440
2,3:50,2,19,DET 5,14,0,Matthew Stafford pass complete short right to Reggie Bush for 1 yard (tackle by George Selvie and Nick Hayden),-1.440,-2.360
2,3:07,3,18,DET 6,14,0,Matthew Stafford pass complete short right to Joique Bell for 10 yards (tackle by Barry Church and Anthony Spencer),-2.360,-2.390
2,2:24,4,8,DET 16,14,0,"Sam Martin punts 48 yards, fair catch by Dwayne Harris. Penalty on Demarcus Lawrence: Offensive Holding, 10 yards",-2.390,-0.670
2,2:15,1,10,DAL 26,14,0,Tony Romo pass complete short right to Terrance Williams for 8 yards (tackle by Cassius Vaughn),0.670,1.210
2,2:00,2,2,DAL 34,14,0,Tony Romo pass incomplete short left intended for Cole Beasley,1.210,0.500
2,1:55,3,2,DAL 34,14,0,"Tony Romo pass complete short right to Jason Witten for 5 yards (tackle by Cassius Vaughn). Penalty on Terrance Williams: Offensive Pass Interference, 10 yards (no play)",0.500,-0.820
2,1:50,3,12,DAL 24,14,6,"Tony Romo pass complete short middle to Terrance Williams for 76 yards, touchdown",-0.820,7.000
2,1:50,,,DET 2,14,7,Dan Bailey kicks extra point good,0.000,0.000
2,1:50,,,DAL 35,14,7,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.280
2,1:37,1,10,DET 20,14,7,Matthew Stafford pass complete short left to Theo Riddick for 7 yards (tackle by Barry Church),0.280,0.680
2,1:15,2,3,DET 27,14,7,Matthew Stafford pass complete short middle to Theo Riddick for 13 yards (tackle by Demarcus Lawrence),0.680,0.680
2,1:08,2,3,DET 27,14,7,Timeout #1 by Detroit Lions,0.680,1.600
2,1:08,1,10,DET 40,14,7,Matthew Stafford pass incomplete short left intended for Theo Riddick (defended by Bruce Carter),1.600,1.050
2,1:03,2,10,DET 40,14,7,Matthew Stafford pass complete short left to Calvin Johnson for 19 yards,1.050,2.850
2,0:56,1,10,DAL 41,14,7,Matthew Stafford pass incomplete short right intended for Jeremy Ross,2.850,2.310
2,0:49,2,10,DAL 41,14,7,Matthew Stafford pass complete short left to Corey Fuller for 5 yards (tackle by Brandon Carr),2.310,2.280
2,0:27,3,5,DAL 36,14,7,Matthew Stafford pass complete short right to Golden Tate for 6 yards (tackle by Orlando Scandrick),2.280,3.580
,,,,,,,"Replay Assistant challenged the first down ruling, and the original play was overturned.",,
2,0:27,1,10,DAL 30,14,7,Matthew Stafford pass complete short left to Reggie Bush for 9 yards (tackle by Bruce Carter and Orlando Scandrick),3.580,3.580
2,0:13,1,10,DAL 30,14,7,Timeout #2 by Detroit Lions,3.580,4.250
2,0:13,2,1,DAL 21,14,7,Matthew Stafford pass incomplete deep middle intended for Calvin Johnson (defended by Bruce Carter),4.250,4.250
2,0:07,2,1,DAL 21,14,7,Timeout #3 by Detroit Lions,4.250,3.530
2,0:07,3,1,DAL 21,17,7,Matt Prater 39 yard field goal good,3.530,3.000
Quarter,Time,Down,ToGo,Location,DET,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,,,"Sam Martin kicks off 35 yards, returned by Lance Dunbar for 10 yards",,
3,15:00,,,DAL 35,17,7,"Dan Bailey kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,DET 20,17,7,Matthew Stafford pass incomplete short middle intended for Golden Tate is intercepted by Kyle Wilber at DET-24 and returned for 5 yards,0.280,-4.310
3,14:49,1,10,DET 19,17,7,DeMarco Murray up the middle for 5 yards (tackle by Jason Jones),4.310,4.530
3,14:17,2,5,DET 14,17,7,DeMarco Murray up the middle for 4 yards (tackle by Tahir Whitehead),4.530,4.690
3,13:33,3,1,DET 10,17,7,Tony Romo sacked by Ezekiel Ansah for -13 yards,4.690,1.930
3,12:50,4,14,DET 23,17,7,Dan Bailey 41 yard field goal no good,1.930,-1.000
3,12:44,1,10,DET 31,17,7,Joique Bell left tackle for 4 yards (tackle by Jeremy Mincey),1.000,1.000
3,12:11,2,6,DET 35,17,7,Matthew Stafford pass complete short right to Brandon Pettigrew for 11 yards (tackle by Anthony Hitchens),1.000,1.990
3,11:31,1,10,DET 46,17,7,Reggie Bush right end for no gain (tackle by Brandon Carr),1.990,1.450
3,10:49,2,10,DET 46,17,7,Matthew Stafford pass complete short left to Calvin Johnson for 28 yards (tackle by J.J. Wilcox),1.450,3.840
3,10:15,1,10,DAL 26,17,7,Reggie Bush up the middle for 4 yards (tackle by Jeff Heath),3.840,3.840
3,9:33,2,6,DAL 22,17,7,Joique Bell left tackle for 3 yards (tackle by Josh Brent),3.840,3.570
3,8:49,3,3,DAL 19,17,7,Matthew Stafford pass incomplete deep middle intended for Golden Tate,3.570,2.280
3,8:44,4,3,DAL 19,20,7,Matt Prater 37 yard field goal good,2.280,3.000
3,8:44,,,DET 35,20,7,"Sam Martin kicks off 70 yards, returned by Dwayne Harris for 25 yards (tackle by Darius Slay)",0.000,-0.280
3,8:34,1,10,DAL 20,20,7,Tony Romo pass complete short middle to DeMarco Murray for 7 yards (tackle by DeAndre Levy),0.280,0.680
3,7:59,2,3,DAL 27,20,7,DeMarco Murray left tackle for 8 yards (tackle by James Ihedigbo),0.680,1.270
3,7:19,1,10,DAL 35,20,7,DeMarco Murray right end for 15 yards (tackle by James Ihedigbo),1.270,2.260
3,6:36,1,10,DET 50,20,7,DeMarco Murray right guard for no gain (tackle by DeAndre Levy),2.260,1.710
3,6:04,2,10,DET 50,20,7,Tony Romo pass incomplete short left intended for Cole Beasley,1.710,1.030
3,5:58,3,10,DET 50,20,7,Tony Romo pass complete short left to Dez Bryant for 43 yards (tackle by Cassius Vaughn),1.030,5.600
3,5:06,1,7,DET 7,20,7,"DeMarco Murray left end for 7 yards. Penalty on Jason Witten: Offensive Holding, 10 yards, Penalty on Dez Bryant: Taunting (Declined) (no play)",5.600,4.260
3,5:00,1,17,DET 17,20,7,Tony Romo pass complete short middle to Cole Beasley for 15 yards (tackle by Mohammed Seisay),4.260,4.260
3,4:26,1,17,DET 17,20,7,Timeout #1 by Detroit Lions,4.260,5.720
3,4:26,2,2,DET 2,20,7,Tony Romo pass complete short middle to Jason Witten for 1 yard (tackle by Josh Bynes),5.720,5.170
3,3:44,3,1,DET 1,20,7,DeMarco Murray up the middle for no gain (tackle by Ndamukong Suh),5.170,3.550
3,2:55,4,1,DET 1,20,13,"DeMarco Murray left tackle for 1 yard, touchdown",3.550,7.000
3,2:55,,,DET 2,20,14,Dan Bailey kicks extra point good,0.000,0.000
3,2:55,,,DAL 35,20,14,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.280
3,2:54,1,10,DET 20,20,14,Joique Bell left guard for 1 yard (tackle by Tyrone Crawford),0.280,-0.130
3,2:14,2,9,DET 21,20,14,Matthew Stafford pass complete short right to Eric Ebron for 7 yards (tackle by Anthony Hitchens),-0.130,0.100
3,1:29,3,2,DET 28,20,14,Matthew Stafford pass incomplete short right intended for Reggie Bush,0.100,-1.500
3,1:24,4,2,DET 28,20,14,"Sam Martin punts 41 yards, fair catch by Dwayne Harris",-1.500,-1.000
3,1:16,1,10,DAL 31,20,14,Tony Romo pass complete short right to Cole Beasley for 19 yards (tackle by Glover Quin),1.000,2.260
3,0:34,1,10,DET 50,20,14,DeMarco Murray right end for 5 yards (tackle by Jason Jones),2.260,2.390
Quarter,Time,Down,ToGo,Location,DET,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,DET 45,20,14,"Tony Romo pass complete short middle to Cole Beasley for 12 yards (tackle by Tahir Whitehead). Penalty on Tahir Whitehead: Unnecessary Roughness, 15 yards",2.390,4.370
4,14:37,1,10,DET 18,20,14,DeMarco Murray right end for no gain (tackle by Darryl Tapp),4.370,3.800
4,14:00,2,10,DET 18,20,14,Tony Romo sacked by Ndamukong Suh for -5 yards,3.800,2.480
4,13:12,3,15,DET 23,20,14,Tony Romo sacked by Ndamukong Suh for -10 yards,2.480,1.150
4,12:21,4,25,DET 33,20,17,Dan Bailey 51 yard field goal good,1.150,3.000
4,12:21,,,DAL 35,20,17,"Dan Bailey kicks off 68 yards, returned by Jeremy Ross for 8 yards (tackle by C.J. Spillman)",0.000,0.380
4,12:11,1,10,DET 5,20,17,Joique Bell right end for -2 yards (tackle by Barry Church),-0.380,-0.930
4,11:27,2,12,DET 3,20,17,Matthew Stafford pass complete short middle to Corey Fuller for 21 yards (tackle by J.J. Wilcox),-0.930,0.540
4,10:47,1,10,DET 24,20,17,Matthew Stafford pass incomplete short right intended for Theo Riddick (defended by Bruce Carter),0.540,0.000
4,10:40,2,10,DET 24,20,17,Reggie Bush up the middle for 2 yards (tackle by Bruce Carter and Anthony Hitchens),0.000,-0.430
4,9:54,3,8,DET 26,20,17,Matthew Stafford pass complete deep left to Calvin Johnson for 19 yards (tackle by Brandon Carr),-0.430,1.930
4,9:32,1,10,DET 45,20,17,Reggie Bush left tackle for 4 yards (tackle by Jeff Heath),1.930,1.920
4,8:55,2,6,DET 49,20,17,Joique Bell left end for 5 yards (tackle by J.J. Wilcox),1.920,1.880
4,8:25,3,1,DAL 46,20,17,Matthew Stafford pass incomplete deep left intended for Brandon Pettigrew (defended by Anthony Hitchens),1.880,0.200
4,8:25,4,1,DAL 46,20,17,"Penalty on Matthew Stafford: Delay of Game, 5 yards (no play)",0.200,-0.130
4,8:18,4,6,DET 49,20,17,"Sam Martin punts 10 yards, out of bounds",-0.130,-1.660
4,8:10,1,10,DAL 41,20,17,Tony Romo pass complete short left to DeMarco Murray for 13 yards (tackle by Rashean Mathis),1.660,2.520
4,7:25,1,10,DET 46,20,17,DeMarco Murray right tackle for 2 yards (tackle by Devin Taylor),2.520,2.250
4,6:48,2,8,DET 44,20,17,Tony Romo pass incomplete short middle intended for Jason Witten,2.250,1.550
4,6:44,3,8,DET 44,20,17,Tony Romo pass complete short middle to DeMarco Murray for 2 yards (tackle by Ezekiel Ansah),1.550,1.550
4,6:00,3,8,DET 44,20,17,Timeout #1 by Dallas Cowboys,1.550,0.460
4,6:00,4,6,DET 42,20,17,Tony Romo pass complete short middle to Jason Witten for 21 yards (tackle by Isa Abdul-Quddus and James Ihedigbo),0.460,4.170
4,5:13,1,10,DET 21,20,17,DeMarco Murray left end for no gain (tackle by Tahir Whitehead),4.170,3.630
4,4:32,2,10,DET 21,20,17,"Tony Romo pass incomplete short middle intended for Cole Beasley. Penalty on Don Carey: Defensive Holding, 5 yards (no play)",3.630,4.510
4,4:28,1,10,DET 16,20,17,Tony Romo pass complete short middle to Dez Bryant for 3 yards (tackle by Rashean Mathis),4.510,4.390
4,3:43,2,7,DET 13,20,17,Tony Romo pass incomplete short right intended for Gavin Escobar,4.390,3.540
4,3:40,3,7,DET 13,20,17,"Tony Romo pass complete short right to Lance Dunbar for -2 yards (tackle by DeAndre Levy). Penalty on DeAndre Levy: Defensive Holding, 5 yards (no play)",3.540,5.370
4,3:33,1,8,DET 8,20,17,Tony Romo pass incomplete short right intended for Terrance Williams,5.370,4.570
4,3:28,2,8,DET 8,20,17,DeMarco Murray up the middle for 5 yards (tackle by James Ihedigbo),4.570,4.720
4,2:39,3,3,DET 3,20,17,"Penalty on Terrance Williams: False Start, 5 yards (no play)",4.720,3.580
4,2:39,3,8,DET 8,20,23,"Tony Romo pass complete short middle to Terrance Williams for 8 yards, touchdown",3.580,7.000
4,2:39,,,DET 2,20,24,Dan Bailey kicks extra point good,0.000,0.000
4,2:39,,,DAL 35,20,24,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.280
4,2:32,1,10,DET 20,20,24,Matthew Stafford pass complete short middle to Golden Tate for 6 yards (tackle by Bruce Carter),0.280,0.540
4,2:10,2,4,DET 26,20,24,"Matthew Stafford sacked by Anthony Spencer for -9 yards. Matthew Stafford fumbles (forced by Anthony Spencer), recovered by Demarcus Lawrence at DET-24 (tackle by Garrett Reynolds). Demarcus Lawrence fumbles (forced by Garrett Reynolds), recovered by Riley Reiff at DET-23 (tackle by Nick Hayden)",0.540,0.480
4,2:00,1,10,DET 23,20,24,Matthew Stafford pass complete short right to Eric Ebron for 6 yards (tackle by Orlando Scandrick),0.480,0.740
4,1:55,2,4,DET 29,20,24,Matthew Stafford pass complete short middle to Golden Tate for 7 yards (tackle by Tyler Patmon),0.740,1.330
4,1:34,1,10,DET 36,20,24,Matthew Stafford pass incomplete deep middle intended for Calvin Johnson,1.330,1.330
4,1:29,1,10,DET 36,20,24,Timeout #2 by Dallas Cowboys,1.330,0.790
4,1:29,2,10,DET 36,20,24,Matthew Stafford pass complete short left to Theo Riddick for 15 yards (tackle by J.J. Wilcox),0.790,0.790
4,1:18,2,10,DET 36,20,24,Timeout #2 by Detroit Lions,0.790,2.320
4,1:18,1,10,DAL 49,20,24,Matthew Stafford pass incomplete short middle intended for Theo Riddick (defended by Tyrone Crawford),2.320,1.780
4,1:14,2,10,DAL 49,20,24,"Penalty on Calvin Johnson: False Start, 5 yards (no play)",1.780,1.110
4,1:14,2,15,DET 46,20,24,Matthew Stafford pass complete short right to Eric Ebron for 8 yards (tackle by Orlando Scandrick),1.110,1.490
4,1:07,3,7,DAL 46,20,24,Matthew Stafford pass complete short right to Theo Riddick for 4 yards (tackle by Brandon Carr),1.490,0.460
4,1:00,4,3,DAL 42,20,24,"Matthew Stafford sacked by Demarcus Lawrence for -9 yards. Matthew Stafford fumbles (forced by Demarcus Lawrence), recovered by Demarcus Lawrence at DET-47 (tackle by Riley Reiff)",0.460,-2.460
4,0:54,1,10,DET 47,20,24,Tony Romo kneels for -1 yards,2.460,1.780
4,0:09,2,11,DET 48,20,24,Tony Romo kneels for -1 yards,1.780,0.960
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
