Quarter,Time,Down,ToGo,Location,KAN,SDG,Detail,EPB,EPA
2,1:36,2,1,KAN 26,3,10,Ronnie Brown up the middle for 6 yards (tackle by Derrick O. Johnson and Justin Houston),3.920,4.240
2,1:06,1,10,KAN 20,3,10,Philip Rivers pass complete short middle to Antonio Gates for 8 yards (tackle by Derrick O. Johnson and Eric Berry),4.240,5.040
2,0:45,2,2,KAN 12,3,10,Ronnie Brown up the middle for 4 yards (tackle by Justin Houston and Javier Arenas),5.040,0.000
2,0:40,,,,3,10,Timeout #2 by San Diego Chargers,0.000,5.370
2,0:40,1,8,KAN 8,3,10,Philip Rivers pass incomplete,5.370,4.570
2,0:35,2,8,KAN 8,3,10,Philip Rivers pass complete short left to Ronnie Brown for 7 yards (tackle by Justin Houston and Eric Berry),4.570,0.000
2,0:21,,,,3,10,Timeout #2 by Kansas City Chiefs,0.000,5.170
2,0:21,3,1,KAN 1,3,10,Philip Rivers pass incomplete short right intended for Dante Rosario is intercepted by Eric Berry at KAN-0,5.170,-0.280
2,0:14,1,10,KAN 20,3,10,Matt Cassel kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,KAN,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 35,3,10,"Nick Novak kicks off 68 yards, returned by Shaun Draughn for 29 yards (tackle by Darrell Stuckey)",0.000,0.670
3,14:53,1,10,KAN 26,3,10,Jamaal Charles right tackle for -1 yards (tackle by Donald Butler),0.670,-0.010
3,14:10,2,11,KAN 25,3,10,Matt Cassel pass complete short left to Dwayne Bowe for 10 yards (tackle by Antoine Cason),-0.010,0.630
3,13:34,3,1,KAN 35,3,10,Dexter McCluster up the middle for no gain (tackle by Donald Butler),0.630,-1.040
3,12:53,4,1,KAN 35,3,10,"Dustin Colquitt punts 54 yards, muffed catch by Eric Weddle, recovered by Eric Weddle and returned for no gain. Penalty on Andy Studebaker: Ineligible Downfield Kick (Offsetting), Penalty on Dante Rosario: Defensive Holding (Offsetting) (no play)",-1.040,-1.040
3,12:41,4,1,KAN 35,3,10,"Dustin Colquitt punts 43 yards, returned by Eric Weddle for 2 yards (tackle by Jalil Brown). Eric Weddle fumbles (forced by Jalil Brown), recovered by Cory Greenwood at SDG-24",-1.040,3.970
3,12:29,1,10,SDG 24,3,10,Matt Cassel pass incomplete deep right intended for Dwayne Bowe,3.970,3.430
3,12:23,2,10,SDG 24,3,10,Jamaal Charles up the middle for 3 yards (tackle by Corey Liuget),3.430,3.140
3,11:41,3,7,SDG 21,3,10,Matt Cassel pass incomplete deep right intended for Dwayne Bowe,3.140,2.060
3,11:35,4,7,SDG 21,3,10,Ryan Succop 39 yard field goal no good,2.060,-0.870
3,11:31,1,10,SDG 29,3,10,Ryan Mathews right end for 2 yards (tackle by Justin Houston),0.870,0.600
3,10:51,2,8,SDG 31,3,10,Philip Rivers pass complete short left to Ronnie Brown for 9 yards (tackle by Javier Arenas),0.600,1.600
3,10:05,1,10,SDG 40,3,10,Philip Rivers pass complete short middle to Danario Alexander for 20 yards (tackle by Travis Daniels),1.600,2.920
3,9:20,1,10,KAN 40,3,10,Philip Rivers sacked by Tamba Hali for -4 yards,2.920,1.830
3,8:42,2,14,KAN 44,3,10,"Philip Rivers pass incomplete. Penalty on Jared Gaither: Offensive Holding, 10 yards (no play)",1.830,0.480
3,8:34,2,24,SDG 46,3,10,Philip Rivers pass complete short right to Ryan Mathews for -1 yards (tackle by Eric Berry),0.480,-0.300
3,7:54,3,25,SDG 45,3,10,Ronnie Brown up the middle for 10 yards (tackle by Eric Berry),-0.300,0.270
3,7:20,4,15,KAN 45,3,10,Mike Scifres punts 38 yards,0.270,0.380
3,7:09,1,10,KAN 7,3,10,Matt Cassel pass complete short right to Dwayne Bowe for 13 yards (tackle by Atari Bigby),-0.380,0.280
3,6:31,1,10,KAN 20,3,10,Jamaal Charles up the middle for 10 yards (tackle by Eric Weddle),0.280,0.940
3,5:48,1,10,KAN 30,3,10,Jamaal Charles right end for 2 yards (tackle by Cam Thomas and Kendall Reyes),0.940,0.660
3,5:01,2,8,KAN 32,3,10,Jamaal Charles left end for 15 yards (tackle by Eric Weddle),0.660,2.060
3,4:24,1,10,KAN 47,3,10,Matt Cassel up the middle for 14 yards (tackle by Takeo Spikes),2.060,2.980
3,3:38,1,10,SDG 39,3,10,Peyton Hillis right end for 11 yards (tackle by Eric Weddle),2.980,3.710
3,2:59,1,10,SDG 28,3,10,Peyton Hillis left guard for -3 yards (tackle by Melvin Ingram),3.710,2.760
3,2:16,2,13,SDG 31,3,10,"Penalty on Eric Winston: False Start, 5 yards (no play)",2.760,2.090
3,1:50,2,18,SDG 36,3,10,Matt Cassel pass incomplete deep right intended for Dexter McCluster (defended by Donald Butler),2.090,1.420
3,1:44,3,18,SDG 36,3,10,Matt Cassel pass complete short right to Jonathan Baldwin for 13 yards (tackle by Shareece Wright and Quentin Jammer),1.420,1.980
3,0:58,4,5,SDG 23,6,10,Ryan Succop 41 yard field goal good,1.980,3.000
3,0:53,,,KAN 35,6,10,"Ryan Succop kicks off 71 yards, touchback",0.000,0.280
3,0:53,1,10,SDG 20,6,10,Ryan Mathews up the middle for 31 yards (tackle by Javier Arenas),0.280,2.320
3,0:08,1,10,KAN 49,6,10,Jackie Battle left end for 11 yards (tackle by Jovan Belcher),2.320,3.050
Quarter,Time,Down,ToGo,Location,KAN,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,KAN 38,6,10,Ryan Mathews right guard for 5 yards (tackle by Ropati Pitoitua),3.050,3.180
4,14:23,2,5,KAN 33,6,10,Ryan Mathews left end for 2 yards (tackle by Tamba Hali and Ropati Pitoitua),3.180,2.740
4,13:41,3,3,KAN 31,6,10,Ronnie Brown up the middle for 7 yards (tackle by Tamba Hali and Allen Bailey),2.740,3.970
4,13:04,1,10,KAN 24,6,10,Ryan Mathews left tackle for 2 yards (tackle by Tamba Hali and Ropati Pitoitua),3.970,0.000
4,12:20,,,,6,10,Timeout #1 by San Diego Chargers,0.000,3.700
4,12:20,2,8,KAN 22,6,10,Ronnie Brown left guard for 9 yards (tackle by Eric Berry),3.700,4.710
4,11:37,1,10,KAN 13,6,16,"Philip Rivers pass complete short left to Malcom Floyd for 13 yards, touchdown",4.710,7.000
4,11:37,,,KAN 2,6,17,Nick Novak kicks extra point good,0.000,0.000
4,11:33,,,SDG 35,6,17,"Nick Novak kicks off 70 yards, returned by Shaun Draughn for 21 yards (tackle by Darrell Stuckey). Penalty on Donald Stephenson: Face Mask (15 Yards), 8 yards",0.000,-0.380
4,11:25,1,10,KAN 8,6,17,"Penalty on Eric Winston: False Start, 4 yards (no play)",-0.380,-0.530
4,11:25,1,14,KAN 4,6,17,Jamaal Charles left end for 1 yard (tackle by Donald Butler),-0.530,-1.000
4,10:46,2,13,KAN 5,6,23,"Matt Cassel sacked by Jarret Johnson for -5 yards. Matt Cassel fumbles (forced by Jarret Johnson), recovered by Shaun Phillips at KAN-0, touchdown",-1.000,-7.000
4,,,,KAN 2,6,24,Nick Novak kicks extra point good,0.000,0.000
4,10:39,,,SDG 35,6,24,"Nick Novak kicks off 69 yards, touchback",0.000,0.280
4,10:39,1,10,KAN 20,6,24,Matt Cassel pass complete short left to Jamaal Charles for 22 yards (tackle by Eric Weddle),0.280,1.730
4,10:14,1,10,KAN 42,6,24,Matt Cassel pass complete short right to Dwayne Bowe for 5 yards (tackle by Quentin Jammer),1.730,1.860
4,9:43,2,5,KAN 47,6,24,Matt Cassel pass incomplete deep right intended for Dexter McCluster (defended by Corey Lynch),1.860,1.160
4,9:37,3,5,KAN 47,6,24,Matt Cassel pass complete short left to Dexter McCluster for 5 yards (tackle by Marcus Gilchrist),1.160,2.390
4,9:14,1,10,SDG 48,6,24,Matt Cassel pass complete short right to Jamaal Charles for 2 yards (tackle by Donald Butler and Corey Lynch),2.390,2.120
4,8:46,2,8,SDG 46,6,30,"Matt Cassel pass incomplete short right intended for Dexter McCluster is intercepted by Demorrio Williams at SDG-41 and returned for 59 yards, touchdown",2.120,-7.000
4,,,,KAN 2,6,31,Nick Novak kicks extra point good,0.000,0.000
4,8:33,,,SDG 35,6,31,"Nick Novak kicks off 74 yards, touchback",0.000,0.280
4,8:33,1,10,KAN 20,6,31,Peyton Hillis up the middle for 2 yards (tackle by Antwan Barnes and Antonio Garay),0.280,0.000
4,8:05,2,8,KAN 22,6,31,Matt Cassel pass complete short left to Steve Breaston for 10 yards (tackle by Marcus Gilchrist),0.000,1.070
4,7:39,1,10,KAN 32,6,31,Matt Cassel pass incomplete,1.070,0.530
4,7:32,2,10,KAN 32,6,31,"Matt Cassel pass incomplete short right intended for Dwayne Bowe. Penalty on Quentin Jammer: Defensive Pass Interference, 15 yards (no play)",0.530,0.000
4,7:25,,,,6,31,Timeout #1 by Kansas City Chiefs,0.000,2.060
4,7:25,1,10,KAN 47,6,31,Matt Cassel pass complete short right to Shaun Draughn for 1 yard (tackle by Quentin Jammer),2.060,1.650
4,6:53,2,9,KAN 48,6,31,Matt Cassel pass complete short left to Peyton Hillis for 7 yards (tackle by Marcus Gilchrist),1.650,1.880
4,6:19,3,2,SDG 45,6,31,Matt Cassel pass complete short left to Steve Breaston for 7 yards (tackle by Antoine Cason),1.880,3.050
4,5:50,1,10,SDG 38,6,31,Matt Cassel up the middle for 5 yards (tackle by Marcus Gilchrist),3.050,3.180
4,5:11,2,5,SDG 33,6,31,Matt Cassel up the middle for 7 yards (tackle by Donald Butler),3.180,3.840
4,4:36,1,10,SDG 26,6,31,Matt Cassel pass complete deep left to Shaun Draughn for 20 yards (tackle by Demorrio Williams),3.840,5.830
4,4:30,1,6,SDG 6,12,31,"Shaun Draughn up the middle for 6 yards, touchdown",5.830,7.000
4,4:30,,,SDG 2,13,31,Ryan Succop kicks extra point good,0.000,0.000
4,4:26,,,KAN 35,13,31,"Ryan Succop kicks onside 5 yards, recovered by Corey Lynch",0.000,2.920
4,4:25,1,10,KAN 40,13,31,"Penalty on Mike Harris: False Start, 5 yards (no play)",2.920,2.590
4,4:25,1,15,KAN 45,13,31,Jackie Battle right end for 3 yards (tackle by Justin Houston),2.590,2.100
4,3:41,2,12,KAN 42,13,31,Jackie Battle up the middle for 3 yards (tackle by Ropati Pitoitua and Tamba Hali),2.100,1.820
4,2:54,3,9,KAN 39,13,31,"Penalty on Philip Rivers: Delay of Game, 5 yards (no play)",1.820,1.160
4,2:53,3,14,KAN 44,13,31,Ronnie Brown up the middle for 2 yards (tackle by Tyson Jackson and Justin Houston),1.160,0.460
4,2:53,4,12,KAN 42,13,31,"Penalty on SDG: Delay of Game, 5 yards (no play)",0.460,0.130
4,2:06,4,17,KAN 47,13,31,"Mike Scifres punts 29 yards, muffed catch by Dexter McCluster, recovered by Darrell Stuckey and returned for no gain",0.130,4.510
4,1:57,1,10,KAN 16,13,31,Le'Ron McClain up the middle for no gain (tackle by Tamba Hali),4.510,3.900
4,1:12,2,10,KAN 16,13,31,Philip Rivers kneels for -1 yards,3.900,3.020
4,0:30,3,11,KAN 17,13,31,Philip Rivers kneels for -1 yards,3.020,2.250
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
