Quarter,Time,Down,ToGo,Location,LAC,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,DET 27,7,6,Matthew Stafford pass complete short middle to Ty Johnson for no gain (tackle by Thomas Davis),0.200,-0.490
2,14:16,3,10,DET 27,7,6,Matthew Stafford pass complete short right to Kenny Golladay for 12 yards (tackle by Brandon Facyson),-0.490,1.530
2,13:40,1,10,DET 39,7,6,Matthew Stafford pass incomplete short left intended for T.J. Hockenson,1.530,0.990
2,13:34,2,10,DET 39,7,6,Matthew Stafford pass complete short right to Marvin Jones for 6 yards (tackle by Casey Hayward),0.990,1.090
2,13:02,3,4,DET 45,7,6,Matthew Stafford right end for 1 yard (tackle by Joey Bosa),1.090,-0.320
2,12:28,4,3,DET 46,7,6,"Sam Martin punts 42 yards, fair catch by Desmond King at LAC-12",-0.320,0.350
2,12:20,1,10,LAC 12,7,6,Austin Ekeler left end for 12 yards (tackle by Tracy Walker),-0.350,0.540
2,11:58,1,10,LAC 24,7,6,Philip Rivers pass incomplete deep left intended for Keenan Allen,0.540,0.000
2,11:51,2,10,LAC 24,7,6,Austin Ekeler left tackle for 4 yards (tackle by Quandre Diggs),0.000,-0.160
2,11:09,3,6,LAC 28,7,6,Philip Rivers pass incomplete short middle intended for Travis Benjamin,-0.160,-1.500
2,11:04,4,6,LAC 28,7,6,"Ty Long punts 58 yards, returned by Jamal Agnew for 9 yards (tackle by Isaac Rochell). Penalty on Mike Ford: Offensive Holding (Offsetting) (no play)",-1.500,-1.500
2,10:50,4,6,LAC 28,7,6,"Ty Long punts 44 yards, returned by Danny Amendola for no gain (tackle by Uchenna Nwosu). Penalty on Nick Bawden: Illegal Blindside Block, 14 yards",-1.500,0.280
2,10:40,1,10,DET 14,7,6,Ty Johnson up the middle for 17 yards (tackle by Casey Hayward and Thomas Davis),-0.280,1.000
2,10:07,1,10,DET 31,7,6,Ty Johnson right tackle for 1 yard (tackle by Melvin Ingram),1.000,0.600
2,9:32,2,9,DET 32,7,6,Matthew Stafford pass complete short middle to Kenny Golladay for 11 yards (tackle by Thomas Davis),0.600,1.800
2,8:56,1,10,DET 43,7,6,"Ty Johnson right end for 1 yard (tackle by Thomas Davis). Penalty on Thomas Davis: Face Mask (15 Yards), 15 yards",1.800,2.850
2,8:34,1,10,LAC 41,7,6,Ty Johnson up the middle for 8 yards (tackle by Adrian Phillips and Thomas Davis),2.850,3.390
2,7:59,2,2,LAC 33,7,6,Ty Johnson up the middle for 3 yards (tackle by Jerry Tillery),3.390,3.580
2,7:20,1,10,LAC 30,7,6,Matthew Stafford pass complete short right to Jesse James for 5 yards (tackle by Thomas Davis and Casey Hayward),3.580,3.710
2,6:46,2,5,LAC 25,7,6,Kerryon Johnson up the middle for 3 yards (tackle by Uchenna Nwosu),3.710,3.400
2,6:08,3,2,LAC 22,7,6,Matthew Stafford pass incomplete short left intended for Danny Amendola,3.400,2.120
2,6:02,4,2,LAC 22,7,6,Matt Prater 40 yard field goal no good,2.120,-0.940
2,5:57,1,10,LAC 30,7,6,Philip Rivers pass complete short right to Austin Ekeler for 1 yard (tackle by Devon Kennard),0.940,0.530
2,5:14,2,9,LAC 31,7,6,"Philip Rivers pass incomplete deep right intended for Keenan Allen. Penalty on Darius Slay: Defensive Holding, 5 yards (no play)",0.530,1.330
2,5:08,1,10,LAC 36,7,6,Philip Rivers pass complete short right to Derek Watt for 3 yards,1.330,1.200
2,4:31,2,7,LAC 39,7,6,Justin Jackson right tackle for no gain (tackle by Devon Kennard and Kevin Strong),1.200,0.500
2,3:47,3,7,LAC 39,7,6,Philip Rivers pass incomplete short left intended for Travis Benjamin,0.500,-0.780
2,3:40,4,7,LAC 39,7,6,"Ty Long punts 52 yards, returned by Danny Amendola for 11 yards (tackle by Geremy Davis)",-0.780,-0.280
2,3:29,1,10,DET 20,7,6,Matthew Stafford pass complete short left to Marvin Jones for 3 yards (tackle by Adrian Phillips),0.280,0.140
2,2:51,2,7,DET 23,7,6,J.D. McKissic left end for -2 yards (tackle by Melvin Ingram),0.140,-0.820
2,2:16,3,9,DET 21,7,6,"Matthew Stafford pass incomplete deep right intended for Marvin Jones (defended by Casey Hayward). Penalty on Jerry Tillery: Defensive Offside, 5 yards (no play)",-0.820,-0.160
2,2:08,3,4,DET 26,7,6,Matthew Stafford pass complete deep right to Marvin Jones for 24 yards (tackle by Jaylen Watkins),-0.160,2.260
2,2:00,1,10,DET 50,7,6,J.D. McKissic right end for 4 yards (tackle by Kyzir White),2.260,2.250
2,1:38,2,6,LAC 46,7,6,Matthew Stafford pass incomplete short right intended for Kenny Golladay,2.250,1.550
2,1:35,3,6,LAC 46,7,6,Matthew Stafford pass incomplete short right intended for Kerryon Johnson,1.550,0.200
2,1:30,4,6,LAC 46,7,6,"Penalty on Dee Virgin: False Start, 5 yards (no play)",0.200,-0.130
2,1:30,4,11,DET 49,7,6,Sam Martin punts 48 yards downed by C.J. Moore. Penalty on Desmond King: Unnecessary Roughness (Declined),-0.130,0.380
2,1:20,1,10,LAC 3,7,6,Austin Ekeler up the middle for 2 yards (tackle by A'Shawn Robinson),-0.380,-0.630
2,0:34,,,,,,Timeout #2 by Los Angeles Chargers,,
2,0:34,2,8,LAC 5,7,6,Philip Rivers pass incomplete short left intended for Derek Watt,-0.630,-1.190
2,0:28,3,8,LAC 5,7,6,Philip Rivers pass complete short left to Keenan Allen for 11 yards,-1.190,-0.140
2,0:23,1,10,LAC 16,7,6,Philip Rivers pass complete deep right to Keenan Allen for 16 yards (tackle by Darius Slay). Penalty on Darius Slay: Defensive Holding (Declined),-0.140,1.070
2,0:17,1,10,LAC 32,7,6,Philip Rivers pass incomplete short left intended for Keenan Allen,1.070,0.530
2,0:11,2,10,LAC 32,7,6,Philip Rivers pass complete deep left to Mike Williams for 47 yards (tackle by Rashaan Melvin),0.530,4.170
2,0:04,,,,,,Timeout #3 by Los Angeles Chargers,,
2,0:04,1,10,DET 21,10,6,Ty Long 39 yard field goal good,4.170,3.000
Quarter,Time,Down,ToGo,Location,LAC,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAC 35,10,6,"Ty Long kicks off 65 yards, touchback. Penalty on LAC: Illegal Formation, 5 yards",0.000,0.940
3,15:00,1,10,DET 30,10,6,"Kerryon Johnson left tackle for 6 yards (tackle by Uchenna Nwosu). Penalty on Tyrell Crosby: Offensive Holding, 10 yards (no play)",0.940,0.280
3,14:34,1,20,DET 20,10,6,Matthew Stafford pass complete short middle to Logan Thomas for 7 yards (tackle by Kyzir White),0.280,-0.010
3,13:56,2,13,DET 27,10,6,Matthew Stafford pass complete short right to Ty Johnson for 6 yards (tackle by Adrian Phillips),-0.010,0.100
3,13:16,3,7,DET 33,10,6,Matthew Stafford up the middle for 8 yards (tackle by Joey Bosa and Brandon Facyson),0.100,1.660
3,12:53,1,10,DET 41,10,6,Kerryon Johnson up the middle for 1 yard (tackle by Melvin Ingram and Thomas Davis),1.660,1.260
3,12:16,2,9,DET 42,10,6,Matthew Stafford pass complete deep right to Kenny Golladay for 27 yards (tackle by Brandon Facyson). Penalty on Melvin Ingram: Defensive Offside (Declined),1.260,3.510
3,12:06,1,10,LAC 31,10,6,"Matthew Stafford right end for 5 yards (tackle by Brandon Facyson). Penalty on T.J. Hockenson: Offensive Holding, 10 yards",3.510,3.180
3,11:42,1,15,LAC 36,10,6,Matthew Stafford pass deep left intended for Kenny Golladay is intercepted by Casey Hayward at LAC-0 and returned for no gain. Penalty on Kenny Golladay: Offensive Pass Interference (Declined),3.180,-0.280
3,11:33,1,10,LAC 20,10,6,"Penalty on Travis Benjamin: False Start, 5 yards (no play)",0.280,-0.310
3,11:33,1,15,LAC 15,10,6,Philip Rivers pass complete short right to Austin Ekeler for 25 yards (tackle by Quandre Diggs and Christian Jones),-0.310,1.600
3,10:53,1,10,LAC 40,10,6,"Justin Jackson right end for 40 yards. Penalty on Dontrelle Inman: Offensive Holding, 10 yards",1.600,3.580
3,10:41,1,10,DET 30,10,6,Austin Ekeler left end for 8 yards (tackle by Tracy Walker),3.580,4.110
3,9:58,2,2,DET 22,10,6,"Philip Rivers pass complete short right to Austin Ekeler for 1 yard. Penalty on Sam Tevi: Illegal Block Above the Waist, 10 yards",4.110,2.900
3,9:48,2,11,DET 31,10,6,"Philip Rivers pass complete short left to Justin Jackson for 4 yards (tackle by Christian Jones). Penalty on Virgil Green: Illegal Shift, 5 yards (no play)",2.900,2.220
3,9:28,2,16,DET 36,10,6,Philip Rivers pass complete deep left to Keenan Allen for 23 yards (tackle by Darius Slay),2.220,4.710
3,8:39,1,10,DET 13,10,6,"Philip Rivers pass incomplete short right intended for Keenan Allen. Penalty on Darius Slay: Defensive Pass Interference, 12 yards (no play)",4.710,6.970
3,8:32,1,1,DET 1,10,6,"Austin Ekeler left tackle for -2 yards (tackle by Jahlani Tavai and Tavon Wilson). Austin Ekeler fumbles (forced by Jahlani Tavai), recovered by Devon Kennard at DET-3 (tackle by Sean Culkin)",6.970,0.380
3,8:26,1,10,DET 3,10,6,Matthew Stafford pass complete short right to Marvin Jones for 6 yards (tackle by Kyzir White),-0.380,-0.340
3,7:53,2,4,DET 9,10,6,Kerryon Johnson right tackle for 2 yards (tackle by Brandon Mebane and Kyzir White),-0.340,-0.480
3,7:15,3,2,DET 11,10,6,Kerryon Johnson left tackle for no gain (tackle by Joey Bosa and Melvin Ingram),-0.480,-2.490
3,6:36,4,2,DET 11,10,6,"Sam Martin punts 42 yards, returned by Desmond King for no gain (tackle by Tavon Wilson and Christian Jones). Penalty on Uchenna Nwosu: Offensive Holding, 10 yards",-2.490,-1.400
3,6:24,1,10,LAC 37,10,6,Austin Ekeler left tackle for 8 yards (tackle by Jahlani Tavai),1.400,1.940
3,5:45,2,2,LAC 45,10,6,Philip Rivers pass complete short right to Keenan Allen for 9 yards (tackle by Darius Slay),1.940,2.520
3,5:03,1,10,DET 46,10,6,Philip Rivers pass complete short right to Virgil Green for 9 yards (tackle by Jahlani Tavai),2.520,3.190
3,4:22,2,1,DET 37,10,6,Austin Ekeler right end for 9 yards (tackle by Tracy Walker and Romeo Okwara),3.190,3.710
3,3:42,1,10,DET 28,10,6,Justin Jackson right end for 2 yards (tackle by Tracy Walker),3.710,3.440
3,3:02,2,8,DET 26,10,6,Philip Rivers pass complete short right to Justin Jackson for 5 yards (tackle by Devon Kennard and Darius Slay),3.440,3.400
3,2:18,3,3,DET 21,10,6,Philip Rivers pass incomplete short middle intended for Virgil Green,3.400,2.160
3,2:13,4,3,DET 21,10,6,Ty Long 39 yard field goal no good,2.160,-0.870
3,2:09,1,10,DET 29,10,6,Matthew Stafford pass complete short left to Kenny Golladay for 10 yards (tackle by Brandon Facyson),0.870,1.530
3,1:31,1,10,DET 39,10,6,"Penalty on T.J. Hockenson: False Start, 5 yards (no play)",1.530,1.200
3,1:07,1,15,DET 34,10,6,Matthew Stafford pass deep right intended for Marvin Jones is intercepted by Rayshawn Jenkins at LAC-15 and returned for no gain,1.200,0.220
3,0:59,1,10,LAC 15,10,6,Austin Ekeler right end for 5 yards (tackle by Devon Kennard),-0.220,0.080
3,0:17,2,5,LAC 20,10,6,Austin Ekeler right tackle for 2 yards (tackle by A'Shawn Robinson),0.080,-0.510
Quarter,Time,Down,ToGo,Location,LAC,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,LAC 22,10,6,Philip Rivers pass complete deep right to Mike Williams for 18 yards (tackle by Rashaan Melvin),-0.510,1.600
4,14:14,1,10,LAC 40,10,6,Philip Rivers pass complete deep middle to Dontrelle Inman for 28 yards (tackle by Tracy Walker),1.600,3.450
4,13:30,1,10,DET 32,10,6,Austin Ekeler right end for 4 yards (tackle by Jahlani Tavai),3.450,3.440
4,12:44,2,6,DET 28,10,6,Austin Ekeler left end for 5 yards (tackle by Quandre Diggs),3.440,3.400
4,11:57,3,1,DET 23,10,6,Philip Rivers pass incomplete short right,3.400,2.080
4,11:50,4,1,DET 23,10,6,Ty Long 41 yard field goal no good,2.080,-1.000
4,11:45,1,10,DET 31,10,6,Kerryon Johnson left tackle for 4 yards (tackle by Thomas Davis and Kyzir White),1.000,1.000
4,11:09,2,6,DET 35,10,6,Matthew Stafford pass complete short right to Kerryon Johnson for 11 yards (tackle by Uchenna Nwosu),1.000,1.990
4,10:42,1,10,DET 46,10,6,Matthew Stafford pass complete short middle to Kenny Golladay for 10 yards (tackle by Brandon Facyson and Kyzir White),1.990,2.650
4,10:08,1,10,LAC 44,10,6,C.J. Anderson left tackle for 7 yards (tackle by Kyzir White),2.650,3.060
4,9:34,2,3,LAC 37,10,6,C.J. Anderson right tackle for -3 yards (tackle by Joey Bosa and Uchenna Nwosu),3.060,1.950
4,8:52,3,6,LAC 40,10,6,Matthew Stafford pass complete short right to Kenny Golladay for 5 yards (tackle by Brandon Facyson),1.950,1.000
4,8:06,4,1,LAC 35,10,6,Matthew Stafford pass complete short left to Marvin Jones for 4 yards (tackle by Rayshawn Jenkins),1.000,3.510
4,7:28,1,10,LAC 31,10,12,"Matthew Stafford pass complete deep right to Kenny Golladay for 31 yards, touchdown",3.510,7.000
4,7:21,,,LAC 15,10,13,Matt Prater kicks extra point good,0.000,0.000
4,7:21,,,DET 35,10,13,"Sam Martin kicks off 65 yards, returned by Desmond King for 20 yards (tackle by Dee Virgin and Will Harris)",0.000,0.280
4,7:15,1,10,LAC 20,10,13,Philip Rivers pass incomplete short middle intended for Dontrelle Inman (defended by Rashaan Melvin),0.280,-0.270
4,7:11,2,10,LAC 20,10,13,Philip Rivers pass incomplete deep right intended for Keenan Allen,-0.270,-0.960
4,7:05,3,10,LAC 20,10,13,Philip Rivers up the middle for 12 yards (tackle by Tracy Walker),-0.960,1.070
4,6:25,1,10,LAC 32,10,13,Philip Rivers pass incomplete deep left intended for Keenan Allen,1.070,0.530
4,6:18,2,10,LAC 32,10,13,Justin Jackson left tackle for 13 yards (tackle by Tracy Walker and Jahlani Tavai),0.530,1.930
4,5:40,1,10,LAC 45,10,13,Justin Jackson up the middle for 2 yards (tackle by A'Shawn Robinson),1.930,1.650
4,4:58,2,8,LAC 47,10,13,Philip Rivers pass complete deep middle to Mike Williams for 18 yards (tackle by Rashaan Melvin),1.650,3.250
4,4:13,1,10,DET 35,10,13,Austin Ekeler left end for no gain (tackle by Christian Jones),3.250,2.700
4,3:28,2,10,DET 35,10,13,Philip Rivers pass complete short left to Austin Ekeler for 5 yards (tackle by Quandre Diggs),2.700,2.680
4,3:23,3,5,DET 30,10,13,Philip Rivers pass complete short right to Keenan Allen for 11 yards (tackle by Darius Slay),2.680,4.310
4,2:39,1,10,DET 19,10,13,Justin Jackson left end for -4 yards (tackle by Tracy Walker),4.310,3.220
4,2:00,2,14,DET 23,10,13,Philip Rivers pass complete short middle to Austin Ekeler for no gain (tackle by Quandre Diggs),3.220,2.540
4,1:10,3,14,DET 23,10,13,"Penalty on Philip Rivers: Delay of Game, 5 yards (no play)",2.540,1.880
4,1:10,3,19,DET 28,10,13,Philip Rivers pass deep left intended for Keenan Allen is intercepted by Darius Slay at DET-0 and returned for no gain,1.880,-0.280
4,1:03,1,10,DET 20,10,13,C.J. Anderson up the middle for 1 yard (tackle by Melvin Ingram),0.280,-0.130
4,0:58,,,,,,Timeout #1 by Los Angeles Chargers,,
4,0:58,2,9,DET 21,10,13,C.J. Anderson right tackle for 3 yards (tackle by Uchenna Nwosu),-0.130,-0.430
4,0:54,,,,,,Timeout #2 by Los Angeles Chargers,,
4,0:53,3,6,DET 24,10,13,Matthew Stafford pass complete short left to Jesse James for 7 yards (tackle by Thomas Davis),-0.430,1.000
4,0:11,1,10,DET 31,10,13,Matthew Stafford kneels for -1 yards,1.000,0.320
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
