Quarter,Time,Down,ToGo,Location,NYJ,PIT,Detail,EPB,EPA
1,1:40,2,8,NYJ 14,0,3,Curtis Martin right end for no gain (tackle by Joey Porter),-0.610,-1.190
1,1:00,3,8,NYJ 14,0,3,Chad Pennington pass complete to Santana Moss for 21 yards (tackle by Willie J. Williams),-1.190,1.270
1,0:24,1,10,NYJ 35,0,3,Curtis Martin right end for 1 yard (tackle by Chris Hope),1.270,0.860
Quarter,Time,Down,ToGo,Location,NYJ,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,NYJ 36,0,3,Curtis Martin up the middle for 2 yards (tackle by Chris Hoke and Aaron Smith),0.860,0.430
2,14:19,3,7,NYJ 38,0,3,Chad Pennington pass incomplete intended for Jonathan Carter (defended by Chris Hope),0.430,-0.850
2,14:15,4,7,NYJ 38,0,3,"Toby Gowin punts 38 yards, returned by Antwaan Randle El for -1 yards (tackle by Eric Barton)",-0.850,-0.480
2,14:06,1,10,PIT 23,0,3,Ben Roethlisberger pass complete to Dan Kreider for 5 yards (tackle by Mark Brown),0.480,0.610
2,13:24,2,5,PIT 28,0,3,Duce Staley left end for 1 yard (tackle by Dewayne Robertson and Sam Cowart),0.610,0.040
2,12:43,3,4,PIT 29,0,3,Ben Roethlisberger pass incomplete intended for Lee Mays (defended by David Barrett),0.040,-1.440
2,12:38,4,4,PIT 29,0,3,"Chris Gardocki punts 44 yards, returned by Santana Moss for 9 yards (tackle by James Harrison)",-1.440,-1.330
2,12:28,1,10,NYJ 36,0,3,Chad Pennington pass complete to Justin McCareins for 8 yards (tackle by Deshea Townsend),1.330,1.870
2,11:52,2,2,NYJ 44,0,3,Curtis Martin up the middle for 1 yard (tackle by James Farrior and Chris Hope),1.870,1.290
2,11:09,3,1,NYJ 45,0,3,LaMont Jordan right guard for 5 yards (tackle by James Harrison),1.290,2.260
2,10:31,1,10,PIT 50,0,3,Chad Pennington pass incomplete intended for Jerald Sowell,2.260,1.710
2,10:27,2,10,PIT 50,0,3,"LaMont Jordan left end for 1 yard (tackle by Troy Polamalu). Penalty on Anthony Becht: Offensive Holding, 10 yards",1.710,0.500
2,10:27,2,19,NYJ 41,0,3,"Penalty on Santana Moss: False Start, 5 yards (no play)",0.500,-0.180
2,9:33,2,24,NYJ 36,0,3,Chad Pennington pass incomplete intended for Wayne Chrebet,-0.180,-0.820
2,9:28,3,24,NYJ 36,0,3,"Chad Pennington pass complete to Santana Moss for 39 yards (tackle by Willie J. Williams). Penalty on Chad Pennington: Delay of Game, 5 yards (no play)",-0.820,-1.480
2,9:28,3,29,NYJ 31,0,3,Jerald Sowell right guard for 9 yards (tackle by Alonzo Jackson and Chris Hope),-1.480,-0.720
2,8:55,4,20,NYJ 40,0,3,"Toby Gowin punts 35 yards, fair catch by Antwaan Randle El",-0.720,-0.610
2,8:48,1,10,PIT 25,0,3,"Ben Roethlisberger pass complete to Hines Ward for 17 yards (tackle by Donnie Abraham). Hines Ward fumbles (forced by Donnie Abraham), recovered by Jonathan Vilma at PIT-42 (tackle by Jerame Tuman). Penalty on Donnie Abraham: Illegal Contact, 5 yards (no play)",0.610,0.940
2,8:38,1,10,PIT 30,0,3,Ben Roethlisberger pass complete to Antwaan Randle El for 11 yards (tackle by David Barrett),0.940,1.660
2,7:53,1,10,PIT 41,0,3,Jerome Bettis up the middle for 4 yards (tackle by Bryan Thomas),1.660,1.660
2,7:14,2,6,PIT 45,0,3,Ben Roethlisberger left end for 1 yard (tackle by Shaun Ellis),1.660,1.090
2,6:26,3,5,PIT 46,0,3,"Ben Roethlisberger pass incomplete intended for Hines Ward. Penalty on Terrell Buckley: Defensive Pass Interference, 12 yards (no play)",1.090,2.790
2,6:21,1,10,NYJ 42,0,3,Jerome Bettis up the middle for 5 yards (tackle by Bryan Thomas),2.790,2.920
2,5:40,2,5,NYJ 37,0,3,Ben Roethlisberger pass incomplete intended for Antwaan Randle El (defended by David Barrett),2.920,2.210
2,5:33,3,5,NYJ 37,0,3,Ben Roethlisberger pass incomplete intended for Willie Parker (defended by Trevor Johnson),2.210,0.790
2,5:29,4,5,NYJ 37,0,3,Chris Gardocki punts 33 yards,0.790,0.380
2,5:19,1,10,NYJ 4,0,3,Curtis Martin up the middle for 3 yards (tackle by Larry Foote and James Harrison),-0.380,-0.560
2,4:43,2,7,NYJ 7,0,3,"Penalty on Jason Fabini: False Start, 3 yards (no play)",-0.560,-0.780
2,4:27,2,10,NYJ 4,0,3,"Penalty on Pete Kendall: False Start, 2 yards (no play)",-0.780,-0.930
2,4:05,2,12,NYJ 2,0,3,Chad Pennington pass complete to Wayne Chrebet for 11 yards (tackle by Deshea Townsend),-0.930,-0.370
2,3:20,3,1,NYJ 13,0,3,Chad Pennington pass complete to Justin McCareins for 9 yards (tackle by James Farrior),-0.370,0.410
2,2:42,1,10,NYJ 22,0,3,LaMont Jordan right tackle for 4 yards (tackle by Troy Polamalu and Chris Hoke),0.410,0.410
2,2:06,2,6,NYJ 26,0,3,Chad Pennington pass complete to Chris Baker for 5 yards (tackle by Willie J. Williams),0.410,0.370
2,1:58,3,1,NYJ 31,0,3,Curtis Martin right tackle for 2 yards (tackle by Aaron Smith and James Farrior),0.370,1.140
2,1:37,1,10,NYJ 33,0,3,"Chad Pennington pass complete to Anthony Becht for no gain. Penalty on Chris Hoke: Defensive 12 On-field, 5 yards (no play)",1.140,1.870
2,1:35,1,5,NYJ 38,0,3,Chad Pennington up the middle for 2 yards (tackle by James Farrior),1.870,1.540
2,1:15,2,3,NYJ 40,0,3,Curtis Martin up the middle for 13 yards (tackle by Chris Hope and Troy Polamalu),1.540,2.460
2,1:11,,,,0,3,Timeout #2 by New York Jets,0.000,2.460
2,1:11,1,10,PIT 47,0,3,Chad Pennington pass complete to Jonathan Carter for 9 yards (tackle by Troy Polamalu),2.460,3.130
2,0:54,2,1,PIT 38,0,3,Curtis Martin up the middle for no gain (tackle by Joey Porter and James Farrior),3.130,2.410
2,0:40,3,1,PIT 38,0,3,Chad Pennington pass complete to Jonathan Carter for 4 yards (tackle by Willie J. Williams),2.410,3.310
2,0:36,1,10,PIT 34,0,3,Chad Pennington pass complete to Wayne Chrebet for 4 yards,3.310,3.310
2,0:31,2,6,PIT 30,0,3,"Chad Pennington pass complete to Curtis Martin for 6 yards (tackle by Ricardo Colclough). Penalty on Santana Moss: Offensive Pass Interference, 10 yards (no play)",3.310,1.960
2,0:25,2,16,PIT 40,0,3,Chad Pennington pass incomplete intended for Justin McCareins is intercepted by James Farrior at PIT-26 and returned for 22 yards (tackle by Brandon Moore),1.960,-2.130
2,0:15,1,10,PIT 48,0,3,Ben Roethlisberger pass incomplete intended for Hines Ward,2.130,1.580
2,0:05,2,10,PIT 48,0,3,Ben Roethlisberger pass incomplete intended for Antwaan Randle El is intercepted by Donnie Abraham at NYJ-8,1.580,0.000
Quarter,Time,Down,ToGo,Location,NYJ,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 30,0,3,"Toby Gowin kicks off 53 yards, returned by Ike Taylor for 12 yards (tackle by Oliver Celestin)",0.000,0.870
3,14:54,1,10,PIT 29,0,3,Duce Staley up the middle for 4 yards (tackle by Jonathan Vilma),0.870,0.870
3,14:54,2,6,PIT 33,0,3,"Duce Staley right tackle for 1 yard (tackle by Mark Brown). Duce Staley fumbles (forced by Mark Brown), recovered by Duce Staley at PIT-34",0.870,0.300
3,13:44,3,5,PIT 34,0,3,Ben Roethlisberger pass complete to Hines Ward for 12 yards (tackle by David Barrett),0.300,1.990
3,13:11,1,10,PIT 46,0,3,Duce Staley left guard for 2 yards (tackle by Bryan Thomas and Erik Coleman),1.990,1.720
3,12:31,2,8,PIT 48,0,3,Duce Staley up the middle for 3 yards (tackle by Bryan Thomas),1.720,1.420
3,11:51,3,5,NYJ 49,0,3,Ben Roethlisberger sacked by Dewayne Robertson and Shaun Ellis for -6 yards,1.420,-0.390
3,11:27,4,11,PIT 45,0,3,Chris Gardocki punts 51 yards,-0.390,0.380
3,11:13,1,10,NYJ 4,0,3,Curtis Martin right end for -2 yards (tackle by James Harrison and Willie J. Williams),-0.380,-0.930
3,10:36,2,12,NYJ 2,0,3,Chad Pennington pass complete to Santana Moss for 3 yards (tackle by Willie J. Williams),-0.930,-1.300
3,10:10,3,9,NYJ 5,0,3,Chad Pennington pass complete to Justin McCareins for 18 yards (tackle by Larry Foote),-1.300,0.480
3,9:31,1,10,NYJ 23,0,3,Curtis Martin up the middle for 5 yards (tackle by Troy Polamalu),0.480,0.610
3,8:55,2,5,NYJ 28,0,3,Chad Pennington pass complete to Justin McCareins for 43 yards (tackle by Willie J. Williams),0.610,3.640
,,,,,,,"PIT challenged the ruling, and the play was upheld.",,
3,8:34,1,10,PIT 29,0,3,Chad Pennington pass incomplete intended for Justin McCareins,3.640,3.100
3,8:27,2,10,PIT 29,0,3,Curtis Martin right tackle for 2 yards (tackle by Joey Porter),3.100,2.680
3,7:47,3,8,PIT 27,0,3,Chad Pennington up the middle for 2 yards (tackle by Willie J. Williams and Troy Polamalu),2.680,1.830
3,7:09,4,6,PIT 25,3,3,Doug Brien 43 yard field goal good,1.830,3.000
3,,,,NYJ 30,3,3,"Toby Gowin kicks off 57 yards, returned by Ricardo Colclough for 14 yards (tackle by B.J. Askew)",0.000,0.740
3,7:00,1,10,PIT 27,3,3,Ben Roethlisberger pass complete to Duce Staley for 9 yards (tackle by Jonathan Vilma),0.740,1.410
3,6:22,2,1,PIT 36,3,3,Duce Staley right end for -2 yards (tackle by Bryan Thomas),1.410,0.430
3,5:40,3,3,PIT 34,3,3,Willie Parker up the middle for 14 yards (tackle by Erik Coleman and Jon McGraw),0.430,2.130
3,4:59,1,10,PIT 48,3,3,Duce Staley up the middle for 10 yards (tackle by Reggie Tongue and Mark Brown),2.130,2.790
3,4:19,1,10,NYJ 42,3,3,Ben Roethlisberger pass incomplete intended for Hines Ward is intercepted by Reggie Tongue at NYJ-23 and returned for 23 yards (tackle by Matt Cushing),2.790,-1.990
3,4:07,1,10,NYJ 46,3,3,Curtis Martin right end for -4 yards (tackle by James Harrison),1.990,0.910
3,3:30,2,14,NYJ 42,3,3,Curtis Martin right guard for 3 yards (tackle by Chris Hope and James Farrior),0.910,0.630
3,2:49,3,11,NYJ 45,3,3,Chad Pennington pass incomplete intended for Santana Moss,0.630,-0.390
3,2:42,4,11,NYJ 45,3,3,"Toby Gowin punts 55 yards, touchback",-0.390,-0.280
3,2:30,1,10,PIT 20,3,3,Ben Roethlisberger pass complete to Hines Ward for 26 yards (tackle by Erik Coleman),0.280,1.990
3,1:51,1,10,PIT 46,3,3,Duce Staley up the middle for 2 yards (tackle by Shaun Ellis and Jason Ferguson),1.990,1.720
3,1:08,2,8,PIT 48,3,3,Ben Roethlisberger pass complete to Duce Staley for 21 yards (tackle by Eric Barton),1.720,3.510
3,0:22,1,10,NYJ 31,3,3,Jerome Bettis left tackle for 2 yards (tackle by Erik Coleman and Dewayne Robertson),3.510,3.240
Quarter,Time,Down,ToGo,Location,NYJ,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,NYJ 29,3,3,Jerome Bettis up the middle for 12 yards (tackle by Jonathan Vilma and Trevor Johnson),3.240,4.440
4,14:18,1,10,NYJ 17,3,3,Jerome Bettis right guard for 4 yards (tackle by Eric Barton and Jason Ferguson),4.440,4.500
4,13:40,2,6,NYJ 13,3,3,Jerome Bettis up the middle for 3 yards (tackle by Jonathan Vilma and Erik Coleman),4.500,4.340
4,12:56,3,3,NYJ 10,3,9,"Jerome Bettis pass complete to Jerame Tuman for 10 yards, touchdown",4.340,7.000
4,,,,NYJ 2,3,10,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,3,10,"Jeff Reed kicks off 70 yards, touchback",0.000,0.280
4,12:51,1,10,NYJ 20,3,10,Chad Pennington pass incomplete intended for Justin McCareins,0.280,-0.270
4,12:46,2,10,NYJ 20,3,10,Curtis Martin right end for 10 yards (tackle by Willie J. Williams and Chris Hope),-0.270,0.940
4,12:10,1,10,NYJ 30,3,10,Curtis Martin up the middle for 5 yards (tackle by Chris Hoke and Aaron Smith),0.940,1.070
4,11:34,2,5,NYJ 35,3,10,Curtis Martin right guard for 4 yards (tackle by Willie J. Williams),1.070,0.890
4,10:59,3,1,NYJ 39,3,10,Chad Pennington up the middle for 3 yards,0.890,1.730
4,10:19,1,10,NYJ 42,3,10,Chad Pennington pass incomplete intended for Santana Moss,1.730,1.190
4,10:13,2,10,NYJ 42,3,10,Curtis Martin right tackle for 11 yards (tackle by Alonzo Jackson),1.190,2.460
4,9:29,,,,3,10,Timeout #1 by New York Jets,0.000,2.460
4,9:29,1,10,PIT 47,3,10,Chad Pennington pass complete to Curtis Martin for 9 yards (tackle by James Harrison),2.460,3.130
4,8:55,2,1,PIT 38,3,10,Curtis Martin up the middle for 2 yards (tackle by Aaron Smith and James Farrior),3.130,3.180
4,8:18,1,10,PIT 36,3,10,Chad Pennington pass complete to Santana Moss for 13 yards,3.180,4.040
4,7:48,1,10,PIT 23,3,10,Chad Pennington pass incomplete intended for Santana Moss (defended by Willie J. Williams),4.040,3.500
4,7:43,2,10,PIT 23,3,10,Curtis Martin up the middle for -4 yards (tackle by Larry Foote and Chris Hoke),3.500,2.280
4,7:04,3,14,PIT 27,3,10,Chad Pennington pass complete to Anthony Becht for 4 yards (tackle by Troy Polamalu),2.280,1.930
4,6:21,4,10,PIT 23,6,10,Doug Brien 41 yard field goal good,1.930,3.000
4,,,,NYJ 30,6,10,"Toby Gowin kicks off 52 yards, returned by Ricardo Colclough for 13 yards (tackle by Oliver Celestin)",0.000,1.000
4,6:11,1,10,PIT 31,6,10,Ben Roethlisberger pass incomplete intended for Hines Ward,1.000,0.460
4,6:05,2,10,PIT 31,6,10,Ben Roethlisberger pass complete to Dan Kreider for 6 yards (tackle by Jonathan Vilma),0.460,0.560
4,5:21,3,4,PIT 37,6,10,Ben Roethlisberger pass complete to Lee Mays for 46 yards (tackle by Erik Coleman),0.560,4.440
4,4:32,1,10,NYJ 17,6,10,Jerome Bettis left end for -1 yards (tackle by Sam Cowart),4.440,3.720
4,3:50,2,11,NYJ 18,6,10,Jerome Bettis up the middle for 6 yards (tackle by David Barrett and Reggie Tongue),3.720,3.880
4,3:50,3,5,NYJ 12,6,16,"Jerome Bettis right end for 12 yards, touchdown",3.880,7.000
4,,,,NYJ 2,6,17,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,6,17,"Jeff Reed kicks off 70 yards, returned by Jonathan Carter for 14 yards (tackle by Sean Morey)",0.000,-0.280
4,2:55,1,10,NYJ 14,6,17,Chad Pennington pass incomplete intended for Wayne Chrebet,-0.280,-0.750
4,2:48,2,10,NYJ 14,6,17,Chad Pennington up the middle for 9 yards (tackle by James Farrior),-0.750,-0.320
4,2:25,3,1,NYJ 23,6,17,Curtis Martin right end for 5 yards (tackle by Russell Stuvaints and Willie J. Williams),-0.320,0.810
4,2:12,1,10,NYJ 28,6,17,Chad Pennington pass complete to Curtis Martin for 12 yards (tackle by James Farrior),0.810,1.600
4,2:00,1,10,NYJ 40,6,17,Chad Pennington pass incomplete intended for Santana Moss (defended by Deshea Townsend),1.600,1.050
4,1:54,2,10,NYJ 40,6,17,Chad Pennington pass incomplete intended for Wayne Chrebet is intercepted by Chris Hope at PIT-35 and returned for 41 yards (tackle by Brandon Moore),1.050,-3.970
4,1:42,1,10,NYJ 24,6,17,Jerome Bettis up the middle for 10 yards (tackle by Trevor Johnson),3.970,4.650
4,1:27,1,10,NYJ 14,6,17,Ben Roethlisberger kneels for -1 yards,4.650,3.850
4,0:45,2,11,NYJ 15,6,17,Ben Roethlisberger kneels for -1 yards,3.850,3.000
4,0:26,3,12,NYJ 16,6,17,Ben Roethlisberger kneels for -1 yards,3.000,2.310
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
