Quarter,Time,Down,ToGo,Location,BAL,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,TEN 27,6,3,Ryan Tannehill pass complete short left to Chigoziem Okonkwo for 7 yards (tackle by Malik Harrison),0.330,0.560
2,14:25,3,1,TEN 34,6,3,Derrick Henry right tackle for no gain (tackle by Kyle Hamilton and Marcus Williams) (no play),0.560,0.040
2,14:03,3,5,TEN 30,6,3,Ryan Tannehill pass incomplete short right intended for DeAndre Hopkins (defended by Kyle Van Noy),0.040,-1.370
2,13:58,4,5,TEN 30,6,3,"Ryan Stonehouse punts 57 yards, returned by Devin Duvernay for 70 yards (tackle by Ryan Stonehouse)",-1.370,-4.440
2,13:40,1,10,TEN 17,6,3,Lamar Jackson scrambles right tackle for 4 yards (tackle by Kevin Byard),4.440,4.500
2,12:55,2,6,TEN 13,6,3,Lamar Jackson right end for 7 yards (tackle by Kevin Byard),4.500,5.830
2,12:18,1,6,TEN 6,6,3,Gus Edwards right guard for 3 yards (tackle by Azeez Al-Shaair),5.830,5.530
2,11:40,2,3,TEN 3,6,3,Gus Edwards left guard for 2 yards (tackle by Azeez Al-Shaair),5.530,5.170
2,11:00,3,1,TEN 1,6,3,Lamar Jackson right tackle for -4 yards (tackle by Harold Landry),5.170,3.010
2,10:16,4,5,TEN 5,9,3,Justin Tucker 23 yard field goal good,3.010,3.000
2,10:13,,,BAL 35,9,3,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
2,10:13,1,10,TEN 25,9,3,Derrick Henry up the middle for 6 yards (tackle by Broderick Washington and Patrick Queen),0.610,0.870
2,9:35,2,4,TEN 31,9,3,Tyjae Spears right guard for 1 yard (tackle by Justin Madubuike and Malik Harrison),0.870,0.300
2,8:53,3,3,TEN 32,9,3,Ryan Tannehill pass incomplete short right intended for Kyle Philips,0.300,-1.240
2,8:48,4,3,TEN 32,9,3,"Ryan Stonehouse punts 55 yards, returned by Devin Duvernay for 7 yards (tackle by Matthew Jackson)",-1.240,-0.280
2,8:39,1,10,BAL 20,9,3,Lamar Jackson pass complete short middle to Mark Andrews for 20 yards (tackle by Jack Gibbens),0.280,1.600
2,7:59,1,10,BAL 40,9,3,Justice Hill right end for 8 yards (tackle by Kevin Byard),1.600,2.130
2,7:16,2,2,BAL 48,9,3,Justice Hill left end for 10 yards (tackle by Tre Avery),2.130,2.790
2,6:39,1,10,TEN 42,9,3,Zay Flowers left end for 1 yard (tackle by Denico Autry),2.790,2.380
2,5:56,2,9,TEN 41,9,3,Lamar Jackson left end for 7 yards (tackle by Rashad Weaver),2.380,2.610
2,5:31,3,2,TEN 34,9,3,Gus Edwards right tackle for 4 yards (tackle by Azeez Al-Shaair and Denico Autry),2.610,3.580
2,4:55,1,10,TEN 30,9,3,Lamar Jackson pass incomplete short left intended for Zay Flowers,3.580,3.030
2,4:52,2,10,TEN 30,9,3,"Lamar Jackson pass complete short left to Zay Flowers for 4 yards (tackle by Tre Avery and Jack Gibbens). Penalty on Jeffery Simmons: Personal Foul / Defense, 13 yards (accepted)",3.030,4.710
2,4:17,1,10,TEN 13,9,3,Lamar Jackson pass complete short left to Patrick Ricard for 3 yards (tackle by Azeez Al-Shaair),4.710,4.580
2,3:36,2,7,TEN 10,15,3,"Lamar Jackson pass complete short left to Zay Flowers for 10 yards, touchdown",4.580,7.000
2,3:28,,,TEN 2,15,3,"Two Point Attempt: Lamar Jackson pass complete to to Zay Flowers for no gain. Penalty on Odell Beckham: Offensive Pass Interference, 10 yards (accepted) (no play)",1.000,0.000
2,3:28,,,TEN 25,15,3,Justin Tucker kicks extra point blocked blocked by Denico Autry,0.000,-1.000
2,3:28,,,BAL 35,15,3,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
2,3:28,1,10,TEN 25,15,3,Ryan Tannehill pass complete short left to DeAndre Hopkins for 20 yards (tackle by Patrick Queen and Roquan Smith),0.610,1.930
2,2:47,1,10,TEN 45,15,3,Derrick Henry right tackle for 1 yard (tackle by Patrick Queen and Malik Harrison),1.930,1.520
2,2:07,2,9,TEN 46,15,3,Ryan Tannehill pass incomplete deep right intended for Chigoziem Okonkwo (defended by Marcus Williams),1.520,0.830
2,2:02,3,9,TEN 46,15,3,Ryan Tannehill sacked by Patrick Queen for -9 yards,0.830,-0.910
2,1:57,4,18,TEN 37,15,3,Ryan Stonehouse punts 46 yards out of bounds,-0.910,0.060
2,1:47,1,10,BAL 17,15,3,Justice Hill left guard for -1 yards (tackle by Kyle Peko),-0.060,-0.730
2,1:09,2,11,BAL 16,15,3,Justice Hill right guard for 10 yards (tackle by Azeez Al-Shaair and Shyheim Carter),-0.730,-0.120
2,0:45,3,1,BAL 26,15,3,Lamar Jackson right end for 11 yards (tackle by Kevin Byard),-0.120,1.400
2,0:40,1,10,BAL 37,15,3,Lamar Jackson scrambles up the middle for 3 yards (tackle by Azeez Al-Shaair),1.400,1.260
2,0:34,,,,,,Timeout #1 by Baltimore Ravens,,
2,0:34,2,7,BAL 40,15,3,Lamar Jackson pass complete short left to Mark Andrews for 7 yards (tackle by Amani Hooker),1.260,2.060
2,0:29,1,10,BAL 47,15,3,Lamar Jackson pass incomplete deep left intended for Nelson Agholor,2.060,1.520
2,0:23,2,10,BAL 47,15,3,Lamar Jackson pass complete short left to Rashod Bateman for 7 yards (tackle by Amani Hooker),1.520,1.750
2,0:17,,,,,,Timeout #2 by Baltimore Ravens,,
2,0:17,3,3,TEN 46,15,3,Lamar Jackson pass incomplete deep right intended for Zay Flowers,1.750,0.200
2,0:12,4,3,TEN 46,15,3,"Jordan Stout punts 37 yards, recovered by Del'Shawn Phillips at TEN-11",0.200,4.840
2,0:01,,,,,,Timeout #3 by Baltimore Ravens,,
2,0:01,1,10,TEN 11,18,3,Justin Tucker 29 yard field goal good,4.840,3.000
Quarter,Time,Down,ToGo,Location,BAL,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 35,18,3,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,TEN 25,18,3,Tyjae Spears up the middle for 2 yards (tackle by Justin Madubuike),0.610,0.330
3,14:17,2,8,TEN 27,18,3,Ryan Tannehill pass complete short left to Nick Westbrook-Ikhine for 6 yards (tackle by Roquan Smith),0.330,0.430
3,13:38,3,2,TEN 33,18,3,Ryan Tannehill sacked by Justin Madubuike for -7 yards,0.430,-1.630
3,13:03,4,9,TEN 26,18,3,"Ryan Stonehouse punts 56 yards, returned by Devin Duvernay for 14 yards (tackle by Amani Hooker)",-1.630,-1.070
3,12:51,1,10,BAL 32,18,3,Lamar Jackson pass complete short left to Justice Hill for -3 yards (tackle by Amani Hooker),1.070,0.120
3,12:33,2,13,BAL 29,18,3,"Justice Hill right end for 2 yards (tackle by Harold Landry and Kevin Byard). Penalty on Morgan Moses: Offensive Holding, 10 yards (declined)",0.120,-0.290
3,12:13,3,11,BAL 31,18,3,Lamar Jackson pass incomplete short right,-0.290,-1.310
3,12:06,4,11,BAL 31,18,3,"Jordan Stout punts 53 yards, returned by Kyle Philips for no gain (tackle by Geno Stone and Del'Shawn Phillips). Penalty on Shyheim Carter: Offensive Illegal Block Above the Waist, 8 yards (accepted)",-1.310,0.380
3,11:55,1,10,TEN 8,18,3,Derrick Henry left tackle for 5 yards (tackle by Michael Pierce),-0.380,-0.410
3,11:15,2,5,TEN 13,18,3,Ryan Tannehill pass incomplete short right,-0.410,-0.840
3,11:09,3,5,TEN 13,18,3,"Ryan Tannehill pass incomplete deep right intended for Chigoziem Okonkwo. Penalty on Michael Pierce: Roughing the Passer, 15 yards (accepted) (no play)",-0.840,0.810
3,11:04,1,10,TEN 28,18,3,Derrick Henry right end for 63 yards (tackle by Marcus Williams),0.810,5.140
3,10:17,1,9,BAL 9,18,3,Tyjae Spears up the middle for no gain (tackle by Travis Jones),5.140,4.380
3,9:36,2,9,BAL 9,18,3,Ryan Tannehill pass incomplete short left intended for DeAndre Hopkins,4.380,3.360
3,9:32,3,9,BAL 9,18,3,Ryan Tannehill pass incomplete short left intended for DeAndre Hopkins,3.360,2.830
3,9:27,4,9,BAL 9,18,6,Nick Folk 27 yard field goal good,2.830,3.000
3,9:24,,,TEN 35,18,6,"Nick Folk kicks off 65 yards, touchback.",0.000,0.610
3,9:24,1,10,BAL 25,18,6,Gus Edwards right tackle for 1 yard (tackle by Jeffery Simmons and Azeez Al-Shaair),0.610,0.200
3,8:45,2,9,BAL 26,18,6,Lamar Jackson pass short right intended for Rashod Bateman is intercepted by Sean Murphy-Bunting at BAL-35 and returned for 10 yards (tackle by Rashod Bateman),0.200,-3.910
3,8:37,1,10,BAL 25,18,6,"Penalty on Nicholas Petit-Frere: False Start, 5 yards (accepted) (no play)",3.910,3.580
3,8:37,1,15,BAL 30,18,6,"Ryan Tannehill pass incomplete short left intended for Chris Moore. Penalty on Kyle Hamilton: Disqualification / Defense, 15 yards (accepted) (no play)",3.580,4.580
3,8:32,1,10,BAL 15,18,12,"Derrick Henry left guard for 15 yards, touchdown",4.580,7.000
3,8:24,,,BAL 15,18,13,Nick Folk kicks extra point good,0.000,0.000
3,8:24,,,TEN 35,18,13,"Nick Folk kicks off 65 yards, touchback.",0.000,0.610
3,8:24,1,10,BAL 25,18,13,Gus Edwards left tackle for 1 yard (tackle by Jaleel Johnson and Azeez Al-Shaair),0.610,0.200
3,7:48,2,9,BAL 26,18,13,Lamar Jackson pass incomplete short right intended for Odell Beckham,0.200,-0.490
3,7:40,3,9,BAL 26,18,13,Lamar Jackson sacked by Harold Landry for -2 yards,-0.490,-1.770
3,7:00,4,11,BAL 24,18,13,"Jordan Stout punts 56 yards, returned by Kyle Philips for 11 yards (tackle by Devin Duvernay and Del'Shawn Phillips). Penalty on Colton Dowell: Running Into the Kicker, 5 yards (declined)",-1.770,-1.000
3,6:49,1,10,TEN 31,18,13,Tyjae Spears left end for 12 yards (tackle by Roquan Smith and Geno Stone),1.000,1.800
3,6:06,1,10,TEN 43,18,13,Ryan Tannehill pass complete short left to Derrick Henry for 9 yards (tackle by Patrick Queen),1.800,2.470
3,5:23,2,1,BAL 48,18,13,Derrick Henry left end for no gain (tackle by Roquan Smith),2.470,1.750
3,4:44,3,1,BAL 48,18,13,Ryan Tannehill pass deep right intended for Chigoziem Okonkwo is intercepted by Geno Stone at BAL-20 and returned for 24 yards (tackle by Tyjae Spears),1.750,-1.860
3,4:27,1,10,BAL 44,18,13,Lamar Jackson pass complete short left to Justice Hill for 1 yard (tackle by Harold Landry),1.860,1.450
3,3:48,2,9,BAL 45,18,13,Lamar Jackson pass complete short left to Zay Flowers for 7 yards (tackle by Azeez Al-Shaair),1.450,1.690
3,3:23,3,2,TEN 48,18,13,"Lamar Jackson right end for 12 yards (tackle by Kevin Byard). Penalty on Denico Autry: Defensive Offside, 5 yards (declined)",1.690,3.180
3,3:05,1,10,TEN 36,18,13,Lamar Jackson pass incomplete deep left intended for Mark Andrews (defended by Kristian Fulton),3.180,2.640
3,2:58,2,10,TEN 36,18,13,Lamar Jackson pass complete short right to Mark Andrews for 4 yards (tackle by Kevin Byard),2.640,2.480
3,2:30,3,6,TEN 32,18,13,Lamar Jackson pass complete short right to Gus Edwards for 12 yards (tackle by Shyheim Carter),2.480,4.240
3,1:55,1,10,TEN 20,18,13,Justice Hill left end for 1 yard (tackle by Kristian Fulton and Amani Hooker),4.240,3.820
3,1:18,2,9,TEN 19,18,13,Lamar Jackson scrambles right tackle for 6 yards (tackle by Kyle Peko),3.820,4.100
3,0:26,3,3,TEN 13,18,13,Lamar Jackson scrambles right end for 3 yards (tackle by Amani Hooker),4.100,4.910
Quarter,Time,Down,ToGo,Location,BAL,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TEN 10,18,13,Lamar Jackson left guard for 6 yards (tackle by Amani Hooker),4.910,5.340
4,14:20,2,4,TEN 4,18,13,Gus Edwards left tackle for 1 yard (tackle by Harold Landry),5.340,4.720
4,13:40,3,3,TEN 3,18,13,Lamar Jackson scrambles left end for 1 yard (tackle by Amani Hooker),4.720,3.250
4,12:52,4,2,TEN 2,21,13,Justin Tucker 20 yard field goal good,3.250,3.000
4,12:49,,,BAL 35,21,13,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
4,12:49,1,10,TEN 25,21,13,Malik Willis pass complete short right to Nick Westbrook-Ikhine for 9 yards (tackle by Rock Ya-Sin),0.610,1.280
4,12:09,2,1,TEN 34,21,13,Derrick Henry right guard for 2 yards (tackle by Marlon Humphrey),1.280,1.330
4,11:28,1,10,TEN 36,21,13,Malik Willis scrambles left end for 3 yards (tackle by Patrick Queen),1.330,1.200
4,10:41,2,7,TEN 39,21,13,Derrick Henry left guard for -1 yards (tackle by Broderick Washington),1.200,0.370
4,9:58,3,8,TEN 38,21,13,Malik Willis scrambles left end for 3 yards (tackle by Patrick Queen and Roquan Smith),0.370,-0.650
4,9:01,4,5,TEN 41,21,13,"Ryan Stonehouse punts 49 yards, fair catch by Devin Duvernay at BAL-10",-0.650,0.380
4,8:55,1,10,BAL 10,21,13,Lamar Jackson pass complete short left to Zay Flowers for 8 yards (tackle by Jack Gibbens),-0.380,0.070
4,8:14,2,2,BAL 18,21,13,Gus Edwards right tackle for 2 yards (tackle by Azeez Al-Shaair),0.070,0.280
4,7:36,1,10,BAL 20,21,13,Gus Edwards right guard for -1 yards (tackle by Denico Autry and Roger McCreary),0.280,-0.460
4,6:58,2,11,BAL 19,21,13,Lamar Jackson pass complete deep right to Mark Andrews for 38 yards (tackle by Sean Murphy-Bunting),-0.460,2.720
4,6:17,1,10,TEN 43,21,13,Gus Edwards right guard for 3 yards (tackle by Denico Autry and Azeez Al-Shaair),2.720,2.580
4,5:39,2,7,TEN 40,21,13,Lamar Jackson pass incomplete short right intended for Mark Andrews,2.580,1.880
4,5:35,3,7,TEN 40,21,13,"Lamar Jackson scrambles left tackle for 7 yards (tackle by Sean Murphy-Bunting). Penalty on Sean Murphy-Bunting: Illegal Contact, 5 yards (accepted)",1.880,3.710
4,5:15,1,10,TEN 28,21,13,Lamar Jackson pass complete short right to Zay Flowers for 7 yards (tackle by Jack Gibbens),3.710,4.110
4,4:29,2,3,TEN 21,21,13,Gus Edwards left tackle for 2 yards (tackle by Azeez Al-Shaair and Jack Gibbens),4.110,3.720
4,4:24,,,,,,Timeout #1 by Tennessee Titans,,
4,4:24,3,1,TEN 19,21,13,Mark Andrews up the middle for no gain (tackle by Jaleel Johnson),3.720,2.340
4,4:19,,,,,,Timeout #2 by Tennessee Titans,,
4,4:19,4,1,TEN 19,24,13,Justin Tucker 36 yard field goal good,2.340,3.000
4,4:16,,,BAL 35,24,13,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
4,4:16,1,10,TEN 25,24,13,Malik Willis sacked by Jadeveon Clowney for -9 yards,0.610,-1.290
4,3:33,2,19,TEN 16,24,13,"Malik Willis pass incomplete deep right intended for Nick Westbrook-Ikhine. Penalty on Marlon Humphrey: Illegal Contact, 5 yards (accepted) (no play)",-1.290,0.340
4,3:29,1,10,TEN 21,24,13,Malik Willis scrambles up the middle for 11 yards (tackle by Geno Stone),0.340,1.070
4,3:21,1,10,TEN 32,24,13,Malik Willis pass complete short left to Kyle Philips for 6 yards (tackle by Arthur Maulet),1.070,1.340
4,2:51,2,4,TEN 38,24,13,"Penalty on Jadeveon Clowney: Neutral Zone Infraction, 5 yards (accepted) (no play)",1.340,1.800
4,2:51,1,10,TEN 43,24,13,Malik Willis sacked by Justin Madubuike for -8 yards,1.800,0.170
4,2:20,2,18,TEN 35,24,13,Malik Willis pass complete short right to Chigoziem Okonkwo for 11 yards (tackle by Roquan Smith),0.170,0.960
4,2:00,3,7,TEN 46,24,13,Malik Willis pass complete short left to Tyjae Spears for 48 yards (tackle by Roquan Smith and Marlon Humphrey),0.960,5.830
4,1:46,,,,,,Timeout #3 by Tennessee Titans,,
4,1:46,1,6,BAL 6,24,13,"Malik Willis sacked by Kyle Van Noy for no gain. Penalty on Arthur Maulet: Defensive Holding, 3 yards (accepted) (no play)",5.830,6.510
4,1:41,1,3,BAL 3,24,13,Malik Willis sacked by Jadeveon Clowney for -4 yards,6.510,4.760
4,1:21,2,7,BAL 7,24,13,"Malik Willis pass incomplete short left intended for Kyle Philips. Penalty on Arthur Maulet: Defensive Pass Interference, 6 yards (accepted) (no play)",4.760,6.970
4,1:17,1,1,BAL 1,24,13,"Malik Willis left end for no gain (tackle by Justin Madubuike). Penalty on Tyjae Spears: Offensive Illegal Block Above the Waist, 10 yards (accepted) (no play)",6.970,4.770
4,1:07,1,11,BAL 11,24,13,Malik Willis sacked by Kyle Van Noy for -9 yards,4.770,3.000
4,0:46,2,20,BAL 20,24,13,Malik Willis pass incomplete deep left intended for DeAndre Hopkins,3.000,2.340
4,0:41,3,20,BAL 20,24,16,Nick Folk 38 yard field goal good,2.340,3.000
4,0:38,,,,,,Timeout #1 by Baltimore Ravens,,
4,0:38,,,TEN 35,24,16,"Nick Folk kicks onside 7 yards, returned by Isaiah Likely for no gain",0.000,2.790
4,0:37,1,10,TEN 42,24,16,Lamar Jackson kneels for -1 yards,2.790,2.110
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
