Quarter,Time,Down,ToGo,Location,SEA,BAL,Detail,EPB,EPA
2,2:39,1,10,SEA 25,0,14,Geno Smith pass complete deep middle to D.K. Metcalf for 50 yards (tackle by Patrick Queen),0.610,3.910
2,2:00,1,10,BAL 25,0,14,Geno Smith pass complete short right to Tyler Lockett for 7 yards (tackle by Brandon Stephens),3.910,4.370
2,1:24,2,3,BAL 18,0,14,Zach Charbonnet up the middle for 4 yards (tackle by Patrick Queen),4.370,4.650
2,1:15,,,,,,Timeout #1 by Baltimore Ravens,,
2,1:15,1,10,BAL 14,0,14,Geno Smith pass incomplete short left intended for D.K. Metcalf,4.650,4.000
2,1:12,2,10,BAL 14,0,14,Zach Charbonnet up the middle for -1 yards (tackle by Justin Madubuike and Jadeveon Clowney),4.000,3.060
2,1:06,,,,,,Timeout #2 by Baltimore Ravens,,
2,1:06,3,11,BAL 15,0,14,Geno Smith pass incomplete short middle intended for D.K. Metcalf (defended by Michael Pierce),3.060,2.440
2,1:02,4,11,BAL 15,3,14,Jason Myers 33 yard field goal good,2.440,3.000
2,0:59,,,SEA 35,3,14,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
2,0:59,1,10,BAL 25,3,14,"Lamar Jackson pass complete short left to Odell Beckham for 15 yards. Odell Beckham fumbles (forced by Tre Brown), recovered by Bobby Wagner at BAL-43 (tackle by Tre Brown) Replay Assistant challenged the fumble ruling, and the play was upheld.",0.610,-2.720
2,0:49,1,10,BAL 43,3,14,Geno Smith pass incomplete short left intended for Tyler Lockett (defended by Travis Jones),2.720,2.180
2,0:46,2,10,BAL 43,3,14,Geno Smith sacked by Kyle Van Noy for -11 yards,2.180,0.040
2,0:38,,,,,,Timeout #2 by Seattle Seahawks,,
2,0:38,3,21,SEA 46,3,14,"Geno Smith sacked by Kyle Van Noy for -10 yards. Geno Smith fumbles (forced by Kyle Van Noy), recovered by Broderick Washington at SEA-36 (tackle by Kyle Van Noy)",0.040,-3.180
2,0:33,1,10,SEA 36,3,14,Lamar Jackson scrambles up the middle for 3 yards (tackle by Frank Clark),3.180,3.040
2,0:28,,,,,,Timeout #3 by Baltimore Ravens,,
2,0:28,2,7,SEA 33,3,14,Lamar Jackson scrambles left end for 1 yard (tackle by Bobby Wagner),3.040,2.480
2,0:21,3,6,SEA 32,3,14,Lamar Jackson pass complete short middle to Mark Andrews for 13 yards (tackle by Julian Love),2.480,4.310
2,0:09,1,10,SEA 19,3,14,Lamar Jackson spiked the ball,4.310,3.750
2,0:08,2,10,SEA 19,3,17,Justin Tucker 37 yard field goal good,3.750,3.000
2,0:04,,,BAL 35,3,17,"Justin Tucker kicks off 55 yards, returned by D'Wayne Eskridge for 24 yards (tackle by Trenton Simpson)",0.000,1.270
Quarter,Time,Down,ToGo,Location,SEA,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,3,17,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,BAL 25,3,17,Gus Edwards up the middle for 42 yards (tackle by Boye Mafe),0.610,3.380
3,14:16,1,10,SEA 33,3,17,Justice Hill right guard for 3 yards (tackle by Dre'Mont Jones and Quandre Diggs),3.380,3.240
3,13:38,2,7,SEA 30,3,17,Lamar Jackson pass incomplete deep right intended for Justice Hill (defended by Jordyn Brooks),3.240,2.540
3,13:31,3,7,SEA 30,3,17,Lamar Jackson pass complete short right to Rashod Bateman for 4 yards (tackle by Riq Woolen),2.540,1.840
3,12:49,4,3,SEA 26,3,20,Justin Tucker 45 yard field goal good,1.840,3.000
3,12:44,,,BAL 35,3,20,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,12:44,1,10,SEA 25,3,20,Kenneth Walker right end for no gain (tackle by Tavius Robinson and Roquan Smith),0.610,0.060
3,12:05,2,10,SEA 25,3,20,Geno Smith pass incomplete short right intended for Kenneth Walker,0.060,-0.620
3,12:01,3,10,SEA 25,3,20,"Penalty on Charles Cross: False Start, 5 yards (accepted) (no play)",-0.620,-1.290
3,12:01,3,15,SEA 20,3,20,Geno Smith pass complete short right to Zach Charbonnet for 5 yards (tackle by Patrick Queen),-1.290,-1.700
3,11:31,4,10,SEA 25,3,20,"Michael Dickson punts 60 yards, returned by Devin Duvernay for 24 yards (tackle by Nick Bellore)",-1.700,-1.530
3,11:16,1,10,BAL 39,3,20,Justice Hill left guard for no gain (tackle by Boye Mafe),1.530,0.990
3,10:40,2,10,BAL 39,3,20,Lamar Jackson pass complete short left to Mark Andrews for 2 yards (tackle by Jamal Adams and Jordyn Brooks),0.990,0.560
3,9:58,3,8,BAL 41,3,20,Lamar Jackson pass complete short right to Mark Andrews for 7 yards (tackle by Julian Love),0.560,-0.190
3,9:27,4,1,BAL 48,3,20,"Penalty on Dre'Mont Jones: Neutral Zone Infraction, 6 yards (accepted) (no play)",-0.190,2.520
3,9:08,1,10,SEA 46,3,20,Keaton Mitchell left end for -4 yards (tackle by Jordyn Brooks),2.520,1.440
3,8:43,2,14,SEA 50,3,20,Lamar Jackson pass complete short left to Keaton Mitchell for -4 yards (tackle by Jamal Adams),1.440,0.230
3,8:04,3,18,BAL 46,3,20,Lamar Jackson pass complete short middle to Mark Andrews for 16 yards (tackle by Bobby Wagner and Julian Love),0.230,0.720
3,7:23,4,2,SEA 38,3,20,Lamar Jackson right tackle for 3 yards (tackle by Bobby Wagner),0.720,3.250
3,6:42,1,10,SEA 35,3,20,Justice Hill left end for 4 yards (tackle by Jamal Adams and Derick Hall),3.250,3.240
3,6:06,2,6,SEA 31,3,20,Lamar Jackson pass complete short middle to Odell Beckham for 14 yards (tackle by Riq Woolen),3.240,4.440
3,5:29,1,10,SEA 17,3,20,Lamar Jackson pass complete short right to Mark Andrews for 5 yards (tackle by Quandre Diggs),4.440,4.690
3,4:54,2,5,SEA 12,3,20,"Lamar Jackson for -4 yards. Lamar Jackson fumbles, recovered by Lamar Jackson at SEA-16",4.690,3.190
3,4:10,3,9,SEA 16,3,20,Lamar Jackson pass complete short left to Devin Duvernay for 3 yards (tackle by Quandre Diggs),3.190,2.590
3,3:31,4,6,SEA 13,3,23,Justin Tucker 31 yard field goal good,2.590,3.000
3,3:28,,,BAL 35,3,23,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,3:28,1,10,SEA 25,3,23,Geno Smith pass complete short left to Jaxon Smith-Njigba for 8 yards,0.610,1.140
3,3:02,2,2,SEA 33,3,23,"Kenneth Walker for 11 yards. Penalty on Evan Brown: Offensive Holding, 10 yards (accepted) (no play)",1.140,-0.210
3,2:45,2,12,SEA 23,3,23,Kenneth Walker right guard for -4 yards (tackle by Patrick Queen),-0.210,-1.510
3,2:04,3,16,SEA 19,3,23,Geno Smith pass incomplete short right intended for Noah Fant (defended by Kyle Hamilton),-1.510,-2.140
3,1:59,4,16,SEA 19,3,23,"Michael Dickson punts 41 yards, fair catch by Devin Duvernay at BAL-40",-2.140,-1.600
3,1:52,1,10,BAL 40,3,23,Lamar Jackson pass complete short middle to Rashod Bateman for 15 yards (tackle by Riq Woolen),1.600,2.590
3,1:16,1,10,SEA 45,3,23,Keaton Mitchell left tackle for 5 yards (tackle by Dre'Mont Jones and Derick Hall),2.590,2.720
3,0:36,2,5,SEA 40,3,29,"Keaton Mitchell left guard for 40 yards, touchdown",2.720,7.000
3,0:29,,,SEA 15,3,30,Justin Tucker kicks extra point good,0.000,0.000
3,0:29,,,BAL 35,3,30,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,0:29,1,10,SEA 25,3,30,Kenneth Walker left tackle for 3 yards (tackle by Roquan Smith),0.610,0.470
Quarter,Time,Down,ToGo,Location,SEA,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,SEA 28,3,30,Geno Smith pass complete deep right to Jaxon Smith-Njigba for 35 yards (tackle by Arthur Maulet),0.470,3.120
4,14:27,1,10,BAL 37,3,30,Geno Smith pass incomplete short right,3.120,2.570
4,14:19,2,10,BAL 37,3,30,"Geno Smith pass incomplete intended for D.K. Metcalf. Penalty on Jadeveon Clowney: Defensive Offside, 5 yards (accepted) (no play)",2.570,3.250
4,14:19,2,5,BAL 32,3,30,Geno Smith pass complete short middle to Jaxon Smith-Njigba for 8 yards (tackle by Roquan Smith),3.250,3.970
4,13:46,1,10,BAL 24,3,30,Geno Smith pass incomplete deep left intended for Tyler Lockett,3.970,3.430
4,13:41,2,10,BAL 24,3,30,Geno Smith pass complete short right to Kenneth Walker for 1 yard (tackle by Tavius Robinson),3.430,2.870
4,13:01,,,,,,Timeout #1 by Baltimore Ravens,,
4,13:01,3,9,BAL 23,3,30,Geno Smith pass complete short left to Jaxon Smith-Njigba for 2 yards (tackle by Geno Stone),2.870,2.060
4,12:17,4,7,BAL 21,3,30,Geno Smith pass incomplete deep middle intended for D.K. Metcalf (defended by Geno Stone),2.060,-0.410
4,12:10,1,10,BAL 22,3,30,Keaton Mitchell up the middle for no gain (tackle by Jordyn Brooks and Leonard Williams),0.410,-0.130
4,11:27,2,10,BAL 22,3,30,Keaton Mitchell right end for 60 yards (tackle by Riq Woolen),-0.130,4.370
4,10:34,1,10,SEA 18,3,30,Justice Hill left guard for no gain (tackle by Leonard Williams),4.370,3.800
4,9:50,2,10,SEA 18,3,30,Tyler Huntley pass incomplete short right intended for Mark Andrews (defended by Devon Witherspoon),3.800,3.050
4,9:43,3,10,SEA 18,3,30,Tyler Huntley pass complete short middle to Isaiah Likely for 12 yards (tackle by Bobby Wagner),3.050,5.830
4,9:00,1,6,SEA 6,3,30,Tyler Huntley pass complete short left to Isaiah Likely for no gain (tackle by Quandre Diggs),5.830,4.950
4,8:23,2,6,SEA 6,3,30,Tyler Huntley pass incomplete short middle intended for Odell Beckham,4.950,4.040
4,8:19,3,6,SEA 6,3,36,"Tyler Huntley pass complete short left to Odell Beckham for 6 yards, touchdown",4.040,7.000
4,8:14,,,SEA 15,3,37,Justin Tucker kicks extra point good,0.000,0.000
4,8:14,,,BAL 35,3,37,"Justin Tucker kicks off 65 yards, returned by D'Wayne Eskridge for 9 yards (tackle by Charlie Kolar)",0.000,-0.380
4,8:10,1,10,SEA 9,3,37,Geno Smith pass complete short right to Jaxon Smith-Njigba for 5 yards (tackle by Odafe Oweh),-0.380,-0.390
4,7:42,2,5,SEA 14,3,37,Geno Smith pass incomplete deep right,-0.390,-0.840
4,7:34,3,5,SEA 14,3,37,Geno Smith pass incomplete short right,-0.840,-2.470
4,7:27,4,5,SEA 14,3,37,Michael Dickson punts 40 yards downed by Drake Thomas,-2.470,-1.990
4,7:19,1,10,BAL 46,3,37,Justice Hill right guard for 4 yards (tackle by Darrell Taylor and Drake Thomas),1.990,1.990
4,6:38,2,6,BAL 50,3,37,Justice Hill left guard for 1 yard (tackle by Drake Thomas and Jon Rhattigan),1.990,1.420
4,5:53,3,5,SEA 49,3,37,Tyler Huntley pass complete short middle to Isaiah Likely for 13 yards (tackle by Devon Witherspoon and Julian Love),1.420,3.180
4,5:13,1,10,SEA 36,3,37,Justice Hill left tackle for 3 yards (tackle by Jon Rhattigan),3.180,3.040
4,4:31,2,7,SEA 33,3,37,Tyler Huntley left end for 8 yards (tackle by Nick Bellore),3.040,3.910
4,3:50,1,10,SEA 25,3,37,Tyler Huntley pass complete short right to Devin Duvernay for 7 yards (tackle by Tre Brown and Jon Rhattigan),3.910,4.370
4,3:04,2,3,SEA 18,3,37,Justice Hill left end for 9 yards (tackle by Jon Rhattigan),4.370,5.140
4,2:24,1,9,SEA 9,3,37,Tyler Huntley right end for 2 yards (tackle by Devon Witherspoon),5.140,4.760
4,2:00,2,7,SEA 7,3,37,Justice Hill left end for 3 yards (tackle by Jerrick Reed and Jon Rhattigan),4.760,4.490
4,1:15,,,,,,Timeout #2 by Baltimore Ravens,,
4,1:15,3,4,SEA 4,3,37,Tyler Huntley kneels for -1 yards,4.490,3.010
4,0:32,4,5,SEA 5,3,37,Tyler Huntley kneels for -1 yards,3.010,0.380
4,0:26,1,10,SEA 6,3,37,Geno Smith kneels for -1 yards,-0.380,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
