Quarter,Time,Down,ToGo,Location,NOR,JAX,Detail,EPB,EPA
1,0:43,4,5,JAX 30,3,0,"Logan Cooke punts 56 yards, returned by Deonte Harris for 3 yards (tackle by Andrew Wingard)",-1.370,0.060
1,0:30,1,10,NOR 17,3,0,Teddy Bridgewater pass complete deep left to Ted Ginn for 27 yards (tackle by Tre Herndon),-0.060,1.860
Quarter,Time,Down,ToGo,Location,NOR,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NOR 44,3,0,Alvin Kamara up the middle for no gain (tackle by Josh Allen and Myles Jack),1.860,1.320
2,14:25,2,10,NOR 44,3,0,Teddy Bridgewater pass complete short left to Alvin Kamara for 4 yards (tackle by Najee Goode),1.320,1.160
2,13:59,3,6,NOR 48,3,0,Teddy Bridgewater pass complete short middle to Alvin Kamara for 2 yards (tackle by Myles Jack),1.160,-0.060
2,13:28,4,4,NOR 50,3,0,"Thomas Morstead punts 35 yards, fair catch by Dede Westbrook at JAC-15",-0.060,0.220
2,13:21,1,10,JAX 15,3,0,Leonard Fournette up the middle for 2 yards (tackle by Sheldon Rankins),-0.220,-0.440
2,12:44,2,8,JAX 17,3,0,Leonard Fournette left end for 4 yards (tackle by Kiko Alonso),-0.440,-0.630
2,12:04,3,4,JAX 21,3,0,Gardner Minshew right end for 10 yards. Penalty on Cameron Jordan: Illegal Use of Hands (Offsetting) (no play),-0.630,-0.630
2,11:36,3,4,JAX 21,3,0,Gardner Minshew pass incomplete deep right intended for DJ Chark (defended by Marshon Lattimore),-0.630,-1.960
2,11:31,4,4,JAX 21,3,0,Logan Cooke punts 61 yards downed by Cody Davis,-1.960,-0.040
2,11:18,1,10,NOR 18,3,0,Alvin Kamara left end for -2 yards (tackle by D.J. Hayden),0.040,-0.800
2,10:41,2,12,NOR 16,3,0,Teddy Bridgewater pass complete short middle to Michael Thomas for 8 yards (tackle by Leon Jacobs),-0.800,-0.400
2,9:56,3,4,NOR 24,3,0,Teddy Bridgewater pass incomplete short left intended for Ted Ginn,-0.400,-1.770
2,9:52,4,4,NOR 24,3,0,"Thomas Morstead punts 46 yards, fair catch by Dede Westbrook at JAC-30",-1.770,-0.940
2,9:45,1,10,JAX 30,3,0,Gardner Minshew pass complete short right to DJ Chark for 12 yards (tackle by Marshon Lattimore),0.940,1.730
2,9:07,1,10,JAX 42,3,0,Marqise Lee right end for 1 yard (tackle by A.J. Klein),1.730,1.320
2,8:33,2,9,JAX 43,3,0,Leonard Fournette up the middle for 3 yards (tackle by P.J. Williams),1.320,1.030
2,7:46,3,6,JAX 46,3,0,Gardner Minshew pass complete deep middle to DJ Chark for 22 yards (tackle by Marshon Lattimore),1.030,3.450
2,7:14,1,10,NOR 32,3,0,Leonard Fournette up the middle for 3 yards (tackle by Marcus Davenport),3.450,3.310
2,6:34,2,7,NOR 29,3,0,Gardner Minshew pass complete short middle to Leonard Fournette for 9 yards (tackle by Demario Davis). Penalty on A.J. Klein: Illegal Contact (Declined),3.310,4.240
2,6:09,1,10,NOR 20,3,0,Leonard Fournette up the middle for 3 yards (tackle by P.J. Williams),4.240,4.120
2,5:30,2,7,NOR 17,3,0,Leonard Fournette left end for no gain (tackle by Demario Davis),4.120,3.360
2,4:51,3,7,NOR 17,3,0,Gardner Minshew pass complete short left to Leonard Fournette for 9 yards (tackle by Marcus Williams and Demario Davis),3.360,5.370
2,4:12,1,8,NOR 8,3,0,Leonard Fournette right end for 3 yards (tackle by Cameron Jordan),5.370,5.150
2,3:30,2,5,NOR 5,3,0,Ryquell Armstead up the middle for 1 yard (tackle by Marcus Davenport and Vonn Bell),5.150,4.490
2,2:47,3,4,NOR 4,3,0,Gardner Minshew pass incomplete short left intended for Geoff Swaim,4.490,3.030
2,2:44,4,4,NOR 4,3,3,Josh Lambo 22 yard field goal good,3.030,3.000
2,2:41,,,JAX 35,3,3,"Josh Lambo kicks off 63 yards, returned by Deonte Harris for 21 yards (tackle by Josh Robinson)",0.000,0.480
2,2:36,1,10,NOR 23,3,3,Teddy Bridgewater pass complete short right to Alvin Kamara for 3 yards (tackle by A.J. Bouye),0.480,0.340
2,2:10,2,7,NOR 26,3,3,Teddy Bridgewater pass complete short left to Ted Ginn for 9 yards (tackle by Tre Herndon),0.340,1.270
2,2:00,1,10,NOR 35,3,3,Teddy Bridgewater pass complete short middle to Michael Thomas for 14 yards (tackle by Myles Jack),1.270,2.190
2,1:53,1,10,NOR 49,3,3,Teddy Bridgewater sacked by Josh Allen for -3 yards,2.190,1.240
2,1:21,2,13,NOR 46,3,3,Teddy Bridgewater sacked by Dawuane Smoot for -9 yards,1.240,-0.620
2,1:15,,,,,,Timeout #1 by Jacksonville Jaguars,,
2,1:15,3,22,NOR 37,3,3,Teddy Bridgewater pass complete short left to Alvin Kamara for 14 yards (tackle by Lerentee McCray),-0.620,0.000
2,1:06,,,,,,Timeout #2 by Jacksonville Jaguars,,
2,1:06,4,8,JAX 49,3,3,"Thomas Morstead punts 35 yards, fair catch by Dede Westbrook at JAC-14",0.000,0.280
2,1:00,1,10,JAX 14,3,3,Gardner Minshew pass complete short right to Geoff Swaim for 5 yards (tackle by Chauncey Gardner-Johnson),-0.280,-0.040
2,0:56,2,5,JAX 19,3,3,Gardner Minshew pass complete short middle to Dede Westbrook for 10 yards (tackle by A.J. Klein),-0.040,0.870
2,0:35,1,10,JAX 29,3,3,Gardner Minshew pass incomplete short left,0.870,0.330
2,0:26,2,10,JAX 29,3,3,Gardner Minshew sacked by Cameron Jordan for -8 yards,0.330,-1.420
2,0:12,,,,,,Timeout #3 by New Orleans Saints,,
2,0:12,3,18,JAX 21,3,3,Gardner Minshew kneels for -1 yards,-1.420,-2.030
Quarter,Time,Down,ToGo,Location,NOR,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,3,3,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,JAX 25,3,3,Gardner Minshew pass complete short left to Dede Westbrook for 20 yards (tackle by Eli Apple),0.610,1.930
3,14:20,1,10,JAX 45,3,3,Leonard Fournette up the middle for no gain (tackle by David Onyemata),1.930,1.380
3,13:40,2,10,JAX 45,3,3,Gardner Minshew pass incomplete short middle intended for Dede Westbrook,1.380,0.700
3,13:36,3,10,JAX 45,3,3,Gardner Minshew pass short middle intended for DJ Chark is intercepted by Marshon Lattimore at NO-40 and returned for no gain,0.700,-1.600
3,13:29,1,10,NOR 40,3,3,Alvin Kamara up the middle for 6 yards (tackle by Ronnie Harrison),1.600,1.860
3,12:49,2,4,NOR 46,3,3,Ted Ginn left end for 12 yards (tackle by A.J. Bouye),1.860,2.790
3,12:12,1,10,JAX 42,3,3,"Teddy Bridgewater pass complete short left to Latavius Murray for 17 yards. Penalty on Michael Thomas: Offensive Holding, 10 yards",2.790,3.810
3,12:02,1,3,JAX 35,3,3,Alvin Kamara up the middle for 2 yards (tackle by Dawuane Smoot and Myles Jack),3.810,3.460
3,11:22,2,1,JAX 33,3,3,Latavius Murray up the middle for 15 yards (tackle by Tre Herndon and Ronnie Harrison),3.460,4.370
3,10:42,1,10,JAX 18,3,3,Teddy Bridgewater pass complete short right to Michael Thomas for 8 yards (tackle by Ronnie Harrison),4.370,5.230
3,10:01,2,2,JAX 10,3,3,Latavius Murray up the middle for 4 yards (tackle by Tre Herndon and Calais Campbell),5.230,5.830
3,9:20,1,6,JAX 6,3,3,Teddy Bridgewater pass incomplete short right intended for Michael Thomas,5.830,4.950
3,9:17,2,6,JAX 6,3,3,Taysom Hill right end for 3 yards (tackle by Ronnie Harrison and Myles Jack),4.950,4.720
3,8:45,,,,,,Timeout #1 by Jacksonville Jaguars,,
3,8:45,3,3,JAX 3,3,3,Teddy Bridgewater pass incomplete short left intended for Michael Thomas,4.720,3.040
3,8:42,4,3,JAX 3,6,3,Wil Lutz 21 yard field goal good,3.040,3.000
3,8:40,,,NOR 35,6,3,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
3,8:39,1,10,JAX 25,6,3,Gardner Minshew pass incomplete short right intended for DJ Chark,0.610,0.060
3,8:35,2,10,JAX 25,6,3,Gardner Minshew pass complete short left to DJ Chark for 9 yards (tackle by Marcus Williams),0.060,0.560
3,7:50,3,1,JAX 34,6,3,Gardner Minshew pass complete short right to Dede Westbrook for 23 yards (tackle by Marcus Williams and A.J. Klein),0.560,2.720
3,7:04,1,10,NOR 43,6,3,Leonard Fournette up the middle for 8 yards (tackle by Marcus Davenport and Marcus Williams),2.720,3.260
3,6:25,2,2,NOR 35,6,3,Leonard Fournette up the middle for 1 yard (tackle by Malcom Brown and Cameron Jordan),3.260,2.680
3,5:45,3,1,NOR 34,6,3,Leonard Fournette left end for 16 yards (tackle by Marshon Lattimore),2.680,4.370
3,5:24,1,10,NOR 18,6,3,Gardner Minshew pass complete short middle to Leonard Fournette for 5 yards (tackle by Demario Davis),4.370,4.610
3,4:43,2,5,NOR 13,6,3,Leonard Fournette up the middle for 3 yards (tackle by Marcus Davenport and A.J. Klein),4.610,4.510
3,3:56,3,2,NOR 10,6,3,Gardner Minshew sacked by Cameron Jordan for -4 yards,4.510,2.530
3,3:14,4,6,NOR 14,6,6,Josh Lambo 32 yard field goal good,2.530,3.000
3,3:11,,,JAX 35,6,6,"Josh Lambo kicks off 65 yards, touchback.",0.000,0.610
3,3:11,1,10,NOR 25,6,6,"Latavius Murray right end for -3 yards (tackle by A.J. Bouye). Penalty on Erik McCoy: Offensive Holding, 10 yards (no play)",0.610,-0.410
3,2:44,1,20,NOR 15,6,6,Teddy Bridgewater pass complete short left to Michael Thomas for 26 yards (tackle by D.J. Hayden),-0.410,1.660
3,1:55,1,10,NOR 41,6,6,Alvin Kamara up the middle for 5 yards (tackle by Abry Jones),1.660,1.800
3,1:20,2,5,NOR 46,6,6,Teddy Bridgewater pass complete short left to Alvin Kamara for 6 yards (tackle by Najee Goode),1.800,2.390
3,0:35,1,10,JAX 48,6,6,Latavius Murray up the middle for 4 yards (tackle by Leon Jacobs),2.390,2.390
Quarter,Time,Down,ToGo,Location,NOR,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,JAX 44,6,6,Teddy Bridgewater pass incomplete short left intended for Alvin Kamara (defended by Najee Goode),2.390,1.690
4,14:56,3,6,JAX 44,6,6,Taysom Hill left end for 19 yards (tackle by Cody Davis),1.690,3.910
4,14:33,1,10,JAX 25,6,6,Teddy Bridgewater pass complete short middle to Michael Thomas for 5 yards (tackle by Najee Goode),3.910,4.040
4,13:55,2,5,JAX 20,6,6,Teddy Bridgewater pass complete short left to Michael Thomas for 12 yards (tackle by D.J. Hayden and A.J. Bouye),4.040,5.370
4,13:10,1,8,JAX 8,6,6,Taysom Hill left end for -5 yards (tackle by Tre Herndon),5.370,3.720
4,12:24,2,13,JAX 13,6,6,Teddy Bridgewater pass complete short right to Michael Thomas for 9 yards (tackle by A.J. Bouye),3.720,4.490
4,11:53,3,4,JAX 4,12,6,"Teddy Bridgewater pass complete short middle to Jared Cook for 4 yards, touchdown",4.490,7.000
4,11:49,,,JAX 15,13,6,Wil Lutz kicks extra point good,0.000,0.000
4,11:49,,,NOR 35,13,6,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
4,11:49,1,10,JAX 25,13,6,Leonard Fournette left end for 2 yards (tackle by A.J. Klein),0.610,0.330
4,11:11,2,8,JAX 27,13,6,"Gardner Minshew pass incomplete short middle intended for Geoff Swaim. Penalty on Demario Davis: Unnecessary Roughness, 15 yards (no play)",0.330,1.730
4,11:06,1,10,JAX 42,13,6,Gardner Minshew pass incomplete deep left intended for Chris Conley (defended by Marcus Williams),1.730,1.190
4,11:01,2,10,JAX 42,13,6,Gardner Minshew pass complete short left to Leonard Fournette for 10 yards (tackle by Demario Davis),1.190,2.390
4,10:27,1,10,NOR 48,13,6,"Leonard Fournette left end for 2 yards (tackle by Vonn Bell). Penalty on Will Richardson: Offensive Holding, 10 yards",2.390,1.860
4,10:09,1,18,JAX 44,13,6,Gardner Minshew pass incomplete short middle intended for Dede Westbrook (defended by Demario Davis),1.860,0.770
4,10:04,2,18,JAX 44,13,6,Gardner Minshew pass incomplete short left,0.770,0.100
4,10:00,3,18,JAX 44,13,6,Gardner Minshew pass complete short middle to Seth Devalve for 16 yards (tackle by Marcus Williams),0.100,0.590
4,9:15,4,2,NOR 40,13,6,Gardner Minshew pass incomplete short middle intended for Chris Conley,0.590,-1.600
4,9:10,1,10,NOR 40,13,6,Alvin Kamara right end for 4 yards (tackle by Calais Campbell),1.600,1.590
4,8:31,2,6,NOR 44,13,6,Teddy Bridgewater pass incomplete short middle intended for Josh Hill (defended by Yannick Ngakoue),1.590,0.890
4,8:27,3,6,NOR 44,13,6,Teddy Bridgewater sacked by Najee Goode for -6 yards,0.890,-0.850
4,7:48,4,12,NOR 38,13,6,"Thomas Morstead punts 51 yards, returned by Dede Westbrook for no gain (tackle by Justin Hardee and J.T. Gray)",-0.850,0.370
4,7:37,1,10,JAX 11,13,6,Leonard Fournette up the middle for 4 yards (tackle by Cameron Jordan and A.J. Klein),-0.370,-0.430
4,6:58,2,6,JAX 15,13,6,Leonard Fournette up the middle for 1 yard (tackle by David Onyemata and Malcom Brown),-0.430,-0.840
4,6:16,3,5,JAX 16,13,6,Gardner Minshew pass incomplete short right intended for Dede Westbrook (defended by Marshon Lattimore),-0.840,-2.390
4,6:13,4,5,JAX 16,13,6,"Logan Cooke punts 44 yards, fair catch by Deonte Harris at NO-40",-2.390,-1.600
4,6:09,1,10,NOR 40,13,6,Alvin Kamara up the middle for 6 yards (tackle by Tre Herndon),1.600,1.860
4,5:27,2,4,NOR 46,13,6,Teddy Bridgewater pass complete short middle to Michael Thomas for 7 yards (tackle by A.J. Bouye),1.860,2.460
4,4:47,1,10,JAX 47,13,6,Latavius Murray up the middle for 6 yards (tackle by Andrew Wingard),2.460,2.720
4,4:02,,,,,,Timeout #1 by New Orleans Saints,,
4,4:02,2,4,JAX 41,13,6,Latavius Murray up the middle for 3 yards (tackle by Calais Campbell),2.720,2.410
4,3:19,3,1,JAX 38,13,6,Teddy Bridgewater pass complete short left to Jared Cook for 20 yards (tackle by Tre Herndon and Najee Goode),2.410,4.370
4,2:32,1,10,JAX 18,13,6,Latavius Murray up the middle for 9 yards (tackle by Marcell Dareus),4.370,5.420
4,2:00,2,1,JAX 9,13,6,Teddy Bridgewater up the middle for 2 yards (tackle by Myles Jack),5.420,5.600
4,1:16,1,7,JAX 7,13,6,Teddy Bridgewater kneels for -1 yards,5.600,4.570
4,0:38,2,8,JAX 8,13,6,Teddy Bridgewater kneels for -1 yards,4.570,3.360
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
