Quarter,Time,Down,ToGo,Location,CIN,MIA,Detail,EPB,EPA
OT,9:26,1,10,MIA 38,35,35,Ryan Fitzpatrick pass complete short middle to Durham Smythe for 5 yards (tackle by Shawn Williams),1.470,1.600
OT,8:41,2,5,MIA 43,35,35,Patrick Laird left guard for 3 yards (tackle by Andrew Billings and Carlos Dunlap),1.600,1.290
OT,7:56,3,2,MIA 46,35,35,Ryan Fitzpatrick pass incomplete deep left intended for Mike Gesicki (defended by Jessie Bates),1.290,-0.320
OT,7:50,4,2,MIA 46,35,35,Matt Haack punts 49 yards downed by Walt Aikens,-0.320,0.380
OT,7:42,1,10,CIN 5,35,35,Joe Mixon up the middle for 3 yards (tackle by Christian Wilkins),-0.380,-0.560
OT,7:06,2,7,CIN 8,35,35,Joe Mixon right tackle for 2 yards (tackle by Trent Harris),-0.560,-0.840
OT,6:28,3,5,CIN 10,35,35,Andy Dalton pass complete short middle to John Ross for 4 yards (tackle by Nate Brooks),-0.840,-2.470
OT,5:31,4,1,CIN 14,35,35,"Kevin Huber punts 51 yards, returned by Trevor Davis for 5 yards (tackle by Cethan Carter)",-2.470,-1.600
OT,5:21,1,10,MIA 40,35,35,Ryan Fitzpatrick pass incomplete short left intended for DeVante Parker,1.600,1.050
OT,5:16,2,10,MIA 40,35,35,Ryan Fitzpatrick pass incomplete short right intended for DeVante Parker (defended by Darius Phillips),1.050,0.370
OT,5:11,3,10,MIA 40,35,35,Ryan Fitzpatrick sacked by Sam Hubbard for -10 yards,0.370,-1.370
OT,4:27,4,20,MIA 30,35,35,"Matt Haack punts 50 yards, returned by Alex Erickson for 16 yards (tackle by Andrew Van Ginkel)",-1.370,-1.330
OT,4:13,1,10,CIN 36,35,35,"Penalty on C.J. Uzomah: False Start, 5 yards (no play)",1.330,1.000
OT,4:13,1,15,CIN 31,35,35,Andy Dalton pass complete short left to Joe Mixon for 6 yards (tackle by Tae Hayes),1.000,0.930
OT,4:07,2,9,CIN 37,35,35,Joe Mixon right guard for 3 yards (tackle by Zach Sieler),0.930,0.630
OT,3:29,3,6,CIN 40,35,35,Andy Dalton pass incomplete short left intended for John Ross (defended by Nik Needham),0.630,-0.720
OT,3:25,4,6,CIN 40,35,35,Kevin Huber punts 30 yards out of bounds,-0.720,-0.940
OT,3:19,1,10,MIA 30,35,35,Ryan Fitzpatrick pass incomplete short right intended for DeVante Parker,0.940,0.390
OT,3:15,2,10,MIA 30,35,35,Ryan Fitzpatrick pass incomplete short middle intended for Mike Gesicki (defended by Darius Phillips),0.390,-0.300
OT,3:11,3,10,MIA 30,35,35,Ryan Fitzpatrick pass complete short middle to Isaiah Ford for 15 yards (tackle by B.W. Webb),-0.300,1.930
OT,2:32,1,10,MIA 45,35,35,Patrick Laird right end for -1 yards (tackle by Germaine Pratt),1.930,1.250
OT,2:25,,,,,,Timeout #1 by Cincinnati Bengals,,
OT,2:25,2,11,MIA 44,35,35,Ryan Fitzpatrick pass complete short middle to Mike Gesicki for 14 yards (tackle by Nick Vigil),1.250,2.790
OT,2:00,1,10,CIN 42,35,35,Ryan Fitzpatrick pass complete short middle to Isaiah Ford for 28 yards (tackle by Germaine Pratt),2.790,4.650
OT,1:51,,,,,,Timeout #2 by Cincinnati Bengals,,
OT,1:51,1,10,CIN 14,35,35,Ryan Fitzpatrick kneels for -2 yards,4.650,3.720
OT,1:08,2,12,CIN 16,35,35,Ryan Fitzpatrick kneels for -1 yards,3.720,2.930
OT,0:25,3,13,CIN 17,35,35,Ryan Fitzpatrick kneels for -2 yards,2.930,2.180
OT,0:04,,,,,,Timeout #1 by Miami Dolphins,,
OT,0:04,4,15,CIN 19,35,38,Jason Sanders 37 yard field goal good,2.180,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
