Quarter,Time,Down,ToGo,Location,GNB,MIN,Detail,EPB,EPA
Quarter,Time,Down,ToGo,Location,GNB,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,15,GNB 33,3,9,Aaron Rodgers pass incomplete deep right intended for Marquez Valdes-Scantling,,
2,14:55,2,15,GNB 33,3,9,Aaron Rodgers scrambles up the middle for 3 yards (tackle by Sheldon Richardson),,
2,14:14,3,12,GNB 36,3,9,Aaron Rodgers pass complete deep left to Marquez Valdes-Scantling for 39 yards (tackle by Xavier Woods),,
2,13:31,1,10,MIN 25,3,9,AJ Dillon left guard for 2 yards (tackle by Dalvin Tomlinson and Anthony Barr),,
2,12:46,2,8,MIN 23,3,9,Aaron Rodgers pass complete short right to Davante Adams for 8 yards (tackle by Patrick Peterson),,
2,12:12,1,10,MIN 15,3,9,Patrick Taylor left end for 1 yard (tackle by Dalvin Tomlinson and Anthony Barr),,
2,11:30,2,9,MIN 14,3,9,Aaron Rodgers pass incomplete short right intended for Marquez Valdes-Scantling,,
2,11:24,3,9,MIN 14,3,9,Aaron Rodgers pass incomplete short right intended for Marquez Valdes-Scantling,,
2,11:19,4,9,MIN 14,3,9,Mason Crosby 32 yard field goal no good,,
2,11:15,1,10,MIN 22,3,9,Kirk Cousins pass complete short middle to Tyler Conklin for 15 yards (tackle by De'Vondre Campbell),,
2,10:39,1,10,MIN 37,3,9,Dalvin Cook left tackle for 2 yards (tackle by Preston Smith and De'Vondre Campbell),,
2,9:59,2,8,MIN 39,3,9,"Kirk Cousins pass incomplete deep middle intended for Justin Jefferson. Penalty on Darnell Savage: Defensive Pass Interference, 37 yards (accepted) (no play)",,
2,9:54,1,10,GNB 24,3,9,Dalvin Cook up the middle for 5 yards (tackle by Darnell Savage and Jonathan Garvin),,
2,9:19,2,5,GNB 19,3,9,Kirk Cousins pass incomplete deep left,,
2,9:09,3,5,GNB 19,3,9,"Kirk Cousins pass short middle is intercepted by Darnell Savage at GB-5 and returned for no gain. Penalty on Kingsley Keke: Roughing the Passer, 10 yards (accepted) (no play)",,
2,9:00,1,9,GNB 9,3,9,Dalvin Cook up the middle for no gain (tackle by Kenny Clark),,
2,8:25,2,9,GNB 9,3,9,Dalvin Cook left tackle for -1 yards (tackle by Tyler Lancaster),,
2,7:45,3,10,GNB 10,3,15,"Kirk Cousins pass complete to Adam Thielen for 10 yards, touchdown",,
2,7:37,,,GNB 15,3,16,Greg Joseph kicks extra point good,,
2,7:37,,,MIN 35,3,16,"Greg Joseph kicks off 65 yards, touchback.",,
2,7:37,1,10,GNB 25,3,16,"Aaron Rodgers pass incomplete short left. Penalty on Billy Turner: Offensive Holding, 10 yards (accepted) (no play)",,
2,7:28,1,20,GNB 15,3,16,AJ Dillon up the middle for no gain (tackle by Sheldon Richardson and Eric Kendricks),,
2,6:54,2,20,GNB 15,3,16,Aaron Rodgers pass incomplete short right,,
2,6:46,3,20,GNB 15,3,16,AJ Dillon up the middle for 11 yards (tackle by Nick Vigil and Eric Kendricks),,
2,6:12,4,9,GNB 26,3,16,"Corey Bojorquez punts 62 yards, recovered by Dede Westbrook at MIN-12, returned by Dede Westbrook for 8 yards (tackle by Henry Black)",,
2,6:00,1,10,MIN 20,3,16,Kirk Cousins pass complete short right to Adam Thielen for 5 yards (tackle by Eric Stokes),,
2,5:30,2,5,MIN 25,3,16,Dalvin Cook left end for 4 yards (tackle by Rasul Douglas),,
2,4:59,3,1,MIN 29,3,16,C.J. Ham right end for no gain (tackle by Tipa Galeai),,
2,4:25,4,1,MIN 29,3,16,"Jordan Berry punts 45 yards, fair catch by Amari Rodgers at GB-26",,
2,4:18,1,10,GNB 26,3,16,Aaron Rodgers pass complete short right to Equanimeous St. Brown for 17 yards (tackle by Xavier Woods),,
2,3:47,1,10,GNB 43,3,16,"Aaron Rodgers pass complete to Davante Adams for no gain. Penalty on Billy Turner: Illegal Use of Hands / Offense, 10 yards (accepted) (no play)",,
2,3:18,1,20,GNB 33,3,16,Aaron Rodgers pass incomplete short right intended for Marquez Valdes-Scantling,,
2,3:14,2,20,GNB 33,3,16,Aaron Rodgers pass complete short right to Josiah Deguara for 12 yards (tackle by Bashaud Breeland and Anthony Barr),,
2,2:33,3,8,GNB 45,3,16,Aaron Rodgers pass complete short middle to Randall Cobb for 15 yards (tackle by Xavier Woods),,
2,2:00,1,10,MIN 40,3,16,AJ Dillon left tackle for 2 yards (tackle by Eric Kendricks and Mackensie Alexander),,
2,1:24,2,8,MIN 38,3,16,Aaron Rodgers pass complete short right to Dominique Dafney for 8 yards (tackle by Bashaud Breeland),,
2,1:17,1,10,MIN 30,3,16,AJ Dillon up the middle for 5 yards (tackle by Anthony Barr),,
2,0:41,2,5,MIN 25,3,16,Aaron Rodgers pass incomplete short middle,,
2,0:32,3,5,MIN 25,9,16,"Aaron Rodgers pass complete deep left to Josiah Deguara for 25 yards, touchdown",,
2,0:30,,,MIN 15,10,16,Mason Crosby kicks extra point good,,
2,0:30,,,GNB 35,10,16,"Mason Crosby kicks off 65 yards, touchback.",,
2,0:30,1,10,MIN 25,10,16,"Kirk Cousins pass complete deep left to K.J. Osborn for 33 yards (tackle by Darnell Savage) Replay Assistant challenged the pass completion ruling, and the original play was overturned. Kirk Cousins pass incomplete deep left intended for K.J. Osborn",,
2,0:25,2,10,MIN 25,10,16,Kirk Cousins pass complete short left to Dede Westbrook for 7 yards (tackle by Rasul Douglas),,
2,0:20,,,,,,Timeout #2 by Minnesota Vikings,,
2,0:20,3,3,MIN 32,10,16,Kirk Cousins pass incomplete short left intended for Dede Westbrook,,
2,0:16,4,3,MIN 32,10,16,Jordan Berry punts 33 yards out of bounds,,
2,0:10,1,10,GNB 35,10,16,Jordan Love kneels for -1 yards,,
Quarter,Time,Down,ToGo,Location,GNB,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,10,16,"Mason Crosby kicks off 65 yards, touchback.",,
3,15:00,1,10,MIN 25,10,16,Kirk Cousins pass complete short left to Tyler Conklin for 15 yards (tackle by Eric Stokes),,
3,14:28,1,10,MIN 40,10,16,Dalvin Cook up the middle for 7 yards (tackle by Krys Barnes),,
3,13:53,2,3,MIN 47,10,16,Dalvin Cook left tackle for 4 yards (tackle by Rasul Douglas),,
3,13:17,1,10,GNB 49,10,16,Justin Jefferson right end for 3 yards (tackle by De'Vondre Campbell),,
3,12:41,2,7,GNB 46,10,16,Kirk Cousins pass complete short left to Adam Thielen for 6 yards (tackle by Darnell Savage),,
3,12:05,3,1,GNB 40,10,16,Dalvin Cook right end for 5 yards (tackle by De'Vondre Campbell),,
3,11:28,1,10,GNB 35,10,16,Kirk Cousins pass incomplete deep right intended for K.J. Osborn,,
3,11:22,2,10,GNB 35,10,16,Dalvin Cook up the middle for 13 yards (tackle by Darnell Savage),,
3,10:54,1,10,GNB 22,10,16,Kirk Cousins pass complete short right to Dalvin Cook for 7 yards (tackle by Henry Black),,
3,10:26,2,3,GNB 15,10,16,Alexander Mattison left guard for 2 yards (tackle by Tedarrell Slaton and Tipa Galeai),,
3,9:50,,,,,,Timeout #1 by Minnesota Vikings,,
3,9:50,3,1,GNB 13,10,16,Dalvin Cook up the middle for 4 yards (tackle by Tedarrell Slaton),,
3,9:13,1,9,GNB 9,10,16,Dalvin Cook right tackle for no gain (tackle by Dean Lowry),,
3,8:36,2,9,GNB 9,10,16,Kirk Cousins pass incomplete short right intended for Alexander Mattison,,
3,8:31,3,9,GNB 9,10,22,"Kirk Cousins pass complete short middle to Justin Jefferson for 9 yards, touchdown",,
3,8:26,,,GNB 15,10,23,Greg Joseph kicks extra point good,,
3,8:26,,,MIN 35,10,23,"Greg Joseph kicks off 65 yards, touchback.",,
3,8:26,1,10,GNB 25,10,23,"AJ Dillon left end for no gain. Penalty on Elgton Jenkins: Offensive Holding, 10 yards (accepted) (no play)",,
3,7:57,1,20,GNB 15,10,23,Aaron Rodgers pass complete short right to AJ Dillon for 13 yards (tackle by Bashaud Breeland and Anthony Barr),,
3,7:15,2,7,GNB 28,10,23,Aaron Rodgers pass complete short right to Davante Adams for 12 yards (tackle by Patrick Peterson),,
3,6:32,1,10,GNB 40,10,23,Aaron Rodgers pass complete short left to Davante Adams for 17 yards (tackle by Xavier Woods),,
3,5:57,1,10,MIN 43,10,23,AJ Dillon left guard for 4 yards (tackle by Dalvin Tomlinson and Eric Kendricks),,
3,5:19,2,6,MIN 39,10,23,Aaron Rodgers scrambles right end for 18 yards (tackle by Harrison Smith),,
3,4:23,1,10,MIN 21,10,23,Equanimeous St. Brown left end for 11 yards (tackle by James Lynch),,
3,3:44,1,10,MIN 10,16,23,"Aaron Rodgers pass complete short middle to Davante Adams for 10 yards, touchdown",,
3,3:35,,,MIN 15,17,23,Mason Crosby kicks extra point good,,
3,3:35,,,GNB 35,17,23,"Mason Crosby kicks off 65 yards, touchback.",,
3,3:35,1,10,MIN 25,17,23,Kirk Cousins pass incomplete deep middle intended for Adam Thielen (defended by Darnell Savage),,
3,3:28,2,10,MIN 25,17,23,Kirk Cousins pass complete deep left to Justin Jefferson for 21 yards (tackle by Chandon Sullivan),,
3,2:55,1,10,MIN 46,17,23,Dalvin Cook left guard for 7 yards (tackle by Dean Lowry and Krys Barnes),,
3,2:19,2,3,GNB 47,17,23,Dalvin Cook up the middle for 2 yards (tackle by Kingsley Keke),,
3,1:39,3,1,GNB 45,17,23,Kirk Cousins pass complete short right to Tyler Conklin for 5 yards (tackle by Krys Barnes),,
3,0:58,1,10,GNB 40,17,23,Kirk Cousins pass incomplete deep middle intended for Adam Thielen,,
3,0:51,2,10,GNB 40,17,23,Alexander Mattison right end for no gain (tackle by Tipa Galeai and Adrian Amos),,
3,0:10,3,10,GNB 40,17,23,"Kirk Cousins sacked by Preston Smith for -13 yards. Kirk Cousins fumbles (forced by Preston Smith), recovered by Christian Darrisaw at MIN-47 (tackle by Preston Smith)",,
Quarter,Time,Down,ToGo,Location,GNB,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,23,MIN 47,17,23,Jordan Berry punts 47 yards out of bounds,,
4,14:51,1,10,GNB 6,17,23,AJ Dillon left tackle for 7 yards (tackle by Eric Kendricks and Nick Vigil),,
4,14:14,2,2,GNB 14,17,23,AJ Dillon right tackle for 6 yards (tackle by James Lynch),,
4,13:31,1,10,GNB 19,17,23,Aaron Rodgers sacked by Harrison Smith for -5 yards,,
4,13:04,2,15,GNB 14,17,23,Aaron Rodgers pass complete short left to AJ Dillon for 9 yards (tackle by Anthony Barr),,
4,12:18,3,6,GNB 23,17,23,Aaron Rodgers pass complete short middle to Davante Adams for 13 yards (tackle by Xavier Woods),,
4,11:31,1,10,GNB 36,17,23,Aaron Rodgers pass complete short middle to Equanimeous St. Brown for 26 yards (tackle by Eric Kendricks),,
4,10:45,1,10,MIN 38,17,23,Patrick Taylor right end for 5 yards (tackle by Anthony Barr),,
4,10:04,2,5,MIN 33,17,23,Aaron Rodgers pass complete short left to Marquez Valdes-Scantling for 4 yards (tackle by Anthony Barr and Nick Vigil),,
4,9:20,3,1,MIN 29,17,23,AJ Dillon left end for 7 yards (tackle by Harrison Smith),,
4,8:46,1,10,MIN 22,17,23,Patrick Taylor right tackle for 4 yards (tackle by Anthony Barr and Eric Kendricks),,
4,8:02,2,6,MIN 18,17,23,Aaron Rodgers pass incomplete short left intended for Randall Cobb,,
4,7:55,3,6,MIN 18,23,23,"Aaron Rodgers pass complete deep left to Davante Adams for 18 yards, touchdown",,
4,7:49,,,MIN 15,24,23,Mason Crosby kicks extra point good,,
4,7:49,,,GNB 35,24,23,"Penalty on Everson Griffen: Roughing the Passer, 15 yards (accepted) (no play)",,
4,7:49,1,10,GNB 50,24,23,"Mason Crosby kicks off 44 yards, returned by Kene Nwangwu for 15 yards (tackle by Krys Barnes)",,
4,7:45,1,10,MIN 21,24,23,Kirk Cousins pass incomplete short left intended for Dalvin Cook,,
4,7:41,2,10,MIN 21,24,23,Kirk Cousins pass complete deep right to K.J. Osborn for 19 yards (tackle by Darnell Savage),,
4,7:05,1,10,MIN 40,24,23,Dalvin Cook up the middle for 4 yards (tackle by Kingsley Keke and Preston Smith),,
4,6:27,2,6,MIN 44,24,23,Kirk Cousins pass complete short left to Justin Jefferson for 6 yards (tackle by Kevin King),,
4,5:47,1,10,GNB 50,24,23,Dalvin Cook right guard for 3 yards (tackle by Kenny Clark and Oren Burks),,
4,5:11,,,,,,Timeout #1 by Green Bay Packers,,
4,5:11,2,7,GNB 47,24,23,Kirk Cousins pass complete short left to Adam Thielen for 7 yards (tackle by Kenny Clark and Krys Barnes),,
4,4:33,1,10,GNB 40,24,23,Kirk Cousins pass incomplete deep right intended for K.J. Osborn,,
4,4:27,2,10,GNB 40,24,23,Kirk Cousins pass complete to Adam Thielen for 7 yards (tackle by De'Vondre Campbell),,
4,3:49,3,3,GNB 33,24,23,Kirk Cousins pass complete short right to Adam Thielen for 3 yards (tackle by Eric Stokes),,
4,3:07,1,10,GNB 30,24,23,Dalvin Cook left tackle for 7 yards (tackle by Tyler Lancaster and Kingsley Keke),,
4,2:25,2,3,GNB 23,24,23,Kirk Cousins pass incomplete short left intended for Justin Jefferson (defended by De'Vondre Campbell),,
4,2:24,3,3,GNB 23,24,29,"Kirk Cousins pass complete deep right to Justin Jefferson for 23 yards, touchdown",,
4,2:17,,,GNB 2,24,31,"Two Point Attempt: Dalvin Cook rushes, conversion succeeds.",,
4,2:17,,,MIN 35,24,31,"Greg Joseph kicks off 65 yards, touchback.",,
4,2:17,1,10,GNB 25,30,31,"Aaron Rodgers pass complete deep left to Marquez Valdes-Scantling for 75 yards, touchdown",,
4,2:08,,,MIN 15,31,31,Mason Crosby kicks extra point good,,
4,2:08,,,GNB 35,31,31,"Mason Crosby kicks off 65 yards, touchback.",,
4,2:08,1,10,MIN 25,31,31,"Penalty on GNB: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",,
4,2:08,1,5,MIN 30,31,31,"Kirk Cousins pass deep right intended for Justin Jefferson is intercepted by Darnell Savage at GB-36 and returned for no gain Replay Assistant challenged the pass interception ruling, and the original play was overturned. Kirk Cousins pass incomplete deep right intended for Justin Jefferson (defended by Darnell Savage)",,
4,2:01,2,5,MIN 30,31,31,Kirk Cousins pass complete short left to Justin Jefferson for 6 yards (tackle by Rasul Douglas),,
4,2:00,1,10,MIN 36,31,31,Kirk Cousins pass complete short left to Dalvin Cook for 19 yards (tackle by Rasul Douglas),,
4,1:36,1,10,GNB 45,31,31,Kirk Cousins pass complete short left to Adam Thielen for 26 yards (tackle by Darnell Savage),,
4,1:26,1,10,GNB 19,31,31,Dalvin Cook right end for 12 yards (tackle by Darnell Savage),,
4,1:19,,,,,,Timeout #2 by Green Bay Packers,,
4,1:19,1,7,GNB 7,31,31,Kirk Cousins kneels for -2 yards,,
4,0:37,2,9,GNB 9,31,31,Kirk Cousins kneels for -2 yards,,
4,0:02,,,,,,Timeout #2 by Minnesota Vikings,,
4,0:02,,,,,,Timeout #3 by Green Bay Packers,,
4,0:02,3,11,GNB 11,31,34,Greg Joseph 29 yard field goal good,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
