Quarter,Time,Down,ToGo,Location,DEN,IND,Detail,EPB,EPA
2,,,,IND 30,28,17,"Mike Vanderjagt kicks off 47 yards, returned by Deltha O'Neal for 19 yards (tackle by Robert Mathis)",0.000,0.940
Quarter,Time,Down,ToGo,Location,DEN,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 30,28,17,"Micah Knorr kicks off 68 yards, returned by Dominic Rhodes for 29 yards (tackle by Jimmy Spencer). Penalty on Cato June: Illegal Block Above the Waist, 10 yards",0.000,-0.220
3,14:55,1,10,IND 15,28,17,Peyton Manning pass complete to Marvin Harrison for 2 yards (tackle by Lenny Walls),-0.220,-0.440
3,14:29,2,8,IND 17,28,17,Edgerrin James up the middle for 9 yards (tackle by Nick Ferguson),-0.440,0.670
3,13:59,1,10,IND 26,28,17,"Peyton Manning pass incomplete intended for Brandon Stokley (defended by Kelly Herndon). Penalty on Kelly Herndon: Defensive Pass Interference, 3 yards (no play)",0.670,0.870
3,13:54,1,10,IND 29,28,17,"Peyton Manning pass incomplete intended for Reggie Wayne (defended by Kelly Herndon). Penalty on Kenoy Kennedy: Personal Foul, 15 yards (no play)",0.870,1.860
3,13:47,1,10,IND 44,28,17,Edgerrin James left tackle for 7 yards (tackle by Jashon Sykes),1.860,2.260
3,13:24,2,3,DEN 49,28,17,Edgerrin James up the middle for -1 yards (tackle by Sam Brandon),2.260,1.420
3,12:50,3,4,IND 50,28,17,"Peyton Manning left end for 5 yards (tackle by Bertrand Berry). Peyton Manning fumbles (forced by Bertrand Berry), ball out of bounds at DEN-45",1.420,2.590
3,12:30,1,10,DEN 45,28,17,"Peyton Manning for no gain. Peyton Manning fumbles, recovered by Peyton Manning at DEN-46",2.590,1.910
3,11:52,2,11,DEN 46,28,17,Peyton Manning pass incomplete intended for Marcus Pollard (defended by Kenoy Kennedy),1.910,1.220
3,11:44,3,11,DEN 46,28,17,Peyton Manning pass complete to Marvin Harrison for 4 yards (tackle by Kenoy Kennedy),1.220,0.460
3,11:08,4,7,DEN 42,28,17,"Hunter Smith punts no gain. Peyton Manning fumbles, recovered by Donnie Spragan at IND-45 and returned for 9 yards (tackle by Anthony Floyd)",0.460,-3.180
3,10:58,1,10,IND 36,28,17,"Mike Anderson left end for 2 yards (tackle by Marcus Washington). Penalty on Matt Lepsis: Personal Foul, 15 yards (no play)",3.180,2.190
3,10:39,1,25,DEN 49,28,17,Jake Plummer pass complete to Rod Smith for 12 yards (tackle by David Thornton),2.190,2.230
3,9:58,2,13,IND 39,28,17,Quentin Griffin up the middle for 3 yards (tackle by Gary Brackett and David Thornton),2.230,1.950
3,9:17,3,10,IND 36,28,17,Jake Plummer pass incomplete intended for Rod Smith (defended by Mike Doss),1.950,0.880
3,9:14,4,10,IND 36,28,17,Micah Knorr punts 34 yards,0.880,0.380
3,9:03,1,10,IND 2,28,17,Peyton Manning pass incomplete intended for Reggie Wayne (defended by Bertrand Berry),-0.380,-0.780
3,8:57,2,10,IND 2,28,17,Peyton Manning pass complete to Marvin Harrison for 5 yards (tackle by Lenny Walls),-0.780,-0.840
3,8:21,3,5,IND 7,28,17,Peyton Manning pass complete to Marvin Harrison for 4 yards (tackle by Lenny Walls),-0.840,-2.490
3,7:40,4,1,IND 11,28,17,"Hunter Smith punts 54 yards, returned by Deltha O'Neal for 12 yards (tackle by Justin Snow)",-2.490,-2.060
3,7:29,1,10,DEN 47,28,17,"Mike Anderson up the middle for 1 yard (tackle by Dwight Freeney). Mike Anderson fumbles (forced by Dwight Freeney), recovered by Ephraim Salaam at DEN-49",2.060,1.790
3,6:26,2,8,DEN 49,28,17,Jake Plummer pass complete to Mike Anderson for 4 yards (tackle by David Macklin),1.790,1.620
3,5:53,3,4,IND 47,28,17,Jake Plummer pass complete to Ashley Lelie for 7 yards (tackle by David Macklin),1.620,2.920
3,5:11,1,10,IND 40,28,17,Quentin Griffin left tackle for 6 yards (tackle by Larry Tripplett),2.920,3.180
3,4:31,2,4,IND 34,28,17,Quentin Griffin right tackle for 17 yards (tackle by Walt Harris),3.180,4.440
3,3:39,1,10,IND 17,28,17,Jake Plummer right end for 7 yards (tackle by David Macklin),4.440,5.100
3,3:03,2,3,IND 10,28,17,Quentin Griffin right tackle for 3 yards (tackle by Anthony Floyd),5.100,5.600
3,2:27,1,7,IND 7,28,17,Quentin Griffin left tackle for -1 yards (tackle by Josh Williams and Rob Morris),5.600,4.570
3,1:43,2,8,IND 8,28,17,Quentin Griffin left tackle for 4 yards (tackle by Mike Doss),4.570,4.490
3,0:59,,,,28,17,Timeout #1 by Denver Broncos,0.000,4.490
3,0:59,3,4,IND 4,28,17,Jake Plummer up the middle for 3 yards (tackle by Anthony Floyd),4.490,3.550
3,0:14,4,1,IND 1,28,17,Mike Anderson left tackle for no gain (tackle by Marcus Washington and Chad Bratzke),3.550,0.380
3,0:10,1,10,IND 1,28,17,Peyton Manning pass complete to Marvin Harrison for 63 yards (tackle by Lenny Walls),-0.380,3.180
Quarter,Time,Down,ToGo,Location,DEN,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DEN 36,28,17,Peyton Manning pass incomplete intended for Marvin Harrison (defended by Lenny Walls),3.180,2.640
4,14:54,2,10,DEN 36,28,17,Peyton Manning pass complete to Dominic Rhodes for 1 yard (tackle by Kelly Herndon),2.640,2.080
4,14:15,3,9,DEN 35,28,17,"Penalty on Brandon Stokley: False Start, 5 yards (no play)",2.080,1.420
4,14:13,3,14,DEN 40,28,17,Peyton Manning pass incomplete intended for Edgerrin James,1.420,0.590
4,14:07,4,14,DEN 40,28,17,"Hunter Smith punts 28 yards, fair catch by Deltha O'Neal",0.590,0.350
4,14:00,1,10,DEN 12,28,17,Quentin Griffin up the middle for 4 yards (tackle by Marcus Washington and Raheem Brock),-0.350,-0.370
4,13:22,2,6,DEN 16,28,17,Rod Smith left end for 13 yards (tackle by Anthony Floyd and Marcus Washington),-0.370,0.870
4,12:40,1,10,DEN 29,28,17,Quentin Griffin right tackle for 2 yards (tackle by Larry Tripplett),0.870,0.600
4,11:59,2,8,DEN 31,28,17,Quentin Griffin right tackle for 4 yards (tackle by Montae Reagor),0.600,0.430
4,11:18,3,4,DEN 35,28,17,Jake Plummer pass complete to Rod Smith for 6 yards (tackle by Nick Harper),0.430,1.660
4,10:34,1,10,DEN 41,28,17,"Quentin Griffin right end for 9 yards (tackle by Mike Doss). Quentin Griffin fumbles (forced by Mike Doss), recovered by Quentin Griffin at tm_-50",1.660,2.340
4,9:49,2,1,IND 50,28,17,Mike Anderson up the middle for 5 yards (tackle by Raheem Brock),2.340,2.590
4,9:06,1,10,IND 45,28,17,Mike Anderson right tackle for 2 yards (tackle by Marcus Washington),2.590,2.310
4,8:22,2,8,IND 43,28,17,"Jake Plummer pass incomplete intended for Rod Smith. Penalty on Nick Harper: Defensive Pass Interference, 5 yards (no play)",2.310,3.050
4,8:17,1,10,IND 38,28,17,Quentin Griffin up the middle for 2 yards (tackle by Chad Bratzke),3.050,2.780
4,7:34,2,8,IND 36,28,17,Quentin Griffin left end for 2 yards (tackle by Rob Morris and David Macklin),2.780,2.340
4,6:49,3,6,IND 34,28,17,Jake Plummer pass complete to Ed McCaffrey for 23 yards (tackle by Mike Doss),2.340,4.840
4,6:06,1,10,IND 11,28,17,Mike Anderson up the middle for 4 yards (tackle by Marcus Washington),4.840,4.890
4,5:24,2,6,IND 7,28,17,Quentin Griffin right guard for 3 yards (tackle by David Thornton),4.890,4.670
4,4:40,3,3,IND 4,28,17,Quentin Griffin right end for -2 yards (tackle by Marcus Washington),4.670,2.990
4,4:30,,,,28,17,Timeout #1 by Indianapolis Colts,0.000,2.990
4,4:30,4,5,IND 6,31,17,Jason Elam 24 yard field goal good,2.990,3.000
4,,,,DEN 30,31,17,"Micah Knorr kicks off 65 yards, returned by Dominic Rhodes for 25 yards (tackle by Scott Turner)",0.000,0.940
4,4:21,1,10,IND 30,31,17,Peyton Manning pass incomplete intended for Marcus Pollard (defended by Kenoy Kennedy),0.940,0.390
4,4:15,2,10,IND 30,31,17,Peyton Manning pass incomplete intended for Edgerrin James,0.390,-0.300
4,4:12,3,10,IND 30,31,17,Peyton Manning sacked by Trevor Pryce for -1 yards,-0.300,-1.440
4,3:34,4,11,IND 29,31,17,Peyton Manning pass incomplete intended for Reggie Wayne,-1.440,-3.640
4,3:29,1,10,IND 29,31,17,Quentin Griffin left tackle for no gain (tackle by Dwight Freeney),3.640,3.100
4,3:23,,,,31,17,Timeout #2 by Indianapolis Colts,0.000,3.100
4,3:23,2,10,IND 29,31,17,Quentin Griffin left tackle for 5 yards (tackle by Raheem Brock and Anthony Floyd),3.100,3.070
4,3:15,,,,31,17,Timeout #3 by Indianapolis Colts,0.000,3.070
4,3:15,3,5,IND 24,31,17,Quentin Griffin right end for 8 yards (tackle by Nick Harper),3.070,4.510
4,2:29,1,10,IND 16,31,17,Quentin Griffin left tackle for 8 yards (tackle by Marcus Washington and Anthony Floyd),4.510,5.350
4,2:00,2,2,IND 8,31,17,Quentin Griffin left tackle for 1 yard (tackle by Larry Tripplett),5.350,4.850
4,1:14,3,1,IND 7,31,17,Quentin Griffin left tackle for 2 yards (tackle by Mike Doss),4.850,6.060
4,0:29,1,5,IND 5,31,17,Jake Plummer kneels for -1 yards,6.060,4.950
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
