Quarter,Time,Down,ToGo,Location,IND,NOR,Detail,EPB,EPA
2,12:20,1,10,NOR 15,0,10,Alvin Kamara right guard for 4 yards (tackle by Darius Leonard),-0.220,-0.110
2,11:39,2,6,NOR 19,0,10,Drew Brees pass complete short left to Jared Cook for 5 yards (tackle by Darius Leonard),-0.110,-0.270
2,10:59,3,1,NOR 24,0,10,Zach Line left guard for 1 yard (tackle by Khari Willis),-0.270,0.610
2,10:23,1,10,NOR 25,0,10,Drew Brees pass complete deep right to Michael Thomas for 24 yards (tackle by Rock Ya-Sin),0.610,2.190
2,9:50,1,10,NOR 49,0,10,Drew Brees pass complete short middle to Latavius Murray for 10 yards (tackle by Bobby Okereke),2.190,2.850
2,9:08,1,10,IND 41,0,10,Alvin Kamara left guard for 4 yards (tackle by Anthony Walker and Khari Willis),2.850,2.850
2,8:29,2,6,IND 37,0,10,"Drew Brees pass incomplete deep left intended for Tre'Quan Smith. Penalty on Margus Hunt: Defensive Offside, 5 yards (no play)",2.850,3.520
2,8:22,2,1,IND 32,0,10,Zach Line left guard for 3 yards (tackle by Darius Leonard and Bobby Okereke),3.520,3.640
2,7:45,1,10,IND 29,0,10,Alvin Kamara right tackle for 1 yard (tackle by Darius Leonard and Bobby Okereke),3.640,3.240
2,7:06,2,9,IND 28,0,10,"Drew Brees pass incomplete deep left intended for Tre'Quan Smith. Penalty on Quincy Wilson: Defensive Holding, 5 yards (no play)",3.240,4.040
2,7:00,1,10,IND 23,0,10,Alvin Kamara left end for 2 yards (tackle by Quincy Wilson and Darius Leonard),4.040,3.770
2,6:18,2,8,IND 21,0,16,"Drew Brees pass complete deep middle to Tre'Quan Smith for 21 yards, touchdown",3.770,7.000
2,6:11,,,IND 15,0,17,Wil Lutz kicks extra point good,0.000,0.000
2,6:11,,,NOR 35,0,17,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
2,6:11,1,10,IND 25,0,17,Marlon Mack right guard for no gain (tackle by Trey Hendrickson),0.610,0.060
2,5:32,2,10,IND 25,0,17,Jacoby Brissett pass incomplete deep right intended for Zach Pascal (defended by Chauncey Gardner-Johnson),0.060,-0.620
2,5:23,3,10,IND 25,0,17,Jacoby Brissett pass complete short left to Jack Doyle for 11 yards (tackle by Chauncey Gardner-Johnson),-0.620,1.330
2,4:40,1,10,IND 36,0,17,Jacoby Brissett pass complete short right to Zach Pascal for 9 yards (tackle by Eli Apple),1.330,2.010
2,4:03,2,1,IND 45,0,17,Marlon Mack right guard for 2 yards (tackle by Chauncey Gardner-Johnson and Cameron Jordan),2.010,2.060
2,3:25,1,10,IND 47,0,17,Marlon Mack right guard for -5 yards (tackle by Chauncey Gardner-Johnson),2.060,0.840
2,3:21,,,,,,Timeout #1 by New Orleans Saints,,
2,3:21,2,15,IND 42,0,17,Jacoby Brissett pass incomplete short left intended for T.Y. Hilton,0.840,0.170
2,3:16,3,15,IND 42,0,17,Jacoby Brissett pass incomplete short left intended for Jordan Wilkins,0.170,-0.590
2,3:11,4,15,IND 42,0,17,"Rigoberto Sanchez punts 48 yards, returned by Deonte Harris for 2 yards (tackle by Ashton Dulin)",-0.590,0.350
2,3:02,1,10,NOR 12,0,17,Alvin Kamara right guard for 7 yards (tackle by Khari Willis),-0.350,0.100
2,2:33,2,3,NOR 19,0,17,Drew Brees pass complete short right to Ted Ginn for 13 yards (tackle by Pierre Desir),0.100,1.070
2,2:04,1,10,NOR 32,0,17,Drew Brees pass complete short middle to Michael Thomas for 15 yards (tackle by Rock Ya-Sin),1.070,2.060
2,1:58,1,10,NOR 47,0,17,Drew Brees pass complete deep right to Jared Cook for 20 yards (tackle by Quincy Wilson),2.060,3.380
2,1:50,,,,,,Timeout #2 by Indianapolis Colts,,
2,1:50,1,10,IND 33,0,17,Drew Brees pass complete short middle to Jared Cook for 11 yards (tackle by Pierre Desir),3.380,4.110
2,1:17,1,10,IND 22,0,17,Drew Brees pass complete short left to Michael Thomas for 9 yards (tackle by Quincy Wilson),4.110,5.060
2,1:10,,,,,,Timeout #3 by Indianapolis Colts,,
2,1:10,2,1,IND 13,0,17,Drew Brees pass complete short left to Michael Thomas for 7 yards (tackle by Darius Leonard),5.060,5.830
2,0:49,1,6,IND 6,0,17,Alvin Kamara left tackle for 1 yard (tackle by Justin Houston and Darius Leonard),5.830,5.150
2,0:14,2,5,IND 5,0,17,"Drew Brees pass complete short right to Tre'Quan Smith for 5 yards. Penalty on Tre'Quan Smith: Offensive Pass Interference, 10 yards (no play)",5.150,3.460
2,0:07,2,15,IND 15,0,17,Drew Brees pass complete short left to Alvin Kamara for 7 yards (tackle by Rock Ya-Sin),3.460,3.580
2,0:02,,,,,,Timeout #2 by New Orleans Saints,,
2,0:02,3,8,IND 8,0,20,Wil Lutz 26 yard field goal good,3.580,3.000
Quarter,Time,Down,ToGo,Location,IND,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,0,20,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NOR 25,0,20,Alvin Kamara left end for 4 yards (tackle by Anthony Walker),0.610,0.600
3,14:24,2,6,NOR 29,0,20,Drew Brees pass complete short middle to Alvin Kamara for 5 yards (tackle by Darius Leonard),0.600,0.560
3,13:41,3,1,NOR 34,0,20,Taysom Hill right tackle for 5 yards (tackle by Anthony Walker),0.560,1.530
3,12:55,1,10,NOR 39,0,20,Alvin Kamara right guard for 11 yards (tackle by Khari Willis and Malik Hooker),1.530,2.260
3,12:15,1,10,NOR 50,0,20,Drew Brees pass complete short right to Michael Thomas for 9 yards (tackle by Pierre Desir),2.260,2.930
3,11:30,2,1,IND 41,0,20,Latavius Murray right tackle for 1 yard (tackle by Darius Leonard),2.930,2.920
3,10:49,1,10,IND 40,0,20,Latavius Murray left guard for 3 yards (tackle by Justin Houston),2.920,2.780
3,10:09,2,7,IND 37,0,20,Drew Brees pass complete short middle to Michael Thomas for 13 yards (tackle by Khari Willis),2.780,3.970
3,9:26,1,10,IND 24,0,20,Drew Brees pass complete short middle to Deonte Harris for 1 yard (tackle by Anthony Walker),3.970,3.570
3,8:43,2,9,IND 23,0,20,Drew Brees pass complete short left to Alvin Kamara for 4 yards (tackle by Bobby Okereke),3.570,3.410
3,7:55,3,5,IND 19,0,20,Drew Brees pass complete short left to Taysom Hill for 14 yards (tackle by Marvell Tell),3.410,6.060
3,7:13,1,5,IND 5,0,26,"Drew Brees pass complete short left to Josh Hill for 5 yards, touchdown",6.060,7.000
3,7:08,,,IND 15,0,27,Wil Lutz kicks extra point good,0.000,0.000
3,7:08,,,NOR 35,0,27,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
3,7:08,1,10,IND 25,0,27,Jacoby Brissett pass complete short left to Ashton Dulin for 4 yards (tackle by Trey Hendrickson),0.610,0.600
3,6:33,2,6,IND 29,0,27,Jacoby Brissett pass complete short right to Zach Pascal for 4 yards (tackle by A.J. Klein and Eli Apple),0.600,0.430
3,5:51,3,2,IND 33,0,27,Jacoby Brissett pass complete short left to Nyheim Hines for 1 yard (tackle by Demario Davis),0.430,-1.110
3,5:08,4,1,IND 34,0,27,"Jacoby Brissett pass incomplete short right intended for T.Y. Hilton (defended by Eli Apple). Penalty on Eli Apple: Defensive Holding, 5 yards (no play)",-1.110,1.530
3,5:02,1,10,IND 39,0,27,Marlon Mack left end for 3 yards (tackle by Carl Granderson),1.530,1.390
3,4:26,2,7,IND 42,0,27,Marlon Mack left end for 7 yards (tackle by Shy Tuttle),1.390,2.190
3,4:01,1,10,IND 49,0,27,Jordan Wilkins left tackle for 5 yards (tackle by Carl Granderson and A.J. Klein),2.190,2.320
3,3:21,2,5,NOR 46,0,27,"Jacoby Brissett pass complete short right to Ashton Dulin for no gain (tackle by Eli Apple). Penalty on Marcus Johnson: Illegal Block Above the Waist, 10 yards (no play)",2.320,0.970
3,2:52,,,,,,Timeout #1 by Indianapolis Colts,,
3,2:52,2,15,IND 44,0,27,Jacoby Brissett pass complete short left to Jordan Wilkins for 7 yards (tackle by A.J. Klein),0.970,1.220
3,2:09,3,8,NOR 49,0,27,Jacoby Brissett pass incomplete short left intended for Jack Doyle (defended by Demario Davis),1.220,0.000
3,2:04,4,8,NOR 49,0,27,Jacoby Brissett pass incomplete deep right intended for T.Y. Hilton (defended by Marshon Lattimore),0.000,-2.190
3,1:58,1,10,NOR 49,0,27,Alvin Kamara right tackle for 15 yards (tackle by Anthony Walker),2.190,3.180
3,1:22,1,10,IND 36,0,27,Latavius Murray left tackle for 8 yards (tackle by Bobby Okereke),3.180,3.720
3,0:45,2,2,IND 28,0,33,"Drew Brees pass complete deep right to Taysom Hill for 28 yards, touchdown",3.720,7.000
3,0:35,,,IND 15,0,34,Wil Lutz kicks extra point good,0.000,0.000
3,0:35,,,NOR 35,0,34,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
3,0:35,1,10,IND 25,0,34,Jacoby Brissett pass complete short left to Nyheim Hines for 1 yard (tackle by Taylor Stallworth),0.610,0.200
3,0:10,2,9,IND 26,0,34,Nyheim Hines right guard for 5 yards (tackle by A.J. Klein and Carl Granderson),0.200,0.170
Quarter,Time,Down,ToGo,Location,IND,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,IND 31,0,34,Jacoby Brissett pass complete short right to Dontrelle Inman for 3 yards (tackle by P.J. Williams),0.170,-1.110
4,14:20,,,,,,Timeout #1 by New Orleans Saints,,
4,14:20,4,1,IND 34,0,34,"Penalty on Mark Glowinski: False Start, 4 yards (no play)",-1.110,-1.370
4,14:20,4,5,IND 30,0,34,"Rigoberto Sanchez punts 47 yards, returned by Deonte Harris for 15 yards (tackle by Bobby Okereke)",-1.370,-1.470
4,14:10,1,10,NOR 38,0,34,Latavius Murray right tackle for 3 yards (tackle by Khari Willis),1.470,1.330
4,13:31,2,7,NOR 41,0,34,Alvin Kamara right guard for -1 yards (tackle by Anthony Walker and Al-Quadin Muhammad). Penalty on Nick Easton: Offensive Holding (Declined),1.330,0.500
4,13:11,3,8,NOR 40,0,34,Drew Brees pass complete short left to Michael Thomas for -2 yards (tackle by Tyquan Lewis),0.500,-0.850
4,12:28,4,10,NOR 38,0,34,"Thomas Morstead punts 47 yards, fair catch by Nyheim Hines at IND-15",-0.850,0.220
4,12:20,1,10,IND 15,0,34,Jacoby Brissett pass complete short left to Zach Pascal for 24 yards (tackle by P.J. Williams),-0.220,1.530
4,11:56,1,10,IND 39,0,34,Jacoby Brissett pass complete short right to T.Y. Hilton for -1 yards (tackle by Saquan Hampton),1.530,0.850
4,11:15,2,11,IND 38,0,34,Marlon Mack right guard for 4 yards (tackle by Demario Davis),0.850,0.700
4,10:34,3,7,IND 42,0,34,Jacoby Brissett sacked by and Trey Hendrickson for -6 yards and A.J. Klein for -6 yards,0.700,-0.980
4,9:47,4,13,IND 36,0,34,"Rigoberto Sanchez punts 44 yards, returned by Deonte Harris for 12 yards (tackle by Ashton Dulin)",-0.980,-1.070
4,9:35,1,10,NOR 32,0,34,Latavius Murray right tackle for 4 yards (tackle by Darius Leonard and Marvell Tell),1.070,1.070
4,8:57,2,6,NOR 36,0,34,Taysom Hill left end for -4 yards (tackle by Rock Ya-Sin),1.070,-0.160
4,8:11,3,10,NOR 32,0,34,Alvin Kamara right guard for 8 yards (tackle by George Odum),-0.160,-0.720
4,7:25,,,,,,Timeout #2 by New Orleans Saints,,
4,7:25,4,2,NOR 40,0,34,"Thomas Morstead punts 40 yards, fair catch by Nyheim Hines at IND-20",-0.720,-0.280
4,7:17,1,10,IND 20,0,34,"Jacoby Brissett pass incomplete short left intended for T.Y. Hilton. Penalty on Marshon Lattimore: Defensive Pass Interference, 7 yards (no play)",0.280,0.740
4,7:14,1,10,IND 27,0,34,Jacoby Brissett pass incomplete short right intended for T.Y. Hilton,0.740,0.200
4,7:09,2,10,IND 27,0,34,Jacoby Brissett pass complete short right to Jack Doyle for 10 yards (tackle by Eli Apple),0.200,1.400
4,6:29,1,10,IND 37,0,34,Jacoby Brissett pass complete deep middle to Marcus Johnson for 17 yards (tackle by T.J. Green),1.400,2.520
4,5:50,1,10,NOR 46,0,34,Jacoby Brissett pass incomplete deep left intended for Marcus Johnson,2.520,1.980
4,5:44,2,10,NOR 46,0,34,Jacoby Brissett pass complete short right to T.Y. Hilton for 6 yards (tackle by Eli Apple),1.980,2.080
4,5:09,3,4,NOR 40,0,34,Jacoby Brissett pass incomplete deep middle intended for T.Y. Hilton,2.080,0.590
4,5:02,,,,,,Timeout #3 by New Orleans Saints,,
4,5:02,4,4,NOR 40,0,34,Jacoby Brissett pass complete short left to T.Y. Hilton for 11 yards (tackle by P.J. Williams),0.590,3.640
4,4:58,1,10,NOR 29,0,34,Jacoby Brissett pass complete short left to T.Y. Hilton for 9 yards (tackle by T.J. Green),3.640,4.320
4,4:53,2,1,NOR 20,0,34,Jordan Wilkins left guard for 4 yards (tackle by Carl Granderson and Manti Te'o),4.320,4.510
4,4:12,1,10,NOR 16,0,34,"Jacoby Brissett pass incomplete deep middle intended for Jack Doyle. Penalty on Saquan Hampton: Defensive Pass Interference, 15 yards (no play)",4.510,6.970
4,4:07,1,1,NOR 1,0,34,Jacoby Brissett pass incomplete short right,6.970,5.910
4,3:58,2,1,NOR 1,6,34,"Jordan Wilkins left guard for 1 yard, touchdown",5.910,7.000
4,3:56,,,NOR 15,7,34,Chase McLaughlin kicks extra point good,0.000,0.000
4,3:56,,,IND 35,7,34,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
4,3:56,1,10,NOR 25,7,34,Dwayne Washington left tackle for 3 yards (tackle by Darius Leonard),0.610,0.470
4,3:14,2,7,NOR 28,7,34,Dwayne Washington right guard for 5 yards (tackle by Trevon Coley),0.470,0.430
4,2:30,3,2,NOR 33,7,34,Dwayne Washington left guard for 12 yards (tackle by Ben Banogu and Bobby Okereke),0.430,1.930
4,2:00,1,10,NOR 45,7,34,Teddy Bridgewater kneels for -1 yards,1.930,1.250
4,1:19,2,11,NOR 44,7,34,Teddy Bridgewater kneels for -1 yards,1.250,0.430
4,0:38,3,12,NOR 43,7,34,Teddy Bridgewater kneels for -1 yards,0.430,-0.590
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
