Quarter,Time,Down,ToGo,Location,TAM,DET,Detail,EPB,EPA
2,12:53,3,9,DET 14,14,0,David Blough pass incomplete short left intended for J.D. McKissic (defended by Jamel Dean),-1.300,-2.470
2,12:47,4,9,DET 14,14,0,"Sam Martin punts 53 yards, fair catch by Justin Watson at TB-33",-2.470,-1.140
2,12:40,1,10,TAM 33,14,0,Ronald Jones right tackle for 5 yards (tackle by Jahlani Tavai and Devon Kennard),1.140,1.270
2,12:06,2,5,TAM 38,14,0,Jameis Winston pass complete short right to Chris Godwin for 6 yards (tackle by Darius Slay),1.270,1.860
2,11:34,1,10,TAM 44,14,0,Jameis Winston pass incomplete short left intended for Ronald Jones,1.860,1.320
2,11:30,2,10,TAM 44,14,0,Jameis Winston pass complete short right to Dare Ogunbowale for 13 yards (tackle by Jahlani Tavai),1.320,2.720
2,10:56,1,10,DET 43,14,0,Breshad Perriman left end for 3 yards (tackle by Rashaan Melvin),2.720,2.580
2,10:10,2,7,DET 40,14,0,Jameis Winston pass complete short right to Chris Godwin for 20 yards (tackle by Will Harris and Jalen Reeves-Maybin),2.580,4.240
2,9:25,1,10,DET 20,14,0,Ronald Jones right tackle for 5 yards (tackle by Frank Herron and Devon Kennard),4.240,4.450
2,9:07,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
2,9:07,2,5,DET 15,14,0,"Penalty on Demar Dotson: False Start, 5 yards (no play)",4.450,3.690
2,9:07,2,10,DET 20,14,0,Jameis Winston sacked by Romeo Okwara for -5 yards,3.690,2.340
2,8:19,3,15,DET 25,20,0,"Jameis Winston pass complete short right to Breshad Perriman for 25 yards, touchdown",2.340,7.000
2,8:13,,,DET 15,21,0,Matt Gay kicks extra point good,0.000,0.000
2,8:13,,,TAM 35,21,0,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,8:13,1,10,DET 25,21,0,David Blough pass complete short right to J.D. McKissic for 3 yards (tackle by Jamel Dean),0.610,0.470
2,7:37,2,7,DET 28,21,0,David Blough pass complete short right to Isaac Nauta for 10 yards (tackle by Sean Murphy-Bunting),0.470,1.470
2,7:04,1,10,DET 38,21,0,David Blough left tackle for 9 yards (tackle by Devin White),1.470,2.140
2,6:16,2,1,DET 47,21,0,J.D. McKissic left tackle for 2 yards (tackle by William Gholston),2.140,2.190
2,5:37,1,10,DET 49,21,0,David Blough pass incomplete short middle intended for Jesse James,2.190,1.650
2,5:32,2,10,DET 49,21,0,David Blough pass complete short right to Danny Amendola for 12 yards (tackle by Sean Murphy-Bunting),1.650,2.980
2,5:05,1,10,TAM 39,21,0,David Blough pass complete short right to Danny Amendola for 10 yards (tackle by Sean Murphy-Bunting),2.980,3.640
2,4:48,1,10,TAM 29,21,0,David Blough pass incomplete short left intended for Jesse James,3.640,3.100
2,4:44,2,10,TAM 29,21,0,David Blough pass complete short right to Ty Johnson for -1 yards (tackle by Lavonte David),3.100,2.280
2,4:02,3,11,TAM 30,21,0,David Blough pass complete short left to J.D. McKissic for 4 yards (tackle by Shaquil Barrett),2.280,1.740
2,3:21,4,7,TAM 26,21,3,Matt Prater 44 yard field goal good,1.740,3.000
2,3:17,,,DET 35,21,3,"Sam Martin kicks off 65 yards, touchback.",0.000,0.610
2,3:17,1,10,TAM 25,21,3,Peyton Barber left end for 3 yards (tackle by Romeo Okwara),0.610,0.470
2,2:39,2,7,TAM 28,21,3,Jameis Winston pass complete short right to O.J. Howard for 6 yards (tackle by Jalen Reeves-Maybin),0.470,0.560
2,2:00,3,1,TAM 34,21,3,Jameis Winston pass complete short left to O.J. Howard for 4 yards (tackle by Tracy Walker),0.560,1.470
2,1:36,1,10,TAM 38,21,3,Jameis Winston pass incomplete short right intended for Chris Godwin,1.470,0.920
2,1:32,2,10,TAM 38,21,3,Jameis Winston pass incomplete deep left intended for Cameron Brate,0.920,0.230
2,1:26,3,10,TAM 38,21,3,Jameis Winston sacked by Devon Kennard for -7 yards,0.230,-1.310
2,1:21,,,,,,Timeout #1 by Detroit Lions,,
2,1:21,4,17,TAM 31,21,3,"Penalty on TAM: Delay of Game, 5 yards (no play)",-1.310,-1.630
2,1:21,4,22,TAM 26,21,3,"Bradley Pinion punts 38 yards, fair catch by Jamal Agnew at DET-36",-1.630,-1.330
2,1:14,1,10,DET 36,21,3,David Blough pass incomplete short right intended for Logan Thomas (defended by Lavonte David),1.330,0.790
2,1:08,2,10,DET 36,21,3,David Blough pass complete short left to Danny Amendola for 5 yards (tackle by Sean Murphy-Bunting),0.790,0.760
2,0:44,3,5,DET 41,21,3,David Blough pass incomplete short middle intended for Danny Amendola,0.760,-0.650
2,0:39,4,5,DET 41,21,3,"Sam Martin punts 59 yards, touchback.",-0.650,-0.280
2,0:31,1,10,TAM 20,21,3,Ronald Jones left end for 6 yards (tackle by Tavon Wilson),0.280,0.540
2,0:25,2,4,TAM 26,21,3,Jameis Winston pass incomplete short left intended for O.J. Howard,0.540,-0.160
2,0:21,3,4,TAM 26,21,3,Jameis Winston pass complete short right to Breshad Perriman for 7 yards (tackle by Justin Coleman),-0.160,1.140
2,0:17,1,10,TAM 33,21,3,Jameis Winston pass incomplete deep left intended for Chris Godwin,1.140,0.590
2,0:11,,,,,,Timeout #2 by Detroit Lions,,
2,0:11,2,10,TAM 33,21,3,Dare Ogunbowale up the middle for 3 yards (tackle by Trey Flowers),0.590,0.300
Quarter,Time,Down,ToGo,Location,TAM,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,21,3,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,DET 25,21,3,David Blough pass complete short left to Kenny Golladay for 13 yards (tackle by Carlton Davis),0.610,1.470
3,14:31,1,10,DET 38,21,3,David Blough pass complete short right to Danny Amendola for 14 yards (tackle by Devin White),1.470,2.390
3,13:56,1,10,TAM 48,21,3,Wes Hills up the middle for -2 yards (tackle by Jordan Whitehead),2.390,1.580
3,13:19,2,12,DET 50,21,3,David Blough pass incomplete short middle intended for Logan Thomas (defended by Jordan Whitehead),1.580,0.890
3,13:15,3,12,DET 50,21,3,"David Blough pass deep left intended for Danny Amendola is intercepted by Andrew Adams at TB-27 and returned for 21 yards. Penalty on Jason Pierre-Paul: Illegal Blindside Block, 15 yards",0.890,-1.140
3,13:01,1,10,TAM 33,21,3,Jameis Winston pass complete deep left to Chris Godwin for 38 yards (tackle by Tracy Walker),1.140,3.640
3,12:27,1,10,DET 29,21,3,Ronald Jones right tackle for 1 yard (tackle by John Atkins),3.640,3.240
3,11:50,2,9,DET 28,21,3,Jameis Winston pass incomplete deep middle intended for O.J. Howard (defended by Tracy Walker),3.240,2.540
3,11:40,3,9,DET 28,21,3,Jameis Winston pass incomplete short middle intended for Cameron Brate,2.540,1.590
3,11:36,4,9,DET 28,24,3,Matt Gay 46 yard field goal good,1.590,3.000
3,11:32,,,TAM 35,24,3,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,11:32,1,10,DET 25,24,3,David Blough pass incomplete short right intended for Kenny Golladay,0.610,0.060
3,11:29,2,10,DET 25,24,3,David Blough pass complete short left to Jesse James for 11 yards (tackle by Sean Murphy-Bunting and Mike Edwards),0.060,1.330
3,10:50,1,10,DET 36,24,3,David Blough pass complete short right to Wes Hills for -1 yards (tackle by Lavonte David),1.330,0.660
3,10:11,2,11,DET 35,24,3,"Penalty on Tyrell Crosby: False Start, 5 yards (no play)",0.660,-0.020
3,9:47,2,16,DET 30,24,3,David Blough pass complete short middle to Jesse James for 13 yards (tackle by Darian Stewart),-0.020,1.030
3,9:03,3,3,DET 43,24,3,David Blough pass complete short right to Kenny Golladay for 5 yards (tackle by Carlton Davis),1.030,2.130
3,8:46,1,10,DET 48,24,3,"David Blough aborted snap, recovered by David Blough at DET-48",2.130,1.580
3,8:09,2,10,DET 48,24,3,David Blough pass incomplete short left intended for Danny Amendola,1.580,0.890
3,8:04,3,10,DET 48,24,3,David Blough pass complete deep right to Danny Amendola for 46 yards (tackle by Sean Murphy-Bunting). Penalty on Sean Murphy-Bunting: Defensive Pass Interference (Declined),0.890,5.830
3,7:36,1,6,TAM 6,24,3,David Blough pass incomplete short right intended for Kenny Golladay (defended by Mike Edwards),5.830,4.950
3,7:29,2,6,TAM 6,24,3,David Blough pass complete short right to Danny Amendola for 5 yards (tackle by Jamel Dean and Lavonte David),4.950,5.170
3,6:49,3,1,TAM 1,24,9,"Wes Hills left tackle for 1 yard, touchdown",5.170,7.000
3,6:45,,,TAM 15,24,10,Matt Prater kicks extra point good,0.000,0.000
3,6:45,,,DET 35,24,10,"Sam Martin kicks off 65 yards, touchback.",0.000,0.610
3,6:45,1,10,TAM 25,24,10,Ronald Jones right tackle for -1 yards (tackle by Damon Harrison),0.610,-0.070
3,6:00,2,11,TAM 24,24,10,Jameis Winston pass complete short left to O.J. Howard for 11 yards (tackle by Rashaan Melvin),-0.070,1.270
3,5:24,1,10,TAM 35,24,10,Jameis Winston pass incomplete deep right intended for Breshad Perriman,1.270,0.720
3,5:17,2,10,TAM 35,24,10,Jameis Winston pass complete short middle to Cameron Brate for 8 yards (tackle by Tracy Walker and Jalen Reeves-Maybin),0.720,1.090
3,4:36,3,2,TAM 43,24,10,Jameis Winston pass complete short left to Ishmael Hyman for 3 yards (tackle by Jahlani Tavai and Darius Slay),1.090,1.990
3,3:52,1,10,TAM 46,24,10,Ronald Jones right tackle for 1 yard (tackle by Austin Bryant),1.990,1.590
3,3:10,2,9,TAM 47,24,10,Jameis Winston pass incomplete short left intended for Cameron Brate,1.590,0.890
3,3:06,3,9,TAM 47,24,10,Jameis Winston pass incomplete short right intended for Cameron Brate,0.890,-0.260
3,3:01,4,9,TAM 47,24,10,"Bradley Pinion punts 40 yards, fair catch by Danny Amendola at DET-13",-0.260,0.320
3,2:54,1,10,DET 13,24,10,David Blough pass complete short left to Jesse James for 7 yards (tackle by Devin White),-0.320,0.220
3,2:13,2,3,DET 20,24,10,Wes Hills left end for 2 yards (tackle by Lavonte David and Shaquil Barrett),0.220,-0.350
3,1:37,3,1,DET 22,24,10,David Blough pass complete deep right to Kenny Golladay for 26 yards,-0.350,2.130
3,1:03,1,10,DET 48,24,10,David Blough pass complete deep right to Chris Lacy for 48 yards (tackle by Lavonte David),2.130,6.280
3,0:11,1,4,TAM 4,24,10,David Blough pass incomplete short right intended for Isaac Nauta,6.280,5.340
3,0:08,2,4,TAM 4,24,10,Wes Hills up the middle for 3 yards (tackle by Carl Nassib),5.340,5.170
Quarter,Time,Down,ToGo,Location,TAM,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,TAM 1,24,16,"Wes Hills left tackle for 1 yard, touchdown",5.170,7.000
4,14:57,,,TAM 15,24,17,Matt Prater kicks extra point good,0.000,0.000
4,14:57,,,DET 35,24,17,"Sam Martin kicks off 59 yards, returned by Dare Ogunbowale for 20 yards (tackle by Mike Ford and Jason Cabinda)",0.000,0.670
4,14:50,1,10,TAM 26,24,17,"Penalty on Ali Marpet: False Start, 5 yards (no play)",0.670,0.340
4,14:50,1,15,TAM 21,24,17,Jameis Winston pass complete short left to Peyton Barber for 14 yards (tackle by Darius Slay),0.340,1.350
4,14:05,2,1,TAM 35,24,17,Peyton Barber up the middle for 1 yard (tackle by Frank Herron and Rashaan Melvin),1.350,1.330
4,13:20,1,10,TAM 36,24,17,Jameis Winston pass complete short left to Peyton Barber for 9 yards (tackle by Jalen Reeves-Maybin),1.330,2.010
4,12:44,2,1,TAM 45,24,17,Peyton Barber up the middle for no gain (tackle by Damon Harrison),2.010,1.290
4,12:03,3,1,TAM 45,24,17,Peyton Barber up the middle for no gain (tackle by Tavon Wilson and Rashaan Melvin),1.290,-0.390
4,11:40,4,1,TAM 45,24,17,Jameis Winston up the middle for 2 yards (tackle by Jahlani Tavai),-0.390,2.060
4,10:49,1,10,TAM 47,24,17,Jameis Winston pass complete short right to Tanner Hudson for 14 yards (tackle by Jalen Reeves-Maybin),2.060,2.980
4,10:06,1,10,DET 39,24,17,"Peyton Barber left end for no gain (tackle by Jalen Reeves-Maybin and Romeo Okwara). Penalty on Ryan Jensen: Offensive Holding, 10 yards (no play)",2.980,2.320
4,9:43,1,20,DET 49,24,17,Peyton Barber up the middle for 1 yard (tackle by Steve Longa and Frank Herron),2.320,1.230
4,8:57,2,19,DET 48,24,17,Jameis Winston pass complete short left to Justin Watson for 12 yards (tackle by Tavon Wilson),1.230,2.150
4,8:12,3,7,DET 36,24,17,Jameis Winston pass incomplete short left,2.150,0.880
4,8:04,4,7,DET 36,24,17,Matt Gay 54 yard field goal no good,0.880,-1.860
4,7:59,1,10,DET 44,24,17,David Blough left end for 8 yards (tackle by Lavonte David),1.860,2.400
4,7:21,2,2,TAM 48,24,17,David Blough pass complete short right to Danny Amendola for 1 yard (tackle by Lavonte David),2.400,1.820
4,6:45,3,1,TAM 47,24,17,Wes Hills left tackle for 15 yards (tackle by Andrew Adams),1.820,3.450
4,6:03,1,10,TAM 32,24,17,David Blough sacked by Ndamukong Suh for -3 yards,3.450,2.500
4,5:23,2,13,TAM 35,30,17,"David Blough pass short left intended for Danny Amendola is intercepted by Sean Murphy-Bunting at TB-30 and returned for 70 yards, touchdown",2.500,-7.000
4,5:12,,,DET 15,31,17,Matt Gay kicks extra point good,0.000,0.000
4,5:12,,,TAM 35,31,17,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
4,5:12,1,10,DET 25,31,17,"David Blough pass short middle is intercepted by Lavonte David at DET-38 and returned for no gain. Penalty on Jason Pierre-Paul: Defensive Offside, 5 yards (no play)",0.610,1.340
4,5:07,1,5,DET 30,31,17,David Blough pass complete short left to Danny Amendola for 9 yards (tackle by Sean Murphy-Bunting),1.340,1.530
4,4:42,1,10,DET 39,31,17,David Blough pass complete short middle to Ty Johnson for 7 yards (tackle by Sean Murphy-Bunting),1.530,1.930
4,4:20,2,3,DET 46,31,17,David Blough pass incomplete short right intended for Logan Thomas,1.930,1.220
4,4:14,3,3,DET 46,31,17,David Blough pass incomplete short right intended for Ty Johnson (defended by Jamel Dean),1.220,-0.320
4,4:11,4,3,DET 46,31,17,David Blough pass incomplete deep left intended for Kenny Golladay,-0.320,-2.520
4,4:04,1,10,DET 46,31,17,Peyton Barber up the middle for 2 yards (tackle by Damon Harrison),2.520,2.250
4,3:59,,,,,,Timeout #1 by Detroit Lions,,
4,3:59,2,8,DET 44,31,17,Jameis Winston pass complete deep right to Cameron Brate for 16 yards (tackle by Rashaan Melvin),2.250,3.710
4,3:35,1,10,DET 28,31,17,Peyton Barber left tackle for 3 yards (tackle by Tracy Walker),3.710,3.570
4,3:08,,,,,,Timeout #2 by Detroit Lions,,
4,3:08,2,7,DET 25,31,17,Peyton Barber up the middle for no gain (tackle by Tracy Walker),3.570,2.870
4,3:04,,,,,,Timeout #3 by Detroit Lions,,
4,3:04,3,7,DET 25,37,17,"Jameis Winston pass complete deep right to Breshad Perriman for 25 yards, touchdown",2.870,7.000
4,2:59,,,DET 15,38,17,Matt Gay kicks extra point good,0.000,0.000
4,2:59,,,TAM 35,38,17,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
4,2:59,1,10,DET 25,38,17,David Blough pass complete short right to Ty Johnson for 3 yards (tackle by Jamel Dean),0.610,0.470
4,2:54,2,7,DET 28,38,17,David Blough pass incomplete short middle intended for Danny Amendola,0.470,-0.230
4,2:47,3,7,DET 28,38,17,"David Blough pass complete short middle to Ty Johnson for 8 yards (tackle by Lavonte David). Ty Johnson fumbles (forced by Lavonte David), recovered by Devin White at DET-40 and returned for 9 yards (tackle by Logan Thomas)",-0.230,-3.510
4,2:34,1,10,DET 31,38,17,Ryan Griffin kneels for -1 yards,3.510,2.830
4,2:00,2,11,DET 32,38,17,Ryan Griffin kneels for no gain,2.830,2.150
4,1:20,3,11,DET 32,38,17,Ryan Griffin kneels for no gain,2.150,1.240
4,0:36,4,11,DET 32,38,17,Ryan Griffin kneels for no gain,1.240,-1.070
4,0:35,1,10,DET 32,38,17,David Blough kneels for -1 yards,1.070,0.390
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
