Quarter,Time,Down,ToGo,Location,CIN,ATL,Detail,EPB,EPA
2,11:28,1,10,CIN 31,0,13,Gus Frerotte pass incomplete intended for Michael Westbrook,1.000,0.460
2,11:24,2,10,CIN 31,0,13,Lorenzo Neal middle for 3 yards (tackle by John Holecek),0.460,0.170
2,10:51,3,7,CIN 34,0,13,Gus Frerotte sacked by Brady Smith for -5 yards,0.170,-1.440
2,10:34,4,12,CIN 29,0,13,"Nick Harris punts 34 yards, fair catch by Damon Gibson",-1.440,-1.400
2,10:29,1,10,ATL 37,0,13,Michael Vick pass complete to Brian Finneran for 16 yards (tackle by Artrell Hawkins),1.400,2.460
2,9:38,1,10,CIN 47,0,13,Warrick Dunn right tackle for 2 yards (tackle by Reinard Wilson),2.460,2.180
2,9:32,1,10,CIN 47,,,Timeout #1 by Atlanta Falcons,2.460,2.180
2,8:54,2,8,CIN 45,0,13,Michael Vick pass incomplete intended for Willie Jackson,2.180,1.490
2,8:48,3,8,CIN 45,0,13,Michael Vick for 10 yards (tackle by Lamont Thompson),1.490,3.250
2,8:21,1,10,CIN 35,0,13,Michael Vick pass incomplete intended for Willie Jackson,3.250,2.700
2,8:15,2,10,CIN 35,0,13,Michael Vick pass incomplete intended for Brian Finneran,2.700,2.010
2,8:09,3,10,CIN 35,0,13,Michael Vick pass incomplete intended for Bob Christian,2.010,0.970
2,8:03,4,10,CIN 35,0,13,Chris Mohr punts 33 yards,0.970,0.380
2,7:54,1,10,CIN 2,0,13,Corey Dillon right tackle for 2 yards (tackle by Keith Brooking),-0.380,-0.630
2,7:19,2,8,CIN 4,0,13,Jon Kitna pass complete to Peter Warrick for 3 yards (tackle by Ashley Ambrose),-0.630,-0.840
2,6:50,3,5,CIN 7,0,13,Jon Kitna pass incomplete intended for T.J. Houshmandzadeh,-0.840,-2.490
2,6:45,4,5,CIN 7,0,13,"Nick Harris punts 17 yards, out of bounds",-2.490,-3.970
2,6:38,1,10,CIN 24,0,13,"T.J. Duckett right tackle for 3 yards (tackle by Tony Williams). Penalty on Oliver Gibson: Face Mask (5 Yards), 5 yards",3.970,5.420
2,5:58,1,2,CIN 16,0,13,Michael Vick pass incomplete intended for Warrick Dunn,5.420,4.650
2,5:53,2,2,CIN 16,0,13,T.J. Duckett right end for 3 yards (tackle by Bernard Whittington),4.650,4.710
2,5:06,1,10,CIN 13,0,19,"Michael Vick pass complete to Brian Finneran for 13 yards, touchdown",4.710,7.000
2,5:06,,,CIN 13,0,20,Jay Feely kicks extra point good,0.000,0.000
2,5:06,,,ATL 30,0,20,"Jay Feely kicks off 66 yards, out of bounds",0.000,1.600
2,4:56,1,10,CIN 40,0,20,Jon Kitna pass complete to Corey Dillon for 3 yards (tackle by John Thierry),1.600,1.460
2,4:34,2,7,CIN 43,0,20,Corey Dillon middle for 6 yards (tackle by Chris Draft),1.460,1.550
2,3:52,2,7,CIN 43,,,Timeout #2 by Atlanta Falcons,1.460,1.550
2,3:52,3,1,CIN 49,0,20,Corey Dillon middle for 5 yards (tackle by Chris Draft),1.550,2.520
2,3:20,1,10,ATL 46,0,20,Jon Kitna pass complete to Corey Dillon for 9 yards (tackle by Keith Brooking),2.520,3.190
2,2:59,2,1,ATL 37,0,20,Corey Dillon left end for 4 yards (tackle by Brady Smith),3.190,3.380
2,2:18,1,10,ATL 33,0,20,Jon Kitna pass incomplete intended for Michael Westbrook (defended by Ashley Ambrose),3.380,2.840
2,2:11,2,10,ATL 33,0,20,"Corey Dillon middle for 2 yards (tackle by Brady Smith). Penalty on John Thierry: Illegal Use of Hands, 5 yards",2.840,3.840
2,2:00,1,10,ATL 26,0,20,Corey Dillon left tackle for 6 yards (tackle by Sam Rogers),3.840,4.110
2,1:25,2,4,ATL 20,0,20,Jon Kitna pass incomplete (defended by Sam Rogers),4.110,3.400
2,1:15,3,4,ATL 20,0,20,Jon Kitna pass complete to T.J. Houshmandzadeh for 10 yards (tackle by Ashley Ambrose),3.400,4.910
2,1:09,3,4,ATL 20,,,Timeout #1 by Cincinnati Bengals,3.400,4.910
2,1:09,1,10,ATL 10,0,20,"Jon Kitna sacked by John Thierry for -6 yards. Jon Kitna fumbles (forced by John Thierry), recovered by Jon Kitna at ATL-16. Jon Kitna fumbles (forced by John Thierry), recovered by Jon Kitna at ATL-16",4.910,3.340
2,0:50,2,16,ATL 16,0,20,Jon Kitna pass complete to Corey Dillon for 3 yards (tackle by Keith Brooking),3.340,3.060
2,0:35,2,16,ATL 16,,,Timeout #2 by Cincinnati Bengals,3.340,3.060
2,0:34,3,13,ATL 13,0,20,Jon Kitna pass complete to Peter Warrick for 6 yards (tackle by Fred Weary),3.060,2.970
2,0:07,4,7,ATL 7,3,20,Neil Rackers 24 yard field goal good,2.970,3.000
2,0:07,,,CIN 30,3,20,"Neil Rackers kicks off 28 yards, returned by T.J. Duckett for 4 yards (tackle by Marquand Manuel)",0.000,0.940
Quarter,Time,Down,ToGo,Location,CIN,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,3,20,"Jay Feely kicks off 73 yards, returned by Brandon Bennett for 39 yards (tackle by Chris Draft)",0.000,1.330
3,14:52,1,10,CIN 36,3,20,Jon Kitna pass complete to T.J. Houshmandzadeh for 11 yards (tackle by Gerald McBurrows),1.330,2.060
3,14:10,1,10,CIN 47,3,20,Corey Dillon left tackle for 5 yards (tackle by Brady Smith),2.060,2.190
3,13:33,2,5,ATL 48,3,20,Jon Kitna pass complete to Lorenzo Neal for 6 yards (tackle by Keith Brooking),2.190,2.790
3,12:54,1,10,ATL 42,3,20,Corey Dillon middle for no gain (tackle by Ed Jasper),2.790,2.240
3,12:18,2,10,ATL 42,3,20,Jon Kitna pass incomplete intended for T.J. Houshmandzadeh is intercepted by Ashley Ambrose at ATL-26,2.240,-0.670
3,12:07,1,10,ATL 26,3,20,"Michael Vick pass complete to Willie Jackson for 7 yards (tackle by Takeo Spikes and Jeff Burris). Penalty on Kynan Forney: Unnecessary Roughness, 15 yards",0.670,-1.050
3,11:29,2,18,ATL 18,3,20,Michael Vick pass complete to Willie Jackson for 11 yards (tackle by Artrell Hawkins),-1.050,-0.160
3,10:48,3,7,ATL 29,3,20,Michael Vick for 21 yards (tackle by Lamont Thompson),-0.160,2.260
3,10:17,1,10,,3,20,T.J. Duckett middle for 6 yards (tackle by Artrell Hawkins),2.260,2.520
3,9:30,2,4,CIN 44,3,20,"T.J. Duckett right tackle for 3 yards (tackle by Brian Simmons). Penalty on Adrian Ross: Unnecessary Roughness, 15 yards",2.520,3.840
3,8:57,1,10,CIN 26,3,20,T.J. Duckett left end for 7 yards (tackle by Glen Steele),3.840,4.270
3,8:12,2,3,CIN 19,3,20,T.J. Duckett middle for 6 yards (tackle by Brian Simmons and Cory Hall),4.270,4.710
3,7:30,1,10,CIN 13,3,20,T.J. Duckett right tackle for 5 yards (tackle by Oliver Gibson),4.710,4.960
3,6:46,2,5,CIN 8,3,20,Michael Vick left tackle for 4 yards (tackle by Takeo Spikes),4.960,5.010
3,5:59,3,1,CIN 4,3,20,Bob Christian right tackle for no gain (tackle by Adrian Ross),5.010,3.040
3,5:15,4,1,CIN 4,3,26,"Warrick Dunn left end for 4 yards, touchdown",3.040,7.000
,,,,,,,"CIN challenged the ruling, and the play was upheld.",,
3,5:15,,,CIN 4,3,27,Jay Feely kicks extra point good,0.000,0.000
3,5:15,,,ATL 30,3,27,"Jay Feely kicks off 73 yards, returned by Brandon Bennett for 25 yards (tackle by Gerald McBurrows)",0.000,0.410
3,5:00,1,10,CIN 22,3,27,Jon Kitna pass incomplete intended for Corey Dillon,0.410,-0.130
3,4:37,2,10,CIN 22,3,27,Jon Kitna pass complete to Matt Schobel for 6 yards (tackle by Gerald McBurrows),-0.130,-0.030
3,4:02,3,4,CIN 28,3,27,Jon Kitna pass complete to T.J. Houshmandzadeh for 15 yards (tackle by Ashley Ambrose),-0.030,1.800
3,3:29,1,10,CIN 43,3,27,Corey Dillon right tackle for 6 yards (tackle by Keith Brooking),1.800,2.060
3,3:01,2,4,CIN 49,3,27,Jon Kitna pass complete to Lorenzo Neal for 1 yard (tackle by Matt Stewart),2.060,1.490
3,2:25,3,3,,3,27,Jon Kitna pass incomplete intended for Peter Warrick,1.490,-0.060
3,2:22,4,3,,3,27,Jon Kitna pass incomplete intended for T.J. Houshmandzadeh (defended by Juran Bolden),-0.060,-2.260
3,2:18,1,10,,3,27,Michael Vick pass complete to Bob Christian for 16 yards (tackle by Takeo Spikes),2.260,3.310
3,1:50,1,10,CIN 34,3,27,Michael Vick pass incomplete intended for Warrick Dunn. Penalty on ATL: Illegal Shift (Declined),3.310,2.770
3,1:43,2,10,CIN 34,3,27,Michael Vick sacked by Justin Smith for -11 yards,2.770,0.630
3,1:07,2,10,CIN 34,,,Timeout #1 by Atlanta Falcons,2.770,0.630
3,1:07,3,21,CIN 45,3,27,Michael Vick pass complete to Alge Crumpler for 15 yards (tackle by Kevin Kaesviharn and Cory Hall),0.630,1.430
3,0:24,4,6,CIN 30,3,27,"Jay Feely 48 yard field goal good. Penalty on Brian Kozlowski: Offensive Holding, 10 yards (no play)",1.430,0.590
3,0:19,4,16,CIN 40,3,27,"Chris Mohr punts 36 yards. Penalty on Brian Kozlowski: Unsportsmanlike Conduct, 15 yards",0.590,-0.150
3,0:09,1,10,CIN 19,3,27,Corey Dillon middle for 6 yards (tackle by Matt Stewart),0.150,0.480
Quarter,Time,Down,ToGo,Location,CIN,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,CIN 25,3,27,Jon Kitna pass complete to Ron Dugans for 3 yards (tackle by Matt Stewart),0.480,0.100
4,15:00,3,1,CIN 28,3,27,Jon Kitna pass complete to Peter Warrick for 16 yards (tackle by Keion Carpenter),0.100,1.860
4,15:00,1,10,CIN 44,3,27,Jon Kitna pass incomplete intended for T.J. Houshmandzadeh,1.860,1.320
4,15:00,2,10,CIN 44,3,27,Corey Dillon middle for 3 yards (tackle by Ed Jasper),1.320,1.030
4,13:19,3,7,CIN 47,3,27,Jon Kitna pass incomplete intended for Ron Dugans (defended by Keion Carpenter),1.030,-0.260
4,13:14,4,7,CIN 47,3,27,"Jon Kitna pass incomplete intended for Chad Johnson (defended by Juran Bolden). Penalty on Keith Brooking: Unsportsmanlike Conduct, 15 yards",-0.260,-1.470
4,13:09,1,10,ATL 38,3,27,Michael Vick pass incomplete,1.470,0.920
4,13:09,2,10,ATL 38,3,27,T.J. Duckett middle for 11 yards (tackle by Kevin Kaesviharn and Adrian Ross),0.920,2.190
4,13:09,1,10,ATL 49,3,27,T.J. Duckett middle for 8 yards (tackle by Takeo Spikes). Penalty on Adrian Ross: Defensive Offside (Declined),2.190,2.730
4,13:09,2,2,CIN 43,3,27,T.J. Duckett for 7 yards (tackle by Takeo Spikes),2.730,3.180
4,11:20,1,10,CIN 36,3,27,Michael Vick pass complete to Brian Finneran for 3 yards (tackle by Kevin Kaesviharn),3.180,3.040
4,11:20,2,7,CIN 33,3,27,Michael Vick pass complete to Willie Jackson for 13 yards (tackle by Kevin Kaesviharn and Justin Smith),3.040,4.240
4,9:51,1,10,CIN 20,3,27,Warrick Dunn left tackle for 7 yards (tackle by Adrian Ross),4.240,4.830
4,9:07,2,3,CIN 13,3,27,T.J. Duckett left end for 2 yards (tackle by Justin Smith),4.830,4.590
4,8:19,3,1,CIN 11,3,27,Warrick Dunn middle for -5 yards (tackle by Canute Curtis),4.590,2.400
4,8:15,4,6,CIN 16,3,30,Jay Feely 34 yard field goal good,2.400,3.000
4,8:15,,,ATL 30,3,30,"Jay Feely kicks off 64 yards, returned by Brandon Bennett for 24 yards (tackle by Artie Ulmer). Penalty on Brock Gutierrez: Personal Foul, 15 yards",0.000,-0.220
4,7:20,1,10,CIN 15,3,30,Jon Kitna pass complete to Chad Johnson for 20 yards (tackle by Matt Stewart),-0.220,1.270
4,7:20,1,10,CIN 35,3,30,Jon Kitna pass complete to Peter Warrick for 9 yards,1.270,1.940
4,7:20,2,1,CIN 44,3,30,Corey Dillon middle for 6 yards (tackle by Keith Brooking),1.940,2.260
4,7:20,1,10,,3,30,Jon Kitna pass incomplete intended for Peter Warrick,2.260,1.710
4,7:20,2,10,,3,30,Jon Kitna pass incomplete intended for T.J. Houshmandzadeh,1.710,1.030
4,7:20,3,10,,3,30,Jon Kitna pass complete to Ron Dugans for 7 yards (tackle by Kevin Mathis),1.030,0.400
4,5:34,4,3,ATL 43,3,30,Jon Kitna pass incomplete intended for Ron Dugans,0.400,-1.800
4,5:34,1,10,ATL 43,3,30,T.J. Duckett left tackle for 1 yard (tackle by Reinard Wilson),1.800,1.390
4,4:46,2,9,ATL 44,3,30,T.J. Duckett middle for 2 yards (tackle by Tony Williams),1.390,0.960
4,4:02,3,7,ATL 46,3,30,Travis Jervey right end for 2 yards (tackle by Takeo Spikes),0.960,-0.190
4,2:42,4,5,ATL 48,3,30,Chris Mohr punts 27 yards,-0.190,-0.610
4,2:42,1,10,CIN 25,3,30,Jon Kitna pass incomplete intended for T.J. Houshmandzadeh (defended by Ashley Ambrose),0.610,0.060
4,2:36,2,10,CIN 25,3,30,Jon Kitna pass incomplete intended for Chad Johnson (defended by Juran Bolden),0.060,-0.620
4,2:36,3,10,CIN 25,3,30,Jon Kitna pass complete to Ron Dugans for 3 yards (tackle by Fred Weary),-0.620,-1.500
4,2:00,4,7,CIN 28,3,30,Nick Harris punts 36 yards,-1.500,-1.330
4,1:48,1,10,ATL 36,3,30,Doug Johnson kneels for -1 yards,1.330,0.660
4,1:03,2,11,ATL 35,3,30,Doug Johnson kneels for -1 yards,0.660,-0.160
4,1:00,2,11,ATL 35,,,Timeout #2 by Cincinnati Bengals,0.660,-0.160
4,1:00,3,12,ATL 34,3,30,Travis Jervey right end for 2 yards (tackle by Takeo Spikes),-0.160,-0.980
4,0:52,3,12,ATL 34,,,Timeout #3 by Cincinnati Bengals,-0.160,-0.980
4,0:38,4,10,ATL 36,3,30,"Chris Mohr punts 30 yards, returned by T.J. Houshmandzadeh for 6 yards (tackle by Matt Stewart). Penalty on ATL: Illegal Motion (Declined)",-0.980,-1.600
4,0:37,1,10,CIN 40,3,30,Jon Kitna pass incomplete,1.600,1.050
4,0:33,2,10,CIN 40,3,30,Jon Kitna pass complete to Ron Dugans for 5 yards (tackle by Gerald McBurrows),1.050,1.030
4,0:10,3,5,CIN 45,3,30,Jon Kitna pass incomplete intended for Peter Warrick,1.030,-0.390
4,0:06,4,5,CIN 45,3,30,Jon Kitna kneels for -3 yards,-0.390,2.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
