Quarter,Time,Down,ToGo,Location,NWE,DEN,Detail,EPB,EPA
2,0:33,1,5,NWE 5,10,10,"Danny Kanell pass incomplete intended for Rod Smith. Penalty on Ty Law: Defensive Pass Interference, 4 yards (no play)",6.060,6.970
2,0:28,1,1,NWE 1,10,16,"Danny Kanell pass complete to Mike Anderson for 1 yard, touchdown",6.970,7.000
2,,,,NWE 2,10,17,Micah Knorr kicks extra point good,0.000,0.000
2,,,,DEN 30,10,17,"Micah Knorr kicks off 69 yards, returned by Bethel Johnson for 63 yards (tackle by Willie Middlebrooks)",0.000,3.180
2,0:13,1,10,DEN 36,10,17,Tom Brady pass complete to Kevin Faulk for 8 yards (tackle by Kelly Herndon),3.180,3.720
2,0:06,,,,10,17,Timeout #2 by New England Patriots,0.000,3.720
2,0:06,2,2,DEN 28,13,17,Adam Vinatieri 46 yard field goal good,3.720,3.000
2,,,,NWE 30,13,17,"Adam Vinatieri kicks off 55 yards, returned by Mike Anderson for 14 yards (tackle by Tully Banta-Cain)",0.000,0.940
Quarter,Time,Down,ToGo,Location,NWE,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 30,13,17,"Micah Knorr kicks off 67 yards, returned by Bethel Johnson for 20 yards (tackle by Terry Pierce). Penalty on Fred McCrary: Offensive Holding, 10 yards",0.000,-0.320
3,14:54,1,10,NWE 13,13,17,Antowain Smith right guard for 2 yards (tackle by Trevor Pryce),-0.320,-0.570
3,14:20,2,8,NWE 15,13,17,Tom Brady pass complete to Deion Branch for 30 yards (tackle by Kelly Herndon),-0.570,1.930
3,13:36,1,10,NWE 45,13,17,Tom Brady pass complete to Christian Fauria for 10 yards (tackle by Jashon Sykes),1.930,2.590
3,13:02,1,10,DEN 45,13,17,Antowain Smith up the middle for 3 yards (tackle by Darius Holland and Jashon Sykes),2.590,2.450
3,12:28,2,7,DEN 42,13,17,Antowain Smith left tackle for 2 yards (tackle by Jashon Sykes),2.450,2.010
3,11:46,3,5,DEN 40,13,17,Tom Brady pass incomplete intended for Christian Fauria (defended by Kelly Herndon),2.010,0.590
3,11:40,4,5,DEN 40,13,17,"Ken Walter punts 20 yards, fair catch by Deltha O'Neal",0.590,-0.280
3,11:33,1,10,DEN 20,13,17,Clinton Portis up the middle for no gain (tackle by Bobby Hamilton),0.280,-0.270
3,10:57,2,10,DEN 20,13,17,Clinton Portis up the middle for 4 yards (tackle by Tedy Bruschi),-0.270,-0.430
3,10:16,3,6,DEN 24,13,17,"Penalty on Cooper Carlisle: False Start, 5 yards (no play)",-0.430,-1.140
3,9:56,3,11,DEN 19,13,17,Danny Kanell pass incomplete intended for Ashley Lelie,-1.140,-2.140
3,9:53,4,11,DEN 19,13,17,"Micah Knorr punts 41 yards, returned by Deion Branch for 4 yards (tackle by Keith Burns)",-2.140,-1.860
3,9:43,1,10,NWE 44,13,17,Tom Brady pass complete to Antowain Smith for 14 yards (tackle by Kelly Herndon),1.860,2.790
3,9:03,1,10,DEN 42,13,17,Tom Brady pass incomplete intended for Bethel Johnson,2.790,2.240
3,8:55,2,10,DEN 42,13,17,Tom Brady pass complete to Deion Branch for 11 yards (tackle by Deltha O'Neal),2.240,3.510
3,8:32,1,10,DEN 31,13,17,Antowain Smith up the middle for 4 yards (tackle by Kelly Herndon),3.510,3.510
3,7:59,2,6,DEN 27,13,17,Tom Brady pass complete to Fred McCrary for 9 yards (tackle by Jashon Sykes),3.510,4.370
3,7:19,1,10,DEN 18,13,17,Antowain Smith left guard for 11 yards (tackle by Sam Brandon),4.370,5.600
3,6:40,1,7,DEN 7,13,17,Kevin Faulk up the middle for 1 yard (tackle by Al Wilson),5.600,4.950
3,6:03,2,6,DEN 6,19,17,"Tom Brady pass complete to Daniel Graham for 6 yards, touchdown",4.950,7.000
3,,,,DEN 2,20,17,Adam Vinatieri kicks extra point good,0.000,0.000
3,,,,NWE 30,20,17,"Adam Vinatieri kicks off 64 yards, returned by Chris Cole for 21 yards (tackle by Larry Izzo)",0.000,0.740
3,5:51,1,10,DEN 27,20,17,Clinton Portis right guard for 2 yards (tackle by Rick Lyle),0.740,0.470
3,5:15,2,8,DEN 29,20,17,Danny Kanell pass incomplete intended for Dwayne Carswell (defended by Roman Phifer),0.470,-0.230
3,5:09,3,8,DEN 29,20,17,Danny Kanell pass incomplete intended for Clinton Portis,-0.230,-1.440
3,5:06,4,8,DEN 29,20,17,"Micah Knorr punts 51 yards, returned by Deion Branch for 1 yard (tackle by Willie Middlebrooks)",-1.440,-0.340
,,,,,,,"NWE challenged the ruling, and the original play was overturned.",,
3,4:53,1,10,NWE 21,20,17,Tom Brady pass complete to Kevin Faulk for 4 yards (tackle by Deltha O'Neal),0.340,0.340
3,4:30,2,6,NWE 25,20,17,Antowain Smith left end for 5 yards (tackle by Jashon Sykes),0.340,0.300
3,3:46,3,1,NWE 30,20,17,Tom Brady pass incomplete intended for Bethel Johnson (defended by Kelly Herndon),0.300,-1.370
3,3:40,4,1,NWE 30,20,17,"Ken Walter punts 47 yards, returned by Deltha O'Neal for no gain. Penalty on Lonie Paxton: Offensive Holding, 10 yards (no play)",-1.370,-2.030
3,3:20,4,11,NWE 20,20,23,"Ken Walter punts 37 yards, returned by Deltha O'Neal for 57 yards, touchdown",-2.030,-7.000
3,,,,NWE 2,20,24,Micah Knorr kicks extra point good,0.000,0.000
3,,,,DEN 30,20,24,"Micah Knorr kicks off 57 yards, returned by Patrick Pass for 18 yards (tackle by Jashon Sykes)",0.000,1.000
3,3:08,1,10,NWE 31,20,24,Tom Brady pass complete to Christian Fauria for 20 yards (tackle by Nick Ferguson),1.000,2.320
3,2:32,1,10,DEN 49,20,24,Antowain Smith left guard for 6 yards (tackle by Mario Fatafehi),2.320,2.590
3,1:59,2,4,DEN 43,20,24,Antowain Smith right tackle for 3 yards (tackle by Darius Holland),2.590,2.280
3,1:18,3,1,DEN 40,20,24,Antowain Smith left tackle for 4 yards (tackle by Sam Brandon),2.280,3.180
3,0:41,1,10,DEN 36,20,24,Kevin Faulk left guard for 3 yards (tackle by Jashon Sykes),3.180,3.040
Quarter,Time,Down,ToGo,Location,NWE,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,DEN 33,20,24,Antowain Smith right guard for 1 yard (tackle by Nick Ferguson),3.040,2.480
4,14:19,3,6,DEN 32,20,24,Tom Brady pass complete to David Givens for 21 yards (tackle by Jashon Sykes),2.480,4.840
4,13:40,1,10,DEN 11,20,24,Antowain Smith up the middle for 4 yards (tackle by Bertrand Berry),4.840,4.890
4,13:03,2,6,DEN 7,20,24,Troy Brown left end for -5 yards (tackle by Mario Fatafehi and Terry Pierce),4.890,3.110
4,12:14,3,11,DEN 12,20,24,"Tom Brady pass complete to Kevin Faulk for 7 yards (tackle by Mario Fatafehi). Penalty on Joe Andruzzi: Offensive Holding, 10 yards (no play)",3.110,2.150
4,11:49,3,21,DEN 22,20,24,Tom Brady pass complete to Antowain Smith for 12 yards (tackle by Kelly Herndon),2.150,2.760
4,11:12,4,9,DEN 10,23,24,Adam Vinatieri 28 yard field goal good,2.760,3.000
4,,,,NWE 30,23,24,"Adam Vinatieri kicks off 67 yards, returned by Chris Cole for 25 yards (tackle by Larry Izzo)",0.000,0.810
4,11:02,1,10,DEN 28,23,24,Danny Kanell pass complete to Ashley Lelie for 7 yards (tackle by Roman Phifer),0.810,1.210
4,10:19,2,3,DEN 35,23,24,Clinton Portis right tackle for 14 yards (tackle by Eugene Wilson),1.210,2.190
4,9:34,1,10,DEN 49,23,24,Clinton Portis left guard for 11 yards (tackle by Rodney Harrison),2.190,2.920
4,8:52,1,10,NWE 40,23,24,Quentin Griffin left tackle for 3 yards (tackle by Rodney Harrison),2.920,2.780
4,8:14,2,7,NWE 37,23,24,Danny Kanell pass incomplete intended for Mike Anderson,2.780,2.080
4,8:08,3,7,NWE 37,23,24,"Danny Kanell pass incomplete intended for Rod Smith (defended by Eugene Wilson). Penalty on Dan Klecko: Defensive Offside, 4 yards (no play)",2.080,2.610
4,8:02,,,,23,24,Timeout #1 by Denver Broncos,0.000,2.610
4,8:02,3,3,NWE 33,23,24,Danny Kanell pass incomplete intended for Ashley Lelie,2.610,1.190
4,7:57,4,3,NWE 33,23,24,"Micah Knorr punts 33 yards, touchback",1.190,-0.280
4,7:47,1,10,NWE 20,23,24,Tom Brady pass complete to Daniel Graham for 14 yards (tackle by Kelly Herndon),0.280,1.200
4,7:14,1,10,NWE 34,23,24,Antowain Smith up the middle for 3 yards (tackle by Terry Pierce),1.200,1.060
4,6:39,2,7,NWE 37,23,24,Tom Brady pass incomplete intended for Patrick Pass,1.060,0.370
4,6:32,3,7,NWE 37,23,24,"Penalty on Matt Light: False Start, 5 yards (no play)",0.370,-0.300
4,6:32,3,12,NWE 32,23,24,Tom Brady pass incomplete intended for David Givens (defended by Lenny Walls),-0.300,-1.240
4,6:26,4,12,NWE 32,23,24,Ken Walter punts 34 yards,-1.240,-1.200
4,6:13,1,10,DEN 34,23,24,Clinton Portis left tackle for 6 yards (tackle by Tedy Bruschi),1.200,1.470
4,5:37,2,4,DEN 40,23,24,Clinton Portis up the middle for 6 yards (tackle by Roman Phifer),1.470,1.990
4,4:58,1,10,DEN 46,23,24,Clinton Portis left tackle for 3 yards (tackle by Mike Vrabel),1.990,1.860
4,4:16,2,7,DEN 49,23,24,Danny Kanell pass complete to Clinton Portis for 10 yards (tackle by Willie McGinest). Penalty on Willie McGinest: Defensive Holding (Declined),1.860,2.850
4,4:08,1,10,NWE 41,23,24,Danny Kanell pass incomplete intended for Shannon Sharpe,2.850,2.310
4,4:05,2,10,NWE 41,23,24,Danny Kanell pass complete to Shannon Sharpe for 6 yards (tackle by Eugene Wilson),2.310,2.410
4,3:21,3,4,NWE 35,23,24,Danny Kanell pass incomplete intended for Shannon Sharpe (defended by Rodney Harrison),2.410,0.980
4,3:17,4,4,NWE 35,23,24,Micah Knorr punts 34 yards,0.980,0.380
4,3:06,1,10,NWE 1,23,24,Tom Brady pass incomplete intended for Deion Branch,-0.380,-0.780
4,3:01,2,10,NWE 1,23,24,Tom Brady pass incomplete intended for Daniel Graham (defended by Sam Brandon),-0.780,-1.420
4,2:56,3,10,NWE 1,23,24,Tom Brady pass incomplete intended for Troy Brown (defended by Bertrand Berry),-1.420,-2.490
4,2:51,4,10,NWE 1,23,26,"Ken Walter for no gain. Ken Walter fumbles, safety",-2.490,-2.000
4,,,,NWE 20,23,26,"Ken Walter kicks off 64 yards, returned by Deltha O'Neal for -1 yards (tackle by Tully Banta-Cain)",0.000,-0.220
4,2:46,1,10,DEN 15,23,26,Clinton Portis right guard for 2 yards (tackle by Rick Lyle),-0.220,-0.440
4,2:41,,,,23,26,Timeout #1 by New England Patriots,0.000,-0.440
4,2:41,2,8,DEN 17,23,26,"Penalty on Matt Lepsis: False Start, 5 yards (no play)",-0.440,-1.000
4,2:41,2,13,DEN 12,23,26,Clinton Portis up the middle for 7 yards (tackle by Mike Vrabel),-1.000,-0.880
4,2:31,,,,23,26,Timeout #2 by New England Patriots,0.000,-0.880
4,2:31,3,6,DEN 19,23,26,Danny Kanell pass incomplete intended for Ashley Lelie (defended by Ty Law),-0.880,-2.140
4,2:26,4,6,DEN 19,23,26,"Micah Knorr punts 48 yards, returned by Troy Brown for 9 yards (tackle by Keith Burns)",-2.140,-1.730
4,2:15,1,10,NWE 42,23,26,Tom Brady pass complete to Kevin Faulk for 5 yards (tackle by Jashon Sykes),1.730,1.860
4,2:00,2,5,NWE 47,23,26,Tom Brady pass complete to Kevin Faulk for 19 yards (tackle by Al Wilson). Penalty on Nick Ferguson: Defensive Holding (Declined),1.860,3.310
4,1:50,1,10,DEN 34,23,26,Tom Brady pass incomplete intended for Troy Brown,3.310,2.770
4,1:46,2,10,DEN 34,23,26,Antowain Smith up the middle for no gain (tackle by Al Wilson),2.770,2.080
4,1:05,3,10,DEN 34,23,26,Tom Brady pass complete to Kevin Faulk for 16 yards (tackle by Lenny Walls),2.080,4.370
4,0:36,1,10,DEN 18,29,26,"Tom Brady pass complete to David Givens for 18 yards, touchdown",4.370,7.000
4,,,,DEN 2,30,26,Adam Vinatieri kicks extra point good,0.000,0.000
4,,,,NWE 30,30,26,"Adam Vinatieri kicks off 74 yards, returned by Chris Cole for 27 yards (tackle by Shawn Mayer). Penalty on Terry Pierce: Offensive Holding, 10 yards",0.000,-0.320
4,0:23,1,10,DEN 13,30,26,Danny Kanell pass incomplete intended for Clinton Portis,-0.320,-0.770
4,0:19,2,10,DEN 13,30,26,Danny Kanell pass incomplete intended for Ashley Lelie is intercepted by Asante Samuel at NWE-34,-0.770,-1.200
4,0:07,1,10,NWE 34,30,26,Tom Brady kneels for -1 yards,1.200,0.520
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
