Quarter,Time,Down,ToGo,Location,DAL,CHI,Detail,EPB,EPA
2,6:06,1,15,DAL 23,7,7,DeMarco Murray left tackle for 6 yards (tackle by Shea McClellin and D.J. Williams),0.480,0.400
2,5:31,2,9,DAL 29,7,7,Tony Romo pass complete short right to DeMarco Murray for 4 yards (tackle by Ego Ferguson and D.J. Williams),0.400,0.230
2,4:49,3,5,DAL 33,7,7,Tony Romo pass complete short left to Dez Bryant for 7 yards (tackle by Kyle Fuller),0.230,1.600
2,4:11,1,10,DAL 40,7,7,DeMarco Murray left tackle for 3 yards (tackle by Jared Allen),1.600,1.460
2,3:36,2,7,DAL 43,7,7,"Penalty on Doug Free: False Start, 5 yards (no play)",1.460,0.780
2,3:11,2,12,DAL 38,7,7,Tony Romo pass complete short right to DeMarco Murray for 9 yards (tackle by Demontre Hurst),0.780,1.290
2,2:28,3,3,DAL 47,7,7,Tony Romo pass complete short middle to DeMarco Murray for 5 yards (tackle by Jonathan Bostic),1.290,2.390
2,2:00,1,10,CHI 48,7,7,Tony Romo pass complete short right to DeMarco Murray for -5 yards (tackle by Shea McClellin),2.390,1.170
2,1:20,2,15,DAL 47,7,7,Tony Romo pass incomplete short right intended for Dwayne Harris,1.170,0.500
2,1:14,3,15,DAL 47,7,7,Tony Romo pass complete deep middle to Jason Witten for 19 yards (tackle by Christian Jones and Jonathan Bostic),0.500,0.500
2,1:02,3,15,DAL 47,7,7,Timeout #1 by Dallas Cowboys,0.500,3.310
2,1:02,1,10,CHI 34,7,7,Tony Romo pass complete short left to Dez Bryant for 8 yards (tackle by Kyle Fuller),3.310,3.850
2,0:40,2,2,CHI 26,7,7,Tony Romo pass incomplete deep left intended for Dez Bryant,3.850,3.140
2,0:35,3,2,CHI 26,7,7,Tony Romo pass complete short right to Jason Witten for 7 yards (tackle by Jonathan Bostic),3.140,3.140
2,0:30,3,2,CHI 26,7,7,Timeout #2 by Dallas Cowboys,3.140,4.310
2,0:30,1,10,CHI 19,7,7,Tony Romo pass complete short middle to DeMarco Murray for 6 yards (tackle by Demontre Hurst and Christian Jones),4.310,4.720
2,0:13,2,4,CHI 13,13,7,"Tony Romo pass complete short left to Cole Beasley for 13 yards, touchdown",4.720,7.000
2,0:13,,,CHI 2,14,7,Dan Bailey kicks extra point good,0.000,0.000
2,0:13,,,DAL 35,14,7,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.280
2,0:08,1,10,CHI 20,14,7,Jay Cutler kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,DAL,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,14,7,"Dan Bailey kicks off 70 yards, returned by Marc Mariani for 30 yards (tackle by James Hanna)",0.000,0.610
3,14:54,1,10,CHI 25,14,7,Matt Forte right guard for 2 yards (tackle by Anthony Hitchens),0.610,0.330
3,14:17,2,8,CHI 27,14,7,Jay Cutler pass incomplete short left intended for Marquess Wilson,0.330,-0.360
3,14:11,3,8,CHI 27,14,7,"Jay Cutler pass complete short right to Matt Forte for 21 yards (tackle by Anthony Spencer). Matt Forte fumbles (forced by Anthony Spencer), recovered by Sterling Moore at CHI-48 and returned for 17 yards (tackle by Kyle Long)",-0.360,-3.510
,,,,,,,"Replay Assistant challenged the runner was down by contact ruling, and the play was upheld.",,
3,13:59,1,10,CHI 31,14,7,DeMarco Murray right tackle for 5 yards (tackle by D.J. Williams),3.510,3.640
3,13:23,2,5,CHI 26,14,7,DeMarco Murray right tackle for 2 yards (tackle by Stephen Paea),3.640,3.200
3,12:41,3,3,CHI 24,20,7,"Tony Romo pass complete deep right to Cole Beasley for 24 yards, touchdown",3.200,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
3,12:41,,,CHI 2,21,7,Dan Bailey kicks extra point good,0.000,0.000
3,12:41,,,DAL 35,21,7,"Dan Bailey kicks off 68 yards, returned by Marc Mariani for 18 yards (tackle by Dwayne Harris)",0.000,0.220
3,12:26,1,10,CHI 15,21,7,Matt Forte left tackle for 1 yard (tackle by George Selvie),-0.220,-0.580
3,11:45,2,9,CHI 16,21,7,Jay Cutler pass complete short left to Martellus Bennett for 4 yards (tackle by Barry Church),-0.580,-0.760
3,11:06,3,5,CHI 20,21,7,"Jay Cutler pass complete short middle to Martellus Bennett for 7 yards (tackle by Rolando McClain). Penalty on Michael Ola: Offensive Holding, 10 yards (no play)",-0.760,-2.010
3,10:36,3,15,CHI 10,21,7,Jay Cutler pass incomplete short right intended for Matt Forte (defended by Henry Melton),-2.010,-2.490
3,10:33,4,15,CHI 10,21,7,"Penalty on Christian Jones: False Start, 5 yards (no play)",-2.490,-2.490
3,10:33,4,20,CHI 5,21,7,"Pat O'Donnell punts 42 yards, returned by Dwayne Harris for 47 yards. Penalty on Micah Pellerin: Illegal Block Above the Waist, 10 yards",-2.490,-1.860
3,10:16,1,10,DAL 44,21,7,Tony Romo pass complete deep left to Dez Bryant for 43 yards (tackle by Chris Conte and Kyle Fuller),1.860,4.710
3,9:30,1,10,CHI 13,21,7,DeMarco Murray left end for 8 yards (tackle by D.J. Williams),4.710,5.540
3,9:06,2,2,CHI 5,21,7,DeMarco Murray right end for -1 yards (tackle by David Bass and Jonathan Bostic),5.540,4.560
3,8:08,3,3,CHI 6,27,7,"Tony Romo pass complete short middle to Gavin Escobar for 6 yards, touchdown. Penalty on Al Louis-Jean: Defensive Holding (Declined)",4.560,7.000
3,8:08,,,CHI 2,28,7,Dan Bailey kicks extra point good,0.000,0.000
3,8:08,,,DAL 35,28,7,--,0.000,0.380
3,7:52,1,10,CHI 9,28,7,Jay Cutler pass complete short middle to Alshon Jeffery for 12 yards (tackle by Rolando McClain),-0.380,0.340
3,7:26,1,10,CHI 21,28,7,Jay Cutler pass incomplete short middle intended for Martellus Bennett (defended by Henry Melton),0.340,-0.200
3,7:21,2,10,CHI 21,28,7,Jay Cutler pass complete short left to Martellus Bennett for 8 yards (tackle by Rolando McClain),-0.200,0.170
3,6:46,3,2,CHI 29,28,7,"Jay Cutler pass incomplete deep right intended for Marquess Wilson. Penalty on Orlando Scandrick: Defensive Holding, 5 yards (no play)",0.170,1.200
3,6:40,1,10,CHI 34,28,7,Jay Cutler pass incomplete deep left intended for Marquess Wilson,1.200,0.660
3,6:32,2,10,CHI 34,28,7,Matt Forte right end for 3 yards (tackle by Rolando McClain),0.660,0.370
3,6:01,3,7,CHI 37,28,7,Jay Cutler pass incomplete short left intended for Josh Morgan,0.370,-0.910
3,5:54,4,7,CHI 37,28,7,"Pat O'Donnell punts 31 yards, fair catch by Dwayne Harris",-0.910,-1.070
3,5:46,1,10,DAL 32,28,7,DeMarco Murray left tackle for 3 yards (tackle by Stephen Paea),1.070,0.930
3,5:00,2,7,DAL 35,28,7,Tony Romo pass complete short left to DeMarco Murray for 9 yards (tackle by Ryan Mundy),0.930,1.860
3,4:14,1,10,DAL 44,28,7,"DeMarco Murray left end for 1 yard (tackle by Jonathan Bostic). Penalty on Ryan Mundy: Illegal Use of Hands, 5 yards",1.860,2.260
3,3:46,1,10,,28,7,DeMarco Murray right guard for 27 yards (tackle by Brock Vereen),2.260,4.040
3,3:02,1,10,CHI 23,28,7,DeMarco Murray left tackle for 6 yards (tackle by Ryan Mundy),4.040,4.380
3,2:18,2,4,CHI 17,34,7,"Joseph Randle left tackle for 17 yards, touchdown",4.380,7.000
3,2:18,,,CHI 2,35,7,Dan Bailey kicks extra point good,0.000,0.000
3,2:18,,,DAL 35,35,7,"Dan Bailey kicks off 62 yards, returned by Marc Mariani for 21 yards (tackle by Dwayne Harris)",0.000,-0.540
3,2:02,1,10,CHI 24,35,7,Jay Cutler pass complete short left to Marquess Wilson for 9 yards (tackle by C.J. Spillman),0.540,1.210
3,1:37,2,1,CHI 33,35,7,Matt Forte left tackle for 3 yards (tackle by Tyrone Crawford),1.210,1.330
3,1:01,1,10,CHI 36,35,7,Jay Cutler pass complete short right to Martellus Bennett for 4 yards (tackle by Rolando McClain),1.330,1.330
3,0:31,2,6,CHI 40,35,7,Matt Forte left guard for 7 yards (tackle by Rolando McClain),1.330,2.060
3,0:00,1,10,CHI 47,35,7,"Jay Cutler pass incomplete deep left intended for Marquess Wilson. Penalty on Sterling Moore: Defensive Pass Interference, 26 yards (no play)",2.060,3.780
Quarter,Time,Down,ToGo,Location,DAL,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DAL 27,35,13,"Jay Cutler pass complete deep left to Alshon Jeffery for 27 yards, touchdown",3.780,7.000
4,15:00,,,DAL 2,35,13,Jay Feely kicks extra point no good,0.000,-1.000
4,15:00,,,CHI 35,35,13,"Jay Feely kicks onside 18 yards, recovered by Cole Beasley. Penalty on Anthony Walters: Offside on Free Kick, 5 yards",0.000,-2.390
4,14:50,1,10,CHI 48,35,13,DeMarco Murray left tackle for 40 yards (tackle by Brock Vereen),2.390,5.370
4,14:19,1,8,CHI 8,35,13,DeMarco Murray right guard for -14 yards (tackle by Stephen Paea),5.370,2.730
4,13:28,2,22,CHI 22,35,13,Tony Romo pass incomplete short right intended for DeMarco Murray,2.730,2.080
4,13:20,3,22,CHI 22,35,13,DeMarco Murray left guard for 5 yards (tackle by Stephen Paea),2.080,2.310
4,12:41,4,17,CHI 17,38,13,Dan Bailey 35 yard field goal good,2.310,3.000
4,12:41,,,DAL 35,38,13,"Dan Bailey kicks off 60 yards, returned by Marc Mariani for 28 yards (tackle by Joseph Randle)",0.000,-1.140
4,12:27,1,10,CHI 33,38,13,Jay Cutler pass complete short right to Martellus Bennett for 7 yards (tackle by Rolando McClain),1.140,1.540
4,11:49,2,3,CHI 40,38,13,Jay Cutler pass complete short left to Marquess Wilson for 10 yards (tackle by Orlando Scandrick),1.540,2.260
4,11:18,1,10,,38,13,Jay Cutler pass complete short middle to Matt Forte for 7 yards (tackle by Anthony Hitchens),2.260,2.660
4,10:55,2,3,DAL 43,38,13,Matt Forte left guard for 4 yards (tackle by Terrell McClain and Josh Brent),2.660,2.980
4,10:29,1,10,DAL 39,38,13,Jay Cutler pass incomplete deep right intended for Alshon Jeffery (defended by Brandon Carr),2.980,2.440
4,10:23,2,10,DAL 39,38,13,Jay Cutler pass complete short right to Martellus Bennett for 3 yards (tackle by Orlando Scandrick),2.440,2.150
4,9:45,3,7,DAL 36,38,13,Jay Cutler pass incomplete deep right intended for Marquess Wilson (defended by Sterling Moore),2.150,0.880
4,9:40,4,7,DAL 36,38,13,Jay Cutler pass complete short middle to Alshon Jeffery for 15 yards (tackle by Rolando McClain),0.880,4.170
4,9:11,1,10,DAL 21,38,13,Jay Cutler pass incomplete short middle intended for Martellus Bennett,4.170,4.170
4,9:06,1,10,DAL 21,38,13,Timeout #1 by Chicago Bears,4.170,3.630
4,9:06,2,10,DAL 21,38,13,"Jay Cutler pass complete short right to Matt Forte for 4 yards (tackle by Brandon Carr). Penalty on Kyle Long: Ineligible Downfield Pass, 5 yards (no play)",3.630,2.950
4,8:41,2,15,DAL 26,38,13,Jay Cutler pass complete short middle to Martellus Bennett for 9 yards (tackle by Orlando Scandrick),2.950,3.460
4,8:06,3,6,DAL 17,38,13,Jay Cutler pass complete short left to Martellus Bennett for 16 yards (tackle by Barry Church),3.460,6.970
4,7:22,1,1,DAL 1,38,19,"Matt Forte left guard for 1 yard, touchdown",6.970,7.000
4,7:22,,,,38,19,"Two Point Attempt: Jay Cutler pass incomplete intended for Alshon Jeffery, conversion fails. Penalty on Anthony Hitchens: Defensive Holding, 1 yards (no play)",0.000,-1.000
4,7:22,,,,38,21,"Two Point Attempt: Matt Forte right guard, conversion succeeds",0.000,1.000
4,7:22,,,CHI 35,38,21,"Jay Feely kicks onside 15 yards, recovered by Dante Rosario",0.000,2.260
4,7:15,1,10,,38,21,Jay Cutler pass complete short middle to Matt Forte for 8 yards (tackle by Bruce Carter),2.260,2.790
4,6:51,2,2,DAL 42,38,21,"Jay Cutler pass incomplete short middle intended for Josh Morgan. Penalty on Tyrone Crawford: Roughing the Passer, 16 yards (no play)",2.790,3.840
4,6:45,1,10,DAL 26,38,21,Jay Cutler pass complete short right to Matt Forte for 16 yards (tackle by Barry Church),3.840,4.910
4,6:16,1,10,DAL 10,38,27,"Jay Cutler right end for 10 yards, touchdown",4.910,7.000
4,6:16,,,DAL 2,38,28,Jay Feely kicks extra point good,0.000,0.000
4,6:16,,,CHI 35,38,28,"Jay Feely kicks onside 12 yards, recovered by Dez Bryant. Penalty on DeDe Lattimore: Offside on Free Kick, 5 yards",0.000,-2.790
4,6:08,1,10,CHI 42,38,28,DeMarco Murray right guard for 26 yards (tackle by Tim Jennings),2.790,4.510
4,5:22,1,10,CHI 16,38,28,DeMarco Murray left tackle for 4 yards (tackle by Jared Allen),4.510,4.570
4,4:36,2,6,CHI 12,38,28,DeMarco Murray left tackle for 3 yards (tackle by Jared Allen),4.570,4.390
4,3:51,3,3,CHI 9,38,28,DeMarco Murray left end for 1 yard (tackle by Shea McClellin),4.390,4.390
4,3:46,3,3,CHI 9,38,28,Timeout #2 by Chicago Bears,4.390,2.990
4,3:44,4,2,CHI 8,41,28,Dan Bailey 27 yard field goal good,2.990,3.000
4,3:44,,,DAL 35,41,28,"Dan Bailey kicks off 68 yards, returned by Marc Mariani for 28 yards (tackle by Barry Church)",0.000,-0.610
4,3:31,1,10,CHI 25,41,28,Jay Cutler pass complete short middle to Josh Morgan for 8 yards (tackle by Rolando McClain),0.610,1.140
4,3:09,2,2,CHI 33,41,28,Jay Cutler pass complete short right to Martellus Bennett for 8 yards (tackle by Anthony Hitchens),1.140,1.660
4,3:03,1,10,CHI 41,41,28,Jay Cutler pass complete short middle to Alshon Jeffery for 14 yards (tackle by Orlando Scandrick),1.660,2.590
4,2:42,1,10,DAL 45,41,28,Jay Cutler pass complete deep middle to Alshon Jeffery for 23 yards (tackle by C.J. Spillman),2.590,4.110
4,2:25,1,10,DAL 22,41,28,Jay Cutler pass incomplete deep left intended for Alshon Jeffery,4.110,3.560
4,2:20,2,10,DAL 22,41,28,Jay Cutler pass incomplete short right intended for Alshon Jeffery,3.560,2.870
4,2:16,3,10,DAL 22,41,28,Jay Cutler pass complete short right to Matt Forte for 8 yards (tackle by Henry Melton),2.870,2.630
4,2:00,4,2,DAL 14,41,28,Jay Cutler pass complete short middle to Martellus Bennett for 4 yards (tackle by J.J. Wilcox),2.630,4.910
4,1:35,1,10,DAL 10,41,28,Jay Cutler pass incomplete short right intended for Josh Morgan is intercepted by Orlando Scandrick at DAL--3,4.910,-0.280
4,1:29,1,10,DAL 20,41,28,DeMarco Murray left guard for -2 yards (tackle by Willie Young),0.280,0.280
4,1:18,1,10,DAL 20,41,28,Timeout #3 by Chicago Bears,0.280,-0.630
4,1:18,2,12,DAL 18,41,28,Tony Romo kneels for -1 yards,-0.630,-1.510
4,0:33,3,13,DAL 17,41,28,Tony Romo kneels for -1 yards,-1.510,-2.390
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
