Quarter,Time,Down,ToGo,Location,CHI,SFO,Detail,EPB,EPA
1,2:03,2,10,CHI 35,0,10,Jay Cutler pass complete short left to Alshon Jeffery for 4 yards (tackle by Chris Culliver),0.720,0.560
1,1:20,3,6,CHI 39,0,10,"Jay Cutler pass incomplete short right intended for Martellus Bennett. Penalty on Jimmie Ward: Illegal Use of Hands, 5 yards (no play)",0.560,1.860
1,1:16,1,10,CHI 44,0,10,Jay Cutler pass complete short right to Matt Forte for no gain,1.860,1.320
1,0:41,2,10,CHI 44,0,10,Jay Cutler pass complete short left to Martellus Bennett for 8 yards (tackle by Antoine Bethea and Patrick Willis),1.320,1.690
Quarter,Time,Down,ToGo,Location,CHI,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,SFO 48,0,10,Matt Forte left end for 7 yards (tackle by Chris Culliver),1.690,2.850
2,14:22,1,10,SFO 41,0,10,Jay Cutler pass incomplete deep left intended for Brandon Marshall,2.850,2.310
2,14:14,2,10,SFO 41,0,10,Jay Cutler pass incomplete short right intended for Brandon Marshall (defended by Perrish Cox),2.310,1.620
2,14:09,3,10,SFO 41,0,10,Jay Cutler pass incomplete deep left intended for Martellus Bennett (defended by Patrick Willis),1.620,0.530
,,,,,,,"SFO challenged the pass completion ruling, and the original play was overturned.",,
2,14:02,4,10,SFO 41,0,10,"Pat O'Donnell punts 41 yards, touchback",0.530,-0.280
2,13:55,1,10,SFO 20,0,10,Frank Gore left tackle for 7 yards (tackle by Ryan Mundy and Chris Conte),0.280,0.680
2,13:19,2,3,SFO 27,0,10,Frank Gore right guard for 2 yards (tackle by Willie Young),0.680,0.230
2,12:46,3,1,SFO 29,0,10,Bruce Miller up the middle for no gain (tackle by Jay Ratliff),0.230,-1.440
2,12:11,4,1,SFO 29,0,10,"Penalty on Andy Lee: Delay of Game, 5 yards (no play)",-1.440,-1.770
2,11:36,4,6,SFO 24,0,10,"Andy Lee punts 54 yards, returned by Santonio Holmes for 1 yard (tackle by Kyle Nelson). Penalty on Christian Jones: Offensive Holding, 10 yards",-1.770,0.320
2,11:26,1,10,CHI 13,0,10,Matt Forte right tackle for 1 yard (tackle by Ray McDonald),-0.320,-0.680
2,10:45,2,9,CHI 14,0,10,Jay Cutler pass complete short left to Martellus Bennett for no gain,-0.680,-1.300
2,9:54,3,9,CHI 14,0,10,Jay Cutler sacked by Justin Smith for -6 yards. Penalty on Jordan Mills: Offensive Holding (Declined),-1.300,-2.490
2,9:41,4,15,CHI 8,0,10,"Pat O'Donnell punts 47 yards, muffed catch by Bruce Ellington, recovered by Bruce Ellington and returned for no gain",-2.490,-2.260
2,9:30,1,10,,0,10,Colin Kaepernick pass incomplete deep right intended for Anquan Boldin is intercepted by Chris Conte at CHI-31 and returned for 1 yard,2.260,-1.070
2,9:21,1,10,CHI 32,0,10,Jay Cutler pass incomplete deep left intended for Alshon Jeffery,1.070,0.530
2,9:15,2,10,CHI 32,0,10,Matt Forte left end for -1 yards (tackle by Antoine Bethea),0.530,-0.290
2,8:31,3,11,CHI 31,0,10,Jay Cutler left end for 2 yards (tackle by Patrick Willis),-0.290,-1.180
2,8:00,4,9,CHI 33,0,10,"Pat O'Donnell punts 47 yards, out of bounds. Penalty on Jonathan Bostic: Illegal Use of Hands (Declined), Penalty on Senorise Perry: Player Out of Bounds on Punt (Declined), Penalty on Shaun Draughn: Offensive Holding, 10 yards (no play)",-1.180,-1.830
2,7:51,4,19,CHI 23,0,10,"Pat O'Donnell punts 52 yards, returned by Bruce Ellington for 17 yards (tackle by Shaun Draughn). Penalty on Chris Borland: Offensive Holding, 10 yards",-1.830,0.220
2,7:39,1,10,SFO 15,0,10,Colin Kaepernick pass complete short right to Michael Crabtree for 20 yards (tackle by Chris Conte),-0.220,1.270
2,7:00,1,10,SFO 35,0,10,Colin Kaepernick pass complete short left to Michael Crabtree for 11 yards (tackle by Charles Tillman),1.270,1.990
2,6:29,1,10,SFO 46,0,10,"Frank Gore left guard for 19 yards. Penalty on Anquan Boldin: Offensive Holding, 10 yards",1.990,3.310
2,5:35,1,1,CHI 45,0,10,Colin Kaepernick right guard for 15 yards (tackle by Shea McClellin),3.310,3.580
2,5:15,1,10,CHI 30,0,10,"Colin Kaepernick left tackle for 2 yards (tackle by Jared Allen). Colin Kaepernick fumbles (forced by Jared Allen), recovered by Danny McCray at CHI-20 (tackle by Daniel Kilgore)",3.580,-0.280
2,5:12,1,10,CHI 20,0,10,Matt Forte right tackle for 1 yard (tackle by Ray McDonald),0.280,-0.130
2,4:34,2,9,CHI 21,0,10,"Jay Cutler for no gain. Jay Cutler fumbles, recovered by Brandon Marshall at CHI-2",-0.130,-3.530
2,3:44,3,28,CHI 2,0,10,Jay Cutler pass incomplete deep right intended for Alshon Jeffery,-3.530,-2.490
2,3:38,4,28,CHI 2,0,10,"Penalty on Pat O'Donnell: Delay of Game, 1 yards (no play)",-2.490,-2.490
2,3:37,4,29,CHI 1,0,10,"Pat O'Donnell punts 48 yards, returned by Bruce Ellington for 19 yards (tackle by Pat O'Donnell)",-2.490,-3.580
2,3:25,1,10,CHI 30,0,10,Colin Kaepernick pass incomplete,3.580,3.030
2,3:18,2,10,CHI 30,0,10,Colin Kaepernick pass complete deep middle to Derek Carrier for 22 yards (tackle by Charles Tillman),3.030,5.370
2,2:30,1,8,CHI 8,0,10,Colin Kaepernick pass incomplete short right intended for Carlos Hyde,5.370,4.570
2,2:27,2,8,CHI 8,0,16,"Frank Gore left guard for 8 yards, touchdown",4.570,7.000
2,2:27,,,CHI 2,0,17,Phil Dawson kicks extra point good,0.000,0.000
2,2:27,,,SFO 35,0,17,"Phil Dawson kicks off 65 yards, touchback",0.000,-0.280
2,2:22,1,10,CHI 20,0,17,Jay Cutler pass complete short middle to Martellus Bennett for 10 yards (tackle by Patrick Willis and Michael Wilhoite),0.280,0.940
2,2:00,1,10,CHI 30,0,17,"Jay Cutler pass complete short middle to Brandon Marshall for 4 yards (tackle by Patrick Willis). Penalty on Justin Smith: Defensive Holding, 5 yards (no play)",0.940,1.270
2,1:54,1,10,CHI 35,0,17,Jay Cutler up the middle for 25 yards (tackle by Corey Lemonier),1.270,2.920
2,1:28,1,10,SFO 40,0,17,Jay Cutler pass incomplete short left intended for Matt Forte,2.920,2.370
2,1:24,2,10,SFO 40,0,17,Jay Cutler pass incomplete short left intended for Matt Forte (defended by Michael Wilhoite),2.370,1.680
2,1:18,3,10,SFO 40,0,17,"Jay Cutler pass incomplete deep right intended for Alshon Jeffery. Penalty on Perrish Cox: Illegal Contact, 5 yards (no play)",1.680,3.250
2,1:12,1,10,SFO 35,0,17,"Jay Cutler pass complete deep left to Matt Forte for 19 yards (tackle by Eric Reid). Penalty on Matt Forte: Illegal Touch Pass, 5 yards (no play)",3.250,2.920
2,1:03,1,15,SFO 40,0,17,"Jay Cutler pass incomplete deep right intended for Alshon Jeffery. Penalty on Quinton Dial: Roughing the Passer, 15 yards (no play)",2.920,3.910
2,0:56,1,10,SFO 25,0,17,Matt Forte left guard for -1 yards (tackle by Tony Jerod-Eddie),3.910,3.910
2,0:49,1,10,SFO 25,0,17,Timeout #1 by Chicago Bears,3.910,3.230
2,0:49,2,11,SFO 26,0,17,Jay Cutler pass complete short right to Brandon Marshall for 9 yards (tackle by Eric Reid),3.230,3.850
2,0:18,3,2,SFO 17,6,17,"Jay Cutler pass complete deep left to Brandon Marshall for 17 yards, touchdown",3.850,7.000
2,0:18,,,SFO 2,7,17,Robbie Gould kicks extra point good,0.000,0.000
2,0:18,,,CHI 35,7,17,"Robbie Gould kicks off 36 yards, returned by Aaron Lynch for 10 yards (tackle by Kyle Fuller)",0.000,-1.530
2,0:08,1,10,SFO 39,7,17,Colin Kaepernick pass complete short left to Frank Gore for 4 yards,1.530,1.530
2,0:03,1,10,SFO 39,7,17,Timeout #2 by Chicago Bears,1.530,1.530
2,0:03,2,6,SFO 43,7,17,Colin Kaepernick pass incomplete deep right intended for Bruce Ellington,1.530,0.830
Quarter,Time,Down,ToGo,Location,CHI,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,7,17,"Robbie Gould kicks off 65 yards, touchback. Penalty on Dan Skuta: Unnecessary Roughness, 10 yards",0.000,-0.380
3,15:00,1,10,SFO 10,7,17,Frank Gore left guard for no gain (tackle by Ryan Mundy),-0.380,-0.780
3,14:19,2,10,SFO 10,7,17,Colin Kaepernick left end for 9 yards (tackle by Lance Briggs),-0.780,-0.370
3,13:52,3,1,SFO 19,7,17,Frank Gore left tackle for 7 yards (tackle by Charles Tillman),-0.370,0.670
3,13:09,1,10,SFO 26,7,17,Colin Kaepernick pass complete short middle to Vance McDonald for 9 yards (tackle by D.J. Williams),0.670,1.350
3,12:32,2,1,SFO 35,7,17,Colin Kaepernick pass complete deep right to Michael Crabtree for 24 yards (tackle by Ryan Mundy),1.350,2.850
3,11:49,1,10,CHI 41,7,17,Frank Gore up the middle for -1 yards (tackle by Jared Allen),2.850,2.170
3,11:08,2,11,CHI 42,7,17,Colin Kaepernick left end for 12 yards (tackle by Danny McCray),2.170,3.580
3,10:26,1,10,CHI 30,7,17,Colin Kaepernick sacked by Stephen Paea for 0 yards,3.580,3.030
3,9:55,2,10,CHI 30,7,17,Carlos Hyde up the middle for -1 yards (tackle by Jay Ratliff),3.030,2.210
3,9:11,3,11,CHI 31,7,17,Colin Kaepernick pass complete short left to Steve Johnson for 20 yards (tackle by Danny McCray),2.210,4.840
3,8:30,1,10,CHI 11,7,17,"Penalty on Ego Ferguson: Defensive Offside, 5 yards (no play)",4.840,5.990
3,8:10,1,5,CHI 6,7,17,Frank Gore right end for 1 yard (tackle by Tim Jennings and Kyle Fuller),5.990,5.280
3,7:25,2,4,CHI 5,7,17,Carlos Hyde right tackle for -2 yards (tackle by Lance Briggs),5.280,3.980
3,6:39,3,6,CHI 7,7,17,Frank Gore up the middle for 1 yard (tackle by Willie Young),3.980,2.990
3,6:00,4,5,CHI 6,7,20,Phil Dawson 24 yard field goal good,2.990,3.000
3,6:00,,,SFO 35,7,20,"Phil Dawson kicks off 65 yards, touchback",0.000,-0.280
3,5:56,1,10,CHI 20,7,20,Jay Cutler pass complete short left to Matt Forte for 2 yards (tackle by Patrick Willis),0.280,0.000
3,5:10,2,8,CHI 22,7,20,Jay Cutler pass complete short left to Matt Forte for -1 yards (tackle by Dan Skuta),0.000,-0.820
3,4:26,3,9,CHI 21,7,20,"Jay Cutler pass incomplete short right intended for Brandon Marshall. Penalty on Corey Lemonier: Illegal Use of Hands, 5 yards (no play)",-0.820,0.670
3,4:22,1,10,CHI 26,7,20,Jay Cutler pass incomplete deep middle intended for Josh Bellamy (defended by Antoine Bethea),0.670,0.130
3,4:14,2,10,CHI 26,7,20,Jay Cutler pass complete short right to Matt Forte for 3 yards (tackle by Michael Wilhoite),0.130,-0.160
3,3:34,3,7,CHI 29,7,20,"Jay Cutler pass incomplete deep right intended for Alshon Jeffery. Penalty on Dontae Johnson: Illegal Contact, 5 yards (no play)",-0.160,1.200
3,3:28,1,10,CHI 34,7,20,"Penalty on Jay Cutler: Delay of Game, 5 yards (no play)",1.200,0.870
3,3:27,1,15,CHI 29,7,20,Jay Cutler pass complete short middle to Alshon Jeffery for 14 yards (tackle by Patrick Willis),0.870,1.870
3,2:47,2,1,CHI 43,7,20,Matt Forte right tackle for 2 yards (tackle by Quinton Dial),1.870,1.930
3,2:05,1,10,CHI 45,7,20,Jay Cutler pass complete short left to Brandon Marshall for 14 yards (tackle by Jimmie Ward),1.930,2.850
3,1:33,1,10,SFO 41,7,20,Jay Cutler pass complete short right to Santonio Holmes for 15 yards (tackle by Perrish Cox),2.850,3.840
3,1:10,1,10,SFO 26,7,20,Jay Cutler pass complete short right to Martellus Bennett for 5 yards (tackle by Antoine Bethea),3.840,3.840
3,0:34,1,10,SFO 26,7,20,Timeout #1 by Chicago Bears,3.840,3.970
3,0:34,2,5,SFO 21,7,20,Jay Cutler pass complete short left to Dante Rosario for 9 yards (tackle by Chris Culliver). Penalty on Dan Skuta: Defensive Holding (Declined),3.970,4.780
3,0:05,1,10,SFO 12,7,20,"Penalty on Jordan Mills: False Start, 5 yards (no play)",4.780,4.320
Quarter,Time,Down,ToGo,Location,CHI,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,15,SFO 17,7,20,Jay Cutler pass complete short left to Matt Forte for 11 yards (tackle by Jimmie Ward),4.320,5.210
4,14:20,2,4,SFO 6,7,20,Matt Forte up the middle for 1 yard (tackle by Antoine Bethea),5.210,4.610
4,13:41,3,3,SFO 5,13,20,"Jay Cutler pass complete short left to Brandon Marshall for 5 yards, touchdown",4.610,7.000
4,13:41,,,SFO 2,14,20,Robbie Gould kicks extra point good,0.000,0.000
4,13:41,,,CHI 35,14,20,"Robbie Gould kicks off 62 yards, returned by Bruce Miller for 19 yards (tackle by Danny McCray)",0.000,-0.410
4,13:29,1,10,SFO 22,14,20,"Colin Kaepernick pass incomplete short left intended for Michael Crabtree is intercepted by Kyle Fuller at SFO-26 and returned for 20 yards. Penalty on Colin Kaepernick: Unsportsmanlike Conduct, 3 yards",0.410,-6.510
4,13:17,1,3,SFO 3,20,20,"Jay Cutler pass complete short right to Martellus Bennett for 3 yards, touchdown",6.510,7.000
4,13:17,,,SFO 2,21,20,Robbie Gould kicks extra point good,0.000,0.000
4,13:17,,,CHI 35,21,20,"Robbie Gould kicks off 70 yards, returned by Bruce Ellington for 28 yards (tackle by Brock Vereen)",0.000,-0.480
4,13:09,1,10,SFO 23,21,20,Frank Gore right guard for 3 yards (tackle by Lance Briggs),0.480,0.340
4,12:28,2,7,SFO 26,21,20,Colin Kaepernick pass complete short right to Derek Carrier for 5 yards (tackle by Lance Briggs),0.340,0.300
4,11:45,3,2,SFO 31,21,20,Colin Kaepernick pass complete short left to Steve Johnson for 6 yards (tackle by Kyle Fuller and Brock Vereen),0.300,1.400
4,11:01,1,10,SFO 37,21,20,Colin Kaepernick sacked by Shea McClellin for -5 yards,1.400,0.180
4,10:17,2,15,SFO 32,21,20,Colin Kaepernick pass complete short left to Vernon Davis for 8 yards (tackle by Jonathan Bostic),0.180,0.560
4,9:56,3,7,SFO 40,21,20,"Penalty on Joe Staley: False Start, 5 yards (no play)",0.560,-0.100
4,9:19,3,12,SFO 35,21,20,Colin Kaepernick pass incomplete deep left intended for Derek Carrier is intercepted by Kyle Fuller at CHI-40 and returned for 18 yards,-0.100,-2.790
4,9:08,1,10,SFO 42,21,20,Matt Forte right end for 5 yards (tackle by Patrick Willis),2.790,2.920
4,8:28,2,5,SFO 37,21,20,Jay Cutler pass complete deep left to Alshon Jeffery for 29 yards (tackle by Chris Culliver),2.920,5.370
4,7:42,1,8,SFO 8,21,20,Matt Forte right guard for 5 yards (tackle by Eric Reid),5.370,5.530
4,7:00,2,3,SFO 3,27,20,"Jay Cutler pass complete short left to Brandon Marshall for 3 yards, touchdown",5.530,7.000
4,7:00,,,SFO 2,28,20,Robbie Gould kicks extra point good,0.000,0.000
4,7:00,,,CHI 35,28,20,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.280
4,6:55,1,10,SFO 20,28,20,Colin Kaepernick sacked by Willie Young for -6 yards,0.280,-1.180
4,6:15,2,16,SFO 14,28,20,Colin Kaepernick pass complete short right to Anquan Boldin for 13 yards (tackle by Shea McClellin),-1.180,-0.030
4,5:32,3,3,SFO 27,28,20,Colin Kaepernick left end for 15 yards (tackle by Ryan Mundy),-0.030,1.730
4,4:59,1,10,SFO 42,28,20,Carlos Hyde right guard for 3 yards (tackle by Ego Ferguson),1.730,1.590
4,4:20,2,7,SFO 45,28,20,Colin Kaepernick pass complete short right to Michael Crabtree for 10 yards (tackle by Ryan Mundy). Penalty on Ryan Mundy: Illegal Use of Hands (Declined),1.590,2.590
4,4:09,1,10,CHI 45,28,20,Frank Gore left tackle for 2 yards (tackle by Lance Briggs),2.590,2.310
4,3:27,2,8,CHI 43,28,20,Colin Kaepernick sacked by Willie Young for -5 yards,2.310,0.960
4,2:53,3,13,CHI 48,28,20,Colin Kaepernick up the middle for 7 yards (tackle by Kyle Fuller),0.960,0.960
4,2:07,3,13,CHI 48,28,20,Timeout #1 by San Francisco 49ers,0.960,0.530
4,2:07,4,6,CHI 41,28,20,Colin Kaepernick pass complete short right to Michael Crabtree for 9 yards (tackle by Tim Jennings),0.530,3.450
4,2:00,1,10,CHI 32,28,20,Colin Kaepernick pass complete short middle to Derek Carrier for 14 yards (tackle by Jonathan Bostic),3.450,4.370
4,1:34,1,10,CHI 18,28,20,Colin Kaepernick left end for -2 yards (tackle by Jonathan Bostic),4.370,4.370
4,1:29,1,10,CHI 18,28,20,Timeout #2 by San Francisco 49ers,4.370,3.560
4,1:29,2,12,CHI 20,28,20,Colin Kaepernick pass incomplete deep left intended for Steve Johnson,3.560,2.870
4,1:24,3,12,CHI 20,28,20,"Penalty on Colin Kaepernick: Delay of Game, 5 yards (no play)",2.870,2.210
4,1:24,3,17,CHI 25,28,20,Colin Kaepernick pass complete short middle to Frank Gore for 8 yards (tackle by Lance Briggs),2.210,2.210
4,1:17,3,17,CHI 25,28,20,Timeout #3 by San Francisco 49ers,2.210,2.310
4,1:17,4,9,CHI 17,28,20,Colin Kaepernick pass incomplete deep middle intended for Michael Crabtree,2.310,0.060
4,1:11,1,10,CHI 17,28,20,Jay Cutler kneels for -1 yards,-0.060,-0.730
4,0:36,2,11,CHI 16,28,20,Jay Cutler kneels for -1 yards,-0.730,-1.570
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
