Quarter,Time,Down,ToGo,Location,NWE,TEN,Detail,EPB,EPA
2,0:16,1,10,TEN 43,0,14,Tom Brady pass incomplete intended for Troy Brown (defended by Donald Mitchell),2.720,2.180
2,0:13,2,10,TEN 43,0,14,Tom Brady pass incomplete intended for Troy Brown,2.180,1.490
2,0:06,3,10,TEN 43,0,14,Tom Brady pass incomplete intended for David Patten,1.490,0.400
2,0:02,4,10,TEN 43,0,14,Tom Brady pass incomplete intended for David Patten (defended by Jevon Kearse),0.400,1.800
Quarter,Time,Down,ToGo,Location,NWE,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,0,14,"Joe Nedney kicks off 66 yards, returned by Kevin Faulk for 27 yards (tackle by Frank Chamberlin)",0.000,1.000
3,15:00,1,10,NWE 31,0,14,Tom Brady pass complete to Troy Brown for 12 yards (tackle by Donald Mitchell),1.000,1.800
3,14:26,1,10,NWE 43,0,14,Tom Brady pass incomplete intended for Cam Cleeland,1.800,1.250
3,14:23,2,10,NWE 43,0,14,"Tom Brady pass incomplete intended for David Patten (defended by Andre Dyson). Penalty on Albert Haynesworth: Roughing the Passer, 15 yards (no play)",1.250,2.790
3,14:18,1,10,TEN 42,0,14,"Tom Brady pass incomplete intended for David Patten. Penalty on Andre Dyson: Defensive Pass Interference, 15 yards (no play)",2.790,3.780
3,14:13,1,10,TEN 27,0,14,Tom Brady pass complete to Troy Brown for 11 yards (tackle by Donald Mitchell),3.780,4.510
3,13:49,1,10,TEN 16,0,14,Tom Brady pass incomplete intended for Troy Brown,4.510,3.900
3,13:46,2,10,TEN 16,0,14,Tom Brady pass complete to Antowain Smith for 6 yards (tackle by Keith Bulluck),3.900,4.170
3,13:10,3,4,TEN 10,6,14,"Tom Brady middle for 10 yards, touchdown",4.170,7.000
3,13:10,,,TEN 10,7,14,Adam Vinatieri kicks extra point good,0.000,0.000
3,13:10,,,NWE 30,7,14,"Adam Vinatieri kicks off 60 yards, returned by John Simon for 15 yards (tackle by Leonard Myers)",0.000,0.610
3,13:08,1,10,TEN 25,7,14,Steve McNair pass complete to Eddie George for 7 yards,0.610,1.010
3,12:37,2,3,TEN 32,7,14,Robert Holcombe middle for 2 yards (tackle by Mike Vrabel),1.010,0.560
3,11:52,3,1,TEN 34,7,14,Robert Holcombe middle for 17 yards (tackle by Lawyer Milloy),0.560,2.320
3,11:52,1,10,NWE 49,7,14,Steve McNair pass incomplete intended for Drew Bennett,2.320,1.780
3,11:03,2,10,NWE 49,7,14,Eddie George left tackle for 8 yards (tackle by Bobby Hamilton),1.780,2.150
3,10:20,3,2,NWE 41,7,14,Steve McNair pass incomplete intended for Justin McCareins (defended by Otis Smith),2.150,0.530
3,10:13,4,2,NWE 41,7,14,"Craig Hentrich punts 30 yards, fair catch by Troy Brown",0.530,0.370
3,10:06,1,10,NWE 11,7,20,"Tom Brady pass incomplete intended for David Patten is intercepted by Rich Coady at NWE-24 and returned for 24 yards, touchdown",-0.370,-7.000
3,9:58,,,NWE 11,7,21,Joe Nedney kicks extra point good,0.000,0.000
3,9:58,,,TEN 30,7,21,"Joe Nedney kicks off 65 yards, returned by Kevin Faulk for 29 yards (tackle by Robert Holcombe). Penalty on Larry Izzo: Offensive Holding, 10 yards",0.000,0.280
3,9:58,1,10,NWE 20,7,21,Tom Brady sacked by Kevin Carter and Robaire Smith for -1 yards,0.280,-0.460
3,9:29,2,11,NWE 19,7,21,Tom Brady pass incomplete intended for David Givens (defended by Keith Bulluck),-0.460,-1.140
3,9:26,3,11,NWE 19,7,21,Tom Brady pass complete to Troy Brown for 8 yards (tackle by Lance Schulters and Keith Bulluck),-1.140,-1.570
3,8:52,4,3,NWE 27,7,21,"Ken Walter punts 42 yards. Penalty on Brad Kassell: Offensive Holding, 10 yards",-1.570,-0.340
3,8:43,1,10,TEN 21,7,21,Eddie George right end for no gain (tackle by Tebucky Jones and Bobby Hamilton),0.340,-0.200
3,8:04,2,10,TEN 21,7,21,Steve McNair pass incomplete intended for Mike Green,-0.200,-0.890
3,7:58,3,10,TEN 21,7,21,Steve McNair pass complete to Derrick Mason for 12 yards (tackle by Otis Smith),-0.890,1.140
3,7:12,1,10,TEN 33,7,21,Robert Holcombe right end for 2 yards (tackle by Bobby Hamilton and Ted Johnson),1.140,0.860
3,6:29,2,8,TEN 35,7,21,Steve McNair sacked by Jarvis Green and Mike Vrabel for -7 yards,0.860,-0.760
3,5:57,3,15,TEN 28,7,21,Steve McNair pass complete to Robert Holcombe for 9 yards (tackle by Antwan Harris and Roman Phifer),-0.760,-0.910
3,5:19,4,6,TEN 37,7,21,"Craig Hentrich punts 47 yards, returned by Troy Brown for 3 yards (tackle by Justin McCareins)",-0.910,-0.150
3,5:08,1,10,NWE 19,7,21,Antowain Smith middle for 23 yards (tackle by Carlos Hall),0.150,1.730
3,4:41,1,10,NWE 42,7,21,Antowain Smith right end for -1 yards (tackle by John Thornton and Peter Sirmon),1.730,1.050
3,4:08,2,11,NWE 41,7,21,Tom Brady pass incomplete intended for Christian Fauria,1.050,0.370
3,4:02,3,11,NWE 41,7,21,Tom Brady pass incomplete intended for Donald Hayes,0.370,-0.650
3,3:58,4,11,NWE 41,7,21,Ken Walter punts 40 yards,-0.650,-0.280
3,3:46,1,10,TEN 20,7,21,Steve McNair pass complete to Derrick Mason for 9 yards (tackle by Ty Law),0.280,0.950
3,3:06,2,1,TEN 29,7,21,Eddie George left guard for 3 yards (tackle by Ted Johnson and Roman Phifer),0.950,1.070
3,2:24,1,10,TEN 32,7,21,Steve McNair sacked by Roman Phifer and Anthony Pleasant for -2 yards,1.070,0.260
3,2:03,2,12,TEN 30,7,21,Eddie George right guard for 15 yards (tackle by Lawyer Milloy and Otis Smith),0.260,1.930
3,1:19,1,10,TEN 45,7,21,Eddie George left tackle for 11 yards (tackle by Otis Smith),1.930,2.650
3,0:45,1,10,NWE 44,7,21,Eddie George right tackle for 4 yards (tackle by Ted Johnson and Roman Phifer),2.650,2.650
Quarter,Time,Down,ToGo,Location,NWE,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,NWE 40,7,21,Eddie George right guard for 5 yards (tackle by Lawyer Milloy),2.650,2.610
4,15:00,3,1,NWE 35,7,21,Eddie George middle for no gain (tackle by Ted Johnson and Bobby Hamilton),2.610,1.000
4,13:33,4,1,NWE 35,7,21,Eddie George right tackle for 1 yard (tackle by Ted Johnson),1.000,3.310
4,12:52,1,10,NWE 34,7,21,Eddie George right tackle for 1 yard (tackle by Ted Johnson and Mike Vrabel),3.310,2.910
4,12:13,2,9,NWE 33,7,21,Steve McNair pass complete to Derrick Mason for 13 yards (tackle by Ty Law),2.910,4.240
4,11:28,1,10,NWE 20,7,21,Steve McNair pass incomplete intended for Eddie George,4.240,3.690
4,11:22,2,10,NWE 20,7,21,Eddie George right tackle for no gain (tackle by Victor Green),3.690,3.010
4,10:35,3,10,NWE 20,7,21,"Penalty on Fred Miller: False Start, 5 yards (no play)",3.010,2.340
4,10:14,3,15,NWE 25,7,21,Robert Holcombe left end for 14 yards (tackle by Tebucky Jones),2.340,2.850
4,9:26,4,1,NWE 11,7,24,Joe Nedney 28 yard field goal good,2.850,3.000
4,9:26,,,TEN 30,7,24,"Joe Nedney kicks off 65 yards, returned by Kevin Faulk for 22 yards (tackle by Tony Beckham)",0.000,0.740
4,9:22,1,10,NWE 27,7,24,Tom Brady pass incomplete intended for Troy Brown,0.740,0.200
4,9:11,2,10,NWE 27,7,24,Tom Brady pass incomplete intended for Troy Brown,0.200,-0.490
4,9:06,3,10,NWE 27,7,24,Tom Brady pass incomplete intended for Troy Brown,-0.490,-1.570
,,,,,,,"NWE challenged the ruling, and the original play was overturned.",,
4,8:57,4,10,NWE 27,7,24,Ken Walter punts 30 yards,-1.570,-1.800
4,8:51,1,10,TEN 43,7,24,Eddie George left tackle for 3 yards (tackle by Anthony Pleasant),1.800,1.660
4,8:08,2,7,TEN 46,7,24,"Eddie George left end for 3 yards (tackle by Richard Seymour). Penalty on Benji Olson: Offensive Holding, 10 yards (no play)",1.660,0.310
4,7:44,2,17,TEN 36,7,24,Eddie George middle for no gain (tackle by Richard Seymour),0.310,-0.360
4,7:01,3,17,TEN 36,7,24,Steve McNair pass complete to Derrick Mason for 20 yards (tackle by Lawyer Milloy). Penalty on Ty Law: Illegal Contact (Declined),-0.360,2.650
4,6:31,1,10,NWE 44,7,24,Steve McNair pass incomplete intended for Justin McCareins,2.650,2.110
4,6:25,2,10,NWE 44,7,24,"Penalty on Derrick Mason: False Start, 5 yards (no play)",2.110,1.440
4,6:25,2,15,NWE 49,7,24,Robert Holcombe middle for 10 yards (tackle by Victor Green and Lawyer Milloy),1.440,2.080
4,5:41,3,5,NWE 39,7,24,Robert Holcombe middle for -2 yards (tackle by Willie McGinest),2.080,0.530
4,5:33,3,5,NWE 39,,,Timeout #1 by New England Patriots,2.080,0.530
4,5:33,4,7,NWE 41,7,24,"Craig Hentrich punts 31 yards. Penalty on TEN: Illegal Motion, 5 yards (no play)",0.530,0.200
4,5:21,4,12,NWE 46,7,24,"Craig Hentrich punts 46 yards, touchback",0.200,-0.280
4,5:14,1,10,NWE 20,7,24,Tom Brady pass complete to Troy Brown for 12 yards (tackle by Samari Rolle),0.280,1.070
4,4:48,1,10,NWE 32,7,24,Tom Brady pass complete to Troy Brown for 9 yards (tackle by Lance Schulters and Keith Bulluck),1.070,1.740
4,4:17,2,1,NWE 41,7,24,Tom Brady pass complete to Kevin Faulk for no gain,1.740,1.030
4,3:51,3,1,NWE 41,7,24,Kevin Faulk left guard for no gain (tackle by Keith Bulluck),1.030,-0.650
4,3:33,4,1,NWE 41,7,24,Tom Brady middle for no gain (tackle by Robaire Smith),-0.650,-2.850
4,3:17,1,10,NWE 41,7,24,Eddie George middle for 2 yards (tackle by Anthony Pleasant),2.850,2.580
4,2:29,2,8,NWE 39,7,24,Mike Green middle for 3 yards (tackle by Ted Johnson),2.580,2.280
4,2:00,3,5,NWE 36,7,24,Robert Holcombe left tackle for no gain (tackle by Jarvis Green),2.280,0.880
4,1:30,4,5,NWE 36,7,24,Robert Holcombe right tackle for -1 yards (tackle by Ted Johnson),0.880,-1.400
4,1:11,1,10,NWE 37,7,24,Rohan Davey pass incomplete intended for Kevin Faulk,1.400,0.860
4,1:04,2,10,NWE 37,7,24,Kevin Faulk middle for 6 yards (tackle by Albert Haynesworth),0.860,0.960
4,0:31,3,4,NWE 43,7,24,Rohan Davey pass complete to Daniel Graham for 3 yards (tackle by Andre Dyson and Lance Schulters),0.960,-0.320
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
