Quarter,Time,Down,ToGo,Location,CLE,DEN,Detail,EPB,EPA
3,13:00,1,10,CLE 30,10,10,Baker Mayfield pass complete short left to Antonio Callaway for 5 yards (tackle by Bradley Roby),0.940,1.070
3,12:22,2,5,CLE 35,10,10,Nick Chubb up the middle for 4 yards (tackle by Todd Davis and Bradley Chubb),1.070,0.890
3,11:39,3,1,CLE 39,10,10,Baker Mayfield left end for 3 yards (tackle by Jeff Holland and Josey Jewell),0.890,1.730
3,10:55,1,10,CLE 42,10,10,Baker Mayfield pass complete short right to Antonio Callaway for 5 yards,1.730,1.860
3,10:21,2,5,CLE 47,10,10,Nick Chubb up the middle for 4 yards (tackle by Justin Simmons and Brandon Marshall),1.860,1.690
3,9:36,3,1,DEN 49,10,10,"Baker Mayfield pass complete short left to Antonio Callaway for 12 yards (tackle by Bradley Roby). Penalty on Antonio Callaway: Taunting, 15 yards",1.690,2.130
3,9:02,1,10,CLE 48,10,10,Nick Chubb up the middle for 1 yard (tackle by Zach Kerr),2.130,1.720
3,8:30,2,9,CLE 49,10,10,Baker Mayfield pass complete short left to Duke Johnson for 6 yards (tackle by Shelby Harris),1.720,1.820
3,7:47,3,3,DEN 45,10,10,Baker Mayfield pass incomplete deep right intended for Rashard Higgins,1.820,0.270
3,7:42,4,3,DEN 45,10,10,Baker Mayfield pass complete short right to David Njoku for 5 yards (tackle by Will Parks). Penalty on Will Parks: Defensive Holding (Declined),0.270,2.920
3,7:13,1,10,DEN 40,10,10,Baker Mayfield pass incomplete short middle intended for Jarvis Landry. Penalty on Darian Stewart: Defensive Holding (Offsetting) (no play),2.920,2.920
3,7:08,1,10,DEN 40,10,10,"Baker Mayfield pass complete short middle to Breshad Perriman for 4 yards (tackle by Josey Jewell). Penalty on Breshad Perriman: Illegal Shift, 5 yards (no play)",2.920,2.590
3,6:41,1,15,DEN 45,10,10,Baker Mayfield right end for 9 yards (tackle by Domata Peko),2.590,2.910
3,5:54,2,6,DEN 36,10,10,"Baker Mayfield sacked by Adam Gotsis for -4 yards. Baker Mayfield fumbles (forced by Adam Gotsis), recovered by Derek Wolfe at DEN-40 (tackle by J.C. Tretter)",2.910,-1.600
3,5:49,1,10,DEN 40,10,10,Case Keenum pass incomplete short right,1.600,1.050
3,5:44,2,10,DEN 40,10,10,Case Keenum pass complete short right to Tim Patrick for 24 yards (tackle by Terrance Mitchell),1.050,3.180
3,5:03,1,10,CLE 36,10,10,Case Keenum pass complete short right to Phillip Lindsay for 7 yards (tackle by Briean Boddy-Calhoun),3.180,3.580
3,4:24,2,3,CLE 29,10,10,Phillip Lindsay up the middle for 3 yards (tackle by Emmanuel Ogbah),3.580,3.840
3,3:45,1,10,CLE 26,10,10,Phillip Lindsay right guard for no gain (tackle by Larry Ogunjobi),3.840,3.300
3,3:06,2,10,CLE 26,10,10,"Case Keenum pass complete short left to Brian Parker for -2 yards (tackle by T.J. Carrie and Larry Ogunjobi). Penalty on Myles Garrett: Defensive Offside, 5 yards (no play)",3.300,3.970
3,2:34,2,5,CLE 21,10,10,Case Keenum pass complete short left to DaeSean Hamilton for -3 yards (tackle by Jabrill Peppers),3.970,2.870
3,1:50,3,8,CLE 24,10,10,Case Keenum pass incomplete short right intended for Tim Patrick,2.870,1.870
3,1:45,4,8,CLE 24,10,13,Brandon McManus 42 yard field goal good,1.870,3.000
3,1:41,,,DEN 35,10,13,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
3,1:41,1,10,CLE 25,10,13,"Nick Chubb left tackle for 3 yards (tackle by Bradley Roby and Justin Simmons). Penalty on Greg Robinson: Offensive Holding, 10 yards",0.610,-0.010
3,0:50,1,17,CLE 18,10,13,Baker Mayfield pass incomplete short left intended for Nick Chubb,-0.010,-0.980
3,0:46,2,17,CLE 18,10,13,Nick Chubb up the middle for 3 yards (tackle by Brandon Marshall and Will Parks). Penalty on Jamar Taylor: Disqualification (Offsetting),-0.980,-1.150
3,0:32,,,,,,Timeout #1 by Denver Broncos,,
3,0:32,3,14,CLE 21,10,13,Baker Mayfield sacked by Von Miller for -9 yards,-1.150,-2.490
Quarter,Time,Down,ToGo,Location,CLE,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,23,CLE 12,10,13,"Britton Colquitt punts 56 yards, returned by River Cracraft for no gain (tackle by Tavierre Thomas). Penalty on Will Parks: Illegal Block Above the Waist, 10 yards",-2.490,-0.280
4,14:49,1,10,DEN 20,10,13,Case Keenum pass deep left intended for DaeSean Hamilton is intercepted by T.J. Carrie at DEN-48 and returned for no gain,0.280,-2.390
4,14:41,1,10,DEN 48,10,13,Baker Mayfield pass complete short right to Jarvis Landry for 12 yards (tackle by Tramaine Brock),2.390,3.180
4,14:08,1,10,DEN 36,10,13,Nick Chubb right guard for 1 yard (tackle by Josey Jewell and Jeff Holland),3.180,2.770
4,13:29,2,9,DEN 35,10,13,Baker Mayfield pass complete deep left to Rashard Higgins for 19 yards,2.770,4.510
4,13:05,1,10,DEN 16,10,13,Duke Johnson up the middle for 8 yards (tackle by Justin Simmons),4.510,5.350
4,12:34,2,2,DEN 8,10,13,Baker Mayfield pass complete short right to Jarvis Landry for 6 yards (tackle by Brandon Marshall and Dymonte Thomas),5.350,6.740
4,11:49,1,2,DEN 2,16,13,"Baker Mayfield pass complete short left to Antonio Callaway for 2 yards, touchdown",6.740,7.000
4,11:44,,,DEN 15,17,13,Greg Joseph kicks extra point good,0.000,0.000
4,11:44,,,CLE 35,17,13,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
4,11:44,1,10,DEN 25,17,13,Phillip Lindsay up the middle for -1 yards (tackle by Trevon Coley and Anthony Zettel),0.610,-0.070
4,11:08,2,11,DEN 24,17,13,Case Keenum pass complete short right to Tim Patrick for 12 yards (tackle by Terrance Mitchell),-0.070,1.330
4,10:31,1,10,DEN 36,17,13,Phillip Lindsay up the middle for 3 yards (tackle by Joe Schobert and Tanner Vallejo),1.330,1.200
4,9:54,2,7,DEN 39,17,13,Case Keenum pass complete short middle to Phillip Lindsay for 16 yards (tackle by Jamie Collins),1.200,2.590
4,9:09,1,10,CLE 45,17,13,Royce Freeman right guard for 6 yards (tackle by Terrance Mitchell),2.590,2.850
4,8:30,2,4,CLE 39,17,13,Case Keenum pass complete short right to DaeSean Hamilton for 14 yards (tackle by Terrance Mitchell),2.850,3.910
4,7:55,1,10,CLE 25,17,13,Case Keenum pass complete short right to Royce Freeman for 1 yard (tackle by Jamie Collins),3.910,3.500
4,7:12,2,9,CLE 24,17,13,Case Keenum pass incomplete deep left intended for DaeSean Hamilton,3.500,2.810
4,7:07,3,9,CLE 24,17,13,Case Keenum pass complete short left to DaeSean Hamilton for 9 yards (tackle by T.J. Carrie),2.810,4.580
4,6:51,1,10,CLE 15,17,13,Phillip Lindsay right end for 7 yards (tackle by Joe Schobert),4.580,5.220
4,6:16,2,3,CLE 8,17,13,Phillip Lindsay up the middle for 2 yards (tackle by Emmanuel Ogbah),5.220,4.900
4,5:29,3,1,CLE 6,17,13,Phillip Lindsay left end for no gain (tackle by Trevon Coley),4.900,3.020
4,5:29,4,1,CLE 6,17,13,"Penalty on DEN: Delay of Game, 5 yards (no play)",3.020,2.720
4,4:39,4,6,CLE 11,17,16,Brandon McManus 29 yard field goal good,2.720,3.000
4,4:35,,,DEN 35,17,16,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
4,4:35,1,10,CLE 25,17,16,Nick Chubb left tackle for 40 yards (tackle by Justin Simmons),0.610,3.250
4,3:47,1,10,DEN 35,17,16,Nick Chubb right guard for 2 yards (tackle by Adam Gotsis and Domata Peko),3.250,2.970
4,3:42,,,,,,Timeout #2 by Denver Broncos,,
4,3:42,2,8,DEN 33,17,16,"Nick Chubb up the middle for no gain (tackle by Domata Peko) Penalty on DEN: Defensive Too Many Men on Field, 5 yards (no play)",2.970,3.650
4,3:38,2,3,DEN 28,17,16,Nick Chubb left end for 9 yards (tackle by Will Parks and Josey Jewell),3.650,4.310
4,2:51,1,10,DEN 19,17,16,Nick Chubb right tackle for 3 yards (tackle by Will Parks),4.310,4.180
4,2:09,2,7,DEN 16,17,16,Nick Chubb left guard for 1 yard (tackle by Adam Gotsis and Domata Peko),4.180,3.580
4,2:00,3,6,DEN 15,17,16,Baker Mayfield pass complete short left to David Njoku for 5 yards (tackle by Justin Simmons),3.580,2.910
4,1:53,,,,,,Timeout #3 by Denver Broncos,,
4,1:53,,,,,,Timeout #1 by Cleveland Browns,,
4,1:53,4,1,DEN 10,17,16,Nick Chubb right guard for -2 yards (tackle by Adam Gotsis),2.910,0.320
4,1:49,1,10,DEN 13,17,16,Case Keenum pass complete short right to Matt LaCosse for 14 yards (tackle by Jabrill Peppers). Penalty on Myles Garrett: Defensive Offside (Declined),-0.320,0.740
4,1:42,1,10,DEN 27,17,16,Case Keenum pass complete short left to DaeSean Hamilton for 8 yards (tackle by Briean Boddy-Calhoun),0.740,1.280
4,1:37,2,2,DEN 35,17,16,Case Keenum pass incomplete deep left intended for DaeSean Hamilton,1.280,0.560
4,1:32,3,2,DEN 35,17,16,Case Keenum pass complete short right to DaeSean Hamilton for no gain (tackle by Briean Boddy-Calhoun),0.560,-1.040
4,1:12,4,2,DEN 35,17,16,Case Keenum pass complete short left to Devontae Booker for 15 yards (tackle by Genard Avery),-1.040,2.260
4,0:52,1,10,DEN 50,17,16,Case Keenum spiked the ball,2.260,1.710
4,0:52,2,10,DEN 50,17,16,Case Keenum pass incomplete short middle intended for Matt LaCosse,1.710,1.030
4,0:49,3,10,DEN 50,17,16,Case Keenum pass incomplete short right intended for DaeSean Hamilton,1.030,-0.060
4,0:43,4,10,DEN 50,17,16,Case Keenum sacked by Jabrill Peppers for -11 yards,-0.060,-2.980
4,0:39,1,10,DEN 39,17,16,Baker Mayfield kneels for -1 yards,2.980,2.300
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
