Quarter,Time,Down,ToGo,Location,PIT,NYJ,Detail,EPB,EPA
2,3:25,2,7,NYJ 39,0,17,"Michael Vick pass complete short left to Jace Amaro for 21 yards (tackle by Will Allen). Penalty on Jeff Cumberland: Offensive Pass Interference, 10 yards (no play)",1.200,-0.160
2,2:53,2,17,NYJ 29,0,17,Chris Johnson right guard for 2 yards (tackle by Jason Worilds and Lawrence Timmons),-0.160,-0.560
2,2:09,3,15,NYJ 31,0,17,Michael Vick right end for 7 yards (tackle by James Harrison),-0.560,-0.850
,,,,,,,"PIT challenged the runner was down by contact ruling, and the play was upheld.",,
2,2:00,4,8,NYJ 38,0,17,"Ryan Quigley punts 38 yards, muffed catch by Antonio Brown, recovered by T.J. Graham and returned for no gain",-0.850,3.710
2,1:51,1,10,PIT 28,0,17,Chris Johnson right guard for 1 yard (tackle by Brice McCain and Brett Keisel),3.710,3.300
2,1:16,2,9,PIT 27,0,17,Michael Vick pass incomplete short left intended for Jace Amaro,3.300,2.610
2,1:11,3,9,PIT 27,0,17,Michael Vick sacked by Cameron Heyward for 0 yards,2.610,2.610
2,0:55,3,9,PIT 27,0,17,Timeout #3 by Pittsburgh Steelers,2.610,1.670
2,0:55,4,9,PIT 27,0,17,Nick Folk 45 yard field goal no good,1.670,-1.270
2,0:51,1,10,PIT 35,0,17,Ben Roethlisberger pass complete short right to Le'Veon Bell for no gain,1.270,0.720
2,0:30,2,10,PIT 35,0,17,Ben Roethlisberger pass complete short right to Antonio Brown for 15 yards (tackle by Jaiquawn Jarrett),0.720,2.260
2,0:17,1,10,,0,17,Ben Roethlisberger spiked the ball,2.260,1.710
2,0:17,2,10,,0,17,Ben Roethlisberger pass complete short right to Lance Moore for 15 yards (tackle by Dawan Landry),1.710,3.250
2,0:01,1,10,NYJ 35,0,17,Ben Roethlisberger spiked the ball,3.250,2.700
2,0:01,2,10,NYJ 35,3,17,Shaun Suisham 53 yard field goal good,2.700,3.000
Quarter,Time,Down,ToGo,Location,PIT,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,3,17,"Nick Folk kicks off 70 yards, returned by Markus Wheaton for 25 yards (tackle by Zach Sudfeld)",0.000,0.280
3,14:55,1,10,PIT 20,3,17,Ben Roethlisberger pass complete short left to Martavis Bryant for 9 yards (tackle by Marcus Williams),0.280,0.950
3,14:21,2,1,PIT 29,3,17,Ben Roethlisberger pass incomplete short right intended for Darrius Heyward-Bey,0.950,0.230
3,14:17,3,1,PIT 29,3,17,LeGarrette Blount up the middle for 1 yard (tackle by David Harris and Jaiquawn Jarrett),0.230,0.940
3,13:36,1,10,PIT 30,3,17,Ben Roethlisberger pass complete short right to Lance Moore for 13 yards (tackle by Jaiquawn Jarrett),0.940,1.800
3,13:06,1,10,PIT 43,3,17,Ben Roethlisberger pass complete short left to Markus Wheaton for 6 yards (tackle by Marcus Williams),1.800,2.060
3,12:33,2,4,PIT 49,3,17,Ben Roethlisberger pass complete short left to Le'Veon Bell for 6 yards (tackle by Demario Davis),2.060,2.590
3,12:02,1,10,NYJ 45,3,17,"Ben Roethlisberger sacked for 0 yards. Penalty on Damon Harrison: Defensive Holding, 5 yards (no play)",2.590,2.920
3,11:34,1,10,NYJ 40,3,17,Ben Roethlisberger pass incomplete deep middle intended for Markus Wheaton is intercepted by Jaiquawn Jarrett at NYJ-20 and returned for 1 yard,2.920,-0.340
3,11:25,1,10,NYJ 21,3,17,Chris Ivory up the middle for no gain (tackle by James Harrison),0.340,-0.200
3,10:53,2,10,NYJ 21,3,17,Michael Vick pass complete short right to Eric Decker for 9 yards (tackle by Brice McCain and Jason Worilds),-0.200,0.300
3,10:14,3,1,NYJ 30,3,17,"Penalty on Willie Colon: False Start, 5 yards (no play)",0.300,-0.360
3,9:58,3,6,NYJ 25,3,17,Michael Vick pass complete short right to Eric Decker for 1 yard (tackle by Antwon Blake),-0.360,-1.630
3,9:24,4,5,NYJ 26,3,17,"Ryan Quigley punts 48 yards, fair catch by Antonio Brown",-1.630,-0.670
3,9:15,1,10,PIT 26,3,17,Ben Roethlisberger pass incomplete deep right intended for Martavis Bryant,0.670,0.130
3,9:08,2,10,PIT 26,3,17,Ben Roethlisberger pass incomplete short right intended for Markus Wheaton,0.130,-0.560
3,9:03,3,10,PIT 26,3,17,Ben Roethlisberger pass incomplete deep middle intended for Martavis Bryant,-0.560,-1.630
3,8:52,4,10,PIT 26,3,17,"Brad Wing punts 46 yards, returned by Jeremy Kerley for 13 yards (tackle by Darrius Heyward-Bey)",-1.630,-1.660
3,8:46,1,10,NYJ 41,3,17,Michael Vick pass complete short middle to Eric Decker for 14 yards (tackle by Brice McCain),1.660,2.590
3,8:14,1,10,PIT 45,3,17,Bilal Powell up the middle for 4 yards (tackle by Cam Thomas and Michael Mitchell),2.590,2.580
3,7:35,2,6,PIT 41,3,17,Michael Vick for 18 yards,2.580,4.040
3,6:57,1,10,PIT 23,3,17,Percy Harvin right end for 3 yards (tackle by Lawrence Timmons and Jason Worilds),4.040,3.900
3,6:13,2,7,PIT 20,3,17,Michael Vick pass incomplete short right intended for Eric Decker,3.900,3.200
3,6:09,3,7,PIT 20,3,17,Michael Vick pass complete short middle to Percy Harvin for 8 yards (tackle by William Gay),3.200,3.200
3,5:29,3,7,PIT 20,3,17,Timeout #1 by New York Jets,3.200,4.780
3,5:29,1,10,PIT 12,3,17,Michael Vick pass complete short middle to Jace Amaro for 1 yard (tackle by Cameron Heyward and James Harrison),4.780,4.270
3,4:53,2,9,PIT 11,3,17,Michael Vick pass incomplete short left intended for Jace Amaro,4.270,3.290
3,4:47,3,9,PIT 11,3,17,Michael Vick pass incomplete short left intended for Percy Harvin (defended by William Gay),3.290,2.700
3,4:38,4,9,PIT 11,3,20,Nick Folk 30 yard field goal good,2.700,3.000
3,4:38,,,NYJ 35,3,20,"Nick Folk kicks off 65 yards, touchback",0.000,-0.280
3,4:34,1,10,PIT 20,3,20,"Penalty on Marcus Gilbert: False Start, 5 yards (no play)",0.280,-0.310
3,4:34,1,15,PIT 15,3,20,Ben Roethlisberger pass complete deep right to Martavis Bryant for 45 yards (tackle by Phillip Adams and Dawan Landry),-0.310,2.920
3,3:45,1,10,NYJ 40,3,20,Ben Roethlisberger sacked by Leger Douzable for -7 yards,2.920,1.430
3,3:03,2,17,NYJ 47,3,20,Ben Roethlisberger pass complete short left to Heath Miller for 16 yards (tackle by Demario Davis),1.430,2.870
3,2:34,3,1,NYJ 31,3,20,Le'Veon Bell right tackle for 5 yards (tackle by Demario Davis and Jaiquawn Jarrett),2.870,3.840
3,1:54,1,10,NYJ 26,3,20,Ben Roethlisberger pass complete short right to Heath Miller for 9 yards (tackle by Demario Davis and Dawan Landry),3.840,4.640
3,1:16,2,1,NYJ 17,3,20,Le'Veon Bell right tackle for 4 yards (tackle by Demario Davis and Sheldon Richardson),4.640,4.710
3,0:31,1,10,NYJ 13,3,20,Ben Roethlisberger pass incomplete short right intended for Le'Veon Bell (defended by Demario Davis),4.710,4.050
3,0:27,2,10,NYJ 13,3,20,Ben Roethlisberger pass complete short right to Le'Veon Bell for 9 yards (tackle by Demario Davis and Phillip Adams),4.050,5.010
3,0:02,3,1,NYJ 4,3,20,Le'Veon Bell right guard for -1 yards (tackle by Muhammad Wilkerson and Kenrick Ellis),5.010,3.030
Quarter,Time,Down,ToGo,Location,PIT,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,2,NYJ 5,3,20,Shaun Suisham 23 yard field goal no good,3.030,-0.280
4,14:57,1,10,NYJ 20,3,20,Chris Johnson left guard for 4 yards (tackle by William Gay and Sean Spence),0.280,0.270
4,14:12,2,6,NYJ 24,3,20,Michael Vick pass incomplete deep left intended for Jace Amaro,0.270,-0.430
4,14:05,3,6,NYJ 24,3,20,Michael Vick sacked by Jason Worilds for -6 yards,-0.430,-2.240
4,13:31,4,12,NYJ 18,3,20,"Ryan Quigley punts 44 yards, returned by Antonio Brown for 7 yards (tackle by Calvin Pryor)",-2.240,-1.930
4,13:20,1,10,PIT 45,3,20,Ben Roethlisberger pass complete short right to Markus Wheaton for 11 yards (tackle by Phillip Adams),1.930,2.650
4,12:53,1,10,NYJ 44,3,20,Le'Veon Bell right tackle for no gain (tackle by Demario Davis and Sheldon Richardson),2.650,2.110
4,12:20,2,10,NYJ 44,3,20,"Ben Roethlisberger pass complete short left to Martavis Bryant for 9 yards (tackle by Muhammad Wilkerson). Penalty on Maurkice Pouncey: Offensive Holding, 10 yards",2.110,1.980
4,11:55,2,11,NYJ 45,3,20,Ben Roethlisberger pass complete short left to Antonio Brown for 13 yards,1.980,3.450
4,11:25,1,10,NYJ 32,3,20,Ben Roethlisberger pass incomplete deep right intended for Martavis Bryant,3.450,2.900
4,11:20,2,10,NYJ 32,3,20,Ben Roethlisberger pass complete short left to Antonio Brown for 12 yards,2.900,4.240
4,10:53,1,10,NYJ 20,3,20,Ben Roethlisberger pass complete short right to Heath Miller for 4 yards (tackle by Demario Davis and Jaiquawn Jarrett),4.240,4.280
4,10:20,2,6,NYJ 16,3,20,Le'Veon Bell left tackle for 2 yards (tackle by Demario Davis),4.280,3.890
4,9:40,3,4,NYJ 14,3,20,Ben Roethlisberger pass complete short right to Antonio Brown for 13 yards (tackle by Dawan Landry),3.890,6.970
4,9:03,1,1,NYJ 1,3,20,"Ben Roethlisberger pass incomplete short right intended for Heath Miller. Penalty on Quinton Coples: Roughing the Passer, Penalty on NYJ: Defensive Holding (Declined) (no play)",6.970,6.970
4,8:56,1,1,NYJ 1,3,20,LeGarrette Blount left guard for no gain (tackle by Demario Davis and David Harris),6.970,5.910
4,8:19,2,1,NYJ 1,3,20,LeGarrette Blount left end for -8 yards (tackle by Quinton Coples),5.910,3.360
4,7:32,3,9,NYJ 9,3,20,Ben Roethlisberger pass incomplete short left intended for Antonio Brown (defended by Marcus Williams),3.360,2.830
4,7:25,4,9,NYJ 9,6,20,Shaun Suisham 27 yard field goal good,2.830,3.000
4,7:25,,,PIT 35,6,20,"Shaun Suisham kicks onside 13 yards, recovered by Darrius Heyward-Bey. Penalty on Darrius Heyward-Bey: Offensive Offside, 5 yards (no play)",0.000,0.000
4,7:25,,,PIT 30,6,20,"Shaun Suisham kicks off 56 yards, returned by Jeremy Kerley for 12 yards (tackle by Robert Golden)",0.000,-0.670
4,7:17,1,10,NYJ 26,6,20,Chris Ivory right tackle for 2 yards (tackle by Steve McLendon and Lawrence Timmons),0.670,0.400
4,6:34,2,8,NYJ 28,6,20,Percy Harvin left end for 7 yards (tackle by Sean Spence and Lawrence Timmons),0.400,0.400
4,6:23,2,8,NYJ 28,6,20,Timeout #1 by Pittsburgh Steelers,0.400,0.630
4,6:23,3,1,NYJ 35,6,20,Chris Ivory up the middle for 1 yard (tackle by Lawrence Timmons and Vince Williams),0.630,1.330
4,5:42,1,10,NYJ 36,6,20,Chris Ivory right end for 8 yards (tackle by Lawrence Timmons and Sean Spence),1.330,1.870
4,4:57,2,2,NYJ 44,6,20,Chris Ivory right tackle for -1 yards (tackle by James Harrison and William Gay),1.870,1.030
4,4:11,3,3,NYJ 43,6,20,Michael Vick pass incomplete short left intended for Bilal Powell,1.030,-0.520
4,4:07,4,3,NYJ 43,6,20,"Ryan Quigley punts 33 yards, out of bounds",-0.520,-0.540
4,4:01,1,10,PIT 24,6,20,Ben Roethlisberger pass complete short right to Markus Wheaton for 12 yards (tackle by Jaiquawn Jarrett),0.540,1.330
4,3:32,1,10,PIT 36,6,20,Ben Roethlisberger pass complete short left to Markus Wheaton for 12 yards (tackle by Marcus Williams),1.330,2.130
4,3:05,1,10,PIT 48,6,20,Ben Roethlisberger pass complete short left to Le'Veon Bell for 5 yards,2.130,2.260
4,3:01,2,5,NYJ 47,6,20,Ben Roethlisberger pass incomplete short right intended for Markus Wheaton,2.260,1.550
4,2:55,3,5,NYJ 47,6,20,"Ben Roethlisberger for no gain. Ben Roethlisberger fumbles, recovered by Ben Roethlisberger at PIT-37",1.550,-0.910
4,2:11,4,21,PIT 37,6,20,Ben Roethlisberger pass complete short left to Antonio Brown for 5 yards (tackle by Marcus Williams),-0.910,-2.790
4,2:01,1,10,PIT 42,6,20,Chris Ivory left tackle for -1 yards (tackle by Cameron Heyward and Brice McCain),2.790,2.110
4,1:55,2,11,PIT 43,6,20,"Michael Vick left end for -5 yards (tackle by Arthur Moats). Penalty on Michael Vick: Unsportsmanlike Conduct, 15 yards, Penalty on NYJ: Unsportsmanlike Conduct, 15 yards",2.110,-3.200
4,1:45,3,46,NYJ 22,6,20,Chris Ivory right end for 9 yards (tackle by Cameron Heyward and Will Allen),-3.200,-3.200
4,1:38,3,46,NYJ 22,6,20,Timeout #2 by Pittsburgh Steelers,-3.200,-1.310
4,1:38,4,37,NYJ 31,6,20,"Ryan Quigley punts 69 yards, touchback",-1.310,-0.280
4,1:28,1,10,PIT 20,12,20,"Ben Roethlisberger pass complete deep left to Martavis Bryant for 80 yards, touchdown",0.280,7.000
4,1:28,,,NYJ 2,13,20,Shaun Suisham kicks extra point good,0.000,0.000
4,1:28,,,PIT 35,13,20,"Shaun Suisham kicks onside 13 yards, recovered by Eric Decker",0.000,-2.390
4,1:15,1,10,PIT 48,13,20,Michael Vick kneels for -1 yards,2.390,2.390
4,1:14,1,10,PIT 48,13,20,Timeout #3 by Pittsburgh Steelers,2.390,1.710
4,1:13,2,11,PIT 49,13,20,Michael Vick kneels for -1 yards,1.710,0.890
4,0:21,3,12,,13,20,Michael Vick kneels for -1 yards,0.890,-0.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
