Quarter,Time,Down,ToGo,Location,ARI,GNB,Detail,EPB,EPA
3,1:36,3,1,GNB 2,14,24,LaRod Stephens-Howling right guard for no gain (tackle by Mike Daniels and A.J. Hawk),5.120,3.250
3,0:53,4,1,GNB 2,17,24,Jay Feely 20 yard field goal good,3.250,3.000
3,0:50,,,ARI 35,17,24,"Jay Feely kicks off 67 yards, returned by Randall Cobb for 24 yards (tackle by Justin Bethel)",0.000,0.410
3,0:46,1,10,GNB 22,17,24,Alex Green left guard for 6 yards (tackle by Paris Lenon and Adrian Wilson),0.410,0.680
3,0:07,2,4,GNB 28,17,30,"Aaron Rodgers pass complete deep middle to Tom Crabtree for 72 yards, touchdown",0.680,7.000
3,0:07,,,ARI 2,17,31,Mason Crosby kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,ARI,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,,,GNB 35,17,31,"Mason Crosby kicks off 74 yards, touchback",0.000,0.280
4,15:00,1,10,ARI 20,17,31,LaRod Stephens-Howling left end for -1 yards (tackle by Brad Jones and Dezman Moses),0.280,-0.460
4,14:21,2,11,ARI 19,17,31,John Skelton pass incomplete short right intended for Larry Fitzgerald,-0.460,-1.140
4,14:15,3,11,ARI 19,17,31,John Skelton pass complete short middle to Rob Housler for 9 yards (tackle by M.D. Jennings),-1.140,-1.500
4,13:40,4,2,ARI 28,17,31,Dave Zastudil punts 41 yards,-1.500,-1.000
4,13:29,1,10,GNB 31,17,31,James Starks left end for 5 yards (tackle by Darnell Dockett),1.000,1.140
4,12:46,2,5,GNB 36,17,31,James Starks left end for 4 yards (tackle by Paris Lenon and Daryl Washington),1.140,0.960
4,12:05,3,1,GNB 40,17,31,James Starks right end for no gain (tackle by Dan Williams),0.960,-0.720
4,11:18,4,1,GNB 40,17,31,"Tim Masthay punts 46 yards, returned by Patrick Peterson for 11 yards (tackle by Sean Richardson)",-0.720,-0.610
4,11:06,1,10,ARI 25,17,31,John Skelton pass incomplete deep right intended for Michael Floyd (defended by Davon House),0.610,0.060
4,11:01,2,10,ARI 25,17,31,John Skelton pass complete short right to Michael Floyd for 8 yards (tackle by Davon House),0.060,0.430
4,10:22,3,2,ARI 33,17,31,John Skelton pass complete short right to LaRod Stephens-Howling for -6 yards (tackle by Erik Walden),0.430,-1.570
4,9:50,4,8,ARI 27,17,31,"Dave Zastudil punts 65 yards, returned by Randall Cobb for 10 yards (tackle by Stewart Bradley)",-1.570,-0.040
4,9:34,1,10,GNB 18,17,31,James Starks right end for 14 yards (tackle by Dan Williams),0.040,1.070
4,8:49,1,10,GNB 32,17,31,James Starks right tackle for 3 yards (tackle by Paris Lenon and Adrian Wilson),1.070,0.930
4,8:04,2,7,GNB 35,17,31,James Starks left end for -1 yards (tackle by Paris Lenon),0.930,0.100
4,7:22,3,8,GNB 34,17,31,"Penalty on Quentin Groves: Neutral Zone Infraction, 5 yards (no play)",0.100,0.760
4,6:59,3,3,GNB 39,17,31,Aaron Rodgers pass complete short left to Randall Cobb for 3 yards (tackle by Kerry Rhodes),0.760,1.730
4,6:29,1,10,GNB 42,17,31,Aaron Rodgers pass incomplete deep right intended for Randall Cobb (defended by Michael Adams),1.730,1.190
4,6:23,2,10,GNB 42,17,31,James Starks right end for 1 yard (tackle by Calais Campbell),1.190,0.630
4,5:38,3,9,GNB 43,17,31,Randall Cobb left end for 6 yards (tackle by Quentin Groves and Darnell Dockett),0.630,-0.130
4,4:45,4,3,GNB 49,17,31,"Tim Masthay punts 41 yards, returned by Patrick Peterson for 8 yards (tackle by Brett Goode)",-0.130,-0.040
4,4:34,1,10,ARI 18,17,31,"John Skelton pass complete short middle to Larry Fitzgerald for 7 yards (tackle by M.D. Jennings and Tramon Williams). Penalty on Rich Ohrnberger: Personal Foul, 12 yards",0.040,-1.140
4,4:24,2,15,ARI 13,17,31,John Skelton pass complete short middle to Michael Floyd for 9 yards (tackle by Davon House),-1.140,-0.660
4,3:58,3,6,ARI 22,17,31,John Skelton pass incomplete short left intended for Andre Roberts,-0.660,-1.900
4,3:53,4,6,ARI 22,17,31,John Skelton pass complete deep right to Michael Floyd for 37 yards (tackle by Davon House),-1.900,2.850
4,3:19,1,10,GNB 41,17,31,"John Skelton pass complete short left to Andre Roberts for 9 yards (tackle by Casey Hayward). Andre Roberts fumbles (forced by Casey Hayward), ball out of bounds at GNB-32",2.850,3.520
4,3:08,2,1,GNB 32,17,31,John Skelton pass incomplete short middle intended for Larry Fitzgerald,3.520,2.810
4,3:03,3,1,GNB 32,17,31,LaRod Stephens-Howling up the middle for -2 yards (tackle by Mike Neal),2.810,1.090
4,2:24,4,3,GNB 34,17,31,John Skelton pass incomplete short middle intended for Andre Roberts (defended by Casey Hayward),1.090,-1.270
4,2:20,1,10,GNB 35,17,31,"James Starks right end for -1 yards (tackle by Quentin Groves). Penalty on Quentin Groves: Horse Collar Tackle, 15 yards",1.270,2.190
4,2:14,1,10,GNB 49,17,31,James Starks left tackle for 3 yards (tackle by Adrian Wilson),2.190,0.000
4,2:09,,,,17,31,Timeout #2 by Arizona Cardinals,0.000,2.050
4,2:09,2,7,ARI 48,17,31,James Starks left end for 2 yards (tackle by Darnell Dockett),2.050,0.000
4,2:04,,,,17,31,Timeout #3 by Arizona Cardinals,0.000,1.620
4,2:04,3,5,ARI 46,17,31,Aaron Rodgers pass incomplete deep right intended for Randall Cobb,1.620,0.200
4,2:00,4,5,ARI 46,17,31,"Tim Masthay punts 36 yards, muffed catch by Patrick Peterson, recovered by Jarrett Bush and returned for no gain",0.200,6.740
,,,,,,,"Replay Assistant challenged the kick touched ruling, and the play was upheld.",,
4,1:50,1,2,ARI 2,17,31,Aaron Rodgers kneels for -1 yards,6.740,5.530
4,1:10,2,3,ARI 3,17,31,Aaron Rodgers kneels for -1 yards,5.530,4.490
4,0:36,3,4,ARI 4,17,31,Aaron Rodgers kneels for -1 yards,4.490,3.010
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
