Quarter,Time,Down,ToGo,Location,CHI,WAS,Detail,EPB,EPA
3,9:04,1,10,CHI 42,28,3,Chris Thompson left end for 3 yards (tackle by Danny Trevathan),2.790,2.650
3,8:22,2,7,CHI 39,28,3,Case Keenum pass complete short middle to Trey Quinn for 5 yards (tackle by Eddie Jackson),2.650,2.610
3,7:43,3,2,CHI 34,28,3,Case Keenum pass complete short middle to Paul Richardson for 15 yards (tackle by Kyle Fuller),2.610,4.310
3,7:18,1,10,CHI 19,28,3,Case Keenum pass complete short right to Paul Richardson for 4 yards (tackle by Kyle Fuller),4.310,4.350
3,6:44,2,6,CHI 15,28,9,"Case Keenum pass complete short middle to Terry McLaurin for 15 yards, touchdown",4.350,7.000
3,6:39,,,CHI 2,28,9,"Two Point Attempt: Case Keenum pass incomplete intended for Chris Thompson, conversion fails",1.000,-1.000
3,6:39,,,WAS 35,28,9,"Dustin Hopkins kicks off 74 yards, returned by Cordarrelle Patterson for 29 yards (tackle by Kelvin Harmon)",0.000,0.280
3,6:34,1,10,CHI 20,28,9,David Montgomery left end for 2 yards (tackle by Montez Sweat),0.280,0.000
3,6:06,2,8,CHI 22,28,9,Mitchell Trubisky pass incomplete deep right intended for Anthony Miller,0.000,-0.690
3,5:58,3,8,CHI 22,28,9,"Mitchell Trubisky pass complete short middle to Tarik Cohen for 24 yards (tackle by Landon Collins and Montae Nicholson). Penalty on Landon Collins: Unnecessary Roughness, 15 yards",-0.690,2.980
3,5:41,1,10,WAS 39,28,9,Mitchell Trubisky pass complete short left to Taylor Gabriel for 12 yards (tackle by Montae Nicholson),2.980,3.780
3,5:10,1,10,WAS 27,28,9,Tarik Cohen left end for no gain (tackle by Jonathan Bostic),3.780,3.230
3,4:34,2,10,WAS 27,28,9,Mitchell Trubisky pass complete short left to Allen Robinson for 14 yards (tackle by Jimmy Moreland),3.230,4.710
3,3:48,1,10,WAS 13,28,9,Taylor Gabriel left end for 7 yards (tackle by Ryan Anderson),4.710,5.340
3,3:18,,,,,,Timeout #1 by Chicago Bears,,
3,3:18,2,3,WAS 6,28,9,Mitchell Trubisky pass short right intended for Allen Robinson is intercepted by Josh Norman at WAS-1 and returned for 2 yards,5.340,0.380
3,3:07,1,10,WAS 3,28,9,Case Keenum pass complete short left to Jeremy Sprinkle for 8 yards (tackle by Ha Ha Clinton-Dix),-0.380,-0.200
3,2:31,2,2,WAS 11,28,9,Case Keenum pass complete short right to Chris Thompson for 33 yards (tackle by Kyle Fuller),-0.200,1.860
3,2:05,1,10,WAS 44,28,9,Adrian Peterson right tackle for 2 yards (tackle by Eddie Jackson),1.860,1.590
3,1:38,2,8,WAS 46,28,9,Case Keenum pass complete short right to Vernon Davis for 15 yards (tackle by Aaron Lynch and Roquan Smith),1.590,2.980
3,1:11,1,10,CHI 39,28,9,"Penalty on Aaron Lynch: Neutral Zone Infraction, 5 yards (no play)",2.980,3.710
3,0:56,1,5,CHI 34,28,9,Adrian Peterson left guard for 4 yards (tackle by Roy Robertson-Harris),3.710,3.660
3,0:19,2,1,CHI 30,28,9,Case Keenum pass incomplete short middle intended for Vernon Davis (defended by Danny Trevathan),3.660,2.940
3,0:14,,,,,,Timeout #1 by Washington Redskins,,
3,0:14,3,1,CHI 30,28,9,Case Keenum pass complete short right to Steven Sims for 11 yards (tackle by Buster Skrine),2.940,4.310
Quarter,Time,Down,ToGo,Location,CHI,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CHI 19,28,9,Case Keenum pass complete short left to Vernon Davis for 15 yards (tackle by Prince Amukamara),4.310,6.280
4,14:31,1,4,CHI 4,28,9,Case Keenum pass incomplete short right intended for Jeremy Sprinkle,6.280,5.340
4,14:28,2,4,CHI 4,28,9,Chris Thompson right guard for 2 yards (tackle by Nick Williams and Leonard Floyd),5.340,4.950
4,13:54,3,2,CHI 2,28,9,Chris Thompson left tackle for no gain (tackle by Khalil Mack),4.950,3.250
4,13:15,4,2,CHI 2,28,15,"Case Keenum pass complete short left to Paul Richardson for 2 yards, touchdown",3.250,7.000
4,13:11,,,CHI 2,28,15,"Two Point Attempt: Case Keenum pass incomplete intended for Terry McLaurin, conversion fails",1.000,-1.000
4,13:11,,,WAS 35,28,15,"Dustin Hopkins kicks off 68 yards, returned by Cordarrelle Patterson for 23 yards (tackle by Josh Harvey-Clemons)",0.000,0.280
4,13:04,1,10,CHI 20,28,15,David Montgomery left guard for 3 yards (tackle by Da'Ron Payne and Montez Sweat),0.280,0.140
4,12:23,2,7,CHI 23,28,15,David Montgomery right guard for 3 yards (tackle by Montez Sweat and Cole Holcomb),0.140,-0.160
4,11:38,3,4,CHI 26,28,15,Mitchell Trubisky pass incomplete deep left intended for Tarik Cohen,-0.160,-1.630
4,11:31,4,4,CHI 26,28,15,"Pat O'Donnell punts 45 yards, returned by Trey Quinn for 6 yards (tackle by Nick Kwiatkoski)",-1.630,-1.270
4,11:22,1,10,WAS 35,28,15,Case Keenum pass complete short right to Adrian Peterson for -3 yards (tackle by Kyle Fuller and Nick Williams),1.270,0.320
4,10:46,2,13,WAS 32,28,15,Case Keenum pass complete short middle to Paul Richardson for 12 yards (tackle by Ha Ha Clinton-Dix),0.320,1.220
4,10:14,3,1,WAS 44,28,15,Case Keenum pass incomplete short middle intended for Trey Quinn,1.220,-0.460
4,10:11,4,1,WAS 44,28,15,Case Keenum pass complete short middle to Terry McLaurin for 7 yards (tackle by Ha Ha Clinton-Dix),-0.460,2.320
4,9:44,1,10,CHI 49,28,15,Case Keenum pass incomplete short right intended for Chris Thompson,2.320,1.780
4,9:37,2,10,CHI 49,28,15,Case Keenum pass complete short right to Terry McLaurin for 11 yards (tackle by Ha Ha Clinton-Dix and Kyle Fuller),1.780,3.050
4,9:01,1,10,CHI 38,28,15,Case Keenum pass complete short middle to Terry McLaurin for 13 yards (tackle by Prince Amukamara),3.050,3.910
4,8:35,1,10,CHI 25,28,15,Chris Thompson left end for 8 yards (tackle by Roquan Smith),3.910,4.550
4,8:07,2,2,CHI 17,28,15,Chris Thompson left end for 1 yard (tackle by Danny Trevathan),4.550,4.060
4,7:40,3,1,CHI 16,28,15,Adrian Peterson left guard for no gain (tackle by Roquan Smith and Leonard Floyd),4.060,2.530
4,7:08,4,1,CHI 16,28,15,"Case Keenum up the middle for -2 yards (tackle by Danny Trevathan). Case Keenum fumbles (forced by Danny Trevathan), recovered by Eddie Jackson at CHI-19 and returned for 3 yards (tackle by Jeremy Sprinkle)",2.530,-0.410
4,7:02,1,10,CHI 22,28,15,David Montgomery right end for 8 yards (tackle by Cole Holcomb and Jonathan Bostic),0.410,0.950
4,6:17,2,2,CHI 30,28,15,David Montgomery right guard for 4 yards (tackle by Jonathan Allen),0.950,1.200
4,5:34,1,10,CHI 34,28,15,David Montgomery right end for 25 yards (tackle by Landon Collins and Josh Norman),1.200,2.850
4,4:44,1,10,WAS 41,28,15,David Montgomery left end for 3 yards (tackle by Cole Holcomb and Da'Ron Payne),2.850,2.710
4,3:45,2,7,WAS 38,28,15,Mike Davis right guard for 2 yards (tackle by Jonathan Bostic),2.710,2.280
4,3:40,,,,,,Timeout #2 by Washington Redskins,,
4,3:40,3,5,WAS 36,28,15,Mitchell Trubisky pass complete short right to Javon Wims for 8 yards (tackle by Josh Norman),2.280,3.710
4,2:55,1,10,WAS 28,28,15,David Montgomery right guard for 4 yards (tackle by Deshazor Everett and Jonathan Allen),3.710,3.710
4,2:06,2,6,WAS 24,28,15,David Montgomery left guard for 1 yard (tackle by Jonathan Allen),3.710,3.140
4,2:00,3,5,WAS 23,28,15,David Montgomery right tackle for 3 yards (tackle by Da'Ron Payne and Matthew Ioannidis),3.140,2.250
4,1:54,,,,,,Timeout #3 by Washington Redskins,,
4,1:54,4,2,WAS 20,31,15,Eddy Pineiro 38 yard field goal good,2.250,3.000
4,1:50,,,CHI 35,31,15,"Pat O'Donnell kicks off 65 yards, touchback.",0.000,0.610
4,1:50,1,10,WAS 25,31,15,"Case Keenum pass incomplete short middle intended for Paul Richardson (defended by Kyle Fuller). Penalty on Kyle Fuller: Defensive Pass Interference, 4 yards (no play)",0.610,0.870
4,1:46,1,10,WAS 29,31,15,Case Keenum pass complete short right to Paul Richardson for 9 yards (tackle by Roquan Smith),0.870,1.540
4,1:15,2,1,WAS 38,31,15,Case Keenum pass complete short middle to Chris Thompson for 11 yards (tackle by Buster Skrine and Nick Kwiatkoski),1.540,2.190
4,0:49,1,10,WAS 49,31,15,Case Keenum pass incomplete deep left intended for Terry McLaurin (defended by Prince Amukamara),2.190,1.650
4,0:42,2,10,WAS 49,31,15,Case Keenum pass complete short left to Chris Thompson for 24 yards (tackle by Buster Skrine),1.650,3.780
4,0:19,1,10,CHI 27,31,15,Case Keenum spiked the ball,3.780,3.230
4,0:18,2,10,CHI 27,31,15,"Penalty on Vernon Davis: False Start, 5 yards (no play)",3.230,2.560
4,0:18,2,15,CHI 32,31,15,Case Keenum sacked by Nick Williams for -11 yards,2.560,0.430
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
