Quarter,Time,Down,ToGo,Location,BAL,MIA,Detail,EPB,EPA
2,0:22,1,10,MIA 21,3,15,Jay Ajayi right tackle for 2 yards (tackle by Daryl Smith),0.340,0.070
Quarter,Time,Down,ToGo,Location,BAL,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,3,15,"Andrew Franks kicks off 66 yards, returned by Raheem Mostert for 23 yards (tackle by Shamiel Gary)",0.000,-0.410
3,14:56,1,10,BAL 22,3,15,Terrance West left tackle for 4 yards (tackle by Kelvin Sheppard),0.410,0.410
3,14:56,2,6,BAL 26,3,15,Terrance West right tackle for 6 yards (tackle by Kelvin Sheppard and Neville Hewitt),0.410,1.070
3,13:47,1,10,BAL 32,3,15,Matt Schaub pass complete short right to Chris Givens for 12 yards (tackle by Brent Grimes),1.070,1.860
3,13:04,1,10,BAL 44,3,15,Matt Schaub pass complete short right to Jeremy Butler for 12 yards (tackle by Brent Grimes and Koa Misi),1.860,2.650
3,12:45,1,10,MIA 44,3,15,Javorius Allen left tackle for 3 yards (tackle by Terrence Fede),2.650,2.520
3,11:57,2,7,MIA 41,9,15,"Matt Schaub pass complete short right to Javorius Allen for 41 yards, touchdown",2.520,7.000
3,11:57,,,MIA 41,10,15,Justin Tucker kicks extra point good,0.000,0.000
3,11:57,,,BAL 35,10,15,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
3,11:44,1,10,MIA 20,10,15,Ryan Tannehill pass complete short right to Jarvis Landry for -1 yards (tackle by Will Hill),0.280,-0.460
3,11:12,2,11,MIA 19,10,15,Lamar Miller left end for 2 yards (tackle by Kendrick Lewis),-0.460,-0.820
3,10:30,3,9,MIA 21,10,15,Ryan Tannehill pass incomplete deep right intended for Jarvis Landry,-0.820,-1.960
3,10:26,4,9,MIA 21,10,15,"Matt Darr punts 54 yards, returned by Kaelin Clay for 1 yard (tackle by Tony Lippett). Penalty on Anthony Levine: Offensive Holding, 10 yards",-1.960,0.140
3,10:15,1,10,BAL 16,10,15,Terrance West left tackle for 1 yard (tackle by Koa Misi),-0.140,-0.510
3,9:44,2,9,BAL 17,10,15,Javorius Allen right tackle for 7 yards (tackle by Jordan Phillips and Jelani Jenkins),-0.510,-0.320
3,8:55,3,2,BAL 24,10,15,Matt Schaub sacked by Olivier Vernon and Derrick Shelby for -9 yards,-0.320,-2.440
3,8:16,4,11,BAL 15,10,15,"Sam Koch punts 55 yards, returned by Jarvis Landry for no gain. Penalty on Tony Lippett: Illegal Block Above the Waist, 10 yards",-2.440,-0.280
3,7:49,1,10,MIA 20,10,15,Lamar Miller right end for 13 yards (tackle by C.J. Mosley),0.280,1.140
3,7:12,1,10,MIA 33,10,15,Lamar Miller right tackle for -1 yards (tackle by Elvis Dumervil),1.140,0.460
3,6:32,2,11,MIA 32,10,15,Ryan Tannehill pass complete short right to Jarvis Landry for 6 yards (tackle by Shareece Wright),0.460,0.560
3,5:49,3,5,MIA 38,10,15,Ryan Tannehill pass incomplete short right intended for Dion Sims,0.560,-0.850
3,5:42,4,5,MIA 38,10,15,"Matt Darr punts 27 yards, out of bounds",-0.850,-1.270
3,5:35,1,10,BAL 35,10,15,Matt Schaub pass complete short left to Javorius Allen for -1 yards (tackle by Koa Misi),1.270,0.590
3,4:55,2,11,BAL 34,10,15,Matt Schaub pass complete short right to Javorius Allen for 1 yard (tackle by Kelvin Sheppard),0.590,0.040
3,4:15,3,10,BAL 35,10,15,Matt Schaub pass complete short left to Javorius Allen for 7 yards (tackle by Kelvin Sheppard),0.040,-0.590
3,3:34,4,3,BAL 42,10,15,"Sam Koch punts 46 yards, fair catch by Jarvis Landry",-0.590,0.350
3,3:20,1,10,MIA 12,10,15,Lamar Miller left tackle for 1 yard (tackle by Courtney Upshaw and Brandon Williams),-0.350,-0.700
3,2:49,2,9,MIA 13,10,15,"Ryan Tannehill pass complete short left to Lamar Miller for 8 yards (tackle by Brandon Williams). Penalty on DeVante Parker: Offensive Pass Interference, 6 yards (no play)",-0.700,-1.150
3,2:00,2,15,MIA 7,10,15,Jay Ajayi left tackle for 3 yards (tackle by Chris Canty),-1.150,-1.650
3,1:42,3,12,MIA 10,10,15,Jay Ajayi left end for 3 yards (tackle by C.J. Mosley),-1.650,-2.490
3,1:42,4,9,MIA 13,10,15,"Matt Darr punts 59 yards, returned by Kaelin Clay for 12 yards (tackle by Tony Lippett)",-2.490,-1.600
3,0:45,1,10,BAL 40,10,15,Terrance West right end for no gain (tackle by Reshad Jones),1.600,1.050
3,0:06,2,10,BAL 40,10,15,Matt Schaub pass complete short middle to Nick Boyle for 7 yards (tackle by Reshad Jones and Koa Misi),1.050,1.290
Quarter,Time,Down,ToGo,Location,BAL,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,BAL 47,10,15,Matt Schaub pass complete short left to Kamar Aiken for 8 yards (tackle by Bobby McCain),1.290,2.590
4,14:23,1,10,MIA 45,10,15,Matt Schaub pass complete short right to Kyle Juszczyk for -2 yards (tackle by Koa Misi),2.590,1.770
4,13:46,2,12,MIA 47,10,15,Matt Schaub pass complete deep middle to Daniel Brown for 17 yards (tackle by Bobby McCain),1.770,3.580
4,13:04,1,10,MIA 30,10,15,Javorius Allen right tackle for 16 yards (tackle by Michael Thomas),3.580,4.650
4,12:25,1,10,MIA 14,10,15,Javorius Allen left tackle for no gain (tackle by Olivier Vernon),4.650,4.000
4,11:51,2,10,MIA 14,10,15,Matt Schaub pass complete short right to Javorius Allen for -1 yards (tackle by Koa Misi),4.000,3.060
4,11:07,3,11,MIA 15,10,15,Matt Schaub pass complete short right to Javorius Allen for 2 yards (tackle by Jelani Jenkins),3.060,2.570
4,10:21,4,9,MIA 13,13,15,Justin Tucker 31 yard field goal good,2.570,3.000
4,10:21,,,BAL 35,13,15,"Justin Tucker kicks off 72 yards, returned by Damien Williams for 22 yards (tackle by Brynden Trawick)",0.000,0.220
4,10:12,1,10,MIA 15,13,15,Ryan Tannehill pass incomplete short right intended for DeVante Parker (defended by Lawrence Guy),-0.220,-0.710
4,10:08,2,10,MIA 15,13,15,Lamar Miller right tackle for -1 yards (tackle by Daryl Smith),-0.710,-1.510
4,9:23,3,11,MIA 14,13,15,Ryan Tannehill pass incomplete short left intended for Jordan Cameron,-1.510,-2.470
4,9:17,4,11,MIA 14,13,15,Matt Darr punts 58 yards,-2.470,-0.810
4,9:05,1,10,BAL 28,13,15,Matt Schaub pass incomplete short left intended for Kamar Aiken,0.810,0.260
4,9:01,2,10,BAL 28,13,15,Matt Schaub pass complete short left to Kamar Aiken for 11 yards (tackle by Bobby McCain),0.260,1.530
4,8:33,1,10,BAL 39,13,15,Javorius Allen right guard for no gain (tackle by Ndamukong Suh),1.530,0.990
4,7:49,2,10,BAL 39,13,15,Matt Schaub pass complete short right to Javorius Allen for 12 yards (tackle by Brent Grimes),0.990,2.320
4,7:09,1,10,MIA 49,13,15,Terrance West left guard for 4 yards (tackle by Jelani Jenkins and Robert Thomas),2.320,2.320
4,6:33,2,6,MIA 45,13,15,Matt Schaub pass complete short left to Jeremy Butler for 5 yards (tackle by Bobby McCain),2.320,2.280
4,5:45,3,1,MIA 40,13,15,"Terrance West left end for 3 yards (tackle by Kelvin Sheppard). Penalty on James Hurst: Offensive Holding, 10 yards (no play)",2.280,0.960
4,5:21,3,11,,13,15,Matt Schaub sacked by Olivier Vernon for -9 yards,0.960,-0.650
4,4:43,4,20,BAL 41,13,15,"Sam Koch punts 59 yards, touchback",-0.650,-0.280
4,4:29,1,10,MIA 20,13,15,"Lamar Miller left tackle for 17 yards (tackle by Kendrick Lewis and Will Hill). Lamar Miller fumbles (forced by Kendrick Lewis), recovered by Courtney Upshaw at MIA-41 (tackle by Mike Pouncey)",0.280,-2.850
4,4:17,1,10,MIA 41,13,15,Javorius Allen middle for 2 yards (tackle by Reshad Jones),2.850,2.580
4,3:43,2,8,MIA 39,13,15,Javorius Allen left tackle for 2 yards (tackle by Jelani Jenkins and Michael Thomas),2.580,2.150
4,2:55,3,6,MIA 37,13,15,Matt Schaub pass incomplete short left intended for Kamar Aiken,2.150,0.790
4,2:47,4,6,MIA 37,13,15,Justin Tucker 55 yard field goal no good,0.790,-1.930
4,2:42,1,10,MIA 45,13,15,Lamar Miller left guard for 2 yards (tackle by Daryl Smith),1.930,1.930
4,2:38,1,10,MIA 45,13,15,Timeout #1 by Baltimore Ravens,1.930,1.650
4,2:38,2,8,MIA 47,13,15,Lamar Miller right guard for 1 yard (tackle by Courtney Upshaw),1.650,1.650
4,2:32,2,8,MIA 47,13,15,Timeout #2 by Baltimore Ravens,1.650,1.090
4,2:32,3,7,MIA 48,13,15,Ryan Tannehill pass complete short middle to DeVante Parker for 14 yards (tackle by Kendrick Lewis),1.090,1.090
4,2:25,3,7,MIA 48,13,15,Timeout #3 by Baltimore Ravens,1.090,3.050
4,2:24,1,10,BAL 38,13,15,Lamar Miller right tackle for 2 yards (tackle by Kendrick Lewis),3.050,2.780
4,2:00,2,8,BAL 36,13,15,Lamar Miller left end for 4 yards (tackle by Elvis Dumervil and Chris Canty),2.780,2.780
4,1:14,2,8,BAL 36,13,15,Timeout #1 by Miami Dolphins,2.780,2.610
4,1:14,3,4,BAL 32,13,15,Ryan Tannehill sacked by Daryl Smith for -4 yards,2.610,2.610
4,0:26,3,4,BAL 32,13,15,Timeout #2 by Miami Dolphins,2.610,0.880
4,0:26,4,8,BAL 36,13,15,"Matt Darr punts 36 yards, touchback",0.880,-0.280
4,0:20,1,10,BAL 20,13,15,Matt Schaub pass complete short left to Jeremy Butler for 4 yards (tackle by Brice McCain),0.280,0.270
4,0:14,2,6,BAL 24,13,15,Matt Schaub pass incomplete deep left intended for Chris Givens,0.270,-0.430
4,0:09,3,6,BAL 24,13,15,"Matt Schaub pass complete to Kamar Aiken for 5 yards, lateral to Javorius Allen for 10 yards (tackle by Bobby McCain)",-0.430,1.530
4,0:02,1,10,BAL 39,13,15,Matt Schaub pass incomplete deep right intended for Kamar Aiken (defended by Jelani Jenkins),1.530,0.990
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
