Quarter,Time,Down,ToGo,Location,KAN,NWE,Detail,EPB,EPA
2,2:00,4,6,KAN 39,10,6,Ken Walter punts 33 yards,0.660,0.380
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,1:49,1,10,KAN 6,10,6,Priest Holmes middle for 2 yards (tackle by Bobby Hamilton and Ted Johnson),-0.380,-0.630
2,1:18,2,8,KAN 8,10,6,Priest Holmes middle for 1 yard (tackle by Ted Johnson and Willie McGinest),-0.630,-1.070
2,1:10,2,8,KAN 8,,,Timeout #1 by New England Patriots,-0.630,-1.070
2,1:10,3,7,KAN 9,10,6,Trent Green pass incomplete intended for Johnnie Morton,-1.070,-2.490
2,1:06,4,7,KAN 9,10,6,"Dan Stryzinski punts 37 yards, returned by Troy Brown for 5 yards (tackle by Kendall Gammon)",-2.490,-2.850
2,0:56,1,10,KAN 41,10,6,"Penalty on Damien Woody: False Start, 5 yards (no play)",2.850,2.520
2,0:56,1,15,KAN 46,10,6,Tom Brady pass complete to Troy Brown for 13 yards (tackle by Mike Maslowski and William Bartee),2.520,3.390
2,0:34,2,2,KAN 33,10,6,Tom Brady pass complete to Cam Cleeland for 5 yards (tackle by Larry Atkins and Mike Maslowski),3.390,3.710
2,0:29,2,2,KAN 33,,,Timeout #2 by New England Patriots,3.390,3.710
2,0:29,1,10,KAN 28,10,6,Tom Brady pass complete to David Patten for 9 yards (tackle by Mike Maslowski),3.710,4.420
2,0:19,2,1,KAN 19,10,6,Tom Brady pass incomplete,4.420,3.720
2,0:13,3,1,KAN 19,10,6,Tom Brady pass incomplete,3.720,2.340
2,0:10,4,1,KAN 19,10,9,Adam Vinatieri 37 yard field goal good,2.340,3.000
2,0:10,,,NWE 30,10,9,"Adam Vinatieri kicks off 40 yards, returned by Monty Beisel for 7 yards (tackle by Larry Izzo)",0.000,0.940
Quarter,Time,Down,ToGo,Location,KAN,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 30,10,9,"Adam Vinatieri kicks off 64 yards, returned by Dante Hall for 57 yards (tackle by Daniel Graham)",0.000,3.120
3,14:50,1,10,NWE 37,10,9,Priest Holmes right end for 9 yards (tackle by Ty Law),3.120,3.790
3,14:13,2,1,NWE 28,10,9,Priest Holmes right end for 25 yards (tackle by Victor Green and Anthony Pleasant),3.790,6.510
3,13:47,1,3,NWE 3,10,9,Priest Holmes left end for no gain (tackle by Victor Green and Ted Johnson),6.510,5.530
3,13:05,2,3,NWE 3,16,9,"Trent Green pass complete to Priest Holmes for 3 yards, touchdown",5.530,7.000
3,13:05,,,NWE 3,17,9,Morten Andersen kicks extra point good,0.000,0.000
3,13:05,,,KAN 30,17,9,"Morten Andersen kicks off 69 yards, returned by Deion Branch for 28 yards (tackle by Marc Boerigter)",0.000,0.870
3,12:51,1,10,NWE 29,17,9,Tom Brady pass complete to Troy Brown for 6 yards (tackle by Eric Warfield),0.870,1.140
3,12:14,2,4,NWE 35,17,9,Tom Brady pass incomplete intended for David Patten,1.140,0.430
3,12:07,3,4,NWE 35,17,9,Tom Brady pass complete to Deion Branch for 7 yards (tackle by Jason Belser),0.430,1.730
3,11:32,1,10,NWE 42,17,9,Tom Brady sacked by Corey Harris for -6 yards,1.730,0.380
3,11:00,2,16,NWE 36,17,9,Tom Brady pass complete to Troy Brown for 5 yards (tackle by Mike Maslowski),0.380,0.370
3,10:18,3,11,NWE 41,17,9,Tom Brady pass complete to Troy Brown for 14 yards (tackle by Corey Harris),0.370,2.590
3,9:36,1,10,KAN 45,17,9,Tom Brady pass complete to Troy Brown for 12 yards (tackle by William Bartee and Jason Belser),2.590,3.380
3,8:53,1,10,KAN 33,17,9,Tom Brady pass complete to Troy Brown for 14 yards (tackle by Greg Wesley),3.380,4.310
3,8:26,1,10,KAN 19,17,9,Tom Brady pass complete to Troy Brown for 7 yards (tackle by Eric Hicks and William Bartee),4.310,4.920
3,8:01,2,3,KAN 12,17,9,Antowain Smith left end for 3 yards (tackle by Eric Warfield),4.920,5.140
3,7:47,1,9,KAN 9,17,15,"Tom Brady pass complete to Troy Brown for 9 yards, touchdown",5.140,7.000
3,7:47,1,,KAN 9,17,17,"Two Point Attempt: Antowain Smith middle, conversion succeeds",1.000,1.000
3,7:47,,,NWE 30,17,17,"Adam Vinatieri kicks off 70 yards, touchback",0.000,0.280
3,7:45,1,10,KAN 20,17,17,Trent Green pass complete to Eddie Kennison for 8 yards (tackle by Ted Johnson),0.280,0.810
3,7:10,2,2,KAN 28,17,17,Priest Holmes middle for 13 yards (tackle by Tebucky Jones),0.810,1.660
3,6:40,1,10,KAN 41,17,17,Trent Green pass complete to Johnnie Morton for 14 yards (tackle by Ty Law),1.660,2.590
3,6:02,1,10,NWE 45,17,17,Priest Holmes middle for 9 yards (tackle by Lawyer Milloy and Willie McGinest),2.590,3.260
3,6:02,2,1,NWE 36,17,17,Trent Green sacked by Richard Seymour for -4 yards,3.260,2.010
3,4:45,3,5,NWE 40,17,17,Trent Green pass incomplete intended for Mike Cloud,2.010,0.590
3,4:38,4,5,NWE 40,17,17,"Dan Stryzinski punts 40 yards, touchback",0.590,-0.280
3,4:32,1,10,NWE 20,17,17,Antowain Smith middle for 13 yards (tackle by John Browning and Jason Belser),0.280,1.140
3,3:55,1,10,NWE 33,17,17,Antowain Smith middle for 17 yards (tackle by Eric Warfield and Marvcus Patton),1.140,2.260
3,3:23,1,10,,17,17,Antowain Smith middle for -2 yards (tackle by Eric Hicks and Mike Maslowski),2.260,1.440
3,2:42,2,12,NWE 48,17,17,Tom Brady pass incomplete intended for David Patten,1.440,0.760
3,2:42,3,12,NWE 48,17,17,Tom Brady for no gain. Mike Compton fumbles,0.760,-0.190
3,2:32,4,12,NWE 48,17,17,"Ken Walter punts 30 yards, fair catch by Dante Hall",-0.190,-0.410
3,2:19,1,10,KAN 22,17,17,Priest Holmes left end for 15 yards (tackle by Tebucky Jones),0.410,1.400
3,2:19,1,10,KAN 37,17,17,Priest Holmes middle for 2 yards (tackle by Ted Johnson and Anthony Pleasant),1.400,1.130
3,1:11,2,8,KAN 39,17,17,Trent Green pass incomplete intended for Johnnie Morton is intercepted by Ty Law at NWE-44,1.130,-1.860
3,1:03,1,10,NWE 44,17,17,Kevin Faulk pass incomplete intended for Troy Brown,1.860,1.320
3,0:57,2,10,NWE 44,17,17,Tom Brady sacked by John Browning for 0 yards,1.320,0.630
3,0:24,3,10,NWE 44,17,17,Tom Brady pass complete to Troy Brown for 38 yards (tackle by William Bartee),0.630,4.370
Quarter,Time,Down,ToGo,Location,KAN,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,KAN 18,17,23,"Tom Brady pass complete to Daniel Graham for 18 yards, touchdown",4.370,7.000
4,15:00,,,KAN 18,17,24,Adam Vinatieri kicks extra point good,0.000,0.000
4,15:00,,,NWE 30,17,24,"Adam Vinatieri kicks off 73 yards, touchback",0.000,0.280
4,14:55,1,10,KAN 20,17,24,"Penalty on Willie McGinest: Encroachment, 5 yards (no play)",0.280,1.010
4,14:55,1,5,KAN 25,17,24,"Priest Holmes left guard for 14 yards (tackle by Victor Green). Priest Holmes fumbles (forced by Victor Green), recovered by Tebucky Jones at KAN-39 (tackle by Casey Wiegmann)",1.010,-2.980
4,14:47,1,10,KAN 39,17,24,Antowain Smith middle for 4 yards (tackle by Eric Hicks and Greg Wesley),2.980,2.980
4,14:17,2,6,KAN 35,17,24,Antowain Smith left end for -3 yards (tackle by Lewis Bush and Marvcus Patton),2.980,1.880
4,13:31,3,9,KAN 38,17,30,"Tom Brady pass complete to David Patten for 38 yards, touchdown",1.880,7.000
4,13:31,,,KAN 38,17,31,Adam Vinatieri kicks extra point good,0.000,0.000
4,13:31,,,NWE 30,17,31,"Adam Vinatieri kicks off 60 yards, returned by Dante Hall for 18 yards (tackle by Daniel Graham). Penalty on Tebucky Jones: Offside on Free Kick, 5 yards (no play)",0.000,0.000
4,13:31,,,NWE 25,17,31,"Adam Vinatieri kicks off 47 yards, returned by Rich Owens for 10 yards (tackle by Daniel Graham)",0.000,1.470
4,13:13,1,10,KAN 38,17,31,Priest Holmes middle for 9 yards (tackle by Lawyer Milloy and Ted Johnson),1.470,2.140
4,12:41,2,1,KAN 47,17,31,Priest Holmes left end for 7 yards (tackle by Anthony Pleasant),2.140,2.520
4,12:02,1,10,NWE 46,17,31,Trent Green pass complete to Tony Richardson for 5 yards (tackle by Tebucky Jones and Lawyer Milloy),2.520,2.650
4,11:20,2,5,NWE 41,17,31,Priest Holmes right guard for 5 yards (tackle by Mike Vrabel and Richard Seymour),2.650,3.180
4,10:41,1,10,NWE 36,17,31,Dante Hall right end for 21 yards (tackle by Tebucky Jones),3.180,4.580
4,10:14,1,10,NWE 15,17,31,Trent Green pass incomplete intended for Johnnie Morton,4.580,3.950
4,10:08,2,10,NWE 15,17,31,Priest Holmes right end for no gain (tackle by Lawyer Milloy and Bobby Hamilton),3.950,3.100
4,9:27,3,10,NWE 15,23,31,"Trent Green pass complete to Eddie Kennison for 15 yards, touchdown",3.100,7.000
4,9:27,,,NWE 15,24,31,Morten Andersen kicks extra point good,0.000,0.000
4,9:27,,,KAN 30,24,31,"Morten Andersen kicks off 68 yards, returned by Deion Branch for 23 yards (tackle by Omar Easy)",0.000,0.610
4,9:18,1,10,NWE 25,24,31,Tom Brady pass complete to Marc Edwards for 13 yards (tackle by Derrick Ransom),0.610,1.470
4,8:38,1,10,NWE 38,24,31,Tom Brady pass complete to Deion Branch for 2 yards (tackle by Mike Maslowski and Duane Clemons),1.470,1.190
4,8:05,2,8,NWE 40,24,31,Antowain Smith middle for no gain (tackle by Duane Clemons and Marvcus Patton),1.190,0.500
4,7:27,3,8,NWE 40,24,31,Tom Brady pass complete to Troy Brown for 11 yards (tackle by Gary Stills and Corey Harris),0.500,2.320
4,6:55,1,10,KAN 49,24,31,Antowain Smith left guard for 7 yards (tackle by Greg Wesley and Jason Belser),2.320,2.730
4,6:18,2,3,KAN 42,24,37,"Antowain Smith middle for 42 yards, touchdown",2.730,7.000
4,6:18,,,KAN 42,24,38,Adam Vinatieri kicks extra point good,0.000,0.000
4,6:18,,,NWE 30,24,38,"Adam Vinatieri kicks off 63 yards, returned by Dante Hall for 24 yards (tackle by Larry Izzo). Penalty on Larry Izzo: Illegal Bat, 10 yards",0.000,1.660
4,6:00,1,10,KAN 41,24,38,Priest Holmes middle for 16 yards (tackle by Victor Green and Lawyer Milloy),1.660,2.720
4,5:39,1,10,NWE 43,24,38,Trent Green pass incomplete intended for Tony Gonzalez,2.720,2.180
4,5:34,2,10,NWE 43,24,38,Trent Green pass complete to Priest Holmes for 1 yard (tackle by Steve Martin and Bernard Holsey),2.180,1.620
4,5:04,3,9,NWE 42,24,38,Trent Green pass complete to Johnnie Morton for 30 yards,1.620,4.780
4,4:59,1,10,NWE 12,24,38,Priest Holmes left tackle for 6 yards (tackle by Ted Johnson and Willie McGinest),4.780,5.210
4,4:42,1,10,NWE 12,,,Timeout #1 by Kansas City Chiefs,4.780,5.210
4,4:42,2,4,NWE 6,30,38,"Priest Holmes left end for 6 yards, touchdown",5.210,7.000
4,4:42,,,NWE 6,31,38,Morten Andersen kicks extra point good,0.000,0.000
4,4:42,,,KAN 30,31,38,"Morten Andersen kicks off 65 yards, returned by Deion Branch for 22 yards (tackle by Scott Fujita)",0.000,0.740
4,4:30,1,10,NWE 27,31,38,Antowain Smith left end for -2 yards (tackle by Jason Belser),0.740,-0.070
4,3:57,2,12,NWE 25,31,38,Tom Brady sacked by Eric Hicks for -4 yards,-0.070,-1.290
4,3:23,3,16,NWE 21,31,38,Tom Brady pass complete to Deion Branch for 4 yards (tackle by Corey Harris and Greg Wesley),-1.290,-1.700
4,2:39,4,12,NWE 25,31,38,"Ken Walter punts 38 yards, returned by Dante Hall for 9 yards (tackle by Larry Izzo)",-1.700,-1.990
4,2:30,1,10,KAN 46,31,38,Priest Holmes middle for 5 yards (tackle by Willie McGinest and Ted Johnson),1.990,2.130
4,2:08,2,5,NWE 49,31,38,Trent Green pass complete to Priest Holmes for 3 yards (tackle by Lawyer Milloy and Richard Seymour),2.130,1.820
4,2:00,3,2,NWE 46,31,38,Priest Holmes left guard for 3 yards (tackle by Anthony Pleasant and Bobby Hamilton),1.820,2.720
4,1:40,1,10,NWE 43,31,38,Trent Green pass incomplete intended for Eddie Kennison,2.720,2.180
4,1:36,2,10,NWE 43,31,38,Trent Green pass complete to Tony Gonzalez for 17 yards (tackle by Ty Law),2.180,3.840
4,1:13,1,10,NWE 26,31,38,Trent Green pass incomplete intended for Eddie Kennison,3.840,3.300
4,1:06,2,10,NWE 26,31,38,Trent Green pass complete to Tony Richardson for 5 yards (tackle by Ty Law and Victor Green),3.300,3.270
4,0:44,3,5,NWE 21,31,38,Trent Green pass complete to Dante Hall for 12 yards (tackle by Otis Smith),3.270,5.140
4,0:26,3,5,NWE 21,,,Timeout #2 by Kansas City Chiefs,3.270,5.140
4,0:26,1,9,NWE 9,31,38,Trent Green middle for 4 yards (tackle by Lawyer Milloy),5.140,5.150
4,0:10,2,5,NWE 5,31,38,Trent Green pass complete to Eddie Kennison for 4 yards (tackle by Terrell Buckley and Lawyer Milloy),5.150,5.170
4,0:03,2,5,NWE 5,,,Timeout #3 by Kansas City Chiefs,5.150,5.150
4,0:03,2,5,NWE 5,,,Timeout #1 by New England Patriots,5.150,5.170
4,0:03,3,1,NWE 1,37,38,"Priest Holmes middle for 1 yard, touchdown",5.170,7.000
4,0:03,,,NWE 1,38,38,Morten Andersen kicks extra point good,0.000,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,KAN,NWE,Detail,EPB,EPA
,,,,,,,"Patriots won the coin toss, Patriots to receive the overtime kickoff.",,
OT,15:00,,,KAN 30,38,38,"Morten Andersen kicks off 70 yards, returned by Deion Branch for 30 yards (tackle by Shaunard Harts)",0.000,0.940
OT,14:55,1,10,NWE 30,38,38,Tom Brady pass complete to David Patten for 13 yards (tackle by William Bartee),0.940,1.800
OT,14:13,1,10,NWE 43,38,38,Tom Brady pass complete to Christian Fauria for 8 yards (tackle by Mike Maslowski and Marvcus Patton),1.800,2.330
OT,13:36,2,2,KAN 49,38,38,Antowain Smith middle for 5 yards (tackle by Greg Wesley and Jason Belser),2.330,2.650
OT,13:02,1,10,KAN 44,38,38,Tom Brady pass incomplete intended for Deion Branch,2.650,2.110
OT,12:57,2,10,KAN 44,38,38,Tom Brady pass complete to David Patten for 22 yards (tackle by Greg Wesley and William Bartee),2.110,4.110
OT,12:21,1,10,KAN 22,38,38,Antowain Smith left guard for no gain (tackle by Duane Clemons and Jason Belser),4.110,3.560
OT,11:46,2,10,KAN 22,38,38,Tom Brady pass complete to Marc Edwards for 3 yards (tackle by William Bartee and Derrick Ransom),3.560,3.260
OT,11:02,3,7,KAN 19,38,38,Tom Brady middle for 2 yards (tackle by Mike Maslowski and John Browning),3.260,2.360
OT,10:24,3,7,KAN 19,,,Timeout #1 by Kansas City Chiefs,3.260,2.360
OT,10:24,4,5,KAN 17,38,41,Adam Vinatieri 35 yard field goal good,2.360,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
