Quarter,Time,Down,ToGo,Location,TEN,PHI,Detail,EPB,EPA
2,6:35,3,5,PHI 37,7,3,Jeff Garcia pass complete deep right to Reggie Brown for 22 yards (tackle by Chris Hope),0.500,2.850
2,6:14,1,10,TEN 41,7,3,Correll Buckhalter right tackle for 4 yards (tackle by David Thornton),2.850,2.850
2,5:29,2,6,TEN 37,7,3,Correll Buckhalter for 11 yards (tackle by Lamont Thompson and Calvin Lowry),2.850,3.840
2,4:58,1,10,TEN 26,7,3,Brian Westbrook right tackle for 6 yards (tackle by Kyle Vanden Bosch and Chris Hope),3.840,4.110
2,4:20,2,4,TEN 20,7,3,Jeff Garcia pass incomplete short right intended for L.J. Smith (defended by Chris Hope),4.110,3.400
2,4:11,3,4,TEN 20,7,3,Jeff Garcia pass incomplete short middle intended for Reggie Brown,3.400,2.200
2,4:06,4,4,TEN 20,7,6,David Akers 38 yard field goal good,2.200,3.000
2,4:06,,,PHI 30,7,6,"David Akers kicks off 64 yards, returned by Bobby Wade for 21 yards (tackle by Michael Lewis)",0.000,0.740
2,3:55,1,10,TEN 27,7,6,Travis Henry right tackle for no gain (tackle by Sam Rayburn),0.740,0.200
2,3:11,2,10,TEN 27,7,6,Travis Henry right tackle for 2 yards (tackle by Jeremiah Trotter),0.200,-0.230
2,3:05,2,10,TEN 27,7,6,Timeout #1 by Philadelphia Eagles,0.200,-0.230
2,3:05,3,8,TEN 29,7,6,"Vince Young pass incomplete short left intended for Brandon Jones. Penalty on Will Peterson: Defensive Holding, 5 yards (no play)",-0.230,1.200
2,2:59,1,10,TEN 34,7,6,"Vince Young sacked by Trent Cole for -5 yards. Vince Young fumbles (forced by Trent Cole), recovered by Vince Young at TEN-29",1.200,-0.020
2,2:29,2,15,TEN 29,7,6,Travis Henry middle for 5 yards (tackle by Brian Dawkins),-0.020,-0.030
2,2:24,2,15,TEN 29,7,6,Timeout #2 by Philadelphia Eagles,-0.020,-0.030
2,2:24,3,10,TEN 34,7,6,Vince Young for 12 yards (tackle by Brian Dawkins),-0.030,1.990
2,2:00,1,10,TEN 46,7,6,Travis Henry middle for 4 yards (tackle by Michael Lewis),1.990,1.990
2,1:35,2,6,,7,6,LenDale White middle for 5 yards (tackle by Trent Cole),1.990,1.950
2,1:24,2,6,,7,6,Timeout #1 by Tennessee Titans,1.990,1.950
2,1:24,3,1,PHI 45,7,6,LenDale White right guard for 5 yards (tackle by Jeremiah Trotter),1.950,2.920
2,1:02,1,10,PHI 40,7,6,Vince Young for 9 yards (tackle by Michael Lewis),2.920,3.590
2,0:55,2,1,PHI 31,7,6,LenDale White right tackle for 3 yards (tackle by Jeremiah Trotter and Trent Cole),3.590,3.710
2,0:25,1,10,PHI 28,7,6,Vince Young pass complete deep left to Bobby Wade for 18 yards (tackle by Brian Dawkins),3.710,4.910
2,0:21,1,10,PHI 10,7,6,Vince Young pass incomplete short right intended for Bo Scaife (defended by Brian Dawkins),4.910,4.190
2,0:16,2,10,PHI 10,7,6,Vince Young pass incomplete short middle intended for LenDale White,4.190,3.130
2,0:12,3,10,PHI 10,7,6,Vince Young sacked by Darren Howard and Sean Considine for -8 yards,3.130,2.250
2,0:02,4,18,PHI 18,10,6,Rob Bironas 36 yard field goal good,2.250,3.000
Quarter,Time,Down,ToGo,Location,TEN,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,10,6,"Rob Bironas kicks off 55 yards, returned by Reno Mahe for 32 yards (tackle by Rob Bironas)",0.000,2.060
3,14:53,1,10,PHI 47,10,6,Brian Westbrook right guard for 3 yards (tackle by David Thornton and Tony Brown),2.060,1.920
3,14:12,1,10,PHI 47,10,6,Timeout #1 by Philadelphia Eagles,2.060,1.920
3,14:12,2,7,,10,6,Jeff Garcia pass incomplete short left intended for Correll Buckhalter,1.920,1.220
3,14:07,3,7,,10,6,Jeff Garcia pass complete short right to Correll Buckhalter for 11 yards (tackle by Adam Jones),1.220,2.980
3,13:41,1,10,TEN 39,10,6,Jeff Garcia pass incomplete deep right intended for Reggie Brown,2.980,2.440
3,13:35,2,10,TEN 39,10,6,"Jeff Garcia pass incomplete deep right intended for L.J. Smith (defended by Chris Hope). Penalty on L.J. Smith: Offensive Pass Interference, 10 yards (no play)",2.440,1.090
3,13:31,2,20,TEN 49,10,6,Jeff Garcia pass incomplete deep right intended for Donte' Stallworth (defended by Lamont Thompson),1.090,0.430
3,13:23,3,20,TEN 49,10,6,Jeff Garcia pass complete short left to Correll Buckhalter for 8 yards (tackle by Keith Bulluck),0.430,0.530
3,12:40,4,12,TEN 41,10,6,"Dirk Johnson punts 41 yards, touchback. Penalty on Mike Bartrum: Offensive Holding, 10 yards",0.530,-0.940
3,12:31,1,10,TEN 30,16,6,"Travis Henry right tackle for 70 yards, touchdown",0.940,7.000
3,12:31,,,PHI 2,17,6,Rob Bironas kicks extra point good,0.000,0.000
3,12:31,,,TEN 30,17,6,"Rob Bironas kicks off 53 yards, returned by Reno Mahe for 23 yards (tackle by Casey Cramer)",0.000,1.600
3,12:14,1,10,PHI 40,17,6,Brian Westbrook right guard for 4 yards (tackle by Kyle Vanden Bosch),1.600,1.590
3,11:37,2,6,PHI 44,17,6,Brian Westbrook left end for 3 yards (tackle by Robaire Smith),1.590,1.290
3,10:55,3,3,PHI 47,17,6,Brian Westbrook for 4 yards (tackle by Cortland Finnegan),1.290,2.320
3,10:27,1,10,TEN 49,17,6,Jeff Garcia pass incomplete short left intended for Donte' Stallworth,2.320,1.780
3,10:19,2,10,TEN 49,17,6,Brian Westbrook right end for 4 yards (tackle by Vincent Fuller and Chris Hope),1.780,1.620
3,9:39,3,6,TEN 45,17,6,"Penalty on Shawn Andrews: False Start, 5 yards (no play)",1.620,0.960
3,9:21,3,11,,17,6,Jeff Garcia pass incomplete short left intended for L.J. Smith,0.960,-0.060
3,9:17,4,11,,23,6,"Dirk Johnson punts 40 yards, returned by Adam Jones for 90 yards, touchdown",-0.060,-7.000
3,8:55,,,PHI 2,24,6,Rob Bironas kicks extra point good,0.000,0.000
3,8:55,,,TEN 30,24,6,"Rob Bironas kicks off 57 yards, returned by Reno Mahe for 17 yards (tackle by Colby Bockwoldt)",0.000,0.940
3,8:49,1,10,PHI 30,24,6,Jeff Garcia pass incomplete short right intended for Brian Westbrook,0.940,0.390
3,8:42,2,10,PHI 30,24,6,Brian Westbrook left tackle for 3 yards (tackle by Vincent Fuller),0.390,0.100
3,8:12,3,7,PHI 33,24,6,Jeff Garcia pass incomplete short middle intended for L.J. Smith (defended by Chris Hope),0.100,-1.180
3,8:07,4,7,PHI 33,24,6,"Dirk Johnson punts 48 yards, returned by Adam Jones for 5 yards (tackle by Omar Gaither). Penalty on Adam Jones: Taunting, 12 yards",-1.180,0.350
3,7:55,1,10,TEN 12,24,6,LenDale White right guard for 2 yards (tackle by Darren Howard),-0.350,-0.610
3,7:12,1,10,TEN 12,24,6,Timeout #1 by Tennessee Titans,-0.350,-0.610
3,7:12,2,8,TEN 14,24,6,LenDale White right tackle for -4 yards (tackle by Trent Cole),-0.610,-1.650
3,6:31,3,12,TEN 10,24,6,Vince Young pass complete short middle to LenDale White for 11 yards (tackle by Brian Dawkins),-1.650,-1.960
,,,,,,,"PHI challenged the ruling, and the original play was overturned.",,
3,5:43,4,1,TEN 21,24,6,"Craig Hentrich punts 30 yards, out of bounds",-1.960,-2.190
3,5:35,1,10,PHI 49,24,6,Jeff Garcia pass complete short right to L.J. Smith for 9 yards (tackle by Cortland Finnegan and Lamont Thompson),2.190,2.860
3,4:54,2,1,TEN 42,24,6,Jeff Garcia pass incomplete deep right intended for Greg Lewis,2.860,2.150
3,4:48,3,1,TEN 42,24,6,Brian Westbrook middle for 2 yards (tackle by Keith Bulluck),2.150,2.920
3,4:14,1,10,TEN 40,24,6,Brian Westbrook right end for 8 yards (tackle by Lamont Thompson and Stephen Tulloch),2.920,3.450
3,3:38,2,2,TEN 32,24,6,Jeff Garcia pass incomplete short left intended for Donte' Stallworth (defended by Cortland Finnegan),3.450,2.740
3,3:34,3,2,TEN 32,24,6,Jeff Garcia pass complete short middle to L.J. Smith for 4 yards (tackle by Keith Bulluck),2.740,3.710
3,3:01,1,10,TEN 28,24,6,Jeff Garcia pass incomplete (defended by Albert Haynesworth),3.710,3.170
3,2:57,2,10,TEN 28,24,6,Brian Westbrook right end for 10 yards (tackle by Keith Bulluck),3.170,4.370
3,2:17,1,10,TEN 18,24,6,Jeff Garcia pass incomplete short left intended for Reggie Brown (defended by Vincent Fuller),4.370,3.800
3,2:10,2,10,TEN 18,24,6,Jeff Garcia pass complete short right to Brian Westbrook for no gain,3.800,3.050
3,1:27,3,10,TEN 18,24,6,Jeff Garcia pass incomplete deep right intended for L.J. Smith (defended by DeQuincy Scott),3.050,2.250
3,1:19,4,10,TEN 18,24,6,"Dirk Johnson for no gain. Mike Bartrum fumbles, recovered by Mike Bartrum at PHI-TEN",2.250,-0.870
3,1:08,1,10,TEN 29,24,6,Vince Young pass incomplete right intended for Brandon Jones,0.870,0.330
3,1:08,2,10,TEN 29,24,6,Travis Henry middle for no gain (tackle by Matt McCoy),0.330,-0.360
3,0:25,3,10,TEN 29,24,6,Vince Young pass complete short right to Brandon Jones for 9 yards (tackle by Jeremiah Trotter),-0.360,-0.850
Quarter,Time,Down,ToGo,Location,TEN,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,TEN 38,24,6,"Craig Hentrich punts 42 yards, fair catch by Reno Mahe",-0.850,-0.280
4,14:53,1,10,PHI 20,24,6,Jeff Garcia pass complete short middle to Reggie Brown for 9 yards (tackle by Peter Sirmon and Cortland Finnegan),0.280,0.950
4,14:18,2,1,PHI 29,24,6,Brian Westbrook right end for 1 yard (tackle by David Thornton),0.950,0.940
4,13:40,1,10,PHI 30,24,6,Jeff Garcia pass complete short right to Brian Westbrook for 4 yards (tackle by Vincent Fuller),0.940,0.930
4,13:10,2,6,PHI 34,24,6,Jeff Garcia pass complete short left to Correll Buckhalter for 13 yards (tackle by Chris Hope and Randy Starks),0.930,2.060
4,12:33,1,10,PHI 47,24,6,Jeff Garcia pass complete short right to L.J. Smith for 4 yards (tackle by David Thornton),2.060,2.060
4,12:01,2,6,TEN 49,24,6,Brian Westbrook right end for 7 yards (tackle by Chris Hope),2.060,2.790
4,11:31,1,10,TEN 42,24,6,Brian Westbrook right tackle for 27 yards (tackle by Cortland Finnegan),2.790,4.580
4,10:54,1,10,TEN 15,24,6,Reno Mahe right tackle for 4 yards (tackle by Stephen Tulloch),4.580,4.640
4,10:21,2,6,TEN 11,24,6,Jeff Garcia pass complete short right to Correll Buckhalter for 5 yards (tackle by Stephen Tulloch),4.640,4.900
4,9:44,3,1,TEN 6,24,6,Jeff Garcia middle for 1 yard (tackle by Peter Sirmon),4.900,6.060
4,9:14,1,5,TEN 5,24,12,"Jeff Garcia pass complete short middle to L.J. Smith for 5 yards, touchdown",6.060,7.000
4,9:14,,,TEN 2,24,13,David Akers kicks extra point good,0.000,0.000
4,9:14,,,PHI 30,24,13,"David Akers kicks off 55 yards, returned by Bobby Wade for 20 yards (tackle by Michael Lewis)",0.000,1.270
4,9:02,1,10,TEN 35,24,13,Vince Young pass complete short left to Ahmard Hall for 28 yards (tackle by Sean Considine),1.270,3.120
4,8:26,1,10,PHI 37,24,13,Travis Henry left guard for 3 yards (tackle by Trent Cole),3.120,2.980
4,7:47,2,7,PHI 34,24,13,Travis Henry right tackle for 2 yards (tackle by Mike Patterson),2.980,2.540
4,7:02,3,5,PHI 32,24,13,Vince Young sacked by Darren Howard and Trent Cole for -4 yards,2.540,0.880
4,6:31,4,9,PHI 36,24,13,Craig Hentrich punts 34 yards,0.880,0.380
4,6:21,1,10,PHI 2,24,13,Jeff Garcia pass complete short left to Donte' Stallworth for 7 yards (tackle by Cortland Finnegan),-0.380,-0.270
4,5:50,2,3,PHI 9,24,13,Jeff Garcia pass complete to L.J. Smith for 23 yards (tackle by Chris Hope),-0.270,1.070
4,5:21,1,10,PHI 32,24,13,Jeff Garcia pass complete short right to Brian Westbrook for 9 yards (tackle by Keith Bulluck),1.070,1.740
4,4:50,2,1,PHI 41,24,13,Jeff Garcia pass incomplete short left intended for Thomas Tapeh (defended by Keith Bulluck),1.740,1.030
4,4:47,3,1,PHI 41,24,13,Brian Westbrook middle for -1 yards (tackle by DeQuincy Scott),1.030,-0.720
4,4:14,4,2,PHI 40,24,13,Jeff Garcia pass complete short left to Brian Westbrook for 2 yards (tackle by Cortland Finnegan),-0.720,1.730
4,4:07,1,10,PHI 42,24,13,Brian Westbrook for 7 yards (tackle by Cortland Finnegan),1.730,2.130
4,4:02,2,3,PHI 49,24,13,Jeff Garcia pass incomplete deep left intended for Donte' Stallworth (defended by Cortland Finnegan),2.130,1.420
4,3:55,3,3,PHI 49,24,13,Jeff Garcia pass incomplete short right intended for Reggie Brown,1.420,-0.130
4,3:48,4,3,PHI 49,24,13,Jeff Garcia pass incomplete short left intended for Hank Baskett (defended by David Thornton),-0.130,-2.320
4,3:44,1,10,PHI 49,24,13,Travis Henry middle for 2 yards (tackle by Michael Lewis),2.320,2.050
4,3:38,1,10,PHI 49,24,13,Timeout #2 by Philadelphia Eagles,2.320,2.050
4,3:38,2,8,PHI 47,24,13,Travis Henry right guard for 3 yards (tackle by Jeremiah Trotter),2.050,1.750
4,3:38,2,8,PHI 47,24,13,Timeout #3 by Philadelphia Eagles,2.050,1.750
4,3:31,3,5,PHI 44,24,13,Vince Young pass incomplete short right intended for Courtney Roby (defended by Lito Sheppard),1.750,0.330
4,3:26,4,5,PHI 44,24,13,"Craig Hentrich punts 34 yards, fair catch by Reno Mahe",0.330,0.380
4,3:15,1,10,PHI 10,24,13,Jeff Garcia pass complete to L.J. Smith for 7 yards (tackle by Adam Jones),-0.380,-0.090
4,2:49,2,3,PHI 17,24,13,"Jeff Garcia pass complete short left to Correll Buckhalter for -2 yards (tackle by Vincent Fuller). Correll Buckhalter fumbles (forced by Vincent Fuller), recovered by Correll Buckhalter at PHI-15",-0.090,-0.840
4,2:20,3,5,PHI 15,24,13,Jeff Garcia pass complete to Correll Buckhalter for 6 yards (tackle by Vincent Fuller and David Thornton),-0.840,0.340
4,2:00,1,10,PHI 21,24,13,Jeff Garcia pass incomplete deep left intended for Donte' Stallworth,0.340,-0.200
4,1:55,2,10,PHI 21,24,13,Jeff Garcia pass complete to Brian Westbrook for 2 yards (tackle by Keith Bulluck),-0.200,-0.630
4,1:29,3,8,PHI 23,24,13,Jeff Garcia pass complete to Hank Baskett for 17 yards (tackle by David Thornton),-0.630,1.600
4,1:21,1,10,PHI 40,24,13,Jeff Garcia pass incomplete right intended for Reggie Brown,1.600,1.050
4,1:14,2,10,PHI 40,24,13,Jeff Garcia pass complete short left to Brian Westbrook for 4 yards (tackle by Cortland Finnegan),1.050,0.890
4,1:06,3,6,PHI 44,24,13,Jeff Garcia pass complete short right to Donte' Stallworth for 14 yards (tackle by Vincent Fuller),0.890,2.790
4,0:45,1,10,TEN 42,24,13,Jeff Garcia pass incomplete short right intended for Reggie Brown (defended by Adam Jones),2.790,2.240
4,0:42,2,10,TEN 42,24,13,Jeff Garcia pass incomplete deep right intended for Reggie Brown,2.240,1.550
4,0:32,3,10,TEN 42,30,13,"Jeff Garcia for no gain. Jamaal Jackson fumbles, recovered by Randy Starks at PHI-42 and returned for 26 yards, lateral to Keith Bulluck for 16 yards, touchdown",1.550,-7.000
4,0:20,,,PHI 2,31,13,Rob Bironas kicks extra point good,0.000,0.000
4,0:20,,,TEN 30,31,13,"Rob Bironas kicks off 48 yards, returned by Greg Lewis for 18 yards, lateral to Reno Mahe for 11 yards. Reno Mahe fumbles, recovered by LeVar Woods at TEN-49",0.000,-2.260
4,0:08,1,10,,31,13,Vince Young kneels for -1 yards,2.260,1.580
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
