Quarter,Time,Down,ToGo,Location,LAC,NWE,Detail,EPB,EPA
2,4:11,2,10,NWE 21,7,28,Sony Michel up the middle for 3 yards (tackle by Casey Hayward),-0.200,-0.490
2,3:36,3,7,NWE 24,7,28,Tom Brady pass incomplete short middle intended for James White,-0.490,-1.770
2,3:32,4,7,NWE 24,7,28,"Ryan Allen punts 48 yards, muffed catch by Desmond King, recovered by Albert McClellan at LAC-35 (tackle by Geremy Davis)",-1.770,3.250
2,3:23,1,10,LAC 35,7,28,Tom Brady pass complete deep middle to Julian Edelman for 19 yards (tackle by Rayshawn Jenkins and Michael Davis),3.250,4.510
2,2:39,1,10,LAC 16,7,28,Sony Michel up the middle for 2 yards (tackle by Melvin Ingram),4.510,4.210
2,2:00,2,8,LAC 14,7,28,Tom Brady pass complete short right to Phillip Dorsett for 9 yards (tackle by Michael Davis),4.210,6.060
2,1:47,,,,,,Timeout #2 by Los Angeles Chargers,,
2,1:47,1,5,LAC 5,7,34,"Sony Michel up the middle for 5 yards, touchdown",6.060,7.000
2,1:43,,,LAC 15,7,35,Stephen Gostkowski kicks extra point good,0.000,0.000
2,1:43,,,NWE 35,7,35,"Stephen Gostkowski kicks off 65 yards, touchback.",0.000,0.610
2,1:43,1,10,LAC 25,7,35,Philip Rivers sacked by Trey Flowers for -10 yards,0.610,-1.430
2,1:36,,,,,,Timeout #1 by New England Patriots,,
2,1:36,2,20,LAC 15,7,35,Philip Rivers pass complete short middle to Antonio Gates for 10 yards (tackle by Devin McCourty),-1.430,-0.620
2,1:06,3,10,LAC 25,7,35,Philip Rivers pass incomplete short left intended for Mike Williams (defended by J.C. Jackson),-0.620,-1.700
2,1:01,4,10,LAC 25,7,35,"Donnie Jones punts 43 yards, returned by Julian Edelman for 16 yards (tackle by Kyle Emanuel)",-1.700,-2.130
2,0:51,1,10,NWE 48,7,35,Tom Brady pass complete short left to James White for no gain (tackle by Brandon Mebane),2.130,1.580
2,0:31,2,10,NWE 48,7,35,Tom Brady pass complete short middle to Julian Edelman for 12 yards (tackle by Jahleel Addae),1.580,2.920
2,0:26,,,,,,Timeout #2 by New England Patriots,,
2,0:26,1,10,LAC 40,7,35,Tom Brady pass complete short left to James White for 2 yards (tackle by Casey Hayward),2.920,2.640
2,0:21,2,8,LAC 38,7,35,Tom Brady pass complete short left to James White for 2 yards (tackle by Jahleel Addae),2.640,2.210
2,0:15,,,,,,Timeout #3 by New England Patriots,,
2,0:15,3,6,LAC 36,7,35,Tom Brady pass complete short right to Phillip Dorsett for 6 yards (tackle by Michael Davis),2.210,2.790
Quarter,Time,Down,ToGo,Location,LAC,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,7,35,"Stephen Gostkowski kicks off 62 yards, returned by Desmond King for no gain (tackle by Ramon Humber)",0.000,1.000
3,14:53,1,10,LAC 31,7,35,Philip Rivers pass incomplete short right intended for Keenan Allen,1.000,0.460
3,14:48,2,10,LAC 31,7,35,Philip Rivers pass incomplete short right,0.460,-0.230
3,14:44,3,10,LAC 31,7,35,Philip Rivers pass complete short right to Tyrell Williams for 3 yards (tackle by Jason McCourty),-0.230,-1.110
3,14:03,4,7,LAC 34,7,35,"Donnie Jones punts 34 yards, returned by Julian Edelman for 1 yard (tackle by Nick Dzubnar)",-1.110,-1.140
3,13:53,1,10,NWE 33,7,35,Julian Edelman right end for 7 yards (tackle by Desmond King and Jahleel Addae),1.140,1.540
3,13:17,2,3,NWE 40,7,35,Rex Burkhead right end for -1 yards (tackle by Melvin Ingram),1.540,0.700
3,12:33,3,4,NWE 39,7,35,Tom Brady pass complete short middle to Rob Gronkowski for 25 yards (tackle by Adrian Phillips),0.700,3.180
3,11:44,1,10,LAC 36,7,35,Sony Michel right tackle for 5 yards (tackle by Darius Philon),3.180,3.310
3,11:12,2,5,LAC 31,7,35,Tom Brady pass complete short right to James White for 4 yards (tackle by Derwin James and Adrian Phillips),3.310,3.140
3,10:36,3,1,LAC 27,7,35,James Develin up the middle for 3 yards (tackle by Kyle Emanuel and Hayes Pullard),3.140,3.970
3,10:02,1,10,LAC 24,7,35,Tom Brady pass incomplete short middle intended for Julian Edelman,3.970,3.430
3,9:57,2,10,LAC 24,7,35,Tom Brady pass complete short right to Rex Burkhead for 7 yards (tackle by Uchenna Nwosu),3.430,3.750
3,9:20,3,3,LAC 17,7,35,Tom Brady pass complete short left to James White for 1 yard (tackle by Desmond King),3.750,2.500
3,8:38,4,2,LAC 16,7,35,Sony Michel left tackle for 7 yards (tackle by Kyle Emanuel and Rayshawn Jenkins),2.500,5.140
3,7:59,1,9,LAC 9,7,35,Sony Michel left guard for no gain (tackle by Derwin James),5.140,4.380
3,7:20,2,9,LAC 9,7,35,Tom Brady pass complete short left to James White for -1 yards (tackle by Derwin James),4.380,3.130
3,6:40,3,10,LAC 10,7,35,Tom Brady pass incomplete short left intended for Chris Hogan,3.130,2.760
3,6:34,4,10,LAC 10,7,38,Stephen Gostkowski 28 yard field goal good,2.760,3.000
3,6:31,,,NWE 35,7,38,"Stephen Gostkowski kicks off 58 yards, returned by Desmond King for no gain (tackle by Matthew Slater)",0.000,0.810
3,6:23,1,10,LAC 28,7,38,Philip Rivers pass incomplete short left,0.810,0.260
3,6:17,2,10,LAC 28,7,38,"Philip Rivers sacked by Trey Flowers for no gain. Penalty on Trey Flowers: Roughing the Passer, 15 yards (no play)",0.260,1.800
3,5:52,1,10,LAC 43,7,38,Philip Rivers pass complete deep middle to Mike Williams for 20 yards (tackle by Devin McCourty),1.800,3.120
3,5:15,1,10,NWE 37,7,38,Philip Rivers pass complete short right to Mike Williams for 5 yards (tackle by Patrick Chung and J.C. Jackson),3.120,3.250
3,4:40,2,5,NWE 32,7,38,Philip Rivers pass complete short right to Mike Williams for 15 yards (tackle by J.C. Jackson),3.250,4.440
3,4:13,1,10,NWE 17,7,38,Melvin Gordon right end for -3 yards (tackle by John Simon and Adrian Clayborn),4.440,3.490
3,3:34,2,13,NWE 20,7,38,Philip Rivers pass incomplete deep right intended for Austin Ekeler,3.490,2.810
3,3:29,3,13,NWE 20,7,38,"Philip Rivers pass incomplete deep left intended for Mike Williams. Penalty on Stephon Gilmore: Defensive Holding, 5 yards (no play)",2.810,4.580
3,3:23,1,10,NWE 15,7,38,Philip Rivers pass complete short right to Antonio Gates for -3 yards (tackle by Patrick Chung),4.580,3.560
3,2:40,2,13,NWE 18,7,38,Philip Rivers pass complete deep left to Tyrell Williams for 17 yards (tackle by J.C. Jackson),3.560,6.970
3,2:01,,,,,,Timeout #1 by Los Angeles Chargers,,
3,2:01,1,1,NWE 1,7,38,Melvin Gordon right guard for no gain (tackle by Elandon Roberts),6.970,5.910
3,1:18,2,1,NWE 1,13,38,"Melvin Gordon up the middle for 1 yard, touchdown",5.910,7.000
3,1:16,,,NWE 15,14,38,Michael Badgley kicks extra point good,0.000,0.000
3,1:16,,,LAC 35,14,38,"Nick Rose kicks off 65 yards, touchback.",0.000,0.610
3,1:16,1,10,NWE 25,14,38,Tom Brady pass complete short middle to Julian Edelman for 9 yards (tackle by Kyle Emanuel and Uchenna Nwosu),0.610,1.280
3,0:34,2,1,NWE 34,14,38,James Develin up the middle for 2 yards (tackle by Brandon Mebane and Hayes Pullard),1.280,1.330
Quarter,Time,Down,ToGo,Location,LAC,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NWE 36,14,38,Tom Brady pass complete deep left to Julian Edelman for 35 yards (tackle by Rayshawn Jenkins),1.330,3.640
4,14:11,1,10,LAC 29,14,38,"Cordarrelle Patterson right end for no gain (tackle by Derwin James). Penalty on Julian Edelman: Offensive Holding, 10 yards (no play)",3.640,2.980
4,13:49,1,20,LAC 39,14,38,Tom Brady pass complete short left to James White for 23 yards (tackle by Desmond King),2.980,4.510
4,13:13,1,10,LAC 16,14,38,Tom Brady pass incomplete short right intended for Cordarrelle Patterson,4.510,3.900
4,13:09,2,10,LAC 16,14,38,Tom Brady pass incomplete short left intended for Julian Edelman,3.900,3.080
4,13:05,3,10,LAC 16,14,38,Tom Brady pass complete short right to Chris Hogan for 4 yards (tackle by Jahleel Addae and Michael Davis),3.080,2.660
4,12:27,4,6,LAC 12,14,41,Stephen Gostkowski 30 yard field goal good,2.660,3.000
4,12:23,,,NWE 35,14,41,"Stephen Gostkowski kicks off 62 yards, returned by Desmond King for no gain (tackle by Ramon Humber and Matthew Slater)",0.000,0.540
4,12:18,1,10,LAC 24,14,41,"Philip Rivers pass incomplete short right. Penalty on Dan Feeney: Offensive Holding, 10 yards (no play)",0.540,-0.500
4,12:13,1,20,LAC 14,14,41,Philip Rivers pass incomplete deep left intended for Keenan Allen,-0.500,-1.470
4,12:08,2,20,LAC 14,14,41,Philip Rivers pass incomplete deep left intended for Hunter Henry (defended by Kyle Van Noy),-1.470,-2.450
4,12:01,3,20,LAC 14,14,41,Philip Rivers pass incomplete deep left intended for Tyrell Williams (defended by Jason McCourty),-2.450,-2.470
4,11:55,4,20,LAC 14,14,41,"Donnie Jones punts 43 yards, returned by Julian Edelman for 5 yards. Penalty on Jonathan Jones: Running Into the Kicker (Declined)",-2.470,-2.130
4,11:47,1,10,NWE 48,14,41,Sony Michel left guard for 6 yards (tackle by Jahleel Addae),2.130,2.390
4,11:09,2,4,LAC 46,14,41,Sony Michel up the middle for 3 yards (tackle by Derwin James and Jahleel Addae),2.390,2.080
4,10:36,3,1,LAC 43,14,41,Sony Michel left guard for no gain (tackle by Joey Bosa and Derwin James),2.080,0.400
4,9:48,4,1,LAC 43,14,41,"Ryan Allen punts 43 yards, touchback.",0.400,-0.280
4,9:39,1,10,LAC 20,14,41,Philip Rivers pass complete deep middle to Tyrell Williams for 29 yards (tackle by Jason McCourty),0.280,2.190
4,9:11,1,10,LAC 49,14,41,Philip Rivers pass incomplete short right intended for Justin Jackson,2.190,1.650
4,9:07,2,10,LAC 49,14,41,"Philip Rivers pass incomplete short left intended for Tyrell Williams (defended by J.C. Jackson). Penalty on J.C. Jackson: Defensive Pass Interference, 12 yards (no play)",1.650,2.980
4,9:02,1,10,NWE 39,14,41,Justin Jackson left tackle for 4 yards (tackle by Devin McCourty and Adam Butler),2.980,2.980
4,8:32,2,6,NWE 35,14,41,Philip Rivers pass complete short left to Justin Jackson for 2 yards (tackle by Kyle Van Noy),2.980,2.540
4,7:51,3,4,NWE 33,14,41,Philip Rivers pass complete deep right to Keenan Allen for 32 yards (tackle by Jason McCourty),2.540,6.970
4,7:42,1,1,NWE 1,20,41,"Philip Rivers pass complete short left to Virgil Green for 1 yard, touchdown",6.970,7.000
4,7:38,,,NWE 2,22,41,"Two Point Attempt: Philip Rivers pass complete to Keenan Allen, conversion succeeds",0.000,1.000
4,7:38,,,LAC 35,22,41,"Michael Badgley kicks onside 9 yards, returned by Nate Ebner for no gain",0.000,-2.650
4,7:37,1,10,LAC 44,22,41,Sony Michel up the middle for 1 yard (tackle by Michael Davis),2.650,2.250
4,6:59,2,9,LAC 43,22,41,Tom Brady pass complete short left to Chris Hogan for 4 yards (tackle by Casey Hayward),2.250,2.080
4,6:17,3,5,LAC 39,22,41,Tom Brady pass complete short middle to James White for -1 yards (tackle by Uchenna Nwosu),2.080,0.590
4,5:37,4,6,LAC 40,22,41,"Penalty on James Develin: False Start, 5 yards (no play)",0.590,0.270
4,5:13,4,11,LAC 45,22,41,Ryan Allen punts 43 yards downed by Matthew Slater,0.270,0.380
4,5:04,1,10,LAC 2,22,41,Philip Rivers pass incomplete short right intended for Mike Williams (defended by J.C. Jackson),-0.380,-0.780
4,5:00,2,10,LAC 2,22,41,Philip Rivers pass incomplete short left intended for Keenan Allen,-0.780,-1.420
4,4:56,3,10,LAC 2,22,41,Philip Rivers pass complete short middle to Antonio Gates for 12 yards (tackle by Dont'a Hightower),-1.420,-0.280
4,4:28,1,10,LAC 14,22,41,Philip Rivers pass incomplete deep middle intended for Antonio Gates,-0.280,-0.750
4,4:22,2,10,LAC 14,22,41,Philip Rivers pass incomplete short left intended for Travis Benjamin,-0.750,-1.400
4,4:18,3,10,LAC 14,22,41,Philip Rivers pass deep right intended for Keenan Allen is intercepted by Stephon Gilmore at LAC-33 and returned for no gain,-1.400,-3.380
4,4:12,1,10,LAC 33,22,41,"Sony Michel right end for no gain (tackle by Hayes Pullard). Penalty on Joe Thuney: Offensive Holding, 10 yards (no play)",3.380,2.720
4,4:06,1,20,LAC 43,22,41,Sony Michel left tackle for 2 yards (tackle by Brandon Mebane),2.720,1.760
4,4:01,,,,,,Timeout #2 by Los Angeles Chargers,,
4,4:01,2,18,LAC 41,22,41,Cordarrelle Patterson right end for 3 yards (tackle by Desmond King and Jahleel Addae),1.760,1.490
4,3:53,,,,,,Timeout #3 by Los Angeles Chargers,,
4,3:53,3,15,LAC 38,22,41,Rex Burkhead left guard for 4 yards (tackle by Isaac Rochell),1.490,1.060
4,3:06,4,11,LAC 34,22,41,"Penalty on NWE: Delay of Game, 5 yards (no play)",1.060,0.660
4,3:06,4,16,LAC 39,22,41,"Ryan Allen punts 39 yards, touchback.",0.660,-0.280
4,2:59,1,10,LAC 20,22,41,Philip Rivers pass incomplete short left intended for Mike Williams,0.280,-0.270
4,2:54,2,10,LAC 20,22,41,Philip Rivers pass incomplete short left intended for Austin Ekeler,-0.270,-0.960
4,2:50,3,10,LAC 20,22,41,Philip Rivers pass incomplete deep middle intended for Travis Benjamin (defended by Devin McCourty),-0.960,-2.030
4,2:43,4,10,LAC 20,22,41,Philip Rivers pass complete short left to Antonio Gates for 14 yards (tackle by Patrick Chung),-2.030,1.200
4,2:37,1,10,LAC 34,22,41,Philip Rivers pass complete short middle to Austin Ekeler for 7 yards (tackle by Dont'a Hightower),1.200,1.600
4,2:08,2,3,LAC 41,22,41,Philip Rivers sacked by Adrian Clayborn for -5 yards,1.600,0.230
4,2:00,,,,,,Timeout #2 by New England Patriots,,
4,2:00,3,8,LAC 36,22,41,Philip Rivers pass complete short left to Tyrell Williams for 19 yards (tackle by Devin McCourty),0.230,2.590
4,1:53,1,10,NWE 45,22,41,Philip Rivers pass complete short right to Justin Jackson for no gain (tackle by Kyle Van Noy),2.590,2.040
4,1:23,2,10,NWE 45,22,41,Philip Rivers pass complete short left to Justin Jackson for 20 yards (tackle by Devin McCourty),2.040,3.910
4,1:17,1,10,NWE 25,22,41,Philip Rivers pass incomplete short middle intended for Antonio Gates,3.910,3.360
4,1:13,2,10,NWE 25,22,41,"Philip Rivers pass complete short right to Austin Ekeler for 9 yards (tackle by Patrick Chung). Penalty on Dont'a Hightower: Roughing the Passer, 8 yards",3.360,5.370
4,1:04,1,8,NWE 8,28,41,"Philip Rivers pass complete short right to Antonio Gates for 8 yards, touchdown",5.370,7.000
4,0:59,,,NWE 2,28,41,"Two Point Attempt: Philip Rivers pass incomplete intended for Mike Williams, conversion fails",0.000,-1.000
4,0:59,,,LAC 35,28,41,"Michael Badgley kicks onside 14 yards, returned by Nate Ebner for no gain",0.000,-2.320
4,0:58,1,10,LAC 49,28,41,Tom Brady kneels for no gain,2.320,1.780
4,0:35,2,10,LAC 49,28,41,Tom Brady kneels for -1 yards,1.780,0.960
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
