Quarter,Time,Down,ToGo,Location,NWE,SEA,Detail,EPB,EPA
4,12:07,2,10,NWE 7,23,28,Rex Burkhead up the middle for no gain (tackle by Bruce Irvin),-0.780,-1.420
4,11:31,3,10,NWE 7,23,28,Cam Newton pass complete deep left to Damiere Byrd for 20 yards,-1.420,0.740
4,10:59,1,10,NWE 27,23,28,Cam Newton pass complete short right to N'Keal Harry for 8 yards (tackle by Shaquill Griffin),0.740,1.280
4,10:22,2,2,NWE 35,23,28,Cam Newton pass complete short left to Damiere Byrd for -2 yards (tackle by Quinton Dunbar),1.280,0.300
4,9:39,3,4,NWE 33,23,28,Rex Burkhead left end for -4 yards (tackle by Jamal Adams),0.300,-1.440
4,9:09,4,8,NWE 29,23,28,"Jake Bailey punts 56 yards, returned by David Moore for 20 yards (tackle by Cody Davis and Matthew Slater)",-1.440,-1.270
4,8:56,1,10,SEA 35,23,28,Russell Wilson pass complete short middle to Tyler Lockett for 9 yards (tackle by Brandon Copeland),1.270,1.940
4,8:20,2,1,SEA 44,23,28,Carlos Hyde left guard for 3 yards (tackle by John Simon),1.940,2.060
4,7:39,1,10,SEA 47,23,28,Russell Wilson pass incomplete deep left,2.060,1.520
4,7:33,2,10,SEA 47,23,28,Russell Wilson pass complete short left to D.K. Metcalf for 19 yards (tackle by Stephon Gilmore),1.520,3.310
4,6:56,1,10,NWE 34,23,28,Chris Carson left tackle for 3 yards (tackle by J.C. Jackson and Deatrich Wise),3.310,3.180
4,6:10,2,7,NWE 31,23,28,Russell Wilson pass incomplete short left,3.180,2.480
4,6:03,3,7,NWE 31,23,28,Russell Wilson pass complete short left to Tyler Lockett for 8 yards (tackle by Jonathan Jones),2.480,4.040
4,5:19,1,10,NWE 23,23,28,Chris Carson right tackle for 5 yards (tackle by Adrian Phillips and Brandon Copeland),4.040,4.210
4,4:38,2,5,NWE 18,23,34,"Russell Wilson pass complete deep right to Chris Carson for 18 yards, touchdown",4.210,7.000
4,4:32,,,NWE 15,23,35,Jason Myers kicks extra point good,0.000,0.000
4,4:32,,,SEA 35,23,35,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
4,4:32,1,10,NWE 25,23,35,Cam Newton right end for 13 yards (tackle by Ugo Amadi),0.610,1.470
4,4:04,1,10,NWE 38,23,35,Cam Newton pass incomplete short left intended for N'Keal Harry,1.470,0.920
4,4:00,2,10,NWE 38,23,35,Cam Newton pass complete short middle to Julian Edelman for 12 yards (tackle by K.J. Wright and Bobby Wagner),0.920,2.260
4,3:38,1,10,NWE 50,23,35,Cam Newton pass complete deep middle to Damiere Byrd for 16 yards (tackle by Lano Hill),2.260,3.310
4,3:05,1,10,SEA 34,23,35,Cam Newton pass incomplete short middle intended for Rex Burkhead,3.310,2.770
4,3:01,2,10,SEA 34,23,35,Cam Newton pass complete deep middle to Julian Edelman for 33 yards (tackle by Jamal Adams),2.770,6.970
4,2:19,1,1,SEA 1,29,35,"Cam Newton left guard for 1 yard, touchdown",6.970,7.000
4,2:16,,,SEA 15,30,35,Nick Folk kicks extra point good,0.000,0.000
4,2:16,,,NWE 35,30,35,"Jake Bailey kicks off 64 yards, returned by Travis Homer for 21 yards (tackle by Kyle Dugger)",0.000,0.410
4,2:09,1,10,SEA 22,30,35,Chris Carson right end for 6 yards (tackle by Jason McCourty),0.410,0.680
4,2:00,2,4,SEA 28,30,35,Chris Carson left tackle for 3 yards (tackle by Ja'Whaun Bentley and John Simon),0.680,0.370
4,1:55,,,,,,Timeout #1 by New England Patriots,,
4,1:55,,,,,,Timeout #1 by Seattle Seahawks,,
4,1:55,3,1,SEA 31,30,35,Russell Wilson pass incomplete deep right intended for Tyler Lockett,0.370,-1.310
4,1:49,4,1,SEA 31,30,35,"Michael Dickson punts 50 yards, fair catch by Damiere Byrd at NE-19",-1.310,-0.150
4,1:42,1,10,NWE 19,30,35,Cam Newton pass complete short right to N'Keal Harry for 13 yards (tackle by Shaquill Griffin),0.150,1.070
4,1:20,1,10,NWE 32,30,35,Cam Newton pass complete short right to Ryan Izzo for 3 yards (tackle by K.J. Wright),1.070,0.930
4,1:13,2,7,NWE 35,30,35,Cam Newton pass complete short middle to N'Keal Harry for 17 yards (tackle by Shaquill Griffin),0.930,2.390
4,0:53,1,10,SEA 48,30,35,Cam Newton pass incomplete deep right intended for N'Keal Harry,2.390,1.850
4,0:49,2,10,SEA 48,30,35,Cam Newton left tackle for 12 yards (tackle by Ugo Amadi),1.850,3.180
4,0:41,,,,,,Timeout #2 by New England Patriots,,
4,0:41,1,10,SEA 36,30,35,"Cam Newton pass incomplete deep right intended for Julian Edelman. Penalty on Ugo Amadi: Illegal Contact, 5 yards (no play)",3.180,3.510
4,0:36,1,10,SEA 31,30,35,Cam Newton pass complete deep left to Julian Edelman for 18 yards (tackle by Bobby Wagner),3.510,4.710
4,0:13,1,10,SEA 13,30,35,Cam Newton pass incomplete short middle intended for Julian Edelman,4.710,4.050
4,0:09,,,,,,Timeout #2 by Seattle Seahawks,,
4,0:09,2,10,SEA 13,30,35,Cam Newton pass complete short left to N'Keal Harry for 12 yards (tackle by Quinton Dunbar),4.050,6.970
4,0:03,,,,,,Timeout #3 by New England Patriots,,
4,0:03,,,,,,Timeout #3 by Seattle Seahawks,,
4,0:03,1,1,SEA 1,30,35,Cam Newton left tackle for -1 yards (tackle by L.J. Collier),6.970,5.720
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
