Quarter,Time,Down,ToGo,Location,IND,PIT,Detail,EPB,EPA
4,2:29,,,,,,Timeout #3 by Indianapolis Colts,,
4,2:29,3,2,PIT 43,24,28,Ben Roethlisberger pass complete short right to Diontae Johnson for 1 yard (tackle by Kenny Moore and Xavier Rhodes),1.090,-0.460
4,2:25,4,1,PIT 44,24,28,"Jordan Berry punts 41 yards, fair catch by Nyheim Hines at IND-15",-0.460,0.220
4,2:18,1,10,IND 15,24,28,Philip Rivers pass complete short left to Nyheim Hines for 11 yards (tackle by Avery Williamson),-0.220,0.670
4,2:12,1,10,IND 26,24,28,Philip Rivers pass complete short left to Nyheim Hines for 5 yards (tackle by Steven Nelson),0.670,0.810
4,2:05,2,5,IND 31,24,28,Philip Rivers pass complete short left to Nyheim Hines for no gain (tackle by Steven Nelson),0.810,0.100
4,2:00,3,5,IND 31,24,28,Philip Rivers pass incomplete deep left intended for Trey Burton,0.100,-1.310
4,1:55,4,5,IND 31,24,28,"Philip Rivers pass short left is intercepted by Steven Nelson at IND-44 and returned for no gain. Penalty on Steven Nelson: Defensive Pass Interference, 9 yards (no play)",-1.310,1.600
4,1:49,1,10,IND 40,24,28,Philip Rivers pass complete short left to Nyheim Hines for 4 yards (tackle by Steven Nelson),1.600,1.590
4,1:43,2,6,IND 44,24,28,Philip Rivers pass incomplete short middle intended for Jack Doyle (defended by Minkah Fitzpatrick),1.590,0.890
4,1:39,3,6,IND 44,24,28,Philip Rivers pass complete short left to T.Y. Hilton for 21 yards (tackle by Minkah Fitzpatrick),0.890,3.250
4,1:33,1,10,PIT 35,24,28,Philip Rivers pass complete short left to Trey Burton for 2 yards,3.250,2.970
4,1:28,2,8,PIT 33,24,28,Philip Rivers pass incomplete short left intended for T.Y. Hilton,2.970,2.280
4,1:24,3,8,PIT 33,24,28,Philip Rivers pass incomplete deep middle intended for T.Y. Hilton,2.280,1.150
4,1:19,4,8,PIT 33,24,28,Philip Rivers pass incomplete deep right intended for Zach Pascal,1.150,-1.140
4,1:14,1,10,PIT 33,24,28,Ben Roethlisberger kneels for no gain,1.140,0.590
4,0:38,2,10,PIT 33,24,28,Ben Roethlisberger kneels for -1 yards,0.590,-0.230
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
