Quarter,Time,Down,ToGo,Location,BUF,ARI,Detail,EPB,EPA
3,13:34,4,5,ARI 27,14,24,"Dirk Johnson punts 51 yards, returned by Fred Jackson for 22 yards (tackle by Dirk Johnson)",-1.570,-1.860
3,12:38,1,10,BUF 44,14,24,Marshawn Lynch right end for 22 yards (tackle by Aaron Francisco),1.860,3.310
3,12:05,1,10,ARI 34,14,24,Marshawn Lynch left tackle for -1 yards (tackle by Karlos Dansby),3.310,2.640
3,11:29,2,11,ARI 35,14,24,"J.P. Losman sacked by Darnell Dockett for -4 yards. Penalty on Travis LaBoy: Defensive Offside, 5 yards (no play)",2.640,3.310
3,11:06,2,6,ARI 30,14,24,Marshawn Lynch up the middle for 1 yard (tackle by Darnell Dockett and Bryan Robinson),3.310,2.740
3,10:25,3,5,ARI 29,14,24,Marshawn Lynch right tackle for -1 yards (tackle by Karlos Dansby),2.740,1.430
3,9:39,4,6,ARI 30,17,24,Rian Lindell 48 yard field goal good,1.430,3.000
3,,,,BUF 30,17,24,"Rian Lindell kicks off 69 yards, returned by J.J. Arrington for 21 yards (tackle by Jon Corto)",0.000,0.410
3,9:29,1,10,ARI 22,17,24,Kurt Warner pass complete deep left to Steve Breaston for 18 yards (tackle by Jabari Greer),0.410,1.600
3,9:00,1,10,ARI 40,17,24,Kurt Warner pass complete short right to Steve Breaston for 16 yards (tackle by Paul Posluszny),1.600,2.650
3,8:16,1,10,BUF 44,17,24,Edgerrin James left end for -3 yards (tackle by Aaron Schobel),2.650,1.710
3,7:38,2,13,BUF 47,17,24,Kurt Warner pass incomplete short left intended for Terrelle Smith (defended by Aaron Schobel),1.710,1.030
3,7:31,3,13,BUF 47,17,24,Kurt Warner pass complete short left to J.J. Arrington for 13 yards (tackle by George Wilson),1.030,3.310
3,6:57,1,10,BUF 34,17,24,Edgerrin James up the middle for no gain (tackle by Donte Whitner),3.310,2.770
3,6:16,2,10,BUF 34,17,24,Kurt Warner pass complete short right to Tim Hightower for 1 yard (tackle by Paul Posluszny),2.770,2.210
3,5:31,3,9,BUF 33,17,24,J.J. Arrington right tackle for 14 yards (tackle by Donte Whitner and George Wilson),2.210,4.310
3,4:52,1,10,BUF 19,17,24,Kurt Warner pass incomplete short right intended for Larry Fitzgerald (defended by Ashton Youboty),4.310,3.750
3,4:49,2,10,BUF 19,17,24,Kurt Warner pass complete short left to J.J. Arrington for 8 yards (tackle by Paul Posluszny),3.750,4.430
3,4:04,,,,17,24,Timeout #1 by Arizona Cardinals,0.000,4.430
3,4:03,3,2,BUF 11,17,24,J.J. Arrington right tackle for no gain (tackle by Marcus Stroud),4.430,2.820
3,3:21,4,2,BUF 11,17,24,"Neil Rackers 28 yard field goal good. Penalty on Justin Jenkins: Defensive Offside, 6 yards (no play)",2.820,6.060
3,3:16,1,5,BUF 5,17,24,Edgerrin James left tackle for 3 yards (tackle by Donte Whitner),6.060,5.720
3,2:37,2,2,BUF 2,17,30,"Kurt Warner pass complete short middle to Larry Fitzgerald for 2 yards, touchdown",5.720,7.000
3,,,,BUF 2,17,31,Neil Rackers kicks extra point good,0.000,0.000
3,,,,ARI 30,17,31,"Neil Rackers kicks off 49 yards, returned by Fred Jackson for 13 yards (tackle by Oliver Celestin)",0.000,1.200
3,2:28,1,10,BUF 34,17,31,"J.P. Losman pass complete short left to Robert Royal for 5 yards (tackle by Gerald Hayes). Robert Royal fumbles (forced by Gerald Hayes), recovered by Darnell Dockett at BUF-41 and returned for 13 yards (tackle by Brad Butler)",1.200,-3.710
3,2:13,1,10,BUF 28,17,31,Kurt Warner pass complete short right to Jerheme Urban for 3 yards (tackle by Reggie Corner),3.710,3.570
3,1:32,2,7,BUF 25,17,31,"Penalty on Mike Gandy: Illegal Formation, 5 yards (no play)",3.570,2.900
3,0:58,2,12,BUF 30,17,31,Edgerrin James up the middle for 3 yards (tackle by Kawika Mitchell),2.900,2.610
3,0:21,3,9,BUF 27,17,31,Kurt Warner pass complete short right to Jerheme Urban for 7 yards (tackle by Paul Posluszny),2.610,2.250
Quarter,Time,Down,ToGo,Location,BUF,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,2,BUF 20,17,34,Neil Rackers 38 yard field goal good,2.250,3.000
4,,,,ARI 30,17,34,"Neil Rackers kicks off 75 yards, returned by Leodis McKelvin for 26 yards (tackle by Neil Rackers)",0.000,0.340
4,14:48,1,10,BUF 21,17,34,J.P. Losman pass complete short right to Marshawn Lynch for 6 yards (tackle by Clark Haggans),0.340,0.610
4,14:11,2,4,BUF 27,17,34,"J.P. Losman pass complete short left to Marshawn Lynch for no gain. Penalty on Brad Butler: Offensive Holding, 10 yards (no play)",0.610,-0.860
4,13:42,2,14,BUF 17,17,34,"J.P. Losman sacked by Gabe Watson for -8 yards. J.P. Losman fumbles (forced by Gabe Watson), recovered by Gerald Hayes at BUF-19 (tackle by Fred Jackson)",-0.860,-4.310
4,13:32,1,10,BUF 19,17,34,"Penalty on Deuce Lutui: False Start, 5 yards (no play)",4.310,3.970
4,13:32,1,15,BUF 24,17,34,Edgerrin James left tackle for 3 yards (tackle by Ryan Denney and Jabari Greer),3.970,3.490
4,12:48,2,12,BUF 21,17,34,Kurt Warner pass incomplete short right intended for Larry Fitzgerald,3.490,2.810
4,12:42,3,12,BUF 21,17,34,Kurt Warner pass complete short right to Steve Breaston for 11 yards (tackle by Leodis McKelvin),2.810,2.910
4,12:05,,,,17,34,Timeout #2 by Arizona Cardinals,0.000,2.910
4,12:05,4,1,BUF 10,17,34,Tim Hightower left tackle for 3 yards (tackle by George Wilson),2.910,5.600
4,11:21,1,7,BUF 7,17,34,Tim Hightower right tackle for 5 yards (tackle by Kawika Mitchell),5.600,5.720
4,10:38,2,2,BUF 2,17,40,"Tim Hightower right tackle for 2 yards, touchdown",5.720,7.000
4,,,,BUF 2,17,41,Neil Rackers kicks extra point good,0.000,0.000
4,,,,ARI 30,17,41,"Neil Rackers kicks off 66 yards, returned by Leodis McKelvin for 16 yards (tackle by Ali Highsmith)",0.000,0.280
4,10:30,1,10,BUF 20,17,41,J.P. Losman sacked by Karlos Dansby for -5 yards,0.280,-1.070
4,10:05,2,15,BUF 15,17,41,J.P. Losman sacked by Clark Haggans for -12 yards,-1.070,-3.410
4,9:31,3,27,BUF 3,17,41,"Penalty on Travis LaBoy: Neutral Zone Infraction, 5 yards (no play)",-3.410,-2.820
4,9:05,3,22,BUF 8,17,41,J.P. Losman pass complete short right to Lee Evans for 13 yards (tackle by Ralph Brown),-2.820,-1.960
4,8:26,4,9,BUF 21,17,41,Brian Moorman punts 38 yards,-1.960,-1.660
4,8:20,1,10,ARI 41,17,41,Edgerrin James left tackle for 4 yards (tackle by Chris Kelsay and Kyle Williams),1.660,1.660
4,7:37,2,6,ARI 45,17,41,Edgerrin James right tackle for 2 yards (tackle by Ryan Denney and Marcus Stroud),1.660,1.220
4,7:29,,,,17,41,Timeout #1 by Buffalo Bills,0.000,1.220
4,7:29,3,4,ARI 47,17,41,Kurt Warner pass incomplete short right intended for Steve Breaston,1.220,-0.260
4,7:24,4,4,ARI 47,17,41,"Dirk Johnson punts 39 yards, returned by Fred Jackson for 12 yards (tackle by Aaron Francisco)",-0.260,-0.670
4,7:12,1,10,BUF 26,17,41,J.P. Losman pass complete short left to Josh Reed for 11 yards (tackle by Ralph Brown),0.670,1.400
4,6:44,1,10,BUF 37,17,41,J.P. Losman pass incomplete short left intended for Lee Evans,1.400,0.860
4,6:39,2,10,BUF 37,17,41,J.P. Losman pass incomplete short left intended for Lee Evans is intercepted by Eric Green at ARI-49 and returned for 1 yard (tackle by Lee Evans),0.860,-2.260
4,6:33,1,10,,17,41,Edgerrin James right tackle for 3 yards (tackle by Ashton Youboty),2.260,2.120
4,5:50,2,7,BUF 47,17,41,Tim Hightower right end for 1 yard (tackle by Ashton Youboty),2.120,1.550
4,5:43,,,,17,41,Timeout #2 by Buffalo Bills,0.000,1.550
4,5:43,3,6,BUF 46,17,41,Kurt Warner pass complete short left to Early Doucet for 8 yards (tackle by Jabari Greer),1.550,3.050
4,4:59,1,10,BUF 38,17,41,Edgerrin James left tackle for 3 yards (tackle by Ashton Youboty and Copeland Bryan),3.050,2.910
4,4:18,2,7,BUF 35,17,41,Edgerrin James up the middle for no gain (tackle by Copeland Bryan),2.910,2.210
4,4:13,,,,17,41,Timeout #3 by Buffalo Bills,0.000,2.210
4,4:13,3,7,BUF 35,17,41,Edgerrin James up the middle for 5 yards (tackle by Copeland Bryan),2.210,1.500
4,3:28,4,2,BUF 30,17,41,Edgerrin James up the middle for -1 yards (tackle by Bryan Scott),1.500,-1.000
4,3:24,1,10,BUF 31,17,41,Fred Jackson right tackle for 5 yards (tackle by Antonio Smith),1.000,1.140
4,2:54,2,5,BUF 36,17,41,J.P. Losman pass complete short right to Josh Reed for 7 yards (tackle by Dominique Rodgers-Cromartie),1.140,1.800
4,2:47,1,10,BUF 43,17,41,J.P. Losman pass incomplete deep left intended for Lee Evans (defended by Eric Green),1.800,1.250
4,2:40,2,10,BUF 43,17,41,J.P. Losman pass complete short right to Fred Jackson for 10 yards (tackle by Antrel Rolle),1.250,2.460
4,2:10,1,10,ARI 47,17,41,J.P. Losman pass complete short middle to Josh Reed for 8 yards (tackle by Antrel Rolle),2.460,2.990
4,2:00,2,2,ARI 39,17,41,J.P. Losman pass complete short middle to Steve Johnson for 8 yards (tackle by Ralph Brown),2.990,3.510
4,1:33,1,10,ARI 31,17,41,J.P. Losman pass complete short left to Fred Jackson for 20 yards (tackle by Karlos Dansby). Penalty on Chike Okeafor: Defensive Offside (Declined),3.510,4.840
4,1:22,1,10,ARI 11,17,41,J.P. Losman sacked by Travis LaBoy for -10 yards,4.840,2.940
4,0:48,2,20,ARI 21,17,41,J.P. Losman pass incomplete short right intended for Robert Royal,2.940,2.280
4,0:40,3,20,ARI 21,17,41,J.P. Losman pass complete short middle to James Hardy for 5 yards (tackle by Gerald Hayes),2.280,2.380
4,0:12,4,15,ARI 16,17,41,J.P. Losman pass incomplete deep right intended for James Hardy (defended by Dominique Rodgers-Cromartie),2.380,0.060
4,0:05,1,10,ARI 17,17,41,Kurt Warner kneels for -1 yards,-0.060,-0.730
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
