Quarter,Time,Down,ToGo,Location,DEN,CAR,Detail,EPB,EPA
2,8:40,1,10,DEN 20,10,10,DeAngelo Williams left end for -3 yards (tackle by Ebenezer Ekuban),4.240,3.290
2,8:00,2,13,DEN 23,10,10,Jake Delhomme pass complete short left to Steve Smith for 16 yards (tackle by Dre' Bly),3.290,5.600
2,7:14,1,7,DEN 7,10,10,Jonathan Stewart right guard for 5 yards (tackle by Josh Barrett),5.600,5.720
2,6:33,2,2,DEN 2,10,16,"Jonathan Stewart left tackle for 2 yards, touchdown",5.720,7.000
2,,,,DEN 2,10,17,John Kasay kicks extra point good,0.000,0.000
2,,,,CAR 30,10,17,"Rhys Lloyd kicks off 64 yards, returned by Eddie Royal for 15 yards (tackle by Quinton Teal)",0.000,0.340
2,6:23,1,10,DEN 21,10,17,Jay Cutler pass complete short left to P.J. Pope for 16 yards (tackle by Jon Beason),0.340,1.400
2,5:56,1,10,DEN 37,10,17,"P.J. Pope right end for 5 yards (tackle by Na'il Diggs). Penalty on Darrell Jackson: Offensive Holding, 10 yards",1.400,1.070
2,5:27,1,15,DEN 32,10,17,Jay Cutler up the middle for 5 yards (tackle by Jon Beason),1.070,0.860
2,4:43,2,10,DEN 37,10,17,Jay Cutler pass incomplete short right intended for Eddie Royal (defended by Charles Johnson),0.860,0.170
2,4:36,3,10,DEN 37,10,17,"Jay Cutler pass incomplete deep right intended for Eddie Royal. Penalty on Charles Godfrey: Illegal Contact, 5 yards (no play)",0.170,1.730
2,4:30,1,10,DEN 42,10,17,P.J. Pope left end for 2 yards (tackle by Tyler Brayton),1.730,1.460
2,3:48,2,8,DEN 44,10,17,Jay Cutler pass complete short middle to P.J. Pope for 1 yard (tackle by Richard Marshall),1.460,0.890
2,3:04,3,7,DEN 45,10,17,Selvin Young left end for 2 yards (tackle by Charles Godfrey),0.890,-0.260
2,2:33,4,5,DEN 47,10,17,"Brett Kern punts 53 yards, touchback",-0.260,-0.280
2,2:24,1,10,CAR 20,10,17,Jake Delhomme pass incomplete deep right intended for Muhsin Muhammad,0.280,-0.270
2,2:19,2,10,CAR 20,10,17,Jake Delhomme pass complete short middle to Jeff King for 15 yards (tackle by Josh Bell),-0.270,1.270
2,2:00,1,10,CAR 35,10,17,Jake Delhomme pass complete short middle to Steve Smith for 6 yards (tackle by Vernon Fox),1.270,1.530
2,1:37,2,4,CAR 41,10,17,DeAngelo Williams up the middle for -1 yards (tackle by Kenny Peterson),1.530,0.700
2,1:10,3,5,CAR 40,10,17,Jake Delhomme pass complete short middle to DeAngelo Williams for 4 yards (tackle by Vernon Fox),0.700,-0.460
2,0:44,,,,10,17,Timeout #1 by Denver Broncos,0.000,-0.460
2,0:44,4,1,CAR 44,10,17,Jason Baker punts 38 yards,-0.460,-0.040
2,0:34,1,10,DEN 18,10,17,Jay Cutler pass complete short right to Daniel Graham for no gain,0.040,-0.490
2,0:17,,,,10,17,Timeout #2 by Denver Broncos,0.000,-0.490
2,0:17,2,10,DEN 18,10,17,"Selvin Young left end for 7 yards (tackle by Charles Godfrey). Selvin Young fumbles (forced by Charles Godfrey), recovered by Tyler Brayton at DEN-25 (tackle by Ryan Harris)",-0.490,-3.910
2,0:07,1,10,DEN 25,10,17,Jake Delhomme kneels for -2 yards,3.910,3.090
2,0:04,2,12,DEN 27,10,20,John Kasay 44 yard field goal good,3.090,3.000
Quarter,Time,Down,ToGo,Location,DEN,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 30,10,20,"Matt Prater kicks off 66 yards, returned by Mark Jones for 16 yards (tackle by Mario Haggan)",0.000,0.280
3,14:56,1,10,CAR 20,10,20,DeAngelo Williams right end for 10 yards (tackle by Mario Haggan and Josh Barrett),0.280,0.940
3,14:20,1,10,CAR 30,10,20,DeAngelo Williams right tackle for 1 yard (tackle by Dewayne Robertson),0.940,0.530
3,13:41,2,9,CAR 31,10,20,Jake Delhomme pass complete short right to Steve Smith for 13 yards (tackle by Josh Barrett),0.530,1.860
3,13:01,1,10,CAR 44,10,26,"DeAngelo Williams up the middle for 56 yards, touchdown",1.860,7.000
3,,,,DEN 2,10,27,John Kasay kicks extra point good,0.000,0.000
3,,,,CAR 30,10,27,"Rhys Lloyd kicks off 71 yards, returned by Eddie Royal for 20 yards (tackle by Landon Johnson)",0.000,0.150
3,12:44,1,10,DEN 19,10,27,Jay Cutler pass incomplete short left intended for Tony Scheffler (defended by Charles Godfrey),0.150,-0.390
3,12:39,2,10,DEN 19,10,27,Tatum Bell right end for 2 yards (tackle by Ma'ake Kemoeatu),-0.390,-0.810
3,12:00,3,8,DEN 21,10,27,Jay Cutler pass complete short middle to Brandon Marshall for 5 yards (tackle by Charles Godfrey),-0.810,-1.630
3,11:16,4,3,DEN 26,10,27,"Brett Kern punts 57 yards, returned by Mark Jones for 16 yards (tackle by Nate Webster)",-1.630,-1.140
3,11:02,1,10,CAR 33,10,27,Jonathan Stewart left end for -3 yards (tackle by Jamie Winborn and Kenny Peterson),1.140,0.190
3,10:22,2,13,CAR 30,10,27,Jake Delhomme pass incomplete deep right intended for Steve Smith,0.190,-0.490
3,10:14,3,13,CAR 30,10,27,Jake Delhomme pass incomplete deep right intended for Dwayne Jarrett,-0.490,-1.370
3,10:10,4,13,CAR 30,10,27,"Jason Baker punts 41 yards, fair catch by Eddie Royal",-1.370,-0.870
3,10:02,1,10,DEN 29,10,27,Jay Cutler pass complete short right to Tatum Bell for 1 yard (tackle by Thomas Davis),0.870,0.460
3,9:29,2,9,DEN 30,10,27,Jay Cutler pass incomplete short right intended for Tatum Bell,0.460,-0.230
3,9:23,3,9,DEN 30,10,27,Jay Cutler pass incomplete short middle intended for Brandon Stokley (defended by Tyler Brayton),-0.230,-1.370
3,9:17,4,9,DEN 30,10,27,"Brett Kern punts 45 yards, returned by Mark Jones for 6 yards (tackle by Mario Haggan)",-1.370,-1.000
3,9:05,1,10,CAR 31,10,27,Jonathan Stewart up the middle for 3 yards (tackle by Josh Bell),1.000,0.870
3,8:25,2,7,CAR 34,10,27,Jake Delhomme pass complete short middle to Muhsin Muhammad for 24 yards (tackle by Josh Bell),0.870,2.790
3,7:42,1,10,DEN 42,10,27,Jonathan Stewart left guard for 1 yard (tackle by D.J. Williams),2.790,2.380
3,7:01,2,9,DEN 41,10,27,Jake Delhomme pass complete short middle to Muhsin Muhammad for 12 yards (tackle by D.J. Williams),2.380,3.640
3,6:24,1,10,DEN 29,10,27,Jake Delhomme pass incomplete deep middle intended for Muhsin Muhammad is intercepted by Josh Barrett at DEN-9 and returned for 34 yards (tackle by Jonathan Stewart),3.640,-1.800
3,6:13,1,10,DEN 43,10,27,P.J. Pope up the middle for 9 yards (tackle by Jon Beason),1.800,2.470
3,5:37,2,1,CAR 48,10,27,P.J. Pope up the middle for 4 yards (tackle by Damione Lewis and Jon Beason),2.470,2.650
3,5:01,1,10,CAR 44,10,27,Tatum Bell up the middle for -1 yards (tackle by Tyler Brayton),2.650,1.980
3,4:25,2,11,CAR 45,10,27,"Penalty on Ryan Harris: False Start, 5 yards (no play)",1.980,1.300
3,4:09,2,16,,10,27,Jay Cutler pass complete short middle to Eddie Royal for 12 yards (tackle by Chris Harris),1.300,2.210
3,3:35,3,4,CAR 38,10,27,Jay Cutler pass complete short right to Brandon Marshall for 5 yards (tackle by Chris Gamble),2.210,3.380
3,3:01,1,10,CAR 33,10,27,Jay Cutler sacked by Thomas Davis for -6 yards,3.380,2.030
3,2:29,2,16,CAR 39,10,27,Jay Cutler pass complete short right to Eddie Royal for 10 yards (tackle by Chris Gamble),2.030,2.680
3,1:57,3,6,CAR 29,10,27,Jay Cutler pass incomplete short middle intended for Tony Scheffler (defended by Thomas Davis),2.680,1.520
3,1:52,4,6,CAR 29,10,27,Matt Prater 47 yard field goal no good,1.520,-1.400
3,1:47,1,10,CAR 37,10,27,Jonathan Stewart right tackle for 3 yards (tackle by Mario Haggan and Marquand Manuel),1.400,1.260
3,1:04,2,7,CAR 40,10,27,Jonathan Stewart up the middle for 3 yards (tackle by Jamie Winborn),1.260,0.960
3,1:04,3,4,CAR 43,10,27,"Penalty on Steve Smith: False Start, 5 yards (no play)",0.960,0.300
Quarter,Time,Down,ToGo,Location,DEN,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,9,CAR 38,10,27,Jake Delhomme pass complete short middle to Steve Smith for 17 yards (tackle by Wesley Woodyard),0.300,2.590
4,14:15,1,10,DEN 45,10,27,Jonathan Stewart left tackle for 9 yards (tackle by Dre' Bly and Josh Barrett),2.590,3.260
4,13:44,2,1,DEN 36,10,27,Jonathan Stewart right tackle for 9 yards (tackle by Josh Bell),3.260,3.780
4,13:01,1,10,DEN 27,10,27,Jonathan Stewart right guard for 3 yards (tackle by Mario Haggan),3.780,3.640
4,12:16,2,7,DEN 24,10,27,Jonathan Stewart left tackle for no gain (tackle by D.J. Williams),3.640,2.940
4,11:32,3,7,DEN 24,10,27,Jake Delhomme pass incomplete deep middle intended for Jeff King,2.940,1.870
4,11:27,4,7,DEN 24,10,30,John Kasay 42 yard field goal good,1.870,3.000
4,,,,CAR 30,10,30,"Rhys Lloyd kicks off 67 yards, returned by Selvin Young for 25 yards (tackle by Quinton Teal)",0.000,0.810
4,11:22,1,10,DEN 28,10,30,Jay Cutler pass incomplete (defended by Charles Johnson),0.810,0.260
4,11:10,2,10,DEN 28,10,30,Jay Cutler sacked by Charles Johnson for -8 yards,0.260,-1.480
4,10:45,3,18,DEN 20,10,30,Jay Cutler pass complete short left to Tatum Bell for 6 yards (tackle by Ken Lucas),-1.480,-1.630
4,10:09,4,12,DEN 26,10,30,"Brett Kern punts 49 yards, fair catch by Mark Jones",-1.630,-0.610
4,10:00,1,10,CAR 25,10,30,Jonathan Stewart left end for 4 yards (tackle by Nate Webster),0.610,0.600
4,9:18,2,6,CAR 29,10,30,Steve Smith left end for 9 yards (tackle by Josh Barrett),0.600,1.470
4,8:34,1,10,CAR 38,10,30,"Penalty on Jordan Gross: False Start, 5 yards (no play)",1.470,1.140
4,8:14,1,15,CAR 33,10,30,Jake Delhomme pass complete short right to Steve Smith for 9 yards (tackle by Dre' Bly),1.140,1.460
4,7:30,2,6,CAR 42,10,30,Jonathan Stewart left end for -1 yards (tackle by Josh Barrett),1.460,0.630
4,6:43,3,7,CAR 41,10,30,Jonathan Stewart right guard for 10 yards (tackle by Marquand Manuel),0.630,2.320
4,6:02,1,10,DEN 49,10,30,Jonathan Stewart up the middle for 2 yards (tackle by Nate Webster),2.320,2.050
4,5:14,2,8,DEN 47,10,30,DeAngelo Williams right guard for 4 yards (tackle by Jamie Winborn),2.050,1.880
4,4:31,,,,10,30,Timeout #1 by Carolina Panthers,0.000,1.880
4,4:31,3,4,DEN 43,10,30,"Penalty on Jeff King: False Start, 5 yards (no play)",1.880,1.220
4,4:31,3,9,DEN 48,10,30,"Jake Delhomme pass complete short left to DeAngelo Williams for -2 yards (tackle by Dre' Bly). Penalty on Jordan Gross: Unnecessary Roughness, 15 yards",1.220,-1.040
4,4:20,4,26,CAR 35,10,30,"Jason Baker punts 50 yards, returned by Eddie Royal for -3 yards (tackle by Richard Marshall)",-1.040,0.350
4,4:04,1,10,DEN 12,10,30,P.J. Pope up the middle for 4 yards (tackle by Jon Beason),-0.350,-0.370
4,3:29,2,6,DEN 16,10,30,Jay Cutler pass complete short right to Eddie Royal for 5 yards (tackle by Jon Beason),-0.370,-0.370
4,2:51,3,1,DEN 21,10,30,P.J. Pope right guard for 24 yards (tackle by Chris Harris),-0.370,1.930
4,2:07,1,10,DEN 45,10,30,Jay Cutler pass incomplete deep right intended for Brandon Marshall,1.930,1.380
4,1:59,2,10,DEN 45,10,30,Tatum Bell up the middle for 14 yards (tackle by Jon Beason),1.380,2.850
4,1:17,1,10,CAR 41,10,30,Tatum Bell left end for 16 yards (tackle by Tyler Brayton),2.850,3.910
4,1:10,1,10,CAR 25,10,30,Jay Cutler pass complete short right to Brandon Marshall for 7 yards (tackle by Thomas Davis),3.910,4.370
4,0:30,2,3,CAR 18,10,30,Jay Cutler sacked by Tyler Brayton for 0 yards,4.370,3.660
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
