Quarter,Time,Down,ToGo,Location,STL,SFO,Detail,EPB,EPA
2,7:00,1,10,SFO 49,3,17,Jamie Martin pass incomplete intended for Ricky Proehl (defended by Derek Smith),2.320,1.780
2,6:57,2,10,SFO 49,3,17,Jamie Martin pass complete to Torry Holt for 18 yards (tackle by Derek Smith),1.780,3.510
2,6:53,1,10,SFO 31,3,17,Marshall Faulk right guard for 2 yards (tackle by Andre Carter),3.510,3.240
2,6:16,2,8,SFO 29,3,17,Jamie Martin pass complete to Marshall Faulk for -3 yards (tackle by Bryant Young),3.240,2.150
2,5:28,3,11,SFO 32,3,17,Jamie Martin pass incomplete intended for Ricky Proehl is intercepted by Tony Parrish at SFO-16 and returned for 50 yards,2.150,-3.310
2,5:11,1,10,STL 34,3,17,Jeff Garcia pass complete to Tai Streets for 8 yards (tackle by Dre' Bly),3.310,3.850
2,4:34,2,2,STL 26,3,17,Kevan Barlow left guard for 6 yards (tackle by Jeff Zgonina),3.850,4.240
2,3:55,1,10,STL 20,3,17,Jeff Garcia pass complete to Garrison Hearst for 3 yards (tackle by Don Davis and Ryan Pickett),4.240,4.120
2,3:13,2,7,STL 17,3,17,Garrison Hearst right end for 4 yards (tackle by Don Davis),4.120,4.100
2,2:42,2,7,STL 17,,,Timeout #1 by Los Angeles Rams,4.120,4.100
2,2:42,3,3,STL 13,3,17,Garrison Hearst right guard for 6 yards (tackle by James Whitley),4.100,5.600
2,2:12,1,7,STL 7,3,17,Jeff Garcia pass complete to Terrell Owens for 5 yards (tackle by Jamie Duncan),5.600,5.720
2,2:00,2,2,STL 2,3,17,Jeff Garcia pass incomplete intended for Terrell Owens,5.720,4.950
2,1:56,3,2,STL 2,3,17,Garrison Hearst middle for -1 yards (tackle by Brian Young),4.950,3.040
2,1:11,3,2,STL 2,,,Timeout #1 by San Francisco 49ers,4.950,3.040
2,1:11,4,3,STL 3,3,20,Jose Cortez 21 yard field goal good,3.040,3.000
2,1:11,,,SFO 30,3,20,"Jose Cortez kicks off 68 yards, returned by Terrence Wilkins for 29 yards (tackle by Jose Cortez)",0.000,1.000
2,1:01,1,10,STL 31,3,20,Jamie Martin pass complete to Torry Holt for 12 yards (tackle by Mike Rumph),1.000,1.800
2,0:40,1,10,STL 43,3,20,"Jamie Martin pass complete to Torry Holt for 5 yards (tackle by Rashad Holman). Penalty on Andre Carter: Encroachment, 5 yards (no play)",1.800,2.530
2,0:37,1,5,STL 48,3,20,Jamie Martin sacked by Jeff Ulbrich for -7 yards,2.530,0.980
2,0:12,2,12,STL 41,3,26,"Jamie Martin pass incomplete intended for Marshall Faulk is intercepted by Jason Webster at STL-37 and returned for 37 yards, touchdown",0.980,-7.000
2,0:04,,,STL 41,3,27,Jose Cortez kicks extra point good,0.000,0.000
2,0:04,,,SFO 30,3,27,"Jose Cortez kicks off 37 yards, returned by Lamar Gordon for 7 yards (tackle by Quincy Stewart)",0.000,0.940
Quarter,Time,Down,ToGo,Location,STL,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 30,3,27,"Jeff Wilkins kicks off 70 yards, returned by Terry Jackson for 16 yards (tackle by Adam Archuleta)",0.000,-0.140
3,14:54,1,10,SFO 16,3,27,Jeff Garcia pass complete to Terrell Owens for 12 yards (tackle by Dre' Bly),-0.140,0.810
3,14:29,1,10,SFO 28,3,27,Garrison Hearst right end for 3 yards (tackle by Dre' Bly),0.810,0.670
3,13:46,2,7,SFO 31,3,27,Jeff Garcia pass complete to Garrison Hearst for 4 yards (tackle by Travis Fisher),0.670,0.500
3,13:02,3,3,SFO 35,3,27,Jeff Garcia sacked by Adam Archuleta for -7 yards,0.500,-1.500
3,12:58,4,10,SFO 28,3,27,"Jason Baker punts 43 yards, returned by Terrence Wilkins for 3 yards (tackle by Terry Jackson)",-1.500,-1.070
3,12:48,1,10,STL 32,3,27,"Marshall Faulk left tackle for 4 yards (tackle by Julian Peterson and Tony Parrish). Penalty on Isaac Bruce: Offensive Holding, 10 yards",1.070,0.670
3,12:18,1,16,STL 26,3,27,"Jamie Martin pass incomplete is intercepted by Mike Rumph at STL-37 and returned for 36 yards. Penalty on Chike Okeafor: Roughing the Passer, 15 yards (no play)",0.670,1.660
3,12:09,1,10,STL 41,3,27,Jamie Martin pass complete to Brandon Manumaleuna for 25 yards (tackle by Tony Parrish),1.660,3.310
3,11:29,1,10,SFO 34,3,27,Marshall Faulk right end for no gain (tackle by John Engelberger),3.310,2.770
3,10:45,2,10,SFO 34,3,27,Jamie Martin pass complete to Marshall Faulk for 6 yards (tackle by Saleem Rasheed),2.770,2.870
3,10:05,3,4,SFO 28,3,27,Jamie Martin pass complete to Isaac Bruce for 3 yards (tackle by Jeff Ulbrich),2.870,1.950
3,9:21,4,1,SFO 25,3,27,Marshall Faulk left guard for 2 yards (tackle by Derek Smith),1.950,4.040
3,8:50,1,10,SFO 23,3,27,Marshall Faulk right guard for 1 yard (tackle by Derek Smith),4.040,3.630
3,8:13,2,9,SFO 22,3,27,Jamie Martin pass complete to Torry Holt for 8 yards (tackle by Tony Parrish),3.630,4.280
3,7:33,3,1,SFO 14,3,27,Marshall Faulk right guard for -1 yards (tackle by Jason Webster),4.280,2.570
3,6:47,4,2,SFO 15,3,27,Marshall Faulk middle for 3 yards (tackle by Derek Smith),2.570,4.780
3,6:04,1,10,SFO 12,3,27,"Jamie Martin pass complete to Torry Holt for 12 yards. Penalty on Torry Holt: Offensive Pass Interference, 10 yards (no play)",4.780,4.110
3,5:58,1,20,SFO 22,3,27,Jamie Martin pass incomplete intended for Isaac Bruce (defended by Ahmed Plummer),4.110,2.870
3,5:53,2,20,SFO 22,3,27,Jamie Martin pass complete to Ricky Proehl for 3 yards (tackle by Rashad Holman),2.870,2.610
3,5:10,3,17,SFO 19,3,27,Jamie Martin pass incomplete intended for Ricky Proehl (defended by Tony Parrish),2.610,2.180
3,5:04,4,17,SFO 19,6,27,Jeff Wilkins 37 yard field goal good,2.180,3.000
3,5:04,,,STL 30,6,27,"Jeff Wilkins kicks off 43 yards, out of bounds",0.000,1.600
3,5:00,1,10,SFO 40,6,27,Kevan Barlow right guard for 6 yards (tackle by Ryan Pickett),1.600,1.860
3,4:23,2,4,SFO 46,6,27,Jeff Garcia pass complete to Terrell Owens for 6 yards (tackle by Kim Herring),1.860,2.390
3,3:56,1,10,STL 48,6,27,Kevan Barlow right end for 2 yards (tackle by Dre' Bly and Jamie Duncan),2.390,2.120
3,3:15,2,8,STL 46,6,27,Jeff Garcia pass complete to Eric Johnson for 10 yards (tackle by Don Davis),2.120,3.180
3,2:34,1,10,STL 36,6,27,Jeff Garcia pass incomplete intended for Terrell Owens (defended by Dre' Bly),3.180,2.640
3,2:26,2,10,STL 36,6,27,Kevan Barlow right tackle for 1 yard (tackle by Don Davis and Jeff Zgonina),2.640,2.080
3,1:43,3,9,STL 35,6,27,Jeff Garcia pass complete to Eric Johnson for 13 yards (tackle by Adam Archuleta),2.080,4.110
3,1:03,1,10,STL 22,6,27,Kevan Barlow right guard for 6 yards (tackle by Adam Archuleta),4.110,4.460
3,0:21,2,4,STL 16,6,27,Terrell Owens right end for 2 yards (tackle by Dre' Bly),4.460,4.150
Quarter,Time,Down,ToGo,Location,STL,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,STL 14,6,27,Jeff Garcia pass incomplete intended for Tai Streets,4.150,2.630
4,14:56,4,2,STL 14,6,30,Jose Cortez 32 yard field goal good,2.630,3.000
4,14:56,,,SFO 30,6,30,"Jose Cortez kicks off 65 yards, returned by Terrence Wilkins for 42 yards (tackle by Rashad Holman)",0.000,2.060
4,14:42,1,10,STL 47,6,30,Jamie Martin pass incomplete intended for Marshall Faulk (defended by Julian Peterson),2.060,1.520
4,14:38,2,10,STL 47,6,30,Jamie Martin pass complete to Marshall Faulk for 3 yards (tackle by Rashad Holman),1.520,1.220
4,13:54,3,7,,6,30,Jamie Martin pass incomplete intended for Torry Holt,1.220,-0.060
4,13:48,4,7,,6,30,"Mitch Berger punts 50 yards, touchback",-0.060,-0.280
4,13:40,1,10,SFO 20,6,30,Garrison Hearst middle for 5 yards (tackle by Grant Wistrom),0.280,0.410
4,12:53,2,5,SFO 25,6,30,Garrison Hearst middle for 24 yards (tackle by Jamie Duncan),0.410,2.190
4,12:03,1,10,SFO 49,6,30,Jeff Garcia pass complete to Terrell Owens for 23 yards (tackle by Dre' Bly),2.190,3.710
4,11:32,1,10,STL 28,6,30,Jeff Garcia pass complete to Tai Streets for 9 yards (tackle by Travis Fisher),3.710,4.420
4,10:48,2,1,STL 19,6,30,Garrison Hearst middle for 3 yards (tackle by Robert Thomas),4.420,4.510
4,10:03,1,10,STL 16,6,30,Jeff Garcia pass incomplete intended for Terrell Owens,4.510,3.900
4,9:59,2,10,STL 16,6,36,"Garrison Hearst right guard for 16 yards, touchdown",3.900,7.000
4,9:59,,,STL 16,6,37,Jose Cortez kicks extra point good,0.000,0.000
4,9:59,,,SFO 30,6,37,"Jose Cortez kicks off 66 yards, returned by Terrence Wilkins for 20 yards (tackle by Brandon Moore)",0.000,0.540
4,9:46,1,10,STL 24,6,37,Marshall Faulk middle for 4 yards (tackle by Jim Flanigan),0.540,0.540
4,9:13,2,6,STL 28,6,37,Marshall Faulk left tackle for 9 yards (tackle by Zack Bronson),0.540,1.400
4,8:36,1,10,STL 37,6,37,Marshall Faulk middle for 3 yards (tackle by Julian Peterson),1.400,1.260
4,7:50,2,7,STL 40,6,37,Marshall Faulk left guard for 4 yards (tackle by Julian Peterson),1.260,1.090
4,7:01,3,3,STL 44,6,37,Jamie Martin pass incomplete intended for Marshall Faulk,1.090,-0.460
,,,,,,,"SFO challenged the ruling, and the original play was overturned.",,
4,6:25,4,3,STL 44,6,37,"Mitch Berger punts 18 yards, out of bounds",-0.460,-1.470
4,6:20,1,10,SFO 38,6,37,Kevan Barlow middle for 2 yards (tackle by Adam Archuleta and Jamie Duncan),1.470,1.190
4,5:44,2,8,SFO 40,6,37,Tim Rattay pass incomplete intended for Terrell Owens,1.190,0.500
4,5:41,3,8,SFO 40,6,37,Garrison Hearst middle for no gain (tackle by Ryan Pickett),0.500,-0.720
4,5:00,4,8,SFO 40,6,37,"Jason Baker punts 45 yards, returned by Terrence Wilkins for 1 yard. Terrence Wilkins fumbles, recovered by Troy Edwards at STL-16 and returned for 3 yards (tackle by Quincy Stewart). Troy Edwards fumbles, recovered by Troy Edwards at STL-16 for 3 yards (tackle by Quincy Stewart)",-0.720,-0.150
4,4:48,1,10,STL 19,6,37,Lamar Gordon left end for -2 yards (tackle by Derek Smith and Jeff Ulbrich),0.150,-0.720
4,4:07,2,12,STL 17,6,37,Jamie Martin pass complete to Ricky Proehl for 7 yards (tackle by Tony Parrish and Jeff Ulbrich),-0.720,-0.420
4,4:01,3,5,STL 24,6,37,Jamie Martin pass complete to Lamar Gordon for 19 yards (tackle by Zack Bronson),-0.420,1.800
4,3:17,1,10,STL 43,6,37,Lamar Gordon right guard for 6 yards (tackle by Julian Peterson),1.800,2.060
4,2:37,2,4,STL 49,6,37,Lamar Gordon left tackle for 3 yards (tackle by Saleem Rasheed),2.060,1.750
4,2:05,3,1,SFO 48,6,37,Lamar Gordon middle for 5 yards (tackle by John Engelberger),1.750,2.720
4,2:00,1,10,SFO 43,6,37,Jamie Martin pass incomplete intended for Torry Holt,2.720,2.180
4,1:54,2,10,SFO 43,6,37,Lamar Gordon left tackle for 2 yards (tackle by Derek Smith),2.180,1.750
4,1:12,3,8,SFO 41,6,37,Jamie Martin pass complete to Lamar Gordon for 25 yards (tackle by Tony Parrish),1.750,4.510
4,0:58,3,8,SFO 41,,,Timeout #1 by Los Angeles Rams,1.750,4.510
4,0:58,1,10,SFO 16,6,37,Jamie Martin pass incomplete intended for Torry Holt (defended by Andre Carter),4.510,3.900
4,0:53,2,10,SFO 16,6,37,Jamie Martin pass complete to Brandon Manumaleuna for 5 yards (tackle by Jason Webster),3.900,3.940
4,0:48,3,5,SFO 11,6,37,"Jamie Martin pass complete to Isaac Bruce for 1 yard, lateral to Adam Timmerman for 3 yards (tackle by Tony Parrish)",3.940,3.010
4,0:32,4,1,SFO 7,12,37,"Jamie Martin pass complete to Lamar Gordon for 7 yards, touchdown",3.010,7.000
4,0:32,,,SFO 7,13,37,Jeff Wilkins kicks extra point good,0.000,0.000
4,0:32,,,STL 30,13,37,"Jeff Wilkins kicks off 62 yards, returned by Cedrick Wilson for 5 yards (tackle by Trung Canidate)",0.000,-0.320
4,0:23,1,10,SFO 13,13,37,Tim Rattay kneels for -1 yards,-0.320,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
