Quarter,Time,Down,ToGo,Location,BAL,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,BAL 21,3,10,Anthony Wright pass complete to Terry Jones for 25 yards (tackle by Tyler Brayton),-0.130,1.990
2,14:33,1,10,BAL 46,3,10,Anthony Wright pass complete to Travis Taylor for 41 yards (tackle by Nnamdi Asomugha),1.990,4.710
2,14:09,1,10,OAK 13,3,10,Jamal Lewis left end for no gain (tackle by Napoleon Harris and Chris Cooper),4.710,4.050
2,13:28,2,10,OAK 13,3,10,Jamal Lewis right tackle for 3 yards (tackle by Terdell Sands),4.050,3.650
2,12:47,3,7,OAK 10,3,10,Anthony Wright pass incomplete intended for Todd Heap,3.650,2.760
2,12:42,4,7,OAK 10,6,10,Matt Stover 28 yard field goal good,2.760,3.000
2,,,,BAL 30,6,10,"Wade Richey kicks off 65 yards, returned by Doug Gabriel for 23 yards (tackle by Bart Scott)",0.000,0.810
2,12:32,1,10,OAK 28,6,10,Rick Mirer pass complete to Tim Brown for 11 yards (tackle by Ed Reed),0.810,1.530
2,12:14,1,10,OAK 39,6,10,Rick Mirer pass incomplete intended for Tyrone Wheatley,1.530,0.990
2,12:09,2,10,OAK 39,6,10,Tyrone Wheatley up the middle for 1 yard (tackle by Ray Lewis),0.990,0.430
2,11:33,3,9,OAK 40,6,10,Rick Mirer pass complete to Jerry Porter for 11 yards (tackle by Gary Baxter),0.430,2.320
2,10:53,1,10,BAL 49,6,10,"Rick Mirer pass complete to Jerry Rice for 17 yards (tackle by Ed Reed). Penalty on Frank Middleton: Ineligible Downfield Pass, 5 yards (no play)",2.320,1.990
2,10:29,1,15,OAK 46,6,10,Rick Mirer pass incomplete intended for Jerry Rice,1.990,1.110
2,10:24,2,15,OAK 46,6,10,Rick Mirer pass incomplete intended for Doug Jolley,1.110,0.430
2,10:20,3,15,OAK 46,6,10,Rick Mirer pass complete to Charlie Garner for 8 yards (tackle by Ray Lewis),0.430,0.200
2,9:45,4,7,BAL 46,6,10,"Shane Lechler punts 46 yards, touchback",0.200,-0.280
2,9:34,1,10,BAL 20,6,10,Jamal Lewis left end for -3 yards (tackle by Phillip Buchanon),0.280,-0.790
2,8:53,2,13,BAL 17,6,10,"Penalty on Marcus Robinson: False Start, 5 yards (no play)",-0.790,-1.360
2,8:28,2,18,BAL 12,6,10,Jamal Lewis right end for -2 yards (tackle by Phillip Buchanon),-1.360,-2.590
2,7:45,,,,6,10,Timeout #1 by Baltimore Ravens,0.000,-2.590
2,7:45,3,20,BAL 10,6,10,Chester Taylor up the middle for 15 yards (tackle by Anthony Dorsett),-2.590,-1.700
2,7:09,4,5,BAL 25,6,10,"Dave Zastudil punts 38 yards, returned by Phillip Buchanon for -2 yards (tackle by John Jones)",-1.700,-1.270
2,6:58,1,10,OAK 35,6,10,Rick Mirer pass incomplete intended for Chris Hetherington (defended by Ed Reed),1.270,0.720
2,6:53,2,10,OAK 35,6,10,Rick Mirer pass complete to Tim Brown for 5 yards (tackle by Ed Hartwell),0.720,0.700
2,6:13,3,5,OAK 40,6,10,Rick Mirer pass incomplete intended for Jerry Porter (defended by Terrell Suggs),0.700,-0.720
2,6:09,4,5,OAK 40,6,10,"Shane Lechler punts 50 yards. Penalty on O.J. Santiago: Ineligible Downfield Kick, 5 yards (no play)",-0.720,-1.040
2,5:58,4,10,OAK 35,6,10,"Shane Lechler punts 65 yards, touchback. Penalty on Chad Williams: Offensive Holding, 10 yards",-1.040,0.380
2,5:47,1,10,BAL 10,6,10,Jamal Lewis right tackle for 4 yards (tackle by Chris Cooper),-0.380,-0.460
2,5:10,2,6,BAL 14,6,10,Jamal Lewis up the middle for 7 yards (tackle by Napoleon Harris and Anthony Dorsett),-0.460,0.340
2,4:33,1,10,BAL 21,6,10,Jamal Lewis left tackle for 2 yards (tackle by Chris Cooper and Napoleon Harris),0.340,0.070
2,3:52,2,8,BAL 23,6,10,Anthony Wright pass incomplete intended for Travis Taylor,0.070,-0.630
2,3:46,3,8,BAL 23,6,10,Anthony Wright pass incomplete intended for Travis Taylor (defended by Anthony Dorsett),-0.630,-1.830
2,3:40,4,8,BAL 23,6,10,"Dave Zastudil punts 37 yards, returned by Phillip Buchanon for no gain",-1.830,-1.600
2,3:30,1,10,OAK 40,6,10,Tyrone Wheatley up the middle for 9 yards (tackle by Peter Boulware and Gary Baxter),1.600,2.270
2,2:52,2,1,OAK 49,6,10,Rick Mirer pass incomplete intended for Jerry Rice,2.270,1.550
2,2:45,3,1,OAK 49,6,10,Zack Crockett up the middle for no gain (tackle by Kelly Gregg and Anthony Weaver),1.550,-0.130
,,,,,,,"OAK challenged the ruling, and the play was upheld.",,
2,2:32,4,1,OAK 49,6,10,Zack Crockett up the middle for 1 yard (tackle by Ed Hartwell),-0.130,2.260
2,2:19,1,10,OAK 50,6,10,Rick Mirer pass complete to Doug Jolley for 26 yards (tackle by Cornell Brown),2.260,3.970
2,2:00,1,10,BAL 24,6,10,Tyrone Wheatley right tackle for 3 yards (tackle by Anthony Weaver),3.970,3.840
2,1:29,2,7,BAL 21,6,10,Rick Mirer pass incomplete intended for Jerry Porter,3.840,3.140
2,1:25,3,7,BAL 21,6,16,"Rick Mirer pass complete to Jerry Rice for 21 yards, touchdown",3.140,7.000
2,,,,BAL 2,6,17,Sebastian Janikowski kicks extra point good,0.000,0.000
2,,,,OAK 30,6,17,"Sebastian Janikowski kicks off 59 yards, returned by Chester Taylor for 21 yards (tackle by Ronald Curry)",0.000,1.070
2,1:15,1,10,BAL 32,6,17,Anthony Wright pass complete to Frank Sanders for 4 yards (tackle by Eric Barton),1.070,1.070
2,0:42,2,6,BAL 36,6,17,"Penalty on Travis Taylor: False Start, 5 yards (no play)",1.070,0.390
2,0:42,,,,6,17,Timeout #2 by Baltimore Ravens,0.000,0.390
2,0:42,2,11,BAL 31,6,17,Anthony Wright pass complete to Todd Heap for 11 yards (tackle by Anthony Dorsett),0.390,1.730
2,0:21,1,10,BAL 42,6,17,Anthony Wright spiked the ball,1.730,1.190
2,0:21,2,10,BAL 42,6,17,Anthony Wright pass complete to Todd Heap for 26 yards (tackle by Phillip Buchanon),1.190,3.450
2,0:13,,,,6,17,Timeout #3 by Baltimore Ravens,0.000,3.450
2,0:13,1,10,OAK 32,6,17,Anthony Wright pass incomplete intended for Travis Taylor,3.450,2.900
2,0:10,,,,6,17,Timeout #2 by Oakland Raiders,0.000,2.900
2,0:09,2,10,OAK 32,6,17,Matt Stover 50 yard field goal no good,2.900,-1.600
2,0:04,1,10,OAK 40,6,17,Rick Mirer kneels for -1 yards,1.600,0.920
Quarter,Time,Down,ToGo,Location,BAL,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 30,6,17,"Wade Richey kicks off 70 yards, returned by Doug Gabriel for 23 yards (tackle by Gerome Sapp)",0.000,0.480
3,14:55,1,10,OAK 23,6,17,Rick Mirer pass complete to O.J. Santiago for 7 yards (tackle by Ray Lewis),0.480,0.880
3,14:15,2,3,OAK 30,6,17,Rick Mirer for 4 yards (tackle by Gary Baxter),0.880,1.200
3,13:47,1,10,OAK 34,6,17,Rick Mirer pass incomplete intended for Doug Jolley (defended by Cornell Brown),1.200,0.660
3,13:42,2,10,OAK 34,6,17,"Rick Mirer pass complete to Tim Brown for 15 yards (tackle by Corey Fuller). Penalty on Barry Sims: Offensive Holding, 10 yards (no play)",0.660,-0.690
3,13:20,2,20,OAK 24,6,17,Rick Mirer pass incomplete intended for Alvis Whitted (defended by Gary Baxter),-0.690,-1.350
3,13:15,3,20,OAK 24,6,17,Charlie Garner up the middle for 5 yards (tackle by Anthony Weaver). Penalty on Frank Middleton: Offensive Holding (Declined),-1.350,-1.440
3,13:05,4,15,OAK 29,6,17,"Shane Lechler punts 28 yards, returned by Lamont Brightful for 7 yards. Lamont Brightful fumbles, recovered by O.J. Santiago at tm_-50",-1.440,2.260
3,12:55,1,10,OAK 50,6,17,Zack Crockett up the middle for 2 yards (tackle by Jarret Johnson),2.260,1.980
3,12:13,2,8,BAL 48,6,17,Tyrone Wheatley for 2 yards (tackle by Marques Douglas),1.980,1.550
3,11:35,3,6,BAL 46,6,17,Rick Mirer pass incomplete intended for Jerry Porter (defended by Anthony Weaver),1.550,0.200
3,11:30,4,6,BAL 46,6,17,"Shane Lechler punts 30 yards, fair catch by Lamont Brightful",0.200,0.140
3,11:23,1,10,BAL 16,6,17,Jamal Lewis right tackle for 6 yards (tackle by Chris Cooper and Nnamdi Asomugha),-0.140,0.280
3,10:48,2,4,BAL 22,6,17,Jamal Lewis up the middle for 3 yards (tackle by Tyler Brayton and Lorenzo Bromell),0.280,-0.200
3,10:11,3,1,BAL 25,6,17,"Penalty on Bennie Anderson: False Start, 5 yards (no play)",-0.200,-0.820
3,9:55,3,6,BAL 20,6,17,"Anthony Wright sacked by Roderick Coleman for -8 yards. Anthony Wright fumbles (forced by Roderick Coleman), recovered by Edwin Mulitalo at BAL-12",-0.820,-2.490
3,9:12,4,14,BAL 12,6,17,"Dave Zastudil punts 37 yards, returned by Phillip Buchanon for no gain",-2.490,-2.320
3,9:08,1,10,BAL 49,6,17,Rick Mirer pass complete to Tyrone Wheatley for no gain,2.320,1.780
3,8:31,2,10,BAL 49,6,17,Rick Mirer pass incomplete intended for Jerry Rice (defended by Chris McAlister),1.780,1.090
3,8:25,3,10,BAL 49,6,17,Rick Mirer pass complete to Charlie Garner for 2 yards (tackle by Gary Baxter),1.090,0.130
3,7:50,4,8,BAL 47,6,17,"Shane Lechler punts 31 yards, fair catch by Lamont Brightful",0.130,0.140
3,7:42,1,10,BAL 16,6,17,Anthony Wright sacked by Derrick Gibson for -7 yards,-0.140,-1.290
3,7:12,2,17,BAL 9,6,17,Jamal Lewis up the middle for 13 yards (tackle by Charles Woodson),-1.290,-0.570
3,6:32,3,4,BAL 22,6,17,Anthony Wright pass incomplete intended for Frank Sanders,-0.570,-1.900
3,6:29,4,4,BAL 22,6,17,"Dave Zastudil punts 40 yards, returned by Phillip Buchanon for 10 yards (tackle by Chester Taylor). Penalty on Alvis Whitted: Offensive Holding, 10 yards",-1.900,-0.670
3,6:16,1,10,OAK 26,6,17,Tyrone Wheatley left guard for 2 yards (tackle by Kelly Gregg),0.670,0.400
3,5:45,2,8,OAK 28,6,17,Charlie Garner up the middle for 5 yards (tackle by Ray Lewis and Ed Hartwell),0.400,0.370
3,5:06,3,3,OAK 33,6,17,Charlie Garner right end for 2 yards (tackle by Corey Fuller),0.370,-1.040
3,4:30,4,1,OAK 35,6,17,"Shane Lechler pass complete to Chris Hetherington for 19 yards (tackle by Will Demps). Penalty on Adam Treu: Ineligible Downfield Pass, 5 yards (no play)",-1.040,-1.370
3,4:12,4,6,OAK 30,6,17,"Shane Lechler punts 47 yards, returned by Lamont Brightful for 28 yards (tackle by Ronald Curry)",-1.370,-2.320
3,3:57,1,10,OAK 49,6,17,Jamal Lewis left end for 9 yards (tackle by Nnamdi Asomugha),2.320,3.000
3,3:19,2,1,OAK 40,6,17,Jamal Lewis for 25 yards (tackle by Nnamdi Asomugha),3.000,4.580
3,2:53,1,10,OAK 15,6,17,Alan Ricard up the middle for 2 yards (tackle by Napoleon Harris),4.580,4.280
3,2:16,2,8,OAK 13,12,17,"Anthony Wright pass complete to Todd Heap for 13 yards, touchdown",4.280,7.000
3,,,,,12,17,Two Point Attempt: conversion fails,1.000,-1.000
,,,,,,,"BAL challenged the ruling, and the play was upheld.",,
3,,,,BAL 30,12,17,"Wade Richey kicks off 67 yards, returned by Doug Gabriel for 20 yards (tackle by Chad Williams)",0.000,0.480
3,2:02,1,10,OAK 23,12,17,Rick Mirer pass complete to Charlie Garner for 6 yards (tackle by Chris McAlister),0.480,0.740
3,1:44,2,4,OAK 29,12,17,Rick Mirer pass incomplete intended for Jerry Porter,0.740,0.040
3,1:40,3,4,OAK 29,12,17,"Rick Mirer pass incomplete intended for Tim Brown. Penalty on Chris McAlister: Defensive Holding, 5 yards, Penalty on Chris McAlister: Unsportsmanlike Conduct, 15 yards (no play)",0.040,2.190
3,1:36,1,10,OAK 49,12,17,Tyrone Wheatley right end for 1 yard (tackle by Anthony Weaver),2.190,1.780
3,0:59,2,9,OAK 50,12,17,Rick Mirer pass incomplete intended for Charlie Garner (defended by Peter Boulware),1.780,1.090
3,0:55,3,9,OAK 50,12,17,"Rick Mirer right end for 5 yards (tackle by Chad Williams). Penalty on Lincoln Kennedy: Offensive Holding, 10 yards (no play)",1.090,-0.230
3,0:31,3,19,OAK 40,12,17,Rick Mirer up the middle for 2 yards (tackle by Peter Boulware),-0.230,-0.590
Quarter,Time,Down,ToGo,Location,BAL,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,17,OAK 42,12,17,"Shane Lechler punts 36 yards, returned by Lamont Brightful for no gain",-0.590,-0.410
4,14:53,1,10,BAL 22,12,17,Jamal Lewis right guard for 11 yards (tackle by Anthony Dorsett),0.410,1.140
4,14:18,1,10,BAL 33,12,17,Jamal Lewis left end for 4 yards (tackle by Anthony Dorsett),1.140,1.130
4,13:34,2,6,BAL 37,12,17,Jamal Lewis up the middle for 1 yard (tackle by Tyler Brayton and Charles Woodson),1.130,0.560
4,12:52,3,5,BAL 38,12,17,Anthony Wright pass complete to Todd Heap for 31 yards (tackle by Derrick Gibson),0.560,3.510
4,12:07,1,10,OAK 31,12,17,"Penalty on Bennie Anderson: False Start, 5 yards (no play)",3.510,3.180
4,11:43,1,15,OAK 36,12,17,Anthony Wright pass complete to Frank Sanders for 9 yards (tackle by Charles Woodson),3.180,3.510
4,10:59,2,6,OAK 27,12,17,"Anthony Wright for -5 yards (tackle by Napoleon Harris). Anthony Wright fumbles (forced by Napoleon Harris), recovered by Tyler Brayton at OAK-32 (tackle by Jamal Lewis)",3.510,-1.070
4,10:54,1,10,OAK 32,12,17,Charlie Garner for 4 yards (tackle by Ray Lewis),1.070,1.070
4,10:17,2,6,OAK 36,12,17,Charlie Garner up the middle for 2 yards (tackle by Ed Hartwell),1.070,0.630
4,9:38,3,4,OAK 38,12,17,Rick Mirer pass complete to Charlie Garner for 25 yards (tackle by Ed Reed),0.630,3.120
4,9:05,1,10,BAL 37,12,17,Tyrone Wheatley for 16 yards (tackle by Will Demps),3.120,4.170
4,8:27,1,10,BAL 21,12,17,Tyrone Wheatley up the middle for -2 yards (tackle by Kelly Gregg and Terrell Suggs),4.170,3.360
4,7:53,2,12,BAL 23,12,17,Rick Mirer pass complete to Tyrone Wheatley for 12 yards (tackle by Will Demps),3.360,4.840
4,7:18,1,10,BAL 11,12,17,Tyrone Wheatley up the middle for 2 yards (tackle by Kelly Gregg),4.840,4.510
4,6:44,2,8,BAL 9,12,17,Rick Mirer up the middle for 4 yards (tackle by Anthony Weaver),4.510,4.440
4,6:07,3,4,BAL 5,12,17,Rick Mirer pass incomplete intended for Jerry Rice,4.440,3.010
4,6:01,4,4,BAL 5,12,20,Sebastian Janikowski 23 yard field goal good,3.010,3.000
4,,,,OAK 30,12,20,Sebastian Janikowski kicks off 62 yards,0.000,1.600
4,5:58,1,10,BAL 40,12,20,Anthony Wright pass complete to Todd Heap for 4 yards (tackle by Anthony Dorsett),1.600,1.590
4,5:21,2,6,BAL 44,12,20,Anthony Wright pass incomplete intended for Travis Taylor,1.590,0.890
4,5:15,3,6,BAL 44,12,20,Anthony Wright pass incomplete intended for Travis Taylor,0.890,-0.460
4,5:11,4,6,BAL 44,12,20,"Dave Zastudil punts 56 yards, touchback",-0.460,-0.280
4,5:02,1,10,OAK 20,12,20,Tyrone Wheatley up the middle for no gain (tackle by Cornell Brown),0.280,-0.270
4,4:17,2,10,OAK 20,12,20,"Penalty on OAK: Delay of Game, 5 yards (no play)",-0.270,-1.070
4,4:16,2,15,OAK 15,12,20,Rick Mirer pass incomplete intended for Jerry Porter (defended by Chris McAlister),-1.070,-1.860
4,4:10,3,15,OAK 15,12,20,Rick Mirer pass complete to Jerry Rice for 17 yards (tackle by Corey Fuller),-1.860,1.070
4,3:31,1,10,OAK 32,12,20,Charlie Garner up the middle for 6 yards (tackle by Marques Douglas and Will Demps),1.070,1.340
4,2:51,2,4,OAK 38,12,20,Tyrone Wheatley right tackle for 3 yards (tackle by Ray Lewis),1.340,1.030
4,2:10,3,1,OAK 41,12,20,Zack Crockett up the middle for no gain (tackle by Ray Lewis and Ed Reed),1.030,-0.650
4,1:59,4,1,OAK 41,12,20,"Shane Lechler punts 59 yards, touchback. Penalty on Zack Crockett: Face Mask (15 Yards), 15 yards (no play)",-0.650,-1.630
4,1:45,4,16,OAK 26,12,20,"Shane Lechler punts 54 yards, returned by Lamont Brightful for 1 yard (tackle by Shurron Pierson)",-1.630,-0.340
4,1:40,1,10,BAL 21,12,20,Anthony Wright pass incomplete intended for Frank Sanders,0.340,-0.200
4,1:36,2,10,BAL 21,12,20,Anthony Wright sacked by Roderick Coleman for -8 yards,-0.200,-2.300
4,1:25,,,,12,20,Timeout #2 by Baltimore Ravens,0.000,-2.300
4,1:25,3,18,BAL 13,12,20,Anthony Wright pass incomplete intended for Marcus Robinson (defended by Anthony Dorsett),-2.300,-2.490
4,1:17,4,18,BAL 13,12,20,"Penalty on BAL: Delay of Game, 5 yards (no play)",-2.490,-2.490
4,1:17,4,23,BAL 8,12,20,Anthony Wright pass incomplete intended for Travis Taylor (defended by Terrance Shaw),-2.490,-5.370
4,1:11,1,8,BAL 8,12,20,Rick Mirer kneels for no gain,5.370,4.570
4,0:32,2,8,BAL 8,12,20,Rick Mirer kneels for -1 yards,4.570,3.360
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
