Quarter,Time,Down,ToGo,Location,IND,PIT,Detail,EPB,EPA
2,13:24,1,10,IND 49,0,14,"Peyton Manning pass incomplete intended for Edgerrin James. Penalty on Kendrell Bell: Defensive Pass Interference, 13 yards (no play)",2.190,3.050
2,13:19,1,10,PIT 38,0,14,Edgerrin James right end for 1 yard (tackle by Aaron Smith and Kendrell Bell),3.050,2.640
2,12:38,2,9,PIT 37,0,14,Peyton Manning pass incomplete intended for Qadry Ismail,2.640,1.950
2,12:30,3,9,PIT 37,0,14,Peyton Manning pass complete to Edgerrin James for 7 yards (tackle by Deshea Townsend),1.950,1.500
2,12:06,4,2,PIT 30,0,14,Mike Vanderjagt 48 yard field goal no good,1.500,-1.470
2,12:01,1,10,PIT 38,0,14,Tommy Maddox pass incomplete intended for Hines Ward,1.470,0.920
2,11:55,2,10,PIT 38,0,14,Tommy Maddox pass complete to Jerome Bettis for 7 yards (tackle by Chad Bratzke),0.920,1.160
2,11:11,3,3,PIT 45,0,14,Antwaan Randle El left end for 16 yards (tackle by David Macklin and David Gibson),1.160,2.980
2,10:27,1,10,IND 39,0,14,Tommy Maddox pass complete to Plaxico Burress for 9 yards (tackle by Marcus Washington and Walt Harris),2.980,3.660
2,9:42,2,1,IND 30,0,14,Tommy Maddox pass complete to Plaxico Burress for 15 yards (tackle by Walt Harris and David Gibson),3.660,4.580
2,9:01,1,10,IND 15,0,14,Jerome Bettis right tackle for 1 yard (tackle by Raheem Brock and David Gibson),4.580,4.110
2,8:23,2,9,IND 14,0,14,Tommy Maddox pass complete to Dan Kreider for 9 yards (tackle by Mike Peterson and Marcus Washington),4.110,6.060
2,7:39,1,5,IND 5,0,20,"Jerome Bettis left tackle for 5 yards, touchdown",6.060,7.000
2,7:39,,,IND 5,0,21,Todd Peterson kicks extra point good,0.000,0.000
2,7:39,,,PIT 30,0,21,"Todd Peterson kicks off 56 yards, returned by Troy Walters for 11 yards (tackle by Chidi Iwuoma)",0.000,0.610
2,7:35,1,10,IND 25,0,21,Peyton Manning pass complete to Marcus Pollard for 16 yards (tackle by Lee Flowers),0.610,1.660
2,6:58,1,10,IND 41,0,21,Edgerrin James right end for -3 yards (tackle by Aaron Smith),1.660,0.720
2,6:25,2,13,IND 38,0,21,Peyton Manning pass complete to Qadry Ismail for 9 yards (tackle by Jason Gildon),0.720,1.220
2,5:44,3,4,IND 47,0,21,Peyton Manning pass complete to Reggie Wayne for 13 yards (tackle by Brent Alexander),1.220,2.920
2,5:04,1,10,PIT 40,0,21,Edgerrin James right tackle for 2 yards (tackle by Aaron Smith and Rodney Bailey),2.920,2.640
2,4:28,2,8,PIT 38,0,21,Peyton Manning pass complete to Edgerrin James for 4 yards (tackle by Joey Porter and Lee Flowers),2.640,2.480
2,3:42,3,4,PIT 34,0,21,Peyton Manning pass complete to Troy Walters for 13 yards (tackle by Deshea Townsend),2.480,4.170
2,3:00,1,10,PIT 21,0,21,Peyton Manning pass complete to Marcus Pollard for 2 yards (tackle by Joey Porter),4.170,3.900
2,2:21,2,8,PIT 19,0,21,Peyton Manning sacked by Brent Alexander for -4 yards,3.900,2.680
2,2:00,3,12,PIT 23,0,21,Peyton Manning pass incomplete intended for Qadry Ismail,2.680,1.930
2,2:00,4,12,PIT 23,3,21,Mike Vanderjagt 41 yard field goal good,1.930,3.000
2,2:00,,,IND 30,3,21,"Mike Vanderjagt kicks off 57 yards, returned by Lee Mays for 16 yards (tackle by David Thornton)",0.000,0.870
2,1:50,1,10,PIT 29,3,21,Jerome Bettis middle for 1 yard (tackle by Brad Scioli and Rob Morris),0.870,0.460
2,1:07,2,9,PIT 30,3,21,Tommy Maddox pass complete to Hines Ward for 31 yards,0.460,2.980
2,0:57,1,10,IND 39,3,21,Tommy Maddox pass complete to Antwaan Randle El for 9 yards (tackle by Walt Harris),2.980,3.660
2,0:46,1,10,IND 39,,,Timeout #1 by Pittsburgh Steelers,2.980,3.660
2,0:46,2,1,IND 30,3,21,Tommy Maddox pass incomplete intended for Antwaan Randle El is intercepted by Mike Peterson at IND-32 and returned for 31 yards,3.660,-3.120
2,0:36,1,10,PIT 37,3,21,Peyton Manning pass incomplete intended for Reggie Wayne (defended by Clark Haggans),3.120,2.570
2,0:32,2,10,PIT 37,3,21,Peyton Manning pass incomplete intended for Marvin Harrison,2.570,1.880
2,0:27,3,10,PIT 37,3,21,Peyton Manning pass complete to Reggie Wayne for 14 yards (tackle by Deshea Townsend),1.880,4.040
2,0:21,3,10,PIT 37,,,Timeout #1 by Indianapolis Colts,1.880,4.040
2,0:21,1,10,PIT 23,3,21,"Penalty on Marcus Pollard: False Start, 5 yards (no play)",4.040,3.710
2,0:21,1,15,PIT 28,3,21,Peyton Manning pass incomplete intended for Edgerrin James,3.710,2.820
2,0:16,2,15,PIT 28,3,21,Peyton Manning pass incomplete intended for Marcus Pollard,2.820,2.150
2,0:12,3,15,PIT 28,3,21,Peyton Manning pass incomplete intended for Qadry Ismail is intercepted by Brent Alexander at PIT-1 and returned for 8 yards,2.150,0.000
Quarter,Time,Down,ToGo,Location,IND,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,3,21,"Mike Vanderjagt kicks off 57 yards, muffed catch by Antwaan Randle El, recovered by Antwaan Randle El at PIT-17, and returned for 7 yards",0.000,0.540
3,15:00,1,10,PIT 24,3,21,"Penalty on Mark Bruener: False Start, 5 yards (no play)",0.540,0.130
3,14:55,1,15,PIT 19,3,21,Jerome Bettis middle for 3 yards (tackle by James Cannida),0.130,-0.270
3,14:32,2,12,PIT 22,3,21,Amos Zereoue right end for 3 yards (tackle by Mike Peterson),-0.270,-0.560
3,13:49,3,9,PIT 25,3,21,Tommy Maddox sacked by Dwight Freeney for -6 yards,-0.560,-2.140
3,13:31,4,15,PIT 19,3,21,"Josh Miller punts 53 yards, returned by Troy Walters for 20 yards (tackle by Verron Haynes)",-2.140,-2.130
3,13:18,1,10,IND 48,3,21,Peyton Manning pass complete to Edgerrin James for 6 yards (tackle by James Farrior),2.130,2.390
3,12:58,2,4,PIT 46,3,21,Edgerrin James left end for 1 yard (tackle by Kimo von Oelhoffen and Casey Hampton),2.390,1.820
3,12:36,3,3,PIT 45,3,21,Peyton Manning pass complete to Marvin Harrison for 4 yards (tackle by Lee Flowers and Deshea Townsend),1.820,2.850
3,11:46,1,10,PIT 41,9,21,"Peyton Manning pass complete to Marcus Pollard for 41 yards, touchdown",2.850,7.000
3,11:46,,,PIT 41,10,21,Mike Vanderjagt kicks extra point good,0.000,0.000
3,11:46,,,IND 30,10,21,"Mike Vanderjagt kicks off 56 yards, returned by Lee Mays for 16 yards (tackle by David Macklin)",0.000,0.940
3,11:38,1,10,PIT 30,10,21,Amos Zereoue left end for 4 yards (tackle by Rob Morris),0.940,0.930
3,10:55,2,6,PIT 34,10,21,Tommy Maddox pass incomplete intended for Hines Ward,0.930,0.230
3,10:50,3,6,PIT 34,10,21,"Tommy Maddox pass complete to Hines Ward for 8 yards (tackle by Josh Mallard and Nick Harper). Penalty on PIT: Illegal Shift, 5 yards (no play)",0.230,-0.430
3,10:34,3,11,PIT 29,10,21,Tommy Maddox pass incomplete intended for Plaxico Burress,-0.430,-1.440
3,10:34,4,11,PIT 29,10,21,"Josh Miller punts 43 yards, returned by Troy Walters for 1 yard (tackle by Brent Alexander). Penalty on Brian Leigeb: Illegal Block Above the Waist (Declined), Penalty on Clifton Crosby: Offensive Holding, 10 yards",-1.440,-0.150
3,10:15,1,10,IND 19,10,21,Peyton Manning pass complete to Edgerrin James for 12 yards (tackle by Chad Scott),0.150,1.000
3,9:38,1,10,IND 31,10,21,Edgerrin James middle for no gain (tackle by James Farrior and Casey Hampton),1.000,0.460
3,9:07,2,10,IND 31,10,21,Peyton Manning pass complete to Edgerrin James for 2 yards (tackle by Kendrell Bell and Chad Scott),0.460,0.040
3,8:28,3,8,IND 33,10,21,Peyton Manning pass complete to Marvin Harrison for 11 yards,0.040,1.860
3,8:06,1,10,IND 44,10,21,Peyton Manning pass complete to Edgerrin James for 23 yards (tackle by Brent Alexander),1.860,3.380
3,7:40,1,10,PIT 33,10,21,Edgerrin James middle for -1 yards (tackle by Kendrell Bell),3.380,2.700
3,6:55,2,11,PIT 34,10,21,Peyton Manning pass incomplete intended for Marcus Pollard is intercepted by Mike Logan at PIT-35 and returned for 46 yards,2.700,-4.310
3,6:41,1,10,IND 19,10,21,Tommy Maddox pass incomplete intended for Plaxico Burress,4.310,3.750
3,6:36,2,10,IND 19,10,21,Amos Zereoue left tackle for 5 yards (tackle by Brad Scioli),3.750,3.760
3,5:54,3,5,IND 14,10,27,"Tommy Maddox pass complete to Hines Ward for 14 yards, touchdown",3.760,7.000
3,5:54,,,IND 14,10,28,Todd Peterson kicks extra point good,0.000,0.000
3,5:54,,,PIT 30,10,28,"Todd Peterson kicks off 57 yards, out of bounds",0.000,1.600
3,5:48,1,10,IND 40,10,28,Peyton Manning pass incomplete intended for Qadry Ismail,1.600,1.050
3,5:42,2,10,IND 40,10,28,Edgerrin James left guard for 11 yards (tackle by Rodney Bailey),1.050,2.320
3,5:00,1,10,PIT 49,10,28,Edgerrin James right guard for 1 yard (tackle by Aaron Smith and Joey Porter),2.320,1.920
3,4:41,2,9,PIT 48,10,28,Peyton Manning pass incomplete intended for Marvin Harrison,1.920,1.220
3,4:29,3,9,PIT 48,10,28,Peyton Manning pass complete to Marvin Harrison for 12 yards (tackle by Chad Scott),1.220,3.180
3,3:54,1,10,PIT 36,10,28,Edgerrin James middle for 2 yards (tackle by Rodney Bailey and Mike Logan),3.180,2.910
3,3:24,2,8,PIT 34,10,28,Peyton Manning pass complete to Marvin Harrison for 6 yards (tackle by Mike Logan),2.910,3.010
3,3:24,3,2,PIT 28,10,28,"Penalty on Tarik Glenn: False Start, 5 yards (no play)",3.010,2.350
3,2:30,3,7,PIT 33,10,28,Peyton Manning sacked by Aaron Smith for -5 yards,2.350,0.720
3,2:30,4,12,PIT 38,10,28,"Hunter Smith punts 28 yards, muffed catch by Antwaan Randle El, recovered by Antwaan Randle El and returned for no gain",0.720,0.380
3,2:01,1,10,PIT 6,10,28,Amos Zereoue left end for -4 yards (tackle by Mike Peterson),-0.380,-1.070
3,1:18,2,14,PIT 2,10,28,Amos Zereoue right guard for 42 yards (tackle by Idrees Bashir),-1.070,1.860
3,0:49,1,10,PIT 44,10,28,Tommy Maddox pass complete to Plaxico Burress for 18 yards (tackle by Walt Harris),1.860,3.050
3,0:29,1,10,IND 38,10,28,Chris Fuamatu-Ma'afala left tackle for 9 yards (tackle by Idrees Bashir),3.050,3.720
Quarter,Time,Down,ToGo,Location,IND,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,IND 29,10,28,Dan Kreider middle for 2 yards (tackle by Mike Peterson),3.720,3.780
4,14:20,1,10,IND 27,10,28,Tommy Maddox pass incomplete intended for Plaxico Burress,3.780,3.230
4,14:17,2,10,IND 27,10,28,Amos Zereoue middle for 17 yards (tackle by Walt Harris and Idrees Bashir),3.230,4.910
4,14:17,1,10,IND 10,10,28,Amos Zereoue left tackle for 3 yards (tackle by James Cannida),4.910,4.760
4,12:50,2,7,IND 7,10,28,Amos Zereoue left guard for 1 yard (tackle by Brad Scioli and David Gibson),4.760,4.040
4,12:50,3,6,IND 6,10,28,Tommy Maddox pass complete to Hines Ward for 5 yards (tackle by Nick Harper),4.040,3.550
4,12:50,3,6,IND 6,,,Timeout #1 by Pittsburgh Steelers,4.040,3.550
4,11:42,4,1,IND 1,10,28,Amos Zereoue middle for no gain (tackle by Mike Peterson and Jason Doering),3.550,0.380
4,11:37,1,10,IND 1,10,28,Edgerrin James right guard for 4 yards (tackle by James Farrior),-0.380,-0.490
4,11:22,2,6,IND 5,10,28,Peyton Manning pass complete to Marvin Harrison for 9 yards (tackle by Chad Scott),-0.490,-0.280
4,10:39,1,10,IND 14,10,28,Edgerrin James right end for 1 yard (tackle by James Farrior),-0.280,-0.640
4,10:09,2,9,IND 15,10,28,"Penalty on Tarik Glenn: False Start, 5 yards (no play)",-0.640,-1.070
4,9:52,2,14,IND 10,10,28,Edgerrin James left guard for 7 yards (tackle by Rodney Bailey and Mike Logan),-1.070,-1.040
4,9:25,3,7,IND 17,10,28,Peyton Manning right end for 10 yards (tackle by Mike Logan),-1.040,0.740
4,8:57,1,10,IND 27,10,28,Peyton Manning pass complete to Qadry Ismail for 6 yards (tackle by Dewayne Washington),0.740,1.010
4,8:29,2,4,IND 33,10,28,Peyton Manning pass complete to Mike Roberg for 15 yards (tackle by Joey Porter and Mike Logan),1.010,2.130
4,8:14,1,10,IND 48,10,28,Peyton Manning pass incomplete intended for Qadry Ismail,2.130,1.580
4,8:07,2,10,IND 48,10,28,Peyton Manning pass complete to Reggie Wayne for 4 yards (tackle by Dewayne Washington),1.580,1.420
4,7:48,3,6,PIT 48,10,28,Peyton Manning pass complete to Marcus Pollard for 5 yards (tackle by Mike Logan and Joey Porter),1.420,0.400
4,7:19,4,1,PIT 43,10,28,Peyton Manning pass complete to Reggie Wayne for 2 yards (tackle by Deshea Townsend and Clark Haggans),0.400,2.850
4,6:55,1,10,PIT 41,10,28,"Peyton Manning pass incomplete intended for Marcus Pollard is intercepted by Brent Alexander at PIT-20 and returned for 25 yards, lateral to Deshea Townsend for 2 yards. Penalty on Kendrick Clancy: Personal Foul, 15 yards",2.850,-1.070
4,6:41,1,10,PIT 32,10,28,Amos Zereoue right guard for 3 yards (tackle by James Cannida and Brad Scioli),1.070,0.930
4,6:41,2,7,PIT 35,10,28,Antwaan Randle El middle for 7 yards (tackle by Walt Harris and Josh Mallard),0.930,1.730
4,5:13,1,10,PIT 42,10,28,Chris Fuamatu-Ma'afala left tackle for 16 yards (tackle by Raheem Brock),1.730,2.790
4,4:25,1,10,IND 42,10,28,Amos Zereoue right end for 7 yards (tackle by Mike Peterson),2.790,3.190
4,3:43,2,3,IND 35,10,28,Amos Zereoue right tackle for 4 yards (tackle by David Gibson and James Cannida),3.190,3.510
4,2:59,1,10,IND 31,10,28,Amos Zereoue left end for -5 yards (tackle by Jason Doering and Brad Scioli),3.510,2.290
4,2:10,2,15,IND 36,10,28,Amos Zereoue left end for 7 yards (tackle by Rob Morris),2.290,2.540
4,2:00,3,8,IND 29,10,28,Amos Zereoue right tackle for no gain (tackle by Rob Morris),2.540,1.500
4,1:46,3,8,IND 29,,,Timeout #1 by Indianapolis Colts,2.540,1.500
4,1:46,4,8,IND 29,10,28,Todd Peterson 48 yard field goal no good,1.500,-1.400
4,1:36,1,10,IND 37,10,28,Peyton Manning pass complete to Edgerrin James for 3 yards (tackle by Mike Logan),1.400,1.260
4,1:19,2,7,IND 40,10,28,Peyton Manning pass complete to Marvin Harrison for 5 yards (tackle by Mike Logan),1.260,1.220
4,0:52,3,2,IND 45,10,28,Peyton Manning pass incomplete intended for Marvin Harrison,1.220,-0.390
4,0:26,4,2,IND 45,10,28,Peyton Manning pass complete to Edgerrin James for 3 yards (tackle by Clark Haggans),-0.390,2.130
4,0:20,1,10,IND 48,10,28,Peyton Manning pass complete to Qadry Ismail for 5 yards (tackle by Lee Flowers). Penalty on Jason Gildon: Defensive Offside (Declined),2.130,2.330
4,0:10,2,4,PIT 47,10,28,Peyton Manning pass complete to Edgerrin James for 13 yards (tackle by Aaron Smith),2.330,1.600
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
