Quarter,Time,Down,ToGo,Location,IND,CLE,Detail,EPB,EPA
2,11:00,4,3,CLE 41,0,3,"Hunter Smith punts 34 yards, fair catch by Dennis Northcutt",0.530,0.380
2,10:52,1,10,CLE 7,0,3,"William Green right end for 2 yards (tackle by Mike Doss). Penalty on Kevin Johnson: Offensive Holding, 5 yards",-0.380,-0.490
2,10:30,1,13,CLE 4,0,3,Kelly Holcomb pass incomplete intended for Kevin Johnson,-0.490,-1.000
2,10:24,2,13,CLE 4,0,3,Kelly Holcomb pass complete to Dennis Northcutt for 22 yards (tackle by Rob Morris),-1.000,0.670
2,9:47,1,10,CLE 26,0,3,Dennis Northcutt right end for -1 yards (tackle by Rob Morris),0.670,-0.010
2,9:03,2,11,CLE 25,0,3,Kelly Holcomb pass complete to Steve Heiden for 16 yards (tackle by Idrees Bashir),-0.010,1.660
2,8:24,1,10,CLE 41,0,3,Kelly Holcomb pass complete to William Green for 11 yards (tackle by Rob Morris),1.660,2.390
2,7:35,1,10,IND 48,0,3,James Jackson left guard for 3 yards (tackle by Brad Scioli),2.390,2.250
2,6:58,2,7,IND 45,0,3,James Jackson left tackle for 3 yards (tackle by Brad Scioli),2.250,1.950
2,6:17,3,4,IND 42,0,3,Kelly Holcomb pass incomplete intended for Dennis Northcutt (defended by Nick Harper),1.950,0.460
2,6:11,4,4,IND 42,0,3,Chris Gardocki punts 38 yards,0.460,0.380
2,6:01,1,10,IND 4,0,3,Edgerrin James right tackle for 5 yards (tackle by Kevin Bentley),-0.380,-0.420
2,5:25,2,5,IND 9,0,3,Peyton Manning pass complete to Joe D. Davenport for 7 yards (tackle by Gerard Warren),-0.420,-0.140
2,4:42,1,10,IND 16,0,3,Edgerrin James left end for no gain (tackle by Andra Davis and Ben Taylor),-0.140,-0.660
2,4:03,2,10,IND 16,0,3,Peyton Manning pass complete to Marvin Harrison for 8 yards (tackle by Ben Taylor),-0.660,-0.320
2,3:20,3,2,IND 24,0,3,"Penalty on Tarik Glenn: False Start, 5 yards (no play)",-0.320,-0.950
2,2:53,3,7,IND 19,0,3,Peyton Manning pass incomplete intended for Reggie Wayne (defended by Anthony Henry),-0.950,-2.140
2,2:48,4,7,IND 19,0,3,"Hunter Smith punts 50 yards, muffed catch by Dennis Northcutt, recovered by Dennis Northcutt and returned for 2 yards (tackle by Clifton Crosby)",-2.140,-1.140
2,2:38,1,10,CLE 33,0,3,Kelly Holcomb pass complete to William Green for 2 yards (tackle by Idrees Bashir),1.140,0.860
2,2:00,2,8,CLE 35,0,3,"Penalty on Kelly Holcomb: False Start, 5 yards (no play)",0.860,0.190
2,2:00,2,13,CLE 30,0,3,Kelly Holcomb pass incomplete intended for Dennis Northcutt is intercepted by Nick Harper at CLE-48 and returned for 4 yards (tackle by Dennis Northcutt),0.190,-2.650
2,1:53,1,10,CLE 44,0,3,Peyton Manning pass incomplete intended for Dallas Clark,2.650,2.110
2,1:48,2,10,CLE 44,0,3,Peyton Manning pass incomplete intended for Edgerrin James is intercepted by Ben Taylor at CLE-37,2.110,-1.400
2,1:42,1,10,CLE 37,0,3,"Jamel White left tackle for 4 yards (tackle by Robert Mathis). Penalty on Quincy Morgan: Offensive Holding, 10 yards",1.400,1.000
2,1:35,1,16,CLE 31,0,3,Kelly Holcomb pass complete to Jamel White for 5 yards (tackle by Montae Reagor),1.000,0.720
2,1:12,2,11,CLE 36,0,3,Kelly Holcomb pass complete to Dennis Northcutt for 4 yards (tackle by David Macklin),0.720,0.560
2,0:40,3,7,CLE 40,0,3,Kelly Holcomb pass incomplete intended for Steve Heiden is intercepted by Nick Harper at CLE-49 and returned for 39 yards (tackle by Jeff Faine),0.560,-4.910
2,0:29,1,10,CLE 10,0,3,Peyton Manning pass complete to Marvin Harrison for 2 yards (tackle by Andra Davis),4.910,4.570
2,0:23,,,,0,3,Timeout #2 by Indianapolis Colts,0.000,4.570
2,0:23,2,8,CLE 8,0,3,Peyton Manning pass incomplete intended for Edgerrin James (defended by Daylon McCutcheon),4.570,3.580
2,0:18,3,8,CLE 8,0,3,"Peyton Manning pass incomplete intended for Marvin Harrison. Penalty on Courtney Brown: Roughing the Passer, 4 yards (no play)",3.580,6.280
2,0:14,1,4,CLE 4,0,3,Peyton Manning pass incomplete intended for Troy Walters (defended by Orpheus Roye),6.280,5.340
2,0:10,2,4,CLE 4,0,3,Peyton Manning pass incomplete intended for Reggie Wayne,5.340,4.490
2,0:07,3,4,CLE 4,0,3,Peyton Manning pass incomplete intended for Edgerrin James,4.490,3.030
2,0:03,4,4,CLE 4,3,3,Mike Vanderjagt 22 yard field goal good,3.030,3.000
Quarter,Time,Down,ToGo,Location,IND,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,3,3,"Mike Vanderjagt kicks off 61 yards, returned by Andre King for 16 yards (tackle by Gary Brackett)",0.000,0.610
3,14:56,1,10,CLE 25,3,3,William Green up the middle for 7 yards (tackle by Nick Harper),0.610,1.010
3,14:19,2,3,CLE 32,3,3,William Green left tackle for 7 yards (tackle by Idrees Bashir),1.010,1.530
3,13:42,1,10,CLE 39,3,3,Kelly Holcomb pass incomplete intended for Kevin Johnson,1.530,0.990
3,13:35,2,10,CLE 39,3,3,William Green right guard for 8 yards (tackle by Mike Doss and Walt Harris),0.990,1.360
3,12:56,3,2,CLE 47,3,3,William Green right tackle for 8 yards (tackle by David Thornton),1.360,2.590
3,12:15,1,10,IND 45,3,3,"William Green right tackle for 5 yards (tackle by Mike Doss). Penalty on Shaun O'Hara: Offensive Holding, 10 yards (no play)",2.590,1.930
3,11:53,1,20,CLE 45,3,3,Kelly Holcomb pass complete to Kevin Johnson for 10 yards (tackle by Walt Harris),1.930,2.040
3,11:12,2,10,IND 45,3,3,Jamel White up the middle for 3 yards (tackle by Jim Nelson and Mike Doss),2.040,1.750
3,10:36,3,7,IND 42,3,3,Kelly Holcomb pass complete to Jamel White for 2 yards (tackle by Jim Nelson),1.750,0.590
3,9:57,4,5,IND 40,3,3,"Chris Gardocki punts 40 yards, touchback",0.590,-0.280
3,9:45,1,10,IND 20,3,3,Peyton Manning pass incomplete intended for Dallas Clark,0.280,-0.270
3,9:40,2,10,IND 20,3,3,Peyton Manning pass complete to Edgerrin James for 9 yards (tackle by Daylon McCutcheon),-0.270,0.230
3,8:59,3,1,IND 29,3,3,Edgerrin James right guard for 10 yards (tackle by Andra Davis),0.230,1.530
3,8:21,1,10,IND 39,3,3,Peyton Manning pass complete to Dallas Clark for 18 yards (tackle by Earl Little),1.530,2.720
3,7:31,1,10,CLE 43,3,3,Peyton Manning pass complete to Marvin Harrison for 2 yards (tackle by Daylon McCutcheon),2.720,2.450
3,6:50,2,8,CLE 41,3,3,Edgerrin James up the middle for 3 yards (tackle by Orpheus Roye),2.450,2.150
3,6:08,3,5,CLE 38,3,3,Peyton Manning pass complete to Marvin Harrison for 6 yards (tackle by Daylon McCutcheon),2.150,3.450
3,5:23,1,10,CLE 32,3,3,Peyton Manning pass incomplete intended for Marvin Harrison,3.450,2.900
3,5:17,2,10,CLE 32,3,3,Edgerrin James right tackle for 9 yards (tackle by Chris Crocker),2.900,3.400
3,4:35,3,1,CLE 23,3,3,Edgerrin James right guard for no gain (tackle by Kenard Lang),3.400,2.080
3,4:35,4,1,CLE 23,3,3,"Penalty on Steve Sciullo: False Start, 5 yards (no play)",2.080,1.610
3,3:48,4,6,CLE 28,6,3,Mike Vanderjagt 46 yard field goal good,1.610,3.000
3,,,,IND 30,6,3,"Mike Vanderjagt kicks off 68 yards, returned by Quincy Morgan for 23 yards (tackle by Clifton Crosby). Penalty on Felipe Claybrooks: Offensive Holding, 10 yards",0.000,-0.350
3,3:36,1,10,CLE 12,6,3,Kelly Holcomb pass complete to Steve Heiden for 6 yards (tackle by Rob Morris),-0.350,-0.070
3,3:04,2,4,CLE 18,6,3,William Green left guard for 3 yards (tackle by Larry Tripplett and Marcus Washington),-0.070,-0.370
3,2:24,3,1,CLE 21,6,3,William Green right guard for 8 yards (tackle by Mike Doss),-0.370,0.870
3,1:48,1,10,CLE 29,6,3,Kelly Holcomb pass complete to Kevin Johnson for 10 yards (tackle by Mike Doss),0.870,1.530
3,1:01,1,10,CLE 39,6,3,Kelly Holcomb pass incomplete intended for William Green,1.530,0.990
3,0:54,2,10,CLE 39,6,3,William Green up the middle for 2 yards (tackle by Mike Doss and Raheem Brock),0.990,0.560
3,0:17,3,8,CLE 41,6,3,Kelly Holcomb pass complete to Jamel White for 17 yards (tackle by Nick Harper),0.560,2.790
Quarter,Time,Down,ToGo,Location,IND,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,IND 42,6,3,William Green right tackle for 11 yards (tackle by Walt Harris),2.790,3.510
4,14:30,1,10,IND 31,6,3,"Penalty on Kevin Johnson: False Start, 5 yards (no play)",3.510,3.180
4,14:09,1,15,IND 36,6,3,William Green right guard for -2 yards (tackle by Dwight Freeney and Montae Reagor),3.180,2.020
4,13:34,2,17,IND 38,6,3,Kelly Holcomb pass complete to Andra Davis for 18 yards (tackle by David Macklin),2.020,4.240
4,13:07,1,10,IND 20,6,3,William Green right tackle for -1 yards (tackle by Josh Williams),4.240,3.560
4,12:24,2,11,IND 21,6,3,"Kelly Holcomb pass complete to Steve Heiden for 7 yards (tackle by Walt Harris). Penalty on Raheem Brock: Defensive Offside, 5 yards (no play)",3.560,4.280
4,11:54,2,6,IND 16,6,3,Kelly Holcomb pass incomplete intended for Quincy Morgan (defended by Nick Harper),4.280,3.520
4,11:49,3,6,IND 16,6,3,Kelly Holcomb pass complete to Dennis Northcutt for 8 yards (tackle by Walt Harris),3.520,5.370
4,11:49,1,8,IND 8,6,3,"Penalty on Barry Stokes: False Start, 5 yards (no play)",5.370,4.530
4,10:46,1,13,IND 13,6,3,"Kelly Holcomb pass complete to Aaron Shea for 7 yards (tackle by Mike Doss). Penalty on Marcus Washington: Roughing the Passer, 3 yards",4.530,6.510
4,10:22,1,3,IND 3,6,3,William Green right tackle for no gain (tackle by Idrees Bashir),6.510,5.530
4,9:36,2,3,IND 3,6,3,William Green up the middle for 1 yard (tackle by Nick Harper and Idrees Bashir),5.530,4.950
4,8:57,3,2,IND 2,6,3,Kelly Holcomb pass incomplete intended for William Green,4.950,3.250
4,8:52,4,2,IND 2,6,6,Phil Dawson 20 yard field goal good,3.250,3.000
4,,,,CLE 30,6,6,"Phil Dawson kicks off 51 yards, returned by Brian Allen for 6 yards (tackle by Lewis Sanders)",0.000,0.610
4,8:43,1,10,IND 25,6,6,Edgerrin James right guard for 1 yard (tackle by Courtney Brown),0.610,0.200
4,8:04,2,9,IND 26,6,6,Peyton Manning pass complete to Edgerrin James for 2 yards (tackle by Ben Taylor),0.200,-0.230
4,7:17,3,7,IND 28,6,6,Peyton Manning pass complete to Reggie Wayne for 11 yards (tackle by Anthony Henry),-0.230,1.530
4,6:32,1,10,IND 39,6,6,"Edgerrin James left tackle for 10 yards (tackle by Robert Griffith). Penalty on Reggie Wayne: Offensive Holding, 10 yards",1.530,1.530
4,5:58,1,10,IND 39,6,6,Edgerrin James up the middle for -1 yards (tackle by Orpheus Roye),1.530,0.850
4,5:19,2,11,IND 38,6,6,Peyton Manning pass incomplete intended for Edgerrin James (defended by Mark Word),0.850,0.170
4,5:16,3,11,IND 38,6,6,Peyton Manning pass incomplete intended for Troy Walters,0.170,-0.850
4,5:09,4,11,IND 38,6,6,Hunter Smith punts 35 yards,-0.850,-0.740
4,5:02,1,10,CLE 27,6,6,"William Green right tackle for 15 yards (tackle by Walt Harris). William Green fumbles (forced by Walt Harris), recovered by Dennis Northcutt at CLE-45",0.740,1.930
4,4:16,1,10,CLE 45,6,6,Kelly Holcomb pass complete to William Green for 6 yards,1.930,2.190
4,4:12,2,4,IND 49,6,6,Kelly Holcomb pass complete to Dennis Northcutt for -1 yards (tackle by Nick Harper),2.190,1.360
4,3:34,3,5,CLE 50,6,6,Kelly Holcomb pass complete to Jamel White for -5 yards (tackle by Jim Nelson),1.360,-0.390
4,2:51,4,10,CLE 45,6,6,"Chris Gardocki punts 49 yards, returned by Brad Pyatt for 2 yards (tackle by Brant Boyer)",-0.390,0.380
4,2:39,1,10,IND 8,6,6,Peyton Manning pass complete to Marvin Harrison for 11 yards (tackle by Ben Taylor),-0.380,0.150
4,2:13,1,10,IND 19,6,6,Peyton Manning pass complete to Edgerrin James for 5 yards (tackle by Daylon McCutcheon),0.150,0.340
4,2:00,2,5,IND 24,6,6,Peyton Manning pass complete to Ricky Williams for 10 yards (tackle by Andra Davis),0.340,1.200
4,1:39,1,10,IND 34,6,6,Peyton Manning pass incomplete intended for Troy Walters,1.200,0.660
4,1:35,2,10,IND 34,6,6,Peyton Manning pass incomplete intended for Dallas Clark,0.660,-0.030
4,1:29,3,10,IND 34,6,6,Peyton Manning pass complete to Reggie Wayne for 15 yards (tackle by Robert Griffith),-0.030,2.190
4,1:09,1,10,IND 49,6,6,Peyton Manning pass complete to Marvin Harrison for 2 yards (tackle by Ben Taylor),2.190,1.920
4,0:48,2,8,CLE 49,6,6,Peyton Manning pass complete to Troy Walters for 9 yards (tackle by Andra Davis),1.920,2.920
4,0:36,,,,6,6,Timeout #1 by Indianapolis Colts,0.000,2.920
4,0:36,1,10,CLE 40,6,6,Peyton Manning pass complete to Troy Walters for 8 yards (tackle by Andra Davis),2.920,3.450
4,0:28,,,,6,6,Timeout #2 by Indianapolis Colts,0.000,3.450
4,0:28,2,2,CLE 32,6,6,Peyton Manning pass complete to Marvin Harrison for 5 yards (tackle by Andra Davis),3.450,3.780
4,0:06,,,,6,6,Timeout #3 by Indianapolis Colts,0.000,0.000
4,0:06,,,,6,6,Timeout #1 by Cleveland Browns,0.000,3.780
4,0:06,1,10,CLE 27,9,6,Mike Vanderjagt 45 yard field goal good,3.780,3.000
4,,,,IND 30,9,6,"Mike Vanderjagt kicks off 29 yards, returned by Jamel White for no gain",0.000,0.940
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
