Quarter,Time,Down,ToGo,Location,ATL,MIA,Detail,EPB,EPA
2,0:30,1,10,MIA 41,10,7,Matt Ryan pass complete short middle to Hayden Hurst for 9 yards (tackle by Jevon Holland and Brandon Jones),,
2,0:23,,,,,,Timeout #2 by Atlanta Falcons,,
2,0:23,2,1,MIA 32,10,7,Matt Ryan pass complete short left to Tajae Sharpe for 6 yards (tackle by Eric Rowe),,
2,0:16,,,,,,Timeout #3 by Atlanta Falcons,,
2,0:16,1,10,MIA 26,10,7,Matt Ryan pass complete short left to Calvin Ridley for 4 yards,,
2,0:12,2,6,MIA 22,10,7,Matt Ryan pass complete short left to Russell Gage for 4 yards,,
2,0:07,3,2,MIA 18,13,7,Younghoe Koo 36 yard field goal good,,
2,0:04,,,ATL 35,13,7,"Younghoe Koo kicks off 60 yards, returned by Myles Gaskin for 13 yards (tackle by Jaylinn Hawkins and Richie Grant)",,
Quarter,Time,Down,ToGo,Location,ATL,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,13,7,"Jason Sanders kicks off 66 yards, returned by Cordarrelle Patterson for 24 yards (tackle by Cethan Carter and Duke Riley)",,
3,14:54,1,10,ATL 23,13,7,Matt Ryan pass complete deep left to Kyle Pitts for 26 yards (tackle by Eric Rowe),,
3,14:36,1,10,ATL 49,13,7,Cordarrelle Patterson left tackle for 2 yards (tackle by Christian Wilkins),,
3,14:01,2,8,MIA 49,19,7,"Matt Ryan pass complete deep middle to Russell Gage for 49 yards, touchdown",,
3,13:53,,,MIA 15,20,7,Younghoe Koo kicks extra point good,,
3,13:53,,,ATL 35,20,7,"Younghoe Koo kicks off 65 yards, touchback.",,
3,13:53,1,10,MIA 25,20,7,Myles Gaskin left guard for 8 yards (tackle by Grady Jarrett),,
3,13:18,2,2,MIA 33,20,7,Myles Gaskin left tackle for 6 yards (tackle by Deion Jones),,
3,12:46,1,10,MIA 39,20,7,Myles Gaskin up the middle for no gain (tackle by Grady Jarrett),,
3,12:11,2,10,MIA 39,20,7,Tua Tagovailoa sacked by Deion Jones for -10 yards,,
3,11:30,3,20,MIA 29,20,7,Tua Tagovailoa pass complete short left to Durham Smythe for 11 yards (tackle by Foyesade Oluokun),,
3,11:00,4,9,MIA 40,20,7,"Michael Palardy punts 47 yards, returned by Olamide Zaccheaus for 17 yards (tackle by Clayton Fejedelem)",,
3,10:43,1,10,ATL 30,20,7,Wayne Gallman left tackle for 2 yards (tackle by Christian Wilkins),,
3,10:08,2,8,ATL 32,20,7,Matt Ryan pass incomplete short left intended for Calvin Ridley,,
3,10:03,3,8,ATL 32,20,7,Matt Ryan pass complete short middle to Cordarrelle Patterson for 4 yards (tackle by Eric Rowe),,
3,9:18,4,4,ATL 36,20,7,"Dustin Colquitt punts 38 yards, returned by Jevon Holland for 16 yards (tackle by Josh Harris)",,
3,9:03,1,10,MIA 42,20,7,Tua Tagovailoa pass complete short right to Adam Shaheen for 5 yards (tackle by AJ Terrell),,
3,8:34,2,5,MIA 47,20,7,Myles Gaskin left end for 16 yards (tackle by Deion Jones and Fabian Moreau),,
3,8:13,1,10,ATL 37,20,7,Tua Tagovailoa pass incomplete short right intended for Preston Williams,,
3,8:09,2,10,ATL 37,20,7,Tua Tagovailoa pass complete short left to Jaylen Waddle for 14 yards (tackle by Erik Harris),,
3,7:52,1,10,ATL 23,20,7,Myles Gaskin up the middle for 3 yards (tackle by Deion Jones and Tyeler Davison),,
3,7:25,2,7,ATL 20,20,7,Tua Tagovailoa pass complete short left to Adam Shaheen for 6 yards (tackle by Deion Jones and Foyesade Oluokun),,
3,6:49,3,1,ATL 14,20,7,Salvon Ahmed up the middle for 6 yards (tackle by Erik Harris),,
3,6:20,1,8,ATL 8,20,7,Myles Gaskin right tackle for 2 yards (tackle by Duron Harmon and Foyesade Oluokun),,
3,5:45,2,6,ATL 6,20,7,"Tua Tagovailoa scrambles right end for no gain (tackle by Duron Harmon). Penalty on Foyesade Oluokun: Defensive Holding, 5 yards (offset) . Penalty on Jesse Davis: Offensive Holding (offset) (no play)",,
3,5:20,2,6,ATL 6,20,13,"Tua Tagovailoa pass complete short left to Mike Gesicki for 6 yards, touchdown",,
3,5:15,,,ATL 15,20,14,Jason Sanders kicks extra point good,,
3,5:15,,,MIA 35,20,14,"Jason Sanders kicks off 65 yards, touchback.",,
3,5:15,1,10,ATL 25,20,14,Matt Ryan pass incomplete short right,,
3,5:09,2,10,ATL 25,20,14,Matt Ryan pass incomplete short right intended for Hayden Hurst (defended by Eric Rowe),,
3,5:01,3,10,ATL 25,20,14,Matt Ryan pass complete short middle to Kyle Pitts for 11 yards (tackle by Nik Needham),,
3,4:19,1,10,ATL 36,20,14,Cordarrelle Patterson right end for 2 yards (tackle by Andrew Van Ginkel),,
3,3:35,2,8,ATL 38,20,14,Matt Ryan pass complete short middle to Tajae Sharpe for 12 yards (tackle by Byron Jones),,
3,2:52,1,10,ATL 50,20,14,Matt Ryan pass incomplete deep middle intended for Calvin Ridley (defended by Jevon Holland),,
3,2:46,2,10,ATL 50,20,14,Matt Ryan pass incomplete short right intended for Cordarrelle Patterson (defended by Xavien Howard),,
3,2:41,3,10,ATL 50,20,14,Matt Ryan pass incomplete deep middle intended for Russell Gage,,
3,2:36,4,10,ATL 50,20,14,"Dustin Colquitt punts 38 yards, returned by Jevon Holland for no gain (tackle by Olamide Zaccheaus and T.J. Green)",,
3,2:26,1,10,MIA 12,20,14,Tua Tagovailoa pass complete short right to Mack Hollins for 9 yards (tackle by Richie Grant),,
3,1:49,2,1,MIA 21,20,14,Salvon Ahmed up the middle for no gain (tackle by Brandon Copeland and Richie Grant),,
3,1:11,3,1,MIA 21,20,14,"Myles Gaskin for no gain. Penalty on Austin Jackson: Offensive Holding, 10 yards (accepted) (no play)",,
3,0:43,3,11,MIA 11,20,14,Tua Tagovailoa scrambles up the middle for 9 yards (tackle by Marlon Davidson),,
3,0:01,4,2,MIA 20,20,14,Michael Palardy punts 58 yards downed by Elijah Campbell,,
Quarter,Time,Down,ToGo,Location,ATL,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ATL 22,20,14,Cordarrelle Patterson up the middle for 2 yards (tackle by Duke Riley and Zach Sieler),,
4,14:18,2,8,ATL 24,20,14,Matt Ryan pass incomplete short middle intended for Kyle Pitts (defended by Jason McCourty),,
4,14:13,3,8,ATL 24,20,14,Matt Ryan pass intended for Calvin Ridley is intercepted by Xavien Howard at ATL-32 and returned for no gain (tackle by Calvin Ridley),,
4,14:09,1,10,ATL 32,20,14,Tua Tagovailoa pass short middle intended for Jaylen Waddle is intercepted by Foyesade Oluokun at ATL-30 and returned for 56 yards (tackle by Jaylen Waddle),,
4,13:57,1,10,MIA 14,20,14,Cordarrelle Patterson right tackle for 1 yard (tackle by Elandon Roberts),,
4,13:17,2,9,MIA 13,20,14,"Matt Ryan pass complete short left to Calvin Ridley for 6 yards (tackle by Byron Jones). Penalty on Raekwon Davis: Roughing the Passer, 4 yards (accepted)",,
4,13:02,1,3,MIA 3,26,14,"Cordarrelle Patterson right tackle for 3 yards, touchdown",,
4,12:51,,,MIA 15,27,14,Younghoe Koo kicks extra point good,,
4,12:51,,,ATL 35,27,14,"Younghoe Koo kicks off 64 yards, recovered by Myles Gaskin at MIA-4 and returned for 16 yards (tackle by Erik Harris and Daren Bates). Penalty on Duke Riley: Offensive Illegal Block Above the Waist, 10 yards (accepted)",,
4,12:44,1,10,MIA 10,27,14,Tua Tagovailoa pass complete deep right to Durham Smythe for 18 yards (tackle by T.J. Green),,
4,12:17,1,10,MIA 28,27,14,Tua Tagovailoa pass complete deep left to Mike Gesicki for 27 yards (tackle by Richie Grant),,
4,11:36,1,10,ATL 45,27,14,Tua Tagovailoa pass complete short middle to Mike Gesicki for 9 yards (tackle by Foyesade Oluokun),,
4,11:11,2,1,ATL 36,27,14,Salvon Ahmed up the middle for 5 yards (tackle by Foyesade Oluokun and Grady Jarrett),,
4,10:43,1,10,ATL 31,27,14,Tua Tagovailoa pass complete short left to Jaylen Waddle for 11 yards (tackle by Fabian Moreau),,
4,10:22,1,10,ATL 20,27,14,Myles Gaskin up the middle for 3 yards (tackle by Steven Means),,
4,9:51,2,7,ATL 17,27,14,Tua Tagovailoa pass complete short left to Myles Gaskin for 1 yard (tackle by Fabian Moreau and Erik Harris),,
4,9:07,3,6,ATL 16,27,14,Tua Tagovailoa scrambles left end for 9 yards (tackle by Erik Harris),,
4,8:36,1,7,ATL 7,27,20,"Tua Tagovailoa pass complete short right to Myles Gaskin for 7 yards, touchdown",,
4,8:29,,,ATL 15,27,21,Jason Sanders kicks extra point good,,
4,8:29,,,MIA 35,27,21,"Jason Sanders kicks off 66 yards, returned by Cordarrelle Patterson for 19 yards (tackle by Andrew Van Ginkel and Clayton Fejedelem). Penalty on Jaylinn Hawkins: Offensive Illegal Block Above the Waist, 9 yards (accepted)",,
4,8:22,1,10,ATL 9,27,21,Matt Ryan pass incomplete short middle intended for Lee Smith,,
4,8:18,2,10,ATL 9,27,21,Matt Ryan pass incomplete short left intended for Russell Gage,,
4,8:14,3,10,ATL 9,27,21,Matt Ryan pass complete short middle to Calvin Ridley for 11 yards (tackle by Nik Needham),,
4,7:35,1,10,ATL 20,27,21,Cordarrelle Patterson right end for 11 yards (tackle by Christian Wilkins),,
4,6:52,1,10,ATL 31,27,21,Mike Davis up the middle for 2 yards (tackle by Zach Sieler and Brandon Jones),,
4,6:09,2,8,ATL 33,27,21,Matt Ryan pass incomplete short right intended for Cordarrelle Patterson (defended by Xavien Howard),,
4,6:03,,,,,,Timeout #1 by Atlanta Falcons,,
4,6:03,3,8,ATL 33,27,21,"Matt Ryan scrambles right tackle for 2 yards. Matt Ryan fumbles (forced by Emmanuel Ogbah), recovered by Nik Needham at ATL-40 (tackle by Emmanuel Ogbah)",,
4,5:54,1,10,ATL 40,27,21,"Tua Tagovailoa pass complete short right to Jaylen Waddle for 6 yards (tackle by Deion Jones). Penalty on Liam Eichenberg: Ineligible Downfield Pass, 5 yards (declined) . Penalty on Isaiah Ford: Offensive Holding, 10 yards (accepted) . Penalty on Liam Eichenberg: Ineligible Downfield Pass, 5 yards (declined) . Penalty on Isaiah Ford: Offensive Holding, 10 yards (accepted)",,
4,5:47,1,10,ATL 44,27,21,to Jaylen Waddle for no gain (tackle by Fabian Moreau) (no play),,
4,5:16,1,19,ATL 49,27,21,Tua Tagovailoa pass complete to Salvon Ahmed for 17 yards (tackle by Duron Harmon and Marlon Davidson),,
4,5:16,2,2,ATL 32,27,21,Salvon Ahmed left tackle for 3 yards (tackle by Adetokunbo Ogundeji),,
4,4:58,1,10,ATL 29,27,21,Myles Gaskin right end for 10 yards (tackle by Chris Williamson),,
4,4:29,1,10,ATL 19,27,21,Myles Gaskin right end for -5 yards (tackle by Deion Jones),,
4,3:35,2,15,ATL 24,27,21,Tua Tagovailoa pass incomplete short left intended for Adam Shaheen,,
4,3:29,3,15,ATL 24,27,21,Tua Tagovailoa pass complete short middle to Mike Gesicki for 16 yards (tackle by Duron Harmon),,
4,2:51,1,10,ATL 8,27,21,Myles Gaskin left tackle for 4 yards (tackle by Fabian Moreau),,
4,2:36,1,4,ATL 4,27,27,"Tua Tagovailoa pass complete to Mack Hollins for 4 yards, touchdown",,
4,2:27,,,ATL 15,27,28,Jason Sanders kicks extra point good,,
4,2:27,,,MIA 35,27,28,"Jason Sanders kicks off 65 yards, touchback.",,
4,2:27,1,10,ATL 25,27,28,Matt Ryan pass complete deep middle to Kyle Pitts for 23 yards (tackle by Elandon Roberts),,
4,2:00,1,10,ATL 48,27,28,Matt Ryan pass complete deep right to Kyle Pitts for 28 yards (tackle by Xavien Howard),,
4,1:53,1,10,MIA 24,27,28,Mike Davis left tackle for 3 yards (tackle by Christian Wilkins),,
4,1:50,,,,,,Timeout #1 by Miami Dolphins,,
4,1:50,2,7,MIA 21,27,28,Cordarrelle Patterson left guard for 5 yards (tackle by Elandon Roberts and Eric Rowe),,
4,1:45,,,,,,Timeout #2 by Miami Dolphins,,
4,1:45,3,2,MIA 16,27,28,Cordarrelle Patterson right tackle for 3 yards (tackle by Brandon Jones and Andrew Van Ginkel),,
4,1:40,,,,,,Timeout #3 by Miami Dolphins,,
4,1:40,1,10,MIA 13,27,28,Cordarrelle Patterson left guard for 2 yards (tackle by Zach Sieler),,
4,0:57,2,8,MIA 11,27,28,Matt Ryan kneels for -1 yards,,
4,0:25,3,9,MIA 12,27,28,Matt Ryan kneels for -1 yards,,
4,0:03,,,,,,Timeout #2 by Atlanta Falcons,,
4,0:03,4,10,MIA 13,27,28,"Penalty on Josh Andrews: False Start, 5 yards (accepted) (no play)",,
4,0:03,4,15,MIA 18,30,28,Younghoe Koo 36 yard field goal good,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
