Quarter,Time,Down,ToGo,Location,MIN,PHI,Detail,EPB,EPA
2,,,,MIN 30,6,7,"Aaron Elling kicks off 61 yards, returned by J.R. Reed for 18 yards (tackle by Dontarrious Thomas)",0.000,0.740
2,11:59,1,10,PHI 27,6,7,Donovan McNabb pass complete to Terrell Owens for 15 yards (tackle by Corey Chavous),0.740,1.730
2,11:22,1,10,PHI 42,6,7,Brian Westbrook right guard for 1 yard (tackle by E.J. Henderson),1.730,1.320
2,10:43,2,9,PHI 43,6,7,Donovan McNabb pass complete to Chad Lewis for 9 yards (tackle by Kenechi Udeze),1.320,2.390
2,10:18,1,10,MIN 48,6,7,Donovan McNabb pass complete to Chad Lewis for 15 yards (tackle by Dontarrious Thomas),2.390,3.380
2,9:39,1,10,MIN 33,6,7,Donovan McNabb pass incomplete intended for L.J. Smith (defended by Corey Chavous),3.380,2.840
2,9:34,2,10,MIN 33,6,7,Brian Westbrook right end for 8 yards (tackle by Brian Russell),2.840,3.200
2,8:49,3,2,MIN 25,6,7,Donovan McNabb pass complete to Greg Lewis for 5 yards (tackle by E.J. Henderson),3.200,4.240
2,8:12,1,10,MIN 20,6,7,Donovan McNabb pass incomplete intended for Chad Lewis (defended by Corey Chavous),4.240,3.690
2,8:08,2,10,MIN 20,6,7,Brian Westbrook right end for 3 yards (tackle by Antoine Winfield and Darrion Scott),3.690,3.360
2,7:25,3,7,MIN 17,6,7,Terrell Owens left end for -3 yards (tackle by Kenechi Udeze),3.360,2.120
2,6:41,4,10,MIN 20,6,10,David Akers 37 yard field goal good,2.120,3.000
2,,,,PHI 30,6,10,"David Akers kicks off 67 yards, returned by Mewelde Moore for 23 yards (tackle by Dexter Wynn)",0.000,0.670
2,6:30,1,10,MIN 26,6,10,Daunte Culpepper pass incomplete intended for Nate Burleson,0.670,0.130
2,6:27,2,10,MIN 26,6,10,Daunte Culpepper pass incomplete intended for Randy Moss (defended by Lito Sheppard),0.130,-0.560
2,6:19,3,10,MIN 26,6,10,Daunte Culpepper pass incomplete intended for Kelly Campbell (defended by Michael Lewis),-0.560,-1.630
2,6:11,4,10,MIN 26,6,10,"Darren Bennett punts 39 yards, returned by Reno Mahe for 2 yards (tackle by Larry Ned)",-1.630,-1.400
2,5:59,1,10,PHI 37,6,10,"Donovan McNabb pass complete to Brian Westbrook for 19 yards (tackle by Brian Williams). Brian Westbrook fumbles (forced by Brian Williams), recovered by Brian Russell at MIN-43",1.400,-1.800
2,5:35,1,10,MIN 43,6,10,"Onterrio Smith right tackle for 1 yard (tackle by Sam Rayburn). Onterrio Smith fumbles (forced by Sam Rayburn), recovered by Adam Haayer at MIN-46",1.800,1.660
2,5:11,2,7,MIN 46,6,10,Onterrio Smith up the middle for -2 yards (tackle by Dhani Jones),1.660,0.690
2,4:26,,,,6,10,Timeout #1 by Minnesota Vikings,0.000,0.690
2,4:26,3,9,MIN 44,6,10,Daunte Culpepper pass complete to Randy Moss for 11 yards (tackle by Lito Sheppard),0.690,2.590
2,4:26,1,10,PHI 45,6,10,Daunte Culpepper pass complete to Jermaine Wiggins for 9 yards (tackle by Lito Sheppard),2.590,3.260
2,3:13,2,1,PHI 36,6,10,Daunte Culpepper pass complete to Randy Moss for 7 yards (tackle by Sheldon Brown),3.260,3.640
2,2:33,1,10,PHI 29,6,10,Daunte Culpepper pass complete to Onterrio Smith for 3 yards (tackle by Nate Wayne),3.640,3.510
2,2:00,2,7,PHI 26,6,10,Daunte Culpepper sacked by Sam Rayburn for 0 yards,3.510,2.810
2,1:53,,,,6,10,Timeout #1 by Philadelphia Eagles,0.000,2.810
2,1:53,3,7,PHI 26,6,10,Daunte Culpepper pass complete to Mewelde Moore for 6 yards (tackle by Keith Adams),2.810,2.270
2,1:42,,,,6,10,Timeout #2 by Philadelphia Eagles,0.000,2.270
2,1:42,4,1,PHI 20,6,10,Daunte Culpepper pass complete to Richard Owens for 18 yards (tackle by Dhani Jones),2.270,6.740
2,0:58,1,2,PHI 2,6,10,"Daunte Culpepper up the middle for 1 yard (tackle by Nate Wayne). Daunte Culpepper fumbles (forced by Nate Wayne), recovered by Brian Dawkins at PHI-4 (tackle by Nate Burleson)",6.740,0.380
2,0:48,1,10,PHI 4,6,10,Donovan McNabb right end for 5 yards (tackle by Dontarrious Thomas),-0.380,-0.420
2,0:42,2,5,PHI 9,6,10,Brian Westbrook left end for 18 yards (tackle by Brian Russell),-0.420,0.740
2,0:35,1,10,PHI 27,6,10,Donovan McNabb sacked by Kenechi Udeze for -10 yards,0.740,-1.290
2,0:24,,,,6,10,Timeout #2 by Minnesota Vikings,0.000,-1.290
2,0:24,2,20,PHI 17,6,10,Donovan McNabb pass complete to Brian Westbrook for 13 yards (tackle by Brian Williams),-1.290,-0.100
2,0:17,3,7,PHI 30,6,10,Donovan McNabb pass complete to Freddie Mitchell for 14 yards (tackle by E.J. Henderson),-0.100,1.860
2,0:10,,,,6,10,Timeout #3 by Philadelphia Eagles,0.000,1.860
2,0:10,1,10,PHI 44,6,10,Donovan McNabb pass incomplete intended for Todd Pinkston,1.860,1.320
2,0:05,2,10,PHI 44,6,10,Donovan McNabb pass incomplete intended for Todd Pinkston,1.320,0.630
Quarter,Time,Down,ToGo,Location,MIN,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 30,6,10,"Aaron Elling kicks off 59 yards, returned by J.R. Reed for 46 yards (tackle by Ralph Brown)",0.000,2.720
3,14:52,1,10,MIN 43,6,10,Donovan McNabb pass complete to Jon Ritchie for 11 yards (tackle by E.J. Henderson),2.720,3.450
3,14:09,1,10,MIN 32,6,10,Donovan McNabb pass complete to L.J. Smith for 5 yards (tackle by Brian Russell),3.450,3.580
3,13:30,2,5,MIN 27,6,10,Brian Westbrook up the middle for 6 yards (tackle by Kevin Williams and Brian Williams),3.580,4.170
3,12:47,1,10,MIN 21,6,10,"Freddie Mitchell pass complete to Donovan McNabb for 7 yards (tackle by Mike Nattiel). Penalty on Donovan McNabb: Illegal Touch Pass, 5 yards (no play)",4.170,3.840
3,12:09,1,15,MIN 26,6,10,Donovan McNabb pass complete to Terrell Owens for 6 yards (tackle by Antoine Winfield),3.840,3.760
3,11:32,2,9,MIN 20,6,16,"Donovan McNabb left end for 20 yards, touchdown",3.760,7.000
3,,,,MIN 2,6,17,David Akers kicks extra point good,0.000,0.000
3,,,,PHI 30,6,17,"David Akers kicks off 65 yards, returned by Mewelde Moore for 15 yards (tackle by L.J. Smith)",0.000,0.280
3,11:16,1,10,MIN 20,6,17,Daunte Culpepper pass complete to Jermaine Wiggins for 5 yards (tackle by Lito Sheppard),0.280,0.410
3,10:38,2,5,MIN 25,6,17,Daunte Culpepper pass complete to Onterrio Smith for 2 yards (tackle by Nate Wayne),0.410,-0.030
3,9:54,3,3,MIN 27,6,17,Daunte Culpepper pass complete to Jermaine Wiggins for 3 yards (tackle by Mark Simoneau),-0.030,0.940
3,9:12,1,10,MIN 30,6,17,Daunte Culpepper pass complete to Onterrio Smith for 7 yards (tackle by Keith Adams),0.940,1.340
3,8:25,2,3,MIN 37,6,17,Daunte Culpepper pass complete to Randy Moss for 2 yards (tackle by Sheldon Brown),1.340,0.890
3,7:58,3,1,MIN 39,6,17,Daunte Culpepper up the middle for 3 yards (tackle by Sam Rayburn),0.890,1.730
3,7:15,1,10,MIN 42,6,17,Daunte Culpepper left end for 11 yards (tackle by Dhani Jones),1.730,2.460
3,6:31,1,10,PHI 47,6,17,"Daunte Culpepper pass complete to Nate Burleson for 13 yards (tackle by Sheldon Brown). Penalty on Michael Lewis: Unnecessary Roughness, 15 yards",2.460,4.310
3,6:13,1,10,PHI 19,6,17,Daunte Culpepper pass complete to Nate Burleson for 8 yards (tackle by Roderick Hood),4.310,5.140
3,5:30,2,2,PHI 11,6,17,"Penalty on Matt Birk: Offensive Holding, 10 yards (no play)",5.140,3.490
3,5:25,2,12,PHI 21,6,17,Daunte Culpepper pass incomplete intended for Randy Moss,3.490,2.810
3,5:21,3,12,PHI 21,6,17,Daunte Culpepper sacked by Darwin Walker for 0 yards,2.810,2.060
3,4:41,4,12,PHI 21,9,17,Morten Andersen 39 yard field goal good,2.060,3.000
3,,,,MIN 30,9,17,"Aaron Elling kicks off 65 yards, returned by J.R. Reed for 19 yards (tackle by Raonall Smith)",0.000,0.540
3,4:31,1,10,PHI 24,9,17,Donovan McNabb pass complete to L.J. Smith for 10 yards (tackle by E.J. Henderson),0.540,1.200
3,3:50,1,10,PHI 34,9,17,Brian Westbrook right guard for 2 yards (tackle by Kevin Williams),1.200,0.930
3,3:14,2,8,PHI 36,9,17,Donovan McNabb pass incomplete intended for Terrell Owens (defended by Steve Martin),0.930,0.230
3,3:10,3,8,PHI 36,9,17,Donovan McNabb pass incomplete intended for Jon Ritchie,0.230,-0.980
3,2:59,4,8,PHI 36,9,17,"Dirk Johnson punts 49 yards, fair catch by Keenan Howry",-0.980,0.220
3,2:55,1,10,MIN 15,9,17,Daunte Culpepper pass complete to Marcus Robinson for 9 yards (tackle by Sheldon Brown),-0.220,0.620
3,2:17,2,1,MIN 24,9,17,Daunte Culpepper pass complete to Kelly Campbell for 10 yards (tackle by Michael Lewis),0.620,1.200
3,1:35,1,10,MIN 34,9,17,"Daunte Culpepper sacked by Nate Wayne for 0 yards. Daunte Culpepper fumbles (forced by Nate Wayne), recovered by Jermaine Wiggins at MIN-32",1.200,0.390
3,0:44,2,12,MIN 32,9,17,Daunte Culpepper pass complete to Nate Burleson for 9 yards (tackle by Lito Sheppard),0.390,0.890
Quarter,Time,Down,ToGo,Location,MIN,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,MIN 41,9,17,Daunte Culpepper pass complete to Jermaine Wiggins for 5 yards (tackle by Nate Wayne),0.890,1.990
4,14:20,1,10,MIN 46,9,17,Onterrio Smith left guard for 7 yards (tackle by Lito Sheppard and Nate Wayne),1.990,2.400
4,13:40,2,3,PHI 47,9,17,Daunte Culpepper pass complete to Marcus Robinson for 5 yards (tackle by Sheldon Brown),2.400,2.790
4,12:59,,,,9,17,Timeout #1 by Minnesota Vikings,0.000,2.790
4,12:59,1,10,PHI 42,9,17,"Daunte Culpepper pass complete to Randy Moss for no gain. Penalty on Adam Haayer: Offensive Holding, 10 yards (no play)",2.790,2.130
4,12:33,1,20,MIN 48,9,17,Daunte Culpepper pass incomplete,2.130,0.890
4,12:25,2,20,MIN 48,9,17,Daunte Culpepper pass complete to Jermaine Wiggins for 9 yards (tackle by Jevon Kearse),0.890,1.420
4,11:41,3,11,PHI 43,9,17,Daunte Culpepper pass complete to Kelly Campbell for 20 yards (tackle by Dexter Wynn),1.420,4.040
4,11:41,1,10,PHI 23,9,17,"Penalty on Jeff Dugan: False Start, 5 yards (no play)",4.040,3.710
4,10:40,1,15,PHI 28,9,17,Daunte Culpepper up the middle for 14 yards (tackle by Michael Lewis),3.710,4.950
4,9:50,2,1,PHI 14,9,17,"Daunte Culpepper pass incomplete intended for Randy Moss (defended by Roderick Hood). Penalty on Randy Moss: Offensive Pass Interference, 10 yards (no play)",4.950,3.360
4,9:45,2,11,PHI 24,9,17,"Penalty on Jeff Dugan: False Start, 5 yards (no play)",3.360,2.690
4,9:45,2,16,PHI 29,9,17,Daunte Culpepper pass incomplete intended for Nate Burleson,2.690,2.010
4,9:42,3,16,PHI 29,9,17,Daunte Culpepper left end for 3 yards (tackle by Dhani Jones),2.010,1.740
4,9:19,4,13,PHI 26,9,17,Morten Andersen 44 yard field goal no good,1.740,-1.200
4,9:14,1,10,PHI 34,9,17,Donovan McNabb pass incomplete intended for Terrell Owens,1.200,0.660
4,9:09,2,10,PHI 34,9,17,Donovan McNabb pass complete to Greg Lewis for 6 yards (tackle by Antoine Winfield),0.660,0.760
4,8:27,3,4,PHI 40,9,17,Donovan McNabb pass complete to Brian Westbrook for 15 yards (tackle by E.J. Henderson),0.760,2.590
4,7:48,1,10,MIN 45,9,23,"Donovan McNabb pass complete to Terrell Owens for 45 yards, touchdown",2.590,7.000
4,,,,MIN 2,9,24,David Akers kicks extra point good,0.000,0.000
4,,,,PHI 30,9,24,"David Akers kicks off 68 yards, returned by Mewelde Moore for 23 yards (tackle by J.R. Reed)",0.000,0.610
4,7:30,1,10,MIN 25,9,24,Daunte Culpepper pass complete to Nate Burleson for 20 yards (tackle by Sheldon Brown),0.610,1.930
4,7:05,1,10,MIN 45,9,24,Daunte Culpepper pass complete to Onterrio Smith for 13 yards (tackle by Dhani Jones),1.930,2.790
4,6:29,1,10,PHI 42,9,24,Daunte Culpepper sacked by Sheldon Brown for -9 yards,2.790,1.030
4,6:04,2,19,MIN 49,9,24,Daunte Culpepper pass incomplete (defended by Jerome McDougle),1.030,0.370
4,5:57,3,19,MIN 49,9,24,Daunte Culpepper pass complete to Onterrio Smith for 8 yards (tackle by Sheldon Brown),0.370,0.400
4,5:08,,,,9,24,Timeout #2 by Minnesota Vikings,0.000,0.400
4,5:08,4,11,PHI 43,9,24,Daunte Culpepper pass complete to Nate Burleson for 17 yards (tackle by Lito Sheppard),0.400,3.840
4,5:08,1,10,PHI 26,9,24,"Penalty on Adam Haayer: False Start, 5 yards (no play)",3.840,3.510
4,4:48,1,15,PHI 31,9,24,Daunte Culpepper pass complete to Onterrio Smith for 8 yards (tackle by Corey Simon),3.510,3.700
4,4:41,2,7,PHI 23,9,24,Daunte Culpepper pass complete to Onterrio Smith for 4 yards (tackle by Dhani Jones),3.700,3.570
4,4:15,3,3,PHI 19,9,24,Daunte Culpepper pass complete to Randy Moss for 8 yards (tackle by Sheldon Brown),3.570,4.840
4,3:46,1,10,PHI 11,9,24,Daunte Culpepper right end for 7 yards (tackle by Hollis Thomas),4.840,5.470
4,3:37,,,,9,24,Timeout #1 by Philadelphia Eagles,0.000,5.470
4,3:37,2,3,PHI 4,15,24,"Daunte Culpepper pass complete to Randy Moss for 4 yards, touchdown",5.470,7.000
4,,,,PHI 2,16,24,Morten Andersen kicks extra point good,0.000,0.000
4,,,,MIN 30,16,24,"Aaron Elling kicks off 60 yards, returned by J.R. Reed for 43 yards (tackle by Aaron Elling). Penalty on Rod Davis: Offside on Free Kick, 5 yards",0.000,2.790
4,3:24,1,10,MIN 42,16,24,Donovan McNabb pass complete to Terrell Owens for 13 yards (tackle by Antoine Winfield),2.790,3.640
4,2:44,1,10,MIN 29,16,24,Brian Westbrook right tackle for 2 yards (tackle by Corey Chavous and Antoine Winfield),3.640,3.370
4,2:06,,,,16,24,Timeout #3 by Minnesota Vikings,0.000,3.370
4,2:06,2,8,MIN 27,16,24,Donovan McNabb sacked by E.J. Henderson for -9 yards,3.370,1.490
4,2:00,3,17,MIN 36,16,24,Brian Westbrook left guard for 7 yards (tackle by Antoine Winfield),1.490,1.500
4,1:15,,,,16,24,Timeout #2 by Philadelphia Eagles,0.000,1.500
4,1:15,4,10,MIN 29,16,27,David Akers 47 yard field goal good,1.500,3.000
4,,,,PHI 30,16,27,"David Akers kicks off 68 yards, returned by Mewelde Moore for 22 yards (tackle by Quintin Mikell)",0.000,0.540
4,1:04,1,10,MIN 24,16,27,Daunte Culpepper pass complete to Richard Owens for 8 yards (tackle by Dhani Jones),0.540,1.080
4,0:44,2,2,MIN 32,16,27,Daunte Culpepper pass incomplete intended for Nate Burleson is intercepted by Ike Reese at MIN-42 and returned for 15 yards (tackle by Nate Burleson),1.080,-3.780
4,0:33,1,10,MIN 27,16,27,Donovan McNabb kneels for -1 yards,3.780,3.100
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
