Quarter,Time,Down,ToGo,Location,SFO,MIN,Detail,EPB,EPA
2,14:01,1,10,SFO 40,0,14,Garrison Hearst up the middle for 2 yards (tackle by Greg Biekert and Kevin Williams),1.600,1.320
2,13:23,2,8,SFO 42,0,14,Jeff Garcia pass complete to Terrell Owens for 10 yards (tackle by Chris Claiborne),1.320,2.390
2,12:58,1,10,MIN 48,0,14,Garrison Hearst left tackle for 2 yards (tackle by Kenny Mixon),2.390,2.120
2,12:17,2,8,MIN 46,0,14,Jeff Garcia pass complete to Fred Beasley for 6 yards (tackle by Brian Russell),2.120,2.210
2,11:45,3,2,MIN 40,0,14,"Jeff Garcia sacked by Lance Johnstone and Chris Hovan for -3 yards. Jeff Garcia fumbles (forced by Lance Johnstone), recovered by Scott Gragg at MIN-39",2.210,0.660
2,10:53,4,1,MIN 39,0,14,"Penalty on Bill LaFleur: Delay of Game, 5 yards (no play)",0.660,0.330
2,10:43,4,6,MIN 44,0,14,"Bill LaFleur punts 32 yards, fair catch by Keenan Howry",0.330,0.350
2,10:31,1,10,MIN 12,0,14,Gus Frerotte pass complete to Randy Moss for 6 yards (tackle by Ahmed Plummer),-0.350,-0.070
2,9:49,2,4,MIN 18,0,14,"Gus Frerotte pass complete to Moe Williams for 6 yards (tackle by Jamie Winborn). Penalty on Mike Rosenthal: Offensive Holding, 9 yards (no play)",-0.070,-1.000
2,9:24,2,13,MIN 9,0,14,Jim Kleinsasser up the middle for 12 yards (tackle by Jamie Winborn),-1.000,-0.370
2,8:45,3,1,MIN 21,0,14,Moe Williams up the middle for 6 yards (tackle by Julian Peterson),-0.370,0.740
2,8:03,1,10,MIN 27,0,14,Gus Frerotte pass complete to Nate Burleson for 8 yards (tackle by Mike Rumph),0.740,1.280
2,7:20,2,2,MIN 35,0,14,Onterrio Smith right guard for 4 yards (tackle by Jamie Winborn),1.280,1.530
2,6:38,1,10,MIN 39,0,14,Gus Frerotte pass complete to Randy Moss for 15 yards,1.530,2.520
2,6:05,1,10,SFO 46,0,14,Kelly Campbell right end for 6 yards (tackle by Tony Parrish),2.520,2.790
2,5:37,2,4,SFO 40,0,14,Onterrio Smith right guard for 5 yards (tackle by Derek Smith),2.790,3.250
2,4:47,1,10,SFO 35,0,20,"Gus Frerotte pass complete to Randy Moss for 35 yards, touchdown",3.250,7.000
2,,,,SFO 2,0,21,Aaron Elling kicks extra point good,0.000,0.000
2,,,,MIN 30,0,21,"Aaron Elling kicks off 62 yards, returned by Cedrick Wilson for 13 yards (tackle by E.J. Henderson). Penalty on Ronnie Heard: Taunting, 10 yards",0.000,-0.370
2,4:34,1,10,SFO 11,0,21,Jeff Garcia up the middle for 17 yards (tackle by Brian Williams),-0.370,0.810
2,3:55,1,10,SFO 28,0,21,Jeff Garcia pass incomplete intended for Terrell Owens,0.810,0.260
2,3:50,2,10,SFO 28,0,21,Kevan Barlow left tackle for 9 yards (tackle by Corey Chavous),0.260,0.760
2,3:08,3,1,SFO 37,0,21,Kevan Barlow left end for 15 yards (tackle by Brian Russell),0.760,2.390
2,2:26,1,10,MIN 48,0,21,Jeff Garcia pass incomplete intended for Terrell Owens (defended by Brian Williams),2.390,1.850
2,2:19,2,10,MIN 48,0,21,Garrison Hearst up the middle for 3 yards (tackle by Fred Robbins),1.850,1.550
2,2:00,3,7,MIN 45,0,21,Jeff Garcia pass incomplete intended for Tai Streets is intercepted by Brian Williams at MIN-37 and returned for 7 yards (tackle by Tai Streets),1.550,-1.860
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,1:52,1,10,MIN 44,0,21,Gus Frerotte pass complete to Nate Burleson for 24 yards (tackle by Zack Bronson),1.860,3.450
2,1:46,1,10,SFO 32,0,21,Gus Frerotte pass incomplete intended for Randy Moss,3.450,2.900
2,1:41,2,10,SFO 32,0,21,Gus Frerotte pass complete to Moe Williams for 13 yards (tackle by Mike Rumph),2.900,4.310
2,1:35,1,10,SFO 19,0,21,"Gus Frerotte pass complete to Randy Moss for 19 yards. Penalty on Randy Moss: Offensive Pass Interference, 10 yards (no play)",4.310,3.640
2,1:30,1,20,SFO 29,0,21,Gus Frerotte pass complete to Kelly Campbell for 7 yards (tackle by Rashad Holman),3.640,3.360
2,1:03,2,13,SFO 22,0,27,"Gus Frerotte pass complete to Nate Burleson for 22 yards, touchdown",3.360,7.000
2,,,,SFO 2,0,28,Aaron Elling kicks extra point good,0.000,0.000
2,,,,MIN 30,0,28,"Aaron Elling kicks off 62 yards, returned by Cedrick Wilson for 26 yards (tackle by Ken Irvin)",0.000,1.200
2,0:51,1,10,SFO 34,0,28,Jeff Garcia pass complete to Garrison Hearst for 7 yards (tackle by Chris Claiborne),1.200,1.600
2,0:45,2,3,SFO 41,0,28,Jeff Garcia pass complete to Cedrick Wilson for 7 yards (tackle by Chris Claiborne),1.600,2.130
2,0:24,1,10,SFO 48,0,28,Jeff Garcia pass complete to Garrison Hearst for 7 yards (tackle by Chris Claiborne),2.130,2.530
2,0:17,,,,0,28,Timeout #1 by San Francisco 49ers,0.000,2.530
2,0:17,2,3,MIN 45,0,28,Jeff Garcia sacked by Lance Johnstone for -8 yards,2.530,0.760
2,0:10,,,,0,28,Timeout #2 by San Francisco 49ers,0.000,0.760
2,0:10,3,11,SFO 47,0,28,Jeff Garcia pass incomplete is intercepted by Brian Russell at MIN-28 and returned for 19 yards,0.760,0.000
Quarter,Time,Down,ToGo,Location,SFO,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 30,0,28,"Aaron Elling kicks off 61 yards, returned by Cedrick Wilson for 17 yards (tackle by Jack Brewer)",0.000,0.670
3,14:55,1,10,SFO 26,0,28,Jeff Garcia pass complete to Garrison Hearst for -2 yards (tackle by Fred Robbins),0.670,-0.140
3,14:13,2,12,SFO 24,0,28,Garrison Hearst right guard for 6 yards (tackle by Chris Claiborne),-0.140,-0.030
3,13:33,3,6,SFO 30,0,28,Jeff Garcia pass complete to Tai Streets for 16 yards (tackle by Ken Irvin),-0.030,1.990
3,12:53,1,10,SFO 46,0,28,Garrison Hearst right tackle for 15 yards (tackle by Denard Walker),1.990,2.980
3,12:14,1,10,MIN 39,0,28,Jeff Garcia pass complete to Aaron Walker for 23 yards (tackle by Brian Russell),2.980,4.510
3,11:37,1,10,MIN 16,0,28,Kevan Barlow up the middle for 2 yards (tackle by Chris Claiborne and Greg Biekert),4.510,4.210
3,10:58,2,8,MIN 14,0,28,Jeff Garcia pass complete to Cedrick Wilson for 8 yards (tackle by Chris Claiborne),4.210,5.830
3,10:18,1,6,MIN 6,0,28,Kevan Barlow up the middle for 2 yards (tackle by Chris Hovan and Greg Biekert),5.830,5.340
3,9:40,2,4,MIN 4,0,28,Jeff Garcia pass incomplete intended for Terrell Owens,5.340,4.490
3,9:36,3,4,MIN 4,0,28,Jeff Garcia pass incomplete intended for Tai Streets (defended by Brian Williams),4.490,3.030
3,9:31,4,4,MIN 4,0,28,Jeff Garcia pass incomplete intended for Jed Weaver (defended by Corey Chavous),3.030,0.380
3,9:28,1,10,MIN 4,0,28,Moe Williams right guard for no gain (tackle by Chidi Ahanotu),-0.380,-0.780
3,8:53,2,10,MIN 4,0,28,Moe Williams right tackle for 1 yard (tackle by Travis Kirschke),-0.780,-1.300
3,8:07,3,9,MIN 5,0,28,"Gus Frerotte sacked by Julian Peterson and Anthony Adams for -2 yards. Penalty on SFO: Illegal Contact, 5 yards (no play)",-1.300,-0.380
3,7:36,1,10,MIN 10,0,28,Moe Williams up the middle for 6 yards (tackle by Andre Carter),-0.380,-0.230
3,6:56,2,4,MIN 16,0,28,Moe Williams right guard for 2 yards,-0.230,-0.480
3,6:11,3,2,MIN 18,0,28,Gus Frerotte sacked by Anthony Adams for -4 yards,-0.480,-2.470
3,5:45,4,6,MIN 14,0,28,"Eddie Johnson punts 52 yards, returned by Jimmy Williams for 6 yards (tackle by Raonall Smith)",-2.470,-1.600
3,5:32,1,10,SFO 40,0,28,"Penalty on Ron Stone: False Start, 5 yards (no play)",1.600,1.270
3,5:32,1,15,SFO 35,0,28,Kevan Barlow up the middle for 6 yards (tackle by Denard Walker),1.270,1.190
3,4:54,2,9,SFO 41,0,28,Jeff Garcia pass incomplete intended for Cedrick Wilson,1.190,0.500
3,4:49,3,9,SFO 41,0,28,Jeff Garcia pass complete to Terrell Owens for 19 yards (tackle by Denard Walker),0.500,2.920
3,4:09,1,10,MIN 40,0,28,Kevan Barlow left end for 7 yards (tackle by Brian Russell),2.920,3.320
3,3:31,2,3,MIN 33,0,28,Jeff Garcia pass incomplete intended for Fred Beasley,3.320,2.610
3,3:26,3,3,MIN 33,0,28,"Penalty on Scott Gragg: False Start, 5 yards (no play)",2.610,1.950
3,3:21,3,8,MIN 38,0,28,Kevan Barlow left tackle for 7 yards (tackle by Ken Irvin),1.950,1.410
3,2:33,4,1,MIN 31,0,28,Kevan Barlow up the middle for -1 yards (tackle by Greg Biekert and Chris Hovan),1.410,-1.070
3,2:26,1,10,MIN 32,0,28,Moe Williams left guard for no gain (tackle by Anthony Adams and Bryant Young),1.070,0.530
3,1:47,2,10,MIN 32,0,28,Gus Frerotte pass complete to Randy Moss for 11 yards (tackle by Mike Rumph),0.530,1.800
3,1:00,,,,0,28,Timeout #1 by Minnesota Vikings,0.000,1.800
3,1:00,1,10,MIN 43,0,28,Gus Frerotte sacked by John Engelberger for -11 yards,1.800,-0.230
3,0:29,2,21,MIN 32,0,28,Gus Frerotte pass complete to Randy Moss for 9 yards (tackle by Jeff Ulbrich),-0.230,0.300
Quarter,Time,Down,ToGo,Location,SFO,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,12,MIN 41,0,34,"Gus Frerotte pass complete to Randy Moss for 59 yards, touchdown",0.300,7.000
4,,,,SFO 2,0,35,Aaron Elling kicks extra point good,0.000,0.000
4,,,,MIN 30,0,35,"Aaron Elling kicks off 64 yards, returned by Brandon Lloyd for 21 yards",0.000,0.740
4,14:47,1,10,SFO 27,0,35,Tim Rattay pass complete to Garrison Hearst for 3 yards (tackle by Chris Claiborne),0.740,0.600
4,14:16,2,7,SFO 30,0,35,Garrison Hearst up the middle for -2 yards (tackle by E.J. Henderson and Brian Williams),0.600,-0.360
4,13:39,3,9,SFO 28,0,35,"Penalty on Ron Stone: False Start, 5 yards (no play)",-0.360,-1.020
4,13:22,3,14,SFO 23,0,35,Tim Rattay pass complete to Garrison Hearst for 9 yards (tackle by Nick Rogers),-1.020,-1.240
4,12:43,4,5,SFO 32,0,35,"Bill LaFleur punts 38 yards, fair catch by Keenan Howry",-1.240,-0.940
4,12:35,1,10,MIN 30,0,35,Onterrio Smith right tackle for 3 yards (tackle by Derek Smith and Ahmed Plummer),0.940,0.800
4,11:54,2,7,MIN 33,0,35,Onterrio Smith left end for no gain (tackle by Anthony Adams and Julian Peterson),0.800,0.100
4,11:10,3,7,MIN 33,0,35,Gus Frerotte pass incomplete intended for Randy Moss,0.100,-1.180
4,11:03,4,7,MIN 33,0,35,"Eddie Johnson punts 39 yards, returned by Jimmy Williams for 8 yards (tackle by Brian Russell). Penalty on E.J. Henderson: Ineligible Downfield Kick (Declined)",-1.180,-1.330
4,10:53,1,10,SFO 36,0,35,Tim Rattay pass complete to Fred Beasley for no gain,1.330,0.790
4,10:16,2,10,SFO 36,0,35,Tim Rattay pass complete to Cedrick Wilson for 7 yards (tackle by Ken Irvin),0.790,1.030
4,9:35,3,3,SFO 43,0,35,Tim Rattay pass complete to Terrell Owens for 4 yards (tackle by E.J. Henderson),1.030,2.060
4,8:59,1,10,SFO 47,0,35,Garrison Hearst up the middle for 4 yards (tackle by Nick Rogers),2.060,2.060
4,8:27,2,6,MIN 49,0,35,Tim Rattay pass complete to Tai Streets for 17 yards (tackle by Ken Irvin),2.060,3.450
4,7:50,1,10,MIN 32,0,35,Tim Rattay pass incomplete intended for Terrell Owens,3.450,2.900
4,7:44,2,10,MIN 32,0,35,"Penalty on Ron Stone: False Start, 5 yards (no play)",2.900,2.230
4,7:44,2,15,MIN 37,6,35,"Tim Rattay pass complete to Tai Streets for 37 yards, touchdown",2.230,7.000
4,,,,MIN 2,7,35,Owen Pochman kicks extra point good,0.000,0.000
4,,,,SFO 30,7,35,"Owen Pochman kicks off 65 yards, returned by John Avery for 17 yards (tackle by Ronnie Heard)",0.000,0.410
4,7:29,1,10,MIN 22,7,35,Gus Frerotte pass incomplete intended for Nate Burleson,0.410,-0.130
4,7:24,2,10,MIN 22,7,35,Onterrio Smith right tackle for 4 yards (tackle by Julian Peterson and Anthony Adams),-0.130,-0.290
4,6:39,3,6,MIN 26,7,35,Onterrio Smith left guard for 3 yards (tackle by Bryant Young),-0.290,-1.440
4,5:58,4,3,MIN 29,7,35,"Eddie Johnson punts 38 yards, fair catch by Jimmy Williams",-1.440,-1.140
4,5:49,1,10,SFO 33,7,35,Tim Rattay pass incomplete intended for Cedrick Wilson,1.140,0.590
4,5:45,2,10,SFO 33,7,35,Tim Rattay pass incomplete intended for Jed Weaver (defended by Kenny Mixon),0.590,-0.100
4,5:41,3,10,SFO 33,7,35,Tim Rattay pass complete to Jed Weaver for 17 yards (tackle by Chris Claiborne),-0.100,2.260
4,5:15,1,10,MIN 50,7,35,Tim Rattay pass incomplete intended for Cedrick Wilson,2.260,1.710
4,5:09,2,10,MIN 50,7,35,"Garrison Hearst right end for 1 yard (tackle by Corey Chavous). Penalty on Ron Stone: Offensive Holding, 10 yards",1.710,0.500
4,4:51,2,19,SFO 41,7,35,Tim Rattay pass complete to Terrell Owens for 16 yards (tackle by Chris Claiborne),0.500,1.950
4,4:23,3,3,MIN 43,7,35,Tim Rattay pass complete to Tai Streets for 11 yards (tackle by Ken Irvin),1.950,3.450
4,4:00,1,10,MIN 32,7,35,Tim Rattay pass incomplete intended for Terrell Owens (defended by Denard Walker),3.450,2.900
4,3:59,2,10,MIN 32,7,35,Garrison Hearst right guard for 8 yards (tackle by Corey Chavous),2.900,3.270
4,3:38,3,2,MIN 24,7,35,Tim Rattay pass incomplete intended for Jed Weaver,3.270,1.990
4,3:33,4,2,MIN 24,7,35,Tim Rattay pass complete to Terrell Owens for 6 yards (tackle by Brian Russell),1.990,4.370
4,3:29,1,10,MIN 18,7,35,Tim Rattay sacked by Kevin Williams for -10 yards,4.370,2.480
4,2:55,2,20,MIN 28,7,35,Tim Rattay sacked by Kevin Williams for -9 yards,2.480,0.630
4,2:17,3,29,MIN 37,7,35,Garrison Hearst up the middle for 1 yard (tackle by E.J. Henderson),0.630,0.880
4,2:00,4,28,MIN 36,7,35,Tim Rattay pass complete to Cedrick Wilson for 19 yards (tackle by Brian Williams),0.880,-0.040
4,1:51,1,10,MIN 18,7,35,Gus Frerotte for -1 yards,0.040,-0.650
4,1:09,2,11,MIN 17,7,35,Gus Frerotte for -2 yards,-0.650,-1.660
4,0:31,3,13,MIN 15,7,35,Gus Frerotte for -1 yards,-1.660,-2.470
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
