Quarter,Time,Down,ToGo,Location,CHI,HOU,Detail,EPB,EPA
1,1:40,1,10,HOU 46,7,0,Lamar Miller left guard for 7 yards (tackle by Jerrell Freeman and Danny Trevathan),1.990,2.400
1,1:01,2,3,CHI 47,7,0,Brock Osweiler pass complete short left to DeAndre Hopkins for 5 yards (tackle by Tracy Porter),2.400,2.790
1,0:24,1,10,CHI 42,7,0,Brock Osweiler pass incomplete deep middle intended for Will Fuller (defended by Jacoby Glenn),2.790,2.240
1,0:14,2,10,CHI 42,7,0,Brock Osweiler pass complete short middle to Ryan Griffin for 5 yards (tackle by Jerrell Freeman),2.240,2.210
Quarter,Time,Down,ToGo,Location,CHI,HOU,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,5,CHI 37,7,0,Brock Osweiler pass complete short middle to Stephen Anderson for 12 yards (tackle by Adrian Amos). Penalty on Jacoby Glenn: Defensive Holding (Declined),2.210,3.910
2,14:35,1,10,CHI 25,7,0,Lamar Miller left guard for 4 yards (tackle by Cornelius Washington),3.910,3.900
2,13:57,2,6,CHI 21,7,0,Brock Osweiler pass complete short middle to Tyler Ervin for 5 yards (tackle by Adrian Amos),3.900,4.060
2,13:25,3,1,CHI 16,7,0,Lamar Miller middle for 6 yards (tackle by Harold Jones-Quartey and Leonard Floyd),4.060,4.910
2,12:42,1,10,CHI 10,7,0,"Brock Osweiler pass incomplete short left intended for DeAndre Hopkins. Penalty on DeAndre Hopkins: Offensive Pass Interference, 10 yards (no play)",4.910,4.240
2,12:35,1,20,CHI 20,7,0,Lamar Miller right guard for 3 yards (tackle by Lamarr Houston and Jerrell Freeman),4.240,3.240
2,12:04,2,17,CHI 17,7,0,Brock Osweiler pass complete short right to Will Fuller for 7 yards (tackle by Jacoby Glenn),3.240,3.130
2,11:32,3,10,CHI 10,7,0,Brock Osweiler pass incomplete short right intended for Tyler Ervin,3.130,2.760
2,11:28,4,10,CHI 10,7,3,Nick Novak 28 yard field goal good,2.760,3.000
2,11:28,,,HOU 35,7,3,"Nick Novak kicks off 71 yards, returned by Deonte Thompson for 26 yards (tackle by Jonathan Grimes). Penalty on DeAndre Houston-Carson: Illegal Block Above the Waist, 10 yards",0.000,0.380
2,11:18,1,10,CHI 10,7,3,Jay Cutler pass incomplete short left intended for Kevin White,-0.380,-0.780
2,11:14,2,10,CHI 10,7,3,Jeremy Langford middle for 7 yards (tackle by Johnathan Joseph),-0.780,-0.600
2,10:33,3,3,CHI 17,7,3,Jay Cutler pass complete short right to Zach Miller for 5 yards (tackle by Quintin Demps),-0.600,-0.600
2,9:58,3,3,CHI 17,7,3,Timeout #1 by Houston Texans,-0.600,0.410
2,9:58,1,10,CHI 22,7,3,Jay Cutler pass complete short right to Zach Miller for 4 yards (tackle by Johnathan Joseph),0.410,0.410
2,9:20,2,6,CHI 26,7,3,Ka'Deem Carey right guard for 4 yards (tackle by Kareem Jackson),0.410,0.230
2,8:45,3,2,CHI 30,7,3,Jay Cutler sacked by Whitney Mercilus for -7 yards,0.230,-1.830
2,8:15,4,9,CHI 23,7,3,"Pat O'Donnell punts 47 yards, returned by Tyler Ervin for 9 yards (tackle by Logan Paulsen)",-1.830,-1.530
2,8:03,1,10,HOU 39,7,3,Lamar Miller middle for 3 yards (tackle by Akiem Hicks and Jerrell Freeman),1.530,1.390
2,7:24,2,7,HOU 42,7,3,Brock Osweiler pass complete short right to Lamar Miller for 5 yards (tackle by Jerrell Freeman),1.390,1.360
2,6:41,3,2,HOU 47,7,3,Brock Osweiler pass complete short middle to Braxton Miller for 6 yards (tackle by Harold Jones-Quartey),1.360,2.460
2,6:10,1,10,CHI 47,7,3,Lamar Miller left end for 4 yards (tackle by Tracy Porter),2.460,2.450
2,5:33,2,6,CHI 43,7,3,Brock Osweiler pass incomplete short right intended for C.J. Fiedorowicz,2.450,1.750
2,5:27,3,6,CHI 43,7,3,Brock Osweiler pass complete short left to DeAndre Hopkins for 9 yards (tackle by Tracy Porter),1.750,3.310
2,5:04,1,10,CHI 34,7,3,Tyler Ervin middle for 3 yards (tackle by Leonard Floyd),3.310,3.180
2,4:35,2,7,CHI 31,7,3,Lamar Miller right guard for 6 yards (tackle by Danny Trevathan),3.180,3.270
2,4:00,3,1,CHI 25,7,3,Jay Prosch right guard for 2 yards (tackle by Danny Trevathan and Lamarr Houston),3.270,4.040
2,3:21,1,10,CHI 23,7,9,"Brock Osweiler pass complete deep left to DeAndre Hopkins for 23 yards, touchdown",4.040,7.000
2,3:21,,,CHI 23,7,10,Nick Novak kicks extra point good,0.000,0.000
2,3:21,,,HOU 35,7,10,"Nick Novak kicks off 63 yards, returned by Deonte Thompson for 20 yards (tackle by Alfred Blue)",0.000,-0.410
2,3:07,1,10,CHI 22,7,10,Jay Cutler pass complete short middle to Alshon Jeffery for 16 yards (tackle by Johnathan Joseph and Quintin Demps),0.410,1.470
2,2:42,1,10,CHI 38,7,10,Jay Cutler pass complete short left to Jeremy Langford for 5 yards (tackle by A.J. Bouye),1.470,1.600
2,2:08,2,5,CHI 43,7,10,Jeremy Langford right end for -1 yards (tackle by Kareem Jackson and John Simon),1.600,0.760
2,2:00,3,6,CHI 42,7,10,Jay Cutler pass incomplete short right intended for Kevin White,0.760,-0.590
2,1:55,4,6,CHI 42,7,10,"Pat O'Donnell punts 41 yards, fair catch by Tyler Ervin",-0.590,0.060
2,1:46,1,10,HOU 17,7,10,Brock Osweiler pass incomplete deep middle intended for Will Fuller,-0.060,-0.580
2,1:39,2,10,HOU 17,7,10,Lamar Miller right tackle for 5 yards (tackle by Jerrell Freeman),-0.580,-0.620
2,0:57,3,5,HOU 22,7,10,Brock Osweiler sacked by Danny Trevathan for -7 yards,-0.620,-0.620
2,0:50,3,5,HOU 22,7,10,Timeout #1 by Chicago Bears,-0.620,-2.440
2,0:50,4,12,HOU 15,7,10,"Shane Lechler punts 60 yards, returned by Eddie Royal for no gain",-2.440,-0.610
2,0:38,1,10,CHI 25,7,10,Jay Cutler middle for 12 yards (tackle by Kareem Jackson),0.610,0.610
2,0:30,1,10,CHI 25,7,10,Timeout #2 by Chicago Bears,0.610,1.400
2,0:30,1,10,CHI 37,7,10,"Jay Cutler pass complete short right to Jeremy Langford for 19 yards (tackle by Kareem Jackson). Penalty on Zach Miller: Offensive Pass Interference, 10 yards (no play)",1.400,0.740
2,0:24,1,20,CHI 27,7,10,Jay Cutler pass complete deep right to Alshon Jeffery for 54 yards (tackle by Andre Hal),0.740,0.740
2,0:13,1,20,CHI 27,7,10,Timeout #3 by Chicago Bears,0.740,0.740
2,0:13,1,20,CHI 27,7,10,Timeout #2 by Houston Texans,0.740,4.310
2,0:13,1,10,HOU 19,13,10,"Jay Cutler pass complete deep middle to Eddie Royal for 19 yards, touchdown",4.310,7.000
2,0:13,,,HOU 19,14,10,Connor Barth kicks extra point good,0.000,0.000
2,0:13,,,CHI 35,14,10,"Connor Barth kicks off 55 yards, returned by Tyler Ervin for 17 yards (tackle by Christian Jones)",0.000,-0.740
2,0:02,1,10,HOU 27,14,10,Brock Osweiler kneels for -1 yards,0.740,0.060
Quarter,Time,Down,ToGo,Location,CHI,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,14,10,"Nick Novak kicks off 64 yards, returned by Deonte Thompson for 16 yards (tackle by Kevin Johnson)",0.000,0.060
3,14:55,1,10,CHI 17,14,10,Jeremy Langford right guard for 5 yards (tackle by Max Bullough),-0.060,0.210
3,14:17,2,5,CHI 22,14,10,Jay Cutler pass incomplete short right intended for Kevin White is intercepted by Andre Hal at CHI-37 and returned for 12 yards,0.210,-3.910
3,14:07,1,10,CHI 25,14,10,Brock Osweiler pass complete deep left to Will Fuller for 20 yards (tackle by Jacoby Glenn),3.910,6.060
3,13:38,1,5,CHI 5,14,10,"Lamar Miller right guard for 2 yards (tackle by Bryce Callahan). Penalty on Jeff Allen: Offensive Holding, 10 yards (no play)",6.060,4.370
3,13:09,1,15,CHI 15,14,10,Brock Osweiler pass incomplete short left intended for Braxton Miller,4.370,3.460
3,13:04,2,15,CHI 15,14,10,Brock Osweiler pass complete short middle to Stephen Anderson for 5 yards (tackle by Jerrell Freeman),3.460,3.130
3,12:25,3,10,CHI 10,14,10,Brock Osweiler pass incomplete short left intended for Braxton Miller,3.130,2.760
3,12:20,4,10,CHI 10,14,13,Nick Novak 28 yard field goal good,2.760,3.000
3,12:20,,,HOU 35,14,13,"Nick Novak kicks off 65 yards, touchback",0.000,-0.610
3,12:17,1,10,CHI 25,14,13,Jeremy Langford right guard for -1 yards (tackle by Vince Wilfork),0.610,-0.070
3,11:43,2,11,CHI 24,14,13,Jay Cutler pass incomplete short left intended for Jeremy Langford (defended by Vince Wilfork),-0.070,-0.760
3,11:35,3,11,CHI 24,14,13,Jay Cutler sacked by Jadeveon Clowney for -1 yards,-0.760,-1.830
3,11:09,4,12,CHI 23,14,13,"Pat O'Donnell punts 46 yards, fair catch by Tyler Ervin",-1.830,-1.000
3,11:00,1,10,HOU 31,14,13,Brock Osweiler pass incomplete short middle intended for DeAndre Hopkins,1.000,0.460
3,10:56,2,10,HOU 31,14,13,"Lamar Miller middle for -4 yards (tackle by Akiem Hicks). Lamar Miller fumbles (forced by Akiem Hicks), recovered by Lamar Miller at HOU-27",0.460,-0.760
3,10:13,3,14,HOU 27,14,13,Brock Osweiler pass incomplete deep left intended for Will Fuller,-0.760,-1.570
3,10:04,4,14,HOU 27,14,13,"Shane Lechler punts 41 yards, returned by Eddie Royal for 7 yards (tackle by Charles James)",-1.570,-1.530
3,9:56,1,10,CHI 39,14,13,Jeremy Langford left end for 15 yards (tackle by Quintin Demps),1.530,1.530
3,9:19,1,10,CHI 39,14,13,Timeout #1 by Houston Texans,1.530,2.520
3,9:19,1,10,HOU 46,14,13,Jeremy Langford right end for 7 yards (tackle by Andre Hal and Jadeveon Clowney),2.520,2.920
3,8:44,2,3,HOU 39,14,13,Jeremy Langford left guard for 1 yard (tackle by Max Bullough),2.920,2.350
3,8:00,3,2,HOU 38,14,13,Jay Cutler pass incomplete short right intended for Eddie Royal. Penalty on Eddie Royal: Offensive Pass Interference (Declined),2.350,0.720
3,7:50,4,2,HOU 38,14,13,"Pat O'Donnell punts 29 yards, fair catch by Tyler Ervin",0.720,0.380
3,7:42,1,10,HOU 9,14,13,Lamar Miller right guard for 1 yard (tackle by Eddie Goldman),-0.380,-0.710
3,7:06,2,9,HOU 10,14,13,Brock Osweiler pass complete short right to Stephen Anderson for 8 yards (tackle by Adrian Amos),-0.710,-0.370
3,6:22,3,1,HOU 18,14,13,Brock Osweiler pass complete short middle to DeAndre Hopkins for 3 yards (tackle by Tracy Porter and Jerrell Freeman),-0.370,0.340
3,5:47,1,10,HOU 21,14,13,Brock Osweiler sacked by Eddie Goldman and Leonard Floyd for -9 yards,0.340,-1.440
3,5:04,2,19,HOU 12,14,13,Lamar Miller left guard for 4 yards (tackle by Jerrell Freeman and Danny Trevathan),-1.440,-1.780
3,4:22,3,15,HOU 16,14,13,Brock Osweiler pass complete short left to DeAndre Hopkins for 14 yards (tackle by Jacoby Glenn),-1.780,-1.370
3,3:43,4,1,HOU 30,14,13,"Shane Lechler punts 58 yards, returned by Eddie Royal for 2 yards (tackle by Eddie Pleasant)",-1.370,0.280
3,3:31,1,10,CHI 14,14,13,Jeremy Langford right tackle for 4 yards (tackle by Max Bullough),-0.280,-0.210
3,2:57,2,6,CHI 18,14,13,Jay Cutler pass incomplete deep right intended for Alshon Jeffery,-0.210,-0.920
3,2:50,3,6,CHI 18,14,13,Jay Cutler pass incomplete short right intended for Alshon Jeffery,-0.920,-2.240
3,2:45,4,6,CHI 18,14,13,"Pat O'Donnell punts 46 yards, fair catch by Tyler Ervin",-2.240,-1.330
3,2:36,1,10,HOU 36,14,13,Lamar Miller right tackle for no gain (tackle by Eddie Goldman),1.330,0.790
3,1:57,2,10,HOU 36,14,13,Brock Osweiler pass complete short left to Lamar Miller for 6 yards (tackle by Danny Trevathan),0.790,0.890
3,1:15,3,4,HOU 42,14,13,Brock Osweiler pass complete short left to Will Fuller for 27 yards (tackle by Danny Trevathan and Lamarr Houston),0.890,3.510
3,0:36,1,10,CHI 31,14,13,"Penalty on Willie Young: Neutral Zone Infraction, 5 yards (no play)",3.510,4.240
3,0:18,1,5,CHI 26,14,13,Lamar Miller left end for no gain (tackle by Adrian Amos),4.240,3.640
Quarter,Time,Down,ToGo,Location,CHI,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,CHI 26,14,13,Alfred Blue left tackle for 4 yards (tackle by Jacoby Glenn and Jerrell Freeman),3.640,3.470
4,14:17,3,1,CHI 22,14,13,Brock Osweiler middle for 1 yard (tackle by Sam Acho),3.470,4.170
4,13:35,1,10,CHI 21,14,13,Brock Osweiler pass incomplete deep left intended for Will Fuller (defended by Jacoby Glenn),4.170,3.630
4,13:28,2,10,CHI 21,14,13,Lamar Miller right guard for 3 yards (tackle by Deiondre' Hall),3.630,3.310
4,12:49,3,7,CHI 18,14,19,"Brock Osweiler pass complete short left to Will Fuller for 18 yards, touchdown",3.310,7.000
4,12:49,,,CHI 18,14,20,Nick Novak kicks extra point good,0.000,0.000
4,12:49,,,HOU 35,14,20,"Nick Novak kicks off 66 yards, returned by Deonte Thompson for 18 yards (tackle by Brian Peters)",0.000,0.060
4,12:37,1,10,CHI 17,14,20,Jeremy Langford right end for 6 yards (tackle by Benardrick McKinney and Whitney Mercilus),-0.060,0.350
4,12:06,2,4,CHI 23,14,20,Jeremy Langford right tackle for -1 yards (tackle by D.J. Reader and Christian Covington),0.350,-0.620
4,11:24,3,5,CHI 22,14,20,Jay Cutler pass complete deep middle to Eddie Royal for 19 yards (tackle by Quintin Demps),-0.620,1.660
4,11:00,1,10,CHI 41,14,20,Jeremy Langford left guard for -1 yards (tackle by Max Bullough and Whitney Mercilus),1.660,0.990
4,10:24,2,11,CHI 40,14,20,Jay Cutler pass complete short left to Zach Miller for 5 yards (tackle by Benardrick McKinney and Kareem Jackson),0.990,0.960
4,9:44,3,6,CHI 45,14,20,"Jay Cutler sacked by Whitney Mercilus for -9 yards. Jay Cutler fumbles (forced by Whitney Mercilus), recovered by Jay Cutler at CHI-36",0.960,-0.980
4,9:10,4,15,CHI 36,14,20,"Pat O'Donnell punts 43 yards, returned by Tyler Ervin for 13 yards (tackle by Christian Jones)",-0.980,-1.200
4,9:01,1,10,HOU 34,14,20,Lamar Miller middle for 6 yards (tackle by Jerrell Freeman),1.200,1.470
4,8:27,2,4,HOU 40,14,20,Lamar Miller left tackle for 1 yard (tackle by Danny Trevathan and Eddie Goldman),1.470,0.890
4,7:46,3,3,HOU 41,14,20,Brock Osweiler pass complete deep left to Will Fuller for 35 yards (tackle by Deiondre' Hall),0.890,3.970
,,,,,,,"CHI challenged the pass completion ruling, and the play was upheld.",,
4,7:05,1,10,CHI 24,14,20,Lamar Miller left guard for 4 yards (tackle by Akiem Hicks),3.970,3.970
4,6:27,2,6,CHI 20,14,20,Brock Osweiler pass incomplete deep right intended for Will Fuller (defended by Deiondre' Hall),3.970,3.270
4,6:21,3,6,CHI 20,14,20,Brock Osweiler pass incomplete deep left intended for DeAndre Hopkins,3.270,2.150
4,6:14,4,6,CHI 20,14,23,Nick Novak 38 yard field goal good,2.150,3.000
4,6:14,,,HOU 35,14,23,"Nick Novak kicks off 62 yards, returned by Deonte Thompson for 23 yards (tackle by Alfred Blue)",0.000,-0.670
4,6:04,1,10,CHI 26,14,23,Jay Cutler pass complete short left to Eddie Royal for 6 yards (tackle by A.J. Bouye),0.670,0.940
4,5:33,2,4,CHI 32,14,23,Jay Cutler pass incomplete short left intended for Eddie Royal (defended by A.J. Bouye),0.940,0.230
4,5:28,3,4,CHI 32,14,23,Jay Cutler sacked by John Simon for -8 yards,0.230,-1.770
4,4:56,4,12,CHI 24,14,23,"Pat O'Donnell punts 44 yards, returned by Tyler Ervin for 7 yards (tackle by Christian Jones). Penalty on Jay Prosch: Taunting, 15 yards, Penalty on Eddie Pleasant: Offensive Holding (Declined)",-1.770,-0.540
4,4:45,1,10,HOU 24,14,23,Lamar Miller right tackle for 2 yards (tackle by Danny Trevathan),0.540,0.540
4,4:06,1,10,HOU 24,14,23,Timeout #2 by Houston Texans,0.540,0.270
4,4:06,2,8,HOU 26,14,23,Lamar Miller right tackle for 3 yards (tackle by Deiondre' Hall and Jerrell Freeman),0.270,0.270
4,4:00,2,8,HOU 26,14,23,Timeout #2 by Chicago Bears,0.270,-0.030
4,4:00,3,5,HOU 29,14,23,Brock Osweiler pass complete short right to Ryan Griffin for 12 yards (tackle by Harold Jones-Quartey),-0.030,-0.030
4,3:01,3,5,HOU 29,14,23,Timeout #3 by Houston Texans,-0.030,1.660
4,3:01,1,10,HOU 41,14,23,Lamar Miller right guard for no gain (tackle by Lamarr Houston),1.660,1.660
4,2:56,1,10,HOU 41,14,23,Timeout #3 by Chicago Bears,1.660,1.120
4,2:56,2,10,HOU 41,14,23,Lamar Miller left guard for 3 yards (tackle by Danny Trevathan and Eddie Goldman),1.120,0.830
4,2:12,3,7,HOU 44,14,23,Brock Osweiler pass incomplete deep left intended for Will Fuller,0.830,-0.460
4,2:06,4,7,HOU 44,14,23,"Shane Lechler punts 35 yards, fair catch by Eddie Royal",-0.460,-0.340
4,2:00,1,10,CHI 21,14,23,Jay Cutler pass complete short right to Kevin White for 10 yards (tackle by Johnathan Joseph),0.340,1.000
4,1:37,1,10,CHI 31,14,23,Jay Cutler sacked by A.J. Bouye for -6 yards,1.000,-0.350
4,1:08,2,16,CHI 25,14,23,Jay Cutler pass complete short right to Jeremy Langford for 1 yard (tackle by John Simon),-0.350,-0.890
4,1:02,3,15,CHI 26,14,23,Jay Cutler pass complete deep middle to Kevin White for 19 yards (tackle by John Simon),-0.890,1.930
4,0:37,1,10,CHI 45,14,23,Jay Cutler pass incomplete,1.930,1.380
4,0:29,2,10,CHI 45,14,23,Jay Cutler pass incomplete short left intended for Jeremy Langford,1.380,0.700
4,0:23,3,10,CHI 45,14,23,Jay Cutler pass incomplete short middle intended for Zach Miller,0.700,-0.390
4,0:18,4,10,CHI 45,14,23,Jay Cutler pass incomplete deep right intended for Kevin White (defended by Johnathan Joseph),-0.390,-2.590
4,0:10,1,10,CHI 45,14,23,Brock Osweiler kneels for -1 yards,2.590,1.910
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
