Quarter,Time,Down,ToGo,Location,DAL,SFO,Detail,EPB,EPA
1,10:11,1,10,DAL 39,7,0,Ryan Switzer left end for 3 yards (tackle by Jaquiski Tartt),1.530,1.390
1,9:39,2,7,DAL 42,7,0,Dak Prescott pass incomplete short middle intended for Ezekiel Elliott,1.390,0.700
1,9:33,3,7,DAL 42,7,0,"Dak Prescott pass incomplete deep right intended for Brice Butler. Penalty on Rashard Robinson: Defensive Pass Interference, 17 yards (no play)",0.700,2.850
1,9:27,1,10,SFO 41,7,0,Ezekiel Elliott left tackle for 5 yards (tackle by Xavier Cooper),2.850,2.980
1,8:49,2,5,SFO 36,7,0,Dak Prescott pass complete short right to Jason Witten for 11 yards (tackle by Eric Reid),2.980,3.910
1,8:12,1,10,SFO 25,7,0,"Dak Prescott pass incomplete. Penalty on Rashard Robinson: Illegal Contact (Offsetting), Penalty on Dak Prescott: Intentional Grounding (Offsetting) (no play)",3.910,3.910
1,7:57,1,10,SFO 25,13,0,"Ezekiel Elliott right guard for 25 yards, touchdown",3.910,7.000
1,7:56,,,SFO 15,14,0,Dan Bailey kicks extra point good,0.000,0.000
1,7:56,,,DAL 35,14,0,"Dan Bailey kicks off 55 yards, returned by Raheem Mostert for 13 yards (tackle by Xavier Woods)",0.000,-0.480
1,7:52,1,10,SFO 23,14,0,Carlos Hyde left tackle for 12 yards (tackle by Jeff Heath),0.480,1.270
1,7:24,1,10,SFO 35,14,0,C.J. Beathard pass complete short right to Marquise Goodwin for 14 yards (tackle by Jourdan Lewis),1.270,2.190
1,6:58,1,10,SFO 49,14,0,C.J. Beathard left end for 4 yards (tackle by Anthony Hitchens),2.190,2.190
1,6:33,2,6,DAL 47,14,0,Matt Breida right guard for 5 yards (tackle by Sean Lee),2.190,2.150
1,5:46,3,1,DAL 42,14,0,C.J. Beathard left end for 16 yards (tackle by Jourdan Lewis),2.150,3.840
1,5:28,1,10,DAL 26,14,0,C.J. Beathard pass incomplete short left intended for Carlos Hyde,3.840,3.300
1,5:23,2,10,DAL 26,14,0,C.J. Beathard pass complete short right to Pierre Garcon for 2 yards (tackle by Byron Jones),3.300,2.870
1,4:38,3,8,DAL 24,14,0,C.J. Beathard pass incomplete deep left intended for George Kittle,2.870,1.870
1,4:33,4,8,DAL 24,14,3,Robbie Gould 42 yard field goal good,1.870,3.000
1,4:28,,,SFO 35,14,3,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.610
1,4:28,1,10,DAL 25,14,3,Dak Prescott pass complete short left to Cole Beasley for 24 yards (tackle by Dontae Johnson),0.610,2.190
1,3:51,1,10,DAL 49,14,3,Alfred Morris right tackle for 1 yard (tackle by Ray-Ray Armstrong),2.190,1.780
1,3:08,2,9,,14,3,Dak Prescott pass incomplete short left intended for Terrance Williams,1.780,1.090
1,3:02,3,9,,14,3,Dak Prescott pass complete short right to Rod Smith for 5 yards (tackle by Dekoda Watson),1.090,0.270
1,2:25,4,4,SFO 45,14,3,"Chris Jones punts 35 yards, fair catch by Trent Taylor",0.270,0.380
1,2:15,1,10,SFO 10,14,3,C.J. Beathard pass complete deep middle to Marquise Goodwin for 48 yards (tackle by Anthony Brown),-0.380,2.790
1,1:44,1,10,DAL 42,14,3,Carlos Hyde right end for -1 yards (tackle by Sean Lee),2.790,2.110
1,1:17,2,11,DAL 43,14,3,C.J. Beathard pass incomplete short left intended for Marquise Goodwin,2.110,1.420
1,1:14,3,11,DAL 43,14,3,C.J. Beathard sacked by David Irving for -12 yards,1.420,-0.390
1,0:37,4,23,SFO 45,14,3,"Bradley Pinion punts 41 yards, fair catch by Ryan Switzer",-0.390,0.280
1,0:29,1,10,DAL 14,14,3,Dak Prescott pass incomplete deep right intended for Dez Bryant,-0.280,-0.750
,,,,,,,"SFO challenged the pass completion ruling, and the original play was overturned.",,
1,0:24,2,10,DAL 14,14,3,Dak Prescott left end for 13 yards (tackle by Dontae Johnson),-0.750,0.740
Quarter,Time,Down,ToGo,Location,DAL,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DAL 27,14,3,Ezekiel Elliott right guard for -1 yards (tackle by Reuben Foster),0.740,0.060
2,14:23,2,11,DAL 26,14,3,Dak Prescott pass complete short left to Dez Bryant for 12 yards (tackle by Jimmie Ward),0.060,1.470
2,13:42,1,10,DAL 38,14,3,Ezekiel Elliott left tackle for 6 yards (tackle by D.J. Jones),1.470,1.730
2,13:04,2,4,DAL 44,14,3,Dak Prescott pass incomplete short left intended for Ezekiel Elliott,1.730,1.020
2,12:58,3,4,DAL 44,14,3,Dak Prescott pass complete short right to Dez Bryant for 5 yards (tackle by Ahkello Witherspoon),1.020,2.190
2,12:20,1,10,DAL 49,14,3,Ezekiel Elliott right tackle for 3 yards (tackle by DeForest Buckner and Reuben Foster),2.190,2.050
2,11:34,2,7,SFO 48,14,3,Dak Prescott pass complete short right to Dez Bryant for 27 yards (tackle by Ahkello Witherspoon). Penalty on Leger Douzable: Defensive Offside (Declined),2.050,4.170
2,11:17,1,10,SFO 21,14,3,"Ezekiel Elliott right end for 4 yards (tackle by Jimmie Ward). Penalty on James Hanna: Offensive Holding, 10 yards",4.170,3.780
2,11:10,1,16,SFO 27,14,3,Dak Prescott pass complete short right to Alfred Morris for 9 yards (tackle by Rashard Robinson),3.780,4.040
2,10:33,2,7,SFO 18,20,3,"Dak Prescott pass complete deep right to Jason Witten for 18 yards, touchdown",4.040,7.000
2,10:26,,,SFO 2,20,3,"Two Point Attempt: Dak Prescott pass incomplete intended for Brice Butler, conversion fails",0.000,-1.000
2,10:26,,,DAL 35,20,3,"Jeff Heath kicks off 65 yards, returned by Raheem Mostert for 14 yards (tackle by Kyle Wilber)",0.000,0.280
2,10:19,1,10,SFO 14,20,3,C.J. Beathard pass complete short left to Marquise Goodwin for 11 yards (tackle by Jourdan Lewis),-0.280,0.610
2,9:43,1,10,SFO 25,20,3,Matt Breida left end for -3 yards (tackle by Jeff Heath),0.610,-0.340
2,9:14,2,13,SFO 22,20,3,C.J. Beathard pass complete short middle to Pierre Garcon for 8 yards (tackle by Anthony Hitchens),-0.340,0.040
2,8:34,3,5,SFO 30,20,3,C.J. Beathard pass complete short middle to George Kittle for 16 yards (tackle by Byron Jones),0.040,1.990
2,7:58,1,10,SFO 46,20,3,Carlos Hyde right end for -2 yards (tackle by Anthony Hitchens and Byron Jones),1.990,1.180
2,7:18,2,12,SFO 44,20,3,C.J. Beathard sacked by Tyrone Crawford for -8 yards,1.180,-0.560
2,6:35,3,20,SFO 36,20,3,C.J. Beathard pass complete short left to Carlos Hyde for 6 yards (tackle by Sean Lee),-0.560,-0.590
2,6:00,4,14,SFO 42,20,3,"Bradley Pinion punts 46 yards, returned by Ryan Switzer for 13 yards (tackle by Eric Reid). Penalty on Anthony Brown: Offensive Holding, 6 yards",-0.590,0.380
2,5:49,1,10,DAL 6,20,3,Ezekiel Elliott left tackle for 2 yards (tackle by D.J. Jones),-0.380,-0.630
2,5:13,2,8,DAL 8,20,3,Ezekiel Elliott left end for 1 yard (tackle by Dontae Johnson),-0.630,-1.070
2,4:31,3,7,DAL 9,20,3,Dak Prescott pass incomplete short right intended for Cole Beasley,-1.070,-2.490
2,4:23,4,7,DAL 9,20,3,"Chris Jones punts 51 yards, out of bounds",-2.490,-1.600
2,4:16,1,10,SFO 40,20,3,C.J. Beathard pass incomplete short middle intended for Marquise Goodwin,1.600,1.050
2,4:10,2,10,SFO 40,20,3,Carlos Hyde right guard for 12 yards (tackle by Damien Wilson and Byron Jones),1.050,2.390
2,3:39,1,10,DAL 48,20,3,C.J. Beathard pass complete short right to Pierre Garcon for 14 yards (tackle by Jourdan Lewis),2.390,0.000
2,3:20,,,,,,Timeout #1 by Dallas Cowboys,0.000,-3.310
2,3:20,1,10,DAL 34,20,3,"Matt Breida left guard for 3 yards (tackle by David Irving). Matt Breida fumbles (forced by David Irving), recovered by Matt Breida at DAL-31",3.310,3.180
2,2:39,2,7,DAL 31,20,3,C.J. Beathard pass complete short right to Pierre Garcon for 6 yards (tackle by Anthony Brown),3.180,3.270
2,2:17,3,1,DAL 25,20,3,Carlos Hyde middle for 2 yards (tackle by Demarcus Lawrence),3.270,4.040
2,2:00,1,10,DAL 23,20,3,Carlos Hyde middle for 16 yards (tackle by Jeff Heath),4.040,5.600
2,1:20,1,7,DAL 7,20,3,Carlos Hyde middle for 2 yards (tackle by Jaylon Smith),5.600,5.150
2,0:46,2,5,DAL 5,20,3,C.J. Beathard sacked by Demarcus Lawrence for -9 yards. C.J. Beathard fumbles (forced by Demarcus Lawrence),5.150,-0.150
2,0:36,1,10,DAL 19,20,3,Dak Prescott pass incomplete short left intended for Dez Bryant,0.150,-0.390
2,0:31,2,10,DAL 19,20,3,"Dak Prescott pass incomplete short right intended for Cole Beasley. Penalty on Dekoda Watson: Defensive Offside, 5 yards (no play)",-0.390,0.340
2,0:28,2,5,DAL 24,20,3,Dak Prescott middle for 8 yards (tackle by Dontae Johnson and Reuben Foster),0.340,0.000
2,0:20,,,,,,Timeout #2 by Dallas Cowboys,0.000,-1.070
2,0:20,1,10,DAL 32,20,3,Ezekiel Elliott middle for 13 yards (tackle by Jaquiski Tartt),1.070,0.000
2,0:11,,,,,,Timeout #3 by Dallas Cowboys,0.000,-1.930
2,0:11,1,10,DAL 45,20,3,Ezekiel Elliott middle for 2 yards (tackle by Solomon Thomas),1.930,1.650
Quarter,Time,Down,ToGo,Location,DAL,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,20,3,"Jeff Heath kicks off 61 yards, returned by Raheem Mostert for 21 yards (tackle by Damien Wilson)",0.000,-0.610
3,14:53,1,10,SFO 25,20,3,C.J. Beathard pass complete short middle to Pierre Garcon for 19 yards (tackle by Jeff Heath),0.610,1.860
3,14:18,1,10,SFO 44,20,3,C.J. Beathard pass incomplete,1.860,1.320
3,14:11,2,10,SFO 44,20,3,Carlos Hyde left tackle for 9 yards (tackle by Byron Jones),1.320,1.820
3,13:34,3,1,DAL 47,20,3,C.J. Beathard middle for 2 yards (tackle by Kyle Wilber),1.820,2.590
3,13:05,1,10,DAL 45,20,3,C.J. Beathard pass complete short right to Garrett Celek for 11 yards (tackle by Anthony Brown),2.590,3.310
3,12:41,1,10,DAL 34,20,3,C.J. Beathard pass incomplete short left intended for Kendrick Bourne,3.310,2.770
3,12:36,2,10,DAL 34,20,3,Carlos Hyde middle for 7 yards (tackle by Anthony Brown and Demarcus Lawrence),2.770,3.010
3,12:00,3,3,DAL 27,20,3,Carlos Hyde left guard for -1 yards (tackle by Sean Lee),3.010,1.650
3,11:16,4,4,DAL 28,20,3,C.J. Beathard pass incomplete short middle intended for Kendrick Bourne,1.650,-0.810
3,11:12,1,10,DAL 28,26,3,"Dak Prescott pass complete short right to Ezekiel Elliott for 72 yards, touchdown",0.810,7.000
3,10:58,,,SFO 15,27,3,Jeff Heath kicks extra point good,0.000,0.000
3,10:58,,,DAL 35,27,3,"Jeff Heath kicks off 52 yards, returned by Raheem Mostert for 15 yards (tackle by Justin March-Lillard)",0.000,-0.810
3,10:51,1,10,SFO 28,27,3,Carlos Hyde right guard for no gain (tackle by Orlando Scandrick),0.810,0.260
3,10:09,2,10,SFO 28,27,3,C.J. Beathard pass incomplete short right intended for Marquise Goodwin (defended by Brian Price),0.260,-0.430
3,10:05,3,10,SFO 28,27,3,C.J. Beathard pass complete short right to Carlos Hyde for 11 yards (tackle by Maliek Collins),-0.430,1.530
3,9:33,1,10,SFO 39,27,3,Carlos Hyde right end for -4 yards (tackle by Anthony Hitchens and Maliek Collins),1.530,0.450
3,8:49,2,14,SFO 35,27,3,C.J. Beathard pass incomplete short right intended for Pierre Garcon (defended by David Irving),0.450,-0.230
3,8:43,3,14,SFO 35,27,3,C.J. Beathard pass incomplete short right intended for Matt Breida,-0.230,-1.040
3,8:34,4,14,SFO 35,27,3,"Bradley Pinion punts 45 yards, out of bounds",-1.040,-0.280
3,8:27,1,10,DAL 20,27,3,Ezekiel Elliott right tackle for 7 yards (tackle by Jaquiski Tartt),0.280,0.680
3,7:51,2,3,DAL 27,27,3,Dak Prescott pass complete short left to Jason Witten for 12 yards (tackle by Jimmie Ward),0.680,1.530
3,7:15,1,10,DAL 39,27,3,Ezekiel Elliott left tackle for 5 yards (tackle by Reuben Foster),1.530,1.660
3,6:51,2,5,DAL 44,27,3,"Dak Prescott pass complete short right to Ezekiel Elliott for 3 yards (tackle by Eli Harold). Penalty on Jonathan Cooper: Offensive Holding, 10 yards (no play)",1.660,0.310
3,6:39,2,15,DAL 34,27,3,Alfred Morris middle for 14 yards (tackle by Adrian Colbert),0.310,1.490
3,5:55,3,1,DAL 48,27,3,Dak Prescott pass complete short right to Geoff Swaim for 7 yards (tackle by Jaquiski Tartt),1.490,2.590
3,5:12,1,10,SFO 45,27,3,Ezekiel Elliott left end for 14 yards (tackle by Ray-Ray Armstrong),2.590,3.510
3,4:44,1,10,SFO 31,27,3,Ezekiel Elliott middle for 3 yards (tackle by D.J. Jones),3.510,3.370
3,4:00,2,7,SFO 28,27,3,Dak Prescott pass complete short left to Jason Witten for 13 yards (tackle by Jaquiski Tartt). Penalty on Xavier Cooper: Defensive Offside (Declined),3.370,4.580
3,3:34,1,10,SFO 15,27,3,Dak Prescott pass complete short left to Dez Bryant for 7 yards (tackle by Eric Reid and Adrian Colbert),4.580,5.220
3,2:54,2,3,SFO 8,27,3,Dak Prescott pass complete short left to Dez Bryant for 1 yard (tackle by Dontae Johnson and Jaquiski Tartt),5.220,4.680
3,2:09,3,2,SFO 7,27,3,Dak Prescott left guard for 3 yards (tackle by Eric Reid),4.680,6.280
3,1:30,1,4,SFO 4,27,3,Ezekiel Elliott middle for 2 yards (tackle by Leger Douzable),6.280,5.720
3,0:46,2,2,SFO 2,33,3,"Dak Prescott middle for 2 yards, touchdown",5.720,7.000
3,0:43,,,SFO 15,33,3,Jeff Heath kicks extra point no good,0.000,-1.000
3,0:43,,,DAL 35,33,3,"Jeff Heath kicks off 65 yards, touchback",0.000,-0.610
3,0:43,1,10,SFO 25,33,3,C.J. Beathard pass complete short right to Trent Taylor for 11 yards (tackle by Byron Jones),0.610,1.330
3,0:23,1,10,SFO 36,33,3,C.J. Beathard pass complete short middle to Trent Taylor for 6 yards (tackle by Sean Lee),1.330,1.600
3,0:03,2,4,SFO 42,33,3,"C.J. Beathard sacked by Jaylon Smith for -6 yards. C.J. Beathard fumbles (forced by Jaylon Smith), recovered by Tyrone Crawford at SFO-29 (tackle by C.J. Beathard)",1.600,-3.640
Quarter,Time,Down,ToGo,Location,DAL,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SFO 29,33,3,Ezekiel Elliott right tackle for 4 yards (tackle by Tony McDaniel),3.640,3.640
4,14:17,2,6,SFO 25,33,3,Ezekiel Elliott left end for 10 yards (tackle by Jimmie Ward),3.640,4.580
4,13:41,1,10,SFO 15,33,3,Ezekiel Elliott right guard for 3 yards (tackle by Tony McDaniel),4.580,4.450
4,13:00,2,7,SFO 12,33,3,Ezekiel Elliott middle for 6 yards (tackle by DeForest Buckner),4.450,4.900
4,12:18,3,1,SFO 6,33,3,Ezekiel Elliott right guard for 1 yard (tackle by DeForest Buckner),4.900,6.060
4,11:39,1,5,SFO 5,33,3,Dak Prescott pass incomplete short right intended for Terrance Williams,6.060,5.150
4,11:33,2,5,SFO 5,33,3,Ezekiel Elliott right guard for 3 yards (tackle by DeForest Buckner),5.150,4.950
4,10:54,3,2,SFO 2,39,3,"Dak Prescott pass complete short right to Dez Bryant for 2 yards, touchdown",4.950,7.000
4,10:49,,,SFO 15,40,3,Jeff Heath kicks extra point good,0.000,0.000
4,10:49,,,DAL 35,40,3,"Jeff Heath kicks off 65 yards, touchback",0.000,-0.610
4,10:49,1,10,SFO 25,40,3,C.J. Beathard pass complete short right to Carlos Hyde for -2 yards (tackle by Anthony Hitchens and David Irving),0.610,-0.210
4,10:12,2,12,SFO 23,40,3,"Carlos Hyde middle for 14 yards (tackle by Jeff Heath and Jaylon Smith). Penalty on Demarcus Lawrence: Illegal Use of Hands, 5 yards",-0.210,1.730
4,9:52,1,10,SFO 42,40,3,"C.J. Beathard pass incomplete deep right intended for Kendrick Bourne is intercepted by Anthony Brown at DAL-41 and returned for 3 yards. Penalty on Anthony Brown: Defensive Holding, 5 yards (no play)",1.730,2.060
4,9:51,1,10,SFO 47,40,3,C.J. Beathard pass incomplete short right intended for Cole Hikutini,2.060,1.520
4,9:47,2,10,SFO 47,40,3,C.J. Beathard pass complete short right to Trent Taylor for 13 yards (tackle by Anthony Hitchens),1.520,2.920
4,9:18,1,10,DAL 40,40,3,C.J. Beathard pass complete short left to Aldrick Robinson for 15 yards,2.920,3.910
4,8:56,1,10,DAL 25,40,3,C.J. Beathard pass incomplete short left intended for Carlos Hyde,3.910,3.360
4,8:54,2,10,DAL 25,40,3,C.J. Beathard pass complete short right to Trent Taylor for 5 yards (tackle by Byron Jones),3.360,3.340
4,8:11,3,5,DAL 20,40,3,C.J. Beathard pass complete short left to Cole Hikutini for 5 yards (tackle by Anthony Hitchens),3.340,0.000
4,7:29,,,,,,Timeout #1 by Dallas Cowboys,0.000,-4.580
4,7:29,1,10,DAL 15,40,3,C.J. Beathard pass complete short middle to Marquise Goodwin for 7 yards (tackle by Anthony Hitchens),4.580,5.220
4,6:48,2,3,DAL 8,40,3,C.J. Beathard left end for 4 yards (tackle by Jeff Heath),5.220,6.280
4,6:22,1,4,DAL 4,40,3,C.J. Beathard pass incomplete short left intended for Marquise Goodwin,6.280,5.340
4,6:19,2,4,DAL 4,40,9,"C.J. Beathard left tackle for 4 yards, touchdown",5.340,7.000
4,6:14,,,DAL 15,40,10,Robbie Gould kicks extra point good,0.000,0.000
4,6:14,,,SFO 35,40,10,"Bradley Pinion kicks off 46 yards, fair catch by Cole Beasley",0.000,-0.150
4,6:14,1,10,DAL 19,40,10,Rod Smith middle for 3 yards (tackle by Ray-Ray Armstrong),0.150,0.070
4,5:32,2,7,DAL 22,40,10,Rod Smith left tackle for 4 yards (tackle by Eli Harold),0.070,-0.160
4,4:48,3,3,DAL 26,40,10,Cooper Rush left tackle for 15 yards (tackle by Adrian Colbert),-0.160,1.660
4,4:02,1,10,DAL 41,40,10,Rod Smith right tackle for 45 yards (tackle by Jimmie Ward),1.660,4.650
4,3:52,1,10,SFO 14,40,10,Rod Smith right end for -2 yards (tackle by D.J. Jones),4.650,3.720
4,3:12,2,12,SFO 16,40,10,Cooper Rush pass complete short left to Ryan Switzer for 2 yards (tackle by Brock Coyle),3.720,0.000
4,3:06,,,,,,Timeout #1 by San Francisco 49ers,0.000,-3.110
4,3:06,3,10,SFO 14,40,10,Rod Smith middle for -1 yards (tackle by Elvis Dumervil),3.110,0.000
4,3:02,,,,,,Timeout #2 by San Francisco 49ers,0.000,-2.440
4,3:02,4,11,SFO 15,40,10,Cooper Rush pass incomplete short left intended for Rod Smith,2.440,0.220
4,2:57,1,10,SFO 15,40,10,C.J. Beathard pass complete short right to Carlos Hyde for 5 yards (tackle by Kavon Frazier),-0.220,0.080
4,2:51,2,5,SFO 20,40,10,C.J. Beathard pass incomplete short middle intended for Carlos Hyde (defended by Richard Ash),0.080,-0.760
4,2:44,3,5,SFO 20,40,10,C.J. Beathard pass complete short left to Trent Taylor for 4 yards (tackle by Anthony Brown),-0.760,-1.770
4,2:18,4,1,SFO 24,40,10,C.J. Beathard pass incomplete short left intended for Carlos Hyde (defended by Taco Charlton),-1.770,-3.970
4,2:13,1,10,SFO 24,40,10,Rod Smith middle for 5 yards (tackle by Ahkello Witherspoon),3.970,0.000
4,2:00,,,,,,Timeout #2 by Dallas Cowboys,0.000,-4.120
4,2:00,2,5,SFO 19,40,10,Rod Smith middle for no gain (tackle by Tony McDaniel),4.120,3.410
4,1:20,3,5,SFO 19,40,10,Rod Smith right end for 7 yards (tackle by Jimmie Ward),3.410,4.780
4,0:35,1,10,SFO 12,40,10,Cooper Rush kneels for -2 yards,4.780,3.790
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
