Quarter,Time,Down,ToGo,Location,OAK,TEN,Detail,EPB,EPA
1,3:45,2,7,OAK 21,7,3,"Derek Carr pass incomplete deep left intended for Amari Cooper (defended by Jason McCourty). Penalty on Kelechi Osemele: Offensive Holding, 10 yards (no play)",0.010,-1.290
1,3:35,2,17,OAK 11,7,3,Derek Carr pass complete short left to Clive Walford for 6 yards (tackle by Brice McCain),-1.290,-1.340
1,2:54,3,11,OAK 17,7,3,Jalen Richard middle for 10 yards (tackle by Da'Norris Searcy and Jurrell Casey). Penalty on Rodney Hudson: Illegal Block Above the Waist (Declined),-1.340,-1.570
1,2:38,4,1,OAK 27,7,3,"Marquette King punts 48 yards, out of bounds",-1.570,-0.610
1,2:30,1,10,TEN 25,7,3,Marcus Mariota pass complete short middle to DeMarco Murray for 16 yards (tackle by Bruce Irvin),0.610,1.660
1,1:55,1,10,TEN 41,7,3,Marcus Mariota pass incomplete short middle intended for Phillip Supernaw,1.660,1.120
1,1:52,2,10,TEN 41,7,3,"Marcus Mariota pass incomplete short right intended for Rishard Matthews. Penalty on Anthony Fasano: Offensive Holding, 10 yards (no play)",1.120,-0.230
1,1:44,2,20,TEN 31,7,3,DeMarco Murray middle for 1 yard (tackle by Cory James),-0.230,-0.760
1,1:09,3,19,TEN 32,7,3,Marcus Mariota pass complete short middle to Jace Amaro for 16 yards (tackle by D.J. Hayden and Reggie Nelson),-0.760,-0.190
1,0:23,4,3,TEN 48,7,3,"Penalty on Kevin Byard: False Start, 5 yards (no play)",-0.190,-0.520
1,0:13,4,8,TEN 43,7,3,"Brett Kern punts 43 yards, returned by Jalen Richard for 12 yards (tackle by Antwon Blake)",-0.520,-0.670
Quarter,Time,Down,ToGo,Location,OAK,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,OAK 26,7,3,Derek Carr pass incomplete short right intended for Amari Cooper,0.670,0.130
2,14:52,2,10,OAK 26,7,3,DeAndre Washington right tackle for 5 yards (tackle by Jurrell Casey and Avery Williamson),0.130,0.100
2,14:10,3,5,OAK 31,7,3,Derek Carr pass complete short right to Amari Cooper for 11 yards (tackle by Derrick Morgan),0.100,1.730
2,13:31,1,10,OAK 42,7,3,Derek Carr pass complete short middle to Seth Roberts for 8 yards (tackle by Avery Williamson),1.730,2.270
2,13:06,2,2,,7,3,Derek Carr pass complete short right to Michael Crabtree for 4 yards (tackle by Perrish Cox),2.270,2.520
2,12:22,1,10,TEN 46,7,3,Derek Carr pass incomplete deep right intended for Amari Cooper (defended by Perrish Cox),2.520,1.980
2,12:16,2,10,TEN 46,7,3,"Derek Carr sacked for 0 yards. Penalty on Rodney Hudson: Offensive Holding, 10 yards (no play)",1.980,0.630
2,11:48,2,20,OAK 44,7,3,Derek Carr pass complete short right to Michael Crabtree for 5 yards (tackle by Perrish Cox),0.630,0.630
2,11:05,3,15,OAK 49,7,3,Derek Carr pass incomplete deep left intended for Michael Crabtree,0.630,-0.130
2,11:00,4,15,OAK 49,7,3,"Marquette King punts 35 yards, fair catch by Marc Mariani",-0.130,0.140
2,10:52,1,10,TEN 16,7,3,DeMarco Murray left guard for -4 yards (tackle by Darius Latham and Khalil Mack),-0.140,-1.070
2,10:11,2,14,TEN 12,7,3,Marcus Mariota pass complete short right to DeMarco Murray for 1 yard (tackle by D.J. Hayden),-1.070,-1.750
2,9:30,3,13,TEN 13,7,3,"Marcus Mariota right tackle for 9 yards (tackle by Bruce Irvin). Marcus Mariota fumbles (forced by Bruce Irvin), recovered by Reggie Nelson at TEN-24 (tackle by Taylor Lewan)",-1.750,-3.970
2,9:20,1,10,TEN 24,7,3,"Derek Carr pass complete deep middle to Clive Walford for 24 yards. Penalty on Donald Penn: Offensive Holding, 10 yards (no play)",3.970,3.970
2,9:13,1,10,TEN 24,7,3,Timeout #1 by Oakland Raiders,3.970,3.310
2,9:13,1,20,TEN 34,7,3,Derek Carr pass incomplete short right intended for Seth Roberts,3.310,2.080
2,9:08,2,20,TEN 34,7,3,Derek Carr pass complete short right to Latavius Murray for 1 yard (tackle by Sean Spence),2.080,1.550
2,8:23,3,19,TEN 33,7,3,Derek Carr pass incomplete short right intended for Michael Crabtree,1.550,1.150
2,8:18,4,19,TEN 33,10,3,Sebastian Janikowski 52 yard field goal good,1.150,3.000
2,8:18,,,OAK 35,10,3,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.610
2,8:13,1,10,TEN 25,10,3,Marcus Mariota pass complete short right to Rishard Matthews for 8 yards (tackle by David Amerson),0.610,1.140
2,7:37,2,2,TEN 33,10,3,Derrick Henry left guard for 6 yards (tackle by Reggie Nelson). Penalty on Khalil Mack: Defensive Offside (Declined),1.140,1.530
2,7:02,1,10,TEN 39,10,3,Marcus Mariota pass complete short right to Tajae Sharpe for 6 yards (tackle by Karl Joseph and David Amerson),1.530,1.800
2,6:24,2,4,TEN 45,10,3,Derrick Henry left guard for 5 yards (tackle by Khalil Mack),1.800,2.260
2,5:38,1,10,,10,3,Derrick Henry left end for 3 yards (tackle by Karl Joseph),2.260,2.120
2,5:02,2,7,OAK 47,10,3,Derrick Henry middle for -2 yards (tackle by Cory James),2.120,1.160
2,4:30,3,9,OAK 49,10,3,Marcus Mariota pass incomplete short right intended for Rishard Matthews (defended by David Amerson),1.160,0.000
2,4:25,4,9,OAK 49,10,3,"Brett Kern punts 40 yards, fair catch by T.J. Carrie",0.000,0.380
2,4:17,1,10,OAK 9,10,3,"Penalty on Seth Roberts: False Start, 4 yards (no play)",-0.380,-0.530
2,4:17,1,14,OAK 5,10,3,Derek Carr pass complete short right to Andre Holmes for 8 yards (tackle by Rashad Johnson),-0.530,-0.480
2,3:39,2,6,OAK 13,10,3,Latavius Murray right guard for no gain (tackle by Wesley Woodyard),-0.480,-0.950
2,2:56,3,6,OAK 13,10,3,Derek Carr pass complete short middle to Amari Cooper for 17 yards (tackle by Jason McCourty),-0.950,0.940
2,2:12,1,10,OAK 30,10,3,Derek Carr pass complete short left to Michael Crabtree for 2 yards (tackle by Rashad Johnson),0.940,0.660
2,2:00,2,8,OAK 32,10,3,DeAndre Washington left tackle for 30 yards (tackle by Avery Williamson),0.660,0.660
2,2:00,2,8,OAK 32,10,3,Timeout #2 by Oakland Raiders,0.660,3.050
2,1:41,1,10,TEN 38,10,3,DeAndre Washington middle for 14 yards (tackle by Avery Williamson and Kevin Byard),3.050,3.970
2,1:15,1,10,TEN 24,10,3,Derek Carr pass complete short middle to DeAndre Washington for 5 yards (tackle by Avery Williamson),3.970,4.120
2,0:40,2,5,TEN 19,16,3,"Derek Carr pass complete to Seth Roberts for 19 yards, touchdown",4.120,7.000
2,0:40,,,TEN 19,17,3,"Sebastian Janikowski kicks extra point good. Penalty on Antwon Blake: Defensive Offside, 5 yards",0.000,0.000
2,0:40,,,OAK 40,17,3,"Sebastian Janikowski kicks off 60 yards, touchback",0.000,-0.610
2,0:33,1,10,TEN 25,17,3,Marcus Mariota left end for 8 yards (tackle by Karl Joseph),0.610,1.140
2,0:11,2,2,TEN 33,17,3,Marcus Mariota pass incomplete short right intended for Rishard Matthews (defended by David Amerson),1.140,0.430
2,0:08,3,2,TEN 33,17,3,Marcus Mariota pass incomplete intended for Rishard Matthews is intercepted by Reggie Nelson at TEN-46 and returned for 12 yards,0.430,0.000
Quarter,Time,Down,ToGo,Location,OAK,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,17,3,"Ryan Succop kicks off 63 yards, returned by Taiwan Jones for 16 yards (tackle by David Bass). Penalty on Brynden Trawick: Offensive Holding, 9 yards",0.000,0.380
3,14:53,1,10,OAK 9,17,3,Latavius Murray for 2 yards (tackle by Jason McCourty and Avery Williamson),-0.380,-0.630
3,14:12,2,8,OAK 11,17,3,Derek Carr pass complete short left to Amari Cooper for 9 yards (tackle by Jason McCourty),-0.630,-0.630
3,13:32,2,8,OAK 11,17,3,Timeout #1 by Oakland Raiders,-0.630,0.280
3,13:32,1,10,OAK 20,17,3,Latavius Murray right tackle for 1 yard (tackle by Derrick Morgan),0.280,-0.130
3,12:50,2,9,OAK 21,17,3,Derek Carr pass complete deep left to Michael Crabtree for 29 yards (tackle by Da'Norris Searcy),-0.130,2.260
3,12:03,1,10,,17,3,Latavius Murray middle for 2 yards (tackle by Al Woods and Wesley Woodyard),2.260,1.980
3,11:23,2,8,TEN 48,17,3,DeAndre Washington left guard for 6 yards (tackle by Kevin Byard),1.980,2.080
3,10:39,3,2,TEN 42,17,3,Jamize Olawale middle for no gain (tackle by Jurrell Casey),2.080,0.460
3,9:53,4,2,TEN 42,17,3,"Marquette King punts 35 yards, out of bounds",0.460,0.380
3,9:45,1,10,TEN 7,17,3,DeMarco Murray right tackle for 5 yards (tackle by Cory James),-0.380,-0.420
3,9:11,2,5,TEN 12,17,3,DeMarco Murray left end for 36 yards (tackle by Malcolm Smith),-0.420,2.130
3,8:25,1,10,TEN 48,17,3,Derrick Henry middle for 3 yards (tackle by Jihad Ward and Justin Ellis),2.130,1.990
3,7:50,2,7,OAK 49,17,3,DeMarco Murray middle for 4 yards (tackle by Nate Allen),1.990,1.820
3,7:14,3,3,OAK 45,17,3,Marcus Mariota pass complete deep right to Jace Amaro for 26 yards (tackle by D.J. Hayden),1.820,1.820
3,6:29,3,3,OAK 45,17,3,Timeout #2 by Oakland Raiders,1.820,4.310
3,6:29,1,10,OAK 19,17,3,Marcus Mariota pass complete short right to Jalston Fowler for 14 yards (tackle by Cory James),4.310,6.060
3,5:59,1,5,OAK 5,17,9,"DeMarco Murray right end for 5 yards, touchdown",6.060,7.000
3,5:59,,,OAK 5,17,10,Ryan Succop kicks extra point good,0.000,0.000
3,5:59,,,TEN 35,17,10,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
3,5:51,1,10,OAK 25,17,10,Derek Carr pass incomplete short right intended for Seth Roberts (defended by Jason McCourty),0.610,0.060
3,5:40,2,10,OAK 25,17,10,Latavius Murray right tackle for 2 yards (tackle by Avery Williamson),0.060,-0.360
3,5:03,3,8,OAK 27,17,10,Derek Carr pass incomplete deep left intended for Clive Walford,-0.360,-1.570
3,4:54,4,8,OAK 27,17,10,"Marquette King punts 60 yards, returned by Marc Mariani for 10 yards (tackle by Cory James)",-1.570,-0.480
3,4:42,1,10,TEN 23,17,10,Marcus Mariota pass incomplete deep right intended for Andre Johnson,0.480,-0.070
3,4:36,2,10,TEN 23,17,10,DeMarco Murray right end for 5 yards (tackle by Dan Williams),-0.070,-0.100
3,3:57,3,5,TEN 28,17,10,Marcus Mariota pass incomplete deep right intended for Tajae Sharpe,-0.100,-1.500
3,3:49,4,5,TEN 28,17,10,"Brett Kern punts 62 yards, out of bounds",-1.500,0.380
3,3:39,1,10,OAK 10,17,10,Derek Carr pass complete short right to Clive Walford for 21 yards (tackle by Da'Norris Searcy),-0.380,1.000
3,2:58,1,10,OAK 31,17,10,DeAndre Washington right guard for 1 yard (tackle by Da'Norris Searcy and Avery Williamson),1.000,0.600
3,2:18,2,9,OAK 32,17,10,Derek Carr pass incomplete deep right intended for Seth Roberts (defended by Brice McCain),0.600,-0.100
3,2:13,3,9,OAK 32,17,10,Derek Carr sacked by Brian Orakpo for -4 yards,-0.100,-1.500
3,1:33,4,13,OAK 28,17,10,"Marquette King punts 72 yards, touchback. Penalty on Phillip Supernaw: Offensive Holding, 10 yards",-1.500,0.380
3,1:25,1,10,TEN 10,17,10,Derrick Henry left end for 13 yards (tackle by Karl Joseph),-0.380,0.480
3,0:53,1,10,TEN 23,17,10,DeMarco Murray right guard for 4 yards (tackle by Bruce Irvin),0.480,0.470
3,0:13,2,6,TEN 27,17,10,"Marcus Mariota sacked by Malcolm Smith for -7 yards. Penalty on Malcolm Smith: Defensive Offside, 5 yards (no play)",0.470,1.150
Quarter,Time,Down,ToGo,Location,OAK,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,TEN 32,17,10,DeMarco Murray right tackle for 6 yards (tackle by Karl Joseph and Malcolm Smith),1.150,1.470
4,14:20,1,10,TEN 38,17,10,Marcus Mariota pass incomplete short middle intended for Rishard Matthews is intercepted by Sean Smith at OAK-48,1.470,-2.130
4,14:12,1,10,OAK 48,17,10,Derek Carr pass complete short right to Michael Crabtree for 13 yards (tackle by Perrish Cox),2.130,2.980
4,13:39,1,10,TEN 39,17,10,Derek Carr pass incomplete deep middle intended for Amari Cooper,2.980,2.440
4,13:31,2,10,TEN 39,17,10,Derek Carr pass incomplete short left intended for Michael Crabtree is intercepted by Avery Williamson at TEN-26,2.440,-0.670
4,13:23,1,10,TEN 26,17,10,DeMarco Murray left tackle for 6 yards (tackle by Karl Joseph),0.670,0.940
4,12:42,2,4,TEN 32,17,10,DeMarco Murray right tackle for 7 yards (tackle by Karl Joseph),0.940,1.530
4,11:58,1,10,TEN 39,17,10,"DeMarco Murray left guard for 5 yards (tackle by Dan Williams and Malcolm Smith). Penalty on Khalil Mack: Defensive Offside, 5 yards (no play)",1.530,2.260
4,11:30,1,5,TEN 44,17,10,"Derrick Henry for 15 yards (tackle by Karl Joseph). Penalty on Quinton Spain: Offensive Holding, 10 yards (no play)",2.260,1.200
4,11:05,1,15,TEN 34,17,10,Marcus Mariota pass complete short left to Harry Douglas for -5 yards (tackle by D.J. Hayden),1.200,-0.360
4,10:20,2,20,TEN 29,17,10,Marcus Mariota pass incomplete short left intended for Jace Amaro,-0.360,-1.020
4,10:17,3,20,TEN 29,17,10,Marcus Mariota pass incomplete short right intended for Andre Johnson (defended by David Amerson),-1.020,-1.440
4,10:13,4,20,TEN 29,17,10,"Brett Kern punts 56 yards, returned by Jalen Richard for 12 yards (tackle by Antonio Andrews)",-1.440,-0.740
4,10:01,1,10,OAK 27,17,10,DeAndre Washington left guard for 1 yard (tackle by Jason McCourty),0.740,0.330
4,9:20,2,9,OAK 28,17,10,"Derek Carr pass incomplete short right intended for Amari Cooper. Penalty on Vadal Alexander: Illegal Formation, 5 yards (no play)",0.330,-0.340
4,9:15,2,14,OAK 23,17,10,Derek Carr pass complete short right to Michael Crabtree for 31 yards (tackle by Da'Norris Searcy),-0.340,2.520
4,8:28,1,10,TEN 46,17,10,Johnny Holton left end for 2 yards (tackle by Sean Spence and Perrish Cox),2.520,2.250
4,8:13,2,8,TEN 44,17,10,Jalen Richard middle for 3 yards (tackle by Perrish Cox and DaQuan Jones),2.250,1.950
4,7:34,3,5,TEN 41,17,10,Derek Carr pass incomplete short middle intended for Amari Cooper,1.950,0.530
4,7:28,4,5,TEN 41,17,10,"Marquette King punts 33 yards, out of bounds",0.530,0.380
4,7:20,1,10,TEN 8,17,10,DeMarco Murray left guard for 9 yards (tackle by Reggie Nelson and Karl Joseph),-0.380,0.050
4,6:44,2,1,TEN 17,17,10,DeMarco Murray left guard for 9 yards (tackle by Sean Smith and Karl Joseph),0.050,0.670
4,6:02,1,10,TEN 26,17,10,Marcus Mariota sacked by Denico Autry for -2 yards,0.670,-0.140
4,5:18,2,12,TEN 24,17,10,Derrick Henry middle for 7 yards (tackle by Reggie Nelson),-0.140,0.100
4,4:37,3,5,TEN 31,17,10,Marcus Mariota pass incomplete short middle intended for Rishard Matthews (defended by Reggie Nelson),0.100,-1.310
4,4:32,4,5,TEN 31,17,10,"Brett Kern punts 57 yards, returned by Jalen Richard for 14 yards (tackle by Nate Palmer)",-1.310,-0.670
4,4:18,1,10,OAK 26,17,10,Jalen Richard left end for 8 yards (tackle by Rashad Johnson),0.670,1.210
4,4:12,2,2,OAK 34,17,10,Jalen Richard left guard for 3 yards (tackle by Daimion Stafford),1.210,1.400
4,3:27,1,10,OAK 37,17,10,Derek Carr pass incomplete deep right intended for Amari Cooper,1.400,0.860
4,3:21,2,10,OAK 37,17,10,Jalen Richard left tackle for 1 yard (tackle by Rashad Johnson),0.860,0.860
4,3:12,2,10,OAK 37,17,10,Timeout #1 by Tennessee Titans,0.860,0.300
4,3:12,3,9,OAK 38,17,10,Derek Carr pass complete short right to Michael Crabtree for 11 yards,0.300,2.190
4,3:07,1,10,OAK 49,17,10,Latavius Murray middle for 3 yards (tackle by Daimion Stafford and Al Woods),2.190,2.050
4,2:21,2,7,TEN 48,17,10,Latavius Murray left guard for 2 yards (tackle by Kevin Byard),2.050,2.050
4,2:16,2,7,TEN 48,17,10,Timeout #2 by Tennessee Titans,2.050,1.620
4,2:16,3,5,TEN 46,17,10,Latavius Murray middle for 3 yards (tackle by Brian Orakpo),1.620,0.400
4,2:00,4,2,TEN 43,17,10,"Marquette King punts 43 yards, touchback",0.400,-0.280
4,1:51,1,10,TEN 20,17,10,Marcus Mariota pass complete short right to Rishard Matthews for 10 yards (tackle by David Amerson),0.280,0.940
4,1:29,1,10,TEN 30,17,10,Marcus Mariota pass complete deep middle to Harry Douglas for 25 yards (tackle by Malcolm Smith),0.940,2.590
4,1:08,1,10,OAK 45,17,10,Marcus Mariota pass complete deep left to Tajae Sharpe for 23 yards (tackle by Karl Joseph),2.590,4.110
4,1:02,1,10,OAK 22,17,10,"Marcus Mariota pass complete deep left to Tajae Sharpe for 19 yards (tackle by Sean Smith). Penalty on Taylor Lewan: Unnecessary Roughness, 15 yards",4.110,4.370
4,0:50,1,10,OAK 18,17,10,Marcus Mariota pass incomplete short left intended for Harry Douglas,4.370,3.800
4,0:47,2,10,OAK 18,17,10,Marcus Mariota pass complete short right to DeMarco Murray for 5 yards (tackle by Cory James),3.800,3.820
4,0:27,3,5,OAK 13,17,10,"Marcus Mariota pass complete short right to Andre Johnson for 13 yards. Penalty on Andre Johnson: Offensive Pass Interference, 10 yards (no play)",3.820,2.480
4,0:22,3,15,OAK 23,17,10,Marcus Mariota pass complete short middle to DeMarco Murray for 11 yards (tackle by Cory James),2.480,2.480
4,0:16,3,15,OAK 23,17,10,Timeout #3 by Tennessee Titans,2.480,2.710
4,0:16,4,4,OAK 12,17,10,Marcus Mariota pass incomplete short left intended for Harry Douglas,2.710,0.320
4,0:12,1,10,OAK 13,17,10,Derek Carr kneels for -1 yards,-0.320,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
