Quarter,Time,Down,ToGo,Location,LAR,SEA,Detail,EPB,EPA
2,2:13,3,10,SEA 48,6,6,Baker Mayfield pass complete short right to Tyler Higbee for 17 yards (tackle by Teez Tabor and Coby Bryant),1.160,3.510
2,2:00,1,10,SEA 31,6,6,Brandon Powell left guard for 15 yards (tackle by Quandre Diggs),3.510,4.510
2,1:24,1,10,SEA 16,6,6,Cam Akers right guard for 5 yards (tackle by Tanner Muse and Quinton Jefferson),4.510,4.760
2,0:45,2,5,SEA 11,12,6,"Tutu Atwell left end for 11 yards, touchdown",4.760,7.000
2,0:39,,,SEA 15,13,6,Matt Gay kicks extra point good,0.000,0.000
2,0:39,,,LAR 35,13,6,"Matt Gay kicks off 54 yards, returned by Godwin Igwebuike for 29 yards (tackle by Keir Thomas)",0.000,1.600
2,0:33,1,10,SEA 40,13,6,Geno Smith sacked by Michael Hoecht for -5 yards,1.600,0.380
2,0:26,,,,,,Timeout #3 by Seattle Seahawks,,
2,0:26,2,15,SEA 35,13,6,Geno Smith pass incomplete deep right intended for Tyler Lockett (defended by Taylor Rapp),0.380,-0.300
2,0:20,3,15,SEA 35,13,6,Geno Smith pass complete short left to D.K. Metcalf for 11 yards (tackle by Troy Hill),-0.300,-0.320
2,0:16,4,4,SEA 46,13,6,Michael Dickson punts 28 yards out of bounds,-0.320,-0.670
2,0:10,1,10,LAR 26,13,6,Baker Mayfield kneels for -1 yards,0.670,-0.010
Quarter,Time,Down,ToGo,Location,LAR,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,13,6,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,LAR 25,13,6,Cam Akers right tackle for 5 yards (tackle by Michael Jackson),0.610,0.740
3,14:21,2,5,LAR 30,13,6,Cam Akers right tackle for 4 yards (tackle by Poona Ford),0.740,0.560
3,13:41,3,1,LAR 34,13,6,Cam Akers left guard for no gain (tackle by Bruce Irvin and Coby Bryant),0.560,-1.110
3,12:58,4,1,LAR 34,13,6,Cam Akers right tackle for 4 yards (tackle by Tanner Muse and Poona Ford),-1.110,1.470
3,12:21,1,10,LAR 38,13,6,Baker Mayfield pass incomplete deep left intended for Van Jefferson (defended by Tariq Woolen),1.470,0.920
3,12:14,2,10,LAR 38,13,6,Baker Mayfield pass incomplete short left intended for Tyler Higbee,0.920,0.230
3,12:10,3,10,LAR 38,13,6,Baker Mayfield sacked by Darrell Taylor for -4 yards,0.230,-1.110
3,11:37,4,14,LAR 34,13,6,"Riley Dixon punts 58 yards, returned by DeeJay Dallas for 4 yards (tackle by Robert Rochell)",-1.110,0.350
3,11:31,1,10,SEA 12,13,6,Kenneth Walker left guard for -1 yards (tackle by Bobby Wagner),-0.350,-0.850
3,11:05,2,11,SEA 11,13,6,Geno Smith pass complete short middle to Colby Parkinson for 15 yards (tackle by Jalen Ramsey),-0.850,0.670
3,10:41,1,10,SEA 26,13,6,Geno Smith pass complete deep middle to D.K. Metcalf for 23 yards (tackle by Taylor Rapp),0.670,2.190
3,9:57,1,10,SEA 49,13,6,Kenneth Walker left guard for 15 yards (tackle by Quentin Lake),2.190,3.180
3,9:16,1,10,LAR 36,13,12,"Geno Smith pass complete deep middle to Tyler Lockett for 36 yards, touchdown",3.180,7.000
3,9:09,,,LAR 15,13,13,Jason Myers kicks extra point good,0.000,0.000
3,9:09,,,SEA 35,13,13,"Jason Myers kicks off 63 yards, returned by Brandon Powell for 17 yards (tackle by Jon Rhattigan)",0.000,0.150
3,9:04,1,10,LAR 19,13,13,Baker Mayfield pass complete short right to Van Jefferson for 14 yards (tackle by Johnathan Abram),0.150,1.140
3,8:24,1,10,LAR 33,13,13,Baker Mayfield scrambles left end for 10 yards (tackle by Cody Barton),1.140,1.800
3,7:44,1,10,LAR 43,13,13,Cam Akers left tackle for 8 yards (tackle by Cody Barton and Johnathan Abram),1.800,2.330
3,7:04,2,2,SEA 49,13,13,Baker Mayfield pass complete short middle to Tyler Higbee for 4 yards (tackle by Shelby Harris and Poona Ford),2.330,2.590
3,6:18,1,10,SEA 45,13,13,Baker Mayfield pass complete short left to Tutu Atwell for 21 yards (tackle by Quandre Diggs),2.590,3.970
3,5:42,1,10,SEA 24,13,13,Cam Akers right tackle for 4 yards (tackle by Michael Jackson and Alexander Johnson),3.970,3.970
3,5:05,2,6,SEA 20,13,13,Baker Mayfield right end for 1 yard (tackle by Boye Mafe),3.970,3.410
3,4:25,3,5,SEA 19,13,13,Baker Mayfield pass incomplete short right,3.410,2.240
3,4:17,4,5,SEA 19,16,13,Matt Gay 38 yard field goal good,2.240,3.000
3,4:13,,,LAR 35,16,13,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
3,4:13,1,10,SEA 25,16,13,Kenneth Walker right guard for 3 yards (tackle by Cobie Durant),0.610,0.470
3,3:51,2,7,SEA 28,16,13,Geno Smith pass complete short middle to Dareke Young for 12 yards (tackle by Marquise Copeland),0.470,1.600
3,3:12,1,10,SEA 40,16,13,Kenneth Walker left tackle for 3 yards (tackle by Keir Thomas and Marquise Copeland),1.600,1.460
3,2:35,2,7,SEA 43,16,13,Geno Smith pass deep left intended for D.K. Metcalf is intercepted by Jalen Ramsey at LA-41 and returned for no gain (tackle by D.K. Metcalf),1.460,-1.660
3,2:25,1,10,LAR 41,16,13,Cam Akers left end for 5 yards (tackle by Cody Barton and Uchenna Nwosu),1.660,1.800
3,1:43,2,5,LAR 46,16,13,Cam Akers right tackle for 10 yards (tackle by Cody Barton),1.800,2.650
3,1:02,1,10,SEA 44,16,13,Baker Mayfield sacked by and Bruce Irvin for -7 yards and Uchenna Nwosu for -7 yards,2.650,1.170
3,0:17,2,17,LAR 49,16,13,Cam Akers right guard for 5 yards (tackle by Uchenna Nwosu),1.170,1.160
Quarter,Time,Down,ToGo,Location,LAR,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,12,SEA 46,16,13,Baker Mayfield pass complete short right to Brandon Powell for 2 yards (tackle by Quandre Diggs and Coby Bryant),1.160,0.330
4,14:22,4,10,SEA 44,16,13,Riley Dixon punts 27 yards downed by Quentin Lake,0.330,0.060
4,14:14,1,10,SEA 17,16,13,Kenneth Walker left guard for 6 yards (tackle by Leonard Floyd),-0.060,0.350
4,13:37,2,4,SEA 23,16,13,Kenneth Walker left tackle for no gain (tackle by Bobby Wagner),0.350,-0.490
4,12:55,3,4,SEA 23,16,13,Geno Smith pass complete short left to DeeJay Dallas for -3 yards (tackle by Taylor Rapp),-0.490,-2.030
4,12:11,4,7,SEA 20,16,13,"Michael Dickson punts 54 yards, returned by Brandon Powell for 9 yards (tackle by Godwin Igwebuike)",-2.030,-1.270
4,11:58,1,10,LAR 35,16,13,Cam Akers right guard for 3 yards (tackle by Alexander Johnson and Boye Mafe),1.270,1.130
4,11:20,2,7,LAR 38,16,13,Baker Mayfield pass incomplete short right,1.130,0.430
4,11:15,3,7,LAR 38,16,13,Baker Mayfield pass complete short left to Van Jefferson for 12 yards (tackle by Tariq Woolen),0.430,2.260
4,10:35,1,10,LAR 50,16,13,Cam Akers left end for -5 yards (tackle by Uchenna Nwosu),2.260,1.040
4,9:53,2,15,LAR 45,16,13,Baker Mayfield pass incomplete short middle intended for Van Jefferson (defended by Michael Jackson),1.040,0.370
4,9:48,3,15,LAR 45,16,13,Baker Mayfield pass incomplete deep right intended for Tutu Atwell,0.370,-0.390
4,9:42,4,15,LAR 45,16,13,"Riley Dixon punts 41 yards, fair catch by Tyler Lockett at SEA-14",-0.390,0.280
4,9:35,1,10,SEA 14,16,13,Geno Smith pass complete short middle to Noah Fant for 7 yards (tackle by Quentin Lake),-0.280,0.280
4,8:58,2,3,SEA 21,16,13,Geno Smith pass incomplete deep left intended for Tyler Lockett,0.280,-0.560
4,8:51,3,3,SEA 21,16,13,Geno Smith pass incomplete short right intended for Tyler Lockett (defended by Jalen Ramsey),-0.560,-1.960
4,8:47,4,3,SEA 21,16,13,"Michael Dickson punts downed by Dareke Young. Penalty on Jonah Williams: Running Into the Kicker, 5 yards (accepted) (no play)",-1.960,0.670
4,8:38,1,10,SEA 26,16,13,Geno Smith sacked by Quentin Lake for -1 yards,0.670,-0.010
4,7:57,,,,,,Timeout #1 by Seattle Seahawks,,
4,7:57,2,11,SEA 25,16,13,Geno Smith pass complete deep right to Colby Parkinson for 32 yards (tackle by Taylor Rapp),-0.010,2.720
4,7:22,1,10,LAR 43,16,13,Geno Smith pass complete short left to Dareke Young for 12 yards (tackle by Jalen Ramsey),2.720,3.510
4,6:41,1,10,LAR 31,16,13,Geno Smith pass complete short left to D.K. Metcalf for 6 yards (tackle by Jalen Ramsey),3.510,3.780
4,6:02,2,4,LAR 25,16,13,Nick Bellore right guard for 3 yards (tackle by Michael Hoecht),3.780,3.470
4,5:18,3,1,LAR 22,16,13,Kenneth Walker right end for no gain (tackle by Troy Hill and Marquise Copeland),3.470,2.140
4,4:32,,,,,,Timeout #2 by Seattle Seahawks,,
4,4:32,4,1,LAR 22,16,13,Kenneth Walker left end for 9 yards (tackle by Troy Hill),2.140,4.710
4,3:48,1,10,LAR 13,16,13,Geno Smith scrambles right end for 9 yards (tackle by Quentin Lake),4.710,5.730
4,3:18,2,1,LAR 4,16,13,Kenneth Walker right guard for 2 yards (tackle by Quentin Lake and Marquise Copeland),5.730,6.740
4,2:37,1,2,LAR 2,16,13,Kenneth Walker right guard for 1 yard (tackle by Earnest Brown),6.740,5.910
4,2:31,,,,,,Timeout #1 by Los Angeles Rams,,
4,2:31,2,1,LAR 1,16,13,Kenneth Walker left end for no gain (tackle by Jalen Ramsey),5.910,5.170
4,2:27,,,,,,Timeout #3 by Seattle Seahawks,,
4,2:27,3,1,LAR 1,16,13,Kenneth Walker right guard for -3 yards (tackle by Taylor Rapp),5.170,3.030
4,2:23,,,,,,Timeout #2 by Los Angeles Rams,,
4,2:23,4,4,LAR 4,16,16,Jason Myers 22 yard field goal good,3.030,3.000
4,2:19,,,SEA 35,16,16,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
4,2:19,1,10,LAR 25,16,16,Cam Akers right guard for 2 yards (tackle by Uchenna Nwosu and Michael Jackson),0.610,0.330
4,2:00,2,8,LAR 27,16,16,Baker Mayfield pass incomplete short middle intended for Van Jefferson,0.330,-0.360
4,1:57,3,8,LAR 27,16,16,Baker Mayfield pass complete short right to Tutu Atwell for 6 yards (tackle by Michael Jackson),-0.360,-1.180
4,1:07,4,2,LAR 33,16,16,"Riley Dixon punts 67 yards, touchback.",-1.180,-0.280
4,0:56,1,10,SEA 20,16,16,Geno Smith pass complete short middle to Cade Johnson for 10 yards (tackle by Cobie Durant and Quentin Lake),0.280,0.940
4,0:40,1,10,SEA 30,16,16,"Geno Smith scrambles up the middle for 25 yards (tackle by Jalen Ramsey). Penalty on Jalen Ramsey: Unnecessary Roughness / Defense, 15 yards (accepted)",0.940,3.580
4,0:32,1,10,LAR 30,16,16,Kenneth Walker right guard for 2 yards (tackle by Leonard Floyd and Michael Hoecht),3.580,3.300
4,0:04,2,8,LAR 28,16,16,Geno Smith spiked the ball,3.300,2.610
4,0:03,,,,,,Timeout #3 by Los Angeles Rams,,
4,0:03,3,8,LAR 28,16,16,Jason Myers 46 yard field goal no good,2.610,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,LAR,SEA,Detail,EPB,EPA
,,,,,,,"Seahawks won the coin toss, Seahawks to receive the overtime kickoff.",,
OT,10:00,,,LAR 35,16,16,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
OT,10:00,1,10,SEA 25,16,16,Kenneth Walker left guard for 3 yards (tackle by Ernest Jones and Michael Hoecht),0.610,0.470
OT,9:34,2,7,SEA 28,16,16,Geno Smith pass incomplete short left intended for D.K. Metcalf,0.470,-0.230
OT,9:30,3,7,SEA 28,16,16,Geno Smith pass incomplete short right,-0.230,-1.500
OT,9:26,4,7,SEA 28,16,16,"Michael Dickson punts 52 yards, returned by Brandon Powell for 6 yards (tackle by Dareke Young)",-1.500,-0.670
OT,9:16,1,10,LAR 26,16,16,Baker Mayfield right end for -5 yards (tackle by Uchenna Nwosu and Shelby Harris),0.670,-0.550
OT,8:32,2,15,LAR 21,16,16,Baker Mayfield pass deep left intended for Van Jefferson is intercepted by Quandre Diggs at SEA-32 and returned for 4 yards,-0.550,-1.330
OT,8:24,,,,,,Timeout #1 by Seattle Seahawks,,
OT,8:24,1,10,SEA 36,16,16,Geno Smith pass incomplete short middle intended for D.K. Metcalf,1.330,0.790
OT,8:20,2,10,SEA 36,16,16,Geno Smith pass complete short middle to Tyler Lockett for 17 yards (tackle by Bobby Wagner),0.790,2.460
OT,7:52,1,10,LAR 47,16,16,Kenneth Walker right guard for 20 yards (tackle by Quentin Lake),2.460,3.780
OT,7:24,1,10,LAR 27,16,16,Kenneth Walker left guard for 2 yards (tackle by Bobby Wagner),3.780,3.500
OT,6:52,2,8,LAR 25,16,16,Kenneth Walker left guard for 8 yards (tackle by Troy Hill),3.500,4.440
OT,5:58,1,10,LAR 17,16,16,Kenneth Walker right guard for 1 yard (tackle by Michael Hoecht),4.440,4.000
OT,5:18,2,9,LAR 16,16,16,Kenneth Walker left end for 2 yards (tackle by Marquise Copeland),4.000,3.500
OT,4:38,,,,,,Timeout #1 by Los Angeles Rams,,
OT,4:38,3,7,LAR 14,16,19,Jason Myers 32 yard field goal good,3.500,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
