Quarter,Time,Down,ToGo,Location,MIA,NYG,Detail,EPB,EPA
2,0:19,2,4,MIA 10,14,3,Eli Manning pass complete short right to Ahmad Bradshaw for 3 yards (tackle by Tyrone Culver and Kevin Burnett),4.970,4.850
2,0:12,,,,14,3,Timeout #3 by New York Giants,0.000,4.850
2,0:12,3,1,MIA 7,14,9,"Eli Manning pass complete short left to Mario Manningham for 7 yards, touchdown",4.850,7.000
2,,,,MIA 2,14,10,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,NYG 35,14,10,"Lawrence Tynes kicks off 45 yards, returned by Lex Hilliard for 14 yards (tackle by Deon Grant)",0.000,1.200
2,0:02,1,10,MIA 34,14,10,Matt Moore kneels for -1 yards,1.200,0.520
Quarter,Time,Down,ToGo,Location,MIA,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,14,10,"Lawrence Tynes kicks off 68 yards, touchback",0.000,0.280
3,15:00,1,10,MIA 20,14,10,Matt Moore pass complete short left to Brandon Marshall for 12 yards (tackle by Corey Webster),0.280,1.070
3,14:29,1,10,MIA 32,14,10,Reggie Bush left tackle for 28 yards (tackle by Antrel Rolle),1.070,2.920
3,13:47,1,10,NYG 40,14,10,Reggie Bush left end for 13 yards (tackle by Corey Webster),2.920,3.780
3,13:14,1,10,NYG 27,14,10,Matt Moore pass complete short middle to Davone Bess for 5 yards (tackle by Jason Pierre-Paul),3.780,3.910
3,12:36,2,5,NYG 22,14,10,Matt Moore pass incomplete short left intended for Brian Hartline (defended by Justin Tryon),3.910,3.200
3,12:27,3,5,NYG 22,14,10,Matt Moore pass incomplete short middle intended for Brandon Marshall (defended by Corey Webster),3.200,2.040
3,12:22,4,5,NYG 22,17,10,Dan Carpenter 40 yard field goal good,2.040,3.000
3,,,,MIA 35,17,10,"Dan Carpenter kicks off 71 yards, touchback",0.000,0.280
3,12:17,1,10,NYG 20,17,10,Ahmad Bradshaw right end for 1 yard (tackle by Kendall Langford),0.280,-0.130
3,11:40,2,9,NYG 21,17,10,Ahmad Bradshaw left tackle for 6 yards (tackle by Will Allen and Yeremiah Bell),-0.130,-0.030
3,11:01,3,3,NYG 27,17,10,Eli Manning pass complete short middle to Mario Manningham for 10 yards (tackle by Will Allen),-0.030,1.400
3,10:27,1,10,NYG 37,17,10,Eli Manning pass incomplete deep middle intended for Jake Ballard,1.400,0.860
3,10:15,2,10,NYG 37,17,10,Eli Manning pass complete short right to Bear Pascoe for 22 yards (tackle by Yeremiah Bell),0.860,2.850
3,9:41,1,10,MIA 41,17,10,Ahmad Bradshaw right guard for -1 yards (tackle by Koa Misi),2.850,2.170
3,9:04,2,11,MIA 42,17,10,Eli Manning pass complete short right to Ahmad Bradshaw for 3 yards (tackle by Tony McDaniel and Karlos Dansby),2.170,1.880
3,8:23,3,8,MIA 39,17,10,Eli Manning pass incomplete short right intended for Hakeem Nicks,1.880,0.660
3,8:16,4,8,MIA 39,17,10,Steve Weatherford punts 34 yards,0.660,0.380
3,8:08,1,10,MIA 5,17,10,Reggie Bush right guard for 1 yard (tackle by Rocky Bernard and Jason Pierre-Paul),-0.380,-0.710
3,7:34,2,9,MIA 6,17,10,Reggie Bush left guard for 6 yards (tackle by Michael Boley),-0.710,-0.600
3,6:48,,,,17,10,Timeout #1 by Miami Dolphins,0.000,-0.600
3,6:48,3,3,MIA 12,17,10,Matt Moore pass incomplete deep right intended for Reggie Bush,-0.600,-2.490
3,6:43,4,3,MIA 12,17,10,"Brandon Fields punts 52 yards, returned by Aaron Ross for 9 yards (tackle by John Denney)",-2.490,-1.930
3,6:30,1,10,NYG 45,17,10,Eli Manning pass complete short right to Brandon Jacobs for no gain,1.930,1.380
3,6:01,2,10,NYG 45,17,10,Brandon Jacobs right tackle for 2 yards (tackle by Koa Misi),1.380,0.960
3,5:21,3,8,NYG 47,17,10,Eli Manning pass incomplete short right intended for DJ Ware,0.960,-0.260
3,5:09,4,8,NYG 47,17,10,"Steve Weatherford punts 43 yards, fair catch by Davone Bess",-0.260,0.380
3,5:00,1,10,MIA 10,17,10,Matt Moore pass complete deep middle to Brandon Marshall for 19 yards (tackle by Greg Jones),-0.380,0.870
3,4:28,1,10,MIA 29,17,10,Reggie Bush left tackle for 6 yards (tackle by Greg Jones),0.870,1.140
3,3:52,2,4,MIA 35,17,10,Reggie Bush left tackle for no gain (tackle by Greg Jones and Osi Umenyiora),1.140,0.430
3,3:03,,,,17,10,Timeout #2 by Miami Dolphins,0.000,0.430
3,3:03,3,4,MIA 35,17,10,Matt Moore pass incomplete short left intended for Davone Bess,0.430,-1.040
3,2:58,4,4,MIA 35,17,10,"Brandon Fields punts 59 yards, returned by Aaron Ross for 6 yards (tackle by Koa Misi)",-1.040,0.350
3,2:45,1,10,NYG 12,17,10,Brandon Jacobs up the middle for 1 yard (tackle by Igor Olshansky and Koa Misi),-0.350,-0.700
3,2:08,2,9,NYG 13,17,10,Eli Manning pass complete short right to Hakeem Nicks for 13 yards (tackle by Sean Smith),-0.700,0.670
3,1:34,1,10,NYG 26,17,10,"Eli Manning pass complete deep left to Jake Ballard for 19 yards (tackle by Karlos Dansby). Penalty on William Beatty: Offensive Holding, 10 yards (no play)",0.670,-0.300
3,1:12,1,20,NYG 16,17,10,DJ Ware right guard for 5 yards (tackle by Kevin Burnett and Igor Olshansky),-0.300,-0.550
3,0:36,2,15,NYG 21,17,10,Eli Manning pass complete short left to Mario Manningham for 6 yards (tackle by Jimmy Wilson),-0.550,-0.430
Quarter,Time,Down,ToGo,Location,MIA,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,9,NYG 27,17,10,Eli Manning pass complete deep middle to Victor Cruz for 26 yards (tackle by Yeremiah Bell),-0.430,2.460
4,14:26,1,10,MIA 47,17,10,Brandon Jacobs left tackle for 5 yards (tackle by Tony McDaniel and Jason Trusnik),2.460,2.590
4,13:51,2,5,MIA 42,17,10,Brandon Jacobs right guard for 2 yards (tackle by Paul Soliai),2.590,2.150
4,13:13,3,3,MIA 40,17,10,Eli Manning pass complete short right to Jake Ballard for 22 yards (tackle by Karlos Dansby),2.150,4.370
4,12:23,1,10,MIA 18,17,10,DJ Ware right guard for -4 yards (tackle by Kevin Burnett),4.370,3.290
4,11:48,2,14,MIA 22,17,10,Eli Manning pass complete short middle to Victor Cruz for 7 yards (tackle by Karlos Dansby and Kevin Burnett),3.290,3.460
4,11:03,3,7,MIA 15,17,10,Eli Manning pass complete short right to DJ Ware for 5 yards (tackle by Kevin Burnett and Tyrone Culver),3.460,2.890
4,10:43,4,2,MIA 10,17,13,Lawrence Tynes 29 yard field goal good,2.890,3.000
4,,,,NYG 35,17,13,"Lawrence Tynes kicks off 65 yards, returned by Steve Slaton for 25 yards (tackle by Derrick Martin)",0.000,0.610
4,10:30,1,10,MIA 25,17,13,Reggie Bush up the middle for 2 yards (tackle by Chris L. Canty),0.610,0.330
4,9:53,2,8,MIA 27,17,13,"Matt Moore pass complete deep right to Brandon Marshall for 26 yards (tackle by Kenny Phillips). Penalty on Brandon Marshall: Offensive Pass Interference, 10 yards (no play)",0.330,-1.150
4,9:27,2,18,MIA 17,17,13,Matt Moore pass incomplete short right intended for Anthony Fasano,-1.150,-1.930
4,9:17,3,18,MIA 17,17,13,Reggie Bush up the middle for 5 yards (tackle by Deon Grant),-1.930,-1.900
4,8:43,4,13,MIA 22,17,13,"Brandon Fields punts 46 yards, returned by Aaron Ross for 10 yards (tackle by Nolan Carroll). Penalty on Nolan Carroll: Player Out of Bounds on Punt, 5 yards",-1.900,-2.060
4,8:28,1,10,NYG 47,17,13,Ahmad Bradshaw right end for 2 yards (tackle by Cameron Wake and Jimmy Wilson),2.060,1.790
4,7:51,2,8,NYG 49,17,13,Ahmad Bradshaw right tackle for 11 yards (tackle by Yeremiah Bell),1.790,2.920
4,7:14,1,10,MIA 40,17,13,Eli Manning pass complete deep right to Hakeem Nicks for 17 yards (tackle by Sean Smith),2.920,4.040
4,6:47,1,10,MIA 23,17,13,Ahmad Bradshaw right guard for -2 yards (tackle by Randy Starks),4.040,3.230
4,6:16,2,12,MIA 25,17,13,Eli Manning pass incomplete deep right intended for Mario Manningham (defended by Jimmy Wilson),3.230,2.540
4,6:06,3,12,MIA 25,17,19,"Eli Manning pass complete short middle to Victor Cruz for 25 yards, touchdown",2.540,7.000
4,,,,MIA 2,17,20,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,NYG 35,17,20,"Lawrence Tynes kicks off 62 yards, returned by Steve Slaton for 42 yards (tackle by Michael Coe)",0.000,1.930
4,5:49,1,10,MIA 45,17,20,Matt Moore sacked by Jason Pierre-Paul for 0 yards,1.930,1.380
4,5:27,2,10,MIA 45,17,20,Reggie Bush left tackle for -4 yards (tackle by Jason Pierre-Paul),1.380,0.170
4,4:45,3,14,MIA 41,17,20,Matt Moore sacked by Justin Tuck and Mathias Kiwanuka for -10 yards,0.170,-1.310
4,4:22,4,24,MIA 31,17,20,"Brandon Fields punts 46 yards, fair catch by Aaron Ross",-1.310,-0.480
4,4:09,1,10,NYG 23,17,20,"Brandon Jacobs right guard for 2 yards (tackle by Randy Starks). Penalty on Michael Clayton: Illegal Formation, 5 yards (no play)",0.480,0.000
4,4:05,1,15,NYG 18,17,20,Eli Manning pass incomplete short left intended for Victor Cruz (defended by Kevin Burnett),0.000,-0.840
4,4:01,2,15,NYG 18,17,20,Eli Manning pass incomplete deep left intended for Victor Cruz,-0.840,-1.560
4,3:56,3,15,NYG 18,17,20,Eli Manning pass complete short right to Ahmad Bradshaw for 7 yards (tackle by Yeremiah Bell),-1.560,-1.700
4,3:47,,,,17,20,Timeout #3 by Miami Dolphins,0.000,-1.700
4,3:47,4,8,NYG 25,17,20,"Steve Weatherford punts 55 yards, returned by Reggie Bush for -4 yards (tackle by Justin Tryon)",-1.700,0.140
4,3:35,1,10,MIA 16,17,20,Matt Moore pass complete deep right to Davone Bess for 24 yards (tackle by Aaron Ross),-0.140,1.600
4,3:03,1,10,MIA 40,17,20,Matt Moore sacked by Osi Umenyiora for -10 yards,1.600,-0.300
4,2:35,2,20,MIA 30,17,20,Matt Moore sacked by Mathias Kiwanuka for -10 yards,-0.300,-2.280
4,2:03,3,30,MIA 20,17,20,Matt Moore pass complete short middle to Lex Hilliard for 7 yards (tackle by Mathias Kiwanuka),-2.280,-1.570
4,1:54,4,23,MIA 27,17,20,Matt Moore pass incomplete deep middle intended for Brandon Marshall is intercepted by Corey Webster at MIA-48 and returned for 24 yards (tackle by Anthony Fasano),-1.570,-3.970
4,1:44,1,10,MIA 24,17,20,Eli Manning kneels for -1 yards,3.970,3.300
4,1:10,2,11,MIA 25,17,20,Eli Manning kneels for -1 yards,3.300,2.480
4,0:30,3,12,MIA 26,17,20,Eli Manning kneels for -1 yards,2.480,1.670
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
