Quarter,Time,Down,ToGo,Location,MIN,GNB,Detail,EPB,EPA
3,15:00,1,10,GNB 20,3,17,DuJuan Harris right guard for 4 yards (tackle by Chad Greenway),0.280,0.270
3,14:34,2,6,GNB 24,3,17,DuJuan Harris left tackle for 4 yards (tackle by Jasper Brinkley and Kevin Williams),0.270,0.100
3,13:58,3,2,GNB 28,3,17,Aaron Rodgers pass complete short middle to James Jones for 9 yards (tackle by A.J. Jefferson),0.100,1.400
3,13:28,1,10,GNB 37,3,17,Aaron Rodgers sacked by Everson Griffen for -4 yards,1.400,0.320
3,12:53,2,14,GNB 33,3,17,Aaron Rodgers left end for 10 yards (tackle by Chad Greenway),0.320,0.960
3,12:12,3,4,GNB 43,3,17,Aaron Rodgers pass complete short middle to James Jones for 19 yards (tackle by Harrison Smith and Erin Henderson),0.960,3.050
3,11:36,1,10,MIN 38,3,17,Aaron Rodgers pass complete short middle to DuJuan Harris for 4 yards (tackle by Erin Henderson),3.050,3.050
3,11:01,2,6,MIN 34,3,17,Aaron Rodgers pass complete short middle to DuJuan Harris for 14 yards (tackle by Harrison Smith),3.050,4.240
3,10:30,1,10,MIN 20,3,17,DuJuan Harris right end for 6 yards (tackle by Letroy Guion),4.240,0.000
3,9:45,,,,3,17,Timeout #1 by Green Bay Packers,0.000,4.640
3,9:45,2,4,MIN 14,3,17,Aaron Rodgers pass incomplete short right intended for John Kuhn,4.640,3.890
3,9:35,3,4,MIN 14,3,17,Aaron Rodgers pass incomplete short middle intended for Jermichael Finley (defended by Harrison Smith),3.890,2.580
3,9:35,4,4,MIN 14,3,17,"Penalty on Jasper Brinkley: Defensive 12 On-field, 5 yards (no play)",2.580,5.140
3,9:32,1,9,MIN 9,3,23,"Aaron Rodgers pass complete short middle to John Kuhn for 9 yards, touchdown",5.140,7.000
3,9:32,,,MIN 2,3,24,Mason Crosby kicks extra point good,0.000,0.000
3,9:25,,,GNB 35,3,24,"Mason Crosby kicks off 72 yards, touchback",0.000,0.280
3,9:25,1,10,MIN 20,3,24,Adrian Peterson right end for -4 yards (tackle by Erik Walden),0.280,-0.940
3,8:47,2,14,MIN 16,3,24,Joe Webb pass complete short middle to Jerome Simpson for 13 yards (tackle by Morgan Burnett),-0.940,0.230
3,8:05,3,1,MIN 29,3,24,Adrian Peterson left guard for 3 yards (tackle by C.J. Wilson),0.230,1.070
3,7:32,1,10,MIN 32,3,24,Joe Webb pass complete short left to Kyle Rudolph for 13 yards (tackle by Morgan Burnett),1.070,1.930
3,6:56,1,10,MIN 45,3,24,Joe Webb pass incomplete deep left intended for John Carlson,1.930,1.380
3,6:50,2,10,MIN 45,3,24,Adrian Peterson left end for 2 yards (tackle by Sam Shields),1.380,0.960
3,6:07,3,8,MIN 47,3,24,Joe Webb pass complete short right to Jarius Wright for 8 yards (tackle by M.D. Jennings),0.960,2.590
3,5:20,1,10,GNB 45,3,24,Joe Webb pass incomplete short middle intended for Adrian Peterson,2.590,2.040
3,5:13,2,10,GNB 45,3,24,Adrian Peterson left end for 2 yards (tackle by Mike Daniels and Clay Matthews),2.040,1.620
3,4:36,3,8,GNB 43,3,24,Joe Webb pass complete short left to Jarius Wright for 5 yards (tackle by Sam Shields),1.620,0.720
3,4:06,4,3,GNB 38,3,24,"Joe Webb sacked by Clay Matthews for -9 yards. Joe Webb fumbles (forced by Clay Matthews), recovered by Clay Matthews at GNB-45 (tackle by Joe Webb)",0.720,-1.930
3,3:59,1,10,GNB 45,3,24,DuJuan Harris left end for 3 yards (tackle by Fred Evans and Jasper Brinkley),1.930,1.790
3,3:18,2,7,GNB 48,3,24,DuJuan Harris left end for -8 yards (tackle by Harrison Smith),1.790,0.040
3,2:38,3,15,GNB 40,3,24,Aaron Rodgers pass incomplete short left intended for Randall Cobb,0.040,-0.720
3,2:32,4,15,GNB 40,3,24,"Tim Masthay punts 41 yards, fair catch by Marcus Sherels",-0.720,-0.150
3,2:24,1,10,MIN 19,3,24,Adrian Peterson left tackle for 6 yards (tackle by A.J. Hawk and Sam Shields),0.150,0.480
3,1:52,2,4,MIN 25,3,24,Adrian Peterson left end for 8 yards (tackle by Sam Shields),0.480,1.140
3,1:28,1,10,MIN 33,3,24,Adrian Peterson right end for 4 yards (tackle by C.J. Wilson),1.140,1.130
3,0:52,2,6,MIN 37,3,24,Joe Webb pass incomplete short left intended for John Carlson,1.130,0.430
3,0:46,3,6,MIN 37,3,24,Joe Webb for 17 yards (tackle by Casey Hayward),0.430,2.520
3,0:15,1,10,GNB 46,3,24,Joe Webb pass incomplete deep left intended for Devin Aromashodu is intercepted by Sam Shields at GNB-8,2.520,0.380
3,0:06,1,10,GNB 8,3,24,DuJuan Harris left end for 2 yards (tackle by Jamarca Sanford and Jasper Brinkley),-0.380,-0.630
Quarter,Time,Down,ToGo,Location,MIN,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,GNB 10,3,24,DuJuan Harris right end for 4 yards (tackle by Chad Greenway and Jasper Brinkley),-0.630,-0.720
4,14:18,3,4,GNB 14,3,24,Aaron Rodgers pass incomplete deep left intended for Greg Jennings,-0.720,-2.470
4,14:12,4,4,GNB 14,3,24,"Tim Masthay punts 39 yards, muffed catch by Marcus Sherels, recovered by Dezman Moses and returned for no gain",-2.470,2.980
4,13:59,1,10,MIN 39,3,24,DuJuan Harris left guard for no gain (tackle by Jared Allen),2.980,2.440
4,13:21,2,10,MIN 39,3,24,DuJuan Harris left end for 1 yard (tackle by Fred Evans and Antoine Winfield),2.440,1.880
4,12:39,3,9,MIN 38,3,24,Aaron Rodgers pass incomplete deep right intended for Jordy Nelson,1.880,0.720
4,12:33,4,9,MIN 38,3,24,"Tim Masthay punts 29 yards, fair catch by Marcus Sherels",0.720,0.380
4,12:25,1,10,MIN 9,3,24,Joe Webb pass incomplete deep left intended for Jerome Simpson,-0.380,-0.780
4,12:18,2,10,MIN 9,3,24,Adrian Peterson left guard for 1 yard (tackle by C.J. Wilson),-0.780,-1.300
4,11:40,3,9,MIN 10,3,24,Joe Webb left tackle for 7 yards (tackle by Brad Jones and Mike Neal),-1.300,0.000
4,10:53,,,,3,24,Timeout #1 by Minnesota Vikings,0.000,-2.320
4,10:53,4,2,MIN 17,3,24,"Chris Kluwe punts 56 yards, returned by Randall Cobb for 4 yards (tackle by Josh Robinson)",-2.320,-1.000
4,10:40,1,10,GNB 31,3,24,Aaron Rodgers pass complete short left to Greg Jennings for 2 yards (tackle by Chris Cook),1.000,0.730
4,10:02,2,8,GNB 33,3,24,Aaron Rodgers pass incomplete deep middle intended for Greg Jennings (defended by Letroy Guion),0.730,0.040
4,9:57,3,8,GNB 33,3,24,Aaron Rodgers pass complete short left to John Kuhn for 6 yards (tackle by Chad Greenway),0.040,-0.780
4,9:13,4,2,GNB 39,3,24,"Tim Masthay punts 39 yards, fair catch by Marcus Sherels",-0.780,-0.410
4,9:05,1,10,MIN 22,3,24,Adrian Peterson right end for 18 yards (tackle by Brad Jones and Charles Woodson),0.410,1.600
4,8:29,1,10,MIN 40,3,24,Adrian Peterson right end for 11 yards (tackle by Charles Woodson),1.600,2.320
4,7:56,1,10,GNB 49,3,24,Joe Webb pass incomplete,2.320,1.780
4,7:47,2,10,GNB 49,3,24,Joe Webb pass incomplete deep right intended for Jerome Simpson (defended by Tramon Williams),1.780,1.090
4,7:41,3,10,GNB 49,3,24,Joe Webb right end for 1 yard (tackle by Brad Jones),1.090,0.070
4,7:41,4,9,GNB 48,3,24,"Penalty on Mike Neal: Encroachment, 5 yards (no play)",0.070,0.400
4,6:29,4,4,GNB 43,3,24,Joe Webb pass incomplete short right intended for Jerome Simpson (defended by Tramon Williams),0.400,-1.800
4,6:24,1,10,GNB 43,3,24,Ryan Grant up the middle for 7 yards (tackle by Jasper Brinkley),1.800,2.200
4,5:47,2,3,,3,24,Ryan Grant up the middle for -5 yards (tackle by Erin Henderson and Fred Evans),2.200,0.830
4,5:03,3,8,GNB 45,3,24,Aaron Rodgers sacked by Christian Ballard for -12 yards,0.830,-1.180
4,4:26,4,20,GNB 33,3,24,Tim Masthay punts 41 yards (tackle by Jarrett Bush),-1.180,-1.200
4,4:15,1,10,MIN 34,3,24,Joe Webb pass incomplete short left intended for Adrian Peterson,1.200,0.660
4,4:10,2,10,MIN 34,3,24,Joe Webb pass complete short middle to Michael Jenkins for 16 yards (tackle by Tramon Williams),0.660,2.260
4,3:49,1,10,,9,24,"Joe Webb pass complete deep right to Michael Jenkins for 50 yards, touchdown",2.260,7.000
4,3:49,,,GNB 2,10,24,Blair Walsh kicks extra point good,0.000,0.000
4,,,,MIN 35,,,"Blair Walsh kicks off 45 yards, returned by Jeremy Ross for no gain",,
4,3:38,1,10,GNB 20,10,24,Ryan Grant up the middle for 2 yards (tackle by Erin Henderson and Kevin Williams),0.280,0.000
4,3:30,,,,10,24,Timeout #2 by Minnesota Vikings,0.000,0.000
4,3:30,2,8,GNB 22,10,24,Ryan Grant right tackle for 3 yards (tackle by Jamarca Sanford and Jared Allen),0.000,0.000
4,3:25,,,,10,24,Timeout #3 by Minnesota Vikings,0.000,-0.300
4,3:25,3,5,GNB 25,10,24,Aaron Rodgers pass complete short left to Jordy Nelson for 6 yards (tackle by A.J. Jefferson),-0.300,1.000
4,2:40,1,10,GNB 31,10,24,Ryan Grant up the middle for -2 yards (tackle by Erin Henderson),1.000,0.190
4,2:00,2,12,GNB 29,10,24,Aaron Rodgers pass complete short right to Ryan Taylor for no gain,0.190,-0.490
4,1:16,3,12,GNB 29,10,24,Ryan Grant left end for 3 yards (tackle by Jared Allen),-0.490,0.000
4,0:28,,,,10,24,Timeout #2 by Green Bay Packers,0.000,-1.240
4,0:28,4,9,GNB 32,10,24,"Tim Masthay punts 36 yards, fair catch by Marcus Sherels",-1.240,-1.070
4,0:19,1,10,MIN 32,10,24,Joe Webb pass complete deep middle to Michael Jenkins for 30 yards (tackle by Tramon Williams),1.070,3.050
4,0:03,1,10,GNB 38,10,24,Joe Webb spiked the ball,3.050,2.510
4,0:01,2,10,GNB 38,10,24,Joe Webb pass complete deep right to Kyle Rudolph for 23 yards (tackle by Jerron McMillian and M.D. Jennings),2.510,1.530
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
