Quarter,Time,Down,ToGo,Location,SEA,MIN,Detail,EPB,EPA
2,14:33,2,3,SEA 46,7,0,Russell Wilson left end for -6 yards (tackle by Danielle Hunter),1.930,0.430
2,13:48,3,9,SEA 40,7,0,Russell Wilson pass complete short right to Tyler Lockett for 6 yards (tackle by Terence Newman),0.430,-0.320
2,13:16,4,3,SEA 46,7,0,"Jon Ryan punts 38 yards, returned by Marcus Sherels for 9 yards (tackle by Cassius Marsh)",-0.320,-0.610
2,13:07,1,10,MIN 25,7,0,Adrian Peterson right guard for 5 yards (tackle by Earl Thomas),0.610,0.740
2,12:23,2,5,MIN 30,7,0,Teddy Bridgewater pass complete short right to Adrian Peterson for 2 yards (tackle by K.J. Wright),0.740,0.300
2,11:41,3,3,MIN 32,7,0,Teddy Bridgewater pass complete short middle to Stefon Diggs for 8 yards (tackle by Kam Chancellor),0.300,1.600
2,11:03,1,10,MIN 40,7,0,Adrian Peterson left end for -1 yards (tackle by Cassius Marsh),1.600,0.920
2,10:26,2,11,MIN 39,7,0,Teddy Bridgewater pass complete short left to Mike Wallace for 25 yards (tackle by Kam Chancellor),0.920,3.180
2,9:46,1,10,SEA 36,7,0,Stefon Diggs right end for -6 yards (tackle by DeShawn Shead),3.180,1.830
2,8:59,2,16,SEA 42,7,0,Teddy Bridgewater pass incomplete deep left intended for Stefon Diggs. Penalty on Stefon Diggs: Illegal Shift (Declined),1.830,1.160
2,8:51,3,16,SEA 42,7,0,Teddy Bridgewater pass complete short right to Kyle Rudolph for 3 yards (tackle by K.J. Wright),1.160,0.660
2,8:28,4,13,SEA 39,7,0,Jeff Locke punts 37 yards,0.660,0.380
2,8:19,1,10,SEA 2,7,0,Russell Wilson pass incomplete deep left intended for Doug Baldwin,-0.380,-0.780
2,8:12,2,10,SEA 2,7,0,Russell Wilson pass complete short right to Tyler Lockett for 9 yards (tackle by Chad Greenway),-0.780,-0.370
,,,,,,,"SEA challenged the first down ruling, and the play was upheld.",,
2,7:33,3,1,SEA 11,7,0,Thomas Rawls middle for 2 yards (tackle by Sharrif Floyd and Eric Kendricks),-0.370,-0.320
2,6:57,1,10,SEA 13,7,0,"Penalty on Garry Gilliam: False Start, 5 yards (no play)",-0.320,-0.570
2,6:36,1,15,SEA 8,7,0,Russell Wilson pass complete short right to Doug Baldwin for 6 yards (tackle by Terence Newman),-0.570,-0.680
2,5:57,2,9,SEA 14,7,0,Russell Wilson pass complete short left to Doug Baldwin for 8 yards (tackle by Xavier Rhodes),-0.680,-0.350
2,5:17,3,1,SEA 22,7,0,Thomas Rawls middle for 19 yards (tackle by Xavier Rhodes),-0.350,1.660
2,4:40,1,10,SEA 41,7,0,Russell Wilson pass incomplete short right intended for Cooper Helfet,1.660,1.120
2,4:31,2,10,SEA 41,7,0,DuJuan Harris right end for 2 yards (tackle by Sharrif Floyd),1.120,0.700
2,3:45,3,8,SEA 43,7,0,"Russell Wilson pass complete deep right to Tyler Lockett for 29 yards (tackle by Antone Exum and Robert Blanton). Penalty on Antone Exum: Unnecessary Roughness, 14 yards",0.700,4.650
2,3:25,1,10,MIN 14,7,0,"Russell Wilson sacked by Brian Robison for -8 yards. Penalty on Brian Robison: Unnecessary Roughness, 11 yards",4.650,4.840
2,2:57,1,10,MIN 11,7,0,Thomas Rawls middle for 3 yards (tackle by Tom Johnson),4.840,4.700
2,2:14,2,7,MIN 8,7,0,Russell Wilson pass incomplete short right intended for Cooper Helfet,4.700,3.760
2,2:11,3,7,MIN 8,13,0,"Russell Wilson left tackle for 8 yards, touchdown",3.760,7.000
2,2:11,,,MIN 8,14,0,Steven Hauschka kicks extra point good,0.000,0.000
2,2:11,,,SEA 35,14,0,"Steven Hauschka kicks off 70 yards, returned by Cordarrelle Patterson for 19 yards (tackle by Eric Pinkins)",0.000,0.280
2,2:00,1,10,MIN 14,14,0,Jerick McKinnon middle for 6 yards (tackle by Bobby Wagner),-0.280,0.150
2,1:38,2,4,MIN 20,14,0,Teddy Bridgewater pass incomplete short middle intended for Rhett Ellison (defended by Frank Clark),0.150,-0.680
2,1:37,3,4,MIN 20,14,0,Teddy Bridgewater pass complete short left to Jarius Wright for 7 yards (tackle by Bobby Wagner),-0.680,-0.680
2,1:29,3,4,MIN 20,14,0,Timeout #1 by Minnesota Vikings,-0.680,0.740
2,1:29,1,10,MIN 27,14,0,Teddy Bridgewater pass complete short right to Kyle Rudolph for 6 yards (tackle by Richard Sherman),0.740,1.010
2,1:21,2,4,MIN 33,14,0,"Teddy Bridgewater pass incomplete deep left intended for Stefon Diggs is intercepted by Earl Thomas at SEA-40 and returned for 25 yards. Penalty on Stefon Diggs: Face Mask (15 Yards), 15 yards",1.010,-4.240
2,1:08,1,10,MIN 20,20,0,"Russell Wilson pass complete deep middle to Doug Baldwin for 20 yards, touchdown",4.240,7.000
2,1:08,,,MIN 20,21,0,Steven Hauschka kicks extra point good,0.000,0.000
2,1:08,,,SEA 35,21,0,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
2,1:04,1,10,MIN 20,21,0,Teddy Bridgewater pass complete short middle to Jerick McKinnon for 7 yards (tackle by Bobby Wagner and Kam Chancellor),0.280,0.680
2,0:38,2,3,MIN 27,21,0,Teddy Bridgewater pass complete short middle to Jerick McKinnon for 3 yards (tackle by K.J. Wright),0.680,0.680
2,0:28,2,3,MIN 27,21,0,Timeout #2 by Minnesota Vikings,0.680,0.940
2,0:28,1,10,MIN 30,21,0,Teddy Bridgewater pass incomplete short left intended for Jerick McKinnon,0.940,0.390
2,0:18,2,10,MIN 30,21,0,Teddy Bridgewater pass incomplete short left intended for Jerick McKinnon,0.390,-0.300
2,0:14,3,10,MIN 30,21,0,Teddy Bridgewater pass incomplete short right intended for Kyle Rudolph,-0.300,-1.370
2,0:07,4,10,MIN 30,21,0,"Jeff Locke punts 22 yards, out of bounds",-1.370,0.940
Quarter,Time,Down,ToGo,Location,SEA,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,21,0,"Steven Hauschka kicks off 73 yards, returned by Cordarrelle Patterson for 29 yards (tackle by Derrick Coleman)",0.000,0.340
3,14:54,1,10,MIN 21,21,0,Adrian Peterson right tackle for 5 yards (tackle by Kam Chancellor),0.340,0.480
3,14:21,2,5,MIN 26,21,0,Adrian Peterson left guard for 1 yard (tackle by Bobby Wagner and K.J. Wright),0.480,-0.100
3,13:38,3,4,MIN 27,21,0,"Teddy Bridgewater pass complete short right to Matt Asiata for 10 yards (tackle by K.J. Wright and Richard Sherman). Penalty on Jarius Wright: Offensive Pass Interference, 10 yards (no play)",-0.100,-1.590
3,13:15,3,14,MIN 17,21,0,Teddy Bridgewater pass incomplete short left intended for Jerick McKinnon (defended by Frank Clark),-1.590,-2.320
3,13:08,4,14,MIN 17,21,0,"Jeff Locke punts 44 yards, returned by Tyler Lockett for 19 yards (tackle by Brandon Watts)",-2.320,-2.790
3,12:57,1,10,MIN 42,21,0,Russell Wilson for 6 yards (tackle by Everson Griffen),2.790,3.050
3,12:28,2,4,MIN 36,21,0,Russell Wilson for 14 yards (tackle by Xavier Rhodes),3.050,4.110
3,11:50,1,10,MIN 22,21,0,Russell Wilson pass complete short left to Thomas Rawls for 9 yards (tackle by Jason Trusnik),4.110,5.060
3,11:11,2,1,MIN 13,21,0,Thomas Rawls right tackle for 4 yards (tackle by Sharrif Floyd),5.060,5.140
3,10:32,1,9,MIN 9,21,0,Thomas Rawls middle for 5 yards (tackle by Chad Greenway),5.140,5.340
3,9:55,2,4,MIN 4,21,0,Thomas Rawls left guard for -1 yards (tackle by Tom Johnson and Jason Trusnik),5.340,4.260
3,9:17,3,5,MIN 5,27,0,"Russell Wilson pass complete short right to Fred Jackson for 5 yards, touchdown",4.260,7.000
3,9:17,,,MIN 5,28,0,Steven Hauschka kicks extra point good,0.000,0.000
3,9:17,,,SEA 35,28,0,"Steven Hauschka kicks off 72 yards, returned by Cordarrelle Patterson for 23 yards (tackle by Kelcie McCray)",0.000,0.140
3,9:07,1,10,MIN 16,28,0,Teddy Bridgewater pass complete short left to Adrian Peterson for -1 yards (tackle by Bruce Irvin),-0.140,-0.780
3,8:28,2,11,MIN 15,28,0,Jerick McKinnon middle for 12 yards (tackle by K.J. Wright),-0.780,0.740
3,7:51,1,10,MIN 27,28,0,Adrian Peterson middle for 2 yards (tackle by Cassius Marsh and Kam Chancellor),0.740,0.470
3,7:21,2,8,MIN 29,28,0,Teddy Bridgewater pass complete deep left to Jarius Wright for 17 yards (tackle by Bobby Wagner),0.470,1.990
3,6:51,1,10,MIN 46,28,0,"Teddy Bridgewater pass incomplete. Penalty on Brandon Fusco: Offensive Holding, 10 yards (no play)",1.990,1.330
3,6:44,1,20,MIN 36,28,0,"Teddy Bridgewater pass complete short right to Kyle Rudolph for 4 yards (tackle by Jeremy Lane). Penalty on Mike Wallace: Offensive Pass Interference, 10 yards (no play)",1.330,0.670
3,6:22,1,30,MIN 26,28,0,"Teddy Bridgewater pass complete short left to Adrian Peterson for 2 yards (tackle by K.J. Wright). Penalty on Mike Harris: Illegal Block Above the Waist, 10 yards",0.670,-0.170
3,5:56,1,38,MIN 18,28,0,Jerick McKinnon right tackle for 4 yards (tackle by Kam Chancellor),-0.170,-1.790
3,5:21,2,34,MIN 22,28,0,Teddy Bridgewater pass complete short middle to Kyle Rudolph for 4 yards (tackle by Bobby Wagner),-1.790,-1.880
3,4:43,3,30,MIN 26,28,0,"Teddy Bridgewater sacked by Bruce Irvin for -8 yards. Teddy Bridgewater fumbles (forced by Bruce Irvin), recovered by Matt Asiata at MIN-18",-1.880,-2.240
3,4:09,4,38,MIN 18,28,0,"Jeff Locke punts 47 yards, returned by Tyler Lockett for 10 yards (tackle by Brandon Watts). Tyler Lockett fumbles (forced by Brandon Watts), ball out of bounds at SEA-45. Penalty on Mike Morgan: Illegal Block Above the Waist, 10 yards, Penalty on Derrick Coleman: Offensive Holding (Declined)",-2.240,-0.610
3,3:53,1,10,SEA 25,28,0,Thomas Rawls right tackle for 2 yards (tackle by Robert Blanton and Sharrif Floyd),0.610,0.330
3,3:16,2,8,SEA 27,28,0,Thomas Rawls left end for 7 yards (tackle by Sharrif Floyd and Robert Blanton),0.330,0.560
3,2:39,3,1,SEA 34,28,0,Will Tukuafu middle for 4 yards (tackle by Antone Exum),0.560,1.470
3,2:03,1,10,SEA 38,28,0,Russell Wilson middle for 9 yards (tackle by Eric Kendricks),1.470,2.140
3,1:18,2,1,SEA 47,28,0,"Russell Wilson left end for 10 yards. Penalty on Luke Willson: Offensive Holding, 10 yards",2.140,2.140
3,1:08,2,1,SEA 47,34,0,"Russell Wilson pass complete deep middle to Doug Baldwin for 53 yards, touchdown",2.140,7.000
3,1:08,,,MIN 47,35,0,Steven Hauschka kicks extra point good,0.000,0.000
3,1:08,,,SEA 35,35,6,"Steven Hauschka kicks off 66 yards, returned by Cordarrelle Patterson for 101 yards, touchdown",0.000,-7.000
3,1:01,,,SEA 47,35,7,Blair Walsh kicks extra point good,0.000,0.000
3,1:01,,,MIN 35,35,7,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
3,0:48,1,10,SEA 20,35,7,Thomas Rawls left guard for 12 yards (tackle by Robert Blanton),0.280,1.070
3,0:13,1,10,SEA 32,35,7,Thomas Rawls right guard for 3 yards (tackle by Danielle Hunter and Chad Greenway),1.070,0.930
Quarter,Time,Down,ToGo,Location,SEA,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,SEA 35,35,7,Russell Wilson pass complete short left to B.J. Daniels for 6 yards (tackle by Xavier Rhodes),0.930,1.030
4,14:20,3,1,SEA 41,35,7,Russell Wilson pass complete short right to Tyler Lockett for 17 yards (tackle by Robert Blanton),1.030,2.790
4,13:49,1,10,MIN 42,35,7,Russell Wilson pass incomplete deep left intended for Jermaine Kearse,2.790,2.240
4,13:42,2,10,MIN 42,35,7,Thomas Rawls left guard for 4 yards (tackle by Tom Johnson and Eric Kendricks),2.240,2.080
4,12:57,3,6,MIN 38,35,7,Fred Jackson right end for 5 yards (tackle by Danielle Hunter),2.080,1.210
4,12:13,4,1,MIN 33,35,7,Russell Wilson for 2 yards (tackle by Robert Blanton),1.210,3.510
4,11:44,1,10,MIN 31,35,7,Russell Wilson pass complete short right to Tyler Lockett for 10 yards (tackle by Terence Newman),3.510,4.170
4,11:12,1,10,MIN 21,35,7,Russell Wilson left end for 3 yards (tackle by Jason Trusnik),4.170,4.040
4,10:30,2,7,MIN 18,35,7,Russell Wilson pass complete short middle to Fred Jackson for 8 yards (tackle by Chad Greenway),4.040,4.910
4,9:42,1,10,MIN 10,35,7,DuJuan Harris middle for 2 yards (tackle by Sharrif Floyd),4.910,4.570
4,8:57,2,8,MIN 8,35,7,DuJuan Harris middle for 3 yards (tackle by Robert Blanton and Eric Kendricks),4.570,4.260
4,8:11,3,5,MIN 5,35,7,Russell Wilson pass incomplete short left intended for Doug Baldwin,4.260,3.010
4,8:04,4,5,MIN 5,38,7,Steven Hauschka 23 yard field goal good,3.010,3.000
4,8:04,,,SEA 35,38,7,"Steven Hauschka kicks off 45 yards, returned by Zach Line for 5 yards (tackle by Kelcie McCray)",0.000,-0.610
4,7:57,1,10,MIN 25,38,7,Jerick McKinnon middle for -4 yards (tackle by Michael Bennett),0.610,-0.480
4,7:23,2,14,MIN 21,38,7,Teddy Bridgewater pass complete deep left to Mike Wallace for 18 yards (tackle by Kam Chancellor),-0.480,1.530
4,6:44,1,10,MIN 39,38,7,Teddy Bridgewater pass complete short left to Jerick McKinnon for -4 yards (tackle by K.J. Wright),1.530,0.450
4,6:00,2,14,MIN 35,38,7,Teddy Bridgewater pass complete short left to Stefon Diggs for 14 yards (tackle by DeShawn Shead),0.450,2.190
4,5:26,1,10,MIN 49,38,7,Teddy Bridgewater pass incomplete deep left intended for Stefon Diggs,2.190,1.650
4,5:20,2,10,MIN 49,38,7,Teddy Bridgewater pass complete short right to MyCole Pruitt for 4 yards (tackle by Bobby Wagner),1.650,1.490
4,4:41,3,6,SEA 47,38,7,Teddy Bridgewater pass incomplete deep left intended for Stefon Diggs,1.490,0.130
4,4:37,4,6,SEA 47,38,7,Teddy Bridgewater pass incomplete short right intended for Mike Wallace,0.130,-2.060
4,4:32,1,10,SEA 47,38,7,Thomas Rawls left guard for 4 yards (tackle by Sharrif Floyd),2.060,2.060
4,3:49,2,6,MIN 49,38,7,Tarvaris Jackson pass incomplete short right intended for Cooper Helfet,2.060,1.360
4,3:43,3,6,MIN 49,38,7,Tarvaris Jackson sacked by Brian Robison for -6 yards,1.360,-0.390
4,3:08,4,12,SEA 45,38,7,"Jon Ryan punts 40 yards, returned by Marcus Sherels for 24 yards (tackle by Cassius Marsh). Penalty on Jason Trusnik: Illegal Block Above the Waist, 10 yards",-0.390,-0.280
4,2:54,1,10,MIN 20,38,7,Teddy Bridgewater sacked by Michael Bennett for -8 yards,0.280,-1.360
4,2:13,2,18,MIN 12,38,7,Matt Asiata left guard for 3 yards (tackle by Kelcie McCray),-1.360,-1.860
4,2:00,3,15,MIN 15,38,7,Matt Asiata right tackle for -4 yards (tackle by Michael Bennett),-1.860,-1.860
4,1:32,3,15,MIN 15,38,7,Timeout #1 by Seattle Seahawks,-1.860,-2.490
4,1:32,4,19,MIN 11,38,7,"Jeff Locke punts 38 yards, returned by B.J. Daniels for 7 yards (tackle by Jason Trusnik). Penalty on Eric Pinkins: Illegal Block Above the Waist, 10 yards",-2.490,-2.130
4,1:16,1,10,SEA 48,38,7,Tarvaris Jackson kneels for -1 yards,2.130,1.450
4,0:35,2,11,SEA 47,38,7,Tarvaris Jackson kneels for -1 yards,1.450,0.630
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
