Quarter,Time,Down,ToGo,Location,LVR,KAN,Detail,EPB,EPA
2,7:34,,,LVR 15,3,7,Harrison Butker kicks extra point good,0.000,0.000
2,7:34,,,KAN 35,3,7,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
2,7:34,1,10,LVR 25,3,7,Zamir White right guard for 3 yards (tackle by Willie Gay),0.610,0.470
2,7:01,2,7,LVR 28,3,7,Zamir White left end for 8 yards (tackle by Mike Edwards),0.470,1.330
2,6:37,1,10,LVR 36,3,7,Zamir White left guard for 3 yards (tackle by Derrick Nnadi),1.330,1.200
2,5:54,2,7,LVR 39,3,7,Aidan O'Connell pass incomplete deep right intended for Davante Adams,1.200,0.500
2,5:47,3,7,LVR 39,3,7,Ameer Abdullah left end for 4 yards (tackle by Justin Reid and Drue Tranquill),0.500,-0.520
2,5:09,4,3,LVR 43,3,7,AJ Cole punts 44 yards out of bounds,-0.520,0.320
2,5:00,1,10,KAN 13,9,7,"Isiah Pacheco aborted snap, recovered by Bilal Nichols at KC-8 and returned for 8 yards, touchdown",-0.320,-7.000
2,4:55,,,KAN 2,9,7,"Two Point Attempt: AJ Cole rushes, conversion fails.",1.000,-1.000
2,4:55,,,LVR 35,9,7,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
2,4:55,1,10,KAN 25,15,7,"Patrick Mahomes pass short right intended for Justin Watson is intercepted by Jack Jones at KC-33 and returned for 33 yards, touchdown",0.610,-7.000
2,4:48,,,KAN 2,17,7,"Two Point Attempt: Brandon Bolden rushes, conversion succeeds.",1.000,1.000
2,4:48,,,LVR 35,17,7,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
2,4:48,,,,,,Timeout #1 by Las Vegas Raiders,,
2,4:48,1,10,KAN 25,17,7,Patrick Mahomes pass complete short left to Rashee Rice for 9 yards (tackle by Amik Robertson and Tre'von Moehrig),0.610,1.280
2,4:20,2,1,KAN 34,17,7,Patrick Mahomes pass complete short left to Justin Watson for 9 yards (tackle by Amik Robertson),1.280,1.800
2,3:46,1,10,KAN 43,17,7,Isiah Pacheco right end for 5 yards (tackle by Robert Spillane),1.800,1.930
2,2:55,,,,,,Timeout #2 by Kansas City Chiefs,,
2,2:55,2,5,KAN 48,17,7,Patrick Mahomes pass incomplete deep left intended for Rashee Rice,1.930,1.220
2,2:48,3,5,KAN 48,17,7,Patrick Mahomes pass incomplete short right intended for Rashee Rice,1.220,-0.190
2,2:43,4,5,KAN 48,17,7,Tommy Townsend pass complete short left to Justin Watson for 11 yards,-0.190,2.850
2,2:10,1,10,LVR 41,17,7,"Patrick Mahomes scrambles right end for no gain (tackle by Robert Spillane). Penalty on Blake Bell: Illegal Shift, 5 yards (offset) . Penalty on Divine Deablo: Defensive Holding, 5 yards (offset) (no play)",2.850,2.850
2,2:00,1,10,LVR 41,17,7,Patrick Mahomes pass complete short left to Isiah Pacheco for no gain (tackle by Amik Robertson),2.850,2.310
2,1:36,2,10,LVR 41,17,7,Patrick Mahomes pass complete short right to Travis Kelce for 7 yards (tackle by Nate Hobbs),2.310,2.540
2,0:54,,,,,,Timeout #2 by Las Vegas Raiders,,
2,0:54,3,3,LVR 34,17,7,Patrick Mahomes pass complete short right to Justin Watson for 11 yards (tackle by Jack Jones),2.540,4.040
2,0:29,1,10,LVR 23,17,7,Patrick Mahomes pass incomplete short left,4.040,3.500
2,0:24,2,10,LVR 23,17,7,Patrick Mahomes pass incomplete short right,3.500,2.810
2,0:18,3,10,LVR 23,17,7,Patrick Mahomes pass complete short left to Travis Kelce for 5 yards (tackle by Nate Hobbs),2.810,2.300
2,0:09,,,,,,Timeout #3 by Kansas City Chiefs,,
2,0:09,4,5,LVR 18,17,7,Harrison Butker 36 yard field goal no good,2.300,-0.670
2,0:05,1,10,LVR 26,17,7,Aidan O'Connell kneels for -1 yards,0.670,-0.010
Quarter,Time,Down,ToGo,Location,LVR,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,17,7,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,LVR 25,17,7,Zamir White left end for 4 yards (tackle by George Karlaftis),0.610,0.600
3,14:26,2,6,LVR 29,17,7,Zamir White right end for 1 yard (tackle by Nick Bolton and Trent McDuffie),0.600,0.040
3,13:50,3,5,LVR 30,17,7,"Aidan O'Connell pass incomplete deep right intended for Davante Adams. Penalty on L'Jarius Sneed: Defensive Pass Interference, 15 yards (accepted) (no play)",0.040,1.930
3,13:44,1,10,LVR 45,17,7,Zamir White left guard for 3 yards (tackle by Michael Danna),1.930,1.790
3,13:09,2,7,LVR 48,17,7,Aidan O'Connell pass incomplete short right intended for Zamir White (defended by Michael Danna),1.790,1.090
3,13:01,3,7,LVR 48,17,7,Aidan O'Connell pass incomplete deep right intended for Jakobi Meyers (defended by Jaylen Watson),1.090,-0.190
3,12:53,4,7,LVR 48,17,7,"AJ Cole punts 34 yards out of bounds. Penalty on Joshua Williams: Offensive Holding, 9 yards (accepted)",-0.190,0.380
3,12:46,1,10,KAN 9,17,7,Isiah Pacheco right end for 3 yards (tackle by Bilal Nichols and Malcolm Koonce),-0.380,-0.560
3,12:10,2,7,KAN 12,17,7,Patrick Mahomes sacked by Malcolm Koonce for -1 yards,-0.560,-1.190
3,11:25,3,8,KAN 11,17,7,Patrick Mahomes scrambles right end for 5 yards (tackle by Divine Deablo),-1.190,-2.390
3,11:25,4,3,KAN 16,17,7,"Penalty on Nate Hobbs: Defensive Holding, 5 yards (accepted) (no play)",-2.390,0.340
3,10:56,1,10,KAN 21,17,7,Patrick Mahomes pass complete short right to Justyn Ross for 2 yards (tackle by Tyree Wilson),0.340,0.070
3,10:18,2,8,KAN 23,17,7,Patrick Mahomes pass complete short right to Rashee Rice for 7 yards (tackle by Robert Spillane),0.070,0.300
3,9:35,3,1,KAN 30,17,7,Isiah Pacheco left guard for no gain (tackle by Nate Hobbs and Jerry Tillery),0.300,-1.370
3,8:46,,,,,,Timeout #1 by Kansas City Chiefs,,
3,8:46,4,1,KAN 30,17,7,Patrick Mahomes right end for 7 yards (tackle by Jack Jones),-1.370,1.400
3,8:12,1,10,KAN 37,17,7,Isiah Pacheco right guard for 2 yards (tackle by Robert Spillane and John Jenkins),1.400,1.130
3,7:34,2,8,KAN 39,17,7,Patrick Mahomes scrambles up the middle for 13 yards (tackle by Robert Spillane and Nate Hobbs),1.130,2.390
3,6:44,1,10,LVR 48,17,7,Clyde Edwards-Helaire left end for 4 yards (tackle by Robert Spillane and Jerry Tillery),2.390,2.390
3,6:15,2,6,LVR 44,17,7,Clyde Edwards-Helaire right end for 1 yard (tackle by Divine Deablo),2.390,1.820
3,5:31,3,5,LVR 43,17,7,Patrick Mahomes pass incomplete short left intended for Rashee Rice,1.820,0.400
3,5:27,4,5,LVR 43,17,7,"Patrick Mahomes pass incomplete deep left intended for Rashee Rice. Penalty on Travis Kelce: Offensive Pass Interference, 10 yards (declined)",0.400,-1.800
3,5:21,1,10,LVR 43,17,7,Aidan O'Connell pass incomplete short right intended for Austin Hooper,1.800,1.250
3,5:17,2,10,LVR 43,17,7,Zamir White right end for 4 yards (tackle by Nick Bolton),1.250,1.090
3,4:40,3,6,LVR 47,17,7,Aidan O'Connell sacked by Charles Omenihu for -6 yards,1.090,-0.650
3,4:00,4,12,LVR 41,17,7,"AJ Cole punts 50 yards, returned by Richie James for 10 yards (tackle by DJ Turner and Ameer Abdullah)",-0.650,-0.150
3,3:44,1,10,KAN 19,17,7,"Patrick Mahomes sacked by Malcolm Koonce for -4 yards. Penalty on Jawaan Taylor: Offensive Holding, 10 yards (declined)",0.150,-1.000
3,3:29,2,14,KAN 15,17,7,Patrick Mahomes pass complete short middle to Isiah Pacheco for 5 yards (tackle by Divine Deablo),-1.000,-0.940
3,2:54,3,9,KAN 20,17,7,Patrick Mahomes pass incomplete deep right intended for Justin Watson,-0.940,-2.030
3,2:52,4,9,KAN 20,17,7,Tommy Townsend punts 22 yards out of bounds,-2.030,-2.790
3,2:47,1,10,KAN 42,17,7,Zamir White right end for 6 yards (tackle by L'Jarius Sneed and Drue Tranquill),2.790,3.050
3,2:27,2,4,KAN 36,17,7,Zamir White up the middle for 3 yards (tackle by Derrick Nnadi),3.050,2.740
3,1:51,3,1,KAN 33,17,7,Zamir White left end for 16 yards (tackle by Justin Reid and Mike Edwards),2.740,4.440
3,1:11,1,10,KAN 17,17,7,Zamir White left end for no gain (tackle by Justin Reid and Chris Jones),4.440,3.850
3,0:34,2,10,KAN 17,17,7,Aidan O'Connell pass incomplete short right,3.850,3.070
3,0:30,3,10,KAN 17,17,7,Aidan O'Connell pass incomplete short left intended for Davante Adams,3.070,2.310
3,0:27,4,10,KAN 17,20,7,Daniel Carlson 35 yard field goal good,2.310,3.000
3,0:24,,,LVR 35,20,7,"Daniel Carlson kicks off 62 yards, returned by Richie James for 21 yards (tackle by Brandon Bolden)",0.000,0.540
3,0:19,1,10,KAN 24,20,7,Patrick Mahomes pass complete short right to Rashee Rice for 7 yards (tackle by Robert Spillane and Jack Jones),0.540,0.940
Quarter,Time,Down,ToGo,Location,LVR,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,KAN 31,20,7,Patrick Mahomes pass complete short left to Rashee Rice for 8 yards (tackle by Amik Robertson),0.940,1.530
4,14:30,1,10,KAN 39,20,7,Patrick Mahomes scrambles right end for 7 yards (tackle by Nate Hobbs),1.530,1.930
4,14:05,2,3,KAN 46,20,7,Patrick Mahomes pass complete short left to Noah Gray for 5 yards (tackle by Robert Spillane),1.930,2.320
4,13:27,1,10,LVR 49,20,7,"Patrick Mahomes pass short right intended for Noah Gray is intercepted by Tre'von Moehrig at LV-42 and returned for no gain Replay Assistant challenged the pass interception ruling, and the original play was overturned. Patrick Mahomes pass incomplete short right intended for Noah Gray (defended by Tre'von Moehrig)",2.320,1.780
4,13:22,2,10,LVR 49,20,7,Patrick Mahomes pass complete short right to Clyde Edwards-Helaire for 8 yards (tackle by Jack Jones),1.780,2.150
4,12:35,3,2,LVR 41,20,7,Patrick Mahomes scrambles left end for 7 yards (tackle by Nate Hobbs),2.150,3.310
4,12:12,1,10,LVR 34,20,7,"Clyde Edwards-Helaire left end for 2 yards (tackle by Robert Spillane and Amik Robertson). Penalty on Wanya Morris: Offensive Holding, 10 yards (accepted)",3.310,2.790
4,12:02,1,18,LVR 42,20,7,Patrick Mahomes scrambles right end for 1 yard (tackle by Divine Deablo),2.790,1.830
4,11:23,2,17,LVR 41,20,7,Patrick Mahomes pass complete short left to Clyde Edwards-Helaire for 32 yards (tackle by Tre'von Moehrig),1.830,5.140
4,10:40,1,9,LVR 9,20,7,Patrick Mahomes pass incomplete short right intended for Travis Kelce,5.140,4.380
4,10:35,2,9,LVR 9,20,7,Patrick Mahomes pass complete short left to Travis Kelce for 2 yards (tackle by Maxx Crosby),4.380,3.810
4,9:57,,,,,,Timeout #1 by Las Vegas Raiders,,
4,9:57,3,7,LVR 7,20,7,Patrick Mahomes pass incomplete short right intended for Rashee Rice (defended by Amik Robertson),3.810,2.970
4,9:52,4,7,LVR 7,20,7,Patrick Mahomes pass incomplete short right intended for Rashee Rice (defended by Nate Hobbs),2.970,0.380
4,9:47,1,10,LVR 7,20,7,Zamir White left guard for 7 yards (tackle by Trent McDuffie),-0.380,-0.250
4,9:07,2,3,LVR 14,20,7,Zamir White left end for -2 yards (tackle by Mike Pennel),-0.250,-0.840
4,8:26,3,5,LVR 12,20,7,Ameer Abdullah right guard for 7 yards (tackle by Mike Edwards),-0.840,0.150
4,7:44,1,10,LVR 19,20,7,Zamir White left end for 3 yards (tackle by Nick Bolton and Mike Edwards),0.150,0.070
4,7:10,2,7,LVR 22,20,7,Zamir White up the middle for 3 yards (tackle by Trent McDuffie),0.070,-0.290
4,6:20,3,4,LVR 25,20,7,Aidan O'Connell pass incomplete short right intended for Hunter Renfrow,-0.290,-1.700
4,6:14,4,4,LVR 25,20,7,"AJ Cole punts 44 yards, returned by Richie James for no gain (tackle by DJ Turner)",-1.700,-1.000
4,6:05,1,10,KAN 31,20,7,"Penalty on LVR: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",1.000,1.730
4,6:05,1,5,KAN 36,20,7,Patrick Mahomes pass incomplete short left,1.730,1.140
4,5:53,2,5,KAN 36,20,7,Patrick Mahomes pass complete short right to Blake Bell for 4 yards (tackle by Nate Hobbs),1.140,0.960
4,5:20,3,1,KAN 40,20,7,Clyde Edwards-Helaire left end for -1 yards (tackle by Robert Spillane and Tyree Wilson),0.960,-0.780
4,4:46,4,2,KAN 39,20,7,Patrick Mahomes scrambles right end for 3 yards (tackle by Jack Jones),-0.780,1.730
4,4:24,1,10,KAN 42,20,7,Patrick Mahomes pass complete short right to Richie James for 4 yards (tackle by Amik Robertson),1.730,1.730
4,4:16,2,6,KAN 46,20,7,Patrick Mahomes pass complete deep right to Richie James for 45 yards (tackle by Nate Hobbs and Marcus Epps),1.730,5.140
4,3:29,1,9,LVR 9,20,7,Patrick Mahomes pass complete short right to Clyde Edwards-Helaire for 2 yards (tackle by Janarius Robinson),5.140,4.760
4,2:54,2,7,LVR 7,20,7,Patrick Mahomes pass incomplete short left intended for Noah Gray (defended by Tre'von Moehrig),4.760,3.810
4,2:48,3,7,LVR 7,20,13,"Patrick Mahomes pass complete short middle to Justin Watson for 7 yards, touchdown",3.810,7.000
4,2:42,,,LVR 15,20,14,Harrison Butker kicks extra point good,0.000,0.000
4,2:42,,,KAN 35,20,14,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,2:42,1,10,LVR 25,20,14,Zamir White up the middle for 6 yards (tackle by Justin Reid),0.610,0.870
4,2:35,,,,,,Timeout #2 by Kansas City Chiefs,,
4,2:35,2,4,LVR 31,20,14,Zamir White right end for 43 yards (tackle by Trent McDuffie),0.870,3.840
4,2:25,,,,,,Timeout #3 by Kansas City Chiefs,,
4,2:25,1,10,KAN 26,20,14,Zamir White right end for 15 yards (tackle by L'Jarius Sneed),3.840,4.840
4,2:00,1,10,KAN 11,20,14,Aidan O'Connell kneels for -1 yards,4.840,3.980
4,1:19,2,11,KAN 12,20,14,Aidan O'Connell kneels for -1 yards,3.980,3.080
4,0:39,3,12,KAN 13,20,14,Aidan O'Connell kneels for -1 yards,3.080,2.510
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
