Quarter,Time,Down,ToGo,Location,ATL,KAN,Detail,EPB,EPA
2,13:29,2,3,KAN 49,3,14,Dante Hall left end for 1 yard (tackle by Kevin McCadam),2.130,1.550
2,12:50,3,2,KAN 50,3,14,Priest Holmes up the middle for 5 yards (tackle by Demorrio Williams and Kevin McCadam),1.550,2.590
2,12:09,1,10,ATL 45,3,14,Trent Green pass complete to Priest Holmes for 6 yards (tackle by Keith Brooking),2.590,2.850
2,11:40,2,4,ATL 39,3,14,Trent Green pass complete to Johnnie Morton for 9 yards (tackle by Bryan Scott),2.850,3.580
2,10:55,1,10,ATL 30,3,14,"Priest Holmes left tackle for 6 yards (tackle by Ed Jasper). Priest Holmes fumbles (forced by Ed Jasper), recovered by Tony Gonzalez at ATL-22",3.580,4.110
2,10:11,2,2,ATL 22,3,14,Priest Holmes up the middle for 2 yards (tackle by Travis Hall),4.110,4.240
2,9:38,1,10,ATL 20,3,14,Trent Green pass complete to Tony Gonzalez for 7 yards (tackle by Kevin Mathis),4.240,4.830
2,8:55,2,3,ATL 13,3,14,Priest Holmes up the middle for no gain (tackle by Bryan Scott),4.830,4.100
2,8:11,3,3,ATL 13,3,14,Trent Green pass complete to Eddie Kennison for 11 yards (tackle by Demorrio Williams),4.100,6.740
2,7:30,1,2,ATL 2,3,20,"Priest Holmes up the middle for 2 yards, touchdown",6.740,7.000
2,,,,ATL 2,3,21,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,KAN 30,3,21,"Lawrence Tynes kicks off 75 yards, touchback",0.000,0.280
2,7:25,1,10,ATL 20,3,21,Warrick Dunn left end for 6 yards (tackle by William Bartee),0.280,0.540
2,6:57,2,4,ATL 26,3,21,Warrick Dunn up the middle for 2 yards (tackle by Ryan Sims),0.540,0.100
2,6:22,3,2,ATL 28,3,21,Michael Vick sacked by William Bartee for -8 yards,0.100,-2.030
2,5:55,4,10,ATL 20,3,21,"Chris Mohr punts 36 yards, fair catch by Dante Hall",-2.030,-1.860
2,5:47,1,10,KAN 44,3,21,"Trent Green pass incomplete intended for Eddie Kennison. Penalty on Kevin Mathis: Defensive Pass Interference, 16 yards (no play)",1.860,2.920
2,5:42,1,10,ATL 40,3,21,Priest Holmes up the middle for 6 yards (tackle by Patrick Kerney),2.920,3.180
2,5:08,2,4,ATL 34,3,21,Trent Green pass complete to Tony Gonzalez for 12 yards (tackle by Matt Stewart),3.180,4.110
2,4:39,1,10,ATL 22,3,21,Trent Green pass complete to Dante Hall for 18 yards (tackle by Kevin McCadam),4.110,6.280
2,3:55,1,4,ATL 4,3,21,Priest Holmes right tackle for 2 yards (tackle by Matt Stewart),6.280,5.720
2,3:22,2,2,ATL 2,3,27,"Priest Holmes left end for 2 yards, touchdown",5.720,7.000
2,,,,ATL 2,3,28,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,KAN 30,3,28,"Lawrence Tynes kicks off 61 yards, returned by Allen Rossum for 26 yards (tackle by Keyaron Fox)",0.000,1.270
2,3:11,1,10,ATL 35,3,28,Michael Vick pass complete to Alge Crumpler for 11 yards (tackle by Scott Fujita),1.270,1.990
2,2:41,1,10,ATL 46,3,28,Michael Vick sacked by Jared Allen for -1 yards,1.990,1.320
2,2:18,2,11,ATL 45,3,28,Warrick Dunn up the middle for 5 yards (tackle by Kawika Mitchell),1.320,1.290
2,2:00,3,6,KAN 50,3,28,Michael Vick pass incomplete. Penalty on Dwayne Blakley: Offensive Holding (Declined),1.290,-0.060
2,1:53,4,6,KAN 50,3,28,"Chris Mohr punts 50 yards, touchback",-0.060,-0.280
2,1:44,1,10,KAN 20,3,28,Derrick Blaylock up the middle for 6 yards (tackle by Demorrio Williams),0.280,0.540
2,1:13,2,4,KAN 26,3,28,Trent Green pass complete to Derrick Blaylock for 30 yards (tackle by Bryan Scott),0.540,2.650
2,1:03,,,,3,28,Timeout #1 by Kansas City Chiefs,0.000,2.650
2,1:03,1,10,ATL 44,3,28,Derrick Blaylock up the middle for 4 yards (tackle by Travis Hall),2.650,2.650
2,0:43,2,6,ATL 40,3,28,"Trent Green pass complete to Johnnie Morton for 8 yards (tackle by Jason Webster). Penalty on Johnnie Morton: Offensive Pass Interference, 10 yards (no play)",2.650,1.300
2,0:37,2,16,KAN 50,3,28,Trent Green pass incomplete intended for Dante Hall,1.300,0.630
2,0:34,3,16,KAN 50,3,28,Trent Green pass incomplete intended for Tony Gonzalez,0.630,-0.060
2,0:30,4,16,KAN 50,3,28,"Stephen Cheek punts 50 yards, touchback",-0.060,-0.280
2,0:21,1,10,ATL 20,3,28,Michael Vick pass incomplete intended for Peerless Price is intercepted by Eric Warfield at ATL-22 and returned for 6 yards (tackle by Peerless Price),0.280,-4.510
2,0:15,1,10,ATL 16,3,28,Trent Green pass incomplete intended for Johnnie Morton (defended by DeAngelo Hall),4.510,3.900
2,0:10,2,10,ATL 16,3,28,Trent Green pass complete to Johnnie Morton for 15 yards (tackle by Kevin Mathis),3.900,6.970
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,0:02,,,,3,28,Timeout #2 by Kansas City Chiefs,0.000,0.000
2,0:02,,,,3,28,Timeout #1 by Atlanta Falcons,0.000,6.970
2,0:02,1,1,ATL 1,3,34,"Priest Holmes up the middle for 1 yard, touchdown",6.970,7.000
2,,,,ATL 2,3,35,Lawrence Tynes kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,ATL,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,3,35,"Jay Feely kicks off 67 yards, returned by Dante Hall for 19 yards (tackle by Jay Feely). Penalty on Quinton Caver: Offensive Holding, 10 yards",,
3,14:53,1,10,KAN 12,3,35,Trent Green pass complete to Tony Richardson for 11 yards (tackle by Matt Stewart),-0.350,0.480
3,14:17,1,10,KAN 23,3,35,Priest Holmes left end for 1 yard (tackle by Jamie Duncan),0.480,0.070
3,13:35,2,9,KAN 24,3,35,Trent Green pass complete to Tony Richardson for 3 yards (tackle by Matt Stewart),0.070,-0.230
3,12:52,3,6,KAN 27,3,35,Trent Green pass incomplete intended for Eddie Kennison (defended by Jason Webster),-0.230,-1.570
3,12:46,4,6,KAN 27,9,35,"Stephen Cheek punts 48 yards, returned by Allen Rossum for 75 yards, touchdown",-1.570,-7.000
3,,,,KAN 2,10,35,Jay Feely kicks extra point good,0.000,0.000
3,,,,ATL 35,10,35,"Jay Feely kicks off 71 yards, touchback",0.000,0.280
3,12:28,1,10,KAN 20,10,35,Trent Green pass incomplete intended for Dante Hall,0.280,-0.270
3,12:26,2,10,KAN 20,10,35,Priest Holmes up the middle for 14 yards (tackle by Demorrio Williams),-0.270,1.200
3,11:46,1,10,KAN 34,10,35,Priest Holmes right tackle for 5 yards (tackle by Bryan Scott and Kevin Mathis),1.200,1.330
3,11:10,2,5,KAN 39,10,35,Trent Green pass complete to Eddie Kennison for 15 yards (tackle by Bryan Scott),1.330,2.520
3,10:29,1,10,ATL 46,10,35,Priest Holmes up the middle for 10 yards (tackle by Kevin Mathis),2.520,3.180
3,9:48,1,10,ATL 36,10,35,Trent Green pass incomplete intended for Chris Horn (defended by Jamie Duncan),3.180,2.640
3,9:43,2,10,ATL 36,10,35,Derrick Blaylock up the middle for 7 yards (tackle by Demorrio Williams),2.640,2.870
3,9:01,3,3,ATL 29,10,35,Trent Green pass complete to Tony Richardson for 22 yards (tackle by Kevin McCadam),2.870,5.600
3,8:29,1,7,ATL 7,10,35,Priest Holmes up the middle for 6 yards (tackle by Jason Webster),5.600,5.910
3,7:22,2,1,ATL 1,10,35,Derrick Blaylock up the middle for no gain (tackle by Matt Stewart),5.910,5.170
3,6:43,3,1,ATL 1,10,41,"Derrick Blaylock up the middle for 1 yard, touchdown",5.170,7.000
3,,,,ATL 2,10,42,Lawrence Tynes kicks extra point good,0.000,0.000
3,,,,KAN 30,10,42,"Lawrence Tynes kicks off 58 yards, returned by Allen Rossum for 26 yards (tackle by Gary Stills)",0.000,1.470
3,6:32,1,10,ATL 38,10,42,Michael Vick pass complete to Peerless Price for 17 yards (tackle by Jerome Woods),1.470,2.590
3,6:02,1,10,KAN 45,10,42,Warrick Dunn up the middle for -1 yards (tackle by Vonnie Holliday),2.590,1.910
3,5:29,2,11,KAN 46,10,42,Michael Vick up the middle for 5 yards (tackle by Shawn Barber),1.910,1.880
3,4:47,3,6,KAN 41,10,42,Warrick Dunn left end for 18 yards (tackle by Greg Wesley),1.880,4.040
3,4:22,1,10,KAN 23,10,42,Michael Vick pass incomplete intended for Alge Crumpler,4.040,3.500
3,4:17,2,10,KAN 23,10,42,Warrick Dunn up the middle for no gain (tackle by Greg Wesley),3.500,2.810
3,3:37,3,10,KAN 23,10,42,Michael Vick pass incomplete intended for Peerless Price,2.810,1.930
3,3:33,4,10,KAN 23,10,42,Michael Vick pass incomplete intended for Dez White (defended by William Bartee),1.930,-0.540
3,3:26,1,10,KAN 24,10,42,Derrick Blaylock left tackle for no gain (tackle by Ed Jasper),0.540,0.000
3,2:47,2,10,KAN 24,10,42,Trent Green pass complete to Derrick Blaylock for 10 yards (tackle by Cleveland Pinkney),0.000,1.200
3,2:07,1,10,KAN 34,10,42,Derrick Blaylock up the middle for 16 yards (tackle by Bryan Scott),1.200,2.260
3,1:28,1,10,KAN 50,10,42,Trent Green pass complete to Johnnie Morton for 15 yards (tackle by Jason Webster),2.260,3.250
3,0:46,1,10,ATL 35,10,42,Trent Green pass complete to Derrick Blaylock for 6 yards (tackle by Keith Brooking),3.250,3.510
Quarter,Time,Down,ToGo,Location,ATL,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,ATL 29,10,42,Trent Green pass complete to Eddie Kennison for 26 yards (tackle by Bryan Scott),3.510,6.510
4,14:42,,,,10,42,Timeout #1 by Atlanta Falcons,0.000,6.510
4,14:42,1,3,ATL 3,10,42,Derrick Blaylock left end for no gain (tackle by Keith Brooking),6.510,5.530
4,14:12,2,3,ATL 3,10,48,"Derrick Blaylock right tackle for 3 yards, touchdown",5.530,7.000
4,,,,ATL 2,10,49,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,KAN 30,10,49,"Lawrence Tynes kicks off 64 yards, returned by Allen Rossum for 17 yards (tackle by Shaunard Harts). Penalty on Artie Ulmer: Illegal Block Above the Waist, 10 yards",0.000,-0.320
4,14:01,1,10,ATL 13,10,49,Michael Vick pass complete to Warrick Dunn for 16 yards (tackle by Scott Fujita),-0.320,0.870
4,13:38,1,10,ATL 29,10,49,Michael Vick pass complete to Warrick Dunn for 56 yards (tackle by Jerome Woods),0.870,4.580
4,12:51,1,10,KAN 15,10,49,Michael Vick left end for 2 yards (tackle by William Bartee),4.580,4.280
4,12:27,2,8,KAN 13,10,49,Michael Vick sacked by Jared Allen for -11 yards,4.280,2.150
4,11:53,3,19,KAN 24,10,49,Michael Vick for 12 yards,2.150,2.630
4,11:33,4,7,KAN 12,10,49,Michael Vick pass incomplete intended for Alge Crumpler (defended by Greg Wesley),2.630,0.320
4,11:30,1,10,KAN 13,10,49,Derrick Blaylock up the middle for 7 yards (tackle by Jason Webster),-0.320,0.220
4,10:54,2,3,KAN 20,10,49,Derrick Blaylock up the middle for 1 yard (tackle by Patrick Kerney),0.220,-0.470
4,10:18,3,2,KAN 21,10,49,Derrick Blaylock up the middle for 9 yards (tackle by Demorrio Williams),-0.470,0.940
4,9:40,1,10,KAN 30,10,49,Derrick Blaylock up the middle for 1 yard (tackle by Jamie Duncan),0.940,0.530
4,8:57,2,9,KAN 31,10,49,Todd Collins pass incomplete intended for Derrick Blaylock,0.530,-0.160
4,8:53,3,9,KAN 31,10,49,Derrick Blaylock up the middle for 6 yards (tackle by Patrick Kerney),-0.160,-0.910
4,8:18,4,3,KAN 37,10,49,"Stephen Cheek punts 29 yards, fair catch by Brian Finneran",-0.910,-1.200
4,8:10,1,10,ATL 34,10,49,Matt Schaub pass incomplete intended for Peerless Price,1.200,0.660
4,8:06,2,10,ATL 34,10,49,Matt Schaub pass incomplete intended for Justin Griffith,0.660,-0.030
4,8:01,3,10,ATL 34,10,49,Matt Schaub pass complete to Justin Griffith for 7 yards (tackle by Scott Fujita),-0.030,-0.650
4,7:17,4,3,ATL 41,10,49,Matt Schaub pass complete to Alge Crumpler for 2 yards (tackle by William Bartee),-0.650,-2.650
,,,,,,,"ATL challenged the ruling, and the play was upheld.",,
4,7:01,1,10,ATL 44,10,49,Tony Richardson right tackle for 3 yards (tackle by Matt Stewart),2.650,2.520
4,6:18,2,7,ATL 41,10,49,Tony Richardson up the middle for 2 yards (tackle by Jamie Duncan),2.520,2.080
4,5:37,3,5,ATL 39,10,49,Tony Richardson right end for 7 yards (tackle by Demorrio Williams),2.080,3.450
4,4:53,1,10,ATL 32,10,49,Tony Richardson left end for 8 yards (tackle by Cleveland Pinkney),3.450,3.980
4,4:12,2,2,ATL 24,10,49,Tony Richardson up the middle for 8 yards (tackle by Travis Hall),3.980,4.510
4,3:31,1,10,ATL 16,10,49,Tony Richardson up the middle for 1 yard (tackle by Junior Glymph),4.510,4.050
4,2:53,2,9,ATL 15,10,49,Derrick Blaylock left end for 11 yards (tackle by Siddeeq Shabazz),4.050,6.280
4,2:46,1,4,ATL 4,10,49,Derrick Blaylock up the middle for 2 yards (tackle by Matt Stewart),6.280,5.720
4,2:03,2,2,ATL 2,10,55,"Derrick Blaylock up the middle for 2 yards, touchdown",5.720,7.000
4,,,,ATL 2,10,56,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,KAN 30,10,56,"Lawrence Tynes kicks off 75 yards, touchback",0.000,0.280
4,1:58,1,10,ATL 20,10,56,T.J. Duckett up the middle for 2 yards (tackle by Willie Pile),0.280,0.000
4,1:20,2,8,ATL 22,10,56,T.J. Duckett up the middle for 5 yards (tackle by Shaunard Harts and Quinton Caver),0.000,-0.030
4,0:38,3,3,ATL 27,10,56,T.J. Duckett up the middle for no gain (tackle by Ryan Sims),-0.030,-1.570
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
