Quarter,Time,Down,ToGo,Location,LAR,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,17,14,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,LAR 25,17,14,Jared Goff pass complete short right to Gerald Everett for -1 yards (tackle by Lavonte David and Carlton Davis),0.610,-0.070
3,14:17,2,11,LAR 24,17,14,Jared Goff pass complete short right to Robert Woods for 12 yards (tackle by Shaquil Barrett),-0.070,1.330
3,13:42,1,10,LAR 36,17,14,Jared Goff pass short left intended for Darrell Henderson is intercepted by Jason Pierre-Paul at LA-37 and returned for 15 yards,1.330,-4.110
3,13:32,1,10,LAR 22,17,14,Ronald Jones left guard for 2 yards (tackle by Sebastian Joseph),4.110,3.830
3,12:55,2,8,LAR 20,17,14,Tom Brady pass incomplete short left intended for Rob Gronkowski,3.830,3.140
3,12:50,3,8,LAR 20,17,14,Tom Brady pass incomplete short left intended for Leonard Fournette,3.140,2.120
3,12:46,4,8,LAR 20,17,17,Ryan Succop 38 yard field goal good,2.120,3.000
3,12:41,,,TAM 35,17,17,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,12:41,1,10,LAR 25,17,17,Darrell Henderson right end for no gain (tackle by William Gholston),0.610,0.060
3,12:01,2,10,LAR 25,17,17,Jared Goff pass complete short middle to Robert Woods for 6 yards (tackle by Lavonte David),0.060,0.170
3,11:35,3,4,LAR 31,17,17,Jared Goff pass complete short middle to Josh Reynolds for 8 yards (tackle by Devin White and Antoine Winfield),0.170,1.530
3,10:53,1,10,LAR 39,17,17,Jared Goff pass complete short left to Robert Woods for 16 yards (tackle by Jamel Dean),1.530,2.590
3,10:20,1,10,TAM 45,17,17,Cam Akers left guard for 11 yards (tackle by Sean Murphy-Bunting and Antoine Winfield),2.590,3.310
3,9:47,1,10,TAM 34,17,17,Jared Goff pass complete short left to Tyler Higbee for 2 yards (tackle by Devin White),3.310,3.040
3,9:28,2,8,TAM 32,17,17,Jared Goff pass complete short left to Robert Woods for 7 yards (tackle by Lavonte David),3.040,3.270
3,9:09,3,1,TAM 25,17,17,Cam Akers up the middle for -1 yards (tackle by Ndamukong Suh),3.270,1.860
3,8:30,4,2,TAM 26,17,17,Matt Gay 44 yard field goal no good,1.860,-1.200
3,8:25,1,10,TAM 34,17,17,Tom Brady pass complete short left to Antonio Brown for 10 yards (tackle by Darious Williams),1.200,1.860
3,7:55,1,10,TAM 44,17,17,Tom Brady pass deep middle intended for Chris Godwin is intercepted by Jordan Fuller at LA-26 and returned for 37 yards,1.860,-3.120
3,7:42,1,10,TAM 37,17,17,Cam Akers right tackle for 2 yards (tackle by Steve McLendon),3.120,2.840
3,6:54,2,8,TAM 35,17,17,"Penalty on Jared Goff: Delay of Game, 5 yards (no play)",2.840,2.170
3,6:40,2,13,TAM 40,17,17,Jared Goff pass complete short middle to Gerald Everett for 18 yards (tackle by Sean Murphy-Bunting and Jordan Whitehead),2.170,4.110
3,6:06,1,10,TAM 22,17,17,Jared Goff pass complete short middle to Josh Reynolds for 18 yards (tackle by Jordan Whitehead),4.110,6.280
3,5:47,1,4,TAM 4,17,17,Jared Goff pass incomplete short right intended for Gerald Everett,6.280,5.340
3,5:44,2,4,TAM 4,23,17,"Jared Goff pass complete short left to Cam Akers for 4 yards, touchdown",5.340,7.000
3,5:39,,,TAM 15,24,17,Matt Gay kicks extra point good,0.000,0.000
3,5:39,,,LAR 35,24,17,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
3,5:39,1,10,TAM 25,24,17,Leonard Fournette up the middle for 1 yard (tackle by Sebastian Joseph and Micah Kiser),0.610,0.200
3,5:03,2,9,TAM 26,24,17,Tom Brady pass incomplete short left intended for Antonio Brown (defended by Darious Williams),0.200,-0.490
3,4:58,3,9,TAM 26,24,17,Tom Brady pass incomplete deep left intended for Antonio Brown,-0.490,-1.630
3,4:53,4,9,TAM 26,24,17,"Bradley Pinion punts 56 yards, returned by Nsimba Webster for 2 yards (tackle by Antoine Winfield)",-1.630,-0.280
3,4:41,1,10,LAR 20,24,17,Darrell Henderson up the middle for no gain (tackle by Jason Pierre-Paul and Rakeem Nunez-Roches),0.280,-0.270
3,4:00,2,10,LAR 20,24,17,Jared Goff pass complete short left to Darrell Henderson for 5 yards (tackle by Jason Pierre-Paul),-0.270,-0.300
3,3:17,3,5,LAR 25,24,17,Jared Goff pass complete short right to Cooper Kupp for 17 yards (tackle by Antoine Winfield),-0.300,1.730
3,2:44,1,10,LAR 42,24,17,Jared Goff pass complete short right to Tyler Higbee for 5 yards (tackle by Lavonte David),1.730,1.860
3,2:16,2,5,LAR 47,24,17,Jared Goff pass incomplete deep middle intended for Josh Reynolds,1.860,1.160
3,2:09,,,,,,Timeout #1 by Los Angeles Rams,,
3,2:09,3,5,LAR 47,24,17,Jared Goff pass complete short left to Robert Woods for -3 yards (tackle by Ross Cockrell),1.160,-0.460
3,1:34,4,8,LAR 44,24,17,"Johnny Hekker punts 47 yards, returned by Kenjon Barner for 4 yards (tackle by Nsimba Webster)",-0.460,0.320
3,1:24,1,10,TAM 13,24,17,Ronald Jones up the middle for 2 yards (tackle by Samson Ebukam and Michael Brockers),-0.320,-0.570
3,0:52,2,8,TAM 15,24,17,Tom Brady sacked by Samson Ebukam for -7 yards,-0.570,-2.010
3,0:11,3,15,TAM 8,24,17,Tom Brady pass incomplete short middle intended for Mike Evans (defended by Morgan Fox),-2.010,-2.490
3,0:06,4,15,TAM 8,24,17,"Bradley Pinion punts 52 yards, returned by Nsimba Webster for 2 yards (tackle by Justin Watson)",-2.490,-1.730
Quarter,Time,Down,ToGo,Location,LAR,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,LAR 42,24,17,Cam Akers up the middle for 4 yards (tackle by Jason Pierre-Paul),1.730,1.730
4,14:20,2,6,LAR 46,24,17,"Cam Akers right end for 5 yards (tackle by Jordan Whitehead). Penalty on Rob Havenstein: Offensive Holding, 10 yards (no play)",1.730,0.380
4,13:50,2,16,LAR 36,24,17,Jared Goff pass incomplete short right intended for Robert Woods (defended by Lavonte David),0.380,-0.290
4,13:46,3,16,LAR 36,24,17,Jared Goff pass incomplete short left intended for Robert Woods (defended by Jason Pierre-Paul),-0.290,-0.980
4,13:43,4,16,LAR 36,24,17,Johnny Hekker punts 44 yards out of bounds,-0.980,-0.280
4,13:35,1,10,TAM 20,24,17,Tom Brady pass complete short middle to Rob Gronkowski for 9 yards (tackle by Micah Kiser),0.280,0.950
4,13:01,2,1,TAM 29,24,17,Ronald Jones up the middle for 5 yards (tackle by Samson Ebukam),0.950,1.200
4,12:23,1,10,TAM 34,24,17,Tom Brady pass incomplete short left intended for Antonio Brown,1.200,0.660
4,12:20,2,10,TAM 34,24,17,Tom Brady pass incomplete short left intended for Leonard Fournette,0.660,-0.030
4,12:17,3,10,TAM 34,24,17,Tom Brady pass complete short middle to Mike Evans for 8 yards (tackle by John Johnson). Penalty on Tom Brady: Illegal Forward Pass (Declined),-0.030,-0.590
4,11:59,4,2,TAM 42,24,17,"Bradley Pinion punts 46 yards, fair catch by Nsimba Webster at LA-12",-0.590,0.350
4,11:51,1,10,LAR 12,24,17,Robert Woods left end for -5 yards (tackle by Sean Murphy-Bunting),-0.350,-1.150
4,11:11,2,15,LAR 7,24,17,Jared Goff pass complete short right to Darrell Henderson for -1 yards (tackle by Lavonte David),-1.150,-2.120
4,11:04,3,16,LAR 6,24,17,Malcolm Brown up the middle for 14 yards (tackle by Jason Pierre-Paul),-2.120,-2.030
4,10:31,4,2,LAR 20,24,17,Johnny Hekker punts 43 yards downed by Justin Hollins,-2.030,-1.400
4,10:18,1,10,TAM 37,24,17,Tom Brady pass complete short right to Leonard Fournette for 9 yards (tackle by Michael Brockers),1.400,2.070
4,9:56,2,1,TAM 46,24,17,Leonard Fournette up the middle for 2 yards (tackle by A'Shawn Robinson and Sebastian Joseph),2.070,2.130
4,9:13,1,10,TAM 48,24,17,Tom Brady pass incomplete short right,2.130,1.580
4,9:09,2,10,TAM 48,24,17,Tom Brady pass incomplete short right intended for Rob Gronkowski (defended by Darious Williams),1.580,0.890
4,9:03,3,10,TAM 48,24,17,Tom Brady pass complete short left to Antonio Brown for 9 yards (tackle by Micah Kiser and Nick Scott),0.890,0.400
4,8:21,4,1,LAR 43,24,17,Tom Brady pass incomplete short right intended for Chris Godwin,0.400,-1.800
4,8:16,1,10,LAR 43,24,17,"Jared Goff aborted snap, recovered by Jared Goff at LA-42 and returned for -1 yards",1.800,1.120
4,7:27,2,11,LAR 42,24,17,"Penalty on LAR: Delay of Game, 5 yards (no play)",1.120,0.440
4,7:27,2,16,LAR 37,24,17,Jared Goff pass short middle intended for Robert Woods is intercepted by Jordan Whitehead at LA-46 and returned for 2 yards,0.440,-2.650
4,7:17,1,10,LAR 44,24,17,Tom Brady pass incomplete deep left intended for Antonio Brown,2.650,2.110
4,7:11,2,10,LAR 44,24,17,Tom Brady pass complete short middle to Chris Godwin for 10 yards (tackle by Jordan Fuller and Kenny Young),2.110,3.310
4,6:25,1,10,LAR 34,24,17,Leonard Fournette up the middle for 6 yards (tackle by Troy Hill),3.310,3.580
4,5:56,2,4,LAR 28,24,17,Leonard Fournette right tackle for 3 yards (tackle by Michael Brockers),3.580,3.270
4,5:17,3,1,LAR 25,24,17,Leonard Fournette right guard for 2 yards (tackle by Micah Kiser),3.270,4.040
4,4:38,1,10,LAR 23,24,17,Tom Brady pass complete short left to Mike Evans for 10 yards (tackle by John Johnson and Jalen Ramsey),4.040,4.710
4,3:59,1,10,LAR 13,24,23,"Tom Brady pass complete short right to Chris Godwin for 13 yards, touchdown",4.710,7.000
4,3:53,,,LAR 15,24,24,Ryan Succop kicks extra point good,0.000,0.000
4,3:53,,,TAM 35,24,24,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
4,3:53,1,10,LAR 25,24,24,Jared Goff pass complete short left to Robert Woods for 23 yards (tackle by Antoine Winfield),0.610,2.130
4,3:45,1,10,LAR 48,24,24,Jared Goff pass incomplete short middle intended for Josh Reynolds,2.130,1.580
4,3:41,2,10,LAR 48,24,24,Jared Goff pass complete short middle to Robert Woods for 9 yards (tackle by Sean Murphy-Bunting),1.580,2.080
4,3:01,3,1,TAM 43,24,24,Jared Goff pass complete deep right to Cooper Kupp for 19 yards,2.080,3.970
4,2:56,1,10,TAM 24,24,24,Darrell Henderson left tackle for 2 yards (tackle by Lavonte David),3.970,3.700
4,2:51,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
4,2:51,2,8,TAM 22,24,24,Jared Goff pass incomplete short right,3.700,3.010
4,2:46,3,8,TAM 22,24,24,Malcolm Brown left end for no gain (tackle by Sean Murphy-Bunting and William Gholston),3.010,1.990
4,2:40,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
4,2:40,4,8,TAM 22,27,24,Matt Gay 40 yard field goal good,1.990,3.000
4,2:36,,,LAR 35,27,24,"Matt Gay kicks off 70 yards, returned by Kenjon Barner for 24 yards (tackle by Xavier Jones)",0.000,0.150
4,2:32,1,10,TAM 19,27,24,Tom Brady pass complete short right to Cameron Brate for 7 yards (tackle by Darious Williams),0.150,0.610
4,2:13,2,3,TAM 26,27,24,Tom Brady pass complete short middle to Chris Godwin for 12 yards (tackle by Nick Scott),0.610,1.470
4,2:00,1,10,TAM 38,27,24,Tom Brady pass incomplete short left intended for Antonio Brown,1.470,0.920
4,1:57,2,10,TAM 38,27,24,Tom Brady pass deep right intended for Cameron Brate is intercepted by Jordan Fuller at LA-31 and returned for 6 yards,0.920,-1.400
4,1:49,1,10,LAR 37,27,24,Malcolm Brown right end for 6 yards (tackle by Carlton Davis and Antoine Winfield),1.400,1.670
4,1:43,,,,,,Timeout #3 by Tampa Bay Buccaneers,,
4,1:43,2,4,LAR 43,27,24,Darrell Henderson left end for -3 yards (tackle by Sean Murphy-Bunting),1.670,0.560
4,0:56,3,7,LAR 40,27,24,Darrell Henderson up the middle for 2 yards (tackle by Shaquil Barrett),0.560,-0.590
4,0:09,,,,,,Timeout #3 by Los Angeles Rams,,
4,0:09,4,5,LAR 42,27,24,"Johnny Hekker punts 40 yards, returned by Kenjon Barner for 7 yards (tackle by Johnny Mundt)",-0.590,1.730
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
