Quarter,Time,Down,ToGo,Location,SDG,DEN,Detail,EPB,EPA
4,15:00,3,4,SDG 43,0,17,Philip Rivers pass complete deep right to Eddie Royal for 30 yards (tackle by Quentin Jammer),0.960,3.780
4,14:25,1,10,DEN 27,0,17,"Philip Rivers pass incomplete short right intended for Danny Woodhead. Penalty on Robert Ayers: Illegal Use of Hands, 5 yards (no play)",3.780,4.110
4,14:19,1,10,DEN 22,0,17,Danny Woodhead up the middle for 6 yards (tackle by Nate Irving),4.110,4.460
4,13:47,2,4,DEN 16,0,17,Philip Rivers pass complete short right to Danny Woodhead for no gain,4.460,3.740
4,13:03,3,4,DEN 16,6,17,"Philip Rivers pass complete deep right to Keenan Allen for 16 yards, touchdown",3.740,7.000
4,13:03,,,DEN 2,7,17,Nick Novak kicks extra point good,0.000,0.000
4,13:03,,,SDG 35,7,17,"Nick Novak kicks off 70 yards, returned by Trindon Holliday for 34 yards. Penalty on Omar Bolden: Illegal Block Above the Waist, 10 yards",0.000,-0.150
4,12:45,1,10,DEN 19,7,17,Peyton Manning pass incomplete short right intended for Knowshon Moreno (defended by Bront Bird),0.150,-0.390
4,12:41,2,10,DEN 19,7,17,Knowshon Moreno right tackle for 3 yards (tackle by Bront Bird),-0.390,-0.680
4,11:58,3,7,DEN 22,7,17,"Peyton Manning pass incomplete deep middle intended for Wes Welker. Penalty on Eric Weddle: Defensive Holding (Declined), Penalty on Marcus Gilchrist: Defensive Pass Interference, 23 yards (no play)",-0.680,1.930
4,11:52,1,10,DEN 45,7,17,Peyton Manning pass complete short left to Wes Welker for 8 yards (tackle by Marcus Gilchrist),1.930,2.460
4,11:05,2,2,SDG 47,7,17,Peyton Manning pass incomplete short right intended for Andre Caldwell,2.460,1.750
4,11:01,3,2,SDG 47,7,17,Peyton Manning pass complete short middle to Julius Thomas for 17 yards (tackle by Marcus Gilchrist),1.750,3.580
4,10:13,1,10,SDG 30,7,17,Peyton Manning pass complete short left to Wes Welker for 6 yards (tackle by Marcus Gilchrist),3.580,3.840
4,9:44,2,4,SDG 24,7,17,Knowshon Moreno left end for 14 yards (tackle by Donald Butler),3.840,4.910
4,8:57,1,10,SDG 10,7,17,Knowshon Moreno right guard for 7 yards (tackle by Bront Bird),4.910,5.530
4,8:15,2,3,SDG 3,7,23,"Knowshon Moreno up the middle for 3 yards, touchdown",5.530,7.000
4,8:15,,,SDG 2,7,24,Matt Prater kicks extra point good,0.000,0.000
4,8:15,,,DEN 35,7,24,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
4,8:12,1,10,SDG 20,7,24,Philip Rivers pass complete short left to Antonio Gates for 5 yards (tackle by Dominique Rodgers-Cromartie),0.280,0.410
4,7:49,2,5,SDG 25,7,24,Philip Rivers pass incomplete deep middle intended for Keenan Allen (defended by Dominique Rodgers-Cromartie),0.410,-0.300
4,7:43,3,5,SDG 25,7,24,Philip Rivers pass incomplete short middle intended for Antonio Gates (defended by Dominique Rodgers-Cromartie),-0.300,-1.700
4,7:38,4,5,SDG 25,7,24,Philip Rivers pass complete deep right to Keenan Allen for 49 yards (tackle by Quentin Jammer),-1.700,3.840
4,6:59,1,10,DEN 26,7,24,Philip Rivers left end for 5 yards (tackle by Jeremy Mincey),3.840,3.970
4,6:29,2,5,DEN 21,7,24,Philip Rivers pass complete short right to Ronnie Brown for 5 yards (tackle by Malik Jackson),3.970,4.510
4,5:49,1,10,DEN 16,13,24,"Philip Rivers pass complete short left to Keenan Allen for 16 yards, touchdown",4.510,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
4,5:49,,,DEN 2,14,24,Nick Novak kicks extra point good,0.000,0.000
4,5:49,,,SDG 35,14,24,Nick Novak kicks onside 5 yards,0.000,1.600
4,5:40,1,10,SDG 40,14,24,Philip Rivers sacked by Shaun Phillips for -4 yards,1.600,0.510
4,5:15,2,14,SDG 36,14,24,Philip Rivers pass complete deep middle to Keenan Allen for 17 yards (tackle by Champ Bailey),0.510,2.460
4,4:49,1,10,DEN 47,14,24,Philip Rivers pass complete short left to Ronnie Brown for 5 yards (tackle by Champ Bailey),2.460,2.590
4,4:42,2,5,DEN 42,14,24,Philip Rivers pass complete deep left to Keenan Allen for 25 yards (tackle by Wesley Woodyard),2.590,4.440
4,4:10,1,10,DEN 17,14,24,Philip Rivers pass incomplete short right intended for Vincent Brown,4.440,3.850
4,4:06,2,10,DEN 17,14,24,Philip Rivers pass complete short right to Ronnie Brown for 5 yards (tackle by Danny Trevathan),3.850,3.880
4,4:01,3,5,DEN 12,14,24,Philip Rivers pass incomplete short right intended for Antonio Gates,3.880,2.680
4,3:56,4,5,DEN 12,17,24,Nick Novak 30 yard field goal good,2.680,3.000
4,3:56,,,SDG 35,17,24,"Nick Novak kicks off 44 yards, returned by Trindon Holliday for 6 yards (tackle by Richard Marshall)",0.000,-0.740
4,3:51,1,10,DEN 27,17,24,"Penalty on Zane Beadles: False Start, 5 yards (no play)",0.740,0.410
4,3:51,1,15,DEN 22,17,24,Knowshon Moreno right tackle for -2 yards (tackle by Jahleel Addae),0.410,-0.750
4,3:12,2,17,DEN 20,17,24,Peyton Manning pass incomplete short right intended for Demaryius Thomas (defended by Shareece Wright),-0.750,-1.420
4,3:06,3,17,DEN 20,17,24,Peyton Manning pass complete deep right to Julius Thomas for 21 yards,-1.420,1.660
4,3:01,1,10,DEN 41,17,24,Knowshon Moreno up the middle for 3 yards (tackle by Eric Weddle),1.660,1.660
4,2:57,1,10,DEN 41,17,24,Timeout #2 by San Diego Chargers,1.660,1.530
4,2:57,2,7,DEN 44,17,24,Knowshon Moreno right tackle for 1 yard (tackle by Donald Butler and Bront Bird),1.530,0.960
4,2:12,3,6,DEN 45,17,24,Peyton Manning pass complete short right to Julius Thomas for 9 yards (tackle by Shareece Wright),0.960,0.960
4,2:02,3,6,DEN 45,17,24,Timeout #3 by San Diego Chargers,0.960,2.520
4,2:02,1,10,SDG 46,17,24,Peyton Manning pass complete short left to Demaryius Thomas for 3 yards (tackle by Richard Marshall),2.520,2.380
4,1:57,2,7,SDG 43,17,24,Knowshon Moreno right guard for 6 yards (tackle by Kendall Reyes),2.380,2.380
4,1:12,2,7,SDG 43,17,24,Timeout #2 by Denver Broncos,2.380,2.480
4,1:12,3,1,SDG 37,17,24,Knowshon Moreno up the middle for 5 yards (tackle by Shareece Wright),2.480,3.450
4,0:36,1,10,SDG 32,17,24,Peyton Manning kneels for -1 yards,3.450,2.770
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
