Quarter,Time,Down,ToGo,Location,SEA,PHI,Detail,EPB,EPA
1,7:02,1,10,SEA 46,0,3,Chris Carson left end for 4 yards (tackle by Ronald Darby),1.990,1.990
1,6:45,2,6,SEA 50,0,3,Russell Wilson pass complete short middle to D.K. Metcalf for 17 yards (tackle by Ronald Darby),1.990,3.380
1,6:03,1,10,PHI 33,6,3,"Russell Wilson pass complete deep right to Malik Turner for 33 yards, touchdown",3.380,7.000
1,5:54,,,PHI 15,7,3,Jason Myers kicks extra point good,0.000,0.000
1,5:54,,,SEA 35,7,3,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
1,5:54,1,10,PHI 25,7,3,Miles Sanders left tackle for 5 yards (tackle by Mychal Kendricks),0.610,0.740
1,5:13,2,5,PHI 30,7,3,Miles Sanders right end for no gain (tackle by Quandre Diggs),0.740,0.040
1,4:33,3,5,PHI 30,7,3,Carson Wentz pass complete short right to Greg Ward for 8 yards (tackle by Tre Flowers),0.040,1.470
1,3:57,1,10,PHI 38,7,3,Carson Wentz up the middle for 11 yards (tackle by Mychal Kendricks),1.470,2.190
1,3:12,1,10,PHI 49,7,3,"Carson Wentz sacked by Rasheem Green for -3 yards. Carson Wentz fumbles (forced by Rasheem Green), recovered by Al Woods at PHI-46 (tackle by Halapoulivaati Vaitai)",2.190,-2.520
1,3:03,1,10,PHI 46,7,3,"Penalty on Mike Iupati: False Start, 5 yards (no play)",2.520,2.190
1,3:03,1,15,SEA 49,7,3,Russell Wilson pass incomplete deep right intended for Jacob Hollister (defended by Nathan Gerry),2.190,1.300
1,2:57,2,15,SEA 49,7,3,Chris Carson left tackle for 4 yards (tackle by Vinny Curry),1.300,1.160
1,2:12,3,11,PHI 47,7,3,Russell Wilson pass incomplete deep right,1.160,0.130
1,2:06,4,11,PHI 47,7,3,Michael Dickson punts 46 yards downed by Ugochukwu Amadi,0.130,0.380
1,1:58,1,10,PHI 1,7,3,"Penalty on Al Woods: Encroachment, 5 yards (no play)",-0.380,-0.190
1,1:58,1,5,PHI 6,7,3,Jay Ajayi left end for no gain (tackle by Mychal Kendricks),-0.190,-0.420
1,1:11,2,5,PHI 6,7,3,Carson Wentz pass complete short right to Greg Ward for 9 yards (tackle by K.J. Wright),-0.420,-0.220
1,0:35,1,10,PHI 15,7,3,"Carson Wentz pass complete short middle to Zach Ertz for 10 yards (tackle by Shaquill Griffin). Penalty on Quandre Diggs: Lowering the Head to Initiate Contact, 15 yards",-0.220,1.600
1,0:09,1,10,PHI 40,7,3,Carson Wentz pass incomplete short right intended for Miles Sanders,1.600,1.050
1,0:05,2,10,PHI 40,7,3,Jay Ajayi right end for 11 yards (tackle by Bradley McDougald),1.050,2.320
Quarter,Time,Down,ToGo,Location,SEA,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SEA 49,7,3,"Carson Wentz sacked by Ezekiel Ansah for no gain. Carson Wentz fumbles (forced by Ezekiel Ansah), recovered by Poona Ford at PHI-44. Penalty on Shaquill Griffin: Defensive Holding, 5 yards (no play)",2.320,2.650
2,14:52,1,10,SEA 44,7,3,Miles Sanders right end for 3 yards (tackle by Ezekiel Ansah),2.650,2.520
2,14:11,2,7,SEA 41,7,3,Carson Wentz pass complete short left to Zach Ertz for 8 yards (tackle by Tre Flowers),2.520,3.380
2,13:31,1,10,SEA 33,7,3,Carson Wentz pass deep left intended for Dallas Goedert is intercepted by Bradley McDougald at SEA-17 and returned for no gain,3.380,0.060
2,13:27,1,10,SEA 17,7,3,Chris Carson up the middle for 3 yards (tackle by Kamu Grugier-Hill),-0.060,-0.060
2,12:54,2,7,SEA 20,7,3,Russell Wilson pass complete short left to Jacob Hollister for 1 yard (tackle by Jalen Mills),-0.060,-0.750
2,12:13,3,6,SEA 21,7,3,Russell Wilson pass complete deep left to David Moore for 31 yards (tackle by Ronald Darby),-0.750,2.390
2,11:35,1,10,PHI 48,7,3,Russell Wilson sacked by Brandon Graham for no gain,2.390,1.850
2,10:54,2,10,PHI 48,7,3,Rashaad Penny right end for 3 yards (tackle by Nigel Bradham and Fletcher Cox),1.850,1.550
2,10:13,3,7,PHI 45,7,3,Russell Wilson pass complete short right to Josh Gordon for 10 yards (tackle by Jalen Mills),1.550,3.250
2,9:34,1,10,PHI 35,7,3,Rashaad Penny left end for 26 yards (tackle by Malcolm Jenkins),3.250,5.140
2,8:49,1,9,PHI 9,7,3,Rashaad Penny left tackle for 2 yards (tackle by Anthony Rush and Vinny Curry),5.140,4.760
2,8:05,2,7,PHI 7,7,3,Chris Carson right guard for 1 yard (tackle by Vinny Curry and Nigel Bradham),4.760,4.040
2,7:22,3,6,PHI 6,7,3,Russell Wilson pass incomplete short right intended for Jacob Hollister,4.040,2.990
2,7:16,4,6,PHI 6,10,3,Jason Myers 24 yard field goal good,2.990,3.000
2,7:13,,,SEA 35,10,3,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
2,7:13,1,10,PHI 25,10,3,Carson Wentz pass complete short left to Jordan Matthews for 9 yards (tackle by Tre Flowers),0.610,1.280
2,6:35,2,1,PHI 34,10,3,Jay Ajayi right tackle for -3 yards (tackle by Mychal Kendricks),1.280,0.170
2,5:51,3,4,PHI 31,10,3,"Carson Wentz sacked by and Quinton Jefferson for -8 yards and Ezekiel Ansah for -8 yards. Carson Wentz fumbles (forced by Ezekiel Ansah), recovered by Carson Wentz at PHI-23",0.170,-1.830
2,5:11,4,12,PHI 23,10,3,"Cameron Johnston punts 37 yards, returned by David Moore for 2 yards (tackle by Craig James)",-1.830,-1.730
2,4:57,1,10,SEA 42,10,3,Rashaad Penny right end for 6 yards (tackle by Avonte Maddox),1.730,2.000
2,4:26,2,4,SEA 48,10,3,Russell Wilson sacked by Malcolm Jenkins for -9 yards,2.000,0.100
2,3:43,,,,,,Timeout #1 by Seattle Seahawks,,
2,3:43,3,13,SEA 39,10,3,Russell Wilson sacked by Rodney McLeod for no gain,0.100,-0.780
2,3:03,4,13,SEA 39,10,3,"Michael Dickson punts 46 yards, fair catch by Greg Ward at PHI-15",-0.780,0.220
2,2:56,1,10,PHI 15,10,3,Carson Wentz pass complete short right to Greg Ward for 6 yards (tackle by Mychal Kendricks),-0.220,0.210
2,2:15,2,4,PHI 21,10,3,Carson Wentz pass complete short middle to Greg Ward for -1 yards (tackle by Rasheem Green),0.210,-0.760
2,2:00,3,5,PHI 20,10,3,Carson Wentz pass incomplete short left intended for Greg Ward,-0.760,-2.030
2,1:56,4,5,PHI 20,10,3,"Cameron Johnston punts 37 yards, fair catch by David Moore at SEA-43",-2.030,-1.800
2,1:50,1,10,SEA 43,10,3,Russell Wilson pass complete short right to Chris Carson for 3 yards (tackle by Jalen Mills),1.800,1.660
2,1:26,2,7,SEA 46,10,3,Russell Wilson left end for 16 yards (tackle by Ronald Darby),1.660,3.050
2,1:18,1,10,PHI 38,10,3,Russell Wilson pass incomplete short right,3.050,2.510
2,1:12,2,10,PHI 38,10,3,Russell Wilson pass incomplete deep left intended for Josh Gordon,2.510,1.820
2,1:07,3,10,PHI 38,10,3,Russell Wilson pass incomplete deep middle intended for D.K. Metcalf,1.820,0.720
2,1:01,,,,,,Timeout #1 by Philadelphia Eagles,,
2,1:01,4,10,PHI 38,10,3,"Michael Dickson punts 25 yards, fair catch by Greg Ward at PHI-13",0.720,0.320
2,0:55,1,10,PHI 13,10,3,Carson Wentz pass complete short left to Dallas Goedert for 3 yards (tackle by K.J. Wright and Tre Flowers),-0.320,-0.440
2,0:43,,,,,,Timeout #2 by Seattle Seahawks,,
2,0:43,2,7,PHI 16,10,3,Carson Wentz sacked by Ezekiel Ansah for -7 yards,-0.440,-1.890
2,0:33,,,,,,Timeout #3 by Seattle Seahawks,,
2,0:33,3,14,PHI 9,10,3,Miles Sanders up the middle for 12 yards (tackle by K.J. Wright),-1.890,-1.960
Quarter,Time,Down,ToGo,Location,SEA,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,10,3,"Jake Elliott kicks off 66 yards, returned by Travis Homer for 29 yards (tackle by Alex Singleton)",0.000,0.810
3,14:54,1,10,SEA 28,10,3,"Russell Wilson pass complete short left to D.K. Metcalf for 12 yards (tackle by Rodney McLeod). Penalty on Tyler Lockett: Offensive Pass Interference, 10 yards (no play)",0.810,-0.040
3,14:30,1,20,SEA 18,10,3,Chris Carson up the middle for 3 yards (tackle by Nathan Gerry and Malcolm Jenkins),-0.040,-0.680
3,13:53,2,17,SEA 21,10,3,Russell Wilson pass complete short right to Chris Carson for 7 yards (tackle by Nathan Gerry),-0.680,-0.430
3,13:13,3,10,SEA 28,10,3,Russell Wilson pass complete short right to Chris Carson for 13 yards (tackle by Nigel Bradham),-0.430,1.660
3,12:33,1,10,SEA 41,10,3,David Moore up the middle for 4 yards (tackle by Rodney McLeod),1.660,1.660
3,11:49,2,6,SEA 45,10,3,Russell Wilson pass incomplete short left intended for Rashaad Penny,1.660,0.960
3,11:46,3,6,SEA 45,10,3,"Penalty on Mike Iupati: False Start, 5 yards (no play)",0.960,0.300
3,11:46,3,11,SEA 40,10,3,Russell Wilson pass incomplete deep right intended for D.K. Metcalf,0.300,-0.720
3,11:40,4,11,SEA 40,10,3,"Michael Dickson punts 42 yards, returned by Greg Ward for -3 yards (tackle by Cody Barton)",-0.720,0.220
3,11:30,1,10,PHI 15,10,3,Miles Sanders up the middle for 8 yards (tackle by Bobby Wagner),-0.220,0.480
3,10:51,2,2,PHI 23,10,3,Miles Sanders up the middle for 7 yards (tackle by K.J. Wright),0.480,0.940
3,10:14,1,10,PHI 30,10,3,Carson Wentz pass complete short middle to Zach Ertz for 7 yards (tackle by Bradley McDougald),0.940,1.340
3,9:29,2,3,PHI 37,10,3,Jay Ajayi left end for 1 yard (tackle by Mychal Kendricks),1.340,0.760
3,8:47,3,2,PHI 38,10,3,Carson Wentz pass complete short middle to Dallas Goedert for 2 yards (tackle by K.J. Wright and Bobby Wagner),0.760,1.600
3,8:04,1,10,PHI 40,10,3,Carson Wentz pass complete short right to Zach Ertz for 2 yards (tackle by Mychal Kendricks),1.600,1.320
3,7:21,2,8,PHI 42,10,3,Carson Wentz pass incomplete short right intended for Zach Ertz,1.320,0.630
3,7:16,3,8,PHI 42,10,3,Carson Wentz pass complete short left to JJ Arcega-Whiteside for 13 yards (tackle by Bobby Wagner),0.630,2.590
3,6:40,1,10,SEA 45,10,3,Carson Wentz pass complete short middle to Zach Ertz for 7 yards (tackle by K.J. Wright and Bobby Wagner),2.590,2.990
3,6:14,2,3,SEA 38,10,3,Carson Wentz pass incomplete short left intended for Jordan Matthews (defended by Tre Flowers),2.990,2.280
3,6:10,3,3,SEA 38,10,3,"Carson Wentz aborted snap, recovered by Quinton Jefferson at SEA-48 and returned for 20 yards (tackle by Carson Wentz)",2.280,-3.450
3,6:01,1,10,PHI 32,10,3,"Penalty on Jacob Hollister: False Start, 5 yards (no play)",3.450,3.120
3,6:01,1,15,PHI 37,10,3,"Penalty on SEA: Delay of Game, 5 yards (no play)",3.120,2.790
3,6:01,1,20,PHI 42,10,3,Russell Wilson pass complete short left to D.K. Metcalf for 5 yards (tackle by Nigel Bradham and Nathan Gerry),2.790,2.230
3,5:16,2,15,PHI 37,10,3,Russell Wilson pass incomplete deep middle intended for Tyler Lockett,2.230,1.550
3,5:11,3,15,PHI 37,10,3,"Russell Wilson pass complete short left to Jacob Hollister for 9 yards (tackle by Rodney McLeod). Penalty on Joey Hunt: Tripping, 10 yards (no play)",1.550,0.230
3,4:53,3,25,PHI 47,10,3,"Russell Wilson pass deep left (defended by Ronald Darby) intended for David Moore is intercepted by Rodney McLeod at PHI-18 and returned for 7 yards, lateral to Avonte Maddox for 8 yards",0.230,-1.140
3,4:37,1,10,PHI 33,10,3,Carson Wentz pass complete short left to Dallas Goedert for 1 yard (tackle by K.J. Wright),1.140,0.730
3,3:56,2,9,PHI 34,10,3,Miles Sanders left guard for 14 yards (tackle by Mychal Kendricks),0.730,2.130
3,3:16,1,10,PHI 48,10,3,Carson Wentz pass complete short middle to Greg Ward for 9 yards (tackle by Shaquill Griffin),2.130,2.800
3,2:35,2,1,SEA 43,10,3,"Jay Ajayi left tackle for 9 yards (tackle by Bobby Wagner). Penalty on Matt Pryor: Offensive Holding, 10 yards (no play)",2.800,1.450
3,2:08,2,11,PHI 47,10,3,Carson Wentz pass complete short right to Dallas Goedert for -3 yards (tackle by K.J. Wright),1.450,0.370
3,1:22,3,14,PHI 44,10,3,Carson Wentz pass incomplete short left intended for JJ Arcega-Whiteside (defended by Branden Jackson),0.370,-0.460
3,1:18,4,14,PHI 44,10,3,"Cameron Johnston punts 46 yards, returned by David Moore for 12 yards (tackle by Rick Lovato). Penalty on Delano Hill: Illegal Block Above the Waist, 10 yards",-0.460,0.350
3,1:06,1,10,SEA 12,10,3,Rashaad Penny up the middle for 8 yards (tackle by Avonte Maddox),-0.350,0.290
3,0:28,2,2,SEA 20,10,3,Rashaad Penny right end for 1 yard (tackle by Vinny Curry),0.290,-0.370
Quarter,Time,Down,ToGo,Location,SEA,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,SEA 21,10,3,Chris Carson left end for 6 yards (tackle by Avonte Maddox),-0.370,0.740
4,14:29,1,10,SEA 27,10,3,Rashaad Penny right tackle for 3 yards (tackle by Fletcher Cox and Nathan Gerry),0.740,0.600
4,13:52,2,7,SEA 30,10,3,Russell Wilson sacked by and Nathan Gerry for -4 yards and Malcolm Jenkins for -4 yards,0.600,-0.620
4,13:05,3,11,SEA 26,10,3,"Russell Wilson pass incomplete deep right intended for Josh Gordon. Penalty on Jalen Mills: Defensive Holding, 5 yards (no play)",-0.620,1.000
4,12:59,1,10,SEA 31,10,3,Rashaad Penny left end for 21 yards (tackle by Avonte Maddox),1.000,2.390
4,12:12,1,10,PHI 48,10,3,"Russell Wilson pass incomplete short right intended for Tyler Lockett (defended by Jalen Mills). Penalty on George Fant: Offensive Holding, 10 yards (no play)",2.390,1.730
4,12:06,1,20,SEA 42,16,3,"Rashaad Penny up the middle for 58 yards, touchdown",1.730,7.000
4,11:56,,,PHI 15,17,3,Jason Myers kicks extra point good,0.000,0.000
4,11:56,,,SEA 35,17,3,"Jason Myers kicks off 58 yards, returned by Boston Scott for 19 yards (tackle by Travis Homer)",0.000,0.670
4,11:50,1,10,PHI 26,17,3,Carson Wentz pass complete short left to Jordan Matthews for 8 yards (tackle by Mychal Kendricks),0.670,1.210
4,11:32,2,2,PHI 34,17,3,Carson Wentz pass complete short left to Zach Ertz for 12 yards (tackle by Bradley McDougald),1.210,1.990
4,11:05,1,10,PHI 46,17,3,Miles Sanders up the middle for 8 yards (tackle by Bradley McDougald),1.990,2.530
4,10:37,2,2,SEA 46,17,3,"Carson Wentz pass complete short right to Dallas Goedert for 14 yards (tackle by Quandre Diggs and Shaquill Griffin). Dallas Goedert fumbles (forced by Quandre Diggs), recovered by Quandre Diggs at SEA-32 (tackle by Jordan Matthews)",2.530,-1.070
4,10:28,1,10,SEA 32,17,3,"Chris Carson left tackle for 3 yards (tackle by Rodney McLeod). Chris Carson fumbles (forced by Rodney McLeod), recovered by Chris Carson at SEA-35",1.070,0.930
4,9:43,2,7,SEA 35,17,3,"Russell Wilson aborted snap, recovered by Nathan Gerry at SEA-31",0.930,-3.510
4,9:38,1,10,SEA 31,17,3,Carson Wentz left end for 6 yards (tackle by Mychal Kendricks),3.510,3.780
4,9:07,2,4,SEA 25,17,3,Carson Wentz left end for 3 yards (tackle by K.J. Wright),3.780,3.470
4,8:35,3,1,SEA 22,17,3,Miles Sanders up the middle for -1 yards (tackle by Poona Ford),3.470,2.050
4,7:54,4,2,SEA 23,17,3,Carson Wentz pass incomplete short right intended for JJ Arcega-Whiteside (defended by Shaquill Griffin),2.050,-0.540
4,7:50,1,10,SEA 24,17,3,Rashaad Penny left tackle for no gain (tackle by Fletcher Cox),0.540,0.000
4,7:07,2,10,SEA 24,17,3,Russell Wilson pass complete short right to Chris Carson for 8 yards (tackle by Jalen Mills),0.000,0.370
4,6:21,,,,,,Timeout #1 by Seattle Seahawks,,
4,6:21,3,2,SEA 32,17,3,Russell Wilson pass complete deep middle to Tyler Lockett for 38 yards (tackle by Jalen Mills). Penalty on Jalen Mills: Defensive Holding (Declined),0.370,3.580
4,6:06,1,10,PHI 30,17,3,Rashaad Penny left end for -4 yards (tackle by Nigel Bradham),3.580,2.490
4,5:22,2,14,PHI 34,17,3,Russell Wilson pass incomplete short right intended for Malik Turner,2.490,1.820
4,5:17,3,14,PHI 34,17,3,Russell Wilson sacked by and Malcolm Jenkins for -5 yards and Brandon Graham for -5 yards,1.820,0.660
4,5:14,,,,,,Timeout #2 by Philadelphia Eagles,,
4,5:13,4,19,PHI 39,17,3,Michael Dickson punts 37 yards downed by Ugochukwu Amadi,0.660,0.380
4,5:07,1,10,PHI 2,17,3,Carson Wentz pass incomplete deep middle intended for Jordan Matthews,-0.380,-0.780
4,5:00,2,10,PHI 2,17,3,Carson Wentz pass complete short middle to Zach Ertz for 12 yards (tackle by Bobby Wagner). Penalty on Bobby Wagner: Illegal Contact (Declined),-0.780,-0.280
4,4:54,1,10,PHI 14,17,3,Carson Wentz pass complete short left to Zach Ertz for 12 yards,-0.280,0.670
4,4:48,1,10,PHI 26,17,3,Carson Wentz pass complete short middle to Zach Ertz for 9 yards (tackle by Tre Flowers),0.670,1.350
4,4:26,2,1,PHI 35,17,3,Carson Wentz pass complete short right to Zach Ertz for 9 yards (tackle by Akeem King),1.350,1.860
4,4:20,1,10,PHI 44,17,3,Carson Wentz pass deep left intended for Jordan Matthews is intercepted by Tre Flowers at SEA-32 and returned for no gain,1.860,-1.070
4,4:10,1,10,SEA 32,17,3,Russell Wilson pass complete short left to D.K. Metcalf for 13 yards (tackle by Nigel Bradham),1.070,1.930
4,4:05,1,10,SEA 45,17,3,Rashaad Penny left guard for 2 yards (tackle by T.J. Edwards and Malcolm Jenkins),1.930,1.650
4,4:01,,,,,,Timeout #3 by Philadelphia Eagles,,
4,4:01,2,8,SEA 47,17,3,Rashaad Penny right end for -3 yards (tackle by Anthony Rush),1.650,0.560
4,3:16,3,11,SEA 44,17,3,Rashaad Penny left tackle for 6 yards (tackle by Nigel Bradham),0.560,-0.060
4,2:30,,,,,,Timeout #2 by Seattle Seahawks,,
4,2:29,4,5,SEA 50,17,3,"Michael Dickson punts 50 yards, touchback.",-0.060,-0.280
4,2:23,1,10,PHI 20,17,3,Carson Wentz pass complete short middle to Miles Sanders for 9 yards (tackle by K.J. Wright and Bobby Wagner),0.280,0.950
4,2:00,2,1,PHI 29,17,3,Carson Wentz pass complete short right to Jordan Matthews for 10 yards (tackle by Shaquill Griffin),0.950,1.530
4,1:37,1,10,PHI 39,17,3,Carson Wentz pass complete short middle to Miles Sanders for 9 yards (tackle by Shaquem Griffin),1.530,2.200
4,1:15,2,1,PHI 48,17,3,Carson Wentz pass complete short left to Miles Sanders for 5 yards (tackle by K.J. Wright),2.200,2.460
4,0:55,1,10,SEA 47,17,3,Carson Wentz pass complete short right to Dallas Goedert for 7 yards (tackle by Akeem King),2.460,2.860
4,0:48,2,3,SEA 40,17,3,Carson Wentz pass complete short left to Dallas Goedert for 8 yards (tackle by Bobby Wagner),2.860,3.450
4,0:27,1,10,SEA 32,17,3,Carson Wentz pass complete deep left to JJ Arcega-Whiteside for 30 yards (tackle by Bradley McDougald),3.450,6.740
4,0:23,,,,,,Timeout #3 by Seattle Seahawks,,
4,0:23,1,2,SEA 2,17,9,"Carson Wentz pass complete short right to Zach Ertz for 2 yards, touchdown",6.740,7.000
4,0:20,,,SEA 2,17,9,"Two Point Attempt: Carson Wentz rushes, conversion fails., recovered by Rasheem Green at PHI-35",1.000,-1.000
4,0:20,,,PHI 35,17,9,"Jake Elliott kicks onside 13 yards, returned by Jacob Hollister for no gain (tackle by Duke Riley)",0.000,2.390
4,0:19,1,10,PHI 48,17,9,Russell Wilson kneels for -1 yards,2.390,1.710
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
