Quarter,Time,Down,ToGo,Location,OAK,ATL,Detail,EPB,EPA
1,0:08,4,5,OAK 40,3,0,Chris Mohr punts 28 yards,0.590,0.350
Quarter,Time,Down,ToGo,Location,OAK,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,OAK 12,3,0,Amos Zereoue up the middle for 2 yards (tackle by Chris Draft and Matt Stewart),-0.350,-0.610
2,14:24,2,8,OAK 14,3,0,Chris Hetherington up the middle for 4 yards (tackle by Matt Stewart and Patrick Kerney),-0.610,-0.720
2,13:46,3,4,OAK 18,3,0,Kerry Collins pass incomplete intended for J.R. Redmond,-0.720,-2.240
2,13:42,4,4,OAK 18,3,0,"Shane Lechler punts 52 yards. Penalty on Siddeeq Shabazz: Illegal Block Above the Waist, 10 yards",-2.240,-0.540
2,13:27,1,10,ATL 24,3,0,Warrick Dunn up the middle for 7 yards (tackle by Jarrod Cooper),0.540,0.940
2,12:54,2,3,ATL 31,3,0,Warrick Dunn right tackle for 2 yards (tackle by Grant Irons),0.940,0.500
2,12:10,3,1,ATL 33,3,0,T.J. Duckett right tackle for 5 yards (tackle by Jarrod Cooper),0.500,1.470
2,11:32,1,10,ATL 38,3,0,Michael Vick pass incomplete intended for Brian Finneran,1.470,0.920
2,11:25,2,10,ATL 38,3,0,Warrick Dunn up the middle for no gain (tackle by Grant Irons),0.920,0.230
2,10:43,3,10,ATL 38,3,0,"Michael Vick pass incomplete is intercepted by Stuart Schweigert at OAK-37 and returned for 29 yards (tackle by Roberto Garza). Penalty on Tommy Kelly: Defensive Offside, 5 yards (no play)",0.230,0.890
2,10:33,3,5,ATL 43,3,0,Michael Vick pass incomplete intended for Michael Jenkins,0.890,-0.520
2,10:26,4,5,ATL 43,3,0,"Chris Mohr punts 52 yards. Penalty on Jimmy Farris: Player Out of Bounds on Punt, 5 yards (no play)",-0.520,-0.850
2,10:12,4,10,ATL 38,3,0,"Chris Mohr punts 38 yards, fair catch by Phillip Buchanon",-0.850,-0.540
2,10:05,1,10,OAK 24,3,0,Kerry Collins pass incomplete intended for Jerry Porter (defended by Matt Stewart),0.540,0.000
2,9:58,2,10,OAK 24,3,0,"Penalty on Kerry Collins: Delay of Game, 5 yards (no play)",0.000,-0.740
2,9:58,2,15,OAK 19,3,0,Kerry Collins pass incomplete intended for Jerry Porter,-0.740,-1.430
2,9:54,3,15,OAK 19,3,0,Kerry Collins pass incomplete intended for J.R. Redmond,-1.430,-2.140
2,9:49,4,15,OAK 19,3,0,"Shane Lechler punts 67 yards, returned by Allen Rossum for 50 yards (tackle by J.R. Redmond)",-2.140,-3.180
2,9:30,1,10,OAK 36,3,0,Michael Vick pass complete to Justin Griffith for 8 yards (tackle by Ray Buchanan),3.180,3.720
2,8:52,2,2,OAK 28,3,6,"T.J. Duckett up the middle for 28 yards, touchdown",3.720,7.000
2,,,,OAK 2,3,7,Jay Feely kicks extra point good,0.000,0.000
2,,,,ATL 30,3,7,"Jay Feely kicks off 73 yards, returned by J.R. Redmond for 18 yards (tackle by Michael Jenkins)",0.000,-0.220
2,8:43,1,10,OAK 15,3,7,Amos Zereoue right end for 16 yards (tackle by Bryan Scott),-0.220,1.000
2,8:01,1,10,OAK 31,3,7,Amos Zereoue up the middle for 6 yards (tackle by Patrick Kerney),1.000,1.270
2,7:30,2,4,OAK 37,3,7,Kerry Collins pass complete to Doug Gabriel for 10 yards (tackle by Kevin Mathis),1.270,2.060
2,6:52,1,10,OAK 47,3,7,"J.R. Redmond up the middle for 18 yards (tackle by Aaron Beasley). J.R. Redmond fumbles (forced by Aaron Beasley), recovered by Brady Smith at ATL-35",2.060,-1.270
2,6:44,1,10,ATL 35,3,7,Warrick Dunn left tackle for 3 yards (tackle by Jarrod Cooper),1.270,1.130
2,6:11,2,7,ATL 38,3,7,Michael Vick pass complete to Alge Crumpler for 22 yards (tackle by Phillip Buchanon),1.130,2.920
2,5:31,1,10,OAK 40,3,7,Warrick Dunn left tackle for 2 yards (tackle by Danny Clark),2.920,2.640
2,4:58,2,8,OAK 38,3,7,Michael Vick pass incomplete intended for Justin Griffith,2.640,1.950
2,4:48,3,8,OAK 38,3,7,"Michael Vick pass incomplete intended for Michael Jenkins. Penalty on Charles Woodson: Defensive Holding, 5 yards (no play)",1.950,3.380
2,4:44,1,10,OAK 33,3,7,Warrick Dunn right tackle for 5 yards (tackle by Jarrod Cooper),3.380,3.510
2,4:05,2,5,OAK 28,3,7,Michael Vick pass complete to Brian Finneran for 17 yards,3.510,4.840
2,3:32,1,10,OAK 11,3,7,Warrick Dunn up the middle for 7 yards (tackle by Stuart Schweigert),4.840,5.470
2,2:54,2,3,OAK 4,3,7,T.J. Duckett right tackle for 2 yards (tackle by Napoleon Harris and Bobby Hamilton),5.470,5.120
2,2:15,3,1,OAK 2,3,13,"T.J. Duckett right tackle for 2 yards, touchdown",5.120,7.000
2,,,,OAK 2,3,14,Jay Feely kicks extra point good,0.000,0.000
2,,,,ATL 30,3,14,"Jay Feely kicks off 68 yards, returned by J.R. Redmond for 17 yards (tackle by Eric Johnson)",0.000,0.150
2,2:06,1,10,OAK 19,3,14,Kerry Collins pass complete to J.R. Redmond for 5 yards (tackle by Demorrio Williams),0.150,0.340
2,2:00,2,5,OAK 24,3,14,"Penalty on Brad Badger: False Start, 5 yards (no play)",0.340,-0.390
2,2:00,2,10,OAK 19,3,14,J.R. Redmond left tackle for 13 yards (tackle by Keith Brooking),-0.390,1.070
2,1:37,1,10,OAK 32,3,14,Kerry Collins pass complete to John Stone for 7 yards,1.070,1.470
2,1:32,2,3,OAK 39,3,14,J.R. Redmond up the middle for 7 yards (tackle by Keith Brooking),1.470,1.990
2,1:25,,,,3,14,Timeout #2 by Oakland Raiders,0.000,1.990
2,1:25,1,10,OAK 46,3,20,"Kerry Collins pass incomplete is intercepted by Roderick Coleman at OAK-39 and returned for 39 yards, touchdown",1.990,-7.000
2,,,,OAK 2,3,21,Jay Feely kicks extra point good,0.000,0.000
2,,,,ATL 30,3,21,"Jay Feely kicks off 72 yards, returned by John Stone for 25 yards (tackle by Eric Johnson). Penalty on Tommy Kelly: Offensive Holding, 9 yards",0.000,-0.380
2,1:07,1,10,OAK 9,3,21,Amos Zereoue right tackle for 4 yards (tackle by Kevin Mathis),-0.380,-0.480
2,1:00,,,,3,21,Timeout #3 by Oakland Raiders,0.000,-0.480
2,1:00,2,6,OAK 13,3,21,Amos Zereoue right end for 7 yards (tackle by Patrick Kerney),-0.480,0.280
2,0:23,1,10,OAK 20,3,21,Amos Zereoue left end for 10 yards (tackle by Demorrio Williams),0.280,0.940
Quarter,Time,Down,ToGo,Location,OAK,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 30,3,21,"Sebastian Janikowski kicks off 44 yards, returned by Stanley Pritchett for 2 yards. Penalty on Travian Smith: Offside on Free Kick, 5 yards",,
3,14:59,1,10,ATL 33,3,21,Warrick Dunn up the middle for 1 yard (tackle by Terdell Sands),1.140,0.730
3,14:25,2,9,ATL 34,3,21,Warrick Dunn right tackle for 4 yards (tackle by Danny Clark),0.730,0.560
3,13:47,3,5,ATL 38,3,21,Michael Vick pass complete to Peerless Price for 13 yards (tackle by Phillip Buchanon),0.560,2.320
3,13:10,1,10,OAK 49,3,21,"Michael Vick left end for 5 yards (tackle by Jarrod Cooper). Penalty on Roberto Garza: Chop Block, 15 yards (no play)",2.320,1.330
3,12:46,1,25,ATL 36,3,21,Michael Vick pass complete to Dez White for 5 yards (tackle by Danny Clark),1.330,0.430
3,12:09,2,20,ATL 41,3,21,Michael Vick pass incomplete intended for Dez White,0.430,-0.230
3,12:02,3,20,ATL 41,3,21,Michael Vick pass complete to Warrick Dunn for 9 yards (tackle by Tim Johnson),-0.230,-0.060
3,11:35,4,11,ATL 50,3,21,"Chris Mohr punts 35 yards. Penalty on Chris Hetherington: Roughing the Kicker, 15 yards (no play)",-0.060,3.250
3,11:24,1,10,OAK 35,3,21,"Michael Vick pass incomplete. Penalty on Kevin Shaffer: Ineligible Downfield Pass, 5 yards (no play)",3.250,2.920
3,11:16,1,15,OAK 40,3,21,Michael Vick pass complete to Peerless Price for 5 yards (tackle by Phillip Buchanon),2.920,2.700
3,10:42,2,10,OAK 35,3,21,T.J. Duckett up the middle for 1 yard (tackle by Danny Clark),2.700,2.150
3,10:02,3,9,OAK 34,3,21,Michael Vick pass complete to Michael Jenkins for 9 yards (tackle by Stuart Schweigert),2.150,3.910
3,9:21,1,10,OAK 25,3,21,Warrick Dunn up the middle for 1 yard (tackle by Tommy Kelly),3.910,3.500
3,8:43,2,9,OAK 24,3,21,"Michael Vick pass complete to Justin Griffith for 13 yards (tackle by Stuart Schweigert). Penalty on Alge Crumpler: Face Mask (15 Yards), 15 yards",3.500,3.840
3,8:23,1,10,OAK 26,3,21,Warrick Dunn up the middle for 5 yards (tackle by Danny Clark),3.840,3.970
3,7:46,2,5,OAK 21,3,21,Warrick Dunn right tackle for 4 yards (tackle by Napoleon Harris),3.970,3.950
3,7:08,3,1,OAK 17,3,21,T.J. Duckett right tackle for 2 yards (tackle by Sam Williams),3.950,4.580
3,6:26,1,10,OAK 15,3,21,Michael Vick pass incomplete intended for Alge Crumpler,4.580,3.950
3,6:18,2,10,OAK 15,3,21,Warrick Dunn right tackle for 6 yards (tackle by Ray Buchanan),3.950,4.220
3,5:40,3,4,OAK 9,3,21,"Michael Vick pass incomplete intended for Alge Crumpler. Penalty on Charles Woodson: Illegal Contact, 5 yards (no play)",4.220,6.280
3,5:35,1,4,OAK 4,3,27,"T.J. Duckett left tackle for 4 yards, touchdown",6.280,7.000
3,,,,OAK 2,3,28,Jay Feely kicks extra point good,0.000,0.000
3,,,,ATL 30,3,28,"Jay Feely kicks off 65 yards, returned by J.R. Redmond for 19 yards (tackle by Siddeeq Shabazz)",0.000,0.540
3,5:25,1,10,OAK 24,3,28,Kerry Collins pass complete to Doug Gabriel for 9 yards (tackle by Kevin Mathis),0.540,1.210
3,4:51,2,1,OAK 33,3,28,Amos Zereoue up the middle for 3 yards (tackle by Chris Draft),1.210,1.330
3,4:16,1,10,OAK 36,3,28,Kerry Collins pass incomplete intended for Doug Gabriel,1.330,0.790
3,4:10,2,10,OAK 36,3,28,Kerry Collins pass complete to Jerry Porter for 20 yards (tackle by Kevin Mathis),0.790,2.650
3,3:26,1,10,ATL 44,3,28,Kerry Collins pass complete to Amos Zereoue for 3 yards (tackle by Roderick Coleman),2.650,2.520
3,2:48,2,7,ATL 41,3,28,Amos Zereoue up the middle for 2 yards (tackle by Patrick Kerney),2.520,2.080
3,2:10,3,5,ATL 39,3,28,Kerry Collins pass incomplete intended for Doug Jolley,2.080,0.660
3,2:06,4,5,ATL 39,3,28,"Penalty on Robert Gallery: False Start, 5 yards (no play)",0.660,0.330
3,1:48,4,10,ATL 44,3,28,"Shane Lechler punts 34 yards, fair catch by Allen Rossum",0.330,0.380
3,1:40,1,10,ATL 10,3,28,Michael Vick pass complete to Dez White for 18 yards (tackle by Stuart Schweigert),-0.380,0.810
3,1:02,1,10,ATL 28,3,28,T.J. Duckett left tackle for 7 yards (tackle by Danny Clark),0.810,1.210
3,0:22,2,3,ATL 35,3,28,T.J. Duckett left tackle for 1 yard (tackle by John Parrella),1.210,0.630
Quarter,Time,Down,ToGo,Location,OAK,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,ATL 36,3,28,T.J. Duckett right tackle for 7 yards (tackle by Sam Williams),0.630,1.800
4,14:25,1,10,ATL 43,3,28,Michael Vick pass incomplete intended for Peerless Price,1.800,1.250
4,14:19,2,10,ATL 43,3,28,T.J. Duckett left tackle for 5 yards (tackle by Terdell Sands),1.250,1.220
4,13:38,3,5,ATL 48,3,28,Warrick Dunn right tackle for 6 yards (tackle by Denard Walker),1.220,2.520
4,13:10,1,10,OAK 46,3,28,Warrick Dunn up the middle for 13 yards (tackle by Sam Williams),2.520,3.380
4,12:36,1,10,OAK 33,3,28,Warrick Dunn right tackle for 5 yards (tackle by John Parrella),3.380,3.510
4,11:53,2,5,OAK 28,3,28,Warrick Dunn left tackle for 2 yards (tackle by Tim Johnson),3.510,3.070
4,11:10,3,3,OAK 26,3,28,Michael Vick left end for 19 yards (tackle by Stuart Schweigert),3.070,5.600
4,10:22,1,7,OAK 7,3,28,Warrick Dunn right tackle for 2 yards (tackle by Grant Irons),5.600,5.150
4,9:41,2,5,OAK 5,3,28,Michael Vick pass complete to Brian Finneran for 4 yards (tackle by Phillip Buchanon),5.150,5.170
4,9:02,3,1,OAK 1,3,34,"T.J. Duckett up the middle for 1 yard, touchdown",5.170,7.000
4,,,,OAK 2,3,35,Jay Feely kicks extra point good,0.000,0.000
4,,,,ATL 30,3,35,"Jay Feely kicks off 70 yards, touchback",0.000,0.280
4,9:00,1,10,OAK 20,3,35,Kerry Collins pass incomplete intended for John Stone,0.280,-0.270
4,8:55,2,10,OAK 20,3,35,Kerry Collins pass complete to Doug Jolley for 9 yards (tackle by Keith Brooking),-0.270,0.230
4,8:11,3,1,OAK 29,3,35,Zack Crockett left tackle for 3 yards (tackle by Keith Brooking),0.230,1.070
4,7:32,1,10,OAK 32,3,35,Kerry Collins pass incomplete intended for Doug Gabriel,1.070,0.530
4,7:26,2,10,OAK 32,3,35,"Kerry Collins pass complete to J.R. Redmond for 4 yards (tackle by Demorrio Williams). Penalty on Chad Lavalais: Defensive Offside, 5 yards (no play)",0.530,1.200
4,7:08,2,5,OAK 37,3,35,Kerry Collins pass incomplete intended for Alvis Whitted,1.200,0.500
4,7:01,3,5,OAK 37,3,35,Kerry Collins pass incomplete intended for Jerry Porter,0.500,-0.910
4,6:56,4,5,OAK 37,3,35,Shane Lechler punts 44 yards,-0.910,-0.150
4,6:43,1,10,ATL 19,3,35,Warrick Dunn right tackle for 3 yards (tackle by Napoleon Harris),0.150,0.070
4,5:59,2,7,ATL 22,3,35,Warrick Dunn up the middle for 3 yards (tackle by Sam Williams),0.070,-0.290
4,5:15,3,4,ATL 25,3,35,Matt Schaub pass incomplete intended for Stanley Pritchett,-0.290,-1.700
4,5:10,4,4,ATL 25,3,35,"Chris Mohr punts 46 yards, fair catch by Phillip Buchanon",-1.700,-0.870
4,5:00,1,10,OAK 29,3,35,Kerry Collins pass complete to John Stone for 55 yards (tackle by Bryan Scott),0.870,4.510
4,4:18,1,10,ATL 16,3,35,Kerry Collins pass complete to Teyo Johnson for 13 yards (tackle by Bryan Scott),4.510,6.510
4,4:10,1,3,ATL 3,3,35,J.R. Redmond up the middle for 2 yards (tackle by Antwan Lake),6.510,5.910
4,3:31,2,1,ATL 1,9,35,"Zack Crockett up the middle for 1 yard, touchdown",5.910,7.000
4,,,,ATL 2,10,35,Sebastian Janikowski kicks extra point good,0.000,0.000
4,,,,OAK 30,10,35,"Sebastian Janikowski kicks onside 13 yards, recovered by Michael Jenkins",0.000,2.720
4,3:26,1,10,OAK 43,10,35,Justin Griffith right tackle for 2 yards (tackle by Tommy Kelly),2.720,2.450
4,3:19,,,,10,35,Timeout #1 by Oakland Raiders,0.000,2.450
4,3:19,2,8,OAK 41,10,35,Stanley Pritchett for 1 yard (tackle by Napoleon Harris),2.450,1.880
4,3:13,,,,10,35,Timeout #2 by Oakland Raiders,0.000,1.880
4,3:13,3,7,OAK 40,10,35,Stanley Pritchett right end for 8 yards (tackle by Ray Buchanan),1.880,3.450
4,2:27,1,10,OAK 32,10,35,Stanley Pritchett right tackle for 4 yards (tackle by Travian Smith),3.450,3.440
4,2:00,2,6,OAK 28,10,35,Stanley Pritchett left tackle for 2 yards (tackle by Napoleon Harris),3.440,3.010
4,1:17,3,4,OAK 26,10,35,Stanley Pritchett up the middle for no gain (tackle by Tommy Kelly),3.010,1.810
4,0:33,4,4,OAK 26,10,35,Stanley Pritchett right tackle for 3 yards (tackle by John Parrella),1.810,-0.540
4,0:26,1,10,OAK 24,10,35,J.R. Redmond up the middle for 3 yards (tackle by Chad Lavalais),0.540,0.400
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
