Quarter,Time,Down,ToGo,Location,STL,SDG,Detail,EPB,EPA
2,2:26,1,10,SDG 15,7,14,Philip Rivers pass complete deep right to Eric Parker for 16 yards (tackle by Travis Fisher),-0.220,1.000
2,2:02,1,10,SDG 31,7,14,Philip Rivers pass complete short middle to Keenan McCardell for 11 yards (tackle by Travis Fisher),1.000,1.730
2,1:55,1,10,SDG 42,7,14,Philip Rivers pass complete short middle to Antonio Gates for 11 yards (tackle by Travis Fisher),1.730,2.460
2,1:29,1,10,STL 47,7,14,Philip Rivers pass incomplete deep left intended for Eric Parker,2.460,1.910
2,1:23,2,10,STL 47,7,14,Philip Rivers pass complete to LaDainian Tomlinson for 6 yards (tackle by Dexter Coakley),1.910,2.010
2,1:18,3,4,STL 41,7,14,Philip Rivers pass incomplete deep right intended for Antonio Gates,2.010,0.530
2,1:14,4,4,STL 41,7,14,"Mike Scifres punts 29 yards, fair catch by Dane Looker",0.530,0.350
2,1:07,1,10,STL 12,7,14,Steven Jackson right end for 10 yards (tackle by Donnie Edwards and Quentin Jammer),-0.350,0.410
2,0:33,1,10,STL 22,7,14,Tony Fisher middle for -1 yards (tackle by Luis Castillo),0.410,-0.270
Quarter,Time,Down,ToGo,Location,STL,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,7,14,"Nate Kaeding kicks off 70 yards, returned by Tony Fisher for 23 yards (tackle by Matt Wilhelm)",0.000,0.480
3,14:55,1,10,STL 23,7,14,Marc Bulger pass complete deep middle to Kevin Curtis for 16 yards (tackle by Clinton Hart),0.480,1.530
3,14:13,1,10,STL 39,7,14,Marc Bulger pass complete short right to Torry Holt for 4 yards (tackle by Shawne Merriman),1.530,1.530
3,13:37,2,6,STL 43,7,14,Marc Bulger pass incomplete short middle intended for Steven Jackson,1.530,0.830
3,13:33,3,6,STL 43,7,14,Marc Bulger sacked by Shawne Merriman for -5 yards,0.830,-0.850
3,13:14,4,11,STL 38,7,14,"Matt Turk punts 37 yards, fair catch by Eric Parker",-0.850,-0.610
3,13:05,1,10,SDG 25,7,14,LaDainian Tomlinson left end for 4 yards (tackle by Will Witherspoon),0.610,0.600
3,12:39,2,6,SDG 29,7,14,Philip Rivers pass complete short right to Antonio Gates for 5 yards (tackle by Will Witherspoon),0.600,0.560
3,11:59,3,1,SDG 34,7,14,Philip Rivers pass incomplete short right intended for Antonio Gates,0.560,-1.110
3,11:55,4,1,SDG 34,7,14,"Mike Scifres punts 55 yards, muffed catch by Shaun McDonald, ball out of bounds at STL-11",-1.110,0.370
3,11:47,1,10,STL 11,7,14,Steven Jackson left end for 9 yards (tackle by Marques Harris and Stephen Cooper),-0.370,0.360
3,11:12,2,1,STL 20,7,14,Steven Jackson left tackle for no gain (tackle by Jamal Williams),0.360,-0.370
3,10:31,3,1,STL 20,7,14,Stephen Davis middle for 14 yards (tackle by Marlon McCree and Jacques Cesaire),-0.370,1.200
3,9:39,,,,7,14,Timeout #1 by St. Louis Rams,0.000,1.200
3,9:39,1,10,STL 34,7,14,Marc Bulger pass complete deep right to Isaac Bruce for 37 yards (tackle by Terrence Kiel),1.200,3.640
3,9:15,1,10,SDG 29,7,20,"Stephen Davis middle for 4 yards (tackle by Jacques Cesaire). Stephen Davis fumbles (forced by Jacques Cesaire), recovered by Marlon McCree at SDG-21 and returned for 79 yards, touchdown",3.640,-7.000
3,,,,STL 2,7,21,Nate Kaeding kicks extra point good,0.000,0.000
3,,,,SDG 30,7,21,"Nate Kaeding kicks off 70 yards, returned by Tony Fisher for 16 yards (tackle by Tim Dobbins)",0.000,-0.140
3,8:52,1,10,STL 16,7,21,Marc Bulger pass complete deep left to Torry Holt for 20 yards (tackle by Antonio Cromartie),-0.140,1.330
,,,,,,,"SDG challenged the ruling, and the play was upheld.",,
3,8:37,1,10,STL 36,7,21,Marc Bulger pass complete deep middle to Isaac Bruce for 44 yards (tackle by Carlos Polk),1.330,4.240
3,8:07,1,10,SDG 20,7,21,Marc Bulger pass incomplete deep left intended for Torry Holt,4.240,3.690
3,8:03,2,10,SDG 20,7,21,Marc Bulger pass incomplete short left intended for Paul Smith,3.690,3.010
3,8:00,3,10,SDG 20,7,21,Marc Bulger pass complete short middle to Tony Fisher for 4 yards (tackle by Donnie Edwards),3.010,2.400
3,7:23,4,6,SDG 16,10,21,Jeff Wilkins 34 yard field goal good. Penalty on Antonio Cromartie: Defensive Offside (Declined),2.400,3.000
3,,,,STL 30,10,21,"Jeff Wilkins kicks off 73 yards, returned by Michael Turner for 20 yards (tackle by Raonall Smith)",0.000,-0.060
3,7:12,1,10,SDG 17,10,21,LaDainian Tomlinson right tackle for 5 yards (tackle by Dexter Coakley),-0.060,0.210
3,6:30,2,5,SDG 22,10,21,LaDainian Tomlinson middle for 1 yard (tackle by Jimmy Kennedy),0.210,-0.490
3,5:44,3,4,SDG 23,10,21,Philip Rivers pass complete short middle to Antonio Gates for 7 yards (tackle by Dexter Coakley),-0.490,0.940
3,5:03,1,10,SDG 30,10,21,LaDainian Tomlinson left tackle for 51 yards (tackle by O.J. Atogwe),0.940,4.310
3,4:11,1,10,STL 19,10,21,Michael Turner middle for 6 yards (tackle by La'Roi Glover),4.310,4.720
3,3:30,2,4,STL 13,10,21,Philip Rivers pass incomplete short left intended for Antonio Gates,4.720,3.960
3,3:24,3,4,STL 13,10,21,Philip Rivers pass incomplete short middle intended for Eric Parker,3.960,2.640
3,3:19,4,4,STL 13,10,24,Nate Kaeding 31 yard field goal good,2.640,3.000
3,,,,SDG 30,10,24,"Nate Kaeding kicks off 71 yards, returned by Tony Fisher for 21 yards (tackle by Steve Gregory)",0.000,0.280
3,3:11,1,10,STL 20,10,24,Steven Jackson middle for 3 yards (tackle by Donnie Edwards),0.280,0.140
3,2:39,2,7,STL 23,10,24,Marc Bulger pass complete short right to Isaac Bruce for 10 yards (tackle by Terrence Kiel),0.140,1.140
3,1:54,1,10,STL 33,10,24,Marc Bulger pass incomplete short middle intended for Tony Fisher,1.140,0.590
3,1:49,2,10,STL 33,10,24,Steven Jackson middle for 8 yards (tackle by Marques Harris and Donnie Edwards),0.590,0.960
3,1:10,3,2,STL 41,10,24,Marc Bulger pass incomplete short middle intended for Steven Jackson,0.960,-0.650
3,1:05,4,2,STL 41,10,24,"Matt Turk punts 43 yards, fair catch by Eric Parker",-0.650,0.140
3,0:56,1,10,SDG 16,10,24,LaDainian Tomlinson middle for 15 yards (tackle by Corey Chavous),-0.140,1.000
3,0:15,1,10,SDG 31,10,24,LaDainian Tomlinson left end for 5 yards (tackle by La'Roi Glover),1.000,1.140
Quarter,Time,Down,ToGo,Location,STL,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,SDG 36,10,24,Michael Turner middle for 1 yard (tackle by Brandon Chillar and Victor Adeyanju),1.140,0.560
4,14:16,3,4,SDG 37,10,24,Philip Rivers pass complete deep middle to Eric Parker for 22 yards (tackle by Fakhir Brown),0.560,2.850
4,13:29,1,10,STL 41,10,24,LaDainian Tomlinson middle for 1 yard (tackle by Victor Adeyanju and Will Witherspoon),2.850,2.440
4,12:43,2,9,STL 40,10,24,Philip Rivers pass incomplete short right intended for Malcom Floyd,2.440,1.750
4,12:36,3,9,STL 40,10,24,Philip Rivers pass complete short middle to LaDainian Tomlinson for 26 yards (tackle by O.J. Atogwe),1.750,4.650
4,11:50,1,10,STL 14,10,30,"Michael Turner left tackle for 14 yards, touchdown",4.650,7.000
4,,,,STL 2,10,31,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,10,31,"Nate Kaeding kicks off 53 yards, returned by Paul Smith for 3 yards (tackle by Clinton Hart)",0.000,0.280
4,11:39,1,10,STL 20,10,31,Marc Bulger pass complete short right to Steven Jackson for 28 yards (tackle by Drayton Florence),0.280,2.130
4,11:13,1,10,STL 48,10,31,Marc Bulger pass incomplete deep left intended for Kevin Curtis,2.130,1.580
,,,,,,,"STL challenged the ruling, and the play was upheld.",,
4,11:09,2,10,STL 48,10,31,"Marc Bulger pass complete short middle to Torry Holt for 4 yards (tackle by Donnie Edwards). Torry Holt fumbles (forced by Donnie Edwards), recovered by Richie Incognito at SDG-47",1.580,1.550
4,10:17,3,5,SDG 47,10,31,Marc Bulger pass complete short middle to Isaac Bruce for 7 yards (tackle by Donnie Edwards),1.550,2.920
4,9:50,1,10,SDG 40,10,31,Marc Bulger pass complete short right to Isaac Bruce for 7 yards (tackle by Quentin Jammer),2.920,3.320
4,9:21,2,3,SDG 33,10,31,Steven Jackson middle for 12 yards (tackle by Clinton Hart),3.320,4.170
4,8:58,1,10,SDG 21,10,31,Marc Bulger pass complete short middle to Tony Fisher for 3 yards (tackle by Donnie Edwards and Marlon McCree),4.170,4.040
4,8:24,2,7,SDG 18,10,31,Marc Bulger pass complete short right to Tony Fisher for 7 yards (tackle by Donnie Edwards),4.040,4.840
4,7:54,,,,10,31,Timeout #2 by San Diego Chargers,0.000,4.840
4,7:47,1,10,SDG 11,10,31,Marc Bulger pass complete short right to Joe Klopfenstein for 3 yards (tackle by Marlon McCree),4.840,4.700
4,7:12,2,7,SDG 8,10,31,"Penalty on Alex Barron: False Start, 5 yards (no play)",4.700,3.830
4,7:00,2,12,SDG 13,10,31,Marc Bulger pass complete short right to Kevin Curtis for 6 yards (tackle by Quentin Jammer),3.830,3.980
4,6:44,3,6,SDG 7,16,31,"Marc Bulger pass complete short left to Shaun McDonald for 7 yards, touchdown",3.980,7.000
4,,,,SDG 2,17,31,Jeff Wilkins kicks extra point good,0.000,0.000
4,,,,STL 30,17,31,Jeff Wilkins kicks onside 12 yards,0.000,2.790
4,6:38,1,10,STL 42,17,31,LaDainian Tomlinson middle for 1 yard (tackle by Will Witherspoon and Jimmy Kennedy),2.790,2.380
4,5:55,2,9,STL 41,17,31,LaDainian Tomlinson left end for 14 yards (tackle by Will Witherspoon),2.380,3.780
4,5:28,1,10,STL 27,17,31,LaDainian Tomlinson right tackle for 1 yard (tackle by Leonard Little),3.780,3.370
4,4:47,2,9,STL 26,17,31,LaDainian Tomlinson middle for 1 yard (tackle by La'Roi Glover),3.370,2.810
4,4:04,3,8,STL 25,17,37,"Philip Rivers pass complete deep right to LaDainian Tomlinson for 25 yards, touchdown",2.810,7.000
4,,,,STL 2,17,38,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,17,38,"Nate Kaeding kicks off 67 yards, returned by Tony Fisher for 22 yards (tackle by Clinton Hart)",0.000,0.610
4,3:52,1,10,STL 25,17,38,"Penalty on Orlando Pace: False Start, 5 yards (no play)",0.610,0.280
4,3:52,1,15,STL 20,17,38,Steven Jackson middle for 10 yards (tackle by Luis Castillo),0.280,0.740
4,3:23,2,5,STL 30,17,38,Marc Bulger pass complete short right to Kevin Curtis for 10 yards (tackle by Bhawoh Jue and Donnie Edwards),0.740,1.600
4,2:59,1,10,STL 40,17,38,Marc Bulger pass complete short middle to Steven Jackson for 9 yards (tackle by Drayton Florence and Donnie Edwards),1.600,2.270
4,2:30,2,1,STL 49,17,38,Marc Bulger pass complete short middle to Steven Jackson for 18 yards (tackle by Marlon McCree),2.270,3.380
4,2:00,1,10,SDG 33,17,38,Marc Bulger pass incomplete short left intended for Torry Holt,3.380,2.840
4,1:55,2,10,SDG 33,17,38,Marc Bulger pass complete short right to Tony Fisher for 10 yards (tackle by Drayton Florence),2.840,4.040
4,1:50,1,10,SDG 23,17,38,"Marc Bulger pass incomplete deep middle intended for Isaac Bruce. Penalty on Bhawoh Jue: Defensive Pass Interfere, 22 yards (no play)",4.040,6.970
4,1:44,1,1,SDG 1,17,38,Marc Bulger pass incomplete short left intended for Joe Klopfenstein,6.970,5.910
4,1:41,2,1,SDG 1,17,38,Steven Jackson middle for no gain (tackle by Luis Castillo and Jamal Williams),5.910,5.170
4,1:35,,,,17,38,Timeout #3 by St. Louis Rams,0.000,5.170
4,1:35,3,1,SDG 1,17,38,"Penalty on Alex Barron: False Start, 5 yards (no play)",5.170,4.040
4,1:35,3,6,SDG 6,23,38,"Marc Bulger pass complete short middle to Kevin Curtis for 6 yards, touchdown",4.040,7.000
4,,,,SDG 2,24,38,"Jeff Wilkins kicks extra point good. Penalty on Jamal Williams: Personal Foul, 15 yards",0.000,0.000
4,,,,STL 45,24,38,"Jeff Wilkins kicks onside 11 yards. Penalty on Isaiah Kacyvenski: Illegal Touch Kick, 5 yards",0.000,2.190
4,1:31,1,10,SDG 49,24,38,Philip Rivers kneels for -1 yards,2.190,1.510
4,0:48,2,11,SDG 48,24,38,Philip Rivers kneels for -1 yards,1.510,0.700
4,0:26,3,12,SDG 47,24,38,Philip Rivers kneels for -1 yards,0.700,-0.320
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
