Quarter,Time,Down,ToGo,Location,NWE,PHI,Detail,EPB,EPA
2,4:30,2,10,NWE 27,10,7,Tom Brady pass complete to David Patten for 4 yards (tackle by Troy Vincent),0.200,0.040
2,3:32,3,6,NWE 31,10,7,Larry Centers left end for 2 yards (tackle by Lito Sheppard),0.040,-1.180
2,3:03,4,4,NWE 33,10,7,"Ken Walter punts 51 yards, muffed catch by Brian Westbrook, recovered by Bethel Johnson and returned for no gain",-1.180,4.650
2,2:52,1,10,PHI 14,10,7,Tom Brady pass complete to Deion Branch for 9 yards (tackle by Clinton Hart),4.650,5.670
2,2:12,2,1,PHI 5,16,7,"Tom Brady pass complete to Christian Fauria for 5 yards, touchdown",5.670,7.000
2,,,,PHI 2,17,7,Adam Vinatieri kicks extra point good,0.000,0.000
2,,,,NWE 30,17,7,"Adam Vinatieri kicks off 63 yards, returned by Brian Westbrook for 22 yards (tackle by Larry Izzo)",0.000,0.870
2,2:03,1,10,PHI 29,17,7,"Donovan McNabb pass complete to James Thrash for 13 yards (tackle by Tyrone Poole). Penalty on Tyrone Poole: Face Mask (15 Yards), 15 yards",0.870,2.720
2,1:56,1,10,NWE 43,17,7,Donovan McNabb sacked by Jarvis Green for -5 yards,2.720,1.500
2,1:24,2,15,NWE 48,17,7,Donovan McNabb pass incomplete intended for Chad Lewis (defended by Rodney Harrison),1.500,0.830
2,1:21,3,15,NWE 48,17,7,Donovan McNabb pass incomplete intended for Chad Lewis (defended by Tedy Bruschi),0.830,0.070
2,1:15,4,15,NWE 48,17,7,"Dirk Johnson punts 36 yards, fair catch by Troy Brown",0.070,0.350
2,1:09,1,10,NWE 12,17,7,Larry Centers up the middle for 6 yards (tackle by Hollis Thomas),-0.350,-0.070
2,1:03,,,,17,7,Timeout #2 by Philadelphia Eagles,0.000,-0.070
2,1:03,2,4,NWE 18,17,7,Tom Brady pass incomplete intended for David Patten,-0.070,-0.720
2,1:01,3,4,NWE 18,17,7,Larry Centers right tackle for -1 yards (tackle by Troy Vincent and Mark Simoneau),-0.720,-2.320
2,0:53,,,,17,7,Timeout #3 by Philadelphia Eagles,0.000,-2.320
2,0:53,4,5,NWE 17,17,7,"Ken Walter punts 52 yards, returned by Brian Westbrook for no gain",-2.320,-1.000
2,0:46,1,10,PHI 31,17,7,Donovan McNabb pass complete to Todd Pinkston for 12 yards,1.000,1.800
2,0:42,1,10,PHI 43,17,7,Donovan McNabb right tackle for 12 yards (tackle by Richard Seymour),1.800,2.590
2,0:25,1,10,NWE 45,17,7,Donovan McNabb spiked the ball,2.590,2.040
2,0:24,2,10,NWE 45,17,7,Donovan McNabb pass incomplete intended for Chad Lewis,2.040,1.360
2,0:19,3,10,NWE 45,17,7,Donovan McNabb pass incomplete intended for James Thrash,1.360,0.270
2,0:16,4,10,NWE 45,17,7,"Dirk Johnson punts 45 yards, touchback",0.270,-0.280
2,0:07,1,10,NWE 20,17,7,Tom Brady kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,NWE,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 30,17,7,"Adam Vinatieri kicks off 57 yards, returned by Brian Westbrook for 22 yards (tackle by Aric Morris)",0.000,1.270
3,14:55,1,10,PHI 35,17,7,Donovan McNabb pass complete to James Thrash for 9 yards (tackle by Tedy Bruschi),1.270,1.940
3,14:20,2,1,PHI 44,17,7,Duce Staley up the middle for 2 yards (tackle by Ted Washington),1.940,1.990
3,13:42,1,10,PHI 46,17,7,Brian Westbrook left tackle for 5 yards (tackle by Rodney Harrison),1.990,2.130
3,12:57,2,5,NWE 49,17,7,Donovan McNabb pass complete to Duce Staley for 1 yard (tackle by Ty Law),2.130,1.550
3,12:14,3,4,NWE 48,17,7,"Duce Staley right tackle for 1 yard (tackle by Roman Phifer). Duce Staley fumbles (forced by Roman Phifer), recovered by Willie McGinest at NWE-47",1.550,-2.060
3,12:05,1,10,NWE 47,17,7,Kevin Faulk left tackle for 3 yards (tackle by Mark Simoneau),2.060,1.920
3,11:32,2,7,,17,7,Tom Brady pass complete to Troy Brown for 16 yards (tackle by Michael Lewis),1.920,3.310
3,10:55,1,10,PHI 34,17,7,Kevin Faulk left end for 1 yard (tackle by Lito Sheppard),3.310,2.910
3,10:28,2,9,PHI 33,17,7,Tom Brady sacked by Corey Simon for -7 yards,2.910,1.290
3,9:55,,,,17,7,Timeout #1 by New England Patriots,0.000,1.290
3,9:55,3,16,PHI 40,17,7,"Tom Brady pass incomplete intended for David Patten. Penalty on Tom Brady: Intentional Grounding, 15 yards",1.290,-0.390
3,9:51,4,31,NWE 45,17,7,"Ken Walter punts 45 yards, returned by Brian Westbrook for 18 yards (tackle by Chris Akins)",-0.390,-0.810
3,9:39,1,10,PHI 28,17,7,Donovan McNabb pass incomplete intended for Todd Pinkston (defended by Rodney Harrison),0.810,0.260
,,,,,,,"NWE challenged the ruling, and the play was upheld.",,
3,9:28,2,10,PHI 28,17,7,Donovan McNabb pass incomplete intended for Chad Lewis,0.260,-0.430
3,9:23,3,10,PHI 28,17,7,Donovan McNabb pass incomplete intended for Jon Ritchie,-0.430,-1.500
3,9:20,4,10,PHI 28,17,7,"Dirk Johnson punts 40 yards, returned by Troy Brown for 16 yards (tackle by Roderick Hood)",-1.500,-2.130
3,9:10,1,10,NWE 48,17,7,Tom Brady pass complete to Bethel Johnson for 17 yards (tackle by Nate Wayne),2.130,3.250
3,8:26,1,10,PHI 35,17,7,Tom Brady pass complete to Daniel Graham for 3 yards (tackle by Troy Vincent),3.250,3.110
3,7:46,2,7,PHI 32,17,7,Tom Brady pass complete to Christian Fauria for 6 yards (tackle by Mark Simoneau),3.110,3.200
3,7:07,3,1,PHI 26,23,7,"Tom Brady pass complete to Deion Branch for 26 yards, touchdown",3.200,7.000
3,,,,PHI 2,24,7,Adam Vinatieri kicks extra point good,0.000,0.000
3,,,,NWE 30,24,7,"Adam Vinatieri kicks off 67 yards, returned by Brian Westbrook for 18 yards (tackle by Matt Chatham)",0.000,0.340
3,6:57,1,10,PHI 21,24,7,Donovan McNabb pass incomplete intended for Todd Pinkston (defended by Rodney Harrison),0.340,-0.200
3,6:54,2,10,PHI 21,24,7,Donovan McNabb pass incomplete intended for James Thrash (defended by Ty Law),-0.200,-0.890
3,6:47,3,10,PHI 21,24,7,Donovan McNabb pass incomplete intended for Freddie Mitchell (defended by Tyrone Poole). Penalty on Chad Lewis: Illegal Shift (Declined),-0.890,-1.960
3,6:41,4,10,PHI 21,24,7,"Dirk Johnson punts 44 yards, returned by Troy Brown for 4 yards (tackle by Quintin Mikell)",-1.960,-1.530
3,6:29,1,10,NWE 39,24,7,Antowain Smith left guard for 9 yards (tackle by N.D. Kalu),1.530,2.200
3,5:56,2,1,NWE 48,24,7,Antowain Smith up the middle for no gain (tackle by Nate Wayne),2.200,1.490
3,5:56,3,1,NWE 48,24,7,"Penalty on N.D. Kalu: Encroachment, 5 yards (no play)",1.490,2.460
3,5:06,1,10,PHI 47,24,7,Tom Brady pass complete to Kevin Faulk for 7 yards (tackle by Mark Simoneau),2.460,2.860
3,4:33,2,3,PHI 40,24,7,Tom Brady pass complete to Troy Brown for 2 yards (tackle by Carlos Emmons),2.860,2.410
3,3:59,3,1,PHI 38,24,7,Fred McCrary up the middle for no gain (tackle by Mark Simoneau and Marco Coleman),2.410,0.720
3,3:29,4,1,PHI 38,24,7,Tom Brady up the middle for 2 yards (tackle by Paul Grasmanis),0.720,3.180
3,2:49,1,10,PHI 36,24,7,Antowain Smith left guard for 3 yards (tackle by Nate Wayne),3.180,3.040
3,2:08,2,7,PHI 33,24,7,Tom Brady pass incomplete intended for Christian Fauria (defended by Lito Sheppard),3.040,2.350
3,2:02,3,7,PHI 33,24,7,Tom Brady sacked by Paul Grasmanis for -1 yards,2.350,1.060
3,2:02,4,8,PHI 34,24,7,"Penalty on Ken Walter: Delay of Game, 5 yards (no play)",1.060,0.660
3,1:18,4,13,PHI 39,24,7,"Ken Walter punts 39 yards, touchback",0.660,-0.280
3,1:08,1,10,PHI 20,24,7,Donovan McNabb pass complete to James Thrash for 9 yards (tackle by Tyrone Poole),0.280,0.950
3,0:53,2,1,PHI 29,24,7,Duce Staley right tackle for 3 yards (tackle by Roman Phifer),0.950,1.070
3,0:26,1,10,PHI 32,24,7,Donovan McNabb pass incomplete intended for Chad Lewis,1.070,0.530
3,0:21,2,10,PHI 32,24,7,Donovan McNabb pass complete to Freddie Mitchell for 3 yards (tackle by Asante Samuel),0.530,0.230
Quarter,Time,Down,ToGo,Location,NWE,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,7,PHI 35,24,7,Donovan McNabb pass complete to Todd Pinkston for 10 yards (tackle by Ty Law),0.230,1.930
4,14:49,1,10,PHI 45,24,7,Donovan McNabb sacked by Willie McGinest for -5 yards,1.930,0.710
4,14:13,2,15,PHI 40,24,7,Donovan McNabb pass complete to James Thrash for 24 yards (tackle by Tedy Bruschi),0.710,3.180
4,13:44,1,10,NWE 36,24,7,Donovan McNabb pass incomplete intended for Freddie Mitchell,3.180,2.640
4,13:39,2,10,NWE 36,24,7,Donovan McNabb sacked by Tedy Bruschi for -9 yards,2.640,0.760
4,13:02,3,19,NWE 45,24,7,Donovan McNabb pass incomplete intended for Todd Pinkston (defended by Tyrone Poole),0.760,0.270
4,12:55,4,19,NWE 45,24,7,"Dirk Johnson punts 36 yards, fair catch by Troy Brown. Penalty on NWE: Defensive 12 On-field (Declined)",0.270,0.380
4,12:49,1,10,NWE 9,24,7,Tom Brady left end for no gain (tackle by Hollis Thomas),-0.380,-0.780
4,12:21,2,10,NWE 9,24,7,Tom Brady pass incomplete intended for Deion Branch (defended by Sheldon Brown),-0.780,-1.420
4,12:17,,,,24,7,Timeout #3 by New England Patriots,0.000,-1.420
4,12:17,3,10,NWE 9,24,7,Tom Brady pass incomplete intended for Troy Brown,-1.420,-2.490
4,12:11,4,10,NWE 9,24,7,"Ken Walter punts 37 yards, returned by Brian Westbrook for 11 yards (tackle by Aric Morris)",-2.490,-3.250
4,12:02,1,10,NWE 35,24,7,Donovan McNabb pass complete to James Thrash for 15 yards,3.250,4.240
4,11:33,1,10,NWE 20,24,7,"Donovan McNabb pass incomplete intended for Todd Pinkston. Penalty on Donovan McNabb: Intentional Grounding, 12 yards",4.240,2.070
4,11:29,2,22,NWE 32,24,7,Donovan McNabb pass incomplete intended for Freddie Mitchell (defended by Tedy Bruschi),2.070,1.420
4,11:26,3,22,NWE 32,24,7,"Donovan McNabb sacked by Willie McGinest for -7 yards. Donovan McNabb fumbles (forced by Willie McGinest), recovered by Donovan McNabb at NWE-39",1.420,0.660
4,10:54,4,29,NWE 39,24,10,David Akers 57 yard field goal good,0.660,3.000
4,,,,PHI 30,24,10,"David Akers kicks off 63 yards, returned by Kevin Faulk for 15 yards (tackle by Jon Ritchie)",0.000,0.410
4,10:41,1,10,NWE 22,24,10,Tom Brady pass complete to Bethel Johnson for 4 yards (tackle by Carlos Emmons),0.410,0.410
4,10:10,2,6,NWE 26,24,10,Tom Brady up the middle for 4 yards (tackle by Hollis Thomas),0.410,0.230
4,10:10,3,2,NWE 30,24,10,"Penalty on Tom Brady: False Start, 5 yards (no play)",0.230,-0.430
4,9:11,3,7,NWE 25,24,10,Tom Brady pass incomplete intended for Deion Branch,-0.430,-1.700
4,9:06,4,7,NWE 25,24,10,"Ken Walter punts 37 yards, fair catch by Brian Westbrook",-1.700,-1.470
4,8:59,1,10,PHI 38,24,10,Donovan McNabb pass incomplete intended for Freddie Mitchell,1.470,0.920
4,8:54,2,10,PHI 38,24,10,Donovan McNabb left tackle for 15 yards (tackle by Rodney Harrison),0.920,2.460
4,8:15,1,10,NWE 47,24,10,Donovan McNabb sacked by Mike Vrabel for -2 yards,2.460,1.640
4,7:52,2,12,NWE 49,24,10,Donovan McNabb pass incomplete intended for Todd Pinkston is intercepted by Aric Morris at NWE-15 and returned for 33 yards (tackle by Hank Fraley),1.640,-2.130
4,7:38,1,10,NWE 48,24,10,Antowain Smith right tackle for 6 yards (tackle by Nate Wayne),2.130,2.390
4,6:55,2,4,PHI 46,24,10,Antowain Smith left tackle for 5 yards (tackle by Darwin Walker),2.390,2.850
4,6:12,1,10,PHI 41,24,10,Antowain Smith left tackle for 1 yard (tackle by Hollis Thomas),2.850,2.440
4,6:05,,,,24,10,Timeout #1 by Philadelphia Eagles,0.000,2.440
4,6:05,2,9,PHI 40,24,10,Tom Brady pass complete to Fred McCrary for 3 yards (tackle by Clinton Hart),2.440,2.150
4,5:41,3,6,PHI 37,24,10,Tom Brady pass complete to Antowain Smith for -6 yards (tackle by Sheldon Brown),2.150,0.400
4,5:24,,,,24,10,Timeout #2 by Philadelphia Eagles,0.000,0.400
4,5:24,4,12,PHI 43,24,10,Ken Walter punts 29 yards,0.400,0.280
4,5:15,1,10,PHI 14,24,10,Donovan McNabb pass incomplete intended for James Thrash (defended by Eugene Wilson),-0.280,-0.750
4,5:09,2,10,PHI 14,30,10,"Donovan McNabb pass incomplete intended for Freddie Mitchell is intercepted by Tedy Bruschi at PHI-18 and returned for 18 yards, touchdown",-0.750,-7.000
4,,,,PHI 2,31,10,Adam Vinatieri kicks extra point good,0.000,0.000
4,,,,NWE 30,31,10,"Adam Vinatieri kicks off 63 yards, returned by Brian Westbrook for 15 yards (tackle by Asante Samuel). Penalty on Tyreo Harrison: Unnecessary Roughness, 11 yards",0.000,-0.370
4,4:57,1,10,PHI 11,31,10,Donovan McNabb pass incomplete intended for Freddie Mitchell (defended by Larry Izzo),-0.370,-0.780
4,4:53,2,10,PHI 11,31,10,Donovan McNabb pass complete to Freddie Mitchell for 9 yards (tackle by Tyrone Poole),-0.780,-0.370
4,4:28,3,1,PHI 20,31,10,Donovan McNabb pass complete to Chad Lewis for 5 yards (tackle by Larry Izzo),-0.370,0.610
4,4:03,1,10,PHI 25,31,10,Donovan McNabb pass complete to Chad Lewis for 16 yards (tackle by Larry Izzo),0.610,1.660
4,3:34,1,10,PHI 41,31,10,"Penalty on Chad Lewis: False Start, 5 yards (no play)",1.660,1.330
4,3:33,1,15,PHI 36,31,10,"Donovan McNabb pass incomplete intended for Todd Pinkston (defended by Eugene Wilson). Penalty on Eugene Wilson: Defensive Pass Interference, 19 yards (no play)",1.330,2.590
4,3:28,1,10,NWE 45,31,10,Donovan McNabb pass complete to Freddie Mitchell for 4 yards,2.590,2.580
4,3:22,2,6,NWE 41,31,10,Donovan McNabb pass complete to Duce Staley for 7 yards (tackle by Ty Warren),2.580,3.310
4,2:51,1,10,NWE 34,31,10,"Donovan McNabb sacked by Matt Chatham for -9 yards. Donovan McNabb fumbles (forced by Matt Chatham), recovered by Anthony Pleasant at NWE-43 and returned for 6 yards",3.310,-3.510
4,2:40,1,10,PHI 31,31,10,Antowain Smith right end for -4 yards (tackle by Darwin Walker),3.510,2.430
4,2:00,2,14,PHI 35,31,10,Tom Brady kneels for -1 yards,2.430,1.620
4,1:53,,,,31,10,Timeout #3 by Philadelphia Eagles,0.000,1.620
4,1:53,3,15,PHI 36,31,10,Antowain Smith left guard for no gain (tackle by Keith Adams),1.620,0.880
4,1:53,4,15,PHI 36,31,10,"Penalty on Ken Walter: Delay of Game, 5 yards (no play)",0.880,0.530
4,1:05,4,20,PHI 41,31,10,Ken Walter punts 36 yards,0.530,0.380
4,0:59,1,10,PHI 5,31,10,Duce Staley up the middle for 9 yards (tackle by Bobby Hamilton),-0.380,-0.100
4,0:35,2,1,PHI 14,31,10,Koy Detmer pass complete to James Thrash for 10 yards (tackle by Tyrone Poole),-0.100,0.540
4,0:11,1,10,PHI 24,31,10,Koy Detmer pass complete to Chad Lewis for 15 yards (tackle by Don Davis),0.540,1.530
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
